method,seed,success,formula,num_atoms,relaxation_steps,final_energy_ev,force_mean,force_max,e_hull,stable,nus,novel,unique,rmsd
V2_Frozen_Atomic75_Late30,67078,True,F2Mn3O2,7,25,-49.584632873535156,0.01621420021233707,0.023489996656193887,0.16287003663783395,0.0,0.0,1.0,1.0,0.0014461207691478458
C0,67079,True,H2Fe2Mn,5,15,-32.49122619628906,0.04473692752002381,0.10563768649997643,0.0850328524088555,1.0,1.0,1.0,1.0,0.0150485640997132
V2_Frozen_Atomic75_Late30,67079,True,EuFe2Ge2,5,9,-37.99786376953125,0.06308160525598801,0.14392287887978095,0.05224090992708508,1.0,1.0,1.0,1.0,0.013490503979347455
C0,67080,True,Cl2Eu3S2,7,4,-57.78167724609375,0.004293155047635998,0.0063084017294874305,0.12169520484374985,0.0,0.0,1.0,1.0,0.0009549470275888148
V2_Frozen_Atomic75_Late30,67080,True,BEuF5,7,28,-49.0037956237793,0.2397231889639528,0.43927752790373914,-0.0148776142898992,1.0,1.0,1.0,1.0,0.03285670652550992
C0,67081,True,Ag2Eu3Tl3,8,29,-46.21257781982422,0.05785353596040548,0.13452489916378974,0.03460226814697265,1.0,1.0,1.0,1.0,0.06901176252613059
V2_Frozen_Atomic75_Late30,67081,True,BaEu7,8,9,-73.58024597167969,0.028897617965767508,0.05678646435621872,0.0543737135400395,1.0,1.0,1.0,1.0,0.011462254107547589
C0,67082,True,EuN3Na,5,51,-38.08449172973633,2.5428238988259233,6.18952817533498,0.14114934651250532,0.0,0.0,1.0,1.0,0.050124127925429314
V2_Frozen_Atomic75_Late30,67082,True,Cr4Eu,5,44,-46.01166534423828,0.30086800499226435,0.38062307100841125,0.5799980711523443,0.0,0.0,1.0,1.0,0.1596215803647545
C0,67083,True,Fe4Zn2,6,77,-36.166194915771484,0.10261561492172235,0.2779483426291477,0.059709644593640476,1.0,0.0,0.0,1.0,1.1755582741389865
V2_Frozen_Atomic75_Late30,67083,True,Fe4Zn2,6,11,-35.4843635559082,0.007165357011452632,0.01534372285509941,0.17334820457085431,0.0,0.0,1.0,1.0,0.0012283032236783547
C0,67084,True,Eu2LiN,4,33,-32.8646354675293,0.09175239208596642,0.18329939682917834,0.07873484728434299,1.0,1.0,1.0,1.0,0.007020478769157169
V2_Frozen_Atomic75_Late30,67084,True,AuEuLi2,4,16,-18.99494171142578,0.03812292333735348,0.05105411114157018,0.03619204377549856,1.0,1.0,1.0,1.0,0.005898183043457382
C0,67085,True,Eu2P2PdPt,6,25,-48.05176544189453,0.05395066851873095,0.11219859114507098,0.2545180680175747,0.0,0.0,1.0,1.0,0.010946421804363615
V2_Frozen_Atomic75_Late30,67085,True,Co4Fe2,6,7,-45.22703552246094,0.02061672033491968,0.03225242366936786,0.06966207125651014,1.0,0.0,0.0,0.0,0.00030330249553069013
C0,67086,True,Fe3MgMn3O7,14,36,-98.7302017211914,0.09969280497019173,0.21953861334583377,0.04981052848633105,1.0,1.0,1.0,1.0,0.021900813535328596
V2_Frozen_Atomic75_Late30,67086,True,H2BeFe4O7,14,60,-87.29910278320312,0.4282405134514456,0.9885347556850735,0.17420369512834366,0.0,0.0,1.0,1.0,0.05975194938183728
C0,67087,True,Eu3Ni9,12,55,-84.50599670410156,0.06363046788390729,0.13564213842061065,0.02777819049153596,1.0,1.0,1.0,1.0,0.00515647813045534
V2_Frozen_Atomic75_Late30,67087,True,BaCuEu3O7,12,87,-98.28409576416016,0.20284304120952756,0.5276771872222396,0.10266868803294038,0.0,0.0,1.0,1.0,0.11792662856750327
C0,67088,True,Eu2PtRh,4,2,-36.315486907958984,0.0059868790595173135,0.00942238908971074,0.12146987051025526,0.0,0.0,1.0,1.0,0.0016675103231726237
V2_Frozen_Atomic75_Late30,67088,True,Eu2PtRh,4,2,-36.315486907958984,0.005987461340272218,0.009419730787028895,0.12146987051025526,0.0,0.0,1.0,1.0,0.0016675770907689366
C0,67089,True,CoEu2Li,4,3,-28.835491180419922,0.006804162972429725,0.011092895173118693,0.19517028031168593,0.0,0.0,1.0,1.0,0.0012125734977648753
V2_Frozen_Atomic75_Late30,67089,True,CoEu2Li,4,3,-28.835491180419922,0.006803119206074835,0.011088977912995408,0.19517028031168593,0.0,0.0,1.0,1.0,0.0012123729617198572
C0,67090,True,Fe2Ni2Pt,5,6,-35.16111755371094,0.036541435688701863,0.05611576150466195,0.036142865757811116,1.0,1.0,1.0,1.0,0.002527331141506509
V2_Frozen_Atomic75_Late30,67090,True,Fe4Pt,5,35,-40.289058685302734,0.019191340373588765,0.034075737305741455,0.02532875493945319,1.0,0.0,0.0,1.0,0.04010247347155746
C0,67091,True,Cu5Eu11In2,18,94,-141.5882110595703,0.07535630194656145,0.13027720195175632,0.0722393429405388,1.0,1.0,1.0,1.0,0.09283379675717998
V2_Frozen_Atomic75_Late30,67091,True,Eu4Li2O12,18,261,-135.88336181640625,0.8284986348210871,3.0728145743969972,0.45340869861235156,0.0,0.0,1.0,1.0,0.35555219163815405
C0,67092,True,Bi3Eu6Li2,11,34,-83.52742004394531,0.08919149446928551,0.13305698562814394,0.08475823145951811,1.0,1.0,1.0,1.0,0.05193656156945903
V2_Frozen_Atomic75_Late30,67092,True,As4Eu5Li2,11,16,-85.33446502685547,0.07625927986651625,0.13014205934396536,0.07618060498283974,1.0,1.0,1.0,1.0,0.02230184792658279
C0,67093,True,Eu2Hf2O7,11,30,-109.20980072021484,0.2948198917478611,0.5898705317872706,0.1389133654350143,0.0,0.0,1.0,1.0,0.016089951185250712
V2_Frozen_Atomic75_Late30,67093,True,Eu2O7Ta2,11,34,-111.84234619140625,0.13457583087280717,0.41904750430056215,0.04307323169033417,1.0,0.0,0.0,1.0,0.013178775156758043
C0,67094,True,Cd2Fe2Mn4O8,16,37,-104.72187042236328,0.04717772663368933,0.12956892817938837,0.06707134328979514,1.0,0.0,0.0,1.0,0.004670812832324041
V2_Frozen_Atomic75_Late30,67094,True,Fe9Ge2Mn5,16,27,-130.66043090820312,0.10804828477482158,0.19691735203916869,0.09854782636230297,1.0,1.0,1.0,1.0,0.03342072849526008
C0,67095,True,Br2Eu4O4,10,40,-91.57298278808594,0.1778636229924073,0.4156530891430538,-0.08862526180859298,1.0,1.0,1.0,1.0,0.002078360774306769
V2_Frozen_Atomic75_Late30,67095,True,CaEu9,10,20,-93.60498809814453,0.05473607891672082,0.09606892497411429,0.10909325418554694,0.0,0.0,1.0,1.0,0.006565006194033505
C0,67096,True,Fe4Ge2,6,8,-43.1499137878418,0.0207411951534929,0.031961340158468014,0.10669901480414534,0.0,0.0,0.0,1.0,0.002023519341683251
V2_Frozen_Atomic75_Late30,67096,True,Fe4Ge2,6,20,-43.390010833740234,0.1494533073617462,0.20829716041577764,0.06668284048773909,1.0,1.0,1.0,1.0,0.021779039808601627
C0,67097,True,B2Gd2O6,10,24,-101.66541290283203,0.24059678245426377,0.40691565109765576,0.04016846305012933,1.0,1.0,1.0,1.0,0.008548657357217842
V2_Frozen_Atomic75_Late30,67097,True,B2Gd2O6,10,12,-101.82266235351562,0.1706961028923632,0.28279725616995405,0.024443517981769247,1.0,0.0,0.0,1.0,0.003082015830352655
C0,67098,True,Co2Fe6,8,13,-65.16223907470703,0.029477750788950943,0.0485251917077975,0.03221917566162169,1.0,0.0,0.0,1.0,0.002454418419070431
V2_Frozen_Atomic75_Late30,67098,True,CoFe5La2,8,40,-58.25696563720703,0.13966035464926768,0.19180559354927948,0.17708194868245375,0.0,0.0,1.0,1.0,0.04113621282335763
C0,67099,True,Eu4FNO2,8,10,-80.19270324707031,0.07284376947706049,0.16889866044052984,0.0363479584912092,1.0,1.0,1.0,1.0,0.007428768028370719
V2_Frozen_Atomic75_Late30,67099,True,Fe6Ni2,8,14,-61.96269226074219,0.04815207008988646,0.11384521863146382,0.08589441240722628,1.0,0.0,0.0,1.0,0.01407098743613794
C0,67100,True,Fe5Ge2MnN,9,41,-69.7369155883789,0.1308774020334852,0.4266888477903078,0.07636629332827027,1.0,1.0,1.0,1.0,0.04783387938213833
V2_Frozen_Atomic75_Late30,67100,True,B3Fe3Mn3,9,29,-75.2785873413086,0.16707172735331824,0.3434585432435522,0.09467387388237825,1.0,1.0,1.0,1.0,0.015523946449655351
C0,67101,True,AuEu3,4,12,-35.734718322753906,0.04178384877011467,0.08324206512644314,0.055744732228189875,1.0,1.0,1.0,1.0,0.0016734325853211703
V2_Frozen_Atomic75_Late30,67101,True,CdEu2Sn,4,24,-27.6766300201416,0.005019382162512975,0.006811571284762423,0.04109918246459987,1.0,0.0,0.0,1.0,0.001518371171999613
C0,67102,True,As4Eu3Ni2Zn2,11,47,-72.16802978515625,0.06789133543297535,0.12495579872365788,0.023159735068442266,1.0,1.0,1.0,1.0,0.01793775394269595
V2_Frozen_Atomic75_Late30,67102,True,Eu8Ga2Li,11,29,-91.84224700927734,0.07793802380422325,0.1287966806167387,0.05275279612630435,1.0,1.0,1.0,1.0,0.04527830961911183
C0,67103,True,Eu2GaLi,4,6,-26.37750816345215,0.0030318622724561086,0.005790827319209234,0.04732137830363037,1.0,0.0,0.0,1.0,0.0013089211526134312
V2_Frozen_Atomic75_Late30,67103,True,CuMnPt2,4,25,-26.34065818786621,0.08752460529772861,0.13114545857153612,0.08864168303344755,1.0,0.0,0.0,1.0,0.048756478946233604
C0,67104,True,Fe2Mn2O7Zn,12,93,-78.61722564697266,0.4422382667170075,1.1155887258673791,0.18084154999186186,0.0,0.0,1.0,1.0,0.07476017109009717
V2_Frozen_Atomic75_Late30,67104,True,Fe6Ni6,12,20,-85.60771942138672,0.052459277905312796,0.09197917944074137,0.05846406155110628,1.0,0.0,0.0,0.0,0.007830677304753671
C0,67105,True,Al4Eu2In2,8,9,-42.79957962036133,0.02348195958217858,0.037150255150502,0.1458915662048339,0.0,0.0,1.0,1.0,0.0011968447138692223
V2_Frozen_Atomic75_Late30,67105,True,AlEu6In,8,5,-69.42901611328125,0.014303832516944483,0.03410459399121913,0.061117315839844366,1.0,1.0,1.0,1.0,0.00135186428155491
C0,67106,True,Eu2Ge3Zn,6,8,-38.883731842041016,0.11139291511320389,0.21165724943778255,0.03544330299316378,1.0,0.0,0.0,1.0,0.015576119139070923
V2_Frozen_Atomic75_Late30,67106,True,Eu2Ge3Zn,6,24,-38.80963134765625,0.0942234463517667,0.1517954877060863,0.04779338539062472,1.0,0.0,0.0,1.0,0.03035686192302754
C0,67107,True,Eu6Nd2,8,6,-70.60641479492188,0.011790355335058293,0.01751157405200058,0.09097736313476545,1.0,0.0,0.0,1.0,0.002518418455969283
V2_Frozen_Atomic75_Late30,67107,True,H2Co2Fe4,8,10,-54.32293701171875,0.0637817629336527,0.10921911595168951,0.09914488978515745,1.0,0.0,0.0,1.0,0.008270442694464308
C0,67108,True,EuFeO3,5,15,-41.274383544921875,0.020319374574487164,0.03935399624013933,0.08874965268228685,1.0,0.0,0.0,1.0,0.001967150054311337
V2_Frozen_Atomic75_Late30,67108,True,EuFe2N2,5,24,-45.35265350341797,0.23030363740914872,0.5357344987018404,0.1480413740664055,0.0,0.0,1.0,1.0,0.05010396977932713
C0,67109,True,Fe2IrMnO4,8,89,-54.05449676513672,0.3836911796584451,0.71871963495425,0.575332319357905,0.0,0.0,1.0,1.0,0.13596163156310337
V2_Frozen_Atomic75_Late30,67109,True,CuFe6Ni,8,33,-60.1446533203125,0.05741813632116155,0.08953633984365342,0.0861925949609379,1.0,1.0,1.0,1.0,1.1129809983878105
C0,67110,True,CoFe2Mn,4,15,-32.98265838623047,0.05651264467070237,0.08289794155057711,0.10360594270962409,0.0,0.0,0.0,1.0,0.003880926206581684
V2_Frozen_Atomic75_Late30,67110,True,Co2Fe2,4,6,-31.153812408447266,0.013700957993186207,0.020410329017095732,0.06863998788818382,1.0,0.0,0.0,1.0,0.0001571619776488408
C0,67111,True,Co6Fe3,9,16,-67.87225341796875,0.051629558276720125,0.09025631605818951,0.06613983411458246,1.0,0.0,0.0,1.0,0.003986069726173031
V2_Frozen_Atomic75_Late30,67111,True,Co5Fe4,9,9,-69.4048843383789,0.05232197810446544,0.0774283644145277,0.06224201962456544,1.0,0.0,0.0,1.0,0.002675318149474379
C0,67112,True,HEu2O6Os,10,41,-84.10784912109375,0.2431734796074541,0.4510953926658005,0.02536547772394826,1.0,1.0,1.0,1.0,0.03370736090595347
V2_Frozen_Atomic75_Late30,67112,True,Eu4O6,10,56,-98.30287170410156,0.1369088579070291,0.2274036770114048,0.06189671492317572,1.0,1.0,1.0,1.0,0.07297237713773815
C0,67113,True,Bi3Eu5Gd,9,31,-83.17987823486328,0.07169573943859901,0.16170373380544248,0.11210013001519137,0.0,0.0,1.0,1.0,0.03504842786309285
V2_Frozen_Atomic75_Late30,67113,True,Eu5GdSe3,9,8,-86.86579895019531,0.08323987860921746,0.2104674451577481,0.1613678622005228,0.0,0.0,1.0,1.0,0.01820336595866124
C0,67114,True,LiMn6O9,16,289,-116.15763854980469,0.3265249896229334,0.7420226290727296,0.13642128240803686,0.0,0.0,1.0,1.0,0.15732570920513161
V2_Frozen_Atomic75_Late30,67114,True,Mn6O8Zn2,16,35,-111.26980590820312,0.09874470064274084,0.1569381191397839,0.07596700011230428,1.0,1.0,1.0,1.0,0.019013550033553456
C0,67115,True,Eu2GaO6Sn,10,27,-80.39464569091797,0.07333461030666572,0.12258570963014369,-0.02837518446680143,1.0,1.0,1.0,1.0,0.006184464382005972
V2_Frozen_Atomic75_Late30,67115,True,Eu2O6PdSc,10,41,-85.44944763183594,0.0694417393523642,0.10272995985530317,0.02521139442057141,1.0,1.0,1.0,1.0,0.006146005092207278
C0,67116,True,CuEu2Zn,4,6,-26.58324432373047,0.002414728434432511,0.0029466776075098545,0.061411294692383045,1.0,0.0,0.0,1.0,0.001614510867957529
V2_Frozen_Atomic75_Late30,67116,True,ClEu2Ge,4,22,-31.81491470336914,0.010161618307259918,0.01765503173431869,0.09712025665771584,1.0,1.0,1.0,1.0,0.009952044068782244
C0,67117,True,HCo2Fe,4,7,-25.64892578125,0.0706996178145043,0.13051202990261013,0.13072714635416727,0.0,0.0,1.0,1.0,0.0030976505799171143
V2_Frozen_Atomic75_Late30,67117,True,FeGdO2,4,21,-35.7272834777832,0.3042883322452401,0.606989376826446,1.0762077124291984,0.0,0.0,1.0,1.0,0.004587271397091588
C0,67118,True,EuGd3O6,10,48,-113.73471069335938,0.5039012638386025,0.7995009882523322,0.16140287024739486,0.0,0.0,1.0,1.0,0.08767906515671234
V2_Frozen_Atomic75_Late30,67118,True,Eu2Gd2O5Te,10,57,-101.87589263916016,0.5605415845582515,1.4621641988729395,0.3854850545839863,0.0,0.0,1.0,1.0,0.14127270018115587
C0,67119,True,AlCoNi2,4,6,-23.70785140991211,0.005852927304172204,0.007558071245635357,0.06919564877197182,1.0,0.0,0.0,1.0,0.0003493863296544924
V2_Frozen_Atomic75_Late30,67119,True,CoFeNi2,4,6,-27.187847137451172,0.04439654310308283,0.055491479347914305,0.06146769126220786,1.0,0.0,0.0,1.0,0.002135539642122947
C0,67120,True,AlEu3O6,10,44,-91.57974243164062,0.1984757449215322,0.4250722663597251,0.1533090335026035,0.0,0.0,1.0,1.0,0.044465512399898814
V2_Frozen_Atomic75_Late30,67120,True,Al2Eu2O6,10,21,-87.18824768066406,0.03409215252960188,0.0658584620311665,0.011557899933592353,1.0,0.0,0.0,1.0,0.0017687391673887895
C0,67121,True,FeMn2Zn,4,3,-27.281782150268555,0.007824000286679102,0.013552902504585502,0.2086134038840104,0.0,0.0,1.0,1.0,0.0005820996361270278
V2_Frozen_Atomic75_Late30,67121,True,CoFeMnZn,4,2,-25.7263240814209,0.00879107739681648,0.01206188838461872,0.12948957417231632,0.0,0.0,1.0,1.0,0.000804837086944878
C0,67122,True,BaEu7,8,6,-73.57916259765625,0.020500037179233727,0.049333840519037234,0.05450913529296919,1.0,1.0,1.0,1.0,0.0014059776772628093
V2_Frozen_Atomic75_Late30,67122,True,Co3Eu2Ni3,8,36,-57.97943115234375,0.28679163955660225,0.6317611223706533,0.2916501284570314,0.0,0.0,1.0,1.0,0.03271434175284607
C0,67123,True,Eu5Ge5Na2,12,57,-81.8382568359375,0.14100308200750467,0.27958201499278684,0.19708746882992312,0.0,0.0,1.0,1.0,0.06947850085563621
V2_Frozen_Atomic75_Late30,67123,True,Fe5Ni7,12,12,-83.39019012451172,0.049319423993252766,0.08623135044850799,0.026694743790690367,1.0,0.0,0.0,0.0,0.006912508089056171
C0,67124,True,HEu2IrLi,5,14,-36.25920867919922,0.006294541716909326,0.011335785430635143,0.07567972182682059,1.0,1.0,1.0,1.0,0.0013463299095904482
V2_Frozen_Atomic75_Late30,67124,True,H2AlEu2,5,20,-32.09615707397461,0.09350696643948889,0.19985555431638996,0.2693878607050797,0.0,0.0,1.0,1.0,0.05028147446877217
C0,67125,True,Co3Fe5,8,7,-63.80882263183594,0.05355072251839449,0.10490885438462094,0.05077350102050815,1.0,0.0,0.0,1.0,0.006305593610631391
V2_Frozen_Atomic75_Late30,67125,True,Fe4NiPt3,8,21,-59.0791015625,0.08269790536976179,0.1991250391375846,0.050177594687500715,1.0,1.0,1.0,1.0,0.01835649421100759
C0,67126,True,F8Mn6O4,18,217,-118.46471405029297,0.23079898428715026,0.3935498546013159,0.08855572637260334,1.0,1.0,1.0,1.0,0.18094494270758682
V2_Frozen_Atomic75_Late30,67126,True,F2Mn7O9,18,208,-131.1071319580078,0.2677964814658754,0.537355791316479,0.09513178958983204,1.0,1.0,1.0,1.0,0.09435754260108783
C0,67127,True,CuEu3O6,10,41,-87.20745849609375,0.13931711594882562,0.23474279093970063,-0.006013762192704775,1.0,1.0,1.0,1.0,0.03300381773233608
V2_Frozen_Atomic75_Late30,67127,True,Eu2MnO6Zr,10,27,-93.88202667236328,0.04969419150809738,0.07759098708261483,0.001992554763679877,1.0,1.0,1.0,1.0,0.006377478002621428
C0,67128,True,Fe3Ni5Pd,9,9,-59.80617904663086,0.07467806238820628,0.16235718681622044,0.051100146207679664,1.0,1.0,1.0,1.0,0.014288888802877724
V2_Frozen_Atomic75_Late30,67128,True,Eu2Pd2Zn5,9,29,-41.163368225097656,0.0844911198195774,0.13003529713592613,0.0671073974891474,1.0,1.0,1.0,1.0,0.027673160008926
C0,67129,True,Eu3Pb,4,17,-35.649112701416016,0.017558115230671693,0.033437930839192186,0.1231833408959968,0.0,0.0,1.0,1.0,0.005957014739252198
V2_Frozen_Atomic75_Late30,67129,True,Fe2NZn,4,33,-26.130016326904297,0.29895188817371976,0.5974020842395227,0.21120423717392445,0.0,0.0,1.0,1.0,0.07310970309550921
C0,67130,True,CrMn2NbO6,10,20,-82.91139221191406,0.07438220756097924,0.12287602562733993,0.059268526475264594,1.0,0.0,0.0,1.0,0.01120766202747089
V2_Frozen_Atomic75_Late30,67130,True,HFe6NZn2,10,6,-65.82292938232422,0.17918409605698551,0.2992392001382276,0.019377599767577358,1.0,1.0,1.0,1.0,0.013609629682231398
C0,67131,True,EuGaTm,3,11,-18.7225284576416,0.05002627601870946,0.07307233565552014,0.11023468481391063,0.0,0.0,1.0,1.0,0.030406582298218836
V2_Frozen_Atomic75_Late30,67131,True,Eu2Hg,3,8,-21.980920791625977,0.031567436130671735,0.043085956686921785,0.018552419458007563,1.0,0.0,0.0,1.0,0.002504017629156708
C0,67132,True,Fe4LiO11Ti3,19,81,-144.67808532714844,0.27747979636359654,0.6062706243779675,0.07875374093956289,1.0,1.0,1.0,1.0,0.030693061809006748
V2_Frozen_Atomic75_Late30,67132,True,Eu3Fe3O12Ti,19,58,-153.8620147705078,0.2536284396981574,0.7537780511714935,0.14370111471011526,0.0,0.0,1.0,1.0,0.03840892285572216
C0,67133,True,AsAuEu2,4,3,-32.018524169921875,0.02541123921228166,0.03139792238599713,0.19056587793619784,0.0,0.0,1.0,1.0,0.002394941958396257
V2_Frozen_Atomic75_Late30,67133,True,Eu3Ni,4,12,-36.69343566894531,0.01119527989577836,0.021615123006157054,0.09358548401367273,1.0,1.0,1.0,1.0,0.0063728250722654995
C0,67134,True,Eu3Mg2MnPb4,10,49,-59.76973342895508,0.2536676130614544,0.5663671057689448,0.2251309138113884,0.0,0.0,1.0,1.0,0.07608566037728198
V2_Frozen_Atomic75_Late30,67134,True,Cu4Eu4Mg2,10,9,-62.100975036621094,0.019715942392830983,0.045553356401079825,0.010347912337890008,1.0,0.0,0.0,1.0,0.0018832329490278622
C0,67135,True,Eu4Ni2O12Ti2,20,36,-173.3471221923828,0.11655859553900398,0.1642063372579271,-0.0038612896191683177,1.0,1.0,1.0,1.0,0.017373045424247648
V2_Frozen_Atomic75_Late30,67135,True,Eu3FeNi2O12Ti2,20,67,-163.5825653076172,0.2608421391444774,0.8344365394710128,0.09433921386914434,1.0,1.0,1.0,1.0,0.025283473273271944
C0,67136,True,Co4Fe3Mn3,10,15,-80.49961853027344,0.18491538334763374,0.426410849330434,0.13519168726822173,0.0,0.0,1.0,1.0,0.022578853406779554
V2_Frozen_Atomic75_Late30,67136,True,Co3Fe4Mn3,10,26,-81.90840911865234,0.14469803587488742,0.2642685994585393,0.12686861266678662,0.0,0.0,1.0,1.0,0.021844128517510483
C0,67137,True,Eu2Mn2O6,10,69,-86.22368621826172,0.3261306291123697,0.6077882443370133,0.17720546167382878,0.0,0.0,1.0,1.0,0.08935009933151843
V2_Frozen_Atomic75_Late30,67137,True,Eu8Ni2,10,28,-94.41602325439453,0.043797663690165065,0.06966955861775716,0.031846359560548265,1.0,1.0,1.0,1.0,0.046260383716302124
C0,67138,True,CoFePt2,4,10,-28.298965454101562,0.00804265833747835,0.014883518146500175,0.04089591647460278,1.0,0.0,0.0,1.0,0.00047681395622138406
V2_Frozen_Atomic75_Late30,67138,True,Co3Pt,4,2,-27.503087997436523,0.026456010371634742,0.041643910919755125,0.06805118439086932,1.0,0.0,0.0,1.0,0.0016968308831114564
C0,67139,True,CoFeIrMn,4,3,-33.58443832397461,0.00864902253610649,0.013959603929288252,0.13664221775634822,0.0,0.0,1.0,1.0,0.0009093247181906157
V2_Frozen_Atomic75_Late30,67139,True,CoFeIrMn,4,3,-33.584434509277344,0.008649524558237457,0.013955873371308583,0.13664317143066462,0.0,0.0,1.0,1.0,0.0009094104137181468
C0,67140,True,Gd2MnO6Zn,10,24,-90.76338195800781,0.12911535370102617,0.2147238052825196,0.03500398132421623,1.0,1.0,1.0,1.0,0.006246677433641975
V2_Frozen_Atomic75_Late30,67140,True,B2CaGdO6,10,12,-85.95122528076172,0.07919723072430754,0.16883278259303464,0.1151186305904961,0.0,0.0,1.0,1.0,0.0034010776875832544
C0,67141,True,Co5Fe9GaGe,16,51,-118.39305877685547,0.20309157994703533,0.4306798762219189,0.18473768446736738,0.0,0.0,1.0,1.0,0.02875821999873358
V2_Frozen_Atomic75_Late30,67141,True,Co3Fe11Ge2,16,29,-124.09613037109375,0.1006947028883416,0.17823044868283675,0.06415744857747363,1.0,1.0,1.0,1.0,0.011127101957510778
C0,67142,True,Eu2O6TaY,10,5,-99.09111022949219,0.016992832154315397,0.030704714177059195,0.09585675405078042,1.0,0.0,0.0,1.0,0.001657855524081527
V2_Frozen_Atomic75_Late30,67142,True,Eu3MnO6,10,7,-92.77334594726562,0.04976156340533098,0.06634147055290907,0.06854438969010168,1.0,1.0,1.0,1.0,0.00395087882745497
C0,67143,True,Eu7LiSi4,12,26,-99.06744384765625,0.0854248183852458,0.23526388174168808,0.14910261713975892,0.0,0.0,1.0,1.0,0.031218247993157523
V2_Frozen_Atomic75_Late30,67143,True,Eu5Li2O5,12,41,-106.69391632080078,0.20497598281097043,0.4762568009691054,0.11688783021104676,0.0,0.0,1.0,1.0,0.044911584334652394
C0,67144,True,Gd2Mn5S7,14,35,-115.9717025756836,0.10953132850863925,0.16307081742085125,0.12438380867038568,0.0,0.0,1.0,1.0,0.025957985873973997
V2_Frozen_Atomic75_Late30,67144,True,EuMn4O7SSn,14,125,-104.11910247802734,0.3829813797668104,1.2928774277913124,0.2611778690145279,0.0,0.0,1.0,1.0,0.15588950326972853
C0,67145,True,B3Fe8La,12,50,-93.3354721069336,0.19454452159316818,0.30178852776089315,0.18322855098470114,0.0,0.0,1.0,1.0,0.03092465562886978
V2_Frozen_Atomic75_Late30,67145,True,Eu4KO7,12,58,-106.30033874511719,0.2471131267641388,0.5109686921934771,0.18760274762911955,0.0,0.0,1.0,1.0,0.04170833103859791
C0,67146,True,Fe4N2Tl2,8,27,-52.77286148071289,0.05715906221420413,0.14848715345456723,0.38070904095255553,0.0,0.0,1.0,1.0,0.002862865505892022
V2_Frozen_Atomic75_Late30,67146,True,H4CuFe3,8,8,-42.26554870605469,0.019733556931656588,0.043303973122398365,0.06422641424316389,1.0,1.0,1.0,1.0,0.002537709911793157
C0,67147,True,H5LiMn3O7,16,56,-97.35230255126953,0.36272180715324476,1.0090953099407656,0.0806479914831586,1.0,1.0,1.0,1.0,0.033607592303522754
V2_Frozen_Atomic75_Late30,67147,True,H3Fe2Ni3O8,16,49,-86.72738647460938,0.23830678626069868,0.673961646384005,0.0919138879931598,1.0,1.0,1.0,1.0,0.03746788751362914
C0,67148,True,H2Mn7Ru,10,21,-79.38916015625,0.14386161944226653,0.3555289246010786,0.15094606642672392,0.0,0.0,1.0,1.0,0.011051034146596375
V2_Frozen_Atomic75_Late30,67148,True,H4Fe2Mn4,10,22,-66.51068115234375,0.0968702779780834,0.2155181659973038,0.09300823409895909,1.0,1.0,1.0,1.0,0.02582046428706183
C0,67149,True,Fe6Ge2Tb4,12,14,-81.61173248291016,0.030991242597198477,0.058989490534621505,0.11140335059082584,0.0,0.0,0.0,1.0,0.0025923240988819994
V2_Frozen_Atomic75_Late30,67149,True,H4F5Li3,12,235,-52.080726623535156,1.6891405742420469,5.58136088969615,0.10179583345540433,0.0,0.0,1.0,1.0,0.52948057783592
C0,67150,True,Fe4O8Si2,14,893,-99.36481475830078,0.4584526901352931,0.8710228487916865,0.1891854479785149,0.0,0.0,1.0,1.0,1.3178666469290812
V2_Frozen_Atomic75_Late30,67150,True,CrFe2Mn3O8,14,65,-102.39029693603516,0.41810605474907475,0.8543740817968577,0.17673490956891946,0.0,0.0,1.0,1.0,0.06773956029571471
C0,67151,True,EuMnN2,4,26,-37.62469482421875,0.09851996762833312,0.14978870839929992,0.23439515415364554,0.0,0.0,1.0,1.0,0.006519425843673553
V2_Frozen_Atomic75_Late30,67151,True,EuMnN2,4,24,-37.62496566772461,0.1324312615983984,0.26457790019450866,0.2343274432771807,0.0,0.0,1.0,1.0,0.012953835152545662
C0,67152,True,MnO10P3,14,886,-97.14300537109375,0.7765044457792944,1.5742313343915986,0.29869355152900656,0.0,0.0,1.0,1.0,1.2863690465684485
V2_Frozen_Atomic75_Late30,67152,True,Fe2Gd2O8Y2,14,42,-129.97035217285156,0.2225468591884596,0.4731488058186107,0.21045282711774682,0.0,0.0,1.0,1.0,0.02823186507365458
C0,67153,True,Co4Ni2,6,4,-39.95995330810547,0.025816729523413587,0.042314836357517684,0.029205637649088345,1.0,0.0,0.0,1.0,0.0022067206887242336
V2_Frozen_Atomic75_Late30,67153,True,Co5Sn,6,10,-39.0444450378418,0.034435121084358346,0.056037838326303234,0.1205956781374784,0.0,0.0,1.0,1.0,0.002586820996735197
C0,67154,True,Eu3Ni7P2,12,50,-86.3745346069336,0.19491029880568986,0.4571429498032082,0.20976487192220095,0.0,0.0,1.0,1.0,0.044492267676907594
V2_Frozen_Atomic75_Late30,67154,True,H3Eu2Ni5Si2,12,33,-73.92212677001953,0.12639952929329004,0.19736861249429125,0.3106816390757521,0.0,0.0,1.0,1.0,0.02588188091662014
C0,67155,True,Eu4Mn3Sb4,11,37,-90.97013854980469,0.11374431057961785,0.2157356582494519,0.1468803400750236,0.0,0.0,1.0,1.0,0.031881330225366114
