method,seed,success,formula,num_atoms,relaxation_steps,final_energy_ev,force_mean,force_max,e_hull,stable,nus,novel,unique,rmsd
V2_Frozen_Atomic75_Late30,67155,True,Fe6Mn2Sb3,11,39,-79.6507568359375,0.21870716231544102,0.3906408598039925,0.18580257582386484,0.0,0.0,1.0,1.0,0.05557794624482421
C0,67156,True,CoFe2Rh,4,7,-31.558101654052734,0.03641087420811999,0.061521892895815555,0.0195283089868159,1.0,0.0,0.0,1.0,0.0018861414534466553
V2_Frozen_Atomic75_Late30,67156,True,CoFe2Ni,4,11,-29.766403198242188,0.022208000340642308,0.04347583492081089,0.09056688793945433,1.0,0.0,0.0,1.0,0.002472730468886922
C0,67157,True,Eu2O6PdZn,10,15,-74.24658203125,0.05706908732431972,0.09600640737984314,0.04105819254166576,1.0,1.0,1.0,1.0,0.0032305496918342714
V2_Frozen_Atomic75_Late30,67157,True,FeMn3O6,10,276,-72.6477279663086,0.4762843314094701,0.8815424798633699,0.09862323590039068,1.0,1.0,1.0,1.0,0.4911915217031187
C0,67158,True,CoFe2Ge,4,11,-28.96788787841797,0.013051449673510771,0.019707896367184907,0.06392177414550737,1.0,0.0,0.0,1.0,0.0009358040857655543
V2_Frozen_Atomic75_Late30,67158,True,CuEu2Zn,4,6,-26.594200134277344,0.008472450513185414,0.01155744276369561,0.058672342055664295,1.0,0.0,0.0,1.0,0.002237776568748346
C0,67159,True,EuMgZn2,4,2,-15.281874656677246,0.003164826044874252,0.0035544906498118684,0.025533491314022605,1.0,0.0,0.0,1.0,0.0011008961102115275
V2_Frozen_Atomic75_Late30,67159,True,Eu2MgZn,4,3,-24.129467010498047,0.013565020736251331,0.026475574510852452,0.010015325500488004,1.0,0.0,0.0,0.0,0.0018525272268285265
C0,67160,True,Mn5O4S,10,31,-74.21432495117188,0.19145251729135024,0.5312681614607629,0.153112709882814,0.0,0.0,1.0,1.0,0.046063041679020436
V2_Frozen_Atomic75_Late30,67160,True,Eu5O5,10,27,-101.97662353515625,0.20298930399759346,0.4106604624973758,0.23021010148437426,0.0,0.0,1.0,1.0,0.050778928209932024
C0,67161,True,Ca2Gd4O11V3,20,68,-188.58270263671875,0.37348539676660913,1.328435713651175,0.2959255189140606,0.0,0.0,1.0,1.0,0.0544115483932496
V2_Frozen_Atomic75_Late30,67161,True,Gd3Mn4O13,20,103,-175.48239135742188,0.40839528009249476,1.3598146005399787,0.18349014300390465,0.0,0.0,1.0,1.0,0.060058541935703535
C0,67162,True,Au2Eu2P2,6,2,-43.44801330566406,0.02053669676320956,0.031012032747991546,0.01599677905598984,1.0,1.0,1.0,1.0,0.0013279292073480023
V2_Frozen_Atomic75_Late30,67162,True,Al2Au2Eu2,6,20,-38.43644714355469,0.0034213799059836444,0.004776913125586439,0.029428432740885135,1.0,0.0,0.0,1.0,0.0012846891049747486
C0,67163,True,ErFe11W,13,62,-110.68524932861328,0.14555024445446837,0.28356164532557254,0.03683866940154168,1.0,1.0,1.0,1.0,0.04115122525401766
V2_Frozen_Atomic75_Late30,67163,True,Fe11MnY,13,40,-108.44190979003906,0.15313714726597888,0.5170969765911959,0.047086010925379895,1.0,1.0,1.0,1.0,0.021614329914347676
C0,67164,True,Eu6Mg2,8,11,-64.81327819824219,0.04939523736430095,0.06755523107260163,0.06075141334472711,1.0,0.0,0.0,1.0,0.0036825276136629535
V2_Frozen_Atomic75_Late30,67164,True,Eu4I2N2,8,28,-70.24439239501953,0.13160324542134255,0.25213405470422495,0.01970836812255783,1.0,0.0,0.0,1.0,0.007647642028237866
C0,67165,True,AgBi2Eu,4,6,-22.502330780029297,0.007231247212230235,0.009878868109545748,0.06256506978434206,1.0,0.0,0.0,1.0,0.0008480032822777584
V2_Frozen_Atomic75_Late30,67165,True,Ag2Eu2,4,4,-27.541057586669922,0.015465381191114926,0.01842726606393363,0.004813644582519316,1.0,0.0,0.0,1.0,0.002998707348322864
C0,67166,True,Co3Fe2Mn3P4,12,28,-94.37693786621094,0.1522323055387017,0.29831638977055,0.017427705107421865,1.0,1.0,1.0,1.0,0.015483929550772728
V2_Frozen_Atomic75_Late30,67166,True,Co7Mn5,12,39,-94.68547821044922,0.06718444584007491,0.11085825523888558,0.0959932732958988,1.0,1.0,1.0,1.0,0.039715004859076565
C0,67167,True,Eu2LiMg,4,8,-24.107852935791016,0.013834740840957451,0.025835477850308868,0.037812215843912256,1.0,0.0,0.0,1.0,0.002267241177198615
V2_Frozen_Atomic75_Late30,67167,True,H2EuPt,4,10,-25.578948974609375,0.008786342947031008,0.01078454214829262,0.055951221191409495,1.0,1.0,1.0,1.0,0.0011866901776661353
C0,67168,True,Gd8O6S6,20,129,-220.4296417236328,0.38106495120213524,0.8172975036381676,0.22058627456836177,0.0,0.0,1.0,1.0,0.07364214577723012
V2_Frozen_Atomic75_Late30,67168,True,Eu4GdMn3O12,20,89,-183.63681030273438,0.25912103011770815,0.549150299593321,0.16466769452990349,0.0,0.0,1.0,1.0,0.05361123018141326
C0,67169,True,H2FeMnPt,5,40,-30.269010543823242,0.16605479500423326,0.3327690525689099,0.21164396443535072,0.0,0.0,1.0,1.0,0.12495315614863753
V2_Frozen_Atomic75_Late30,67169,True,Eu3NPt,5,25,-48.86244201660156,0.25717916246879946,0.600126874873123,0.1718579256796886,0.0,0.0,1.0,1.0,0.02252069217816775
C0,67170,True,Eu2LiZn,4,3,-24.11930274963379,0.0019122384163185846,0.0031005035867258724,0.05197528425821929,1.0,0.0,0.0,0.0,0.000730613150836535
V2_Frozen_Atomic75_Late30,67170,True,CuEuO2,4,10,-31.81151008605957,0.009001343532921409,0.011657003835059849,0.10833316098509371,0.0,0.0,0.0,1.0,0.0006363152858760612
C0,67171,True,H3Fe3Ni3,9,23,-52.656455993652344,0.07745884234118322,0.15871240157103697,0.05758686403862878,1.0,1.0,1.0,1.0,0.05017621388602157
V2_Frozen_Atomic75_Late30,67171,True,CuFe3Ni5,9,17,-58.497215270996094,0.05753361240170735,0.08788416917701901,0.06030619211154775,1.0,1.0,1.0,1.0,0.0054336709040582005
C0,67172,True,H2Ba2Eu4Ni,9,46,-57.84785842895508,0.08029853564673935,0.1802170355290548,0.2056684770605468,0.0,0.0,1.0,1.0,0.04649573699820412
V2_Frozen_Atomic75_Late30,67172,True,Eu5Ni4,9,32,-75.16991424560547,0.10169562666959472,0.1866971456064235,0.11165949271050302,0.0,0.0,1.0,1.0,0.07176566471506295
C0,67173,True,Co6Fe4Ni2,12,55,-87.69005584716797,0.07416969871742775,0.15696422142971467,0.09323428315267002,1.0,0.0,0.0,1.0,1.1464121951103161
V2_Frozen_Atomic75_Late30,67173,True,Co5Fe4Ni3,12,14,-86.54158020019531,0.040339439890851696,0.08741473482305029,0.08422979206705872,1.0,1.0,1.0,1.0,0.00940131909144962
C0,67174,True,Eu6N3O3,12,13,-124.5807113647461,0.02373725379540276,0.05694548214026289,-0.06062091456217367,1.0,0.0,0.0,1.0,0.0031010188410451854
V2_Frozen_Atomic75_Late30,67174,True,Fe6Gd4Ir2,12,33,-127.53658294677734,0.08181815498223573,0.1622495373250334,-0.1616610583425544,1.0,1.0,1.0,1.0,0.03024353847656875
C0,67175,True,B4MgMn12SiSn2,20,130,-150.5004425048828,0.31822867954642586,0.6107525157637523,0.38082142446419365,0.0,0.0,1.0,1.0,0.14124856496599184
V2_Frozen_Atomic75_Late30,67175,True,B4Fe10Sm4Sn2,20,37,-140.47853088378906,0.14699901161809784,0.2838896779706034,0.276043066643882,0.0,0.0,1.0,1.0,0.010713296777408053
C0,67176,True,Eu4Si4,8,23,-67.5687255859375,0.05753887242090537,0.06865362839050679,0.038480774257813266,1.0,1.0,1.0,1.0,0.01424250216448189
V2_Frozen_Atomic75_Late30,67176,True,Eu7Sn,8,2,-77.1866455078125,0.011066991598628785,0.01968483566999989,0.10523089933593788,0.0,0.0,1.0,1.0,0.00446224329194141
C0,67177,True,BeFe5,6,6,-46.07746124267578,0.039604590930393334,0.060595176958390014,0.0714072374707051,1.0,0.0,0.0,1.0,0.001861484887412984
V2_Frozen_Atomic75_Late30,67177,True,Fe5Zn,6,11,-43.455997467041016,0.04879986851337859,0.09946217346919078,0.03604875910427552,1.0,0.0,0.0,1.0,0.005774988710325598
C0,67178,True,Fe4Ni2,6,9,-45.317413330078125,0.03835145118966784,0.06889931030124831,0.06539863498697951,1.0,0.0,0.0,1.0,0.006533916765720351
V2_Frozen_Atomic75_Late30,67178,True,Be2Fe2Ga2,6,17,-30.865882873535156,0.19467494086298676,0.3246303289695,0.18421911691080695,0.0,0.0,1.0,1.0,0.04058462873365405
C0,67179,True,Co5Fe4,9,19,-69.32061004638672,0.05766186341084158,0.08110516180150434,0.0716058298459199,1.0,1.0,1.0,1.0,0.010467943841115488
V2_Frozen_Atomic75_Late30,67179,True,BCo6Pt2,9,35,-61.73063278198242,0.21598318280114873,0.3589770484435458,0.13394445066861937,0.0,0.0,1.0,1.0,0.04566212537443057
C0,67180,True,Ag2Eu5,7,28,-57.898887634277344,0.027539935508873927,0.07453836453809473,0.10115801224609378,0.0,0.0,1.0,1.0,0.021384007558577004
V2_Frozen_Atomic75_Late30,67180,True,AgAu2Eu4,7,10,-54.37419509887695,0.05101233479057299,0.09182327861864714,0.06042257527948269,1.0,1.0,1.0,1.0,0.01451718536048866
C0,67181,True,Fe6MgMn2O11,20,90,-133.66880798339844,0.39618117648976836,0.8877293344554594,0.24063628183007957,0.0,0.0,1.0,1.0,0.060538926274215345
V2_Frozen_Atomic75_Late30,67181,True,Fe4GdMnO12V2,20,95,-154.1841583251953,0.4211118996454334,1.3339516111504843,0.18560998911524074,0.0,0.0,1.0,1.0,0.08626891316265937
C0,67182,True,Eu2FeO6Zr,10,28,-91.70943450927734,0.08794415599059427,0.17863933251153566,-0.01036461880273798,1.0,0.0,0.0,1.0,0.015657681296786567
V2_Frozen_Atomic75_Late30,67182,True,Eu3O6Ta,10,73,-102.78862762451172,0.16906727977868066,0.273069489942645,-0.09820048270116999,1.0,0.0,0.0,1.0,0.044278776845581895
C0,67183,True,Fe11HoTi,13,46,-106.4501724243164,0.12282505383742476,0.21296795826193995,0.031749323385918515,1.0,0.0,0.0,1.0,0.02262318940112716
V2_Frozen_Atomic75_Late30,67183,True,Fe11NbSm,13,33,-107.91265869140625,0.06246057935503025,0.21127353151512118,0.03717917604567411,1.0,1.0,1.0,1.0,0.021295852024050908
C0,67184,True,Eu3FRh,5,29,-45.84190368652344,0.2238484332372735,0.45401154537146776,0.2471021046953119,0.0,0.0,1.0,1.0,0.0518827185229078
V2_Frozen_Atomic75_Late30,67184,True,BCo3Ga,5,29,-31.484312057495117,0.15011616733160033,0.23741638670080145,0.18325780150097692,0.0,0.0,1.0,1.0,0.03764401789558952
C0,67185,True,H2Fe2Rh2,6,43,-38.292747497558594,0.040443885529801396,0.07418518666556755,0.07571778262912332,1.0,0.0,0.0,1.0,1.0746538770394345
V2_Frozen_Atomic75_Late30,67185,True,Fe4PdRh,6,8,-46.24302673339844,0.02480223889880359,0.0358165655193599,0.0828531802669259,1.0,0.0,0.0,1.0,0.001692481088278796
C0,67186,True,H3Fe5O7S,16,43,-94.78307342529297,0.5031216821405655,1.2900028003473583,0.18767044388793952,0.0,0.0,1.0,1.0,0.04201003572508991
V2_Frozen_Atomic75_Late30,67186,True,Fe5NbO10,16,72,-114.349365234375,0.5187371143208358,1.2140348401443282,0.09162139410156556,1.0,1.0,1.0,1.0,0.032092490749044425
C0,67187,True,Co4Fe4,8,19,-62.42196273803711,0.03702674996658686,0.07681365178832797,0.05434774774536155,1.0,0.0,0.0,0.0,0.001777761380307357
V2_Frozen_Atomic75_Late30,67187,True,Fe4Rh4,8,30,-63.604549407958984,0.012504197647497245,0.020010249535078267,0.010445679005126607,1.0,0.0,0.0,1.0,2.859166349402777e-05
C0,67188,True,Fe3Ni3,6,27,-42.87116622924805,0.0678032983452242,0.12928649183504515,0.04724630845865896,1.0,0.0,0.0,0.0,0.03431244814487253
V2_Frozen_Atomic75_Late30,67188,True,Cu2Eu2Ga2,6,4,-36.959930419921875,0.007509507910337225,0.00933732640313061,0.024543352513020977,1.0,0.0,0.0,1.0,0.000944330686553013
C0,67189,True,Co2,2,3,-14.148555755615234,0.013259826878347585,0.01325982785145041,0.03403991719238242,1.0,0.0,0.0,1.0,0.0007298919797558097
V2_Frozen_Atomic75_Late30,67189,True,CoMn,2,1,-16.272552490234375,0.020760809259299025,0.020760811199938695,0.02579994488281301,1.0,0.0,0.0,1.0,0.0004812623870390467
C0,67190,True,BrEu6N5,12,30,-117.83963775634766,0.2118950473708324,0.5243679610059276,-0.016129354695637588,1.0,1.0,1.0,1.0,0.018564538578140173
V2_Frozen_Atomic75_Late30,67190,True,Eu2HfIrO8,12,36,-105.1116943359375,0.12953704394990598,0.3446485001990795,0.08033766554687993,1.0,1.0,1.0,1.0,0.005839807451340807
C0,67191,True,Cu4Eu4,8,24,-58.176300048828125,0.1080755775923181,0.22062948477847155,0.08299964514648472,1.0,1.0,1.0,1.0,0.04088765767561441
V2_Frozen_Atomic75_Late30,67191,True,Eu2Ni6,8,33,-55.58830261230469,0.15031794402398665,0.19260783366022188,0.12140675596191386,0.0,0.0,1.0,1.0,0.05592710638217502
C0,67192,True,B2Eu2Fe8,12,14,-101.89118194580078,0.01824750822602326,0.03088863859969714,0.13930529868326857,0.0,0.0,1.0,1.0,0.0025847516688792564
V2_Frozen_Atomic75_Late30,67192,True,Fe9Si3,12,68,-95.46942138671875,0.14138259650576968,0.233134461324363,0.07487896944010419,1.0,0.0,0.0,1.0,1.0700502215596925
C0,67193,True,Mn6O10,16,308,-117.44332885742188,0.46665597350962046,1.2381919718783245,0.06903443883300753,1.0,1.0,1.0,1.0,0.16087551751222207
V2_Frozen_Atomic75_Late30,67193,True,Co7Ge2Mn7,16,39,-122.9384536743164,0.12183962314045593,0.21980006381432854,0.15368102186384558,0.0,0.0,1.0,1.0,0.028447120852248986
C0,67194,True,Ba2Gd2O5,9,41,-83.77021789550781,0.14661728945506775,0.31630933612322526,0.045486332165801,1.0,1.0,1.0,1.0,0.02597439562361309
V2_Frozen_Atomic75_Late30,67194,True,Co2Gd3In4,9,16,-70.69859313964844,0.07151684372164209,0.13930776045672583,0.0039509335031153725,1.0,1.0,1.0,1.0,0.018735174361711432
C0,67195,True,HB2Co3,6,36,-38.93869400024414,0.2889985024482167,0.38351597915401403,0.1166635132926439,0.0,0.0,1.0,1.0,0.08382934407441775
V2_Frozen_Atomic75_Late30,67195,True,Co5Zn,6,15,-36.630855560302734,0.029787604665374206,0.05133104066847077,0.04783610729802934,1.0,0.0,0.0,1.0,0.0035210952141214
C0,67196,True,Co3Pt,4,6,-27.309926986694336,0.01472661315651234,0.026725088741860147,0.1163414370764162,0.0,0.0,0.0,1.0,0.0018091693812843663
V2_Frozen_Atomic75_Late30,67196,True,HCo2Fe,4,14,-25.837791442871094,0.055254562695214636,0.10048499410930817,0.08351073094889383,1.0,0.0,0.0,1.0,0.012910522571042327
C0,67197,True,EuGeLiNi,4,37,-24.295608520507812,0.09276249172698331,0.13118788305072576,0.028376011419100067,1.0,1.0,1.0,1.0,0.014429827330583999
V2_Frozen_Atomic75_Late30,67197,True,Eu2NiZn,4,12,-28.161659240722656,0.019225228745838412,0.038066890917159237,0.10650048106933596,0.0,0.0,0.0,1.0,0.00801621735316383
C0,67198,True,Co4Zn2,6,12,-30.714468002319336,0.04080265695387802,0.0748659885575967,0.07856160597707973,1.0,0.0,0.0,1.0,0.001084130564076173
V2_Frozen_Atomic75_Late30,67198,True,Co4FeHf,6,4,-47.95854949951172,0.02155242382153884,0.034306260379781996,0.03318135246774645,1.0,0.0,0.0,1.0,0.0005392070655064546
C0,67199,True,H6Eu4Ni2,12,24,-77.4129409790039,0.07836732526077073,0.14386105877947547,0.11947445904132792,0.0,0.0,1.0,1.0,0.02709150887209615
V2_Frozen_Atomic75_Late30,67199,True,Fe8Ge4,12,115,-84.85382843017578,0.26494065957133817,0.6409961495591759,0.22719894359646275,0.0,0.0,1.0,1.0,0.11133199155663372
C0,67200,True,Eu2Rh2,4,2,-36.5831184387207,0.0019425903194464902,0.0022393322093204483,0.07763403656982426,1.0,1.0,1.0,1.0,0.0003217459307222252
V2_Frozen_Atomic75_Late30,67200,True,Eu3Tl,4,15,-34.02544021606445,0.00435536632012686,0.0076658962482086855,0.04156274098388657,1.0,1.0,1.0,1.0,0.0018980253149733727
C0,67201,True,H2Fe7Ga3,12,33,-74.7623291015625,0.1348069471097361,0.23464938611499797,0.1601906032031266,0.0,0.0,1.0,1.0,0.05180674247726848
V2_Frozen_Atomic75_Late30,67201,True,Fe9Rh3,12,115,-98.3738784790039,0.10860164278578947,0.20632386993041718,0.03565393341634149,1.0,0.0,0.0,1.0,1.1759216829553132
C0,67202,True,EuGdN,3,8,-35.30309295654297,0.23044851925044788,0.34562647942886354,0.19804102448567917,0.0,0.0,1.0,1.0,0.05017519525517073
V2_Frozen_Atomic75_Late30,67202,True,Eu2Ge,3,5,-26.76057243347168,0.004752412505830081,0.0056474272775486,0.05674813134277379,1.0,0.0,0.0,1.0,0.001021166826084309
C0,67203,True,Cu2Fe2Ni6Pt2,12,19,-72.62400817871094,0.06368292802631416,0.18238079421248443,0.07345523521853004,1.0,1.0,1.0,1.0,0.0074720594179260354
V2_Frozen_Atomic75_Late30,67203,True,Cu2Eu4F3S3,12,79,-91.66392517089844,0.42886518395971884,0.981169040163459,0.33094140325846144,0.0,0.0,1.0,1.0,0.15179043083623306
C0,67204,True,Co7Fe5,12,27,-91.92451477050781,0.0472674638840635,0.15766979270981524,0.07192097662434893,1.0,1.0,1.0,1.0,0.006692235777712948
V2_Frozen_Atomic75_Late30,67204,True,Co6Fe4Rh2,12,76,-90.67393493652344,0.035882586687638426,0.07999154761668385,0.0940050927897147,1.0,1.0,1.0,1.0,0.0575615610337125
C0,67205,True,F10Mn6O2,18,30,-116.91071319580078,0.14640075990982362,0.3091784752562025,0.05625236259439603,1.0,1.0,1.0,1.0,0.018822729401881146
V2_Frozen_Atomic75_Late30,67205,True,F8Mn6O4,18,43,-118.71701049804688,0.15838762425325534,0.358479758052569,0.07453925705294218,1.0,1.0,1.0,1.0,0.027483846596220645
C0,67206,True,Eu2InLi,4,1,-26.133256912231445,0.001402367045142327,0.0017050082104787649,0.038296142326752936,1.0,0.0,0.0,1.0,0.0006029188867119063
V2_Frozen_Atomic75_Late30,67206,True,Eu2InZn,4,6,-25.995668411254883,0.001592760428026663,0.002548759108625215,0.031832262186279436,1.0,0.0,0.0,1.0,0.0008071400329834401
C0,67207,True,Eu2Ga2Pt2,6,8,-44.096744537353516,0.0048495788711394846,0.007941782167007604,0.052428246274414114,1.0,0.0,0.0,1.0,0.002263369842451757
V2_Frozen_Atomic75_Late30,67207,True,Eu2Pt2Rh2,6,54,-50.55336380004883,0.11956261215249266,0.1973302288283559,0.18133814332519727,0.0,0.0,1.0,1.0,0.10392544271153016
C0,67208,True,Co3Eu2Tb,6,80,-45.35255432128906,0.0893942528411481,0.12160193051756951,0.3015667720928503,0.0,0.0,1.0,1.0,0.37897007953715955
V2_Frozen_Atomic75_Late30,67208,True,H2Br2Eu2,6,31,-37.6344108581543,0.21870745306171346,0.31000466109632496,0.15000195155761809,0.0,0.0,1.0,1.0,0.13511193874689154
C0,67209,True,Gd2Ni3,5,22,-46.804710388183594,0.10590976874551397,0.2398226864575856,0.02290687179185369,1.0,1.0,1.0,1.0,0.015067350508853538
V2_Frozen_Atomic75_Late30,67209,True,Gd2InSi2,5,26,-44.88994216918945,0.10945084034233477,0.18297768875262388,0.032514328828776584,1.0,1.0,1.0,1.0,0.010252989264984464
C0,67210,True,HEu2Li,4,12,-26.30152130126953,0.07327264990506602,0.1464077254947846,0.11460662079372863,0.0,0.0,1.0,1.0,0.05120147453204792
V2_Frozen_Atomic75_Late30,67210,True,CdEu2Ga,4,7,-26.099462509155273,0.008585766991801762,0.016645353470890908,0.03133120021118163,1.0,0.0,0.0,1.0,0.0008886347742316879
C0,67211,True,Eu5LiNb2O12,20,59,-188.11160278320312,0.2228117385017218,0.3515382306068717,0.043505405478729386,1.0,1.0,1.0,1.0,0.031220050895233567
V2_Frozen_Atomic75_Late30,67211,True,Eu4Fe4O12,20,117,-163.42245483398438,0.2584496224559977,0.5542465736413876,0.17250361996744346,0.0,0.0,1.0,1.0,0.050063716458583464
C0,67212,True,CuEu2MnO4,8,276,-68.83551025390625,0.2679546921116583,0.9078425455158698,0.08180029201171912,1.0,1.0,1.0,1.0,0.7424440622762631
V2_Frozen_Atomic75_Late30,67212,True,Eu4O4,8,22,-83.42774963378906,0.042540308000741614,0.07073637157414493,-0.0005962492236335493,1.0,0.0,0.0,1.0,0.0002884072841970143
C0,67213,True,EuGd2O6Sn,10,29,-100.19059753417969,0.09338294845962423,0.16863353733151926,0.042570309915364035,1.0,1.0,1.0,1.0,0.011117785630902082
V2_Frozen_Atomic75_Late30,67213,True,H3Ge2Mn5,10,21,-64.52620697021484,0.0737593964192672,0.13966746755314602,0.16042962144910433,0.0,0.0,1.0,1.0,0.024629392282373257
C0,67214,True,F6Fe4LiMnO3,15,75,-89.27418518066406,0.38084307480522883,0.8871668279139207,0.14880430628906183,0.0,0.0,1.0,1.0,0.07923566919065726
V2_Frozen_Atomic75_Late30,67214,True,Eu11Pd4,15,98,-139.57012939453125,0.06941196304831335,0.11006779815603882,0.036468839031250866,1.0,1.0,1.0,1.0,0.10933264264385079
C0,67215,True,Fe3Pt,4,10,-31.618785858154297,0.00803228619142259,0.011141302700106484,0.08172384796142573,1.0,0.0,0.0,1.0,0.0021559945467152625
V2_Frozen_Atomic75_Late30,67215,True,CoFe2Pt,4,21,-30.399269104003906,0.016341959448043758,0.03024544840194637,0.08013897649902368,1.0,0.0,0.0,1.0,0.00544602136925369
C0,67216,True,Ca2Eu5N,8,8,-65.3383560180664,0.05043006121525872,0.09335344265526259,0.10401874399169841,0.0,0.0,1.0,1.0,0.001963079724207867
V2_Frozen_Atomic75_Late30,67216,True,CaEu6N,8,6,-74.09458923339844,0.03156484574674221,0.05119880904836166,0.04683178707519531,1.0,1.0,1.0,1.0,0.0024936640360777927
C0,67217,True,Fe6Mn6P4,16,33,-132.57748413085938,0.1558291414916713,0.268876570004757,0.09686150270491112,1.0,1.0,1.0,1.0,0.032239508829686514
V2_Frozen_Atomic75_Late30,67217,True,Fe8Mn5P3,16,64,-132.64332580566406,0.21877459607555017,0.39961968768902884,0.1361379503733673,0.0,0.0,1.0,1.0,0.03802983402734743
C0,67218,True,Mn5O5,10,63,-76.38556671142578,0.17911182872977607,0.3334899656358423,0.21813268135742092,0.0,0.0,1.0,1.0,0.08738359929754566
V2_Frozen_Atomic75_Late30,67218,True,FLiMn4O4,10,41,-71.85443878173828,0.05856960272605183,0.16530901320380145,0.0730061403261697,1.0,1.0,1.0,1.0,0.005210666839031174
C0,67219,True,Al6Eu6,12,15,-86.66862487792969,0.026299150324927332,0.03286744792814009,0.10258916350585956,0.0,0.0,0.0,1.0,0.065671425075596
V2_Frozen_Atomic75_Late30,67219,True,Fe6Ni4Rh2,12,55,-88.5876235961914,0.09611675524888996,0.20423873063942818,0.0708368364284917,1.0,1.0,1.0,1.0,0.06218385515788345
C0,67220,True,Eu2Li2O4,8,29,-63.62443542480469,0.048737101964336185,0.08342141197697928,0.022845137732746323,1.0,1.0,1.0,1.0,0.005265274936845776
V2_Frozen_Atomic75_Late30,67220,True,Eu3O4Sr,8,7,-74.56658935546875,0.025734318899604515,0.040161936291685435,0.013160190566406271,1.0,0.0,0.0,1.0,0.0017446962890001983
C0,67221,True,Br2Eu2Ga2,6,13,-37.3772087097168,0.04877807454931798,0.07340170096729502,0.07125105171386803,1.0,0.0,0.0,1.0,0.009110906093436823
V2_Frozen_Atomic75_Late30,67221,True,Eu2Ge2N2,6,20,-50.537208557128906,0.3085991977082602,0.44374268129127314,-0.06683648389648589,1.0,1.0,1.0,1.0,0.021990196370584147
C0,67222,True,Cu2Eu2NdNi3O12,20,78,-129.0483856201172,0.3493685361842397,0.5967803413406059,0.16966792124414098,0.0,0.0,1.0,1.0,0.05527438204808138
V2_Frozen_Atomic75_Late30,67222,True,Gd4Ni2O12Si2,20,133,-186.28469848632812,0.3256927666956868,0.6801452361555926,0.15398965093359251,0.0,0.0,1.0,1.0,0.04359275168082133
C0,67223,True,F6Li4Mn5O5,20,85,-124.81482696533203,0.2543920231244953,0.6333325364584047,0.14996067498340082,0.0,0.0,1.0,1.0,0.06646815277265332
V2_Frozen_Atomic75_Late30,67223,True,F8Li3Mn5O4,20,158,-123.67301940917969,0.170364802250563,0.39923409404754623,0.1161038681972677,0.0,0.0,1.0,1.0,0.11107657415720029
C0,67224,True,Eu3GdO6,10,29,-103.96056365966797,0.07712334875278705,0.1337241335646229,0.04369087078320355,1.0,1.0,1.0,1.0,0.015947073200769445
V2_Frozen_Atomic75_Late30,67224,True,As2Eu3MnO4,10,45,-87.02257537841797,0.19741881671433623,0.4376909245625404,0.08509732515820545,1.0,1.0,1.0,1.0,0.056279950200548545
C0,67225,True,Fe6O12Ta2,20,39,-154.90371704101562,0.31467728763848124,0.5315584935851709,0.07379814844921206,1.0,1.0,1.0,1.0,0.027868708475037283
V2_Frozen_Atomic75_Late30,67225,True,H6Fe11Mn3,20,85,-138.15896606445312,0.07796607056655844,0.13648060142191454,0.14701556802734483,0.0,0.0,1.0,1.0,0.10223002787993381
C0,67226,True,Co8LiMn3,12,26,-84.7048110961914,0.11092224907410893,0.15962412544832563,0.14317982378960536,0.0,0.0,1.0,1.0,0.03816566381808106
V2_Frozen_Atomic75_Late30,67226,True,Co9LiMn2,12,23,-82.10272979736328,0.0776248030053428,0.3020967474838003,0.18439353285861593,0.0,0.0,1.0,1.0,0.034577895888351376
C0,67227,True,B4CaFeMn3O11,20,105,-154.5486602783203,0.39459835142065364,1.0562673715816455,0.070740831208985,1.0,1.0,1.0,1.0,0.03796547695705348
V2_Frozen_Atomic75_Late30,67227,True,AlEu3Mn4O12,20,570,-166.54754638671875,0.29068741504218343,0.5520603304584123,0.15231291883593912,0.0,0.0,1.0,1.0,0.34614400949987384
C0,67228,True,Eu6In2,8,6,-69.09965515136719,0.006366157614779272,0.013080940552827231,0.02981157107910093,1.0,0.0,0.0,1.0,0.001220162813041576
V2_Frozen_Atomic75_Late30,67228,True,Eu3HoO4,8,15,-77.4639892578125,0.009391879720863002,0.014126560471434653,0.11039068894531212,0.0,0.0,1.0,1.0,0.0008640138833348
C0,67229,True,Eu3Pd3Si3,9,13,-69.60475158691406,0.019356376988397248,0.044355926699404,0.027233882565103507,1.0,0.0,0.0,1.0,0.0014767197311150214
V2_Frozen_Atomic75_Late30,67229,True,Eu4Ni3Si2,9,36,-72.65142059326172,0.14292636773546297,0.2596633713245748,0.0991038868598082,1.0,1.0,1.0,1.0,0.028879856739021114
C0,67230,True,Eu4Rh2Zn2,8,16,-61.55155944824219,0.025442239997466642,0.042796107075266786,0.000552695469727027,1.0,1.0,1.0,1.0,0.004319991708417193
V2_Frozen_Atomic75_Late30,67230,True,Eu6Zn2,8,39,-64.95992279052734,0.029917326473855765,0.06029373694785305,0.059446361184082974,1.0,1.0,1.0,1.0,0.020744965157427468
C0,67231,True,Cl3Eu3Sb,7,2,-53.483795166015625,0.0036155099700241667,0.010363005196886663,0.04368218618142983,1.0,0.0,0.0,1.0,0.0008062359711696966
V2_Frozen_Atomic75_Late30,67231,True,Cl4Eu3,7,4,-51.744171142578125,0.005227432245405649,0.007990397122984563,0.11465283391741199,0.0,0.0,1.0,1.0,0.002135002648668261
C0,67232,True,Co5Ni,6,9,-41.20384979248047,0.014280753974111519,0.021004194434476656,0.03690631041992187,1.0,0.0,0.0,1.0,0.0017362408017281943
