n_paired,gpu,batch_size,seed_start,seed_end,c0_time_per_sample_mean,v2_time_per_sample_mean,c0_samples_per_hour_from_mean_time,v2_samples_per_hour_from_mean_time,paired_speedup_mean,paired_speedup_median,paired_speedup_std,paired_speedup_bootstrap95_low,paired_speedup_bootstrap95_high,v2_logical_score_calls_mean,v2_second_forward_calls_mean,v2_adapter_calls_mean,v2_fallback_calls_mean,v2_coverage_mean,v2_forward_reduction_mean,c0_peak_gpu_memory_bytes_mean,v2_peak_gpu_memory_bytes_mean,v2_peak_gpu_memory_bytes_max,bootstrap_samples,bootstrap_seed
16,"physical GPU0, NVIDIA H20",1,67000,67015,116.56199746273342,88.59687980994931,30.884851652880887,40.633485148940025,1.3246416645113122,1.318215648045826,0.1150648100960743,1.2674664031759373,1.376734014422387,1406.9375,406.9375,700.0,406.9375,0.5930625,0.29653125,296757600.0,296549664.0,329323008.0,20000,20260905
