metric,tail_statistic,c0,v2,delta_v2_minus_c0,ratio_v2_over_c0,paired_bootstrap_delta95_low,paired_bootstrap_delta95_high,paired_bootstrap_ratio95_low,paired_bootstrap_ratio95_high,bootstrap_samples
force_max,p50,0.1355690459105685,0.14711798472581622,0.011548938815247711,1.0851886117341731,-0.01929520306297941,0.050016279946197444,0.8721342454955556,1.378085534274301,20000
force_max,p75,0.35139998991163346,0.3586040806503132,0.007204090738679725,1.0205011125370018,-0.08090691721231054,0.10522613176453126,0.7911473450589528,1.3419616620204013,20000
force_max,p90,0.6760260857063274,0.631737470257361,-0.04428861544896634,0.9344868247166933,-0.23932125789445766,0.12153502289425389,0.7179184260537784,1.2161612752978193,20000
force_max,p95,0.9331557366220937,0.9830104690438626,0.049854732421768855,1.0534259507445527,-0.39246164446835413,0.32631605268652164,0.6550339266621479,1.3897766348037424,20000
force_max,p99,1.6544061641803094,2.0462642050482316,0.3918580408679222,1.2368572176241086,-2.8232057922107283,2.7681958726015594,0.33629219777303854,2.8184404286735556,20000
force_max,max,6.18952817533498,5.58136088969615,-0.6081672856388298,0.9017425450840741,,,,,0
force_max,proportion_gt_1_ev_per_angstrom,0.05078125,0.046875,-0.00390625,0.9230769230769231,-0.0390625,0.03125,,,20000
force_max,proportion_gt_2_ev_per_angstrom,0.0078125,0.01171875,0.00390625,1.5,-0.01171875,0.01953125,,,20000
