seed,c0_e_hull,v2_e_hull,delta_e_hull,c0_stable,v2_stable,delta_stable,c0_nus,v2_nus,delta_nus,c0_novel,v2_novel,delta_novel,c0_unique,v2_unique,delta_unique,c0_rmsd,v2_rmsd,delta_rmsd,c0_force_mean,v2_force_mean,delta_force_mean,c0_force_max,v2_force_max,delta_force_max
67169,0.21164396443535072,0.1718579256796886,-0.03978603875566211,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.12495315614863753,0.02252069217816775,-0.10243246397046978,0.16605479500423326,0.25717916246879946,0.0911243674645662,0.3327690525689099,0.600126874873123,0.2673578223042131
67170,0.05197528425821929,0.10833316098509371,0.05635787672687442,1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.000730613150836535,0.0006363152858760612,-9.429786496047371e-05,0.0019122384163185846,0.009001343532921409,0.007089105116602824,0.0031005035867258724,0.011657003835059849,0.008556500248333977
67171,0.05758686403862878,0.06030619211154775,0.0027193280729189695,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.05017621388602157,0.0054336709040582005,-0.044742542981963375,0.07745884234118322,0.05753361240170735,-0.019925229939475868,0.15871240157103697,0.08788416917701901,-0.07082823239401796
67172,0.2056684770605468,0.11165949271050302,-0.09400898435004379,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.04649573699820412,0.07176566471506295,0.025269927716858827,0.08029853564673935,0.10169562666959472,0.021397091022855377,0.1802170355290548,0.1866971456064235,0.006480110077368706
67173,0.09323428315267002,0.08422979206705872,-0.0090044910856113,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.1464121951103161,0.00940131909144962,-1.1370108760188664,0.07416969871742775,0.040339439890851696,-0.03383025882657605,0.15696422142971467,0.08741473482305029,-0.06954948660666438
67174,-0.06062091456217367,-0.1616610583425544,-0.10104014378038073,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0031010188410451854,0.03024353847656875,0.027142519635523565,0.02373725379540276,0.08181815498223573,0.05808090118683297,0.05694548214026289,0.1622495373250334,0.1053040551847705
67175,0.38082142446419365,0.276043066643882,-0.10477835782031164,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.14124856496599184,0.010713296777408053,-0.13053526818858377,0.31822867954642586,0.14699901161809784,-0.17122966792832803,0.6107525157637523,0.2838896779706034,-0.32686283779314895
67176,0.038480774257813266,0.10523089933593788,0.06675012507812461,1.0,0.0,-1.0,1.0,0.0,-1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.01424250216448189,0.00446224329194141,-0.00978025887254048,0.05753887242090537,0.011066991598628785,-0.04647188082227659,0.06865362839050679,0.01968483566999989,-0.0489687927205069
67177,0.0714072374707051,0.03604875910427552,-0.03535847836642958,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.001861484887412984,0.005774988710325598,0.0039135038229126135,0.039604590930393334,0.04879986851337859,0.009195277582985259,0.060595176958390014,0.09946217346919078,0.03886699651080077
67178,0.06539863498697951,0.18421911691080695,0.11882048192382744,1.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.006533916765720351,0.04058462873365405,0.0340507119679337,0.03835145118966784,0.19467494086298676,0.1563234896733189,0.06889931030124831,0.3246303289695,0.2557310186682517
67179,0.0716058298459199,0.13394445066861937,0.062338620822699475,1.0,0.0,-1.0,1.0,0.0,-1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.010467943841115488,0.04566212537443057,0.03519418153331508,0.05766186341084158,0.21598318280114873,0.15832131939030714,0.08110516180150434,0.3589770484435458,0.27787188664204143
67180,0.10115801224609378,0.06042257527948269,-0.04073543696661108,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.021384007558577004,0.01451718536048866,-0.006866822198088344,0.027539935508873927,0.05101233479057299,0.02347239928169906,0.07453836453809473,0.09182327861864714,0.01728491408055241
67181,0.24063628183007957,0.18560998911524074,-0.05502629271483883,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.060538926274215345,0.08626891316265937,0.02572998688844403,0.39618117648976836,0.4211118996454334,0.024930723155665024,0.8877293344554594,1.3339516111504843,0.4462222766950249
67182,-0.01036461880273798,-0.09820048270116999,-0.08783586389843201,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.015657681296786567,0.044278776845581895,0.028621095548795328,0.08794415599059427,0.16906727977868066,0.0811231237880864,0.17863933251153566,0.273069489942645,0.09443015743110936
67183,0.031749323385918515,0.03717917604567411,0.005429852659755596,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.02262318940112716,0.021295852024050908,-0.0013273373770762535,0.12282505383742476,0.06246057935503025,-0.06036447448239451,0.21296795826193995,0.21127353151512118,-0.0016944267468187724
67184,0.2471021046953119,0.18325780150097692,-0.06384430319433498,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0518827185229078,0.03764401789558952,-0.01423870062731828,0.2238484332372735,0.15011616733160033,-0.07373226590567317,0.45401154537146776,0.23741638670080145,-0.2165951586706663
67185,0.07571778262912332,0.0828531802669259,0.007135397637802576,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0746538770394345,0.001692481088278796,-1.0729613959511557,0.040443885529801396,0.02480223889880359,-0.015641646630997805,0.07418518666556755,0.0358165655193599,-0.03836862114620765
67186,0.18767044388793952,0.09162139410156556,-0.09604904978637396,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.04201003572508991,0.032092490749044425,-0.009917544976045488,0.5031216821405655,0.5187371143208358,0.015615432180270283,1.2900028003473583,1.2140348401443282,-0.0759679602030301
67187,0.05434774774536155,0.010445679005126607,-0.043902068740234945,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.001777761380307357,2.859166349402777e-05,-0.0017491697168133293,0.03702674996658686,0.012504197647497245,-0.024522552319089612,0.07681365178832797,0.020010249535078267,-0.0568034022532497
67188,0.04724630845865896,0.024543352513020977,-0.02270295594563798,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.03431244814487253,0.000944330686553013,-0.03336811745831952,0.0678032983452242,0.007509507910337225,-0.06029379043488697,0.12928649183504515,0.00933732640313061,-0.11994916543191454
67189,0.03403991719238242,0.02579994488281301,-0.00823997230956941,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0007298919797558097,0.0004812623870390467,-0.000248629592716763,0.013259826878347585,0.020760809259299025,0.00750098238095144,0.01325982785145041,0.020760811199938695,0.007500983348488284
67190,-0.016129354695637588,0.08033766554687993,0.09646702024251752,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.018564538578140173,0.005839807451340807,-0.012724731126799366,0.2118950473708324,0.12953704394990598,-0.08235800342092642,0.5243679610059276,0.3446485001990795,-0.17971946080684814
67191,0.08299964514648472,0.12140675596191386,0.038407110815429135,1.0,0.0,-1.0,1.0,0.0,-1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.04088765767561441,0.05592710638217502,0.015039448706560606,0.1080755775923181,0.15031794402398665,0.04224236643166855,0.22062948477847155,0.19260783366022188,-0.02802165111824967
67192,0.13930529868326857,0.07487896944010419,-0.06442632924316438,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,-1.0,1.0,1.0,0.0,0.0025847516688792564,1.0700502215596925,1.0674654698908133,0.01824750822602326,0.14138259650576968,0.12313508827974641,0.03088863859969714,0.233134461324363,0.20224582272466585
67193,0.06903443883300753,0.15368102186384558,0.08464658303083805,1.0,0.0,-1.0,1.0,0.0,-1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.16087551751222207,0.028447120852248986,-0.13242839665997308,0.46665597350962046,0.12183962314045593,-0.3448163503691645,1.2381919718783245,0.21980006381432854,-1.018391908063996
67194,0.045486332165801,0.0039509335031153725,-0.04153539866268563,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.02597439562361309,0.018735174361711432,-0.007239221261901657,0.14661728945506775,0.07151684372164209,-0.07510044573342566,0.31630933612322526,0.13930776045672583,-0.17700157566649943
67195,0.1166635132926439,0.04783610729802934,-0.06882740599461457,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,-1.0,1.0,1.0,0.0,0.08382934407441775,0.0035210952141214,-0.08030824886029635,0.2889985024482167,0.029787604665374206,-0.25921089778284245,0.38351597915401403,0.05133104066847077,-0.33218493848554326
67196,0.1163414370764162,0.08351073094889383,-0.03283070612752237,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0018091693812843663,0.012910522571042327,0.01110135318975796,0.01472661315651234,0.055254562695214636,0.0405279495387023,0.026725088741860147,0.10048499410930817,0.07375990536744802
67197,0.028376011419100067,0.10650048106933596,0.0781244696502359,1.0,0.0,-1.0,1.0,0.0,-1.0,1.0,0.0,-1.0,1.0,1.0,0.0,0.014429827330583999,0.00801621735316383,-0.006413609977420168,0.09276249172698331,0.019225228745838412,-0.0735372629811449,0.13118788305072576,0.038066890917159237,-0.09312099213356653
67198,0.07856160597707973,0.03318135246774645,-0.04538025350933328,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.001084130564076173,0.0005392070655064546,-0.0005449234985697183,0.04080265695387802,0.02155242382153884,-0.019250233132339176,0.0748659885575967,0.034306260379781996,-0.040559728177814704
67199,0.11947445904132792,0.22719894359646275,0.10772448455513484,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.02709150887209615,0.11133199155663372,0.08424048268453757,0.07836732526077073,0.26494065957133817,0.18657333431056744,0.14386105877947547,0.6409961495591759,0.4971350907797005
67200,0.07763403656982426,0.04156274098388657,-0.03607129558593769,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0003217459307222252,0.0018980253149733727,0.0015762793842511475,0.0019425903194464902,0.00435536632012686,0.00241277600068037,0.0022393322093204483,0.0076658962482086855,0.005426564038888237
67201,0.1601906032031266,0.03565393341634149,-0.12453666978678513,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,-1.0,1.0,1.0,0.0,0.05180674247726848,1.1759216829553132,1.1241149404780446,0.1348069471097361,0.10860164278578947,-0.026205304323946618,0.23464938611499797,0.20632386993041718,-0.02832551618458079
67202,0.19804102448567917,0.05674813134277379,-0.14129289314290538,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,-1.0,1.0,1.0,0.0,0.05017519525517073,0.001021166826084309,-0.04915402842908642,0.23044851925044788,0.004752412505830081,-0.2256961067446178,0.34562647942886354,0.0056474272775486,-0.33997905215131496
67203,0.07345523521853004,0.33094140325846144,0.2574861680399314,1.0,0.0,-1.0,1.0,0.0,-1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0074720594179260354,0.15179043083623306,0.14431837141830703,0.06368292802631416,0.42886518395971884,0.3651822559334047,0.18238079421248443,0.981169040163459,0.7987882459509745
67204,0.07192097662434893,0.0940050927897147,0.022084116165365764,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.006692235777712948,0.0575615610337125,0.050869325255999555,0.0472674638840635,0.035882586687638426,-0.011384877196425072,0.15766979270981524,0.07999154761668385,-0.07767824509313138
67205,0.05625236259439603,0.07453925705294218,0.018286894458546143,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.018822729401881146,0.027483846596220645,0.008661117194339499,0.14640075990982362,0.15838762425325534,0.011986864343431713,0.3091784752562025,0.358479758052569,0.049301282796366475
67206,0.038296142326752936,0.031832262186279436,-0.006463880140473499,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0006029188867119063,0.0008071400329834401,0.00020422114627153382,0.001402367045142327,0.001592760428026663,0.00019039338288433607,0.0017050082104787649,0.002548759108625215,0.0008437508981464501
67207,0.052428246274414114,0.18133814332519727,0.12890989705078315,1.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.002263369842451757,0.10392544271153016,0.1016620728690784,0.0048495788711394846,0.11956261215249266,0.11471303328135317,0.007941782167007604,0.1973302288283559,0.1893884466613483
67208,0.3015667720928503,0.15000195155761809,-0.15156482053523224,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.37897007953715955,0.13511193874689154,-0.24385814079026802,0.0893942528411481,0.21870745306171346,0.12931320022056536,0.12160193051756951,0.31000466109632496,0.18840273057875545
67209,0.02290687179185369,0.032514328828776584,0.009607457036922895,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.015067350508853538,0.010252989264984464,-0.004814361243869074,0.10590976874551397,0.10945084034233477,0.003541071596820794,0.2398226864575856,0.18297768875262388,-0.05684499770496171
67210,0.11460662079372863,0.03133120021118163,-0.083275420582547,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,-1.0,1.0,1.0,0.0,0.05120147453204792,0.0008886347742316879,-0.05031283975781624,0.07327264990506602,0.008585766991801762,-0.06468688291326426,0.1464077254947846,0.016645353470890908,-0.12976237202389368
67211,0.043505405478729386,0.17250361996744346,0.12899821448871407,1.0,0.0,-1.0,1.0,0.0,-1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.031220050895233567,0.050063716458583464,0.018843665563349897,0.2228117385017218,0.2584496224559977,0.03563788395427586,0.3515382306068717,0.5542465736413876,0.2027083430345159
67212,0.08180029201171912,-0.0005962492236335493,-0.08239654123535267,1.0,1.0,0.0,1.0,0.0,-1.0,1.0,0.0,-1.0,1.0,1.0,0.0,0.7424440622762631,0.0002884072841970143,-0.7421556549920661,0.2679546921116583,0.042540308000741614,-0.2254143841109167,0.9078425455158698,0.07073637157414493,-0.8371061739417249
67213,0.042570309915364035,0.16042962144910433,0.1178593115337403,1.0,0.0,-1.0,1.0,0.0,-1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.011117785630902082,0.024629392282373257,0.013511606651471175,0.09338294845962423,0.0737593964192672,-0.01962355204035704,0.16863353733151926,0.13966746755314602,-0.028966069778373238
67214,0.14880430628906183,0.036468839031250866,-0.11233546725781096,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.07923566919065726,0.10933264264385079,0.030096973453193523,0.38084307480522883,0.06941196304831335,-0.3114311117569155,0.8871668279139207,0.11006779815603882,-0.7770990297578818
67215,0.08172384796142573,0.08013897649902368,-0.0015848714624020488,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0021559945467152625,0.00544602136925369,0.0032900268225384273,0.00803228619142259,0.016341959448043758,0.008309673256621169,0.011141302700106484,0.03024544840194637,0.019104145701839888
67216,0.10401874399169841,0.04683178707519531,-0.05718695691650311,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.001963079724207867,0.0024936640360777927,0.0005305843118699259,0.05043006121525872,0.03156484574674221,-0.018865215468516508,0.09335344265526259,0.05119880904836166,-0.04215463360690093
67217,0.09686150270491112,0.1361379503733673,0.03927644766845617,1.0,0.0,-1.0,1.0,0.0,-1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.032239508829686514,0.03802983402734743,0.005790325197660914,0.1558291414916713,0.21877459607555017,0.06294545458387887,0.268876570004757,0.39961968768902884,0.13074311768427183
67218,0.21813268135742092,0.0730061403261697,-0.14512654103125122,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.08738359929754566,0.005210666839031174,-0.08217293245851448,0.17911182872977607,0.05856960272605183,-0.12054222600372425,0.3334899656358423,0.16530901320380145,-0.16818095243204087
67219,0.10258916350585956,0.0708368364284917,-0.03175232707736786,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.065671425075596,0.06218385515788345,-0.0034875699177125408,0.026299150324927332,0.09611675524888996,0.06981760492396263,0.03286744792814009,0.20423873063942818,0.1713712827112881
67220,0.022845137732746323,0.013160190566406271,-0.009684947166340052,1.0,1.0,0.0,1.0,0.0,-1.0,1.0,0.0,-1.0,1.0,1.0,0.0,0.005265274936845776,0.0017446962890001983,-0.0035205786478455774,0.048737101964336185,0.025734318899604515,-0.02300278306473167,0.08342141197697928,0.040161936291685435,-0.04325947568529384
67221,0.07125105171386803,-0.06683648389648589,-0.13808753561035392,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.009110906093436823,0.021990196370584147,0.012879290277147324,0.04877807454931798,0.3085991977082602,0.25982112315894224,0.07340170096729502,0.44374268129127314,0.3703409803239781
67222,0.16966792124414098,0.15398965093359251,-0.01567827031054847,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.05527438204808138,0.04359275168082133,-0.011681630367260054,0.3493685361842397,0.3256927666956868,-0.023675769488552878,0.5967803413406059,0.6801452361555926,0.08336489481498677
67223,0.14996067498340082,0.1161038681972677,-0.03385680678613312,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.06646815277265332,0.11107657415720029,0.04460842138454697,0.2543920231244953,0.170364802250563,-0.08402722087393233,0.6333325364584047,0.39923409404754623,-0.23409844241085848
67224,0.04369087078320355,0.08509732515820545,0.0414064543750019,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.015947073200769445,0.056279950200548545,0.040332876999779096,0.07712334875278705,0.19741881671433623,0.12029546796154918,0.1337241335646229,0.4376909245625404,0.30396679099791746
67225,0.07379814844921206,0.14701556802734483,0.07321741957813277,1.0,0.0,-1.0,1.0,0.0,-1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.027868708475037283,0.10223002787993381,0.07436131940489653,0.31467728763848124,0.07796607056655844,-0.2367112170719228,0.5315584935851709,0.13648060142191454,-0.3950778921632564
67226,0.14317982378960536,0.18439353285861593,0.04121370906901056,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.03816566381808106,0.034577895888351376,-0.0035877679297296808,0.11092224907410893,0.0776248030053428,-0.033297446068766126,0.15962412544832563,0.3020967474838003,0.14247262203547464
67227,0.070740831208985,0.15231291883593912,0.08157208762695412,1.0,0.0,-1.0,1.0,0.0,-1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.03796547695705348,0.34614400949987384,0.30817853254282035,0.39459835142065364,0.29068741504218343,-0.10391093637847021,1.0562673715816455,0.5520603304584123,-0.5042070411232332
67228,0.02981157107910093,0.11039068894531212,0.08057911786621119,1.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.001220162813041576,0.0008640138833348,-0.000356148929706776,0.006366157614779272,0.009391879720863002,0.00302572210608373,0.013080940552827231,0.014126560471434653,0.0010456199186074221
67229,0.027233882565103507,0.0991038868598082,0.07187000429470469,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0014767197311150214,0.028879856739021114,0.027403137007906093,0.019356376988397248,0.14292636773546297,0.12356999074706572,0.044355926699404,0.2596633713245748,0.2153074446251708
67230,0.000552695469727027,0.059446361184082974,0.05889366571435595,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.004319991708417193,0.020744965157427468,0.016424973449010276,0.025442239997466642,0.029917326473855765,0.004475086476389122,0.042796107075266786,0.06029373694785305,0.01749762987258626
67231,0.04368218618142983,0.11465283391741199,0.07097064773598216,1.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0008062359711696966,0.002135002648668261,0.0013287666774985645,0.0036155099700241667,0.005227432245405649,0.001611922275381482,0.010363005196886663,0.007990397122984563,-0.0023726080739020997
67232,0.03690631041992187,0.13205482968847893,0.09514851926855705,1.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0017362408017281943,0.013789384157823579,0.012053143356095385,0.014280753974111519,0.12757969451741058,0.11329894054329906,0.021004194434476656,0.19680046080075245,0.1757962663662758
67233,0.19366830483723785,0.10266644001709135,-0.0910018648201465,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.46181728947083217,0.044184169802257874,-0.4176331196685743,0.15572886791112334,0.10549583857241192,-0.05023302933871142,0.2994563504371971,0.18645861081342582,-0.11299773962377127
67234,0.06704628057681106,0.1651772589466045,0.09813097836979345,1.0,0.0,-1.0,1.0,0.0,-1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.021606249202464723,0.07222579863464837,0.05061954943218365,0.16835890261086492,0.19410992673130198,0.02575102412043706,0.35855669273981045,0.31496557005073506,-0.04359112268907539
67235,0.058907291829424224,0.18396684457845058,0.12505955274902636,1.0,0.0,-1.0,1.0,0.0,-1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.009305520215482277,0.014972440748008771,0.005666920532526494,0.07649788878181833,0.07184468538506096,-0.004653203396757372,0.11079429015233727,0.22369027492922733,0.11289598477689006
67236,0.10956273966015928,0.03776646589973787,-0.07179627376042141,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.09049071222657645,0.024340055569608644,-0.06615065665696782,1.0334589790063005,0.12229432803861082,-0.9111646509676896,2.5367625801675855,0.2629384656746544,-2.273824114492931
67237,0.11391196345703136,0.07935467187500755,-0.03455729158202381,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,-1.0,1.0,1.0,0.0,0.028827378673880775,0.013840360189347293,-0.014987018484533482,0.09342482140836428,0.10664181874161077,0.013216997333246494,0.11507514007017067,0.16916668219465736,0.05409154212448669
67238,0.06928653623535208,0.08557501031275105,0.016288474077398973,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.001634313588964789,0.015693578526632664,0.014059264937667876,0.003480581394435838,0.02979744728071231,0.02631686588627647,0.004687820637332449,0.05955728149359153,0.054869460856259086
67239,0.0025114760416649062,0.03944476525065177,0.036933289208986864,1.0,1.0,0.0,1.0,0.0,-1.0,1.0,0.0,-1.0,1.0,1.0,0.0,0.006024235346479879,5.507786073455389e-05,-0.005969157485745325,0.09615689461376957,0.04253745509387677,-0.0536194395198928,0.14626657049297284,0.13166886441300615,-0.014597706079966688
67240,0.1505974494210376,0.11211868804129477,-0.03847876137974282,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.03662421941518494,0.1938873398597575,0.15726312044457258,0.25378899805445326,0.231701989294911,-0.022087008759542254,0.5906693537949564,0.4065437104915581,-0.18412564330339837
67241,-0.07511092409505249,0.0555103409804687,0.1306212650755212,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0021967033940824185,0.05409699709445433,0.051900293700371906,0.08991645756692715,0.3635440764660106,0.2736276188990835,0.19284294054608742,1.0471728986480693,0.8543299581019819
67242,0.03405132588134663,0.37487108155517657,0.34081975567382994,1.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.7494736210746978,0.006258172396612546,-0.7432154486780853,0.0925047181016391,0.03006442234712296,-0.06244029575451614,0.17252793718994294,0.10053702041319804,-0.0719909167767449
67243,0.029844612460936837,0.14878604842610788,0.11894143596517104,1.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.04174073973418567,0.0005685820994351653,-0.0411721576347505,0.06129515244915746,0.014761850815079592,-0.046533301634077866,0.094794620371971,0.022431703420571963,-0.07236291695139904
67244,0.06756029677083397,0.07247130840332083,0.004911011632486861,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.010141922322295943,0.025084999710381743,0.0149430773880858,0.04383348252271474,0.11805306614695464,0.0742195836242399,0.0774430289246805,0.20320039857393146,0.12575736964925097
67245,0.03654385377278757,0.15141829515299499,0.11487444138020741,1.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.8903759418606833,0.0035360758690767295,-0.8868398659916065,0.10102000972433822,0.07009825248999152,-0.030921757234346703,0.1356572494842336,0.10415748038786364,-0.031499769096369964
67246,0.144273465279948,0.045103633075518346,-0.09916983220442965,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0261702904732456,0.026773291536607704,0.0006030010633621026,0.07018803054100958,0.26233880746930993,0.19215077692830035,0.12045399345580078,0.3945137525158079,0.2740597590600071
67247,0.1505150545312528,0.07551539569768995,-0.07499965883356285,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.44112158578889793,0.04951673460014257,-0.3916048511887554,0.3845407329036885,0.229401301196248,-0.15513943170744052,1.0698542476679211,0.4836028558512559,-0.5862513918166652
67248,-0.31524015640380654,0.05483419359619113,0.37007434999999766,1.0,1.0,0.0,1.0,0.0,-1.0,1.0,0.0,-1.0,1.0,1.0,0.0,0.033341442528150154,0.017796278380156603,-0.015545164147993552,0.15324618014305616,0.01716900419230726,-0.1360771759507489,0.3024198366137924,0.025847401310932598,-0.2765724353028598
67249,0.03636795088867206,0.07919628100219711,0.04282833011352505,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0015692735673229076,0.050057659153290725,0.04848838558596782,0.0204024472145451,0.08776319414142034,0.06736074692687524,0.025411737243205154,0.182355360786536,0.15694362354333086
67250,-0.15518359301757556,0.05868776921289065,0.2138713622304662,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.012635457929996369,0.008768647374410882,-0.0038668105555854874,0.06884983534251511,0.06080868042476639,-0.008041154917748719,0.12433651146750459,0.1422198224714403,0.017883311003935712
67251,0.13407467259521688,0.0004792689746100365,-0.13359540362060685,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,-1.0,1.0,1.0,0.0,0.03196013689133501,0.002102775632020978,-0.029857361259314034,0.25136233304539857,0.04794546351139859,-0.20341686953399998,0.5026539564196726,0.086171533404155,-0.4164824230155176
67252,0.08592216824751375,0.12227703495028575,0.03635486670277199,1.0,0.0,-1.0,1.0,0.0,-1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.020378715457673464,0.34659911286656825,0.3262203974088948,0.18107065286728916,0.1676107921580617,-0.013459860709227445,0.35135390967988733,0.3729948242936723,0.02164091461378498
67253,0.04035127443481468,0.030838659736327934,-0.009512614698486743,1.0,1.0,0.0,1.0,0.0,-1.0,1.0,0.0,-1.0,1.0,0.0,-1.0,0.008545848555261897,0.001955331053775849,-0.006590517501486048,0.04188188055179945,0.02961841398482043,-0.01226346656697902,0.1206053305917852,0.064968109719497,-0.0556372208722882
