adapter_accept_calls,adapter_calls,adapter_checkpoint_sha256,atomic_risk_fallback_calls,checkpoint_sha256,coverage,failure_summary_path,fallback_calls,formula,forward_reduction,generation_time_seconds,invalid_risk_fallback_calls,late_exact_calls,logical_score_calls,method,nan_adapter_fallback_calls,nan_risk_fallback_calls,num_atoms,output_path,output_sha256,peak_gpu_memory_bytes,run_summary_path,run_summary_sha256,samples_per_hour,second_forward_avoidance,second_forward_calls,seed,success
0,0,,0,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,0.0,,0,Fe2CuNi,0.0,122.62083459412679,0,0,2000,C0,0,0,4,/mnt/lis-wam-data/dxl/mattergen_v1/experiments/corrector_residual_distillation_formal256/generation/C0/67058/generated_crystals.extxyz,02487b29f69e34377e8c04459c10de39f31a39dc26a3e06e9bbdbf8fd7ab650d,257764864,/mnt/lis-wam-data/dxl/mattergen_v1/experiments/corrector_residual_distillation_formal256/generation/C0/67058/run_summary.json,08b81b27e5363c609253b4277d3ba4c31752ee2d130eb6d96b99e754f88c76ea,29.35879544382444,0.0,1000,67058,True
697,700,a2fd0f17c27b760958b60c1d1386577883635a34fb2101eb08e38fd8472702c7,3,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,0.697,,303,ZnFe2Cu,0.3485,84.13337328191847,0,300,1303,V2_Frozen_Atomic75_Late30,0,0,4,/mnt/lis-wam-data/dxl/mattergen_v1/experiments/corrector_residual_distillation_formal256/generation/V2_Frozen_Atomic75_Late30/67058/generated_crystals.extxyz,07d818c5dd333542b2ab2bffcacf716f43f3ad69a6d4128c2980884d53ed39c4,259077632,/mnt/lis-wam-data/dxl/mattergen_v1/experiments/corrector_residual_distillation_formal256/generation/V2_Frozen_Atomic75_Late30/67058/run_summary.json,8bb69a6c88fecc5ca6f5a8f7911206985ca55fe620ba83ca71ef3ffe91375279,42.78920313746286,0.697,303,67058,True
0,0,,0,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,0.0,,0,KEu2Br4,0.0,113.51599048404023,0,0,2000,C0,0,0,7,/mnt/lis-wam-data/dxl/mattergen_v1/experiments/corrector_residual_distillation_formal256/generation/C0/67059/generated_crystals.extxyz,0b1c7050c5288a17df8cb1c997973be6d63111f3ce85642900a51d2b99ee0be8,281800192,/mnt/lis-wam-data/dxl/mattergen_v1/experiments/corrector_residual_distillation_formal256/generation/C0/67059/run_summary.json,dcce19da45b847caf4c0609cb906d9076e7cf47ee1fc8a4e45755a28ecfe1cd6,31.713593694151324,0.0,1000,67059,True
670,700,a2fd0f17c27b760958b60c1d1386577883635a34fb2101eb08e38fd8472702c7,30,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,0.67,,330,K2Eu2O2F,0.335,81.2419072932098,0,300,1330,V2_Frozen_Atomic75_Late30,0,0,7,/mnt/lis-wam-data/dxl/mattergen_v1/experiments/corrector_residual_distillation_formal256/generation/V2_Frozen_Atomic75_Late30/67059/generated_crystals.extxyz,974ee390486e74212cb6108c6e07b23948166e667edf5018986471d0e097f58b,280174592,/mnt/lis-wam-data/dxl/mattergen_v1/experiments/corrector_residual_distillation_formal256/generation/V2_Frozen_Atomic75_Late30/67059/run_summary.json,4497d29c8b842d9bd742d9e5815aaae0e7fe0ef3469282888a8f1ad3e458ba94,44.312105906219756,0.67,330,67059,True
0,0,,0,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,0.0,,0,EuAlGe,0.0,114.69640538888052,0,0,2000,C0,0,0,3,/mnt/lis-wam-data/dxl/mattergen_v1/experiments/corrector_residual_distillation_formal256/generation/C0/67060/generated_crystals.extxyz,29d61288dd5a974495ec71f9b35ac22cb5ec48e81d4c48fb489d1bd3805858c1,250671104,/mnt/lis-wam-data/dxl/mattergen_v1/experiments/corrector_residual_distillation_formal256/generation/C0/67060/run_summary.json,4f61386918503afbe310af682fb08059ea93645f942cb833d5e73ffaee0db146,31.3872085859546,0.0,1000,67060,True
700,700,a2fd0f17c27b760958b60c1d1386577883635a34fb2101eb08e38fd8472702c7,0,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,0.7,,300,Eu2Ge,0.35,79.73253003321588,0,300,1300,V2_Frozen_Atomic75_Late30,0,0,3,/mnt/lis-wam-data/dxl/mattergen_v1/experiments/corrector_residual_distillation_formal256/generation/V2_Frozen_Atomic75_Late30/67060/generated_crystals.extxyz,3efd5f01a5f87f314ab0861ce7087ca38b55424e08d5d5aeb8392daaeadba494,250174976,/mnt/lis-wam-data/dxl/mattergen_v1/experiments/corrector_residual_distillation_formal256/generation/V2_Frozen_Atomic75_Late30/67060/run_summary.json,d092a10c23a63a6d6970552be72faa76b1ae35c214e26542e32317eaceeaa838,45.15095656064433,0.7,300,67060,True
0,0,,0,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,0.0,,0,Fe5Ir,0.0,111.89453190704808,0,0,2000,C0,0,0,6,/mnt/lis-wam-data/dxl/mattergen_v1/experiments/corrector_residual_distillation_formal256/generation/C0/67061/generated_crystals.extxyz,5ea2c712f5b7ab3ba461921b14b41e7bd88b8f1f0237a9fae5fb4e5fee9e6bd3,272282624,/mnt/lis-wam-data/dxl/mattergen_v1/experiments/corrector_residual_distillation_formal256/generation/C0/67061/run_summary.json,bb623a1427215670e2a70d39b9e3f95c05deb3c85643da48e24862a66ffb2019,32.17315393919836,0.0,1000,67061,True
699,700,a2fd0f17c27b760958b60c1d1386577883635a34fb2101eb08e38fd8472702c7,1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,0.699,,301,Fe4NiRh,0.3495,88.05031532095745,0,300,1301,V2_Frozen_Atomic75_Late30,0,0,6,/mnt/lis-wam-data/dxl/mattergen_v1/experiments/corrector_residual_distillation_formal256/generation/V2_Frozen_Atomic75_Late30/67061/generated_crystals.extxyz,8e7cfde4b63917d5b08e0a70f72661cb24d2edb0426b9bedbd4e4d10a7754cf9,272297984,/mnt/lis-wam-data/dxl/mattergen_v1/experiments/corrector_residual_distillation_formal256/generation/V2_Frozen_Atomic75_Late30/67061/run_summary.json,6725fd716c36dc7a243635f9a35d2ee5dc93394eb56168c219855181dbee337b,40.88571388844464,0.699,301,67061,True
0,0,,0,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,0.0,,0,Fe2PdRu,0.0,122.08875948586501,0,0,2000,C0,0,0,4,/mnt/lis-wam-data/dxl/mattergen_v1/experiments/corrector_residual_distillation_formal256/generation/C0/67062/generated_crystals.extxyz,5a76fff33f419e06769151de19a6205b77882e9c3f38f27d56375f05c192f2b0,258087424,/mnt/lis-wam-data/dxl/mattergen_v1/experiments/corrector_residual_distillation_formal256/generation/C0/67062/run_summary.json,f30d389743fe3bfd8ffb2a70582c83c8d3de64cbafcc2157d4f7d5138031f443,29.4867440308196,0.0,1000,67062,True
700,700,a2fd0f17c27b760958b60c1d1386577883635a34fb2101eb08e38fd8472702c7,0,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,0.7,,300,Eu2PdPb,0.35,80.23313547298312,0,300,1300,V2_Frozen_Atomic75_Late30,0,0,4,/mnt/lis-wam-data/dxl/mattergen_v1/experiments/corrector_residual_distillation_formal256/generation/V2_Frozen_Atomic75_Late30/67062/generated_crystals.extxyz,2cd750a752d757a51c38f47511f573b9f985d181ca764a38fe2acff6d89fe3cd,259347968,/mnt/lis-wam-data/dxl/mattergen_v1/experiments/corrector_residual_distillation_formal256/generation/V2_Frozen_Atomic75_Late30/67062/run_summary.json,0dc9963de50a34d6f03e4612e93c03af172870d7a1e3156d1a40b7f7ef94c211,44.8692423495306,0.7,300,67062,True
0,0,,0,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,0.0,,0,HoVFe10,0.0,122.2505961980205,0,0,2000,C0,0,0,12,/mnt/lis-wam-data/dxl/mattergen_v1/experiments/corrector_residual_distillation_formal256/generation/C0/67063/generated_crystals.extxyz,baa6b8aa2bea2331ad5e9a8417494957d74b5c5528f671f188644dc9d5d71280,320956416,/mnt/lis-wam-data/dxl/mattergen_v1/experiments/corrector_residual_distillation_formal256/generation/C0/67063/run_summary.json,72d9d56035acfbb893ea4a299b5b5e8646a3eb2880135af4bc41e07a23c47a57,29.447709147927178,0.0,1000,67063,True
571,700,a2fd0f17c27b760958b60c1d1386577883635a34fb2101eb08e38fd8472702c7,129,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,0.571,,429,HoHf2Fe9,0.2855,86.91918922495097,0,300,1429,V2_Frozen_Atomic75_Late30,0,0,12,/mnt/lis-wam-data/dxl/mattergen_v1/experiments/corrector_residual_distillation_formal256/generation/V2_Frozen_Atomic75_Late30/67063/generated_crystals.extxyz,c314aa1de8e6083ceff497ec2637f5fcb94cf78963a7fa8bb7c9c6855752eeb9,321524224,/mnt/lis-wam-data/dxl/mattergen_v1/experiments/corrector_residual_distillation_formal256/generation/V2_Frozen_Atomic75_Late30/67063/run_summary.json,846697612a022df6e4d0500ece4422072c16d37990e371872c10f702d1140777,41.41778164408586,0.571,429,67063,True
0,0,,0,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,0.0,,0,EuRhAu,0.0,117.20832016505301,0,0,2000,C0,0,0,3,/mnt/lis-wam-data/dxl/mattergen_v1/experiments/corrector_residual_distillation_formal256/generation/C0/67064/generated_crystals.extxyz,26d93b6e051494adc59f3fd590c979c97bac2f7998a52dae2f7048966d46d73c,250483712,/mnt/lis-wam-data/dxl/mattergen_v1/experiments/corrector_residual_distillation_formal256/generation/C0/67064/run_summary.json,6fd43b34cb831c5ad52d18c036ed613f387ecce61432b6a0d6b24bcdcacb2bbd,30.714543088156816,0.0,1000,67064,True
696,700,a2fd0f17c27b760958b60c1d1386577883635a34fb2101eb08e38fd8472702c7,4,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,0.696,,304,EuRhN,0.348,82.15938250091858,0,300,1304,V2_Frozen_Atomic75_Late30,0,0,3,/mnt/lis-wam-data/dxl/mattergen_v1/experiments/corrector_residual_distillation_formal256/generation/V2_Frozen_Atomic75_Late30/67064/generated_crystals.extxyz,24b396ca59364e9fc2f07ac12d43a5b422c03a62fd0d3bd8e97796a804cc9027,250174976,/mnt/lis-wam-data/dxl/mattergen_v1/experiments/corrector_residual_distillation_formal256/generation/V2_Frozen_Atomic75_Late30/67064/run_summary.json,c0dc1d8470a104b8c21073c99aaaac7e9770fbc81eb4abe87d838bb08b1b6b02,43.81727187348019,0.696,304,67064,True
0,0,,0,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,0.0,,0,Li4Eu2Ge3,0.0,121.56920561403967,0,0,2000,C0,0,0,9,/mnt/lis-wam-data/dxl/mattergen_v1/experiments/corrector_residual_distillation_formal256/generation/C0/67065/generated_crystals.extxyz,0e101b0ec8dfe4ceb7e8bc4aff701717efb5c3c83ab52b1863e0ec0f180a98dc,294172160,/mnt/lis-wam-data/dxl/mattergen_v1/experiments/corrector_residual_distillation_formal256/generation/C0/67065/run_summary.json,d10999d1429c0f32b2887bac193e20310675a3d5f8e38b981230afcfb3e07cb0,29.612762391730612,0.0,1000,67065,True
652,700,a2fd0f17c27b760958b60c1d1386577883635a34fb2101eb08e38fd8472702c7,48,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,0.652,,348,EuHN,0.326,84.39023410598747,0,300,1348,V2_Frozen_Atomic75_Late30,0,0,9,/mnt/lis-wam-data/dxl/mattergen_v1/experiments/corrector_residual_distillation_formal256/generation/V2_Frozen_Atomic75_Late30/67065/generated_crystals.extxyz,199a3b80523abd38fdfe26733ff1455d26cb6a5ce709e491c7b390b200e60f35,294654976,/mnt/lis-wam-data/dxl/mattergen_v1/experiments/corrector_residual_distillation_formal256/generation/V2_Frozen_Atomic75_Late30/67065/run_summary.json,2236cf87351a3a963fcc15cbcf8a50a8b91dba8d4bf9a9eb0c5e9ed6086e2d78,42.658964489643246,0.652,348,67065,True
0,0,,0,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,0.0,,0,BeCo3,0.0,117.72438181680627,0,0,2000,C0,0,0,8,/mnt/lis-wam-data/dxl/mattergen_v1/experiments/corrector_residual_distillation_formal256/generation/C0/67066/generated_crystals.extxyz,5a91d81a17a3fb21c78a7475cf5e63ce8d0ddd3d24bc14f614d0369f2d767c58,287524864,/mnt/lis-wam-data/dxl/mattergen_v1/experiments/corrector_residual_distillation_formal256/generation/C0/67066/run_summary.json,9311c9a83673fdc7314e876d80058f793676eb877a3b7bff14927eb691589be1,30.579901499096817,0.0,1000,67066,True
646,700,a2fd0f17c27b760958b60c1d1386577883635a34fb2101eb08e38fd8472702c7,54,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,0.646,,354,Eu2HPt,0.323,90.59060066496022,0,300,1354,V2_Frozen_Atomic75_Late30,0,0,8,/mnt/lis-wam-data/dxl/mattergen_v1/experiments/corrector_residual_distillation_formal256/generation/V2_Frozen_Atomic75_Late30/67066/generated_crystals.extxyz,308ff1f543a44270edccffbb08fcf73b73dde20e5146cec3e4c9e6e147a20a21,287813632,/mnt/lis-wam-data/dxl/mattergen_v1/experiments/corrector_residual_distillation_formal256/generation/V2_Frozen_Atomic75_Late30/67066/run_summary.json,47a87cd2b3c9de79924b9990304c9fe5c511adbde18f9b8cbe06a8ced7739973,39.739222100030226,0.646,354,67066,True
0,0,,0,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,0.0,,0,Eu6GdO4,0.0,113.15227707801387,0,0,2000,C0,0,0,11,/mnt/lis-wam-data/dxl/mattergen_v1/experiments/corrector_residual_distillation_formal256/generation/C0/67067/generated_crystals.extxyz,03440b69a01db927c00db893139928bb5b34726962d30ceaf1699e3436a8e152,308753408,/mnt/lis-wam-data/dxl/mattergen_v1/experiments/corrector_residual_distillation_formal256/generation/C0/67067/run_summary.json,7417940efb3ab0efe06324525e4e8f4cae8e60ed3f97b750fe58db09597ba1fa,31.81553295227057,0.0,1000,67067,True
496,700,a2fd0f17c27b760958b60c1d1386577883635a34fb2101eb08e38fd8472702c7,204,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,0.496,,504,Eu3Si3Pd5,0.248,94.91094458196312,0,300,1504,V2_Frozen_Atomic75_Late30,0,0,11,/mnt/lis-wam-data/dxl/mattergen_v1/experiments/corrector_residual_distillation_formal256/generation/V2_Frozen_Atomic75_Late30/67067/generated_crystals.extxyz,4f8f98984ee51f59c2aa52c14c4c158b91c25396204e4e44895de418e03458f7,307878400,/mnt/lis-wam-data/dxl/mattergen_v1/experiments/corrector_residual_distillation_formal256/generation/V2_Frozen_Atomic75_Late30/67067/run_summary.json,9c12687d66622cd1c6b3c3af07a8ba515a37ce5caa223ae7c0ebee8c021b0807,37.93029366482719,0.496,504,67067,True
0,0,,0,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,0.0,,0,EuCN2,0.0,116.97990151005797,0,0,2000,C0,0,0,4,/mnt/lis-wam-data/dxl/mattergen_v1/experiments/corrector_residual_distillation_formal256/generation/C0/67068/generated_crystals.extxyz,d5243a8a9af4dbf57676319fd3e3e351a1b496a5c55b0d3582f29f7e68cbe5f8,257638912,/mnt/lis-wam-data/dxl/mattergen_v1/experiments/corrector_residual_distillation_formal256/generation/C0/67068/run_summary.json,33e28a38d521860c1b846aebf44e7ecd3ce169c9d9e238c008ff8ad8fd962a3f,30.774517276290158,0.0,1000,67068,True
700,700,a2fd0f17c27b760958b60c1d1386577883635a34fb2101eb08e38fd8472702c7,0,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,0.7,,300,Eu2PdN,0.35,81.27165564103052,0,300,1300,V2_Frozen_Atomic75_Late30,0,0,4,/mnt/lis-wam-data/dxl/mattergen_v1/experiments/corrector_residual_distillation_formal256/generation/V2_Frozen_Atomic75_Late30/67068/generated_crystals.extxyz,bc54bf03ba531377bf910243f71c22fa479792322705a531f73c058e33a6b237,257329152,/mnt/lis-wam-data/dxl/mattergen_v1/experiments/corrector_residual_distillation_formal256/generation/V2_Frozen_Atomic75_Late30/67068/run_summary.json,46dc1e59ecc5b793d97c0286580449d1cd35285c7906b684c286a02a9a445cf4,44.2958860823615,0.7,300,67068,True
0,0,,0,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,0.0,,0,Gd2InGa,0.0,114.77716839290224,0,0,2000,C0,0,0,4,/mnt/lis-wam-data/dxl/mattergen_v1/experiments/corrector_residual_distillation_formal256/generation/C0/67069/generated_crystals.extxyz,2b9098c1e39452554f6cf13adc8eafd7e1a9a9ba5c8d4fefc1ed46b6366092b0,257516544,/mnt/lis-wam-data/dxl/mattergen_v1/experiments/corrector_residual_distillation_formal256/generation/C0/67069/run_summary.json,1efebe04c76981c2f0be7cea6a6a6ea04146b92ca0f028be0809fd8cd1cd7efb,31.365122963101623,0.0,1000,67069,True
700,700,a2fd0f17c27b760958b60c1d1386577883635a34fb2101eb08e38fd8472702c7,0,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,0.7,,300,Eu3Dy,0.35,79.18110469402745,0,300,1300,V2_Frozen_Atomic75_Late30,0,0,4,/mnt/lis-wam-data/dxl/mattergen_v1/experiments/corrector_residual_distillation_formal256/generation/V2_Frozen_Atomic75_Late30/67069/generated_crystals.extxyz,9372dadc45f40b6ee340dafec70c5458ba674f5b7c084e6f30c8a50d056c8b36,258060288,/mnt/lis-wam-data/dxl/mattergen_v1/experiments/corrector_residual_distillation_formal256/generation/V2_Frozen_Atomic75_Late30/67069/run_summary.json,41d9b511062974e448ec6e199e061a3d3e3e7b4ebb284b0bb9515d54ee178d57,45.46539245582847,0.7,300,67069,True
0,0,,0,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,0.0,,0,EuMgGe,0.0,114.05785896792077,0,0,2000,C0,0,0,12,/mnt/lis-wam-data/dxl/mattergen_v1/experiments/corrector_residual_distillation_formal256/generation/C0/67070/generated_crystals.extxyz,05da43ee4c86d048bb69b9af715e92234146179db66a46834eb4f90dcfd34500,317885952,/mnt/lis-wam-data/dxl/mattergen_v1/experiments/corrector_residual_distillation_formal256/generation/C0/67070/run_summary.json,a154f15be8e00501af5300a3af41f38b7ac39548a62f8400564d2a7f0186135e,31.562928083829057,0.0,1000,67070,True
578,700,a2fd0f17c27b760958b60c1d1386577883635a34fb2101eb08e38fd8472702c7,122,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,0.578,,422,EuB2Rh3,0.289,94.24654107913375,0,300,1422,V2_Frozen_Atomic75_Late30,0,0,12,/mnt/lis-wam-data/dxl/mattergen_v1/experiments/corrector_residual_distillation_formal256/generation/V2_Frozen_Atomic75_Late30/67070/generated_crystals.extxyz,276474cc897a1775225c24fbaad793c85582a07feaa017b339f6bf52738755f0,316044288,/mnt/lis-wam-data/dxl/mattergen_v1/experiments/corrector_residual_distillation_formal256/generation/V2_Frozen_Atomic75_Late30/67070/run_summary.json,8171f028fb9bb3100b589baf8fa6d8274af13c1b6f0fd71035c48023e3760c42,38.197688305369994,0.578,422,67070,True
0,0,,0,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,0.0,,0,SrEu2O3,0.0,112.02051897509955,0,0,2000,C0,0,0,12,/mnt/lis-wam-data/dxl/mattergen_v1/experiments/corrector_residual_distillation_formal256/generation/C0/67071/generated_crystals.extxyz,2bab73fcdfbb89b71516ce619bc044d8f418140135160c7275bc5a9819419d6b,320663552,/mnt/lis-wam-data/dxl/mattergen_v1/experiments/corrector_residual_distillation_formal256/generation/C0/67071/run_summary.json,c0b7c495f55d24a0b88cafefda602b1e226cda59aa20a852fa8883076b3740f1,32.136969485030015,0.0,1000,67071,True
629,700,a2fd0f17c27b760958b60c1d1386577883635a34fb2101eb08e38fd8472702c7,71,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,0.629,,371,Eu2Ge,0.3145,83.95956433098763,0,300,1371,V2_Frozen_Atomic75_Late30,0,0,12,/mnt/lis-wam-data/dxl/mattergen_v1/experiments/corrector_residual_distillation_formal256/generation/V2_Frozen_Atomic75_Late30/67071/generated_crystals.extxyz,7995f40f1788be05bfed721afc95073ab2dfc3fa279bb63bbf5365b7c137f96d,318199808,/mnt/lis-wam-data/dxl/mattergen_v1/experiments/corrector_residual_distillation_formal256/generation/V2_Frozen_Atomic75_Late30/67071/run_summary.json,6ba4e3876629150eb49f2d3d70f949160784358f6496abef4783c4250e526901,42.87778323632057,0.629,371,67071,True
0,0,,0,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,0.0,,0,EuYZn2,0.0,113.19594342494383,0,0,2000,C0,0,0,4,/mnt/lis-wam-data/dxl/mattergen_v1/experiments/corrector_residual_distillation_formal256/generation/C0/67072/generated_crystals.extxyz,e28a5337bad2b4dc863c787b66577734ecba06e4c45ed32c2e4b7cfa5ff559ab,257390080,/mnt/lis-wam-data/dxl/mattergen_v1/experiments/corrector_residual_distillation_formal256/generation/C0/67072/run_summary.json,5a959da87e70b427b90939a85d4153ba45c986e98fcc46c6cecd5f63903ad7f0,31.80325982606462,0.0,1000,67072,True
699,700,a2fd0f17c27b760958b60c1d1386577883635a34fb2101eb08e38fd8472702c7,1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,0.699,,301,Eu2TlZn,0.3495,81.12190307187848,0,300,1301,V2_Frozen_Atomic75_Late30,0,0,4,/mnt/lis-wam-data/dxl/mattergen_v1/experiments/corrector_residual_distillation_formal256/generation/V2_Frozen_Atomic75_Late30/67072/generated_crystals.extxyz,82ace33d07b1927fc0a3d23771f997a255250b27413f39499f439b4676da3f2c,257531904,/mnt/lis-wam-data/dxl/mattergen_v1/experiments/corrector_residual_distillation_formal256/generation/V2_Frozen_Atomic75_Late30/67072/run_summary.json,0259ed803991411b3fa970f6236146de6f7b7a2cbcb4739313e4da141c506929,44.37765712683295,0.699,301,67072,True
0,0,,0,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,0.0,,0,KEu4O5,0.0,115.8350625289604,0,0,2000,C0,0,0,10,/mnt/lis-wam-data/dxl/mattergen_v1/experiments/corrector_residual_distillation_formal256/generation/C0/67073/generated_crystals.extxyz,440324503db691925354f9805dbaf1936af8fd4f829a5e2b16fa0da6d96bde36,303210496,/mnt/lis-wam-data/dxl/mattergen_v1/experiments/corrector_residual_distillation_formal256/generation/C0/67073/run_summary.json,eec39bca11c7bd31e651084070d86bd2ee0f60a3f420a6b712f3dfdcbc646be0,31.078672738661915,0.0,1000,67073,True
684,700,a2fd0f17c27b760958b60c1d1386577883635a34fb2101eb08e38fd8472702c7,16,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,0.684,,316,Eu2Mn2HO5,0.342,82.62166380695999,0,300,1316,V2_Frozen_Atomic75_Late30,0,0,10,/mnt/lis-wam-data/dxl/mattergen_v1/experiments/corrector_residual_distillation_formal256/generation/V2_Frozen_Atomic75_Late30/67073/generated_crystals.extxyz,663c1ef8ad464cc57b61735b194df82e483edda35a1e8a9aa41a570108d30bbd,301874176,/mnt/lis-wam-data/dxl/mattergen_v1/experiments/corrector_residual_distillation_formal256/generation/V2_Frozen_Atomic75_Late30/67073/run_summary.json,86d986e2cb36e7fb450784a7fea60336a60c2b35ae961c383881139473496ec8,43.57210729151086,0.684,316,67073,True
0,0,,0,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,0.0,,0,EuSiNi,0.0,114.79869143501855,0,0,2000,C0,0,0,3,/mnt/lis-wam-data/dxl/mattergen_v1/experiments/corrector_residual_distillation_formal256/generation/C0/67074/generated_crystals.extxyz,3ecccb1823cd606177a857d33d083f34335790ab046f0790b6c4e03c58262fd7,250391552,/mnt/lis-wam-data/dxl/mattergen_v1/experiments/corrector_residual_distillation_formal256/generation/C0/67074/run_summary.json,9d773621f4673baf522875336c7c054dd9f0efd01a081353d91307f3e4ff6dfd,31.359242470440257,0.0,1000,67074,True
700,700,a2fd0f17c27b760958b60c1d1386577883635a34fb2101eb08e38fd8472702c7,0,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,0.7,,300,Eu2Cu,0.35,81.18028054200113,0,300,1300,V2_Frozen_Atomic75_Late30,0,0,3,/mnt/lis-wam-data/dxl/mattergen_v1/experiments/corrector_residual_distillation_formal256/generation/V2_Frozen_Atomic75_Late30/67074/generated_crystals.extxyz,1ecc529dc99a0314d7e1dd81272bb0cefc008f425c8923f5b6a899eab0848932,250268672,/mnt/lis-wam-data/dxl/mattergen_v1/experiments/corrector_residual_distillation_formal256/generation/V2_Frozen_Atomic75_Late30/67074/run_summary.json,ae2300023f95e6cff7b2a27d00687c11554936ee47060359543c0896d00f7926,44.34574475432404,0.7,300,67074,True
0,0,,0,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,0.0,,0,Eu2PbO6,0.0,114.3827555810567,0,0,2000,C0,0,0,9,/mnt/lis-wam-data/dxl/mattergen_v1/experiments/corrector_residual_distillation_formal256/generation/C0/67075/generated_crystals.extxyz,b90cf9a347d69d5ddd51da7e912a69d8e03ee638e4969bf6f4185b3aec175485,301042176,/mnt/lis-wam-data/dxl/mattergen_v1/experiments/corrector_residual_distillation_formal256/generation/C0/67075/run_summary.json,cb883121d89634998207db1e72115dde90f698bdc0f9c4b0fc4e0e5b55a48455,31.47327568489011,0.0,1000,67075,True
680,700,a2fd0f17c27b760958b60c1d1386577883635a34fb2101eb08e38fd8472702c7,20,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,0.68,,320,Eu6Sb2Pb,0.34,81.88223556498997,0,300,1320,V2_Frozen_Atomic75_Late30,0,0,9,/mnt/lis-wam-data/dxl/mattergen_v1/experiments/corrector_residual_distillation_formal256/generation/V2_Frozen_Atomic75_Late30/67075/generated_crystals.extxyz,f2a7dfb7ead7305ec6b4327c2c311cc1ca194309dfda9136d2d7dc0b4905bb09,294256640,/mnt/lis-wam-data/dxl/mattergen_v1/experiments/corrector_residual_distillation_formal256/generation/V2_Frozen_Atomic75_Late30/67075/run_summary.json,52e30d70a5f44812a45850b84be09022eb1f7d387142520511def7493638f4b7,43.96558026487538,0.68,320,67075,True
0,0,,0,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,0.0,,0,CaGd5O8,0.0,115.09631013683975,0,0,2000,C0,0,0,14,/mnt/lis-wam-data/dxl/mattergen_v1/experiments/corrector_residual_distillation_formal256/generation/C0/67076/generated_crystals.extxyz,aa30d91007011683b99d7f763c47a617fbb6c0c37f4069e6e7f8c885883fea2d,328681984,/mnt/lis-wam-data/dxl/mattergen_v1/experiments/corrector_residual_distillation_formal256/generation/C0/67076/run_summary.json,8ec319c338f57cc93a64d69aad6b685145a2734518adc75f564b585bcf627f63,31.27815301567796,0.0,1000,67076,True
