adapter_accept_calls,adapter_calls,adapter_checkpoint_sha256,atomic_risk_fallback_calls,checkpoint_sha256,coverage,failure_summary_path,fallback_calls,formula,forward_reduction,generation_time_seconds,invalid_risk_fallback_calls,late_exact_calls,logical_score_calls,method,nan_adapter_fallback_calls,nan_risk_fallback_calls,num_atoms,output_path,output_sha256,peak_gpu_memory_bytes,run_summary_path,run_summary_sha256,samples_per_hour,second_forward_avoidance,second_forward_calls,seed,success
455,700,a2fd0f17c27b760958b60c1d1386577883635a34fb2101eb08e38fd8472702c7,245,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,0.455,,545,EuMn4SnSO7,0.2275,95.89086235314608,0,300,1545,V2_Frozen_Atomic75_Late30,0,0,14,/mnt/lis-wam-data/dxl/mattergen_v1/experiments/corrector_residual_distillation_formal256/generation/V2_Frozen_Atomic75_Late30/67144/generated_crystals.extxyz,6edb9935241b2cbaf2360b0e968aac9eaa516d837462df8968ab73f163f0fffb,327972864,/mnt/lis-wam-data/dxl/mattergen_v1/experiments/corrector_residual_distillation_formal256/generation/V2_Frozen_Atomic75_Late30/67144/run_summary.json,b1c04456c3ec5bae51962aa2c12ee0b071a789d968add8314c7b49d89ec7cb87,37.54268041455243,0.455,545,67144,True
0,0,,0,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,0.0,,0,LaFe8B3,0.0,114.36380579392426,0,0,2000,C0,0,0,12,/mnt/lis-wam-data/dxl/mattergen_v1/experiments/corrector_residual_distillation_formal256/generation/C0/67145/generated_crystals.extxyz,87ff8c728359a2ea1b551158be66c834b590fc1d8e9cd715bcbdfa4d27536767,315661312,/mnt/lis-wam-data/dxl/mattergen_v1/experiments/corrector_residual_distillation_formal256/generation/C0/67145/run_summary.json,8ef453cafd70f8cf9b0bacc30fdf30030b737574d3591ad40cd8d91b00a53895,31.478490725351982,0.0,1000,67145,True
599,700,a2fd0f17c27b760958b60c1d1386577883635a34fb2101eb08e38fd8472702c7,101,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,0.599,,401,KEu4O7,0.2995,85.52723122993484,0,300,1401,V2_Frozen_Atomic75_Late30,0,0,12,/mnt/lis-wam-data/dxl/mattergen_v1/experiments/corrector_residual_distillation_formal256/generation/V2_Frozen_Atomic75_Late30/67145/generated_crystals.extxyz,8aa69594748cacbfed0fe749f2e78f3879200e80d36ce618ea9b78bfbc67c411,315638272,/mnt/lis-wam-data/dxl/mattergen_v1/experiments/corrector_residual_distillation_formal256/generation/V2_Frozen_Atomic75_Late30/67145/run_summary.json,81565ffbae732c72d84124a86954f7ffaa9a124e3c626e7b70745ef596124d43,42.09185715741943,0.599,401,67145,True
0,0,,0,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,0.0,,0,TlFe2N,0.0,113.74744727090001,0,0,2000,C0,0,0,8,/mnt/lis-wam-data/dxl/mattergen_v1/experiments/corrector_residual_distillation_formal256/generation/C0/67146/generated_crystals.extxyz,f550240177b21294a99e6c92943b7e57588c6f916af2d7571301342d86c81655,286807552,/mnt/lis-wam-data/dxl/mattergen_v1/experiments/corrector_residual_distillation_formal256/generation/C0/67146/run_summary.json,00e5df742a946b525c39dce7ddef30395dbfe08032ccc6e011b0def4f4688644,31.649061903132374,0.0,1000,67146,True
431,700,a2fd0f17c27b760958b60c1d1386577883635a34fb2101eb08e38fd8472702c7,269,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,0.431,,569,Fe3CuH4,0.2155,95.0448620270472,0,300,1569,V2_Frozen_Atomic75_Late30,0,0,8,/mnt/lis-wam-data/dxl/mattergen_v1/experiments/corrector_residual_distillation_formal256/generation/V2_Frozen_Atomic75_Late30/67146/generated_crystals.extxyz,694571909c2e713d37cb470e88a015d90808fd16bb82344c79ff27f994b68b53,286781440,/mnt/lis-wam-data/dxl/mattergen_v1/experiments/corrector_residual_distillation_formal256/generation/V2_Frozen_Atomic75_Late30/67146/run_summary.json,a20cd0f5f5262a527d1bbdc08e5e13e0ffd537ef49725016bbb3e8a7afd886c1,37.876850186552296,0.431,569,67146,True
0,0,,0,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,0.0,,0,LiMn3H5O7,0.0,112.46395578212105,0,0,2000,C0,0,0,16,/mnt/lis-wam-data/dxl/mattergen_v1/experiments/corrector_residual_distillation_formal256/generation/C0/67147/generated_crystals.extxyz,e094294d722e95a7187d33c90e5e96647066a05f5a434612ecf7839580227414,343917056,/mnt/lis-wam-data/dxl/mattergen_v1/experiments/corrector_residual_distillation_formal256/generation/C0/67147/run_summary.json,c11a8bc28f1dd87bb61b6fb449a5126b396075d6baad8740167e15cdef163da8,32.01025586343736,0.0,1000,67147,True
560,700,a2fd0f17c27b760958b60c1d1386577883635a34fb2101eb08e38fd8472702c7,140,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,0.56,,440,Fe2Ni3H3O8,0.28,87.14943750505336,0,300,1440,V2_Frozen_Atomic75_Late30,0,0,16,/mnt/lis-wam-data/dxl/mattergen_v1/experiments/corrector_residual_distillation_formal256/generation/V2_Frozen_Atomic75_Late30/67147/generated_crystals.extxyz,6d19920facfc34bc6bf05d753aba4e61ceee490bb900dc6a6d69f3f82d137057,343198208,/mnt/lis-wam-data/dxl/mattergen_v1/experiments/corrector_residual_distillation_formal256/generation/V2_Frozen_Atomic75_Late30/67147/run_summary.json,bdbdecd2f74d57b8e6caccb803d7f5438aa6b0d78915c547ba79f0f273abeacd,41.30835611866404,0.56,440,67147,True
0,0,,0,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,0.0,,0,Mn7H2Ru,0.0,113.6802893159911,0,0,2000,C0,0,0,10,/mnt/lis-wam-data/dxl/mattergen_v1/experiments/corrector_residual_distillation_formal256/generation/C0/67148/generated_crystals.extxyz,9d991c3da2aa2f296a9ad12032a8314a4379cac9af8f6a86f3df8035a054d0cf,305508864,/mnt/lis-wam-data/dxl/mattergen_v1/experiments/corrector_residual_distillation_formal256/generation/C0/67148/run_summary.json,150123e92bc70a84108b854e7c4ddcb0b736e8181982e5aa502fed324e801095,31.667758955057458,0.0,1000,67148,True
641,700,a2fd0f17c27b760958b60c1d1386577883635a34fb2101eb08e38fd8472702c7,59,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,0.641,,359,Mn2FeH2,0.3205,89.02137087401934,0,300,1359,V2_Frozen_Atomic75_Late30,0,0,10,/mnt/lis-wam-data/dxl/mattergen_v1/experiments/corrector_residual_distillation_formal256/generation/V2_Frozen_Atomic75_Late30/67148/generated_crystals.extxyz,c8c31cfebe88b748097ecf7b880ac315656c410cfe0dc5d8df506d1d8c50eb41,303628800,/mnt/lis-wam-data/dxl/mattergen_v1/experiments/corrector_residual_distillation_formal256/generation/V2_Frozen_Atomic75_Late30/67148/run_summary.json,46a664ffe240d98f94807b217cae979099508cdaf4e6b3b164c702efa675ee50,40.43972772666716,0.641,359,67148,True
0,0,,0,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,0.0,,0,Tb2Fe3Ge,0.0,114.71856290311553,0,0,2000,C0,0,0,12,/mnt/lis-wam-data/dxl/mattergen_v1/experiments/corrector_residual_distillation_formal256/generation/C0/67149/generated_crystals.extxyz,1335538e2139f8aee74af8c73c2f227b4ab636284a7b0408ebca077f4df05b97,317931008,/mnt/lis-wam-data/dxl/mattergen_v1/experiments/corrector_residual_distillation_formal256/generation/C0/67149/run_summary.json,b065974aed543e7f9eac581b2b67813d847bd936e28e2caa5d8421f5f888583d,31.38114624954242,0.0,1000,67149,True
493,700,a2fd0f17c27b760958b60c1d1386577883635a34fb2101eb08e38fd8472702c7,207,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,0.493,,507,Li3H4F5,0.2465,98.16337511898018,0,300,1507,V2_Frozen_Atomic75_Late30,0,0,12,/mnt/lis-wam-data/dxl/mattergen_v1/experiments/corrector_residual_distillation_formal256/generation/V2_Frozen_Atomic75_Late30/67149/generated_crystals.extxyz,245d78a25dbeec1e819a7cb2399d846f731edce45dcc89b9460f7fae788587fb,317300736,/mnt/lis-wam-data/dxl/mattergen_v1/experiments/corrector_residual_distillation_formal256/generation/V2_Frozen_Atomic75_Late30/67149/run_summary.json,3ecc47da6252fd09dfdfb8bb0ff54de50940e3c76abe7317d498a255a62a2e31,36.67355564778181,0.493,507,67149,True
0,0,,0,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,0.0,,0,Fe2SiO4,0.0,112.35461429087445,0,0,2000,C0,0,0,14,/mnt/lis-wam-data/dxl/mattergen_v1/experiments/corrector_residual_distillation_formal256/generation/C0/67150/generated_crystals.extxyz,d0ea2d7b8b3d20b2e7139cb3543b7214cf003824fecc48da61810a32814be2f0,328706048,/mnt/lis-wam-data/dxl/mattergen_v1/experiments/corrector_residual_distillation_formal256/generation/C0/67150/run_summary.json,e96d1171a55249081be381e86d656c0399f07e302f950a5bb74cc95d8e432755,32.041407669114264,0.0,1000,67150,True
545,700,a2fd0f17c27b760958b60c1d1386577883635a34fb2101eb08e38fd8472702c7,155,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,0.545,,455,Mn3Cr(FeO4)2,0.2725,89.76491404115222,0,300,1455,V2_Frozen_Atomic75_Late30,0,0,14,/mnt/lis-wam-data/dxl/mattergen_v1/experiments/corrector_residual_distillation_formal256/generation/V2_Frozen_Atomic75_Late30/67150/generated_crystals.extxyz,d72918c7abe180eddaed7c8b989ae08d2336c449baa52ffd68706f2c3cddee8c,328290816,/mnt/lis-wam-data/dxl/mattergen_v1/experiments/corrector_residual_distillation_formal256/generation/V2_Frozen_Atomic75_Late30/67150/run_summary.json,0e72ed6dcda67edb33a5deab229e3f84d749df490d53225bf1688255b21cbb45,40.10475627871264,0.545,455,67150,True
0,0,,0,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,0.0,,0,EuMnN2,0.0,119.29545478802174,0,0,2000,C0,0,0,4,/mnt/lis-wam-data/dxl/mattergen_v1/experiments/corrector_residual_distillation_formal256/generation/C0/67151/generated_crystals.extxyz,b26526e744bc4f0a21849c72471e3b314bb045a75bf035747d9c4987168fade3,257312768,/mnt/lis-wam-data/dxl/mattergen_v1/experiments/corrector_residual_distillation_formal256/generation/C0/67151/run_summary.json,aebcb5ae03481dd166b5770832c9006d7767d48815bd0eba58b68f6282bf0fb8,30.17717654370743,0.0,1000,67151,True
699,700,a2fd0f17c27b760958b60c1d1386577883635a34fb2101eb08e38fd8472702c7,1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,0.699,,301,EuMnN2,0.3495,83.27152967709117,0,300,1301,V2_Frozen_Atomic75_Late30,0,0,4,/mnt/lis-wam-data/dxl/mattergen_v1/experiments/corrector_residual_distillation_formal256/generation/V2_Frozen_Atomic75_Late30/67151/generated_crystals.extxyz,669383001cc5b64bddb1763fadcad52b30ca8c07b100ea6109e6adc635a79a11,257329152,/mnt/lis-wam-data/dxl/mattergen_v1/experiments/corrector_residual_distillation_formal256/generation/V2_Frozen_Atomic75_Late30/67151/run_summary.json,9a3fe3c687a1d630e154b5fad9205643b4a0da3052b302ccf043a3847965f270,43.23206279457114,0.699,301,67151,True
0,0,,0,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,0.0,,0,MnP3O10,0.0,115.96540253795683,0,0,2000,C0,0,0,14,/mnt/lis-wam-data/dxl/mattergen_v1/experiments/corrector_residual_distillation_formal256/generation/C0/67152/generated_crystals.extxyz,427c3305bf2c047b7f5a7ee88e203b9b4f3b24a15715886c45122f9c35d52fb0,327628800,/mnt/lis-wam-data/dxl/mattergen_v1/experiments/corrector_residual_distillation_formal256/generation/C0/67152/run_summary.json,27a8104f15c19e0df42c5f5b5adff99423e36eede7ee1c2a70a4e01345d12a9b,31.0437416782275,0.0,1000,67152,True
648,700,a2fd0f17c27b760958b60c1d1386577883635a34fb2101eb08e38fd8472702c7,52,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,0.648,,352,GdYFeO4,0.324,82.47955205803737,0,300,1352,V2_Frozen_Atomic75_Late30,0,0,14,/mnt/lis-wam-data/dxl/mattergen_v1/experiments/corrector_residual_distillation_formal256/generation/V2_Frozen_Atomic75_Late30/67152/generated_crystals.extxyz,320b95818f1a92c2596ccacceaf3c4367431c037d2addeb5193bb8527bd918d5,329916416,/mnt/lis-wam-data/dxl/mattergen_v1/experiments/corrector_residual_distillation_formal256/generation/V2_Frozen_Atomic75_Late30/67152/run_summary.json,d46ea167fcff8864b79e8a1f590e83a6022ea148dfbac9b6a2d6806a0bc7ec79,43.64718175805359,0.648,352,67152,True
0,0,,0,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,0.0,,0,Co2Ni,0.0,115.32842864189297,0,0,2000,C0,0,0,6,/mnt/lis-wam-data/dxl/mattergen_v1/experiments/corrector_residual_distillation_formal256/generation/C0/67153/generated_crystals.extxyz,fdb516ac9c0ac982657397faf9a9215ed23b10db13fa99d83f7beb294871364a,273717760,/mnt/lis-wam-data/dxl/mattergen_v1/experiments/corrector_residual_distillation_formal256/generation/C0/67153/run_summary.json,2b41129109a185c0481196dde2ce25a7f95001a4ba8c1b7be6ceb71149a4eb13,31.215200297043694,0.0,1000,67153,True
700,700,a2fd0f17c27b760958b60c1d1386577883635a34fb2101eb08e38fd8472702c7,0,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,0.7,,300,Co5Sn,0.35,85.4075080100447,0,300,1300,V2_Frozen_Atomic75_Late30,0,0,6,/mnt/lis-wam-data/dxl/mattergen_v1/experiments/corrector_residual_distillation_formal256/generation/V2_Frozen_Atomic75_Late30/67153/generated_crystals.extxyz,9d721431a7bfbcec5f884308d4ddaf286ed668123a2f68c310a76d2a65c7b17f,271715840,/mnt/lis-wam-data/dxl/mattergen_v1/experiments/corrector_residual_distillation_formal256/generation/V2_Frozen_Atomic75_Late30/67153/run_summary.json,88a08e613f97b14965f0318fe6451ab6caa06db12558d919ff82e86e385eb01b,42.15086101770593,0.7,300,67153,True
0,0,,0,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,0.0,,0,Eu3Ni7P2,0.0,113.85800464800559,0,0,2000,C0,0,0,12,/mnt/lis-wam-data/dxl/mattergen_v1/experiments/corrector_residual_distillation_formal256/generation/C0/67154/generated_crystals.extxyz,dde0e303c1b2f08aac91cdc35c39a96b20548068eeca75e13c30010eda717436,317058560,/mnt/lis-wam-data/dxl/mattergen_v1/experiments/corrector_residual_distillation_formal256/generation/C0/67154/run_summary.json,9c77a8f21ae91cae2d113a6d7bd7cb29f32266f3772fac0bd71ec37cc2630a4f,31.618330315285917,0.0,1000,67154,True
574,700,a2fd0f17c27b760958b60c1d1386577883635a34fb2101eb08e38fd8472702c7,126,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,0.574,,426,Eu2Si2Ni5H3,0.287,87.77461826615036,0,300,1426,V2_Frozen_Atomic75_Late30,0,0,12,/mnt/lis-wam-data/dxl/mattergen_v1/experiments/corrector_residual_distillation_formal256/generation/V2_Frozen_Atomic75_Late30/67154/generated_crystals.extxyz,c6926d9222e96780ebb13f7804adf695262eab955173f5ca225979c70bab0414,316699648,/mnt/lis-wam-data/dxl/mattergen_v1/experiments/corrector_residual_distillation_formal256/generation/V2_Frozen_Atomic75_Late30/67154/run_summary.json,5f708b2bd77ce5b2789068135f4c37b41899ab80165155f489465d8dbf8bafcf,41.0141345084985,0.574,426,67154,True
0,0,,0,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,0.0,,0,Eu4Mn3Sb4,0.0,112.92604209994897,0,0,2000,C0,0,0,11,/mnt/lis-wam-data/dxl/mattergen_v1/experiments/corrector_residual_distillation_formal256/generation/C0/67155/generated_crystals.extxyz,13baed3f4564906c34b035d5402f667287ac394daa9dc740c57f22c125b7f256,310770176,/mnt/lis-wam-data/dxl/mattergen_v1/experiments/corrector_residual_distillation_formal256/generation/C0/67155/run_summary.json,c698e5edec91f2730ac003f363d95d1d9559821463c94f3f7ec907c52f8986c3,31.879271893844464,0.0,1000,67155,True
369,700,a2fd0f17c27b760958b60c1d1386577883635a34fb2101eb08e38fd8472702c7,331,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,0.369,,631,Mn2(Fe2Sb)3,0.1845,98.55705124908127,0,300,1631,V2_Frozen_Atomic75_Late30,0,0,11,/mnt/lis-wam-data/dxl/mattergen_v1/experiments/corrector_residual_distillation_formal256/generation/V2_Frozen_Atomic75_Late30/67155/generated_crystals.extxyz,8c0460434f29c86bad82b04ec29d72e7748fbd489e91d0a7e11b417e11f6cd6b,306949120,/mnt/lis-wam-data/dxl/mattergen_v1/experiments/corrector_residual_distillation_formal256/generation/V2_Frozen_Atomic75_Late30/67155/run_summary.json,19ccff1d9e0987c8958e21d70564f1e73b68685b3be80b6f0b428660b6534156,36.52706685493047,0.369,631,67155,True
0,0,,0,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,0.0,,0,Fe2CoRh,0.0,113.1418933919631,0,0,2000,C0,0,0,4,/mnt/lis-wam-data/dxl/mattergen_v1/experiments/corrector_residual_distillation_formal256/generation/C0/67156/generated_crystals.extxyz,5d3582d7cc9b33e7e565950f443fa64c27a8a4be89692e99da3d941e6d30b0b2,259331584,/mnt/lis-wam-data/dxl/mattergen_v1/experiments/corrector_residual_distillation_formal256/generation/C0/67156/run_summary.json,8d74d1445dad98189cebffde732d6dd56f821687b4f3690b3d03acc9ff56d718,31.818452847773553,0.0,1000,67156,True
698,700,a2fd0f17c27b760958b60c1d1386577883635a34fb2101eb08e38fd8472702c7,2,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,0.698,,302,Fe2CoNi,0.349,80.40888903802261,0,300,1302,V2_Frozen_Atomic75_Late30,0,0,4,/mnt/lis-wam-data/dxl/mattergen_v1/experiments/corrector_residual_distillation_formal256/generation/V2_Frozen_Atomic75_Late30/67156/generated_crystals.extxyz,32c2e664211ba26da5229bc69dd5045e5ca02346cde2841ba6032aa646b23619,257405440,/mnt/lis-wam-data/dxl/mattergen_v1/experiments/corrector_residual_distillation_formal256/generation/V2_Frozen_Atomic75_Late30/67156/run_summary.json,63779a7d850bc20f44d73a504612be6d4eba7c2f18a96eab616f08dd15703c9b,44.77116949467718,0.698,302,67156,True
0,0,,0,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,0.0,,0,Eu2ZnPdO6,0.0,121.22065866994672,0,0,2000,C0,0,0,10,/mnt/lis-wam-data/dxl/mattergen_v1/experiments/corrector_residual_distillation_formal256/generation/C0/67157/generated_crystals.extxyz,56848b704a76f8c8bdb9be08e449e4eb6c3517d022fe1a2ffed24b7d97b1fe83,301763584,/mnt/lis-wam-data/dxl/mattergen_v1/experiments/corrector_residual_distillation_formal256/generation/C0/67157/run_summary.json,bce1eab1771afdb128a44c65782737abe7df543785f238b64982715f28e16a4d,29.69790825672621,0.0,1000,67157,True
693,700,a2fd0f17c27b760958b60c1d1386577883635a34fb2101eb08e38fd8472702c7,7,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,0.693,,307,Mn3FeO6,0.3465,82.33174358215183,0,300,1307,V2_Frozen_Atomic75_Late30,0,0,10,/mnt/lis-wam-data/dxl/mattergen_v1/experiments/corrector_residual_distillation_formal256/generation/V2_Frozen_Atomic75_Late30/67157/generated_crystals.extxyz,7403d3efa06b998c093ad14f96988d3c899e137178b66bc64f646be877625693,301967360,/mnt/lis-wam-data/dxl/mattergen_v1/experiments/corrector_residual_distillation_formal256/generation/V2_Frozen_Atomic75_Late30/67157/run_summary.json,e5044340c5405847e4fe772ce95c447e856d33836afa27e87f4e22f732ffb679,43.725540640444066,0.693,307,67157,True
0,0,,0,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,0.0,,0,Fe2CoGe,0.0,112.58062125300057,0,0,2000,C0,0,0,4,/mnt/lis-wam-data/dxl/mattergen_v1/experiments/corrector_residual_distillation_formal256/generation/C0/67158/generated_crystals.extxyz,c74e4d83625317a569b3cd28c137359a68faa1292b7375fb61cf202f9c7aa1d3,257388032,/mnt/lis-wam-data/dxl/mattergen_v1/experiments/corrector_residual_distillation_formal256/generation/C0/67158/run_summary.json,4710727fc9ac1ddb9257502d31e5fb4d5f92e53705e7297fba9ea9e75f357f14,31.977084154739025,0.0,1000,67158,True
700,700,a2fd0f17c27b760958b60c1d1386577883635a34fb2101eb08e38fd8472702c7,0,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,0.7,,300,Eu2ZnCu,0.35,82.89151582214981,0,300,1300,V2_Frozen_Atomic75_Late30,0,0,4,/mnt/lis-wam-data/dxl/mattergen_v1/experiments/corrector_residual_distillation_formal256/generation/V2_Frozen_Atomic75_Late30/67158/generated_crystals.extxyz,7d16fe5e0b96acae6a1123d28d3d7741d3146d9ca4aa838bbbc37ae3bf47197b,257204224,/mnt/lis-wam-data/dxl/mattergen_v1/experiments/corrector_residual_distillation_formal256/generation/V2_Frozen_Atomic75_Late30/67158/run_summary.json,64f318234eb9bf157ac5ea0502300bcb28ecec2e2e048de20d6bb1ca830f7d97,43.43025898722952,0.7,300,67158,True
0,0,,0,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,0.0,,0,EuMgZn2,0.0,116.48873456800357,0,0,2000,C0,0,0,4,/mnt/lis-wam-data/dxl/mattergen_v1/experiments/corrector_residual_distillation_formal256/generation/C0/67159/generated_crystals.extxyz,2294cd8a0f3bb7d28a0aec2bc3f07368656ea9bc9d0280beaf6691d824051066,257513472,/mnt/lis-wam-data/dxl/mattergen_v1/experiments/corrector_residual_distillation_formal256/generation/C0/67159/run_summary.json,825e007eccec8975c3af6be563864c0b41e5c0506e3391629dab642a141e23b4,30.904275965830834,0.0,1000,67159,True
699,700,a2fd0f17c27b760958b60c1d1386577883635a34fb2101eb08e38fd8472702c7,1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,0.699,,301,Eu2MgZn,0.3495,81.12122897501104,0,300,1301,V2_Frozen_Atomic75_Late30,0,0,4,/mnt/lis-wam-data/dxl/mattergen_v1/experiments/corrector_residual_distillation_formal256/generation/V2_Frozen_Atomic75_Late30/67159/generated_crystals.extxyz,7b99139e0b25929dd8c08fb761e49783622e18f471ef1b0edc283c54ff93c718,257328128,/mnt/lis-wam-data/dxl/mattergen_v1/experiments/corrector_residual_distillation_formal256/generation/V2_Frozen_Atomic75_Late30/67159/run_summary.json,ea746a231d1e3e90fc1db7f7fe5b4a81906cd499dd0b88b8e54d56199a042c4f,44.378025893924274,0.699,301,67159,True
0,0,,0,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,0.0,,0,Mn5SO4,0.0,114.4745381961111,0,0,2000,C0,0,0,10,/mnt/lis-wam-data/dxl/mattergen_v1/experiments/corrector_residual_distillation_formal256/generation/C0/67160/generated_crystals.extxyz,b44688baa5a09ee7523ccc15103f7106d8084139326bd25ea92a0cd78c19ef7a,303405056,/mnt/lis-wam-data/dxl/mattergen_v1/experiments/corrector_residual_distillation_formal256/generation/C0/67160/run_summary.json,87ad9ebec70504076c79e94c25859879405bcacb5f25e02d4f0feb6ede43342b,31.448041256411884,0.0,1000,67160,True
689,700,a2fd0f17c27b760958b60c1d1386577883635a34fb2101eb08e38fd8472702c7,11,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,0.689,,311,EuO,0.3445,88.62741075200029,0,300,1311,V2_Frozen_Atomic75_Late30,0,0,10,/mnt/lis-wam-data/dxl/mattergen_v1/experiments/corrector_residual_distillation_formal256/generation/V2_Frozen_Atomic75_Late30/67160/generated_crystals.extxyz,bd8f2c7ebfef697e3c6511a99de2b189a903b60149ca1c7728ebd1f711542e1b,310245376,/mnt/lis-wam-data/dxl/mattergen_v1/experiments/corrector_residual_distillation_formal256/generation/V2_Frozen_Atomic75_Late30/67160/run_summary.json,b8bbd537766d50660e3ac00c7c6a3aac536095866f8aba958b38293735501227,40.619487463913636,0.689,311,67160,True
0,0,,0,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,0.0,,0,Ca2Gd4V3O11,0.0,114.71655760495923,0,0,2000,C0,0,0,20,/mnt/lis-wam-data/dxl/mattergen_v1/experiments/corrector_residual_distillation_formal256/generation/C0/67161/generated_crystals.extxyz,05b2d11b99b0135cce7a2d529f0a1f11c0589552f3a14fdc5d073cc317c572f5,375113728,/mnt/lis-wam-data/dxl/mattergen_v1/experiments/corrector_residual_distillation_formal256/generation/C0/67161/run_summary.json,266738532630440427e8b6c50b004fc0641e61aa62a4f208f0ca4f2d2ccd6b50,31.381694806403175,0.0,1000,67161,True
628,700,a2fd0f17c27b760958b60c1d1386577883635a34fb2101eb08e38fd8472702c7,72,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,0.628,,372,Gd3Mn4O13,0.314,84.62129838601686,0,300,1372,V2_Frozen_Atomic75_Late30,0,0,20,/mnt/lis-wam-data/dxl/mattergen_v1/experiments/corrector_residual_distillation_formal256/generation/V2_Frozen_Atomic75_Late30/67161/generated_crystals.extxyz,3ef5b823688bddde8ed2e7cf96997452759d02da71c98e4fb8467df9996f25ae,371694080,/mnt/lis-wam-data/dxl/mattergen_v1/experiments/corrector_residual_distillation_formal256/generation/V2_Frozen_Atomic75_Late30/67161/run_summary.json,1bacbcb72b3ee6a76d11f7fc7a27833b615efd6b604567ec5b36418971b27715,42.54248125073531,0.628,372,67161,True
0,0,,0,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,0.0,,0,EuPAu,0.0,117.23523433785886,0,0,2000,C0,0,0,6,/mnt/lis-wam-data/dxl/mattergen_v1/experiments/corrector_residual_distillation_formal256/generation/C0/67162/generated_crystals.extxyz,a83f643677fcb0c59b5b05111c5b04c340618e78535c9daeeec9f2340833a5cd,273556480,/mnt/lis-wam-data/dxl/mattergen_v1/experiments/corrector_residual_distillation_formal256/generation/C0/67162/run_summary.json,21f10b74ec13018fbe36d862a9e0283bcff4c5e7d9bfb8f78d1f851085dac7cf,30.70749182472909,0.0,1000,67162,True
