method,seed,task_id,energy_ev,energy_per_atom_ev,maximum_force_ev_ang,converged,relax_elapsed_seconds,steps,formula,chemical_system,input_hash,output_hash,energy_above_hull_per_atom,rmsd_from_relaxation,novel_unique_stable,stable,comp_validity,structure_comp_validity,structure_validity,novel,novel_unique,unique,is_unique,is_novel,is_explored,energy_above_hull,self_consistent_energy_above_hull,pre_relax_minimum_distance_angstrom,pre_relax_short_bond,pre_relax_abnormal_cell,pre_relax_max_force_ev_ang,formal_seed
A0,20040,A0_seed_20040,-23.74653625488281,-5.936634063720703,0.0021074961405247,True,0.1936682990053668,7,Eu2ZnHg,Eu-Hg-Zn,01af75060e871b6bdf8d31050dcf6c0121acda8f94a598759f4495b667ec4f2a,bdacb81daa70947b34f844ac3c163caf51f726f3bf1a8977a04ead4c86372e7d,0.0244505836674608,0.0014671854977977,False,True,True,True,True,False,False,True,True,False,True,0.0244505836674608,0.0244505836674608,3.3330603967185164,False,False,0.0023737209532976953,20040
A0,20041,A0_seed_20041,-42.6337890625,-7.105631510416667,0.0228541307151317,True,0.4861607330385595,16,FeCoNi,Co-Fe-Ni,bb3949b851bf3fefd4d8b533de5349231a642c4a64de67fb4b977b3b90417d07,72dc1fe92aa19d2eb2a7b9abe71873495dd141d44b696944b181fe8172e8e62e,0.0949399070266681,0.008424093202617,False,True,True,True,True,False,False,True,True,False,True,0.0949399070266681,0.0942544148496677,2.4533894118408988,False,False,0.1012551365413988,20041
A0,20042,A0_seed_20042,-80.81385040283203,-8.979316711425781,0.0420538261532783,True,0.4108144529745914,15,Eu6CuAs2,As-Cu-Eu,90571e16b5f15d5e0e97b0c9d9431d774f8341671e8d98679e64fea4d20bf9ac,e4d9b174d2205db4dc2daa31d3682cafefaabf19c3cbe7bc56d63c3f564b2d8f,0.0869123132050511,0.0092556944578836,True,True,False,False,True,True,True,True,True,True,True,0.0869123132050511,0.0869123132050511,3.0767251740612216,False,False,0.05927000303961146,20042
A0,20043,A0_seed_20043,-49.71581268310547,-8.285968780517578,0.0284280069172382,True,0.5052705450216308,18,GdCuPd,Cu-Gd-Pd,0285d6ce966ee09d995693be43e6aae7e0796d379b11804a43d7c985169730f0,d9165eb21982f59b6279b41130d95c2a1e99f7a4e39c89752253d8b935ef2265,0.1211742408215226,0.0242760954380287,False,False,True,True,True,True,True,True,True,True,True,0.1211742408215226,0.1035982555591896,2.827514015328335,False,False,0.1597397495627371,20043
A0,20044,A0_seed_20044,-24.205684661865234,-6.051421165466309,0.0384855680167675,True,0.2080657109618187,6,FeCuNi2,Cu-Fe-Ni,f85b211b5e9ad2f85bb8280bd2873b700c8cafb5bef1558f3cff2c19201cdcf6,2c0619d0e2511c1ca8642e45a193ff055c43d287b6e5a3419a4fd53cebce3cf2,0.047495387598329,0.0018679974721784,False,True,True,True,True,False,False,True,True,False,True,0.047495387598329,0.047495387598329,2.466183448270133,False,False,0.06167428465717464,20044
A0,20045,A0_seed_20045,-86.42643737792969,-7.202203114827474,0.0488338842988014,True,1.5181410090299323,56,TmFe3Co8,Co-Fe-Tm,05f6dcc5bff54dbe2dfaf0d517452c137f73028726aec412c7135c719a4ae620,12c471cd0c4ff18de5f753e56f412d30cfa11194d16e0171dba8c281d8926733,0.1556974600906073,0.0290668429768179,False,False,True,True,True,True,True,True,True,True,True,0.1556974600906073,0.1521508890043659,2.335649605578955,False,False,0.17690716531551118,20045
A0,20046,A0_seed_20046,-90.1112823486328,-9.011128234863282,0.0381532423198223,True,0.7968202939955518,30,Eu3FeO6,Eu-Fe-O,0e548502cfe197a73ffbd631d3598b8773073a0b486413a6fb7f9197ec14eb02,453e684b383e8b296250c65731702a99a2767e5cb1373f9ba0ccc4375ac74c4f,0.2125601811014839,0.0100418209853339,False,False,True,True,True,True,True,True,True,True,True,0.2125601811014839,0.1745066983634835,2.0505222963779053,False,False,0.0579492079935191,20046
A0,20047,A0_seed_20047,-26.739280700683597,-6.684820175170898,0.0228119287639856,True,0.0823683250346221,3,SmEu2Mg,Eu-Mg-Sm,3ec24eba608070c04ce74f224832a712b6eefb4b148c2fba8fbac4913b10578e,0ccf971ca75f8c988fa3b9a018f5858b575d38e4d4819e2312585817a5b8d135,0.1046360129906442,0.000757569975618,False,False,True,True,True,True,True,True,True,True,True,0.1046360129906442,0.1046360129906442,3.5144044968952146,False,False,0.0250994430734815,20047
A0,20048,A0_seed_20048,-86.75740051269531,-8.675740051269532,0.0500163771212101,True,0.6921499070012942,23,NaEu2ReO6,Eu-Na-O-Re,8736bad2c40a46e4544fdb383f1d0a7b648609090dfe4ba3cd25b9558c7feffc,a55b4494e4072edbbc4e365a22f2a49bb2d60f995d89bed144d3214dd0dd6da6,0.1006830725813596,0.018451994389549,False,False,True,True,True,False,False,True,True,False,True,0.1006830725813596,0.0741555807722544,1.935490169206666,False,False,0.4097524241572983,20048
A0,20049,A0_seed_20049,-91.87844848632812,-7.656537373860677,0.0442510209977626,True,1.1508231170009822,38,EuCo4B,B-Co-Eu,f27890d221584391044393216ba38021bd3494392669b47a23596df30bf767f1,1130d277277fd68d229e1b6b170a615a34617eae46456efd78fde3db282c8160,0.0903542305357021,0.0077633426503719,True,True,False,False,True,True,True,True,True,True,True,0.0903542305357021,0.0542197223485203,2.0396788602827276,False,False,0.067872070040384,20049
A0,20050,A0_seed_20050,-75.68348693847656,-7.568348693847656,0.0441320315003395,True,1.0852479189634323,36,EuCu2ReO6,Cu-Eu-O-Re,5f825535591e55d2c6f8a105461dbdf38fc626d68ab79e37b2ef2fa3fbe40283,c4ffeef21fb8cc3d092c41210ae23e5064794b0abc59b1503186a6180c1b94cf,0.187848395960799,0.019323271733085,False,False,True,True,True,True,True,True,True,True,False,0.187848395960799,0.187848395960799,1.9261023356660998,False,False,0.2397940361580723,20050
A0,20051,A0_seed_20051,-60.92635726928711,-8.703765324183873,0.0366567447781562,True,0.555584826041013,20,Eu3(PPt)2,Eu-P-Pt,7fc10e8cc60001261f25822e0e313774f344972286de6dfcb9332d48b1ecc7b8,e06e9d6546b9d3789ddeabd7099ce7379011a5c094b27d80dc9a8057ef709932,0.0996569762814125,0.023978569528813,True,True,False,False,True,True,True,True,True,True,True,0.0996569762814125,0.0285096267928377,2.2760086913665023,False,False,0.2546285633149319,20051
