method,n,maxF_mean_ev_per_a,maxF_median_ev_per_a,maxF_p95_ev_per_a,atomic_force_mean_ev_per_a,rmsd_mean_a,e_hull_mean_ev_per_atom,stable_fraction,nus_fraction,novel_fraction,unique_fraction,mag_mae_a3,mag_hit_fraction,validity_fraction,minimum_distance_min_a,relaxation_steps_mean,surrogate_property_eval,dft_verified,maxF_p75_ev_per_a,maxF_p90_ev_per_a,maxF_max_ev_per_a,high_maxF_gt_0_2_fraction,generation_seconds_mean,end_to_end_seconds_mean,mattergen_score_calls_mean,actual_mattersim_calls_mean,actual_mattersim_calls_total,failed_mattersim_calls_total,peak_allocated_gib_max,fallback_total
C0,256,0.22640836794160712,0.10846491777372777,0.7440502953436917,0.09870230579787798,0.051136946776399364,0.09129777083951893,0.80859375,0.2109375,0.484375,0.51171875,0.009756888912291078,0.67578125,1.0,1.5590721296265666,39.46484375,True,False,0.17575511710924432,0.39030323513100285,5.375634191975297,0.22265625,92.84878176247821,92.84878176247821,2000.0,0.0,0,0,0.35881996154785156,0
F0,256,0.15891148914495132,0.05809060228233576,0.6776204391298446,0.06937279273450948,0.04389322435605705,0.0917671906827594,0.80859375,0.21484375,0.48828125,0.515625,0.009868169159730763,0.67578125,1.0,1.4541949116212907,33.93359375,True,False,0.13410450209218588,0.32950114902915495,3.42956775624076,0.18359375,92.33733477866417,92.66313072172193,2000.0,20.0,5120,0,0.4625077247619629,0
