method,seed,pool_id,candidate_seed,energy_ev,energy_per_atom_ev,maximum_force_ev_ang,pre_relax_max_force_ev_ang,converged,relax_elapsed_seconds,steps,formula,chemical_system,pre_relax_minimum_distance_angstrom,pre_relax_short_bond,pre_relax_abnormal_cell,energy_above_hull_per_atom,rmsd_from_relaxation,novel_unique_stable,stable,comp_validity,structure_comp_validity,structure_validity,novel,novel_unique,unique,is_unique,is_novel,is_explored,energy_above_hull,self_consistent_energy_above_hull
ALWAYS_ON,0,0,40000,-28.96653938293457,-7.241634845733643,0.02929760329425335,0.05450738345039203,True,0.4644842400448397,13,Eu2AlCu,Al-Cu-Eu,3.094427807045973,False,False,0.11237008089212353,0.006894180407718668,False,False,True,True,True,False,False,True,True,False,True,0.11237008089212353,0.10899508449962525
ALWAYS_ON,1,1,40001,-121.10236358642578,-6.727909088134766,0.04130459204316139,0.34666018390748604,True,2.603776619071141,80,LiMn7(O2F3)2,F-Li-Mn-O,2.0410852340336847,False,False,0.3000236037459132,0.04297052206398952,False,False,False,False,True,True,True,True,True,True,True,0.3000236037459132,0.3000236037459132
ALWAYS_ON,2,2,40002,-35.008087158203125,-8.752021789550781,0.008926778100430965,0.023440779902344312,True,0.6987598040141165,18,Eu3Ho,Eu-Ho,3.5789705245306425,False,False,0.13094321058773417,0.0024682176037053396,False,False,True,True,True,False,False,True,True,False,True,0.13094321058773417,0.13094321058773417
ALWAYS_ON,3,3,40003,-113.41986083984375,-7.561324055989584,0.04857676848769188,0.2798295470863658,True,2.137970015988685,57,Tm2Fe9Co4,Co-Fe-Tm,2.3450135401481758,False,False,0.14321837915767865,0.05743971453480648,False,False,True,True,True,True,True,True,True,True,True,0.14321837915767865,0.13505401897249847
ALWAYS_ON,4,4,40004,-81.99225616455078,-9.110250684950087,0.025779133662581444,0.04779093249317678,True,0.5703190329950303,14,Eu6Bi2Pt,Bi-Eu-Pt,3.105093073649983,False,False,0.08018300231085895,0.002597291672517316,True,True,True,True,True,True,True,True,True,True,True,0.08018300231085895,0.08018300231085895
ALWAYS_ON,5,5,40005,-59.351783752441406,-6.594642639160156,0.04799046367406845,0.08522303117764221,True,0.44988231000024825,10,Co4Pt5,Co-Pt,2.5620416044220553,False,False,0.031417650308767975,0.004602124448831044,False,True,True,True,True,False,False,True,True,False,True,0.031417650308767975,0.0
ALWAYS_ON,6,6,40006,-54.18642044067383,-6.020713382297092,0.04815535619854927,0.06402133577805996,True,0.7747143760789186,20,Eu2MnH6,Eu-H-Mn,1.6871362061205784,False,False,0.027813667245932372,0.007977182804956164,False,True,True,True,True,False,False,True,True,False,True,0.027813667245932372,0.0
ALWAYS_ON,7,7,40007,-18.02931022644043,-6.0097700754801435,0.020837269723415375,0.01668907640488341,True,0.7155874030431733,19,ZnFe2,Fe-Zn,2.581972005153763,False,False,0.0860237036902225,0.0028252310615105814,False,True,True,True,True,False,False,True,True,False,True,0.0860237036902225,0.06397784923466787
ALWAYS_ON,8,8,40008,-27.19647216796875,-6.7991180419921875,0.0461893156170845,0.07274999724980265,True,0.38649040705058724,9,CrGaCo2,Co-Cr-Ga,2.473842507518836,False,False,0.07349153951765608,0.0032354009724842084,False,True,True,True,True,False,False,True,True,False,True,0.07349153951765608,0.07349153951765608
ALWAYS_ON,9,9,40009,-70.57157897949219,-7.84128655327691,0.03592166677117348,0.038644639692756506,True,0.5985711319372058,16,Fe4Rh5,Fe-Rh,2.6043771657671693,False,False,0.06124355143584914,0.0023214189105792145,False,True,True,True,True,False,False,True,True,False,True,0.06124355143584914,0.016198706070108315
