branch_id,seed,schedule_id,schedule_kind,active_cfg,delta_g,start,duration,formula,num_atoms,geometric_valid,minimum_periodic_distance_angstrom,validity_reason,chgnet_success,chgnet_mag_density,target_mag_density,property_absolute_error,structure_valid,surrogate_property_eval,dft_verified,e_hull,stable,nus,novel,unique,quality_success,evaluation_valid,c0_property_absolute_error,property_delta_vs_c0,property_gain_vs_c0,property_harm_vs_c0,positive_property_degradation,e_hull_delta_vs_c0,e_hull_harm_vs_c0,stable_loss_vs_c0,validity_loss_vs_c0,nus_loss_vs_c0
877979436:S_T400_DM10_K100,877979436,S_T400_DM10_K100,bounded,1.9,-0.1,400,100,LiMn4O5,10,True,2.040121141902823,,True,0.1724819512868333,0.1,0.0724819512868333,True,True,False,0.03021476487890773,True,True,True,True,True,True,0.0683728092705568,0.00410914201627649,-0.00410914201627649,True,0.00410914201627649,-0.029569282615234727,False,False,False,False
877979436:C0,877979436,C0,c0,2.0,0.0,-1,1000,Mn4O5Zn,10,True,2.160342757729308,,True,0.1683728092705568,0.1,0.0683728092705568,True,True,False,0.059784047494142456,True,True,True,True,True,True,0.0683728092705568,0.0,-0.0,False,0.0,0.0,False,False,False,False
1196559148:C_G190,1196559148,C_G190,constant,1.9,-0.1,-1,1000,Eu8Ge6O2,16,True,2.46870655213199,,True,0.1339250561925959,0.1,0.0339250561925959,True,True,False,0.11102240111572392,False,False,True,True,True,True,0.0555478098933513,-0.0216227537007554,0.0216227537007554,False,0.0,0.03133453475586023,True,True,False,True
1196559148:P_T400_DM10,1196559148,P_T400_DM10,permanent,1.9,-0.1,400,600,H2Fe8Ni6,16,True,1.803403849381155,,True,0.1283978212241407,0.1,0.0283978212241407,True,True,False,0.07711876949340812,True,True,True,True,True,True,0.0555478098933513,-0.0271499886692106,0.0271499886692106,False,0.0,-0.002569096866455567,False,False,False,False
1196559148:S_T400_DM10_K100,1196559148,S_T400_DM10_K100,bounded,1.9,-0.1,400,100,Fe10Ni6,16,True,2.2971343215231927,,True,0.1401743524714722,0.1,0.0401743524714721,True,True,False,0.1100685586242669,False,False,True,True,True,True,0.0555478098933513,-0.015373457421879198,0.015373457421879198,False,0.0,0.03038069226440321,True,True,False,True
1196559148:C0,1196559148,C0,c0,2.0,0.0,-1,1000,Fe11Ni5,16,True,2.4762003371732666,,True,0.1555478098933514,0.1,0.0555478098933513,True,True,False,0.07968786635986369,True,True,True,True,True,True,0.0555478098933513,0.0,-0.0,False,0.0,0.0,False,False,False,False
1932985423:C_G190,1932985423,C_G190,constant,1.9,-0.1,-1,1000,F4MgMn6O6,17,True,1.944764792665704,,True,0.1246984535058779,0.1,0.0246984535058779,True,True,False,0.158274152300085,False,False,True,True,True,True,0.0304080984103881,-0.005709644904510199,0.005709644904510199,False,0.0,0.06266053924284787,True,True,False,True
1932985423:P_T400_DM10,1932985423,P_T400_DM10,permanent,1.9,-0.1,400,600,F10Mn6O,17,True,2.0312515632977237,,True,0.1315292491377108,0.1,0.0315292491377108,True,True,False,0.06053107222656262,True,True,True,True,True,True,0.0304080984103881,0.0011211507273227034,-0.0011211507273227034,False,0.0011211507273227034,-0.035082540830674525,False,False,False,False
1932985423:S_T400_DM10_K100,1932985423,S_T400_DM10_K100,bounded,1.9,-0.1,400,100,F8Mn6O3,17,True,1.8910120111241624,,True,0.1120680095160291,0.1,0.0120680095160291,True,True,False,0.13739038235870726,False,False,True,True,True,True,0.0304080984103881,-0.018340088894359,0.018340088894359,False,0.0,0.04177676930147012,True,True,False,True
1932985423:C0,1932985423,C0,c0,2.0,0.0,-1,1000,F8Mn6O3,17,True,1.9648341012677455,,True,0.1304080984103881,0.1,0.0304080984103881,True,True,False,0.09561361305723715,True,True,True,True,True,True,0.0304080984103881,0.0,-0.0,False,0.0,0.0,False,False,False,False
1799533456:C_G190,1799533456,C_G190,constant,1.9,-0.1,-1,1000,Li2Mn5O7,14,True,1.9427344023675452,,True,0.1281218977821459,0.1,0.0281218977821459,True,True,False,0.1304916776269529,False,False,True,True,True,True,0.0519454856923884,-0.023823587910242503,0.023823587910242503,False,0.0,0.06851304402390213,True,True,False,True
1799533456:P_T400_DM10,1799533456,P_T400_DM10,permanent,1.9,-0.1,400,600,Cu2Eu2Mn2O8,14,True,1.8480557789683856,,True,0.1141255788162979,0.1,0.0141255788162979,True,True,False,0.16053120730329695,False,False,True,True,True,True,0.0519454856923884,-0.037819906876090506,0.037819906876090506,False,0.0,0.09855257370024617,True,True,False,True
1799533456:S_T400_DM10_K100,1799533456,S_T400_DM10_K100,bounded,1.9,-0.1,400,100,CuEu2O10P,14,True,1.4195581423293118,,True,0.0661206631193321,0.1,0.0338793368806678,True,True,False,0.6002731688811354,False,False,True,True,True,True,0.0519454856923884,-0.018066148811720605,0.018066148811720605,False,0.0,0.5382945352780846,True,True,False,True
1799533456:C0,1799533456,C0,c0,2.0,0.0,-1,1000,CuEu5O8,14,True,1.7497798891558862,,True,0.1519454856923884,0.1,0.0519454856923884,True,True,False,0.06197863360305078,True,True,True,True,True,True,0.0519454856923884,0.0,-0.0,False,0.0,0.0,False,False,False,False
868440000:C_G190,868440000,C_G190,constant,1.9,-0.1,-1,1000,GeMn3,4,True,2.601036087808958,,True,0.114515490649233,0.1,0.014515490649233,True,True,False,0.09169988938720763,True,False,False,True,True,True,0.034518244232442,-0.020002753583209,0.020002753583209,False,0.0,-0.015466572284340785,False,False,False,False
868440000:P_T400_DM10,868440000,P_T400_DM10,permanent,1.9,-0.1,400,600,Eu3Li,4,True,3.751399232581296,,True,0.1344663223001693,0.1,0.0344663223001693,True,True,False,0.10716741534586482,False,False,False,True,True,True,0.034518244232442,-5.192193227269992e-05,5.192193227269992e-05,False,0.0,9.5367431640625e-07,False,False,False,False
868440000:S_T400_DM10_K100,868440000,S_T400_DM10_K100,bounded,1.9,-0.1,400,100,Eu3Li,4,True,3.751348126467253,,True,0.1344867646889346,0.1,0.0344867646889346,True,True,False,0.10716836902018123,False,False,False,True,True,True,0.034518244232442,-3.147954350739973e-05,3.147954350739973e-05,False,0.0,1.9073486328125e-06,False,False,False,False
868440000:C0,868440000,C0,c0,2.0,0.0,-1,1000,Eu3Li,4,True,3.7509431851625,,True,0.134518244232442,0.1,0.034518244232442,True,True,False,0.10716646167154842,False,False,False,True,True,True,0.034518244232442,0.0,-0.0,False,0.0,0.0,False,False,False,False
798516746:C_G190,798516746,C_G190,constant,1.9,-0.1,-1,1000,Gd2PtZn,4,True,3.06545586803995,,True,0.159842480950098,0.1,0.059842480950098,True,True,False,0.0389968269140617,True,True,True,True,True,True,0.0094286047521609,0.050413876197937094,-0.050413876197937094,True,0.050413876197937094,0.05046137480956947,True,False,False,False
798516746:P_T400_DM10,798516746,P_T400_DM10,permanent,1.9,-0.1,400,600,Gd2Pt2,4,True,2.9255246254217955,,True,0.1542628952703245,0.1,0.0542628952703245,True,True,False,-0.0009547502685549603,True,True,True,True,True,True,0.0094286047521609,0.044834290518163594,-0.044834290518163594,True,0.044834290518163594,0.01050979762695281,False,False,False,False
798516746:S_T400_DM10_K100,798516746,S_T400_DM10_K100,bounded,1.9,-0.1,400,100,Gd2PtZn,4,True,3.0610323778059,,True,0.1601213385529699,0.1,0.0601213385529699,True,True,False,0.04662049939941326,True,True,True,True,True,True,0.0094286047521609,0.050692733800809006,-0.050692733800809006,True,0.050692733800809006,0.05808504729492103,True,False,False,False
798516746:C0,798516746,C0,c0,2.0,0.0,-1,1000,GdPt2Zn,4,True,2.618677412548166,,True,0.090571395247839,0.1,0.0094286047521609,True,True,False,-0.01146454789550777,True,True,True,True,True,True,0.0094286047521609,0.0,-0.0,False,0.0,0.0,False,False,False,False
1902966792:C_G190,1902966792,C_G190,constant,1.9,-0.1,-1,1000,EuNO2Ti,5,True,1.8150316618645304,,True,0.1025477366808948,0.1,0.0025477366808948,True,True,False,0.17395750176627267,False,False,True,True,True,True,0.0090940736829163,-0.0065463370020214995,0.0065463370020214995,False,0.0,0.11979210401431928,True,True,False,False
1902966792:P_T400_DM10,1902966792,P_T400_DM10,permanent,1.9,-0.1,400,600,Eu4Ni,5,True,3.0930371058275314,,True,0.1649747370469951,0.1,0.0649747370469951,True,True,False,0.06367619354492327,True,True,True,True,True,True,0.0090940736829163,0.055880663364078806,-0.055880663364078806,True,0.055880663364078806,0.009510795792969873,False,False,False,False
1902966792:S_T400_DM10_K100,1902966792,S_T400_DM10_K100,bounded,1.9,-0.1,400,100,CaEu3Pr,5,True,3.888634014602744,,True,0.0994239635508862,0.1,0.0005760364491137,True,True,False,0.04431130433593733,True,True,True,True,True,True,0.0090940736829163,-0.0085180372338026,0.0085180372338026,False,0.0,-0.009854093416016063,False,False,False,False
1902966792:C0,1902966792,C0,c0,2.0,0.0,-1,1000,CaEu3Ni,5,True,2.878644157438709,,True,0.1090940736829163,0.1,0.0090940736829163,True,True,False,0.05416539775195339,True,False,False,True,True,True,0.0090940736829163,0.0,-0.0,False,0.0,0.0,False,False,False,False
1826220078:C_G190,1826220078,C_G190,constant,1.9,-0.1,-1,1000,As2Fe2O9Pb2,15,True,1.7356906280149451,,True,0.0413308648529639,0.1,0.058669135147036,True,True,False,0.053989015677095686,True,True,True,True,True,True,0.0694571994862585,-0.010788064339222504,0.010788064339222504,False,0.0,-0.054892949935315016,False,False,False,False
1826220078:P_T400_DM10,1826220078,P_T400_DM10,permanent,1.9,-0.1,400,600,FeLi3Mn2NiO8,15,True,1.8778139926614816,,True,0.0899276409656672,0.1,0.0100723590343327,True,True,False,0.08420809829947817,True,True,True,True,True,True,0.0694571994862585,-0.059384840451925804,0.059384840451925804,False,0.0,-0.02467386731293253,False,False,False,False
1826220078:S_T400_DM10_K100,1826220078,S_T400_DM10_K100,bounded,1.9,-0.1,400,100,Fe2Li2Mn2NiO8,15,True,1.8955382467567936,,True,0.1084329715741569,0.1,0.0084329715741569,True,True,False,0.17839981213021971,False,False,True,True,True,True,0.0694571994862585,-0.0610242279121016,0.0610242279121016,False,0.0,0.06951784651780901,True,False,False,False
1826220078:C0,1826220078,C0,c0,2.0,0.0,-1,1000,Fe2Mn3Ni2O8,15,True,2.0277776342322915,,True,0.1694571994862585,0.1,0.0694571994862585,True,True,False,0.1088819656124107,False,False,True,True,True,True,0.0694571994862585,0.0,-0.0,False,0.0,0.0,False,False,False,False
392415699:C_G190,392415699,C_G190,constant,1.9,-0.1,-1,1000,Au2Eu3Ga3Ge,9,True,2.805819291836657,,True,0.1002888292469927,0.1,0.0002888292469927,True,True,False,0.05701214282552414,True,True,True,True,True,True,0.0034392623542313,-0.0031504331072385997,0.0031504331072385997,False,0.0,0.039200299580080866,True,False,False,False
392415699:P_T400_DM10,392415699,P_T400_DM10,permanent,1.9,-0.1,400,600,Au4Eu2Ga2Ge,9,True,2.6101249850648864,,True,0.068789721514455,0.1,0.031210278485545,True,True,False,0.10693847884657348,False,False,True,True,True,True,0.0034392623542313,0.027771016131313702,-0.027771016131313702,True,0.027771016131313702,0.08912663560113021,True,True,False,True
392415699:S_T400_DM10_K100,392415699,S_T400_DM10_K100,bounded,1.9,-0.1,400,100,Au4Eu2GaGe2,9,True,2.523758276461639,,True,0.0680449522178928,0.1,0.0319550477821071,True,True,False,0.11098479653754545,False,False,True,True,True,True,0.0034392623542313,0.028515785427875803,-0.028515785427875803,True,0.028515785427875803,0.09317295329210218,True,True,False,True
392415699:C0,392415699,C0,c0,2.0,0.0,-1,1000,Au2Eu3Ga2Ge2,9,True,2.5497090258091606,,True,0.0965607376457686,0.1,0.0034392623542313,True,True,False,0.01781184324544327,True,True,True,True,True,True,0.0034392623542313,0.0,-0.0,False,0.0,0.0,False,False,False,False
957478297:C_G190,957478297,C_G190,constant,1.9,-0.1,-1,1000,CuMgMn7O11,20,True,1.8172295321132848,,True,0.1182826536891598,0.1,0.0182826536891598,True,True,False,0.11896526314648703,False,False,True,True,True,True,0.0848362106307929,-0.06655355694163309,0.06655355694163309,False,0.0,0.077342880840499,True,True,False,True
957478297:P_T400_DM10,957478297,P_T400_DM10,permanent,1.9,-0.1,400,600,LiMn8O11,20,True,1.934492118159361,,True,0.1487872692982567,0.1,0.0487872692982567,True,True,False,0.14887290573047274,False,False,True,True,True,True,0.0848362106307929,-0.0360489413325362,0.0360489413325362,False,0.0,0.10725052342448471,True,True,False,True
957478297:S_T400_DM10_K100,957478297,S_T400_DM10_K100,bounded,1.9,-0.1,400,100,Mn8O12,20,True,1.9609538428143205,,True,0.1512165981377774,0.1,0.0512165981377774,True,True,False,0.05089751576757706,True,False,False,True,True,True,0.0848362106307929,-0.0336196124930155,0.0336196124930155,False,0.0,0.009275133461589036,False,False,False,True
957478297:C0,957478297,C0,c0,2.0,0.0,-1,1000,Fe2LiMn7O10,20,True,2.075190980260166,,True,0.1848362106307929,0.1,0.0848362106307929,True,True,False,0.041622382305988026,True,True,True,True,True,True,0.0848362106307929,0.0,-0.0,False,0.0,0.0,False,False,False,False
1486805536:C_G190,1486805536,C_G190,constant,1.9,-0.1,-1,1000,CuEu2Tm,4,True,3.132283650892803,,True,0.1151864765918981,0.1,0.0151864765918981,True,True,False,0.193585943327637,False,False,True,True,True,True,0.0535642559851382,-0.038377779393240094,0.038377779393240094,False,0.0,0.11130954772949231,True,True,False,False
1486805536:P_T400_DM10,1486805536,P_T400_DM10,permanent,1.9,-0.1,400,600,CuEu2Tm,4,True,2.8214463155841365,,True,0.1129468648807112,0.1,0.0129468648807112,True,True,False,0.16995866213867217,False,False,True,True,True,True,0.0535642559851382,-0.040617391104427,0.040617391104427,False,0.0,0.08768226654052746,True,True,False,False
1486805536:S_T400_DM10_K100,1486805536,S_T400_DM10_K100,bounded,1.9,-0.1,400,100,CuEu2Tm,4,True,3.123182466729104,,True,0.1153744267439175,0.1,0.0153744267439174,True,True,False,0.19353539858886748,False,False,True,True,True,True,0.0535642559851382,-0.0381898292412208,0.0381898292412208,False,0.0,0.11125900299072278,True,True,False,False
1486805536:C0,1486805536,C0,c0,2.0,0.0,-1,1000,CuEu3,4,True,3.0419932337694684,,True,0.1535642559851383,0.1,0.0535642559851382,True,True,False,0.0822763955981447,True,False,False,True,True,True,0.0535642559851382,0.0,-0.0,False,0.0,0.0,False,False,False,False
129426269:C_G190,129426269,C_G190,constant,1.9,-0.1,-1,1000,ErFe9Mn2,12,True,2.3461972994797717,,True,0.1667060124381003,0.1,0.0667060124381003,True,True,False,0.11434812289799545,False,False,True,True,True,True,0.0289892316326126,0.0377167808054877,-0.0377167808054877,True,0.0377167808054877,0.02842997940158387,True,True,False,True
129426269:P_T400_DM10,129426269,P_T400_DM10,permanent,1.9,-0.1,400,600,ErFe6Mn5,12,True,2.3096107013183342,,True,0.1505044504419589,0.1,0.0505044504419588,True,True,False,0.204919936465366,False,False,True,True,True,True,0.0289892316326126,0.021515218809346204,-0.021515218809346204,True,0.021515218809346204,0.11900179296895441,True,True,False,True
129426269:S_T400_DM10_K100,129426269,S_T400_DM10_K100,bounded,1.9,-0.1,400,100,ErFe8Mn3,12,True,2.3666467600263017,,True,0.1762671170866524,0.1,0.0762671170866524,True,True,False,0.14343903496982513,False,False,True,True,True,True,0.0289892316326126,0.047277885454039804,-0.047277885454039804,True,0.047277885454039804,0.05752089147341355,True,True,False,True
129426269:C0,129426269,C0,c0,2.0,0.0,-1,1000,Er2Fe8Mn2,12,True,2.398849066912716,,True,0.1289892316326126,0.1,0.0289892316326126,True,True,False,0.08591814349641158,True,True,True,True,True,True,0.0289892316326126,0.0,-0.0,False,0.0,0.0,False,False,False,False
850268819:C_G190,850268819,C_G190,constant,1.9,-0.1,-1,1000,As5Eu11,16,True,3.0892131705089083,,True,0.1596695379060348,0.1,0.0596695379060348,True,True,False,0.13691380532308095,False,False,True,True,True,True,0.0719166628873897,-0.012247124981354898,0.012247124981354898,False,0.0,0.21253389643636034,True,True,False,True
850268819:P_T400_DM10,850268819,P_T400_DM10,permanent,1.9,-0.1,400,600,Eu7O9,16,True,2.224317817296324,,True,0.1710000374662748,0.1,0.0710000374662747,True,True,False,-0.06580201402587704,True,True,True,True,True,True,0.0719166628873897,-0.0009166254211149943,0.0009166254211149943,False,0.0,0.009818077087402344,False,False,False,False
850268819:S_T400_DM10_K100,850268819,S_T400_DM10_K100,bounded,1.9,-0.1,400,100,Eu5Ge2O9,16,True,1.7552169599941805,,True,0.1132742827417677,0.1,0.0132742827417677,True,True,False,0.02271161966405799,True,True,True,True,True,True,0.0719166628873897,-0.058642380145621995,0.058642380145621995,False,0.0,0.09833171077733738,True,False,False,False
850268819:C0,850268819,C0,c0,2.0,0.0,-1,1000,Eu7O9,16,True,2.312926618054285,,True,0.1719166628873897,0.1,0.0719166628873897,True,True,False,-0.07562009111327939,True,True,True,True,True,True,0.0719166628873897,0.0,-0.0,False,0.0,0.0,False,False,False,False
458019235:C_G190,458019235,C_G190,constant,1.9,-0.1,-1,1000,Eu3RhSr,5,True,2.9078618958865685,,True,0.1053844892920822,0.1,0.0053844892920822,True,True,False,0.08203823791276044,True,False,False,True,True,True,0.0174327322226601,-0.012048242930577902,0.012048242930577902,False,0.0,-0.05747675090833404,False,False,False,False
458019235:P_T400_DM10,458019235,P_T400_DM10,permanent,1.9,-0.1,400,600,Eu3RhSr,5,True,2.908050808063756,,True,0.1053746139759601,0.1,0.0053746139759601,True,True,False,0.08203900085221427,True,False,False,True,True,True,0.0174327322226601,-0.0120581182467,0.0120581182467,False,0.0,-0.057475987968880204,False,False,False,False
458019235:S_T400_DM10_K100,458019235,S_T400_DM10_K100,bounded,1.9,-0.1,400,100,Eu3RhSr,5,True,2.908962040423169,,True,0.1053967811160139,0.1,0.0053967811160139,True,True,False,0.08203823791276044,True,False,False,True,True,True,0.0174327322226601,-0.012035951106646202,0.012035951106646202,False,0.0,-0.05747675090833404,False,False,False,False
458019235:C0,458019235,C0,c0,2.0,0.0,-1,1000,Eu3RhTl,5,True,2.8022206903469105,,True,0.1174327322226601,0.1,0.0174327322226601,True,True,False,0.13951498882109448,False,False,True,True,True,True,0.0174327322226601,0.0,-0.0,False,0.0,0.0,False,False,False,False
537922353:C_G190,537922353,C_G190,constant,1.9,-0.1,-1,1000,HGd3In,5,True,2.452405115754462,,True,0.1791868268113303,0.1,0.0791868268113303,True,True,False,0.042231620765623035,True,False,False,True,True,True,0.0974624791146821,-0.018275652303351805,0.018275652303351805,False,0.0,-0.011930664896215859,False,False,False,True
537922353:P_T400_DM10,537922353,P_T400_DM10,permanent,1.9,-0.1,400,600,CuFe4,5,True,2.4699276912856907,,True,0.1733628732162508,0.1,0.0733628732162508,True,True,False,0.09421035278125078,True,True,True,True,True,True,0.0974624791146821,-0.024099605898431298,0.024099605898431298,False,0.0,0.04004806711941189,True,False,False,False
537922353:S_T400_DM10_K100,537922353,S_T400_DM10_K100,bounded,1.9,-0.1,400,100,CuFe4,5,True,2.466490029484099,,True,0.1717285015203239,0.1,0.0717285015203239,True,True,False,0.10191680419726623,False,False,True,True,True,True,0.0974624791146821,-0.025733977594358207,0.025733977594358207,False,0.0,0.04775451853542734,True,True,False,True
537922353:C0,537922353,C0,c0,2.0,0.0,-1,1000,CoFe3Mn,5,True,2.4464952233548405,,True,0.1974624791146821,0.1,0.0974624791146821,True,True,False,0.054162285661838894,True,True,True,True,True,True,0.0974624791146821,0.0,-0.0,False,0.0,0.0,False,False,False,False
1887277722:C_G190,1887277722,C_G190,constant,1.9,-0.1,-1,1000,DyEu5,6,True,3.794625061190375,,True,0.1472562119834651,0.1,0.0472562119834651,True,True,False,0.09089811259928204,True,True,True,True,True,True,0.0490978814342679,-0.001841669450802802,0.001841669450802802,False,0.0,0.02577435756673019,True,False,False,False
1887277722:P_T400_DM10,1887277722,P_T400_DM10,permanent,1.9,-0.1,400,600,DyEu5,6,True,3.7399234493179545,,True,0.1479017163929998,0.1,0.0479017163929998,True,True,False,0.08966850851399677,True,True,True,True,True,True,0.0490978814342679,-0.001196165041268099,0.001196165041268099,False,0.0,0.024544753481444914,True,False,False,False
