trial,selector,energy_above_hull_per_atom,rmsd_from_relaxation,stable,novel_unique_stable,comp_validity,structure_validity,novel,unique,converged,ehull_change,rmsd_relative_change,stable_change,nus_change,composition_change,structure_change,novel_change,unique_change
262,Q6_NS_SETRANK_PROXY,0.08252598074066639,0.0122151345463801,0.875,0.625,0.875,1.0,0.625,0.875,1.0,-0.046191559577330205,-0.4767368458048761,0.25,0.125,0.0,0.0,-0.125,0.125
263,baseline_first,0.11813108498425737,0.04086851558836799,0.5,0.125,1.0,1.0,0.375,0.75,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
263,Q1_UQ_PQR,0.08217839446406658,0.040300447397070074,0.75,0.25,0.875,1.0,0.375,0.875,1.0,-0.03595269052019079,-0.013899897833813069,0.25,0.125,-0.125,0.0,0.0,0.125
263,Q2_RFR,0.06851145463337102,0.010783572005419462,0.75,0.125,0.875,1.0,0.125,0.625,1.0,-0.049619630350886346,-0.7361398658558402,0.25,0.0,-0.125,0.0,-0.25,-0.125
263,Q4_CPRC,0.08217839446406658,0.040300447397070074,0.75,0.25,0.875,1.0,0.375,0.875,1.0,-0.03595269052019079,-0.013899897833813069,0.25,0.125,-0.125,0.0,0.0,0.125
263,Q6_NS_SETRANK_PROXY,0.08636781280374003,0.04416392642142654,0.75,0.375,0.875,1.0,0.5,0.875,1.0,-0.03176327218051733,0.08063446361131099,0.25,0.25,-0.125,0.0,0.125,0.125
264,baseline_first,0.106259436112185,0.028114395656928103,0.5,0.25,0.75,1.0,0.375,0.75,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
264,Q1_UQ_PQR,0.06602776920533822,0.015281701348265639,0.875,0.375,0.875,1.0,0.5,1.0,1.0,-0.04023166690684678,-0.45644567520697044,0.375,0.125,0.125,0.0,0.125,0.25
264,Q2_RFR,0.08698589056083902,0.012291928304793889,0.875,0.25,1.0,1.0,0.375,0.875,1.0,-0.019273545551345972,-0.5627888127211141,0.375,0.0,0.25,0.0,0.0,0.125
264,Q4_CPRC,0.06602776920533822,0.015281701348265639,0.875,0.375,0.875,1.0,0.5,1.0,1.0,-0.04023166690684678,-0.45644567520697044,0.375,0.125,0.125,0.0,0.125,0.25
264,Q6_NS_SETRANK_PROXY,0.0773829068157432,0.020236152153676662,0.75,0.375,0.875,1.0,0.5,0.875,1.0,-0.0288765292964418,-0.2802209800056663,0.25,0.125,0.125,0.0,0.125,0.125
265,baseline_first,0.15665219392226126,0.025244898821910597,0.5,0.375,1.0,1.0,0.625,0.875,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
265,Q1_UQ_PQR,0.08459327108531797,0.022732377886157548,0.875,0.125,1.0,1.0,0.25,0.875,1.0,-0.07205892283694329,-0.09952588653563454,0.375,-0.25,0.0,0.0,-0.375,0.0
265,Q2_RFR,0.08459327108531797,0.022732377886157548,0.875,0.125,1.0,1.0,0.25,0.875,1.0,-0.07205892283694329,-0.09952588653563454,0.375,-0.25,0.0,0.0,-0.375,0.0
265,Q4_CPRC,0.08459327108531797,0.022732377886157548,0.875,0.125,1.0,1.0,0.25,0.875,1.0,-0.07205892283694329,-0.09952588653563454,0.375,-0.25,0.0,0.0,-0.375,0.0
265,Q6_NS_SETRANK_PROXY,0.11339464249227002,0.028261942066914864,0.625,0.375,1.0,1.0,0.5,0.875,1.0,-0.04325755142999124,0.11951100562089434,0.125,0.0,0.0,0.0,-0.125,0.0
266,baseline_first,0.1365164532834717,0.0538976252949189,0.5,0.125,0.875,1.0,0.625,0.75,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
266,Q1_UQ_PQR,0.0900282577860255,0.022116440860880212,0.75,0.25,0.875,1.0,0.375,0.75,1.0,-0.046488195497446205,-0.5896583432041262,0.25,0.125,0.0,0.0,-0.25,0.0
266,Q2_RFR,0.05334559797912182,0.005536375130148613,0.875,0.25,0.875,1.0,0.25,0.75,1.0,-0.08317085530434988,-0.8972797947988528,0.375,0.125,0.0,0.0,-0.375,0.0
266,Q4_CPRC,0.08900368740858652,0.0288365700173391,0.875,0.375,0.875,1.0,0.5,0.875,1.0,-0.04751276587488518,-0.4649751290608788,0.375,0.25,0.0,0.0,-0.125,0.125
266,Q6_NS_SETRANK_PROXY,0.09701550820104829,0.027813825761393716,0.875,0.5,0.875,1.0,0.625,0.875,1.0,-0.03950094508242341,-0.48395081213316804,0.375,0.375,0.0,0.0,0.0,0.125
267,baseline_first,0.16904501538559918,0.05110391714417855,0.375,0.25,0.875,1.0,0.75,0.75,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
267,Q1_UQ_PQR,0.09965953869565854,0.02963042650253174,0.875,0.5,1.0,1.0,0.625,1.0,1.0,-0.06938547668994065,-0.42019265531180405,0.5,0.25,0.125,0.0,-0.125,0.25
267,Q2_RFR,0.095052522382807,0.02272436162024256,0.75,0.125,1.0,1.0,0.25,0.875,1.0,-0.07399249300279219,-0.5553303368872735,0.375,-0.125,0.125,0.0,-0.5,0.125
267,Q4_CPRC,0.09417338156738682,0.028853391805269264,0.875,0.25,0.875,1.0,0.375,1.0,1.0,-0.07487163381821237,-0.43539764821029836,0.5,0.0,0.0,0.0,-0.375,0.25
267,Q6_NS_SETRANK_PROXY,0.09683319154016765,0.028403096258212288,0.875,0.5,1.0,1.0,0.625,1.0,1.0,-0.07221182384543154,-0.4442090186926543,0.5,0.25,0.125,0.0,-0.125,0.25
268,baseline_first,0.17525098363784386,0.038206203906036657,0.5,0.25,1.0,1.0,0.75,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268,Q1_UQ_PQR,0.07682395891713364,0.012787936947001387,0.75,0.375,1.0,1.0,0.375,0.625,1.0,-0.09842702472071022,-0.6652916113191536,0.25,0.125,0.0,0.0,-0.375,-0.375
268,Q2_RFR,0.06565933652069297,0.011771884355463525,0.75,0.25,1.0,1.0,0.25,0.625,1.0,-0.10959164711715089,-0.691885527690346,0.25,0.0,0.0,0.0,-0.5,-0.375
268,Q4_CPRC,0.07579938853969467,0.019508066103460273,0.875,0.5,1.0,1.0,0.5,0.75,1.0,-0.09945159509814919,-0.48940056564012735,0.375,0.25,0.0,0.0,-0.25,-0.25
268,Q6_NS_SETRANK_PROXY,0.06678416523155725,0.05497328123728245,0.875,0.5,0.75,1.0,0.625,1.0,1.0,-0.10846681840628661,0.43885745290168865,0.375,0.25,-0.25,0.0,-0.125,0.0
269,baseline_first,0.15057141646357228,0.04989266145478329,0.5,0.125,0.875,1.0,0.625,0.75,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
269,Q1_UQ_PQR,0.07950314398571252,0.020837841603839363,0.75,0.375,0.75,1.0,0.5,1.0,1.0,-0.07106827247785975,-0.5823465616737187,0.25,0.25,-0.125,0.0,-0.125,0.25
269,Q2_RFR,0.07438839262268257,0.0178936870767145,0.75,0.25,0.875,1.0,0.25,0.75,1.0,-0.07618302384088971,-0.6413563326756744,0.25,0.125,0.0,0.0,-0.375,0.0
269,Q4_CPRC,0.07950314398571252,0.020837841603839363,0.75,0.375,0.75,1.0,0.5,1.0,1.0,-0.07106827247785975,-0.5823465616737187,0.25,0.25,-0.125,0.0,-0.125,0.25
269,Q6_NS_SETRANK_PROXY,0.08722200742747929,0.019830969444893876,0.75,0.5,0.75,1.0,0.625,1.0,1.0,-0.06334940903609299,-0.6025273283353247,0.25,0.375,-0.125,0.0,0.0,0.25
270,baseline_first,0.12627107458763318,0.02698177047635921,0.375,0.125,0.875,1.0,0.375,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
270,Q1_UQ_PQR,0.060940217978010386,0.00566523228130215,0.875,0.375,0.875,1.0,0.375,0.875,1.0,-0.06533085660962279,-0.7900348204997929,0.5,0.25,0.0,0.0,0.0,0.375
270,Q2_RFR,0.06174436076329501,0.005076239561116913,0.875,0.375,1.0,1.0,0.375,0.875,1.0,-0.06452671382433817,-0.8118641041156067,0.5,0.25,0.125,0.0,0.0,0.375
270,Q4_CPRC,0.060940217978010386,0.00566523228130215,0.875,0.375,0.875,1.0,0.375,0.875,1.0,-0.06533085660962279,-0.7900348204997929,0.5,0.25,0.0,0.0,0.0,0.375
270,Q6_NS_SETRANK_PROXY,0.07220221501653631,0.006434255431203512,0.875,0.5,1.0,1.0,0.5,0.875,1.0,-0.05406885957109686,-0.7615332382713338,0.5,0.375,0.125,0.0,0.125,0.375
271,baseline_first,0.14308587937881398,0.02759531683477552,0.375,0.25,1.0,1.0,0.5,0.75,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
271,Q1_UQ_PQR,0.09790342191593435,0.01604307867990306,0.75,0.25,1.0,1.0,0.375,0.75,1.0,-0.04518245746287963,-0.41863038659930774,0.375,0.0,0.0,0.0,-0.125,0.0
271,Q2_RFR,0.07214194457414655,0.011421909529553673,0.75,0.125,1.0,1.0,0.125,0.625,1.0,-0.07094393480466743,-0.5860924664159021,0.375,-0.125,0.0,0.0,-0.375,-0.125
271,Q4_CPRC,0.09687885153849538,0.02276320783636195,0.875,0.375,1.0,1.0,0.5,0.875,1.0,-0.046207027840318604,-0.1751061249756758,0.5,0.125,0.0,0.0,0.0,0.125
271,Q6_NS_SETRANK_PROXY,0.08590507716563807,0.017973315735778102,0.875,0.5,1.0,1.0,0.625,0.875,1.0,-0.05718080221317591,-0.34868239261785927,0.5,0.25,0.0,0.0,0.125,0.125
272,baseline_first,0.1584805293806955,0.03176280206608476,0.5,0.125,1.0,1.0,0.5,0.875,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
272,Q1_UQ_PQR,0.06924944769306048,0.0069004230752603875,0.875,0.25,0.875,1.0,0.25,0.875,1.0,-0.08923108168763504,-0.7827514379586673,0.375,0.125,-0.125,0.0,-0.25,0.0
272,Q2_RFR,0.06028675004143088,0.006342344547370025,0.875,0.375,1.0,1.0,0.375,0.75,1.0,-0.09819377933926463,-0.8003216298683495,0.375,0.25,0.0,0.0,-0.125,-0.125
272,Q4_CPRC,0.06085334680145511,0.006838120690878613,0.875,0.25,0.875,1.0,0.25,0.75,1.0,-0.0976271825792404,-0.7847129268805877,0.375,0.125,-0.125,0.0,-0.25,-0.125
272,Q6_NS_SETRANK_PROXY,0.06316325448645108,0.010572620185566501,0.875,0.5,1.0,1.0,0.5,0.875,1.0,-0.09531727489424444,-0.6671383033660123,0.375,0.375,0.0,0.0,0.0,0.0
273,baseline_first,0.1391133802624,0.029182705253977065,0.5,0.375,0.875,1.0,0.625,0.875,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
273,Q1_UQ_PQR,0.052740717075988014,0.006404802648028,1.0,0.5,1.0,1.0,0.5,0.875,1.0,-0.08637266318641199,-0.7805274530826732,0.5,0.125,0.125,0.0,-0.125,0.0
273,Q2_RFR,0.053348259871689646,0.005013937176735138,0.875,0.375,1.0,1.0,0.375,0.75,1.0,-0.08576512039071035,-0.828188060938873,0.375,0.0,0.125,0.0,-0.25,-0.125
273,Q4_CPRC,0.06348476940601408,0.006866689517855976,0.875,0.25,0.875,1.0,0.25,0.875,1.0,-0.07562861085638592,-0.7647000352402157,0.375,-0.125,0.0,0.0,-0.375,0.0
273,Q6_NS_SETRANK_PROXY,0.06316185744220335,0.011938652321568087,1.0,0.625,1.0,1.0,0.625,0.875,1.0,-0.07595152282019665,-0.590899739497555,0.5,0.25,0.125,0.0,0.0,0.0
274,baseline_first,0.14456861994556197,0.10380875162626087,0.25,0.0,0.75,1.0,0.625,0.625,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
274,Q1_UQ_PQR,0.061400501497674134,0.013864903221263589,1.0,0.375,0.75,1.0,0.375,1.0,1.0,-0.08316811844788784,-0.8664380121708724,0.75,0.375,0.0,0.0,-0.25,0.375
274,Q2_RFR,0.05479639988176639,0.010669312763691175,0.875,0.25,0.875,1.0,0.25,0.75,1.0,-0.08977222006379558,-0.8972214519821649,0.625,0.25,0.125,0.0,-0.375,0.125
274,Q4_CPRC,0.061400501497674134,0.013864903221263589,1.0,0.375,0.75,1.0,0.375,1.0,1.0,-0.08316811844788784,-0.8664380121708724,0.75,0.375,0.0,0.0,-0.25,0.375
274,Q6_NS_SETRANK_PROXY,0.05573133587280206,0.012207836646403673,1.0,0.625,0.875,1.0,0.625,1.0,1.0,-0.08883728407275991,-0.8824006988316829,0.75,0.625,0.125,0.0,0.0,0.375
275,baseline_first,0.17901068351155744,0.07264186198586321,0.375,0.125,0.875,1.0,0.625,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
275,Q1_UQ_PQR,0.10761920763069505,0.025159112287007672,0.75,0.375,1.0,1.0,0.625,0.875,1.0,-0.07139147588086239,-0.6536554598242006,0.375,0.25,0.125,0.0,0.0,-0.125
275,Q2_RFR,0.09928964799344661,0.01221449056888966,0.625,0.125,1.0,1.0,0.25,0.75,1.0,-0.07972103551811083,-0.8318532835616643,0.25,0.0,0.125,0.0,-0.375,-0.25
275,Q4_CPRC,0.11368452018644654,0.02502414588701163,0.625,0.25,1.0,1.0,0.5,0.875,1.0,-0.0653261633251109,-0.6555134298198253,0.25,0.125,0.125,0.0,-0.125,-0.125
275,Q6_NS_SETRANK_PROXY,0.11004695258022562,0.07243373072639216,0.75,0.625,0.75,1.0,0.875,1.0,1.0,-0.06896373093133182,-0.0028651696663771764,0.375,0.5,-0.125,0.0,0.25,0.0
276,baseline_first,0.168349271144507,0.022554500978810822,0.375,0.25,1.0,1.0,0.625,0.75,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
276,Q1_UQ_PQR,0.06457136607646372,0.005335965732730875,0.875,0.375,0.875,1.0,0.375,1.0,1.0,-0.1037779050680433,-0.7634190294104121,0.5,0.125,-0.125,0.0,-0.25,0.25
276,Q2_RFR,0.05895769031115348,0.00320058858019435,0.75,0.125,1.0,1.0,0.125,0.75,1.0,-0.10939158083335354,-0.8580953494293138,0.375,-0.125,0.0,0.0,-0.5,0.0
276,Q4_CPRC,0.057546004730167216,0.00518044677167245,0.875,0.25,0.875,1.0,0.25,0.875,1.0,-0.1108032664143398,-0.7703142811033903,0.5,0.0,-0.125,0.0,-0.375,0.125
276,Q6_NS_SETRANK_PROXY,0.08764438284168227,0.012737821884588,0.75,0.625,1.0,1.0,0.625,0.875,1.0,-0.08070488830282474,-0.43524257545956146,0.375,0.375,0.0,0.0,0.0,0.125
277,baseline_first,0.13947572213818982,0.04673989409480685,0.625,0.25,0.875,1.0,0.5,0.75,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
277,Q1_UQ_PQR,0.06499253327446915,0.006422840847671651,0.875,0.25,0.875,1.0,0.25,1.0,1.0,-0.07448318886372067,-0.8625833247579977,0.25,0.0,0.0,0.0,-0.25,0.25
277,Q2_RFR,0.06668576086383379,0.0049026143521191,0.875,0.25,0.875,1.0,0.25,0.875,1.0,-0.07278996127435602,-0.8951085695193345,0.25,0.0,0.0,0.0,-0.25,0.125
277,Q4_CPRC,0.06499253327446915,0.006422840847671651,0.875,0.25,0.875,1.0,0.25,1.0,1.0,-0.07448318886372067,-0.8625833247579977,0.25,0.0,0.0,0.0,-0.25,0.25
277,Q6_NS_SETRANK_PROXY,0.07304320860148124,0.012407742473437025,0.875,0.5,0.875,1.0,0.5,1.0,1.0,-0.06643251353670858,-0.7345363588486261,0.25,0.25,0.0,0.0,0.0,0.25
278,baseline_first,0.14982496963795439,0.07248301176376071,0.375,0.125,0.75,1.0,0.5,0.875,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
278,Q1_UQ_PQR,0.06700553053376188,0.0055302658813061005,0.75,0.25,0.875,1.0,0.25,0.875,1.0,-0.08281943910419251,-0.9237025925560247,0.375,0.125,0.125,0.0,-0.25,0.0
278,Q2_RFR,0.06363643008542805,0.003797441850018375,0.75,0.0,0.875,1.0,0.0,0.75,1.0,-0.08618853955252634,-0.9476092154890702,0.375,-0.125,0.125,0.0,-0.5,-0.125
278,Q4_CPRC,0.06700553053376188,0.0055302658813061005,0.75,0.25,0.875,1.0,0.25,0.875,1.0,-0.08281943910419251,-0.9237025925560247,0.375,0.125,0.125,0.0,-0.25,0.0
278,Q6_NS_SETRANK_PROXY,0.08821097960170651,0.013233598028096587,0.75,0.5,0.875,1.0,0.5,0.875,1.0,-0.06161399003624787,-0.8174248323010085,0.375,0.375,0.125,0.0,0.0,0.0
279,baseline_first,0.1279847319048308,0.016417006252824114,0.625,0.125,0.75,1.0,0.375,0.875,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
279,Q1_UQ_PQR,0.12191217246554638,0.06479970573457036,0.625,0.375,1.0,1.0,0.625,1.0,1.0,-0.006072559439284433,2.9471085493083296,0.0,0.25,0.25,0.0,0.25,0.125
279,Q2_RFR,0.1129136385371032,0.018605641133778036,0.5,0.0,1.0,1.0,0.125,0.5,1.0,-0.015071093367727606,0.13331510308570582,-0.125,-0.125,0.25,0.0,-0.25,-0.375
279,Q4_CPRC,0.1308383267915148,0.07147464074925335,0.625,0.375,1.0,1.0,0.625,0.875,1.0,0.002853594886683991,3.3536951651558287,0.0,0.25,0.25,0.0,0.25,0.0
279,Q6_NS_SETRANK_PROXY,0.12444111069844895,0.06376910092898619,0.625,0.625,1.0,1.0,0.875,1.0,1.0,-0.0035436212063818667,2.884331890171291,0.0,0.5,0.25,0.0,0.5,0.125
280,baseline_first,0.12777889138208637,0.057504514511904276,0.375,0.0,0.75,1.0,0.25,0.75,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
280,Q1_UQ_PQR,0.06562872522550064,0.00465826094565435,0.875,0.375,0.875,1.0,0.375,0.875,1.0,-0.06215016615658572,-0.9189931262755028,0.5,0.375,0.125,0.0,0.125,0.125
280,Q2_RFR,0.07015179322965467,0.010719531600066425,0.75,0.25,1.0,1.0,0.25,0.625,1.0,-0.057627098152431694,-0.8135879992892154,0.375,0.25,0.25,0.0,0.0,-0.125
280,Q4_CPRC,0.06562872522550064,0.00465826094565435,0.875,0.375,0.875,1.0,0.375,0.875,1.0,-0.06215016615658572,-0.9189931262755028,0.5,0.375,0.125,0.0,0.125,0.125
280,Q6_NS_SETRANK_PROXY,0.07466982640311023,0.011703375876455611,0.875,0.5,0.875,1.0,0.5,0.875,1.0,-0.053109064978976134,-0.7964790073302359,0.5,0.5,0.125,0.0,0.25,0.125
281,baseline_first,0.13264348157020106,0.09128180416654891,0.25,0.125,0.875,1.0,0.625,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
281,Q1_UQ_PQR,0.0946270621142907,0.010475235180224939,0.75,0.25,1.0,1.0,0.375,0.875,1.0,-0.03801641945591036,-0.8852428994379617,0.5,0.125,0.125,0.0,-0.25,-0.125
281,Q2_RFR,0.09735260128939026,0.011418824920111577,0.75,0.125,1.0,1.0,0.25,0.75,1.0,-0.0352908802808108,-0.8749057928425991,0.5,0.0,0.125,0.0,-0.375,-0.25
281,Q4_CPRC,0.09829706474729434,0.017153614513364425,0.75,0.375,1.0,1.0,0.5,1.0,1.0,-0.03434641682290672,-0.812080680591428,0.5,0.25,0.125,0.0,-0.125,0.0
281,Q6_NS_SETRANK_PROXY,0.08233158355048995,0.013052780908831113,0.875,0.625,1.0,1.0,0.625,1.0,1.0,-0.050311898019711115,-0.8570056647323101,0.625,0.5,0.125,0.0,0.0,0.0
282,baseline_first,0.12352492754061914,0.0735406957804236,0.5,0.125,1.0,1.0,0.375,0.75,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
282,Q1_UQ_PQR,0.07189697144975223,0.01140464406834655,0.875,0.375,1.0,1.0,0.375,1.0,1.0,-0.051627956090866914,-0.8449206395544813,0.375,0.25,0.0,0.0,0.0,0.25
282,Q2_RFR,0.06448872704855987,0.008798046330959375,0.75,0.25,1.0,1.0,0.25,0.75,1.0,-0.059036200492059265,-0.8803649294095828,0.25,0.125,0.0,0.0,-0.125,0.0
282,Q4_CPRC,0.07189697144975223,0.01140464406834655,0.875,0.375,1.0,1.0,0.375,1.0,1.0,-0.051627956090866914,-0.8449206395544813,0.375,0.25,0.0,0.0,0.0,0.25
282,Q6_NS_SETRANK_PROXY,0.07785979963384733,0.01021050403578896,0.75,0.5,1.0,1.0,0.5,0.875,1.0,-0.04566512790677181,-0.8611584521001094,0.25,0.375,0.0,0.0,0.125,0.125
283,baseline_first,0.16869735214595424,0.03113382434161505,0.25,0.0,0.875,1.0,0.375,0.75,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
283,Q1_UQ_PQR,0.06426779468884243,0.013205591850781587,0.875,0.375,0.875,1.0,0.375,0.875,1.0,-0.10442955745711181,-0.5758442102748578,0.625,0.375,0.0,0.0,0.0,0.125
283,Q2_RFR,0.05426385511620031,0.006520140770142575,0.875,0.25,0.875,1.0,0.25,0.75,1.0,-0.11443349702975393,-0.7905769397745517,0.625,0.25,0.0,0.0,-0.125,0.0
283,Q4_CPRC,0.06689921729340138,0.01323416067775895,0.875,0.375,0.875,1.0,0.375,1.0,1.0,-0.10179813485255286,-0.5749265964711731,0.625,0.375,0.0,0.0,0.0,0.25
283,Q6_NS_SETRANK_PROXY,0.07325814082212398,0.013683234067933713,1.0,0.625,0.75,1.0,0.625,1.0,1.0,-0.09543921132383026,-0.5605026251258183,0.75,0.625,-0.125,0.0,0.25,0.25
284,baseline_first,0.10821981496657679,0.045930546652168114,0.625,0.375,1.0,1.0,0.5,0.875,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
284,Q1_UQ_PQR,0.07051013075231058,0.0070222084789144,0.875,0.375,0.875,1.0,0.375,1.0,1.0,-0.03770968421426621,-0.8471124558544108,0.25,0.0,-0.125,0.0,-0.125,0.125
284,Q2_RFR,0.06447262589642708,0.004322394164850574,0.75,0.125,0.875,1.0,0.125,0.75,1.0,-0.04374718907014971,-0.905892821228886,0.125,-0.25,-0.125,0.0,-0.375,-0.125
284,Q4_CPRC,0.06348476940601408,0.006866689517855975,0.875,0.25,0.875,1.0,0.25,0.875,1.0,-0.04473504556056271,-0.8504984151428157,0.25,-0.125,-0.125,0.0,-0.25,0.0
284,Q6_NS_SETRANK_PROXY,0.06885755299078808,0.010173034986698462,0.75,0.5,1.0,1.0,0.5,0.875,1.0,-0.03936226197578871,-0.7785126516403381,0.125,0.125,0.0,0.0,0.0,0.0
285,baseline_first,0.2228429967127807,0.044464307816614985,0.0,0.0,0.875,1.0,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
285,Q1_UQ_PQR,0.057746332100838536,0.0065479207949806755,0.875,0.375,0.875,1.0,0.375,0.875,1.0,-0.16509666461194217,-0.8527375974908595,0.875,0.375,0.0,0.0,-0.125,0.375
285,Q2_RFR,0.0472870808033495,0.006555937060895663,1.0,0.375,0.875,1.0,0.375,0.875,1.0,-0.1755559159094312,-0.8525573120819863,1.0,0.375,0.0,0.0,-0.125,0.375
285,Q4_CPRC,0.0472870808033495,0.006555937060895663,1.0,0.375,0.875,1.0,0.375,0.875,1.0,-0.1755559159094312,-0.8525573120819863,1.0,0.375,0.0,0.0,-0.125,0.375
285,Q6_NS_SETRANK_PROXY,0.06634085080545735,0.010496604848652676,0.875,0.5,0.875,1.0,0.5,0.875,1.0,-0.15650214590732336,-0.7639318958490475,0.875,0.5,0.0,0.0,0.0,0.375
286,baseline_first,0.19242769377439006,0.06595231645661828,0.25,0.125,1.0,1.0,0.625,0.875,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
286,Q1_UQ_PQR,0.1064014288758168,0.030156961122059,0.75,0.375,0.875,1.0,0.5,0.875,1.0,-0.08602626489857326,-0.5427459907053384,0.5,0.25,-0.125,0.0,-0.125,0.0
286,Q2_RFR,0.07663292401694062,0.006868623023845226,0.75,0.25,1.0,1.0,0.375,0.625,1.0,-0.11579476975744944,-0.8958547115117143,0.5,0.125,0.0,0.0,-0.25,-0.25
286,Q4_CPRC,0.1064014288758168,0.030156961122059,0.75,0.375,0.875,1.0,0.5,0.875,1.0,-0.08602626489857326,-0.5427459907053384,0.5,0.25,-0.125,0.0,-0.125,0.0
286,Q6_NS_SETRANK_PROXY,0.0998960674399457,0.027974942232366885,0.75,0.5,1.0,1.0,0.625,0.875,1.0,-0.09253162633444437,-0.5758307860078262,0.5,0.375,0.0,0.0,0.0,0.0
287,baseline_first,0.13170482025590607,0.026524740680039627,0.5,0.125,0.75,1.0,0.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
287,Q1_UQ_PQR,0.100846544692579,0.015288911404447013,0.75,0.125,0.75,1.0,0.25,1.0,1.0,-0.03085827556332707,-0.4235980819238617,0.25,0.0,0.0,0.0,-0.25,0.0
287,Q2_RFR,0.08538806212745961,0.008271851921468664,0.625,0.0,0.875,1.0,0.125,0.75,1.0,-0.04631675812844646,-0.6881457948543342,0.125,-0.125,0.125,0.0,-0.375,-0.25
287,Q4_CPRC,0.100846544692579,0.015288911404447013,0.75,0.125,0.75,1.0,0.25,1.0,1.0,-0.03085827556332707,-0.4235980819238617,0.25,0.0,0.0,0.0,-0.25,0.0
287,Q6_NS_SETRANK_PROXY,0.09945411174394289,0.016799749677614675,0.625,0.375,0.875,1.0,0.5,0.875,1.0,-0.03225070851196318,-0.36663849497096845,0.125,0.25,0.125,0.0,0.0,-0.125
288,baseline_first,0.17238025473709845,0.08533024538367111,0.25,0.125,0.875,1.0,0.625,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
288,Q1_UQ_PQR,0.05887706757212671,0.0057355509315989124,1.0,0.375,0.875,1.0,0.375,1.0,1.0,-0.11350318716497174,-0.9327840801838773,0.75,0.25,0.0,0.0,-0.25,0.0
288,Q2_RFR,0.05208823497011736,0.003924547700375637,0.875,0.25,0.875,1.0,0.25,0.75,1.0,-0.12029201976698109,-0.9540075423112911,0.625,0.125,0.0,0.0,-0.375,-0.25
288,Q4_CPRC,0.05048096668052135,0.005673248547217138,1.0,0.375,0.875,1.0,0.375,0.875,1.0,-0.1218992880565771,-0.9335142126720899,0.75,0.25,0.0,0.0,-0.25,-0.125
288,Q6_NS_SETRANK_PROXY,0.06891789424363068,0.012422830486851536,1.0,0.5,0.875,1.0,0.5,1.0,1.0,-0.10346236049346777,-0.8544146869495727,0.75,0.375,0.0,0.0,-0.125,0.0
289,baseline_first,0.161560927525196,0.043762054068140724,0.375,0.0,0.625,1.0,0.375,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
289,Q1_UQ_PQR,0.06380001206277705,0.011967382822298474,1.0,0.5,0.75,1.0,0.5,1.0,1.0,-0.09776091546241894,-0.7265351666614098,0.625,0.5,0.125,0.0,0.125,0.0
289,Q2_RFR,0.05482744437640982,0.0044555034318939,0.875,0.25,0.875,1.0,0.25,0.75,1.0,-0.10673348314878617,-0.898187972964972,0.5,0.25,0.25,0.0,-0.125,-0.25
289,Q4_CPRC,0.06380001206277705,0.011967382822298474,1.0,0.5,0.75,1.0,0.5,1.0,1.0,-0.09776091546241894,-0.7265351666614098,0.625,0.5,0.125,0.0,0.125,0.0
289,Q6_NS_SETRANK_PROXY,0.07180253321194194,0.012362687246937613,1.0,0.5,0.75,1.0,0.5,1.0,1.0,-0.08975839431325405,-0.7175021257528724,0.625,0.5,0.125,0.0,0.125,0.0
290,baseline_first,0.1041198676501651,0.027066740938400936,0.75,0.25,0.875,1.0,0.5,0.875,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
