seed,cohort,training_overlap,mixed_256_membership,a0_max_force,a0_e3g_max_force,force_difference,rmsd_difference,ehull_difference,stable_difference,gate_on,refinement_harm,valid_for_formal_claims,valid_for_supplementary_claims
20067,held_out,False,True,0.1770346287937097,0.1770346287937097,0.0,1.1204883718390901e-05,0.0,0,False,False,False,True
20068,held_out,False,True,0.8844240108110125,0.8844240108110125,0.0,4.9361159201732896e-08,0.0,0,False,False,False,True
20069,held_out,False,True,0.1570413477226029,0.1570413477226029,0.0,1.633683359772431e-08,-1.056671141703991e-06,0,False,False,False,True
20070,held_out,False,True,0.0523687175112,0.0256952267233231,-0.0266734907878769,0.0002571318910050001,7.608032225603356e-06,0,True,False,False,True
20071,held_out,False,True,0.1245707228814213,0.217534378439839,0.0929636555584177,0.0106946072193225,1.0989379883405426e-05,0,True,True,False,True
20072,held_out,False,True,0.5726603984119827,0.4739279130761952,-0.09873248533578749,-0.0031670449306678006,-1.784600151918947e-05,0,True,False,False,True
20073,held_out,False,True,0.7794585683480405,0.3019372029467689,-0.4775213654012716,-0.0032167960348679983,-2.282409668019625e-05,0,True,False,False,True
20074,held_out,False,True,0.0467122236520415,0.0239724980429597,-0.0227397256090818,-0.00048589522398900017,2.81778971358837e-06,0,True,False,False,True
20075,held_out,False,True,0.1997868542018812,0.1997868542018812,0.0,-1.2239049398954371e-08,-5.283355708970983e-07,0,False,False,False,True
20076,held_out,False,True,0.5086659819820192,0.5086659819820192,0.0,4.59910044006695e-08,2.3054643100983707e-06,0,False,False,False,True
20077,held_out,False,True,0.0372581643706695,0.0523079989651725,0.015049834594503,0.0003231685972908999,7.925033569798623e-06,0,True,True,False,True
20078,held_out,False,True,0.8216216709838106,0.8216216709838106,0.0,5.979678589784765e-08,0.0,0,False,False,False,True
20079,held_out,False,True,0.0793371613989615,0.0793371613989615,0.0,1.1732660550045626e-07,-7.044474301109993e-07,0,False,False,False,True
20080,held_out,False,True,0.0123835282237065,0.0123835282237065,0.0,-1.480903485985563e-07,0.0,0,False,False,False,True
20081,held_out,False,True,0.0162402236462062,0.0162402236462062,0.0,-2.234820520004635e-08,0.0,0,False,False,False,True
20082,held_out,False,True,0.1152564659112428,0.1233260232605494,0.008069557349306589,-0.0023528148143924996,1.9212202593293926e-05,0,True,True,False,True
20083,held_out,False,True,0.171957253680003,0.173225789473803,0.0012685357937999853,-0.010128397924783601,4.3035333806701326e-05,0,True,True,False,True
20084,held_out,False,True,0.121049086194236,0.121049086194236,0.0,-9.42228185994709e-08,-5.283355718060934e-07,0,False,False,False,True
20085,held_out,False,True,0.077777497948735,0.0823842735078742,0.004606775559139201,0.004634058356289399,-0.0001556828816741962,0,True,True,False,True
20086,held_out,False,True,0.0758139490351029,0.0758139490351029,0.0,4.4858670077141394e-10,0.0,0,False,False,False,True
20087,held_out,False,True,0.7055942163212356,0.4991445586386624,-0.20644965768257323,-0.0032444299118483053,-1.0677939966896588e-05,0,True,False,False,True
20088,held_out,False,True,0.071661425662401,0.071661425662401,0.0,2.0483271199848996e-08,0.0,0,False,False,False,True
20089,held_out,False,True,0.1007657514866651,0.0836995595460513,-0.017066191940613804,-0.0005508628180809008,-2.113342283401043e-06,0,True,False,False,True
20090,held_out,False,True,0.2583997722820421,0.2583997722820421,0.0,-1.5760338662983153e-06,-8.453369133853972e-07,0,False,False,False,True
20091,held_out,False,True,1.0100207754861403,1.047727867692963,0.03770709220682278,-0.004603879151306001,0.00011834716796771394,0,True,True,False,True
20092,held_out,False,True,0.3290876057034181,0.1697950097853305,-0.15929259591808761,-0.00287590578893121,0.00028988011677989756,0,True,False,False,True
20093,held_out,False,True,0.2500961884928118,0.2500961884928118,0.0,3.626019619978882e-08,0.0,0,False,False,False,True
20094,held_out,False,True,0.0433908200317161,0.0723054214362075,0.028914601404491397,-0.0014404975989529,0.00010091209411559887,0,True,True,False,True
20095,held_out,False,True,0.2657548145902471,0.1985176625974479,-0.06723715199279917,-0.0043163252097577,-1.6906738281391442e-05,0,True,False,False,True
20096,held_out,False,True,0.0771009199375327,0.0771009199375327,0.0,1.744277670001279e-08,0.0,0,False,False,False,True
20097,held_out,False,True,0.0589110675084219,0.0874930180205863,0.028581950512164403,0.0062319393742517985,-4.2266845702854106e-06,0,True,True,False,True
20098,held_out,False,True,1.0287806076710972,0.7132791822262977,-0.31550142544479953,-0.0284108667119069,3.079441615477796e-05,0,True,False,False,True
20099,held_out,False,True,0.0931656187297323,0.0754361169937533,-0.017729501735978995,0.0010927695279539002,2.32467651359973e-05,0,True,False,False,True
20100,held_out,False,True,0.742296293426923,0.5257595934083984,-0.21653670001852465,-0.016223611833180697,6.593627929868395e-05,0,True,False,False,True
20101,held_out,False,True,0.0740995096636307,0.0740995096636307,0.0,6.234489317996639e-07,0.0,0,False,False,False,True
20102,held_out,False,True,0.2106148951443279,0.2106148951443279,0.0,3.09366430945035e-08,0.0,0,False,False,False,True
20103,held_out,False,True,0.011087538454813,0.011087538454813,0.0,1.192258600006546e-09,-5.283355725971273e-07,0,False,False,False,True
20104,held_out,False,True,0.5575607460524148,0.5575607460524148,0.0,-4.378257223019988e-07,0.0,0,False,False,False,True
20105,held_out,False,True,0.127545258282992,0.1417976309314917,0.014252372648499684,0.00013531612924040128,2.8177897135051033e-06,0,True,True,False,True
20106,held_out,False,True,0.0743114710551106,0.0655185193308662,-0.008792951724244394,0.0021965168056696004,-8.45336914070266e-06,0,True,False,False,True
20107,held_out,False,True,0.0074916838996406,0.0074916838996406,0.0,-2.903790735000328e-07,1.0566711435011644e-06,0,False,False,False,True
20108,held_out,False,True,1.0979974828943406,0.3960778315826438,-0.7019196513116968,-0.0029082844318820966,-6.105211046103509e-06,0,True,False,False,True
20109,held_out,False,True,0.1659764624230373,0.1659764624230373,0.0,2.79724309104612e-07,3.522237141950768e-07,0,False,False,False,True
20110,held_out,False,True,0.273696501952355,0.2292661149214355,-0.044430387030919505,-0.0024947268319190988,-4.226684570299288e-06,0,True,False,False,True
20111,held_out,False,True,0.2939447036723514,0.2610856393399428,-0.03285906433240865,0.0006822352837185242,1.9724527994896546e-05,0,True,False,False,True
20112,held_out,False,True,0.7580220340904079,0.3239843591118709,-0.434037674978537,-0.0028501737000358046,-5.635579427121229e-05,0,True,False,False,True
20113,held_out,False,True,0.0798600965701279,0.0798600965701279,0.0,-4.7164797598725494e-08,0.0,0,False,False,False,True
20114,held_out,False,True,0.1288604219663316,0.1288604219663316,0.0,6.13081372023705e-08,-1.4088948567993892e-06,0,False,False,False,True
20115,held_out,False,True,0.7055547349929191,0.1867775302520583,-0.5187772047408608,-0.0102172815277322,0.0001530059814457002,0,True,False,False,True
20116,held_out,False,True,0.0896590650272563,0.09532463144188,0.005665566414623693,0.0003591169365301985,-7.925033568986772e-06,0,True,True,False,True
20117,held_out,False,True,0.0899341741314811,0.0899341741314811,0.0,1.081121219978498e-08,0.0,0,False,False,False,True
20118,held_out,False,True,0.6725580837741642,0.4794028729914687,-0.19315521078269543,-0.0022097541010938984,-6.255493164170067e-05,0,True,False,False,True
20119,held_out,False,True,0.3573223230318382,0.1563191324675854,-0.2010031905642528,-0.0022893217618804003,8.453369140709599e-06,0,True,False,False,True
20120,held_out,False,True,0.5550115793653801,0.4390573825722407,-0.11595419679313945,-0.002696537064671406,1.1740790473224738e-05,0,True,False,False,True
20121,held_out,False,True,0.0586469079072813,0.0681368606205359,0.009489952713254597,0.0005525351536059993,2.817789713602248e-06,0,True,True,False,True
20122,held_out,False,True,0.0784699569842231,0.0383092889721146,-0.0401606680121085,-0.0083310319713966,1.9724527994900015e-05,0,True,False,False,True
20123,held_out,False,True,1.1008780703765573,0.7456102751221333,-0.355267795254424,-0.010684264618257302,2.2190093995178017e-05,0,True,False,False,True
20124,held_out,False,True,0.2166450183313727,0.2166450183313727,0.0,-2.5465513701222742e-08,9.392632396992839e-07,0,False,False,False,True
20125,held_out,False,True,0.3146188403826211,0.4513627837071628,0.1367439433245417,0.003489327604011494,-4.015350341819712e-05,0,True,True,False,True
20126,held_out,False,True,0.2208635432886717,0.267300933680967,0.04643739039229533,-0.0014559262852464,-8.453369140626332e-06,0,True,True,False,True
20127,held_out,False,True,0.0538727884545098,0.1029263743156668,0.049053585861157,0.007221304182431897,-0.00034341812133759086,0,True,True,False,True
20128,held_out,False,True,0.0746983324605135,0.0746983324605135,0.0,6.4926036001493326e-09,-7.044474284040314e-07,0,False,False,False,True
20129,held_out,False,True,1.0742996542995622,0.6062895846994005,-0.46801006960016167,-0.000936137223597977,1.1271158867898201e-06,0,True,False,False,True
20130,held_out,False,True,0.1174875512595914,0.1174875512595914,0.0,1.8625930700566506e-08,0.0,0,False,False,False,True
20131,held_out,False,True,0.1086915083459537,0.1086915083459537,0.0,6.613408820056732e-08,0.0,0,False,False,False,True
20132,held_out,False,True,1.5483301501352358,0.7127379613724618,-0.835592188762774,-0.014202635249427102,0.00010566711425852304,0,True,False,False,True
20133,held_out,False,True,0.1166580987200079,0.0816075079427293,-0.03505059077727861,-0.0033249252908946966,-1.098937988250337e-05,0,True,False,False,True
20134,held_out,False,True,0.7480154541161775,1.0316789685941667,0.2836635144779892,0.004758506759639958,-0.0001936590021313911,0,True,True,False,True
20135,held_out,False,True,1.406372362909125,0.4632903006053502,-0.9430820623037748,0.0008472617610842947,-0.00010083661760609819,0,True,False,False,True
20136,held_out,False,True,0.0964301851189295,0.1385044117287893,0.042074226609859794,0.0038298100304776,1.2680053709200438e-05,0,True,True,False,True
20137,held_out,False,True,0.0809725494049165,0.0769074612542851,-0.004065088150631391,-0.00022290043374530014,1.9724527994900015e-05,0,True,False,False,True
20138,held_out,False,True,0.655261416332675,0.4015078303700498,-0.2537535859626252,-0.0038077624756238937,5.4946899412600114e-05,0,True,False,False,True
20139,held_out,False,True,0.5308092059324125,0.2642729866123171,-0.26653621932009547,-0.004637070743905999,5.917358397111716e-06,0,True,False,False,True
20140,held_out,False,True,0.0037587339312218,0.0037587339312218,0.0,1.4793554480003286e-07,0.0,0,False,False,False,True
20141,held_out,False,True,0.1676622458673271,0.1271135457240113,-0.0405487001433158,-0.0020531957306150995,2.0288085934794253e-05,0,True,False,False,True
20142,held_out,False,True,0.4140641972325556,0.2521560375945126,-0.161908159638043,-0.006319548876954101,8.11523437498074e-05,0,True,False,False,True
20143,held_out,False,True,0.0471915180249254,0.0462900414540332,-0.0009014765708921998,-8.945097964620013e-05,1.9020080564799424e-05,0,True,False,False,True
20144,held_out,False,True,0.0118532727143655,0.0118532727143655,0.0,2.4157451799806245e-08,7.044474275019752e-07,0,False,False,False,True
20145,held_out,False,True,0.206625000103856,0.1770952555250494,-0.02952974457880661,-0.0054463776107918985,3.634948730449339e-05,0,True,False,False,True
20146,held_out,False,True,0.4807384450310782,0.4807384450310782,0.0,5.4432118999636625e-08,-5.283355717089488e-07,0,False,False,False,True
20147,held_out,False,True,0.034115691786373,0.034115691786373,0.0,-1.4827910000108496e-09,0.0,0,False,False,False,True
20148,held_out,False,True,0.1268625476369045,0.1268625476369045,0.0,-5.057394670826554e-07,0.0,0,False,False,False,True
20149,held_out,False,True,0.079642840774929,0.079642840774929,0.0,2.0690028600112154e-08,5.283355716950711e-07,0,False,False,False,True
20150,held_out,False,True,0.2017683091071133,0.2017683091071133,0.0,3.673378408987349e-07,-8.453369133853972e-07,0,False,False,False,True
20151,held_out,False,True,0.5515274653825882,0.4714296136206219,-0.08009785176196632,-0.0012296782589577976,4.438018798849641e-05,0,True,False,False,True
20152,held_out,False,True,0.0321333300761156,0.0350907281861513,0.002957398110035696,0.0019178259229171019,5.635579427093473e-06,0,True,True,False,True
20153,held_out,False,True,0.3624911634454145,0.3482199985140887,-0.014271164931325797,0.005097425362669994,-0.0003162968953453957,0,True,False,False,True
20154,held_out,False,True,0.2782070889182999,0.318327194622503,0.040120105704203046,-0.003096490878847599,8.453369140709599e-06,0,True,True,False,True
20155,held_out,False,True,0.0048707156244951,0.0044357994092753,-0.0004349162152197999,-0.00011092375075779986,-5.283355707999537e-07,0,True,False,False,True
20156,held_out,False,True,0.1335084720075378,0.1335084720075378,0.0,1.5141276499958112e-08,-1.0566711417248076e-06,0,False,False,False,True
20157,held_out,False,True,0.709302258172054,0.3169356557237777,-0.39236660244827626,-0.001289739194148494,-2.766557173220288e-05,0,True,False,False,True
20158,held_out,False,True,0.053076403992999,0.0496134699158444,-0.003462934077154596,-0.0015386083598726008,7.396697998998669e-06,0,True,False,False,True
20159,held_out,False,True,0.3226377594720747,0.0807892574435422,-0.24184850202853247,-0.0043976247584438,1.3525390624401223e-05,0,True,False,False,True
20160,held_out,False,True,0.417129851080507,0.3522001038592779,-0.06492974722122907,0.0016297321160675393,4.649353027379177e-05,0,True,False,False,True
20161,held_out,False,True,0.0040411348758796,0.0036762819438388,-0.0003648529320407997,-0.00016253618258130036,0.0,0,True,False,False,True
20162,held_out,False,True,0.1301468329002775,0.1301468329002775,0.0,-6.174696500632626e-09,1.056671142488086e-06,0,False,False,False,True
20163,held_out,False,True,0.6989774666488413,0.5346597081249559,-0.16431775852388542,0.003933990458158204,-0.00016145935058636818,0,True,False,False,True
20164,held_out,False,True,0.0198064149421468,0.0129092908271961,-0.006897124114950699,-0.00015332638296029983,-1.2076241624053852e-06,0,True,False,False,True
20165,held_out,False,True,0.1914635033421227,0.3913161305467684,0.1998526272046457,-0.005397174498390302,4.696316189323202e-06,0,True,True,False,True
20166,held_out,False,True,0.5280359631753446,0.3166906474514307,-0.2113453157239139,0.0024900242861309978,-0.0001544661088423993,0,True,False,False,True
20167,held_out,False,True,0.0869945257081399,0.0869945257081399,0.0,-2.768580972117851e-07,-7.04447426599919e-07,0,False,False,False,True
20168,held_out,False,True,0.1245353310329965,0.1245353310329965,0.0,-7.993836120823161e-08,0.0,0,False,False,False,True
20169,held_out,False,True,0.3887676201066421,0.2194127676748973,-0.1693548524317448,0.0023294223031587007,-3.61189408746021e-05,0,True,False,False,True
20170,held_out,False,True,0.0968797595476804,0.0867305400630433,-0.010149219484637095,-0.0008722207483626001,0.0,0,True,False,False,True
20171,held_out,False,True,0.7128887622011929,0.5295480057827592,-0.18334075641843373,0.007153582694829297,-0.0009165867396773997,0,True,False,False,True
20172,held_out,False,True,0.352680947456802,0.3062746248548382,-0.04640632260196381,0.0017181137322184008,-2.536010742199002e-05,0,True,False,False,True
20173,held_out,False,True,0.7548260733307565,0.5543537837271957,-0.20047228960356078,-0.006920463843671509,1.3525390624380407e-05,0,True,False,False,True
20174,held_out,False,True,0.0279452002752879,0.0279452002752879,0.0,-8.725269300038224e-09,0.0,0,False,False,False,True
20175,held_out,False,True,0.2858781701250436,0.2118605988087417,-0.07401757131630188,-0.0023378131491864976,-4.057617187672169e-05,0,True,False,False,True
20176,held_out,False,True,0.0370795493171566,0.0271099307752755,-0.009969618541881102,-0.0010488463102959,-2.9117160373397233e-05,0,True,False,False,True
20177,held_out,False,True,2.2560549351659893,1.5903153609951215,-0.6657395741708678,-0.0030829800287189846,-0.0008520996093750455,0,True,False,False,True
20178,held_out,False,True,0.2646872895543654,0.2646872895543654,0.0,-1.1179393080013034e-07,0.0,0,False,False,False,True
20179,held_out,False,True,0.8978472053919152,0.5455215511087281,-0.3523256542831871,-0.010313234943253202,8.876037597627118e-05,0,True,False,False,True
20180,held_out,False,True,0.1418581138178589,0.1432522538585167,0.0013941400406577986,0.0023429400263726974,1.1834716795902644e-05,0,True,True,False,True
20181,held_out,False,True,0.959099627150474,0.959099627150474,0.0,-6.550653599418643e-08,0.0,0,False,False,False,True
20182,held_out,False,True,0.1144140655698796,0.1144140655698796,0.0,3.010670560077422e-08,0.0,0,False,False,False,True
20183,held_out,False,True,0.0044936601426965,0.0038027283011765,-0.0006909318415199996,-0.00010731293991399996,0.0,0,True,False,False,True
20184,held_out,False,True,0.0803541121202197,0.1005313163029613,0.020177204182741604,0.0036158587849808993,-9.369150797500225e-05,0,True,True,False,True
20185,held_out,False,True,0.2948034074543613,0.2948034074543613,0.0,3.059406239978857e-08,1.690673828498579e-06,0,False,False,False,True
20186,held_out,False,True,0.0961170041367805,0.0961170041367805,0.0,-2.7276797499517502e-08,-5.283355707930149e-07,0,False,False,False,True
20187,held_out,False,True,0.0974537483024264,0.1012136885837978,0.0037599402813714017,0.003140936761210099,-6.974029540979948e-05,0,True,True,False,True
20188,held_out,False,True,0.1291023515151773,0.1188666651180676,-0.0102356863971097,-0.003149987690849697,-4.12101745600052e-05,0,True,False,False,True
20189,held_out,False,True,0.0166904777293653,0.015167362721689,-0.001523115007676299,-4.2930767523199995e-05,6.57484266319841e-06,0,True,False,False,True
20190,held_out,False,True,0.2198840533273535,0.2198840533273535,0.0,-2.1907121997531698e-09,-1.056671142612986e-06,0,False,False,False,True
20191,held_out,False,True,0.2076905045302404,0.1813270967663051,-0.02636340776393531,-0.0032455466667374016,1.4088948567803072e-05,0,True,False,False,True
20192,held_out,False,True,0.004822199869528,0.004822199869528,0.0,1.774229799970245e-09,0.0,0,False,False,False,True
20193,held_out,False,True,1.356269867395538,0.6968427952892443,-0.6594270721062937,-0.019051287348194806,-7.185363769579567e-05,0,True,False,False,True
20194,held_out,False,True,0.164988270087128,0.2456822516004161,0.0806939815132881,-0.017752995988439803,8.284301757841006e-05,0,True,True,False,True
20195,held_out,False,True,0.2382484082254239,0.2382484082254239,0.0,1.3003625001437036e-08,0.0,0,False,False,False,True
20196,held_out,False,True,0.5946974619532861,0.60543527314534,0.010737811192053859,0.0031145375415582155,-6.521170479699412e-05,0,True,True,False,True
20197,held_out,False,True,0.0243952146568963,0.0464785927985224,0.0220833781416261,0.0002824437527245,0.00016977183024019862,0,True,True,False,True
20198,held_out,False,True,0.2128497165423729,0.246909819583857,0.0340601030414841,0.007490222043856701,-2.9586791992414208e-05,0,True,True,False,True
20199,held_out,False,True,0.0482598471434895,0.0482598471434895,0.0,1.977084899875553e-09,0.0,0,False,False,False,True
20200,held_out,False,True,0.0992269136338786,0.090456338023334,-0.008770575610544604,-0.004280772933000998,3.622872489089657e-06,0,True,False,False,True
20201,held_out,False,True,0.1676984575684302,0.1676984575684302,0.0,-1.0541986010179083e-07,0.0,0,False,False,False,True
20202,held_out,False,True,3.469149715756665,0.6079541396057832,-2.8611955761508816,-0.0222561012920438,7.925033569805562e-06,0,True,False,False,True
