seed,method,c0_max_force,e3a_max_force,e3g_max_force,e3a_force_change,e3g_force_change,c0_rmsd,e3a_rmsd,e3g_rmsd,c0_ehull,e3a_ehull,e3g_ehull,c0_stable,e3a_stable,e3g_stable,c0_nus,e3a_nus,e3g_nus,c0_novel,e3a_novel,e3g_novel,c0_unique,e3a_unique,e3g_unique,gate_confidence,gate_on,exact_fallback,displacement_mean,displacement_max,refinement_harm,relaxation_converged
40087,C0/E3-A/E3-G paired,0.5144175587508295,0.3336574193379531,0.333657270256415,-0.1807601394128763,-0.1807602884944145,0.0521077261492666,0.0438328532252513,0.0438327670248226,0.2463289132867423,0.2465131967340079,0.2465140420709222,False,False,False,False,False,False,True,True,True,True,True,True,0.8589432410521107,True,False,,0.0128331062993727,False,True
40088,C0/E3-A/E3-G paired,0.1390264964229436,0.1255000290984337,0.1255003728574191,-0.0135264673245099,-0.0135261235655244,0.9673471355141848,0.1392191694029342,0.1392179534842143,0.1102368408996188,0.1937720954840376,0.1937720954840376,False,False,False,False,False,False,True,True,True,True,True,True,0.9796105824009252,True,False,,0.0073234168313776,False,True
40089,C0/E3-A/E3-G paired,0.286098937849321,0.2791481424771018,0.2791492020362412,-0.0069507953722192,-0.0069497358130797,0.0501704677862208,0.0461071198013603,0.0461071860118824,0.2973070458150442,0.2972779873586226,0.2972774590230518,False,False,False,False,False,False,True,True,True,True,True,True,0.5828952964073519,True,False,,0.0033775800563716,False,True
40090,C0/E3-A/E3-G paired,0.3424755728666446,0.282517436911272,0.3424760629175225,-0.0599581359553725,4.90050877877124e-07,0.0127849752409058,0.0110461209794826,0.0127849378517433,0.1970472155085509,0.1970414038172663,0.1970472155085509,False,False,False,False,False,False,True,True,True,True,True,True,0.3330570616089777,False,True,,0.0,False,True
40091,C0/E3-A/E3-G paired,0.2176568647604798,0.1977227557443696,0.1977220882782076,-0.0199341090161102,-0.0199347764822722,0.0153881630329162,0.0148420422434651,0.0148419235420051,0.0536308425067186,0.0536297858355769,0.0536297858355769,True,True,True,False,False,False,False,False,False,True,True,True,0.8301092025798695,True,False,,0.004622204571912,False,True
40092,C0/E3-A/E3-G paired,0.0158575492247569,0.010840289245299,0.0108403376640675,-0.0050172599794579,-0.0050172115606894,0.0006041474388568,0.0018286702166691,0.0018286728473742,0.1402274319477072,0.1402207900148111,0.1402207900148111,False,False,False,False,False,False,True,True,True,True,True,True,0.9666466883204086,True,False,,0.001023872918335,False,True
40093,C0/E3-A/E3-G paired,0.1797236122224803,0.1221820230206915,0.1221823864621439,-0.0575415892017887,-0.0575412257603363,0.0385343891864611,0.0398335711602349,0.039833760762844,0.0473469182375101,0.0473405782106546,0.0473405782106546,True,True,True,True,True,True,True,True,True,True,True,True,0.7409852287777428,True,False,,0.0076830229529852,False,True
40094,C0/E3-A/E3-G paired,0.2661382410900025,0.2183484656045998,0.2661383301995207,-0.0477897754854027,8.910951820872982e-08,0.0166348713023627,0.0124692072046357,0.0166350992973399,0.0368982588099431,0.0369024854945152,0.0368982588099431,True,True,True,False,False,False,False,False,False,True,True,True,0.30404142072975,False,True,,0.0,False,True
40095,C0/E3-A/E3-G paired,0.3553700735343968,0.2909263186681901,0.290922806197878,-0.0644437548662067,-0.0644472673365187,0.0351733202637785,0.0331978877931865,0.0331981177086373,0.0542829979021526,0.0542456621884479,0.0542449577410213,True,True,True,True,True,True,True,True,True,True,True,True,0.7658258082558651,True,False,,0.0108066597013785,False,True
40096,C0/E3-A/E3-G paired,0.2453319699619829,0.170761617446288,0.1707615856033769,-0.0745703525156948,-0.074570384358606,0.045746021179925,0.051037422245957,0.0510370607642688,0.1235804718089221,0.1235086181712263,0.1235086181712263,False,False,False,False,False,False,True,True,True,True,True,True,0.997561737396616,True,False,,0.0294772018115966,False,True
40097,C0/E3-A/E3-G paired,0.5103962213651028,0.505145642837361,0.5051552637264117,-0.0052505785277418,-0.005240957638691,0.0145677260761358,0.0141406151017708,0.0141413228822264,0.400380803685799,0.4003800992383706,0.400380803685799,False,False,False,False,False,False,True,True,True,True,True,True,0.9578447873475144,True,False,,0.0008274179730332,False,True
40098,C0/E3-A/E3-G paired,0.1136400360030167,0.1127472082064991,0.1136399522050342,-0.0008928277965176,-8.379798249746885e-08,0.0423021633114827,0.0421194869494707,0.0423021194950509,0.0786467704228739,0.078644128745017,0.0786467704228739,True,True,True,False,False,False,False,False,False,True,True,True,0.2235900583849086,False,True,,0.0,False,True
40099,C0/E3-A/E3-G paired,0.6984226557438749,0.5884124717730798,0.5884097708602273,-0.1100101839707951,-0.1100128848836475,0.0482313461467793,0.0472445033144177,0.0472444926868685,0.1599178372930785,0.1598732222892804,0.1598727526576615,False,False,False,False,False,False,True,True,True,True,True,True,0.9619855571652722,True,False,,0.0249963316789584,False,True
40100,C0/E3-A/E3-G paired,0.1967865775332126,0.1880598441801854,0.1880599378515705,-0.0087267333530272,-0.0087266396816421,0.0219616249374647,0.0153846428254009,0.0153845974269061,0.2022925392706209,0.2023126160223309,0.2023126160223309,False,False,False,False,False,False,True,True,True,True,True,True,0.7045057205598121,True,False,,0.0018750819695688,False,True
40101,C0/E3-A/E3-G paired,0.1641334153015421,0.1005858116908044,0.1641335426258252,-0.0635476036107377,1.2732428308903645e-07,0.0087452339213311,0.0039231669808322,0.0087451896517048,0.0764922052880834,0.0765149237176476,0.0764922052880834,True,True,True,False,False,False,False,False,False,True,True,True,0.0286533248926802,False,True,,0.0,False,True
40102,C0/E3-A/E3-G paired,0.0099821050008798,0.0062753764062421,0.0099823795222748,-0.0037067285946376,2.745213949998521e-07,0.0,0.0,0.0,0.0517747094655911,0.0517725961233059,0.0517747094655911,True,True,True,False,False,False,False,False,False,True,True,True,0.3565730696403326,False,True,,0.0,False,True
40103,C0/E3-A/E3-G paired,0.0064019715511723,0.0057177409649263,0.0064020655476707,-0.0006842305862459,9.39964983999106e-08,0.0005442648734929,0.0005063101438336,0.0005439238665749,0.1063478388708771,0.1063483672064489,0.1063473105353063,False,False,False,False,False,False,False,False,False,True,True,True,0.0259717837645369,False,True,,0.0,False,True
40104,C0/E3-A/E3-G paired,0.2369902162564534,0.2830551321160776,0.2369901274009303,0.0460649158596241,-8.885552307824619e-08,0.028436089187674,0.0280015226452834,0.0284357099303958,0.0981095101914188,0.0981243035874133,0.0981088057439887,True,True,True,True,True,True,True,True,True,True,True,True,0.347859261890332,False,True,,0.0,False,True
40105,C0/E3-A/E3-G paired,0.1651081220203731,0.1132021873364681,0.1651080482387382,-0.0519059346839049,-7.378163488502842e-08,0.0048152294757728,0.0030483253457367,0.0048152307349796,0.1639825124623595,0.1639858938100147,0.1639825124623595,False,False,False,False,False,False,False,False,False,True,True,True,0.3719911814963322,False,True,,0.0,False,True
40106,C0/E3-A/E3-G paired,1.06555781103971,0.6496140840801296,0.6496124433375646,-0.4159437269595804,-0.4159453677021453,0.1053970374222338,0.101345703782238,0.1014113295650313,0.318345072623333,0.3183430835953,0.3183410945672662,False,False,False,False,False,False,True,True,True,True,True,True,0.9040767321933244,True,False,,0.02653996264344,False,True
40107,C0/E3-A/E3-G paired,0.1350784332206804,0.0728422455361336,0.1350786103238471,-0.0622361876845467,1.771031667152645e-07,0.0306473815306846,0.030428395157359,0.0306473336315114,0.2134493446052658,0.2134458223681239,0.2134493446052658,False,False,False,False,False,False,True,True,True,True,True,True,0.069037592787378,False,True,,0.0,False,True
40108,C0/E3-A/E3-G paired,0.165988501483338,0.1377178992808584,0.1659889024804184,-0.0282706022024795,4.009970804019769e-07,0.01418940827318,0.0106415541001745,0.0141895127180595,0.1014307394105671,0.1014286260682819,0.1014307394105671,False,False,False,False,False,False,True,True,True,True,True,True,0.4124293787594006,False,True,,0.0,False,True
40109,C0/E3-A/E3-G paired,0.1300362818355062,0.1451468772312464,0.1451439102255524,0.0151105953957401,0.0151076283900462,0.0072875842284907,0.0048149924757714,0.0048153994809022,0.1661727848236402,0.1661854648773513,0.1661871555511798,False,False,False,False,False,False,True,True,True,True,True,True,0.8407655602040454,True,False,,0.0065150262797716,True,True
40110,C0/E3-A/E3-G paired,0.4319512709688755,0.2579009227941795,0.4319513008356118,-0.174050348174696,2.9866736306338744e-08,0.0380057885979764,0.0246692008510113,0.0380057620753769,0.245413553435867,0.2453825577490178,0.245413553435867,False,False,False,False,False,False,True,True,True,True,True,True,0.1292938008218034,False,True,,0.0,False,True
40111,C0/E3-A/E3-G paired,0.1436047301769404,0.1227989444224874,0.1436044644865541,-0.0208057857544529,-2.656903863029747e-07,0.0364394061053595,0.0361563143494101,0.0364391630547049,0.228553051346724,0.2285519946755823,0.2285535796822966,False,False,False,False,False,False,True,True,True,True,True,True,0.0612751906209715,False,True,,0.0,False,True
40112,C0/E3-A/E3-G paired,0.1057840190495321,0.2057218998832307,0.2057155310523825,0.0999378808336986,0.0999315120028504,0.0151592504707471,0.0171255973976981,0.0171253297485043,0.1253031263116746,0.1253699079278867,0.1253690625909733,False,False,False,False,False,False,True,True,True,True,True,True,0.6396411039879165,True,False,,0.0106713205679193,True,True
40113,C0/E3-A/E3-G paired,0.1919935034102383,0.2403318790163981,0.2403322846967344,0.0483383756061598,0.0483387812864961,0.0293201126732354,0.0261146211712504,0.0261148582327188,0.2290896319433022,0.229087518601017,0.2290869902654462,False,False,False,False,False,False,True,True,True,True,True,True,0.7848400040537505,True,False,,0.0168916145288515,True,True
40114,C0/E3-A/E3-G paired,0.6538642497219188,0.4499983890325967,0.4500010856286572,-0.2038658606893221,-0.2038631640932616,0.0716372100455381,0.0615364365153286,0.0615303069345612,0.2754604287456939,0.2755562335959549,0.2755567971538966,False,False,False,False,False,False,True,True,True,True,True,True,0.9962546618239012,True,False,,0.0170406162636393,False,True
40115,C0/E3-A/E3-G paired,0.019531396353611,0.0560918904098566,0.0560831773486223,0.0365604940562456,0.0365517809950113,0.0045316371770065,0.0038872628101619,0.0038875374849833,0.0619294362115994,0.0619421162653086,0.0619412709283953,True,True,True,False,False,False,False,False,False,True,True,True,0.926086808065524,True,False,,0.0052931662626538,True,True
40116,C0/E3-A/E3-G paired,0.963941676891256,0.4978907816918511,0.9639429854921696,-0.4660508951994049,1.3086009136298316e-06,0.0677304185291002,0.0642590281663577,0.0677315687869278,0.2645436018706437,0.2645219401122212,0.264545186877358,False,False,False,False,False,False,True,True,True,True,True,True,0.0371766451677833,False,True,,0.0,True,True
40117,C0/E3-A/E3-G paired,0.5124955248269221,0.4935351267386006,0.5124955820027344,-0.0189603980883214,5.717581230690882e-08,0.0550682221388321,0.050638124375773,0.0550682685827283,0.2610471249878134,0.2610330360392456,0.2610471249878134,False,False,False,False,False,False,True,True,True,True,True,True,0.3775799228499649,False,True,,0.0,False,True
40118,C0/E3-A/E3-G paired,0.1371917102044864,0.0082432719850627,0.0082426648178279,-0.1289484382194237,-0.1289490453866585,0.0090450067960759,0.0014281188471977,0.0014283169238104,0.0408048843044523,0.0408048843044523,0.0408048843044523,True,True,True,False,False,False,False,False,False,True,True,True,0.8236270538330851,True,False,,0.0101840596310153,False,True
40119,C0/E3-A/E3-G paired,0.0508255855382599,0.091418483145087,0.0508265827671921,0.0405928976068271,9.972289321952266e-07,0.0214679627013213,0.0250608706410692,0.0214674299081402,0.0945957148530372,0.0946288238821697,0.0945957148530372,True,True,True,False,False,False,False,False,False,True,True,True,0.277978150496986,False,True,,0.0,False,True
40120,C0/E3-A/E3-G paired,0.1154167093358365,0.1338169185988774,0.1154165453772738,0.0184002092630408,-1.639585626989071e-07,0.0144351241938727,0.0172175870027397,0.014435175806414,0.0552679322650604,0.0552895940234829,0.0552674039294895,True,True,True,False,False,False,False,False,False,True,True,True,0.0057323982386908,False,True,,0.0,False,True
40121,C0/E3-A/E3-G paired,0.2700924280438172,0.2165663261129869,0.2165667574271828,-0.0535261019308303,-0.0535256706166344,0.0157115664612115,0.0121441635400615,0.0121440733159373,0.1831741544385892,0.1832121945997222,0.1832130399366374,False,False,False,False,False,False,True,True,True,True,True,True,0.7653445718788334,True,False,,0.0068569203869378,False,True
40122,C0/E3-A/E3-G paired,0.3792608988846481,0.3207906143108676,0.3207910969757088,-0.0584702845737805,-0.0584698019089393,0.0284315785664965,0.0238029842343383,0.0238030286062651,0.1011400916700786,0.1011269419847487,0.1011269419847487,False,False,False,False,False,False,True,True,True,True,True,True,0.9200645678658516,True,False,,0.0085974309342277,False,True
40123,C0/E3-A/E3-G paired,0.065058283204311,0.106165820504824,0.0650580234770375,0.041107537300513,-2.597272734938816e-07,0.0031166858145388,0.0036024894381104,0.0031166950005693,0.2498608731890161,0.2499310361528834,0.2498608731890161,False,False,False,False,False,False,False,False,False,True,True,True,0.1946587339898676,False,True,,0.0,False,True
40124,C0/E3-A/E3-G paired,0.1435697530479787,0.1412005545409203,0.143569636609989,-0.0023691985070584,-1.164379896945178e-07,0.0243877553348268,0.0200924958339293,0.02438780563483,0.1043951924293793,0.1043543344785327,0.1043951924293793,False,False,False,False,False,False,True,True,True,True,True,True,0.0223576224753538,False,True,,0.0,False,True
40125,C0/E3-A/E3-G paired,0.3605245465521689,0.3018063955483916,0.3018041220005332,-0.0587181510037773,-0.0587204245516357,0.0307913947736533,0.0292665760679164,0.0292663650170458,0.2647020865033038,0.2647346923557041,0.2647340885436211,False,False,False,False,False,False,True,True,True,True,True,True,0.9148603324422406,True,False,,0.0089074336329495,False,True
40126,C0/E3-A/E3-G paired,0.0056114229084443,0.0045787893618768,0.0045789482629378,-0.0010326335465675,-0.0010324746455065,0.0009884934622897,0.0009533175457609,0.000953312047052,0.1556825356109925,0.1556820072754217,0.155681478939849,False,False,False,False,False,False,True,True,True,True,True,True,0.8623510054673762,True,False,,0.0002921045295782,False,True
40127,C0/E3-A/E3-G paired,0.0679000414493329,0.0651934192126979,0.0679003054205107,-0.0027066222366349,2.6397117780518897e-07,0.0059692174745066,0.0085293632400002,0.0059692230556756,0.0401450314186533,0.0401605292620779,0.0401450314186533,True,True,True,True,True,True,True,True,True,True,True,True,0.2591498934337882,False,True,,0.0,False,True
40128,C0/E3-A/E3-G paired,0.0325694270462125,0.0432770838148451,0.0432776178904257,0.0107076567686326,0.0107081908442132,0.0021092623010631,0.0023647944860517,0.0023647763154665,0.0627194684377681,0.0627934354177472,0.0627934354177472,True,True,True,False,False,False,False,False,False,False,False,False,0.6991333815947186,True,False,,0.0088600137540577,True,True
40129,C0/E3-A/E3-G paired,0.866977688861652,0.4754136282836605,0.4754119437179331,-0.3915640605779915,-0.3915657451437189,0.0202209422923084,0.0141089272670753,0.0141089043003484,0.2735526299587345,0.2735151181331741,0.2735151181331741,False,False,False,False,False,False,True,True,True,True,True,True,0.8077207664624666,True,False,,0.0262219128147204,False,True
40130,C0/E3-A/E3-G paired,0.251891808643619,0.4497790696441769,0.2518915887576873,0.1978872610005579,-2.198859316848712e-07,0.0334614424346626,0.0347388706029264,0.033461568872332,-0.0321713156647636,-0.0321620169587077,-0.0321704703278484,True,True,True,True,True,True,True,True,True,True,True,True,0.4733799240052687,False,True,,0.0,False,True
40131,C0/E3-A/E3-G paired,0.0353939226567694,0.0268719979944553,0.0268720653915622,-0.008521924662314,-0.0085218572652071,0.0015339912688814,0.0013183893629908,0.0013183837920661,0.0347514758114169,0.0347303423885652,0.0347303423885652,True,True,True,False,False,False,False,False,False,True,True,True,0.9189006170623516,True,False,,0.0023473123580385,False,True
40132,C0/E3-A/E3-G paired,0.1839135279468257,0.156742546021778,0.1567425909518438,-0.0271709819250476,-0.0271709369949818,0.0280371816427367,0.025477593605679,0.0254774947010094,0.0938728335506429,0.0938235222306556,0.0938230525990375,True,True,True,True,True,True,True,True,True,True,True,True,0.9401344163381152,True,False,,0.0101126629948891,False,True
40133,C0/E3-A/E3-G paired,0.2540019360260651,0.2346415033222156,0.2346412943050426,-0.0193604327038494,-0.0193606417210224,0.0611137437885437,0.0567776936971488,0.05677761772786,0.0556187245433683,0.0555933644359463,0.055592659988517,True,True,True,True,True,True,True,True,True,True,True,True,0.8962897514924723,True,False,,0.0132675307831598,False,True
40134,C0/E3-A/E3-G paired,0.297947907480187,0.0468825397951109,0.297948147813795,-0.2510653676850761,2.403336079592755e-07,0.0053994692104363,0.0034619726154804,0.0053994970656807,0.1262040868477445,0.1262151818947412,0.1262040868477445,False,False,False,False,False,False,True,True,True,True,True,True,0.2500983004282822,False,True,,0.0,False,True
40135,C0/E3-A/E3-G paired,0.0573972143009129,0.0558799149599757,0.0558799370128948,-0.0015172993409372,-0.001517277288018,0.0315868818477466,0.0296099876623104,0.0296098508241595,0.0968742982203583,0.0968616181666472,0.0968616181666472,True,True,True,True,True,True,True,True,True,True,True,True,0.9636586562364668,True,False,,0.0083034515343984,False,True
40136,C0/E3-A/E3-G paired,0.1356818747966084,0.0920409138206183,0.135681997701841,-0.0436409609759901,1.2290523260238828e-07,0.0704511847005151,0.0347738365410595,0.0704513168004104,0.1908489949306115,0.1911617695888132,0.1908489949306115,False,False,False,False,False,False,True,True,True,True,True,True,0.1400016856039721,False,True,,0.0,False,True
40137,C0/E3-A/E3-G paired,0.0070951678860611,0.006246886810573,0.0070949801346371,-0.000848281075488,-1.877514239998629e-07,0.0011494544975004,0.0010149977330562,0.0011494546758451,0.1078501242259708,0.1078511808971134,0.1078501242259708,False,False,False,False,False,False,False,False,False,True,True,True,0.0261160941830266,False,True,,0.0,False,True
40138,C0/E3-A/E3-G paired,0.2842042855316821,0.2989849123179346,0.2989829259896193,0.0147806267862525,0.0147786404579371,0.0259707704964992,0.0353626782300002,0.0353621768040582,0.1266351332597608,0.1266633111568964,0.1266633111568964,False,False,False,False,False,False,False,False,False,True,True,True,0.6607550001667667,True,False,,0.0136801308721374,True,True
40139,C0/E3-A/E3-G paired,0.6242443422556185,0.3980938338609003,0.3981012544126789,-0.2261505083947182,-0.2261430878429396,0.1009736466095724,0.1001985767982611,0.0995960002374494,0.2555261676506744,0.2555159028452891,0.2555309981473268,False,False,False,False,False,False,True,True,True,True,True,True,0.9548717513745848,True,False,,0.0127747085148862,False,True
40140,C0/E3-A/E3-G paired,0.0944316549284387,0.0664678094459285,0.0664678483442536,-0.0279638454825102,-0.0279638065841851,0.0177798833839877,0.0237643346959038,0.0237642987132066,0.0284886067739496,0.0284864934316644,0.0284864934316644,True,True,True,False,False,False,False,False,False,False,False,False,0.8549617742936402,True,False,,0.0079886042681934,False,True
40141,C0/E3-A/E3-G paired,0.2125005815302637,0.1896820328777396,0.1896818443159953,-0.022818548652524,-0.0228187372142683,0.0338057197218533,0.0512445049429184,0.0512444355212379,0.1207031518772305,0.1204495508030119,0.1204491281345552,False,False,False,False,False,False,True,True,True,True,True,True,0.7712408392428879,True,False,,0.0062478275880263,False,True
40142,C0/E3-A/E3-G paired,0.0026343685212157,0.0023189097907141,0.0026342739444343,-0.0003154587305016,-9.457678139994721e-08,0.0008784281954332,0.0007990934408836,0.0008784374600655,0.0575901999648209,0.0575901999648209,0.0575901999648209,True,True,True,False,False,False,False,False,False,True,True,True,0.0150769002680622,False,True,,0.0,False,True
40143,C0/E3-A/E3-G paired,0.1345647376332044,0.1045432718497385,0.1045438446302089,-0.0300214657834659,-0.0300208930029955,0.0054080180538054,0.0035674109881649,0.003567394108301,0.1072196106806888,0.1071857972041261,0.1071857972041261,False,False,False,False,False,False,True,True,True,True,True,True,0.844122072681232,True,False,,0.0138998525356134,False,True
40144,C0/E3-A/E3-G paired,0.7270432766025782,0.4865264194828417,0.72704230908571,-0.2405168571197364,-9.675168681777535e-07,0.0414270371189224,0.0330777362102034,0.0414270847439796,-0.2757710772394421,-0.2758124987482304,-0.2757710772394421,True,True,True,True,True,True,True,True,True,True,True,True,0.2419437039274392,False,True,,0.0,False,True
40145,C0/E3-A/E3-G paired,0.3374563567920655,0.2223164123577871,0.2223119625701237,-0.1151399444342783,-0.1151443942219417,0.0498975103650156,0.0366280985150964,0.036628155846838,0.0594165528760992,0.0594582913862318,0.0594588197218026,True,True,True,True,True,True,True,True,True,True,True,True,0.7648529870888291,True,False,,0.0220743377627168,False,True
40146,C0/E3-A/E3-G paired,0.0176567647684554,0.0140842477259366,0.0140831777890038,-0.0035725170425187,-0.0035735869794515,0.001078127237497,0.000924257456317,0.0009242598447346,0.0411233181844661,0.0411226137370377,0.0411226137370377,True,True,True,False,False,False,False,False,False,True,True,True,0.9366896219092544,True,False,,0.0006523091790705,False,True
40147,C0/E3-A/E3-G paired,1.338167520278841,1.3767831642512605,1.3381671745605324,0.0386156439724194,-3.457183086474913e-07,0.0505067031731794,0.0521199898630118,0.0505067361767515,0.2732742014028453,0.2732749058502737,0.2732742014028453,False,False,False,False,False,False,True,True,True,True,True,True,0.2730201907838384,False,True,,0.0,False,True
40148,C0/E3-A/E3-G paired,0.3953702131717579,0.1851314567023252,0.1851336583728479,-0.2102387564694327,-0.21023655479891,0.0252314690665016,0.0247451131787684,0.0247464176779324,0.1432809582971614,0.1433119539840088,0.1433100754575331,False,False,False,False,False,False,True,True,True,True,True,True,0.951207805013289,True,False,,0.0155281730620524,False,True
40149,C0/E3-A/E3-G paired,0.0201506136693596,0.0250481186134351,0.0250482405050043,0.0048975049440754,0.0048976268356447,0.0027367499669776,0.0019442591385364,0.0019442668577827,0.0679255717631246,0.0679054950114146,0.0679054950114146,True,True,True,True,True,True,True,True,True,True,True,True,0.6750364885397,True,False,,0.0028365807108734,True,True
40150,C0/E3-A/E3-G paired,0.0864254568506804,0.085600861442571,0.085600343002275,-0.0008245954081094,-0.0008251138484054,0.0551660031788867,0.0548643163774882,0.0548643146518259,0.0555317569922468,0.0555296436499617,0.0555296436499617,True,True,True,True,True,True,True,True,True,True,True,True,0.6340508263038225,True,False,,0.0005337920647592,False,True
40151,C0/E3-A/E3-G paired,0.0423239061063491,0.0295745476706158,0.0295737398406432,-0.0127493584357332,-0.0127501662657058,0.0013386895736839,0.0012569906206211,0.0012570030762329,0.024341070689406,0.0243808015243658,0.0243808015243658,True,True,True,True,True,True,True,True,True,True,True,True,0.9838794422223096,True,False,,0.0062448162879158,False,True
40152,C0/E3-A/E3-G paired,0.0719185305470321,0.1183378795803228,0.0719183830801824,0.0464193490332907,-1.474668496898035e-07,0.0037654329091652,0.0066586449560285,0.003765449704317,0.0499372299948959,0.0499252543886115,0.0499372299948959,True,True,True,False,False,False,False,False,False,True,True,True,0.0544870347524071,False,True,,0.0,False,True
40153,C0/E3-A/E3-G paired,0.0169100650027607,0.0245796210368804,0.0169101317824322,0.0076695560341197,6.677967150092723e-08,0.0012402934935489,0.0010159422818,0.0012402900786256,0.0303143477614522,0.0303751063521504,0.0303143477614522,True,True,True,False,False,False,False,False,False,True,True,True,0.0160224760060686,False,True,,0.0,False,True
40154,C0/E3-A/E3-G paired,0.2575569802644516,0.2455285434479724,0.2455301581184275,-0.0120284368164792,-0.0120268221460241,0.006936375639486,0.0061264456089904,0.0061263672432285,0.1837952218696408,0.1837722099203116,0.1837722099203116,False,False,False,False,False,False,False,False,False,True,True,True,0.78924745492039,True,False,,0.0083940930588481,False,True
40155,C0/E3-A/E3-G paired,0.0476337391048829,0.0715486974930686,0.0476341439026546,0.0239149583881856,4.047977716983842e-07,0.0053168853116509,0.0067812804679658,0.005316876276552,0.1334161971172847,0.1334320471844243,0.1334161971172847,False,False,False,False,False,False,True,True,True,True,True,True,0.3372139837178285,False,True,,0.0,False,True
40156,C0/E3-A/E3-G paired,0.7107583061360304,0.3610266038044459,0.3610366840636843,-0.3497317023315845,-0.3497216220723461,0.1162961623412072,0.1103786248340934,0.1103784398865423,0.1897448664814174,0.1901532698780226,0.1901527415424517,False,False,False,False,False,False,True,True,True,True,True,True,0.9960673538392256,True,False,,0.0381779910525552,False,True
40157,C0/E3-A/E3-G paired,0.5097196895177252,0.3535460868780323,0.3535434333231445,-0.1561736026396928,-0.1561762561945807,0.0473387188641046,0.0408383164486287,0.0408379752279805,0.3897604851798402,0.389719425958301,0.3897200297703822,False,False,False,False,False,False,True,True,True,True,True,True,0.9213664177973802,True,False,,0.0227099009897733,False,True
40158,C0/E3-A/E3-G paired,8.082431505511433,2.659136170602334,2.659138663471812,-5.423295334909099,-5.423292842039621,0.3495202223257685,0.3541954214178925,0.3541707528101894,0.1565010006813185,0.1571011898903034,0.1571034953546135,False,False,False,False,False,False,True,True,True,True,True,True,0.9866351953856272,True,False,,0.0589795631359188,False,True
40159,C0/E3-A/E3-G paired,0.198314720269681,0.1351841370374528,0.1351863780184665,-0.0631305832322282,-0.0631283422512145,0.0032019013683101,0.0022749234321522,0.0022743251082061,0.1491899702766854,0.1491920836189715,0.149192788066399,False,False,False,False,False,False,False,False,False,True,True,True,0.7103783574629142,True,False,,0.0128619263687218,False,True
40160,C0/E3-A/E3-G paired,0.7101405823414931,0.5312268914861987,0.7101410927675443,-0.1789136908552944,5.104260512034386e-07,0.0250166744610227,0.0211721094291215,0.0250166543730034,0.1854985240634326,0.1854805606540095,0.1854985240634326,False,False,False,False,False,False,True,True,True,True,True,True,0.3822404687206022,False,True,,0.0,False,True
40161,C0/E3-A/E3-G paired,2.333438798264488,1.341859906095993,1.3418615841207218,-0.9915788921684948,-0.9915772141437662,1.0059371652696485,1.006200807067848,1.0052692555858296,0.4430919477219017,0.4429926206344996,0.4430560209030538,False,False,False,False,False,False,True,True,True,True,True,True,0.9867358343080171,True,False,,0.0656860392400019,False,True
40162,C0/E3-A/E3-G paired,0.4261433453639613,0.359720372128666,0.4261450262376973,-0.0664229732352953,1.6808737359763626e-06,0.0847517599100441,0.0759127873390098,0.0847519601102658,0.1047103380769804,0.1046617312044233,0.1047103380769804,False,False,False,False,False,False,True,True,True,True,True,True,0.2880475867679365,False,True,,0.0,True,True
40163,C0/E3-A/E3-G paired,0.1002465893044847,0.0859672271119696,0.085971028547016,-0.0142793621925151,-0.0142755607574686,0.0054449845314005,0.0040636406086584,0.0040636938735732,0.0456182569439427,0.0456234590172606,0.0456241092764262,True,True,True,False,False,False,False,False,False,True,True,True,0.8159409166603242,True,False,,0.002319360965611,False,True
40164,C0/E3-A/E3-G paired,0.4346590042003892,0.3294444371197158,0.3294504818560511,-0.1052145670806734,-0.1052085223443381,0.0360088725441499,0.0310354631079001,0.03103533031582,-0.001808874403828,-0.0018173277729687,-0.0018173277729687,True,True,True,True,True,True,True,True,True,True,True,True,0.6018094370314682,True,False,,0.0090152026997956,False,True
40165,C0/E3-A/E3-G paired,2.341367775912774,0.667860740935696,0.6678606080982525,-1.673507034977078,-1.6735071678145217,0.1367921464820165,0.132494812531631,0.1325339384463732,0.1915758819402171,0.1915834899724444,0.1915834899724444,False,False,False,False,False,False,True,True,True,True,True,True,0.9004542544936315,True,False,,0.0300965107367688,False,True
40166,C0/E3-A/E3-G paired,0.3162632372509336,0.3048355841333859,0.3048370151360791,-0.0114276531175476,-0.0114262221148545,0.0603136016356407,0.0578747293972813,0.0578746372382479,0.086584361844487,0.0865794307124891,0.0865794307124891,True,True,True,True,True,True,True,True,True,True,True,True,0.5178231905800865,True,False,,0.0106413557641636,False,True
40167,C0/E3-A/E3-G paired,0.1100939868200449,0.0996865322561609,0.1100938033370249,-0.0104074545638839,-1.8348301999981945e-07,0.0042176343740941,0.0029621807183216,0.0042176419788288,0.1140462463053513,0.114075128649917,0.1140462463053513,False,False,False,False,False,False,True,True,True,True,True,True,0.2699620499444351,False,True,,0.0,False,True
40168,C0/E3-A/E3-G paired,0.0143487668054921,0.0457958087488884,0.0457957290727676,0.0314470419433963,0.0314469622672754,0.0023459104437032,0.00175176054022,0.0017517557279934,0.0902259618788452,0.0901282197981565,0.0901287481337274,True,True,True,False,False,False,False,False,False,True,True,True,0.9407142328519328,True,False,,0.0062909404307537,True,True
