seed,method,c0_max_force,e3a_max_force,e3g_max_force,e3a_force_change,e3g_force_change,c0_rmsd,e3a_rmsd,e3g_rmsd,c0_ehull,e3a_ehull,e3g_ehull,c0_stable,e3a_stable,e3g_stable,c0_nus,e3a_nus,e3g_nus,c0_novel,e3a_novel,e3g_novel,c0_unique,e3a_unique,e3g_unique,gate_confidence,gate_on,exact_fallback,displacement_mean,displacement_max,refinement_harm,relaxation_converged
40041,C0/E3-A/E3-G paired,0.1301782015129586,0.1145459433044902,0.1145463724300658,-0.0156322582084684,-0.0156318290828928,0.0744324988891654,0.0681769554933638,0.0716848637690925,0.1594838819876418,0.1595219221487731,0.1594814667393151,False,False,False,False,False,False,True,True,True,True,True,True,0.9605456088605212,True,False,,0.0052445852556229,False,True
40042,C0/E3-A/E3-G paired,0.3024205859710564,0.256609969004149,0.2566093778852012,-0.0458106169669074,-0.0458112080858552,0.1514849199174714,0.1487055095069895,0.1487047035334614,0.1258633766447729,0.1258267453784967,0.1258267453784967,False,False,False,False,False,False,True,True,True,True,True,True,0.7477808025932574,True,False,,0.0136947186583777,False,True
40043,C0/E3-A/E3-G paired,0.1072258827698018,0.0914351446595651,0.1072266486077888,-0.0157907381102366,7.658379869990295e-07,0.0045385027406111,0.0029229061548873,0.004538581716526,0.0998029432288198,0.0998283033362419,0.0998029432288198,True,True,True,False,False,False,False,False,False,True,True,True,0.4361358395789164,False,True,,0.0,False,True
40044,C0/E3-A/E3-G paired,0.6174260117855039,0.6458919648832968,0.6458908669739559,0.0284659530977928,0.0284648551884519,0.1243550971433721,0.1172593454621587,0.1172607258549261,0.1613250693298997,0.1613314093567552,0.1613314093567552,False,False,False,False,False,False,True,True,True,True,True,True,0.8935844459084668,True,False,,0.0164570740329621,True,True
40045,C0/E3-A/E3-G paired,0.1658104479913522,0.1471644217629494,0.165810603495338,-0.0186460262284028,1.555039857992213e-07,0.0310640377221572,0.0274918662488841,0.0310640361245368,0.1631347822618378,0.1631305555772657,0.1631347822618378,False,False,False,False,False,False,True,True,True,True,True,True,0.1800432264588922,False,True,,0.0,False,True
40046,C0/E3-A/E3-G paired,0.3751889030519675,0.3342227090864257,0.3751886197872714,-0.0409661939655418,-2.832646960881924e-07,0.0270358882594832,0.0250112984753965,0.0270357982689739,0.0564668465238762,0.0564425430875967,0.0564668465238762,True,True,True,True,True,True,True,True,True,True,True,True,0.094822104953827,False,True,,0.0,False,True
40047,C0/E3-A/E3-G paired,0.8999487647023761,0.8177335094684328,0.8177339447724302,-0.0822152552339432,-0.0822148199299458,0.1561635175942944,0.1346429946531761,0.1346438240278321,3.220208780159707,3.220344879402872,3.220344034065956,False,False,False,False,False,False,True,True,True,True,True,True,0.9100079525728776,True,False,,0.0275860911789987,False,True
40048,C0/E3-A/E3-G paired,0.0774403230939118,0.054864986932173,0.0548645592007508,-0.0225753361617387,-0.022575763893161,0.002248820216883,0.0016356748149562,0.0016354813252111,0.087348953862838,0.0873468405205528,0.0873457838494093,True,True,True,True,True,True,True,True,True,True,True,True,0.5782830142038112,True,False,,0.0016878422002368,False,True
40049,C0/E3-A/E3-G paired,0.2870065809996485,0.1611690166711715,0.1612122158654661,-0.1258375643284769,-0.1257943651341823,0.0106027105842258,0.013246460144691,0.0132470103021291,-0.0194747984724745,-0.0195830015974767,-0.0195830015974767,True,True,True,True,True,True,True,True,True,True,True,True,0.9716134177156176,True,False,,0.0072291071731439,False,True
40050,C0/E3-A/E3-G paired,0.2313089323903688,0.2057682796489855,0.2057684013276178,-0.0255406527413832,-0.0255405310627509,0.4560599382330422,0.4676684061900572,0.4676621901830201,0.1262280815443501,0.1256748554972571,0.1256748554972571,False,False,False,False,False,False,True,True,True,True,True,True,0.5951572302457512,True,False,,0.0098604199763954,False,True
40051,C0/E3-A/E3-G paired,0.022948700755638,0.0209548251135097,0.0209548810251105,-0.0019938756421282,-0.0019938197305275,0.0017018480720196,0.0015587817412079,0.0015587770034495,0.1158301920038198,0.1158217386346791,0.1158217386346791,False,False,False,False,False,False,False,False,False,True,True,True,0.9907698156328316,True,False,,0.0010104410831414,False,True
40052,C0/E3-A/E3-G paired,0.3400654571234955,0.2519563768323781,0.2519574861497501,-0.0881090802911174,-0.0881079709737454,0.0245794529297991,0.0212208875122641,0.0212205974613828,0.2010087906487569,0.2009630015659116,0.2009622971184832,False,False,False,False,False,False,True,True,True,True,True,True,0.8608314755616938,True,False,,0.0121225444070167,False,True
