method,batch_size,gpu_count,measured_samples,fixed8_samples_per_hour,mean_sample_latency_seconds,median_sample_latency_seconds,first_sample_latency_seconds,steady_state_sample_latency_seconds,median_batch_wall_seconds,median_batch_cuda_seconds,mean_gpu_utilization_percent,mean_gpu_power_w,median_cpu_process_seconds,max_peak_allocated_bytes,max_peak_reserved_bytes,speedup_vs_b1
C0,1,8,24,427.51343454623685,64.29761447462322,64.29004327350412,64.11709628501558,64.29004327350412,64.29004327350412,64.341982421875,25.51094247263145,85.80058394539627,64.47534809150002,357948416,715128832,1.0
C0,4,8,96,1284.1379635835326,21.511159357930712,21.458348403757554,21.466522008631728,21.458348403757554,85.83339361503022,85.8887421875,36.49173863285407,117.69185840872866,86.0094958255,521817088,1293942784,3.003737098803732
C0,8,8,192,1833.5811805955234,14.992610318213034,15.194316941437137,15.006788512564526,15.194316941437137,121.5545355314971,121.614375,44.060023919431146,143.40842585118315,121.75355417800002,745782272,1902116864,4.288944001354456
A0,1,8,24,422.8809601116839,64.6082528561213,64.51149270450696,64.74208046298008,64.51149270450696,64.51149270450696,64.56356640625,25.579840834676332,86.99727766076137,64.6926533905,360553984,805306368,1.0
A0,4,8,96,1242.0758599643716,22.077750490177397,22.109609018501942,22.047720058129926,22.109609018501942,88.43843607400777,88.49289453125,36.12060569035233,116.76732127162825,88.62471563049999,521817088,1293942784,2.9371761254901054
A0,8,8,192,1781.076581888385,15.374233587286957,15.41919535381021,15.488279072247678,15.41919535381021,123.35356283048168,123.41457031249999,43.571509430224474,141.55256954979038,123.553534054,745782272,1902116864,4.211768204030747
