cluster,train_size,validation_size,force_max_mean,force_max_median,force_mean_mean,force_rms_mean,energy_per_atom_mean,global_m2_mean_weight,global_m2_high_weight_proportion,global_m2_middle_weight_proportion,global_m2_low_weight_proportion,m2_db_mean_weight,m2_db_high_weight_proportion,m2_db_middle_weight_proportion,m2_db_low_weight_proportion,global_high_weight_top_elements,global_high_weight_top_chemical_systems,num_atoms_mean,num_atoms_median,num_unique_elements_mean,num_unique_elements_median,mean_atomic_number_mean,mean_atomic_number_median,std_atomic_number_mean,std_atomic_number_median,mean_atomic_mass_mean,mean_atomic_mass_median,std_atomic_mass_mean,std_atomic_mass_median,oxygen_fraction_mean,oxygen_fraction_median,transition_metal_fraction_mean,transition_metal_fraction_median,alkali_fraction_mean,alkali_fraction_median,alkaline_earth_fraction_mean,alkaline_earth_fraction_median,halogen_fraction_mean,halogen_fraction_median,mean_electronegativity_mean,mean_electronegativity_median,std_electronegativity_mean,std_electronegativity_median,mean_atomic_radius_mean,mean_atomic_radius_median,std_atomic_radius_mean,std_atomic_radius_median
0,21,9,0.24760185916844643,0.1690874866355232,0.1357504476775627,0.09221548570608983,-4.911442586353847,0.9285714285714286,0.047619047619047616,0.6190476190476191,0.3333333333333333,1.0,0.2857142857142857,0.42857142857142855,0.2857142857142857,Cl:1;K:1;La:1;Zn:1,Cl-K-La-Zn:1,13.666666666666666,12.0,3.5238095238095237,4.0,24.942212945784377,22.181818181818183,14.271022556338922,13.577850518081204,56.98815986771353,50.68119666666667,35.244487149055985,32.06017259607569,0.16031746031746033,0.0,0.13452896310039164,0.14285714285714285,0.12827252112966397,0.1111111111111111,0.0026455026455026454,0.0,0.42377860235003084,0.6,2.635080395794682,2.5974999999999997,0.9188139452624989,0.931227147370608,1.1245618600975744,1.0875000000000001,0.49093527455828856,0.5128047874191504
1,39,15,0.19113038492459639,0.1390415373837178,0.09623810404603339,0.07218348043913422,-5.138169780755654,1.0192307692307692,0.41025641025641024,0.2564102564102564,0.3333333333333333,1.0,0.3076923076923077,0.38461538461538464,0.3076923076923077,Na:4;Cd:4;Mg:3;Y:3;Au:3;Sm:3;Zn:3;Cu:2;H:2;Sr:2,As-Co-Na-Pd:1;Cd-Lu-Mg:1;C-In-Y:1;Au-Cu-Mg-Sm:1;Ca-La-S-Y:1;Bi-Li-Pb:1;Cd-H-Nb-Ti:1;Cu-Na-Pt-Sb:1;Cd-Hg-Sr:1;Ni-Tb-Zn:1,7.282051282051282,6.0,3.41025641025641,3.0,40.7117932992933,40.8,21.046200211039277,21.695333599647643,96.56293784525859,94.34258333333334,53.972348230089096,55.91601958466965,0.0,0.0,0.41045158545158555,0.4,0.05149572649572649,0.0,0.06360398860398861,0.0,0.00641025641025641,0.0,1.822063815813816,1.8471428571428572,0.43986526118661107,0.48443781850718476,1.4069650950900952,1.425,0.28083661053207837,0.24494897427831783
2,36,8,0.14853378862824707,0.11880479393899365,0.07493332212952371,0.054978473426995696,-5.411179092195299,1.0208333333333333,0.3333333333333333,0.4166666666666667,0.25,1.0,0.3055555555555556,0.3888888888888889,0.3055555555555556,In:4;Tb:4;Pr:3;La:3;Tm:3;Nd:2;Er:2;Sn:2;Cd:1;Bi:1,Cd-In-Pr:1;La-Nd-Tb-Tm:1;Bi-Sc-Tb:1;In-Nb-Rh:1;La-Nd-Pr-Sm:1;Er-La-Pr-Tb:1;In-Ir-Yb:1;Au-Ho-Sn:1;Er-Tb-Tm:1;Cu-In-Sn:1,9.194444444444445,8.5,3.0,3.0,53.17863292490486,57.33333333333333,8.604625313644881,7.622541560416266,127.92041819338975,139.63305355555553,22.69946023838002,19.62456003047227,0.0,0.0,0.3950147359138587,0.3666666666666667,0.0,0.0,0.0,0.0,0.006944444444444444,0.0,1.6582962962962966,1.640625,0.2963012784462007,0.2978276175958429,1.556135709644482,1.5708333333333333,0.11313783841101405,0.09432432717838812
