task_id,config_id,seed,repeat_index,gpu,elapsed_seconds,basic_structure_valid,composition_valid,rng_state_hash,initial_atomic_numbers_hash,initial_pos_hash,initial_cell_hash,initial_state_hash,final_structure_hash,extxyz_sha256,physical_model_forward_count,predictor_forward_count,corrector_forward_count,corrector_skipped_count,corrector_skip_rate,physical_forward_reduction,corrector_calibration_count,corrector_fallback_count,corrector_rescue_count,corrector_atomic_veto_count,corrector_skip_budget,corrector_budget_used,budget_exhausted,calibration_interval_mean,cell_stable_rate,pos_stable_rate,atomic_stable_rate,all_fields_stable_rate
eight_seed_smoke_A0_seed14000_rep2,A0,14000,2,0,171.07993197598262,True,False,cea11bf8abdde40fdb61d5b8a53d6579350f2f1aa73301fb246e833fbf6560a2,00fd9cb7d9a57eff57e9aa81525286d4585e3b355310c90678a446d552829406,110e02b754567a4b1c59e752a3998a27be43c2c39a61dc201752afc7cf58e1f7,74b8fbf4ea050bf94f23c5fb5c18fcbf719017fc5748534ed9817ca1e26e4c57,bb3d31a430cd324ba6b89648ea82a660004398ce810248650c4c11bee6580e0c,6f65588ef540d3e612f3640b5ab7d74da22b05640dafecc523da850dc7901a94,c89e18bf57c51d4dd664f68ea1cdb435471b0933f46a1d133df69cea3cada67f,2000,1000,1000,0,0.0,0.0,0,0,0,0,,0,False,,0.0,0.0,0.0,0.0
eight_seed_smoke_A0_seed14001_rep2,A0,14001,2,1,105.55552261299454,True,True,b69d8f688ca28651a11d5aa02a0f4f185cbaacd690b9fc4fe9c97c6f56daba1f,258ce0a9e50bb69ade6f393f9f5b530b0f228df8339ff7d0d75670aad9d614b0,2a95ae971137db2dd1efab0b33c5679b121296081ee4b0c0c4e4a2a3fdccbf05,203306fd116613d14a692ab90833ee2b479db8a09ad30c74b41e6b1016139bcd,9f005f0990d9c42d915e53aab7bee53f49dd4ec99a71d0f5539dec40bc4d2058,8570c233a67dc03f29b481c675fc3546db565351cace6183a271ee1a1c02ad2b,94f52a53c5ac443d5f83b9c4322bcd2fe4752ecf05285128a503fdf4e6ee53ad,2000,1000,1000,0,0.0,0.0,0,0,0,0,,0,False,,0.0,0.0,0.0,0.0
eight_seed_smoke_A0_seed14002_rep2,A0,14002,2,2,108.29024339996977,True,False,014357f4d5dfc5bf2e4f09d0bdb882dcd08a1fbe410637d1e32383adec209208,258ce0a9e50bb69ade6f393f9f5b530b0f228df8339ff7d0d75670aad9d614b0,fb8968fa67ed9b4a5248f5f263ec0915d8d28d1c9e688ab71d1425b8e4f2b060,a4929aee26e81576dd812e5cba0a7f01ae80bbb03e10ba86f3e67f0370031100,fe506af84c7ef875b0b6da503995166e535f927c89b9de35bb11112cf8ce0d00,a8587bab53cb94b564c5e91b91b8d08460725d671b48b33887960193423e6a77,0d5291fc5c67a990fd501ac3d6b4b22e0273733dac3200d94f4d0b8f10f0db8f,2000,1000,1000,0,0.0,0.0,0,0,0,0,,0,False,,0.0,0.0,0.0,0.0
eight_seed_smoke_A0_seed14003_rep2,A0,14003,2,3,108.81000834197039,True,True,62f7acbf025c95ea0b46b2c4c8ce6b2756123fc144cb45619eeb5c8c6e71c523,7981046bc6b3af77d05fc4d8201cf2204670bf96d1007bc31ce6d6db5b0ff9c1,499746405671768129f4970a9ebf6a488b02b4f6fad9395d1e4a7baf7a5a3aa4,de98249f5d0c046d248bce11d141ff6a89dce514ed03200aa1a844474e361a7f,87aac982e7419e326fcc806ae59b9dadb031dd94d6358e1f8e824ccf7f59c8e1,0aa14c925abd7a31b9e692dbb2ef31d458070ca2d1ee0818da5694ab7d4c495d,7243092f8671ab20392b6a4e98deb9b54ee67e4972563f6c061c620b690d1fd3,2000,1000,1000,0,0.0,0.0,0,0,0,0,,0,False,,0.0,0.0,0.0,0.0
eight_seed_smoke_G1_seed14000_rep2,G1,14000,2,0,142.65552075696178,True,False,cea11bf8abdde40fdb61d5b8a53d6579350f2f1aa73301fb246e833fbf6560a2,00fd9cb7d9a57eff57e9aa81525286d4585e3b355310c90678a446d552829406,110e02b754567a4b1c59e752a3998a27be43c2c39a61dc201752afc7cf58e1f7,74b8fbf4ea050bf94f23c5fb5c18fcbf719017fc5748534ed9817ca1e26e4c57,bb3d31a430cd324ba6b89648ea82a660004398ce810248650c4c11bee6580e0c,fd2da93dbde0ca0f42b7af1d4dd816a9d4b5d393b23c4b84856d13e737bfa2c8,e399fdb0cae9925facebc51dfbc1a7395e4644c2e9c362387bd4306b18bcebc5,1730,1000,730,270,0.27,0.135,50,1,0,101,270,270,True,6.56,0.94,0.981,0.999,0.933
eight_seed_smoke_G1_seed14001_rep2,G1,14001,2,1,96.67408324999269,True,True,b69d8f688ca28651a11d5aa02a0f4f185cbaacd690b9fc4fe9c97c6f56daba1f,258ce0a9e50bb69ade6f393f9f5b530b0f228df8339ff7d0d75670aad9d614b0,2a95ae971137db2dd1efab0b33c5679b121296081ee4b0c0c4e4a2a3fdccbf05,203306fd116613d14a692ab90833ee2b479db8a09ad30c74b41e6b1016139bcd,9f005f0990d9c42d915e53aab7bee53f49dd4ec99a71d0f5539dec40bc4d2058,3d0a4a2b81135376faeea22e0031bf9571dd73bc51ea857a9d0e697aff62e831,987a9f02cf8a1691e1c42d8034d85ed9abfdee3e3f2be073db2f2287f45b8ee0,1730,1000,730,270,0.27,0.135,54,8,0,80,270,270,True,6.296296296296297,0.91,0.961,0.999,0.89
eight_seed_smoke_G1_seed14002_rep2,G1,14002,2,2,99.47669195500202,True,True,014357f4d5dfc5bf2e4f09d0bdb882dcd08a1fbe410637d1e32383adec209208,258ce0a9e50bb69ade6f393f9f5b530b0f228df8339ff7d0d75670aad9d614b0,fb8968fa67ed9b4a5248f5f263ec0915d8d28d1c9e688ab71d1425b8e4f2b060,a4929aee26e81576dd812e5cba0a7f01ae80bbb03e10ba86f3e67f0370031100,fe506af84c7ef875b0b6da503995166e535f927c89b9de35bb11112cf8ce0d00,7ee1c40e2cbc2a8f5da8fe129a0d509fdefc47d4944e19ab4afc559c9f397e1d,76b5575ec19a1d3c2f718de1770d5dd566b5a1b55abc599245fc296f3bcea5c3,1785,1000,785,215,0.215,0.10750000000000004,41,9,0,165,270,215,False,5.7073170731707314,0.87,0.931,0.999,0.836
eight_seed_smoke_G1_seed14003_rep2,G1,14003,2,3,97.64358452300075,True,True,62f7acbf025c95ea0b46b2c4c8ce6b2756123fc144cb45619eeb5c8c6e71c523,7981046bc6b3af77d05fc4d8201cf2204670bf96d1007bc31ce6d6db5b0ff9c1,499746405671768129f4970a9ebf6a488b02b4f6fad9395d1e4a7baf7a5a3aa4,de98249f5d0c046d248bce11d141ff6a89dce514ed03200aa1a844474e361a7f,87aac982e7419e326fcc806ae59b9dadb031dd94d6358e1f8e824ccf7f59c8e1,5dc1b4808e8d8b9b782122d07df2b7a9822b4b3f225b24f3e7f234a9d00ac327,eb911ed09c1446a418aefd1e8af0f21d1bae9241ba3d976e9ed9946a787ed78e,1730,1000,730,270,0.27,0.135,54,4,0,88,270,270,True,6.888888888888889,0.93,0.958,0.999,0.901
eight_seed_smoke_G2_seed14000_rep2,G2,14000,2,0,136.03631319099804,True,True,cea11bf8abdde40fdb61d5b8a53d6579350f2f1aa73301fb246e833fbf6560a2,00fd9cb7d9a57eff57e9aa81525286d4585e3b355310c90678a446d552829406,110e02b754567a4b1c59e752a3998a27be43c2c39a61dc201752afc7cf58e1f7,74b8fbf4ea050bf94f23c5fb5c18fcbf719017fc5748534ed9817ca1e26e4c57,bb3d31a430cd324ba6b89648ea82a660004398ce810248650c4c11bee6580e0c,30858e0bb4d19afd0624c34a38d5050ee0ebba8ec6af9ee6cb407404f36dc601,e74db2e4594a42eb01683250728afee7f235bad9f31c7f57b521f1dc02cd6f6c,1580,1000,580,420,0.42,0.20999999999999996,50,2,0,37,420,420,True,9.24,0.966,0.98,0.999,0.956
eight_seed_smoke_G2_seed14001_rep2,G2,14001,2,1,83.8156335860258,True,False,b69d8f688ca28651a11d5aa02a0f4f185cbaacd690b9fc4fe9c97c6f56daba1f,258ce0a9e50bb69ade6f393f9f5b530b0f228df8339ff7d0d75670aad9d614b0,2a95ae971137db2dd1efab0b33c5679b121296081ee4b0c0c4e4a2a3fdccbf05,203306fd116613d14a692ab90833ee2b479db8a09ad30c74b41e6b1016139bcd,9f005f0990d9c42d915e53aab7bee53f49dd4ec99a71d0f5539dec40bc4d2058,135d7eeeaa8041adef1b9ce10518b3dadd51fa6faf0bb82e5904835531177bc9,bb5a27fef766fd763125178fbe1eed4def2ad8d777185a30e894cfd56c611582,1580,1000,580,420,0.42,0.20999999999999996,50,4,0,68,420,420,True,9.66,0.942,0.977,0.999,0.931
eight_seed_smoke_G2_seed14002_rep2,G2,14002,2,2,65.09046826098347,True,True,014357f4d5dfc5bf2e4f09d0bdb882dcd08a1fbe410637d1e32383adec209208,258ce0a9e50bb69ade6f393f9f5b530b0f228df8339ff7d0d75670aad9d614b0,fb8968fa67ed9b4a5248f5f263ec0915d8d28d1c9e688ab71d1425b8e4f2b060,a4929aee26e81576dd812e5cba0a7f01ae80bbb03e10ba86f3e67f0370031100,fe506af84c7ef875b0b6da503995166e535f927c89b9de35bb11112cf8ce0d00,15a7612f2588efc2ddee0c86c2a989ce1049c26bc6e5c0b86b5b28cf4214c938,ed4f694d65486392c81ea69f104d09bbdd9da56c17ae538ec26b3bd620161e13,1580,1000,580,420,0.42,0.20999999999999996,47,7,0,66,420,420,True,9.76595744680851,0.943,0.956,0.999,0.919
eight_seed_smoke_G2_seed14003_rep2,G2,14003,2,3,55.563360011030454,True,True,62f7acbf025c95ea0b46b2c4c8ce6b2756123fc144cb45619eeb5c8c6e71c523,7981046bc6b3af77d05fc4d8201cf2204670bf96d1007bc31ce6d6db5b0ff9c1,499746405671768129f4970a9ebf6a488b02b4f6fad9395d1e4a7baf7a5a3aa4,de98249f5d0c046d248bce11d141ff6a89dce514ed03200aa1a844474e361a7f,87aac982e7419e326fcc806ae59b9dadb031dd94d6358e1f8e824ccf7f59c8e1,6c70eb22ccd652d878a939b668b26bade49dee3ee163dc97f62ccac9ad8c072c,4b0a14c0db2cf38ed2ebda04b39b1606392833d5951615c23c504f9f4e35bf9c,1580,1000,580,420,0.42,0.20999999999999996,48,11,0,69,420,420,True,9.0,0.941,0.972,0.999,0.919
eight_seed_smoke_G3_seed14000_rep2,G3,14000,2,0,118.60434813599568,True,False,cea11bf8abdde40fdb61d5b8a53d6579350f2f1aa73301fb246e833fbf6560a2,00fd9cb7d9a57eff57e9aa81525286d4585e3b355310c90678a446d552829406,110e02b754567a4b1c59e752a3998a27be43c2c39a61dc201752afc7cf58e1f7,74b8fbf4ea050bf94f23c5fb5c18fcbf719017fc5748534ed9817ca1e26e4c57,bb3d31a430cd324ba6b89648ea82a660004398ce810248650c4c11bee6580e0c,8fcb12629ba441c5f1789349de903e09ca8b756dde9ad0a2d55d6c7ab9be4016,226b96023b8d6dc01dd883115d14e018a46f2c1c63216cc406ab2d4b29b86e86,1302,1000,302,698,0.698,0.349,52,7,0,0,,698,False,,0.974,0.995,0.999,0.971
eight_seed_smoke_G3_seed14001_rep2,G3,14001,2,1,71.18456944997888,True,True,b69d8f688ca28651a11d5aa02a0f4f185cbaacd690b9fc4fe9c97c6f56daba1f,258ce0a9e50bb69ade6f393f9f5b530b0f228df8339ff7d0d75670aad9d614b0,2a95ae971137db2dd1efab0b33c5679b121296081ee4b0c0c4e4a2a3fdccbf05,203306fd116613d14a692ab90833ee2b479db8a09ad30c74b41e6b1016139bcd,9f005f0990d9c42d915e53aab7bee53f49dd4ec99a71d0f5539dec40bc4d2058,028f9f5fcd7e14c7c73b6c26bed55d89388e65bc29a6aff50875ecc2a399a477,cf0129e27d5bf2a4bedfc03538f7f8cc53d58e56521dcf20fb3fea1e598a6455,1287,1000,287,713,0.713,0.35650000000000004,55,8,0,0,,713,False,,0.979,0.994,0.999,0.976
eight_seed_smoke_G3_seed14002_rep2,G3,14002,2,2,52.29410204698797,True,True,014357f4d5dfc5bf2e4f09d0bdb882dcd08a1fbe410637d1e32383adec209208,258ce0a9e50bb69ade6f393f9f5b530b0f228df8339ff7d0d75670aad9d614b0,fb8968fa67ed9b4a5248f5f263ec0915d8d28d1c9e688ab71d1425b8e4f2b060,a4929aee26e81576dd812e5cba0a7f01ae80bbb03e10ba86f3e67f0370031100,fe506af84c7ef875b0b6da503995166e535f927c89b9de35bb11112cf8ce0d00,e2e0bd0d446d9f038948adb2850a351330cddc8145263391fff1518e4f830acb,b269efa2966f8a02d1e56dfbd310f5bf39c2228366d60dcf8096b00dc450f6c5,1288,1000,288,712,0.712,0.356,56,6,0,0,,712,False,,0.978,0.987,0.999,0.971
eight_seed_smoke_G3_seed14003_rep2,G3,14003,2,3,46.217693974031135,True,True,62f7acbf025c95ea0b46b2c4c8ce6b2756123fc144cb45619eeb5c8c6e71c523,7981046bc6b3af77d05fc4d8201cf2204670bf96d1007bc31ce6d6db5b0ff9c1,499746405671768129f4970a9ebf6a488b02b4f6fad9395d1e4a7baf7a5a3aa4,de98249f5d0c046d248bce11d141ff6a89dce514ed03200aa1a844474e361a7f,87aac982e7419e326fcc806ae59b9dadb031dd94d6358e1f8e824ccf7f59c8e1,0f3873a697c6b0c87ed8c173d6beb483039be10a064de9ca1d73711148667037,91f15978afaf72cbd504098704ff7a69519d0c5636c2cdb3540d0366507c2cf2,1292,1000,292,708,0.708,0.354,50,10,0,0,,708,False,,0.977,0.993,0.999,0.972
