seed,C0_formula,C0_num_atoms,C0_maxF_ev_per_a,C0_atomic_force_mean_ev_per_a,C0_rmsd_a,C0_e_hull_ev_per_atom,C0_stable,C0_nus,C0_novel,C0_unique,C0_mag_density_a3,C0_mag_absolute_error_a3,C0_mag_hit,C0_valid,C0_minimum_periodic_distance_a,C0_generation_seconds,C0_end_to_end_generation_seconds,C0_mattergen_score_calls,C0_guidance_calls,C0_guidance_accepted,C0_guidance_fallbacks,C0_guidance_seconds,C0_relaxation_steps,C0_surrogate_property_eval,C0_dft_verified,C0_actual_mattersim_calls,C0_failed_mattersim_calls,C0_peak_allocated_bytes,C0_initial_mattersim_calls,C0_candidate_mattersim_calls,C0_retry_mattersim_calls,C0_failed_candidate_calls,F0_formula,F0_num_atoms,F0_maxF_ev_per_a,F0_atomic_force_mean_ev_per_a,F0_rmsd_a,F0_e_hull_ev_per_atom,F0_stable,F0_nus,F0_novel,F0_unique,F0_mag_density_a3,F0_mag_absolute_error_a3,F0_mag_hit,F0_valid,F0_minimum_periodic_distance_a,F0_generation_seconds,F0_end_to_end_generation_seconds,F0_mattergen_score_calls,F0_guidance_calls,F0_guidance_accepted,F0_guidance_fallbacks,F0_guidance_seconds,F0_relaxation_steps,F0_surrogate_property_eval,F0_dft_verified,F0_actual_mattersim_calls,F0_failed_mattersim_calls,F0_peak_allocated_bytes,F0_initial_mattersim_calls,F0_candidate_mattersim_calls,F0_retry_mattersim_calls,F0_failed_candidate_calls
740013,Eu2GdN,4,0.05039783217908187,0.03206497651733123,0.07117642577891213,0.2683324498046886,False,False,True,True,0.18258269111503772,0.01741730888496229,False,True,2.409466656903578,83.21814604400424,83.21814604400424,2000,0,0,0,0.0,23,True,False,0,0,259330560,0,0,0,0,Eu2GdN,4,0.03477547385665507,0.021948501522874614,0.06819648144318996,0.2683267277587902,False,False,True,True,0.18249386286793262,0.01750613713206739,False,True,2.4113014959269217,83.55667729198467,83.78084185597254,2000,20,20,0,0.897530454909429,25,True,False,20,0,325370880,20,0,0,0
740014,Co5Fe7,12,0.10222934290389331,0.04649243226868293,0.0027766882095914547,0.053342807589517705,True,True,True,True,0.19458278106282242,0.005417218937177587,True,True,2.442338557094557,84.12502684700303,84.12502684700303,2000,0,0,0,0.0,24,True,False,0,0,314284032,0,0,0,0,Co5Fe7,12,0.044047594251071194,0.019136361955047573,0.0005340761122909574,0.05333772132649717,True,True,True,True,0.19448403646947815,0.005515963530521861,True,True,2.4378341034860433,84.48436512000626,84.7175621779752,2000,20,20,0,1.35092842602171,12,True,False,20,0,410690560,20,0,0,0
740015,HGdO,3,0.02806868423660254,0.01993276885492608,0.0018003506531853563,-0.026443938931205224,True,False,False,True,0.1783095744473283,0.0216904255526717,False,True,2.327431624575762,83.90738869801862,83.90738869801862,2000,0,0,0,0.0,2,True,False,0,0,252620800,0,0,0,0,HGdO,3,0.016966119654635233,0.011455021182396994,0.0006524561340864385,-0.026468098680553,True,False,False,True,0.17829689590698822,0.021703104093011794,False,True,2.3291606791176562,83.8564495149767,84.15800092293648,2000,20,20,0,0.9107441249652766,2,True,False,20,0,322326528,20,0,0,0
740016,Gd7Ge,8,0.008324731753155772,0.00529593619524662,0.0029500152115321736,0.12301639710937451,False,False,True,True,0.20625627970593732,0.006256279705937312,True,True,3.4731112821503567,83.25833703397075,83.25833703397075,2000,0,0,0,0.0,5,True,False,0,0,289490432,0,0,0,0,Gd7Ge,8,0.007569461393996273,0.004804514190239136,0.0028446964069383726,0.1230144897607417,False,False,True,True,0.2062602064977288,0.006260206497728793,True,True,3.473775264594101,83.37621297303122,83.6254562830436,2000,20,20,0,0.9197283979738131,5,True,False,20,0,352985088,20,0,0,0
740017,H2Fe16,18,0.27467333251610154,0.15272140927748368,0.04106509604194439,0.09209545749782944,True,True,True,True,0.20791379506741647,0.007913795067416463,True,True,1.6789210748763357,83.98081832699245,83.98081832699245,2000,0,0,0,0.0,27,True,False,0,0,364510720,0,0,0,0,H2Fe16,18,0.1837708023603344,0.11226231781838132,0.032825073051454365,0.09208952352430533,True,True,True,True,0.20773975294634342,0.007739752946343409,True,True,1.689281569221094,84.74942876701243,84.99279276403831,2000,20,20,0,1.4101188490749337,27,True,False,20,0,483020288,20,0,0,0
740018,Co8Gd12,20,0.7082618211453938,0.2557942289781473,0.09056703963554869,0.030805796065971336,True,True,True,True,0.19373450165520734,0.006265498344792675,True,True,2.2911920072825525,85.46035645401571,85.46035645401571,2000,0,0,0,0.0,105,True,False,0,0,375323648,0,0,0,0,Co8Gd12,20,0.6558429366513763,0.23923659713488568,0.08658711061766156,0.030798166671440086,True,True,True,True,0.193841277313696,0.006158722686304019,True,True,2.3035001919168248,85.97919394401833,86.21802971203579,2000,20,20,0,1.3810487049631774,105,True,False,20,0,437130752,20,0,0,0
740019,Fe6,6,0.09770550936195461,0.057614545456115496,0.0,-0.00780204744628854,True,False,False,False,0.21242675231439906,0.012426752314399048,False,True,2.464165146534155,83.62402845500037,83.62402845500037,2000,0,0,0,0.0,23,True,False,0,0,274564608,0,0,0,0,Fe6,6,0.058693423506279645,0.038483985086168106,0.0,-0.007796961183267115,True,False,False,False,0.2124332245558068,0.012433224555806782,False,True,2.4693101340395307,84.00157817697618,84.30756148399087,2000,20,20,0,0.9088717241538689,14,True,False,20,0,356651008,20,0,0,0
740020,EuGd3,4,0.01760462562800186,0.015794279412017193,0.002730926212144436,0.0868321736962887,True,True,True,True,0.20725409709501735,0.007254097095017342,True,True,3.616990982475147,82.6086169659975,82.6086169659975,2000,0,0,0,0.0,6,True,False,0,0,258630656,0,0,0,0,EuGd3,4,0.0138662427710934,0.01238700284186696,0.0023402955325643932,0.0868169149072262,True,True,True,True,0.20727106533484443,0.007271065334844423,True,True,3.618932461994452,83.79305509495316,84.02842199796578,2000,20,20,0,0.8821426399517804,6,True,False,20,0,323905536,20,0,0,0
740021,Fe14,14,0.12676023225561714,0.05499125938153558,0.0,-0.007838832027063702,True,False,False,False,0.21202020878392747,0.012020208783927455,False,True,2.4566916440960904,84.54525591200218,84.54525591200218,2000,0,0,0,0.0,34,True,False,0,0,330100224,0,0,0,0,Fe14,14,0.04662698613353215,0.020826711068877627,0.0,-0.007842101767577603,True,False,False,False,0.21203986723878082,0.01203986723878081,False,True,2.463688379206508,84.58534728502855,84.86247182101943,2000,20,20,0,0.9141041599796154,18,True,False,20,0,429229568,20,0,0,0
740022,Co3Fe7,10,0.09198478990127933,0.03619928032295973,0.0024156709163468256,0.03739318498828226,True,False,True,False,0.1986877893024574,0.001312210697542615,True,True,2.4478979046633746,85.21859084296739,85.21859084296739,2000,0,0,0,0.0,22,True,False,0,0,303489024,0,0,0,0,Co3Fe7,10,0.03626437118138408,0.01695955661462189,0.0008631728793357691,0.03737411150195413,True,False,True,False,0.19862458784643702,0.0013754121535629882,True,True,2.4458242000983743,85.32702246500412,85.55970701802289,2000,20,20,0,0.9084258350776508,7,True,False,20,0,392835072,20,0,0,0
