method,seed,split,input_path,energy_above_hull_per_atom,rmsd_from_relaxation,novel_unique_stable,stable,comp_validity,structure_validity,novel,novel_unique,unique,converged,num_atoms,volume_ang3,volume_per_atom,mass_density_amu_ang3,minimum_distance_angstrom,atomic_number_mean,atomic_number_std,atomic_number_min,atomic_number_max,cell_a,cell_b,cell_c,cell_alpha,cell_beta,cell_gamma,cell_condition,chgnet_energy_per_atom_ev,chgnet_force_rms_ev_ang,chgnet_max_force_ev_ang,chgnet_force_mean_ev_ang,chgnet_stress_rms_gpa,chgnet_stress_max_abs_gpa,chgnet_mag_density,chgnet_magmom_abs_mean,chgnet_magmom_abs_max,element_fraction_z001,element_fraction_z002,element_fraction_z003,element_fraction_z004,element_fraction_z005,element_fraction_z006,element_fraction_z007,element_fraction_z008,element_fraction_z009,element_fraction_z010,element_fraction_z011,element_fraction_z012,element_fraction_z013,element_fraction_z014,element_fraction_z015,element_fraction_z016,element_fraction_z017,element_fraction_z018,element_fraction_z019,element_fraction_z020,element_fraction_z021,element_fraction_z022,element_fraction_z023,element_fraction_z024,element_fraction_z025,element_fraction_z026,element_fraction_z027,element_fraction_z028,element_fraction_z029,element_fraction_z030,element_fraction_z031,element_fraction_z032,element_fraction_z033,element_fraction_z034,element_fraction_z035,element_fraction_z036,element_fraction_z037,element_fraction_z038,element_fraction_z039,element_fraction_z040,element_fraction_z041,element_fraction_z042,element_fraction_z043,element_fraction_z044,element_fraction_z045,element_fraction_z046,element_fraction_z047,element_fraction_z048,element_fraction_z049,element_fraction_z050,element_fraction_z051,element_fraction_z052,element_fraction_z053,element_fraction_z054,element_fraction_z055,element_fraction_z056,element_fraction_z057,element_fraction_z058,element_fraction_z059,element_fraction_z060,element_fraction_z061,element_fraction_z062,element_fraction_z063,element_fraction_z064,element_fraction_z065,element_fraction_z066,element_fraction_z067,element_fraction_z068,element_fraction_z069,element_fraction_z070,element_fraction_z071,element_fraction_z072,element_fraction_z073,element_fraction_z074,element_fraction_z075,element_fraction_z076,element_fraction_z077,element_fraction_z078,element_fraction_z079,element_fraction_z080,element_fraction_z081,element_fraction_z082,element_fraction_z083,element_fraction_z084,element_fraction_z085,element_fraction_z086,element_fraction_z087,element_fraction_z088,element_fraction_z089,element_fraction_z090,element_fraction_z091,element_fraction_z092,element_fraction_z093,element_fraction_z094
A0,20019,train,/data/dxl/results/formal_256/generation/A0/20019/generated_crystals.extxyz,0.0986712215179697,0.0753506535401909,False,True,True,True,False,False,True,True,12.0,136.37057168500684,11.364214307083904,5.0952749072943435,2.4180064580359133,26.666666666666668,0.4714045207910317,26.0,27.0,3.812813475055264,4.909359409781948,7.286041736602783,89.21719452671687,90.06346178749654,90.09446401889114,1.9110924976612522,-7.485598564147949,0.08084464066024566,0.22880540018000292,0.12778901607721363,1.5846620352193592,3.594264268875122,0.17408886615646454,1.978383183479309,2.8203771114349365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C0,20019,train,/data/dxl/results/formal_256/generation/C0/20019/generated_crystals.extxyz,0.0814157817596701,0.0051223012420013,False,True,True,True,False,False,True,True,12.0,137.05358511745274,11.421132093121061,5.069882348604951,2.424833811073142,26.666666666666668,0.4714045207910317,26.0,27.0,5.663098846402615,4.9090000174816675,6.342886924743652,104.86725298610472,89.52270885534547,125.21110115109357,2.167876676423412,-7.449620246887207,0.03720660205713001,0.09628127278207112,0.05892453920991029,0.8557141088196268,1.6163135766983032,0.18553143415756992,2.118979016939799,2.846576690673828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G3,20019,train,/data/dxl/results/formal_256/generation/G3/20019/generated_crystals.extxyz,0.2212718962537696,0.5162215310505784,False,False,True,True,True,True,True,False,12.0,125.36027014287332,10.446689178572777,4.42750382847315,1.9511111879554663,21.333333333333332,8.517954892787092,5.0,27.0,4.377814699611696,5.853021803348991,6.421595096588135,117.66778128522442,106.07129374420754,104.51912036826207,2.4072525868012145,-6.956860542297363,0.3803776565785928,1.2219123075910607,0.6068441423851852,1.3068505782614792,2.5281429290771484,0.04642816441190359,0.48502060274283093,1.095881700515747,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A0,20020,train,/data/dxl/results/formal_256/generation/A0/20020/generated_crystals.extxyz,0.2643647606838675,0.0058505921490491,False,False,True,True,True,True,True,True,16.0,286.92009175390115,17.93250573461882,2.328446822654121,2.507883289263376,20.0,4.330127018922194,16.0,26.0,7.395226922323067,7.428931631840718,7.3776445388793945,59.922042770547066,59.99139089398342,60.23523340153428,2.0066314549692024,-6.629461288452148,0.126082949982337,0.35725126412407704,0.15960642920033435,0.2204717141213868,0.4007183611392975,0.08423831224533901,1.5106040174141526,4.353994846343994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.25,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C0,20020,train,/data/dxl/results/formal_256/generation/C0/20020/generated_crystals.extxyz,0.2463700198596399,0.0467175926944216,False,False,True,True,True,True,True,True,16.0,153.30356206663257,9.581472629164535,4.392872774262686,1.8608845004405326,19.6875,9.231188642314704,6.0,26.0,2.8248194674622846,6.333631129275926,9.415325164794922,112.72684098423579,98.65379054223689,89.94094883171915,3.559847728577076,-8.559484481811523,0.20419192633180006,0.5819781383023219,0.3111920600434668,1.8728308999436205,3.6654410362243652,0.07537195249952228,0.7221742998808622,1.9475011825561523,0.0,0.0,0.0,0.0,0.0,0.3125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G3,20020,train,/data/dxl/results/formal_256/generation/G3/20020/generated_crystals.extxyz,0.164147512484444,0.0139847229302211,False,False,True,True,True,True,True,True,16.0,255.4950191829738,15.968438698935863,2.3554360391230045,2.444011695020771,17.875,7.096433963618629,3.0,26.0,7.1067642701905385,7.104717521446382,7.117711544036865,89.89810973431062,119.81899176285067,119.88047560204174,2.3958552279772185,-6.453437328338623,0.09659597778266234,0.3045055309862352,0.11942338373722873,0.2429929950636499,0.46301668882369995,0.08771165985148176,1.4006182635203004,4.108981609344482,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A0,20021,train,/data/dxl/results/formal_256/generation/A0/20021/generated_crystals.extxyz,0.2841967059591219,0.035926511439283,False,False,True,True,True,True,True,True,10.0,106.96216008749546,10.696216008749547,3.866678717610818,1.8844891911639317,19.0,9.2951600308978,1.0,25.0,3.8664118685801445,5.260310655661204,5.263249397277832,92.27761111085954,90.01761073211685,90.0251307718244,1.3876764376116404,-8.518268585205078,0.03510371983922755,0.10591759469516399,0.04828349524633125,3.272388310088499,5.550568103790283,0.13233559824645644,1.4154901444911956,2.835519313812256,0.1,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C0,20021,train,/data/dxl/results/formal_256/generation/C0/20021/generated_crystals.extxyz,0.3415829041522125,1.2722462813275413,False,False,True,True,True,True,True,True,10.0,141.61889107463605,14.161889107463605,2.102104011272813,1.437168611331285,14.0,9.370165420097983,8.0,33.0,5.91922402409075,5.347651365251172,5.370764255523682,100.9343575075496,93.97795912595637,120.13650103664354,1.88722701965952,-6.647346496582031,0.655324233138357,2.2220625591097565,0.8460372166349057,2.329922587763871,4.42000150680542,0.05112864426717525,0.7240781903266906,4.2303972244262695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G3,20021,train,/data/dxl/results/formal_256/generation/G3/20021/generated_crystals.extxyz,0.2827114687753003,0.0941323024226709,False,False,True,True,True,True,True,True,10.0,206.3584143359201,20.63584143359201,2.6610254869767904,1.81284962166501,24.3,20.219050422806706,8.0,64.0,6.109168047202844,7.193454708455463,6.86672830581665,57.61990788691176,58.428012652554,59.725853896791016,2.180689080576421,-9.377342224121094,0.2842776071765062,0.7884463160305244,0.4339295680944318,0.35957050651653266,0.6634154319763184,0.06618899921729764,1.3658656924962997,6.952186107635498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A0,20022,train,/data/dxl/results/formal_256/generation/A0/20022/generated_crystals.extxyz,0.0943341089662297,0.0021738929603437,False,True,True,True,False,False,True,True,8.0,332.04912830774845,41.506141038468556,3.5946467502656807,3.846437166072661,62.0,1.7320508075688772,59.0,63.0,6.307685922712782,7.798720700592116,7.799012660980225,120.05963041801951,89.99142378685517,90.03132575302891,1.7341348682184283,-8.833799362182617,0.0187970231347356,0.0448294988281427,0.028449610751916612,0.11739846752135545,0.24853366613388062,0.12672250106991043,5.259762002155185,7.008828639984131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C0,20022,train,/data/dxl/results/formal_256/generation/C0/20022/generated_crystals.extxyz,0.0465386254768738,0.0177590819217895,True,True,True,True,True,True,True,True,8.0,97.39432298902788,12.174290373628486,5.6412548815796635,2.5129815553290014,31.5,7.842193570679061,26.0,45.0,3.6586460620682337,3.6312817630004557,7.330833911895752,89.98360322010662,90.0278491851145,90.01476937546916,2.0188053387975264,-7.160574913024902,0.057902875423379,0.17943248944651907,0.08428308333363278,0.4150215552676306,0.8306943774223328,0.09133323077447839,1.1119172722101212,2.851008653640747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.375,0.0,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G3,20022,train,/data/dxl/results/formal_256/generation/G3/20022/generated_crystals.extxyz,0.3749450027570109,0.2231441157245691,False,False,True,True,True,True,True,True,8.0,611.097564582006,76.38719557275076,1.8443920665449631,2.7540414446200145,58.875,7.183966522750506,45.0,63.0,10.12743395448257,5.944583719749529,11.484282493591309,100.40178617861454,89.47183765881796,115.6619433005025,2.307113943206484,-8.589631080627441,0.18704612370754273,0.5506652324860022,0.2945685810972335,0.11643232033234026,0.23573702573776245,0.06772353342015996,5.173210792243481,6.909091949462891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A0,20023,train,/data/dxl/results/formal_256/generation/A0/20023/generated_crystals.extxyz,0.2833642607797006,0.0516638743264379,False,False,True,True,True,True,True,True,15.0,205.20272803073664,13.680181868715776,2.2867824638750034,1.6646663418965204,14.8,8.376156636548771,8.0,26.0,4.012341108020828,5.545046403164578,9.901468276977539,91.71337579263403,90.07988838907696,111.25251890223608,2.7985618003240145,-8.29165267944336,0.19333502054846077,0.7156245557559645,0.2764631338044801,0.8778902839259694,2.1925528049468994,0.09679973534907263,1.324237984418869,4.384666442871094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13333333333333333,0.0,0.0,0.26666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C0,20023,train,/data/dxl/results/formal_256/generation/C0/20023/generated_crystals.extxyz,0.2834108117933258,0.0641409642403193,False,False,True,True,True,True,True,True,15.0,185.77029259604592,12.384686173069728,2.499595029490112,1.7763845878438647,14.6,8.13879597975032,8.0,26.0,3.7019429192327578,5.3453380321411625,10.007184982299805,91.36355413650269,90.07692409297155,110.20933593802232,3.012647806910151,-8.48141098022461,0.20601635739728433,0.8600947610411094,0.28556100484254404,1.88691633474881,3.683539628982544,0.08957359283085246,1.1093408366044362,4.362948894500732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G3,20023,train,/data/dxl/results/formal_256/generation/G3/20023/generated_crystals.extxyz,0.3045628726107345,0.1177501201032702,False,False,True,True,True,True,True,True,15.0,192.7750703035196,12.851671353567975,2.4549364357895382,1.744850243727023,14.933333333333334,8.520302550705319,8.0,26.0,3.6440840139765704,6.032287837903454,9.405926704406738,90.78671050870754,78.85559932908185,72.38571760458157,2.853189055921356,-8.194310188293457,0.2760543077168742,0.9623384653166145,0.38980156986975706,1.0035958559078575,2.1897432804107666,0.12882352495329394,1.655597605307897,4.571934223175049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.06666666666666667,0.26666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A0,20024,train,/data/dxl/results/formal_256/generation/A0/20024/generated_crystals.extxyz,0.0860560080941699,0.0461417724296184,False,True,True,True,False,False,True,True,4.0,52.13841223081877,13.034603057704693,7.009561364892772,2.5698559646772066,39.5,22.242976419535225,26.0,78.0,2.6738447315285314,4.526807893382163,4.578671455383301,99.85870458496068,107.0072692143818,90.03226828599728,1.9918897739646415,-7.192534446716309,0.07220633069518653,0.20944052617358902,0.10540238694501958,2.509709726144594,4.764518737792969,0.11495160210645763,1.4983485043048859,2.911592960357666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C0,20024,train,/data/dxl/results/formal_256/generation/C0/20024/generated_crystals.extxyz,0.1140524158530063,0.0360352128022122,False,False,True,True,True,True,True,True,4.0,120.92561847559574,30.231404618898935,3.948207220427432,2.6642143275084567,50.75,14.324367350776788,28.0,63.0,4.260674062774212,5.885930497911772,5.9150896072387695,64.14248363891451,69.02754450629214,68.91125272907693,1.9962587862550454,-7.469696044921875,0.06179078231372703,0.13353890187727957,0.09809312146104215,1.3419984679914079,2.5076632499694824,0.11416300994369141,3.4513081461191177,6.886993885040283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G3,20024,train,/data/dxl/results/formal_256/generation/G3/20024/generated_crystals.extxyz,0.074383486375801,0.3969785132185243,True,True,True,True,True,True,True,True,4.0,85.55453166873106,21.388632917182765,4.9863027905033395,2.7029194048170155,45.75,17.75352077758099,28.0,64.0,4.591530340920042,4.590217545950503,5.386524200439453,64.7738918816961,64.73778976387878,59.97949226201979,2.0737276078848517,-9.164462089538574,0.03272690090636855,0.08056703361424007,0.04602924252200527,0.8106294502133903,1.5113366842269897,0.16178844507438064,3.4604336619377136,6.9950642585754395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A0,20025,train,/data/dxl/results/formal_256/generation/A0/20025/generated_crystals.extxyz,0.2185452559434448,0.2485430276201355,False,False,True,True,True,True,True,False,20.0,202.12274207332754,10.106137103666377,4.359925018631983,1.9916584465758862,20.6,8.56971411425142,5.0,26.0,5.780396262712934,7.065245998772741,6.960005760192871,125.11842418993673,101.26613951068889,105.00755867646461,2.472750208305739,-7.929100513458252,0.20218652280993218,0.6172093700198585,0.3221535445647295,0.8924571673914429,1.6156625747680664,0.12625892290765486,1.2759899854660035,2.445172071456909,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
