method,n,maxF_mean_ev_per_a,maxF_median_ev_per_a,maxF_p95_ev_per_a,atomic_force_mean_ev_per_a,rmsd_mean_a,e_hull_mean_ev_per_atom,stable_fraction,nus_fraction,novel_fraction,unique_fraction,mag_mae_a3,mag_hit_fraction,validity_fraction,minimum_distance_min_a,relaxation_steps_mean,surrogate_property_eval,dft_verified,maxF_p75_ev_per_a,maxF_p90_ev_per_a,maxF_max_ev_per_a,high_maxF_gt_0_2_fraction,generation_seconds_mean,end_to_end_seconds_mean,mattergen_score_calls_mean,actual_mattersim_calls_mean,actual_mattersim_calls_total,failed_mattersim_calls_total,peak_allocated_gib_max,fallback_total
F0,16,0.0510362336733348,0.035418398696926666,0.12238405648273112,0.02611975998597097,0.0013821824945191592,0.037330731970739994,0.9375,0.1875,0.3125,0.75,0.010931991164453016,0.6875,1.0,2.3707228229744284,16.0625,True,False,0.07044057935161296,0.09739759836194106,0.16128317678184106,0.0,85.50579738249871,85.72472079593717,2000.0,20.0,320,0,0.45977783203125,0
F1,16,0.0510373296222081,0.03537936426112942,0.12238082805519099,0.02612091124166506,0.0013760134741647688,0.037330888267364026,0.9375,0.1875,0.3125,0.75,0.010931579244821665,0.6875,1.0,2.3707228229744284,16.0625,True,False,0.07044642211303771,0.09740296644873758,0.1612836687855401,0.0,85.34874234692688,85.48888859586805,2000.0,40.0,640,0,0.4940481185913086,0
