trial,baseline_energy_above_hull_per_atom,baseline_rmsd_from_relaxation,baseline_stable,baseline_novel_unique_stable,baseline_comp_validity,baseline_structure_validity,baseline_novel,baseline_unique,baseline_converged,selected_energy_above_hull_per_atom,selected_rmsd_from_relaxation,selected_stable,selected_novel_unique_stable,selected_comp_validity,selected_structure_validity,selected_novel,selected_unique,selected_converged,ehull_change,rmsd_relative_change,stable_change,nus_change,composition_change,structure_change,novel_change,unique_change
528,0.1196206506224747,0.023271852984606562,0.625,0.0,0.875,1.0,0.25,0.875,1.0,0.10413334505148483,0.017780683626986413,0.75,0.625,1.0,1.0,0.75,0.875,1.0,-0.015487305570989873,-0.23595754756840148,0.125,0.625,0.125,0.0,0.5,0.0
529,0.12663391907951835,0.016320700984147313,0.5,0.25,1.0,1.0,0.375,0.75,1.0,0.12890079376370883,0.05965643027024585,0.625,0.5,0.875,1.0,0.75,0.875,1.0,0.002266874684190484,2.6552615189869337,0.125,0.25,-0.125,0.0,0.375,0.125
530,0.11677313127406572,0.11749967588780985,0.5,0.125,0.75,1.0,0.5,0.75,1.0,0.08992161388129712,0.04297893948409163,0.75,0.5,0.875,1.0,0.625,0.875,1.0,-0.0268515173927686,-0.634220782658767,0.25,0.375,0.125,0.0,0.125,0.125
531,0.1535871876703809,0.0618119685929384,0.25,0.125,0.875,1.0,0.375,0.625,1.0,0.1265290025844697,0.02283017242191896,0.5,0.375,1.0,1.0,0.5,0.75,1.0,-0.027058185085911207,-0.6306512647693419,0.25,0.25,0.125,0.0,0.125,0.125
532,0.15249042223532144,0.04289141218529165,0.5,0.125,0.875,1.0,0.625,1.0,1.0,0.10657990306908523,0.055208682008700445,0.75,0.5,0.875,1.0,0.625,0.875,1.0,-0.045910519166236216,0.28717333367803266,0.25,0.375,0.0,0.0,0.0,-0.125
533,0.09732703006759486,0.029986612306743616,0.625,0.125,0.625,1.0,0.5,0.875,1.0,0.10231236788803728,0.05252424045978584,0.625,0.375,0.75,1.0,0.5,0.75,1.0,0.004985337820442429,0.7515896735015244,0.0,0.25,0.125,0.0,0.0,-0.125
534,0.14195849521412793,0.09660789412527374,0.375,0.125,0.875,1.0,0.625,0.875,1.0,0.10657990306908521,0.055208682008700445,0.75,0.5,0.875,1.0,0.625,0.875,1.0,-0.035378592145042714,-0.4285282532180026,0.375,0.375,0.0,0.0,0.0,0.0
535,0.16539435431227617,0.04037186764668538,0.125,0.125,0.875,1.0,0.5,0.75,1.0,0.10627491813420338,0.0509569287289485,0.625,0.5,0.75,1.0,0.875,0.875,1.0,-0.05911943617807279,0.26218903655630554,0.5,0.375,-0.125,0.0,0.375,0.125
536,0.1467638229479615,0.09136948429096305,0.375,0.25,0.75,1.0,0.75,1.0,1.0,0.09806255969859574,0.0152948201772992,0.75,0.5,0.875,1.0,0.625,0.875,1.0,-0.04870126324936576,-0.8326047225067686,0.375,0.25,0.125,0.0,-0.125,-0.125
537,0.2166731764813687,0.09495740447838291,0.0,0.0,0.75,1.0,0.625,1.0,1.0,0.12519421084453616,0.021139042412172314,0.625,0.5,0.875,1.0,0.75,0.875,1.0,-0.09147896563683253,-0.7773839488527234,0.625,0.5,0.125,0.0,0.125,-0.125
538,0.16458141977484603,0.0674258253388544,0.25,0.0,0.75,1.0,0.625,0.875,1.0,0.09453504490896275,0.016902571803408498,0.75,0.375,0.875,1.0,0.5,0.875,1.0,-0.07004637486588328,-0.7493160562964838,0.5,0.375,0.125,0.0,-0.125,0.0
539,0.1842292723623293,0.04255722551858997,0.375,0.125,0.875,1.0,0.75,0.875,1.0,0.10773450875400323,0.0449688209720909,0.75,0.5,1.0,1.0,0.75,1.0,1.0,-0.07649476360832608,0.056667121131933174,0.375,0.375,0.125,0.0,0.0,0.125
540,0.21349964287748155,0.045460423117937285,0.125,0.125,1.0,1.0,0.625,0.75,1.0,0.10212353278285619,0.056261468194932565,0.625,0.5,0.75,1.0,0.75,1.0,1.0,-0.11137611009462536,0.23759226897150287,0.5,0.375,-0.25,0.0,0.125,0.25
541,0.12309468488425741,0.07927702191618843,0.375,0.125,0.75,1.0,0.625,0.875,1.0,0.12142594055690478,0.04718441328742845,0.75,0.5,1.0,1.0,0.75,1.0,1.0,-0.001668744327352631,-0.4048160217558153,0.375,0.375,0.25,0.0,0.125,0.125
542,0.14321835286189064,0.033047499114386994,0.5,0.25,0.875,1.0,0.5,1.0,1.0,0.11232169915286867,0.05180723494021119,0.75,0.5,0.875,1.0,0.75,1.0,1.0,-0.030896653709021962,0.5676597724049042,0.25,0.25,0.0,0.0,0.25,0.0
543,0.19713576348968087,0.09553920400016061,0.125,0.0,1.0,1.0,0.625,0.875,1.0,0.09265808608789301,0.04146897610691767,0.625,0.375,0.875,1.0,0.5,0.875,1.0,-0.10447767740178786,-0.5659480676974453,0.5,0.375,-0.125,0.0,-0.125,0.0
544,0.1722542263486146,0.05962508850762385,0.25,0.125,0.75,1.0,0.75,1.0,1.0,0.08767799085190328,0.046075572213854825,0.75,0.5,1.0,1.0,0.625,0.875,1.0,-0.08457623549671131,-0.22724521896578054,0.5,0.375,0.25,0.0,-0.125,-0.125
545,0.2031495830475657,0.04512727075372723,0.375,0.0,0.875,1.0,0.625,0.875,1.0,0.09182791290063048,0.04735145890092554,0.75,0.5,0.75,1.0,0.625,0.875,1.0,-0.11132167014693521,0.04928700783471607,0.375,0.5,-0.125,0.0,0.0,0.0
546,0.14233198015479107,0.06300169773381943,0.375,0.125,0.875,1.0,0.5,0.75,1.0,0.10545511696863603,0.01793401444132859,0.75,0.5,1.0,1.0,0.625,1.0,1.0,-0.03687686318615503,-0.7153407751470549,0.375,0.375,0.125,0.0,0.125,0.25
547,0.1553466495323978,0.03865509274088559,0.375,0.125,1.0,1.0,0.625,0.625,1.0,0.11780136582748507,0.046362610453520886,0.625,0.5,1.0,1.0,0.75,1.0,1.0,-0.037545283704912724,0.19939203779177683,0.25,0.375,0.0,0.0,0.125,0.375
548,0.14954572594284032,0.06406434805589994,0.375,0.0,0.75,1.0,0.375,0.75,1.0,0.097281549173269,0.047200324488057874,0.75,0.625,0.875,1.0,0.75,0.875,1.0,-0.05226417676957132,-0.26323570097251614,0.375,0.625,0.125,0.0,0.375,0.125
549,0.17132486750907133,0.1032398770846547,0.375,0.25,0.75,1.0,0.75,1.0,1.0,0.09309585836856846,0.01579299854046165,0.75,0.625,1.0,1.0,0.625,0.875,1.0,-0.07822900914050288,-0.8470261783873329,0.375,0.375,0.25,0.0,-0.125,-0.125
550,0.14464038195666334,0.03764506443517612,0.375,0.25,0.875,1.0,0.5,0.625,1.0,0.12138068534069642,0.045607976255115285,0.5,0.375,0.875,1.0,0.625,0.875,1.0,-0.023259696615966927,0.21152605100865474,0.125,0.125,0.0,0.0,0.125,0.25
551,0.11568627005631832,0.0903628646361003,0.375,0.125,0.875,1.0,0.625,0.875,1.0,0.09954275324510593,0.055589463310701914,0.75,0.625,0.875,1.0,0.875,1.0,1.0,-0.016143516811212386,-0.38481959890751716,0.375,0.5,0.0,0.0,0.25,0.125
552,0.17003062643014205,0.07120533442433719,0.125,0.125,0.875,1.0,0.625,0.625,1.0,0.09754226867416133,0.015074934596185263,0.75,0.5,0.875,1.0,0.625,0.75,1.0,-0.07248835775598073,-0.7882892522300574,0.625,0.375,0.0,0.0,0.0,0.125
553,0.18343040172677205,0.0669551669034418,0.25,0.125,1.0,1.0,0.5,1.0,1.0,0.13857581042816663,0.05492283318034613,0.625,0.5,0.875,1.0,0.875,0.875,1.0,-0.04485459129860542,-0.17970732177320814,0.375,0.375,-0.125,0.0,0.375,-0.125
554,0.19546661130792314,0.04093027644758147,0.25,0.125,0.875,1.0,0.625,0.875,1.0,0.0941083787229688,0.015238469823158674,0.875,0.625,0.875,1.0,0.75,0.875,1.0,-0.10135823258495434,-0.6276968751316827,0.625,0.5,0.0,0.0,0.125,0.0
555,0.14474789626203693,0.07553957258682034,0.375,0.25,0.625,1.0,0.75,0.875,1.0,0.08074021258236394,0.012870273923165325,0.875,0.5,0.875,1.0,0.5,0.875,1.0,-0.064007683679673,-0.8296220976313698,0.5,0.25,0.25,0.0,-0.25,0.0
556,0.16367528067501458,0.045258057441098246,0.375,0.125,0.875,1.0,0.5,0.75,1.0,0.11068066149966357,0.022579899780030062,0.75,0.5,0.875,1.0,0.625,1.0,1.0,-0.052994619175351004,-0.5010855291476661,0.375,0.375,0.0,0.0,0.125,0.25
557,0.19817308757130997,0.0989776848605741,0.25,0.25,0.875,1.0,0.875,0.875,1.0,0.11597428687432505,0.023698303081792847,0.625,0.625,1.0,1.0,0.75,0.875,1.0,-0.08219880069698492,-0.7605692321943507,0.375,0.375,0.125,0.0,-0.125,0.0
558,0.20545744782733588,0.06910541586851524,0.25,0.125,1.0,1.0,0.625,0.875,1.0,0.11297939509516125,0.05123862578498711,0.625,0.375,0.875,1.0,0.625,0.875,1.0,-0.09247805273217463,-0.25854399194301525,0.375,0.25,-0.125,0.0,0.0,0.0
559,0.11589070460165969,0.034089647994571926,0.5,0.25,0.875,1.0,0.625,0.875,1.0,0.11739445133935507,0.044437680865957334,0.625,0.375,1.0,1.0,0.625,0.875,1.0,0.0015037467376953773,0.30355352666102986,0.125,0.125,0.125,0.0,0.0,0.0
560,0.129146036972837,0.023613487137663234,0.375,0.0,0.875,1.0,0.25,0.875,1.0,0.11305301226389092,0.04971767920869663,0.625,0.5,1.0,1.0,0.75,0.875,1.0,-0.01609302470894608,1.105478065092619,0.25,0.5,0.125,0.0,0.5,0.0
561,0.11958503878296764,0.0746462401777931,0.5,0.0,0.625,1.0,0.375,0.875,1.0,0.11843303136779978,0.05108749137211945,0.625,0.5,1.0,1.0,0.75,0.875,1.0,-0.001152007415167855,-0.31560529705931883,0.125,0.5,0.375,0.0,0.375,0.0
562,0.18318824434168643,0.06364900069968639,0.375,0.375,0.875,1.0,0.875,0.875,1.0,0.12004688203243226,0.04829185013998273,0.75,0.5,0.875,1.0,0.75,1.0,1.0,-0.06314136230925417,-0.24127873793593313,0.375,0.125,0.0,0.0,-0.125,0.125
563,0.17821669618201294,0.07490654380255521,0.375,0.125,0.875,1.0,0.625,0.875,1.0,0.08422799974857795,0.04176345527471943,0.875,0.5,0.875,1.0,0.625,1.0,1.0,-0.09398869643343499,-0.4424591877472953,0.5,0.375,0.0,0.0,0.0,0.125
564,0.09409022326333435,0.01880190887601965,0.625,0.375,1.0,1.0,0.375,0.875,1.0,0.10981351950287482,0.049043568073219024,0.75,0.625,0.875,1.0,0.875,0.875,1.0,0.01572329623954047,1.6084355794198228,0.125,0.25,-0.125,0.0,0.5,0.0
565,0.14107100723489885,0.05242282059334809,0.375,0.125,0.875,1.0,0.5,0.875,1.0,0.11593261261177785,0.045595282741366636,0.75,0.5,0.875,1.0,0.75,1.0,1.0,-0.025138394623120994,-0.1302398034806963,0.375,0.375,0.0,0.0,0.25,0.125
566,0.12526165452465296,0.07009438401056439,0.5,0.25,0.875,1.0,0.5,1.0,1.0,0.11803605492639951,0.019530710635470912,0.75,0.5,1.0,1.0,0.75,0.875,1.0,-0.007225599598253446,-0.7213655428867553,0.25,0.25,0.125,0.0,0.25,-0.125
567,0.1526102674850269,0.05066667552682853,0.625,0.25,0.875,1.0,0.625,0.875,1.0,0.10095290231912721,0.014842324533732824,0.75,0.5,0.875,1.0,0.625,0.875,1.0,-0.051657365165899694,-0.7070594354296315,0.125,0.25,0.0,0.0,0.0,0.0
568,0.1719238852053608,0.10440287819735143,0.25,0.0,0.75,1.0,0.5,0.875,1.0,0.09528950869245195,0.04149754493389503,0.625,0.375,0.875,1.0,0.5,1.0,1.0,-0.07663437651290886,-0.602524895382168,0.375,0.375,0.125,0.0,0.0,0.125
569,0.2098236094195218,0.054509277745035764,0.25,0.125,1.0,1.0,0.625,0.875,1.0,0.11621939178671453,0.020674232072959126,0.625,0.5,1.0,1.0,0.625,0.875,1.0,-0.09360421763280727,-0.62072085838925,0.375,0.375,0.0,0.0,0.0,0.0
570,0.10556934540611303,0.055703263621811154,0.5,0.0,0.75,1.0,0.25,0.875,1.0,0.14926670200736755,0.05612425432489412,0.625,0.625,1.0,1.0,1.0,1.0,1.0,0.043697356601254525,0.007557738554444748,0.125,0.625,0.25,0.0,0.75,0.125
571,0.12268125733401897,0.059028762435828226,0.375,0.125,0.75,1.0,0.5,0.625,1.0,0.09398579392608147,0.01700596379046799,0.875,0.5,0.75,1.0,0.625,1.0,1.0,-0.028695463407937494,-0.7119037721829992,0.5,0.375,0.0,0.0,0.125,0.375
572,0.16780350015238277,0.054883692282767536,0.375,0.125,0.875,1.0,0.625,0.875,1.0,0.1146034035463531,0.05314888898275964,0.625,0.5,1.0,1.0,0.625,0.875,1.0,-0.05320009660602967,-0.03160872069375309,0.25,0.375,0.125,0.0,0.0,0.0
573,0.09715923335885564,0.04817967543291684,0.75,0.375,1.0,1.0,0.625,0.75,1.0,0.08945564488534215,0.04790728522474174,0.75,0.5,1.0,1.0,0.625,1.0,1.0,-0.00770358847351349,-0.005653633108308576,0.0,0.125,0.0,0.0,0.0,0.25
574,0.12451847355463816,0.016158440945443598,0.5,0.125,0.875,1.0,0.25,0.875,1.0,0.08621615212432607,0.04723317408926414,0.875,0.625,0.875,1.0,0.75,1.0,1.0,-0.03830232143031209,1.9231269432948035,0.375,0.5,0.0,0.0,0.5,0.125
575,0.1891101352315507,0.07844122458872818,0.375,0.125,0.875,1.0,0.75,0.875,1.0,0.11184195499047628,0.0483817423413183,0.625,0.375,0.875,1.0,0.625,0.75,1.0,-0.07726818024107443,-0.38321026226978816,0.25,0.25,0.0,0.0,-0.125,-0.125
576,0.13882146923442468,0.024110989884478413,0.5,0.125,0.875,1.0,0.5,0.875,1.0,0.0992610170327128,0.04678504614717597,0.625,0.375,0.875,1.0,0.5,0.875,1.0,-0.03956045220171188,0.940403375030824,0.125,0.25,0.0,0.0,0.0,0.0
577,0.15651595834912396,0.13088494125671973,0.25,0.125,0.875,1.0,0.625,0.875,1.0,0.11125123548583898,0.04177021980791829,0.5,0.375,1.0,1.0,0.625,0.75,1.0,-0.04526472286328498,-0.6808630587533402,0.25,0.25,0.125,0.0,0.0,-0.125
578,0.14174355238505681,0.04016511605646213,0.5,0.25,0.875,1.0,0.625,1.0,1.0,0.10216693832601847,0.053115339431218024,0.625,0.375,0.875,1.0,0.5,0.75,1.0,-0.03957661405903834,0.32242464721254915,0.125,0.125,0.0,0.0,-0.125,-0.25
579,0.13576337161371116,0.02704157081259085,0.5,0.25,0.875,1.0,0.625,0.75,1.0,0.13772618117414198,0.022982285997333464,0.625,0.5,0.875,1.0,0.875,0.875,1.0,0.0019628095604308227,-0.15011275947650715,0.125,0.25,0.0,0.0,0.25,0.125
580,0.17335539934393013,0.06617880747111052,0.25,0.125,0.875,1.0,0.625,1.0,1.0,0.14577088893102336,0.062342969284487945,0.5,0.375,0.875,1.0,0.75,0.875,1.0,-0.02758451041290677,-0.05796173024569928,0.25,0.25,0.0,0.0,0.125,-0.125
581,0.11048059859632628,0.059777191948220246,0.625,0.25,0.625,1.0,0.5,1.0,1.0,0.09845789152840141,0.047944754273832234,0.75,0.5,1.0,1.0,0.625,1.0,1.0,-0.012022707067924868,-0.19794234705165503,0.125,0.25,0.375,0.0,0.125,0.0
582,0.14145633553758125,0.053179184624631226,0.5,0.125,1.0,1.0,0.625,0.875,1.0,0.07851993048572967,0.012046721556461238,0.75,0.625,0.875,1.0,0.625,0.875,1.0,-0.06293640505185158,-0.773469231589506,0.25,0.5,-0.125,0.0,0.0,0.0
583,0.17153556277416546,0.11231833892092019,0.375,0.25,0.875,1.0,0.875,1.0,1.0,0.0857734688802227,0.015176805241175062,0.875,0.5,0.75,1.0,0.5,0.875,1.0,-0.08576209389394275,-0.8648768724058449,0.5,0.25,-0.125,0.0,-0.375,-0.125
584,0.19663322033701955,0.09743714857148808,0.125,0.125,1.0,1.0,0.625,0.875,1.0,0.13293705292102093,0.0539248016057165,0.625,0.5,0.875,1.0,0.875,0.875,1.0,-0.06369616741599862,-0.44656835307374854,0.5,0.375,-0.125,0.0,0.25,0.0
585,0.1458017399154174,0.11009017767921732,0.375,0.125,0.625,1.0,0.625,0.75,1.0,0.13843038086614784,0.055513932151778314,0.625,0.5,1.0,1.0,0.875,0.875,1.0,-0.007371359049269555,-0.495741279357948,0.25,0.375,0.375,0.0,0.25,0.125
586,0.12730334565709184,0.02505877901829466,0.5,0.25,0.875,1.0,0.375,0.625,1.0,0.0932302463916372,0.04180092432380994,0.875,0.5,0.875,1.0,0.625,1.0,1.0,-0.03407309926545464,0.6681149665469472,0.375,0.25,0.0,0.0,0.25,0.375
587,0.11495916879373687,0.03585587870844178,0.625,0.5,0.875,1.0,0.75,0.875,1.0,0.09208061080904258,0.0135859747852703,0.625,0.375,0.875,1.0,0.5,0.75,1.0,-0.022878557984694292,-0.6210949145677562,0.0,-0.125,0.0,0.0,-0.25,-0.125
588,0.18763828173435465,0.07095902408905742,0.125,0.0,0.875,1.0,0.625,0.75,1.0,0.12584944290838437,0.053917235957635985,0.625,0.5,1.0,1.0,0.75,1.0,1.0,-0.06178883882597028,-0.24016378959824858,0.5,0.5,0.125,0.0,0.125,0.25
589,0.13458560773721345,0.028564481781469784,0.5,0.125,0.875,1.0,0.375,0.75,1.0,0.09713611961125021,0.04779142345949007,0.75,0.625,1.0,1.0,0.75,0.875,1.0,-0.03744948812596324,0.6731066162906234,0.25,0.5,0.125,0.0,0.375,0.125
590,0.12075449661912893,0.08998625154181752,0.5,0.25,0.75,1.0,0.625,0.875,1.0,0.10948768040633958,0.011215743959816475,0.625,0.375,0.875,1.0,0.5,0.875,1.0,-0.011266816212789355,-0.8753615828235227,0.125,0.125,0.125,0.0,-0.125,0.0
591,0.13532469486912585,0.06018979563496114,0.375,0.375,0.875,1.0,0.625,0.875,1.0,0.16446079240218953,0.06457121335428492,0.5,0.5,1.0,1.0,0.875,1.0,1.0,0.029136097533063676,0.07279336427550276,0.125,0.125,0.125,0.0,0.25,0.125
592,0.11667650945330774,0.019406846988947526,0.375,0.0,1.0,1.0,0.25,0.75,1.0,0.09037349080888174,0.04709971578701705,0.75,0.375,0.75,1.0,0.5,1.0,1.0,-0.026303018644425996,1.4269638346631477,0.375,0.375,-0.25,0.0,0.25,0.25
593,0.16021814317568844,0.059799413160480215,0.375,0.125,0.75,1.0,0.625,0.875,1.0,0.10936759590849872,0.05009387293403059,0.625,0.5,0.875,1.0,0.625,0.875,1.0,-0.050850547267189725,-0.1623015965123844,0.25,0.375,0.125,0.0,0.0,0.0
594,0.1385558750987826,0.07417071122473873,0.375,0.125,0.75,1.0,0.625,1.0,1.0,0.11819650262351263,0.05274297564228431,0.75,0.5,1.0,1.0,0.75,1.0,1.0,-0.020359372475269963,-0.2888975341968605,0.375,0.375,0.25,0.0,0.125,0.0
595,0.1411503169731087,0.02894562185380455,0.375,0.125,0.875,1.0,0.375,0.75,1.0,0.13335019852654612,0.05337158249687465,0.5,0.375,1.0,1.0,0.75,0.875,1.0,-0.007800118446562587,0.8438568280356227,0.125,0.25,0.125,0.0,0.375,0.125
596,0.18638579566773414,0.026877612719643715,0.25,0.125,0.875,1.0,0.625,0.75,1.0,0.11895066049966635,0.05182981490664687,0.625,0.375,0.875,1.0,0.625,1.0,1.0,-0.06743513516806779,0.9283637816823904,0.375,0.25,0.0,0.0,0.0,0.25
597,0.1468305346121974,0.030792502853492998,0.375,0.125,0.75,1.0,0.5,0.75,1.0,0.08803517228665676,0.013605630741568848,0.75,0.375,0.875,1.0,0.5,0.875,1.0,-0.058795362325540626,-0.558151190037952,0.375,0.25,0.125,0.0,0.0,0.125
598,0.17179255867137716,0.03494900295565991,0.125,0.0,0.75,1.0,0.25,0.625,1.0,0.10433856563043462,0.04506742848873056,0.5,0.5,1.0,1.0,0.625,0.875,1.0,-0.06745399304094254,0.2895197195155461,0.375,0.5,0.25,0.0,0.375,0.25
599,0.11578044686085161,0.029154964129980452,0.625,0.375,1.0,1.0,0.625,1.0,1.0,0.0992610170327128,0.04678504614717598,0.625,0.375,0.875,1.0,0.5,0.875,1.0,-0.01651942982813881,0.6047025795880252,0.0,0.0,-0.125,0.0,-0.125,-0.125
600,0.13120161112884815,0.06302047801727592,0.5,0.125,0.875,1.0,0.375,0.875,1.0,0.12196338325285344,0.05057940456473267,0.5,0.375,0.875,1.0,0.625,0.875,1.0,-0.009238227875994709,-0.19741318764882676,0.0,0.25,0.0,0.0,0.25,0.0
601,0.1513843950178571,0.09363352568409132,0.25,0.125,0.75,1.0,0.625,0.875,1.0,0.09857816276270821,0.02296619102407376,0.75,0.625,0.75,1.0,0.875,0.875,1.0,-0.0528062322551489,-0.754722564847563,0.5,0.5,0.0,0.0,0.25,0.0
602,0.12170842674262068,0.06517730003020084,0.375,0.25,0.75,1.0,0.625,0.75,1.0,0.10690480936746224,0.01943802657209804,0.875,0.625,0.875,1.0,0.75,1.0,1.0,-0.014803617375158437,-0.7017669255539712,0.5,0.375,0.125,0.0,0.125,0.25
603,0.1481540472146655,0.05809885271914117,0.5,0.375,1.0,1.0,0.75,0.75,1.0,0.09770271637127444,0.048287199602998654,0.75,0.5,0.875,1.0,0.625,0.875,1.0,-0.050451330843391054,-0.16887860356853457,0.25,0.125,-0.125,0.0,-0.125,0.125
604,0.1451390832934046,0.03408979552141706,0.375,0.125,0.75,1.0,0.375,0.625,1.0,0.12021068540123864,0.05291920438300637,0.625,0.5,1.0,1.0,0.75,1.0,1.0,-0.02492839789216597,0.5523473688705363,0.25,0.375,0.25,0.0,0.375,0.375
605,0.1507810296356495,0.06520248356753773,0.375,0.25,0.875,1.0,0.75,0.875,1.0,0.10693036596871859,0.045557813692276135,0.75,0.5,0.875,1.0,0.75,1.0,1.0,-0.0438506636669309,-0.30128714123156586,0.375,0.25,0.0,0.0,0.0,0.125
606,0.15248973991665965,0.0595886741998911,0.25,0.125,0.875,1.0,0.625,0.625,1.0,0.11819650262351261,0.05274297564228431,0.75,0.5,1.0,1.0,0.75,1.0,1.0,-0.03429323729314704,-0.11488254520721153,0.5,0.375,0.125,0.0,0.125,0.375
607,0.09225093123371336,0.04663190847304296,0.5,0.125,0.75,1.0,0.375,1.0,1.0,0.09050579168376445,0.054960487180007456,0.75,0.375,0.875,1.0,0.625,1.0,1.0,-0.0017451395499489125,0.17860257020745984,0.25,0.25,0.125,0.0,0.25,0.0
608,0.19103310137693105,0.07435939495947544,0.125,0.125,0.875,1.0,0.75,0.75,1.0,0.08824859338741915,0.048106093099331136,0.875,0.625,0.875,1.0,0.75,1.0,1.0,-0.1027845079895119,-0.3530596486758921,0.75,0.5,0.0,0.0,0.0,0.25
609,0.1394511084816405,0.07787791576112625,0.25,0.25,0.625,1.0,0.75,0.875,1.0,0.1199933606969917,0.024886849997097484,0.75,0.625,1.0,1.0,0.75,1.0,1.0,-0.0194577477846488,-0.6804376471317936,0.5,0.375,0.375,0.0,0.0,0.125
610,0.15095134647900427,0.04515580555502115,0.375,0.0,0.625,1.0,0.375,0.75,1.0,0.12108416543145124,0.05837657865698141,0.625,0.5,1.0,1.0,0.75,0.875,1.0,-0.029867181047553024,0.2927812479361287,0.25,0.5,0.375,0.0,0.375,0.125
611,0.122762468382081,0.09043187031739308,0.625,0.375,0.75,1.0,0.75,1.0,1.0,0.09887365076111074,0.010436991017920788,0.875,0.375,0.75,1.0,0.5,1.0,1.0,-0.023888817620970268,-0.8845872480433106,0.25,0.0,0.0,0.0,-0.25,0.0
612,0.17201076656679898,0.08485363564254966,0.25,0.0,0.625,1.0,0.5,0.875,1.0,0.09723258154511136,0.0474468718790767,0.75,0.625,0.875,1.0,0.75,1.0,1.0,-0.07477818502168762,-0.4408386686110999,0.5,0.625,0.25,0.0,0.25,0.125
613,0.12124096222416002,0.018779791307837176,0.625,0.375,1.0,1.0,0.5,0.875,1.0,0.13059860069042248,0.02064839449844286,0.75,0.5,0.75,1.0,0.75,1.0,1.0,0.00935763846626246,0.09950074311134016,0.125,0.125,-0.25,0.0,0.25,0.125
614,0.11706184425270635,0.05366471916621752,0.5,0.125,0.75,1.0,0.5,0.875,1.0,0.1101878105738497,0.04148270308266641,0.625,0.375,1.0,1.0,0.625,0.875,1.0,-0.006874033678856653,-0.22700232616179994,0.125,0.25,0.25,0.0,0.125,0.0
615,0.13781679224990082,0.07296200762139517,0.5,0.25,0.75,1.0,0.625,0.875,1.0,0.08761292207161282,0.04184646743876485,0.75,0.375,0.875,1.0,0.5,1.0,1.0,-0.05020387017828799,-0.4264622259860361,0.25,0.125,0.125,0.0,-0.125,0.125
616,0.1416192930192765,0.01855470461590035,0.5,0.125,0.875,1.0,0.5,0.875,1.0,0.08640587057368981,0.04204527531335425,0.875,0.5,0.75,1.0,0.625,1.0,1.0,-0.05521342244558669,1.2660169581640113,0.375,0.375,-0.125,0.0,0.125,0.125
617,0.16969749871432366,0.05950615560591885,0.375,0.375,0.875,1.0,0.875,0.75,1.0,0.0962846434073715,0.01865353432232196,0.625,0.625,1.0,1.0,0.625,0.75,1.0,-0.07341285530695216,-0.6865276519314152,0.25,0.25,0.125,0.0,-0.25,0.0
618,0.0929447399383004,0.0568384707477132,0.625,0.25,0.75,1.0,0.5,0.75,1.0,0.13413259931619353,0.024981392735417135,0.625,0.5,1.0,1.0,0.75,0.875,1.0,0.04118785937789314,-0.5604844323433487,0.0,0.25,0.25,0.0,0.25,0.125
619,0.11374253248258953,0.016697545563867263,0.5,0.25,1.0,1.0,0.5,0.75,1.0,0.09765374874311677,0.048533746994017475,0.75,0.5,0.875,1.0,0.625,1.0,1.0,-0.016088783739472756,1.906639590134871,0.25,0.25,-0.125,0.0,0.125,0.25
620,0.13567704618543713,0.03195430928623321,0.5,0.125,0.875,1.0,0.5,1.0,1.0,0.11172164341261558,0.019359118938760675,0.625,0.375,0.875,1.0,0.375,0.75,1.0,-0.023955402772821557,-0.39416249729105823,0.125,0.25,0.0,0.0,-0.125,-0.25
621,0.13119491615998463,0.06029125239075625,0.375,0.25,0.75,1.0,0.625,0.875,1.0,0.09426882642008189,0.048450734829972066,0.875,0.625,0.875,1.0,0.75,1.0,1.0,-0.036926089739902745,-0.196388648290868,0.5,0.375,0.125,0.0,0.125,0.125
622,0.17577244345876505,0.03212056076801707,0.375,0.125,0.875,1.0,0.625,0.75,1.0,0.0942688264200819,0.04845073482997207,0.875,0.625,0.875,1.0,0.75,1.0,1.0,-0.08150361703868315,0.5084025207372842,0.5,0.5,0.0,0.0,0.125,0.25
623,0.15979373887212908,0.06334498857497371,0.25,0.125,0.75,1.0,0.75,1.0,1.0,0.1309489005452728,0.048455082791171805,0.625,0.375,0.875,1.0,0.75,0.875,1.0,-0.028844838326856276,-0.23506051731588118,0.375,0.25,0.125,0.0,0.0,-0.125
624,0.16672465902569628,0.11611351958956863,0.375,0.125,0.875,1.0,0.625,1.0,1.0,0.12184244347648562,0.02387064250563247,0.625,0.5,1.0,1.0,0.625,0.875,1.0,-0.04488221554921065,-0.7944197834153246,0.25,0.375,0.125,0.0,0.0,-0.125
625,0.15612773301895277,0.06102563935683482,0.25,0.25,0.875,1.0,0.5,0.75,1.0,0.10792270769909336,0.014006874572756324,0.75,0.5,0.875,1.0,0.625,0.875,1.0,-0.048205025319859415,-0.7704755784555731,0.5,0.25,0.0,0.0,0.125,0.125
626,0.16949123268969196,0.03489781367309591,0.125,0.0,1.0,1.0,0.5,0.5,1.0,0.09609753958280551,0.041141612953327945,0.75,0.5,1.0,1.0,0.625,0.875,1.0,-0.07339369310688645,0.17891663181884732,0.625,0.5,0.0,0.0,0.125,0.375
