trial,baseline_energy_above_hull_per_atom,baseline_rmsd_from_relaxation,baseline_stable,baseline_novel_unique_stable,baseline_comp_validity,baseline_structure_validity,baseline_novel,baseline_unique,baseline_converged,selected_energy_above_hull_per_atom,selected_rmsd_from_relaxation,selected_stable,selected_novel_unique_stable,selected_comp_validity,selected_structure_validity,selected_novel,selected_unique,selected_converged,ehull_change,rmsd_relative_change,stable_change,nus_change,composition_change,structure_change,novel_change,unique_change
248,0.16198327927359066,0.056641454274995395,0.5,0.125,0.75,1.0,0.5,0.875,1.0,0.12476685942927286,0.05127780514870974,0.5,0.5,1.0,1.0,0.75,0.75,1.0,-0.0372164198443178,-0.09469476366628993,0.0,0.375,0.25,0.0,0.25,-0.125
249,0.20750742025157976,0.09618308899189994,0.125,0.0,0.75,1.0,0.75,1.0,1.0,0.11095095960755981,0.05190045151688784,0.75,0.625,0.875,1.0,0.875,1.0,1.0,-0.09655646064401995,-0.46039941053194255,0.625,0.625,0.125,0.0,0.125,0.0
250,0.12302094963336414,0.0185840630249782,0.375,0.0,0.875,1.0,0.25,0.625,1.0,0.10055967003642248,0.05486404027805952,0.75,0.5,0.875,1.0,0.625,0.875,1.0,-0.022461279596941663,1.9522091161829707,0.375,0.5,0.0,0.0,0.375,0.25
251,0.10370483903717151,0.027628663738509508,0.75,0.0,0.875,1.0,0.25,0.875,1.0,0.10147061428158852,0.046694343931918056,0.625,0.5,1.0,1.0,0.625,0.875,1.0,-0.002234224755582992,0.6900688492883691,-0.125,0.5,0.125,0.0,0.375,0.0
252,0.12787288119236323,0.03263618638172737,0.5,0.25,0.75,1.0,0.625,0.75,1.0,0.13084056995066423,0.057500886970434484,0.5,0.375,0.875,1.0,0.625,0.875,1.0,0.0029676887583010014,0.7618751865759836,0.0,0.125,0.125,0.0,0.0,0.125
253,0.18311985588603535,0.11391845468266679,0.25,0.125,0.75,1.0,0.875,0.875,1.0,0.10052104193428509,0.04787443562353547,0.625,0.5,1.0,1.0,0.625,0.875,1.0,-0.08259881395175027,-0.5797482000884289,0.375,0.375,0.25,0.0,-0.25,0.0
254,0.1527965901694118,0.07227881976681447,0.5,0.375,1.0,1.0,0.75,0.875,1.0,0.09271837742715855,0.055833814300246226,0.75,0.625,0.75,1.0,0.875,1.0,1.0,-0.06007821274225325,-0.2275217763602536,0.25,0.25,-0.25,0.0,0.125,0.125
255,0.15257431863477916,0.036055456560059915,0.375,0.125,0.875,1.0,0.5,0.875,1.0,0.10772831050891693,0.014844520935207339,0.75,0.5,1.0,1.0,0.625,1.0,1.0,-0.04484600812586223,-0.5882864245393798,0.375,0.375,0.125,0.0,0.125,0.125
256,0.13455483359575443,0.05347416858138039,0.375,0.125,0.875,1.0,0.5,0.625,1.0,0.11013694678753756,0.04553564337455887,0.625,0.25,0.75,1.0,0.5,0.875,1.0,-0.024417886808216868,-0.14845532744918077,0.25,0.125,-0.125,0.0,0.0,0.25
257,0.15938086385354894,0.07888767880986813,0.25,0.125,0.75,1.0,0.625,0.75,1.0,0.13374119570630555,0.053335808885531265,0.625,0.5,1.0,1.0,0.875,0.875,1.0,-0.02563966814724339,-0.3239019110439406,0.375,0.375,0.25,0.0,0.25,0.125
258,0.1418637076442218,0.034445330021964586,0.5,0.125,0.875,1.0,0.375,0.875,1.0,0.12349861842965688,0.05131036034767204,0.5,0.375,1.0,1.0,0.625,0.875,1.0,-0.01836508921456491,0.4896173244661386,0.0,0.25,0.125,0.0,0.25,0.0
259,0.1608124949129655,0.075347389875473,0.375,0.25,0.75,1.0,0.75,0.875,1.0,0.11418453715722007,0.05275802796213879,0.75,0.5,0.875,1.0,0.75,1.0,1.0,-0.046627957755745436,-0.29980284586722594,0.375,0.25,0.125,0.0,0.0,0.125
260,0.16939555080056265,0.07996860466896899,0.25,0.0,0.875,1.0,0.625,0.75,1.0,0.08618143720604385,0.046641667007660176,0.875,0.375,0.875,1.0,0.5,1.0,1.0,-0.0832141135945188,-0.41675027092527217,0.625,0.375,0.0,0.0,-0.125,0.25
261,0.1339130442503827,0.12013144686691736,0.375,0.0,0.75,1.0,0.5,1.0,1.0,0.11504237398984192,0.05357407651430045,0.5,0.5,1.0,1.0,0.625,0.875,1.0,-0.018870670260540776,-0.5540378650924744,0.125,0.5,0.25,0.0,0.125,-0.125
262,0.1287175403179966,0.0233441518831366,0.625,0.5,0.875,1.0,0.75,0.75,1.0,0.09770271637127444,0.048287199602998654,0.75,0.5,0.875,1.0,0.625,0.875,1.0,-0.031014823946722156,1.0684923506636568,0.125,0.0,0.0,0.0,-0.125,0.125
263,0.11813108498425737,0.04086851558836799,0.5,0.125,1.0,1.0,0.375,0.75,1.0,0.08678898000174547,0.04525080153636732,0.75,0.25,0.875,1.0,0.375,0.875,1.0,-0.0313421049825119,0.10722889943295666,0.25,0.125,-0.125,0.0,0.0,0.125
264,0.106259436112185,0.028114395656928103,0.5,0.25,0.75,1.0,0.375,0.75,1.0,0.13851098245702106,0.051024314819940075,0.5,0.375,1.0,1.0,0.75,1.0,1.0,0.03225154634483607,0.8148821494360092,0.0,0.125,0.25,0.0,0.375,0.25
265,0.15665219392226126,0.025244898821910597,0.5,0.375,1.0,1.0,0.625,0.875,1.0,0.12745082045189532,0.0151670901375506,0.75,0.375,0.875,1.0,0.625,1.0,1.0,-0.029201373470365943,-0.39920178549550167,0.25,0.0,-0.125,0.0,0.0,0.125
266,0.1365164532834717,0.0538976252949189,0.5,0.125,0.875,1.0,0.625,0.75,1.0,0.10673660660750281,0.016842450534538603,0.875,0.5,0.875,1.0,0.625,1.0,1.0,-0.02977984667596889,-0.6875103412742306,0.375,0.375,0.0,0.0,0.0,0.25
267,0.16904501538559918,0.05110391714417855,0.375,0.25,0.875,1.0,0.75,0.75,1.0,0.11898747442581042,0.06392023534185384,0.625,0.5,0.875,1.0,0.75,1.0,1.0,-0.05005754095978876,0.2507893506776955,0.25,0.25,0.0,0.0,0.0,0.25
268,0.17525098363784386,0.038206203906036657,0.5,0.25,1.0,1.0,0.75,1.0,1.0,0.08796371394356468,0.019463980105671623,0.75,0.5,0.75,1.0,0.5,0.875,1.0,-0.08728726969427918,-0.49055446195228325,0.25,0.25,-0.25,0.0,-0.25,-0.125
269,0.15057141646357228,0.04989266145478329,0.5,0.125,0.875,1.0,0.625,0.75,1.0,0.10375857155192986,0.04810741926097414,0.75,0.375,0.875,1.0,0.625,0.875,1.0,-0.04681284491164242,-0.03578165890041929,0.25,0.25,0.0,0.0,0.0,0.125
270,0.12627107458763318,0.02698177047635921,0.375,0.125,0.875,1.0,0.375,0.5,1.0,0.09976318083726028,0.04945832687442826,0.625,0.5,0.75,1.0,0.75,0.875,1.0,-0.026507893750372893,0.833027484899943,0.25,0.375,-0.125,0.0,0.375,0.375
271,0.14308587937881398,0.02759531683477552,0.375,0.25,1.0,1.0,0.5,0.75,1.0,0.1218621438779674,0.061059689563384624,0.625,0.5,0.75,1.0,0.875,1.0,1.0,-0.02122373550084658,1.2126830407120899,0.25,0.25,-0.25,0.0,0.375,0.25
272,0.1584805293806955,0.03176280206608476,0.5,0.125,1.0,1.0,0.5,0.875,1.0,0.08855235422629856,0.05008227544706671,0.75,0.5,0.875,1.0,0.75,1.0,1.0,-0.06992817515439695,0.5767587300033223,0.25,0.375,-0.125,0.0,0.25,0.125
273,0.1391133802624,0.029182705253977065,0.5,0.375,0.875,1.0,0.625,0.875,1.0,0.10770895215274687,0.0188490338519128,0.875,0.625,1.0,1.0,0.75,1.0,1.0,-0.03140442810965313,-0.3541025861766526,0.375,0.25,0.125,0.0,0.125,0.125
274,0.14456861994556197,0.10380875162626087,0.25,0.0,0.75,1.0,0.625,0.625,1.0,0.1008845763347995,0.01909338484145711,0.875,0.625,0.875,1.0,0.75,1.0,1.0,-0.043684043610762474,-0.8160715301711904,0.625,0.625,0.125,0.0,0.125,0.375
275,0.17901068351155744,0.07264186198586321,0.375,0.125,0.875,1.0,0.625,1.0,1.0,0.09857816276270821,0.022966191024073764,0.75,0.625,0.75,1.0,0.875,0.875,1.0,-0.08043252074884923,-0.6838435800483308,0.375,0.5,-0.125,0.0,0.25,-0.125
276,0.168349271144507,0.022554500978810822,0.375,0.25,1.0,1.0,0.625,0.75,1.0,0.11697119264022256,0.05224509324752877,0.75,0.625,0.875,1.0,0.875,1.0,1.0,-0.051378078504284455,1.3163932244216459,0.375,0.375,-0.125,0.0,0.25,0.25
277,0.13947572213818982,0.04673989409480685,0.625,0.25,0.875,1.0,0.5,0.75,1.0,0.09163351571045403,0.04818910526337656,0.75,0.5,0.875,1.0,0.625,1.0,1.0,-0.04784220642773579,0.031005871892438197,0.125,0.25,0.0,0.0,0.125,0.25
278,0.14982496963795439,0.07248301176376071,0.375,0.125,0.75,1.0,0.5,0.875,1.0,0.1032014321670017,0.04765645705949402,0.625,0.5,1.0,1.0,0.625,0.875,1.0,-0.046623537470952686,-0.34251549570239037,0.25,0.375,0.25,0.0,0.125,0.0
279,0.1279847319048308,0.016417006252824114,0.625,0.125,0.75,1.0,0.375,0.875,1.0,0.11595989038178653,0.05389372687870578,0.625,0.625,1.0,1.0,0.75,1.0,1.0,-0.012024841523044283,2.2827987057283834,0.0,0.5,0.25,0.0,0.375,0.125
280,0.12777889138208637,0.057504514511904276,0.375,0.0,0.75,1.0,0.25,0.75,1.0,0.07424718283097027,0.012207742422015925,0.875,0.5,0.75,1.0,0.5,1.0,1.0,-0.053531708551116094,-0.7877081038656757,0.5,0.5,0.0,0.0,0.25,0.25
281,0.13264348157020106,0.09128180416654891,0.25,0.125,0.875,1.0,0.625,1.0,1.0,0.10207019464560114,0.017851002277283173,0.875,0.625,1.0,1.0,0.75,1.0,1.0,-0.030573286924599916,-0.8044407377760304,0.625,0.5,0.125,0.0,0.125,0.0
282,0.12352492754061914,0.0735406957804236,0.5,0.125,1.0,1.0,0.375,0.75,1.0,0.07711447602213856,0.011548431051533924,0.75,0.5,0.875,1.0,0.5,0.875,1.0,-0.04641045151848058,-0.8429654366336836,0.25,0.375,-0.125,0.0,0.125,0.125
283,0.16869735214595424,0.03113382434161505,0.25,0.0,0.875,1.0,0.375,0.75,1.0,0.09723258154511136,0.0474468718790767,0.75,0.625,0.875,1.0,0.75,1.0,1.0,-0.07146477060084289,0.5239654261059348,0.5,0.625,0.0,0.0,0.375,0.25
284,0.10821981496657679,0.045930546652168114,0.625,0.375,1.0,1.0,0.5,0.875,1.0,0.12724477434433376,0.02191630763531916,0.5,0.5,1.0,1.0,0.625,0.875,1.0,0.019024959377756973,-0.522838084177589,-0.125,0.125,0.0,0.0,0.125,0.0
285,0.2228429967127807,0.044464307816614985,0.0,0.0,0.875,1.0,0.5,0.5,1.0,0.11091624468927759,0.051308944435283874,0.75,0.375,0.875,1.0,0.625,1.0,1.0,-0.11192675202350312,0.15393552615051065,0.75,0.375,0.0,0.0,0.125,0.5
286,0.19242769377439006,0.06595231645661828,0.25,0.125,1.0,1.0,0.625,0.875,1.0,0.13439889164859814,0.0527671997303072,0.5,0.375,1.0,1.0,0.75,0.75,1.0,-0.05802880212579192,-0.19991893286999118,0.25,0.25,0.0,0.0,0.125,-0.125
287,0.13170482025590607,0.026524740680039627,0.5,0.125,0.75,1.0,0.5,1.0,1.0,0.1390118007988233,0.0555460090673814,0.5,0.25,0.75,1.0,0.625,1.0,1.0,0.00730698054291723,1.0941207206289798,0.0,0.125,0.0,0.0,0.125,0.0
288,0.17238025473709845,0.08533024538367111,0.25,0.125,0.875,1.0,0.625,1.0,1.0,0.11023589605108314,0.04851712167921893,0.625,0.375,0.875,1.0,0.5,0.875,1.0,-0.06214435868601531,-0.43141940514678023,0.375,0.25,0.0,0.0,-0.125,-0.125
289,0.161560927525196,0.043762054068140724,0.375,0.0,0.625,1.0,0.375,1.0,1.0,0.0943822029563863,0.04674569082352244,0.875,0.5,0.875,1.0,0.625,1.0,1.0,-0.06717872456880969,0.06817862687011833,0.5,0.5,0.25,0.0,0.25,0.0
290,0.1041198676501651,0.027066740938400936,0.75,0.25,0.875,1.0,0.5,0.875,1.0,0.09872896218736446,0.04117018178030531,0.75,0.5,1.0,1.0,0.625,1.0,1.0,-0.0053909054628006325,0.521061655483432,0.0,0.25,0.125,0.0,0.125,0.125
291,0.11149867655412213,0.0925241808828708,0.5,0.25,0.75,1.0,0.625,1.0,1.0,0.11975480328495099,0.05124082218646163,0.625,0.375,1.0,1.0,0.625,1.0,1.0,0.008256126730828858,-0.4461899397809427,0.125,0.125,0.25,0.0,0.0,0.0
292,0.14805068071011548,0.10170537189844091,0.375,0.125,0.75,1.0,0.5,0.875,1.0,0.10728367508739176,0.025583571385421514,0.625,0.375,0.75,1.0,0.625,1.0,1.0,-0.04076700562272373,-0.7484540795842299,0.25,0.25,0.0,0.0,0.125,0.125
293,0.11969343514961812,0.04508381274242235,0.5,0.125,0.875,1.0,0.375,0.875,1.0,0.09563956596539076,0.048357518253295415,0.875,0.5,0.875,1.0,0.625,1.0,1.0,-0.02405386918422736,0.07261376781898976,0.375,0.375,0.0,0.0,0.25,0.125
294,0.20944729211462615,0.08469066908363075,0.125,0.125,1.0,1.0,0.875,0.75,1.0,0.08782342041392208,0.045484473242422635,0.75,0.5,0.875,1.0,0.625,0.875,1.0,-0.12162387170070407,-0.462934066591121,0.625,0.375,-0.125,0.0,-0.25,0.125
295,0.16451554173033264,0.05740031046317565,0.375,0.125,0.75,1.0,0.5,1.0,1.0,0.13088655884534522,0.020317261549308775,0.625,0.625,1.0,1.0,0.875,1.0,1.0,-0.03362898288498742,-0.6460426540315836,0.25,0.5,0.25,0.0,0.375,0.0
296,0.10979682967146528,0.06437319016146403,0.5,0.0,0.75,1.0,0.25,0.875,1.0,0.08922419613670048,0.04163251133389108,0.75,0.5,0.875,1.0,0.625,1.0,1.0,-0.02057263353476481,-0.35326319498122827,0.25,0.5,0.125,0.0,0.375,0.125
297,0.13315379351019604,0.01884400595704726,0.375,0.0,1.0,1.0,0.25,0.625,1.0,0.08824859338741915,0.048106093099331136,0.875,0.625,0.875,1.0,0.75,1.0,1.0,-0.04490520012277689,1.552859153673769,0.5,0.625,-0.125,0.0,0.5,0.375
298,0.16268502967550133,0.040442547912648404,0.25,0.0,0.875,1.0,0.375,0.875,1.0,0.12584944290838437,0.05391723595763599,0.625,0.5,1.0,1.0,0.75,1.0,1.0,-0.03683558676711696,0.33318098736240565,0.375,0.5,0.125,0.0,0.375,0.125
299,0.13336052730866219,0.023476964589932897,0.625,0.125,0.875,1.0,0.375,1.0,1.0,0.1038726972172292,0.026323599084763873,0.75,0.5,0.75,1.0,0.5,0.875,1.0,-0.02948783009143298,0.12125223786603301,0.125,0.375,-0.125,0.0,0.125,-0.125
300,0.18766484837526853,0.03196913972798143,0.125,0.125,0.875,1.0,0.5,0.75,1.0,0.07268888216953191,0.0137098958778386,1.0,0.625,0.75,1.0,0.625,1.0,1.0,-0.11497596620573662,-0.5711521800557298,0.875,0.5,-0.125,0.0,0.125,0.25
301,0.13176773794784566,0.05053934779122763,0.5,0.125,1.0,1.0,0.375,0.875,1.0,0.1326239033798316,0.05032713114198091,0.5,0.375,0.875,1.0,0.75,0.75,1.0,0.0008561654319859391,-0.004199038145948464,0.0,0.25,-0.125,0.0,0.375,-0.125
302,0.1448987917720491,0.027007734326566224,0.625,0.25,1.0,1.0,0.5,0.875,1.0,0.11682576307820376,0.05283619221896095,0.75,0.625,1.0,1.0,0.875,1.0,1.0,-0.02807302869384533,0.9563356029827537,0.125,0.375,0.0,0.0,0.375,0.125
303,0.17565160617486628,0.0756452668768507,0.375,0.25,1.0,1.0,0.625,0.875,1.0,0.11857846092981858,0.05049639240068726,0.625,0.5,0.875,1.0,0.75,0.875,1.0,-0.057073145245047696,-0.33245800450549556,0.25,0.25,-0.125,0.0,0.125,0.0
304,0.12446244765613043,0.05419336003699173,0.375,0.0,0.875,1.0,0.375,0.75,1.0,0.11179298736231863,0.04862828973233713,0.625,0.375,0.875,1.0,0.625,0.875,1.0,-0.012669460293811802,-0.10268915418523517,0.25,0.375,0.0,0.0,0.25,0.125
305,0.13751245409094365,0.06359030409846783,0.5,0.375,0.875,1.0,0.75,1.0,1.0,0.09168248333861169,0.047942557872357724,0.75,0.5,0.875,1.0,0.625,0.875,1.0,-0.04582997075233196,-0.24607125957252862,0.25,0.125,0.0,0.0,-0.125,-0.125
306,0.2006044507815474,0.056347294948829764,0.125,0.0,0.875,1.0,0.625,0.875,1.0,0.10692292882044503,0.05326475074801132,0.625,0.375,1.0,1.0,0.5,1.0,1.0,-0.09368152196110237,-0.05470616120290728,0.5,0.375,0.125,0.0,-0.125,0.125
307,0.14246790265770132,0.12698493500072347,0.25,0.25,0.875,1.0,0.75,1.0,1.0,0.13189847289257622,0.047274991099554374,0.625,0.375,0.875,1.0,0.75,0.875,1.0,-0.010569429765125093,-0.6277118140093938,0.375,0.125,0.0,0.0,0.0,-0.125
308,0.11641468667555452,0.06533346106297544,0.5,0.125,0.625,1.0,0.5,0.75,1.0,0.1139717380060384,0.04842400806416108,0.625,0.5,1.0,1.0,0.625,1.0,1.0,-0.0024429486695161234,-0.25881765214482066,0.125,0.375,0.375,0.0,0.125,0.25
309,0.07543851852422907,0.0055943967403014865,0.75,0.25,0.875,1.0,0.25,0.875,1.0,0.11069266031829501,0.04291453788819233,0.625,0.5,1.0,1.0,0.75,0.75,1.0,0.03525414179406594,6.670985788161965,-0.125,0.25,0.125,0.0,0.5,-0.125
310,0.16591546762975162,0.06481274119938478,0.25,0.0,0.75,1.0,0.375,0.75,1.0,0.12026110670576656,0.06033024171382072,0.625,0.375,0.875,1.0,0.75,1.0,1.0,-0.04565436092398506,-0.06916077614699945,0.375,0.375,0.125,0.0,0.375,0.25
311,0.19792326370489338,0.07317426328794392,0.375,0.125,0.875,1.0,0.75,1.0,1.0,0.09682566705698134,0.04552194229151314,0.75,0.5,0.875,1.0,0.625,0.875,1.0,-0.10109759664791204,-0.3778968144526128,0.375,0.375,0.0,0.0,-0.125,-0.125
312,0.17331568411810624,0.11298416508296226,0.25,0.0,0.625,1.0,0.5,0.875,1.0,0.08779271127113149,0.0464277109027864,0.875,0.5,0.875,1.0,0.625,1.0,1.0,-0.08552297284697476,-0.5890777183803115,0.625,0.5,0.25,0.0,0.125,0.125
313,0.17378218982443977,0.043513969430877736,0.375,0.25,0.875,1.0,0.625,0.875,1.0,0.10081016974402886,0.016761612800923677,0.875,0.5,0.875,1.0,0.625,1.0,1.0,-0.07297202008041091,-0.6147992697483133,0.5,0.25,0.0,0.0,0.0,0.125
314,0.12203593419311673,0.032583824002744614,0.625,0.375,0.75,1.0,0.625,0.875,1.0,0.12021068540123864,0.05291920438300637,0.625,0.5,1.0,1.0,0.75,1.0,1.0,-0.0018252487918780924,0.6240943475065681,0.0,0.125,0.25,0.0,0.125,0.125
315,0.1481454803953579,0.03159578508020005,0.375,0.125,0.875,1.0,0.375,0.75,1.0,0.11709454720445495,0.04830485301266817,0.625,0.375,1.0,1.0,0.625,0.875,1.0,-0.031050933190902963,0.5288385108980593,0.25,0.25,0.125,0.0,0.25,0.125
316,0.15027330767189281,0.02085880457705095,0.5,0.25,0.875,1.0,0.625,0.75,1.0,0.1380138605304702,0.022065092156318765,0.625,0.5,0.875,1.0,0.875,0.875,1.0,-0.012259447141422603,0.057831098364811595,0.125,0.25,0.0,0.0,0.25,0.125
317,0.15320926474897942,0.06543462285756158,0.25,0.125,0.875,1.0,0.625,0.875,1.0,0.13372060567039507,0.050443012150967345,0.625,0.375,1.0,1.0,0.75,1.0,1.0,-0.019488659078584353,-0.2291082312681475,0.375,0.25,0.125,0.0,0.125,0.125
318,0.15153190219925458,0.05221932902759324,0.5,0.125,0.75,1.0,0.375,0.75,1.0,0.12841824354266268,0.05725791704015741,0.625,0.5,0.875,1.0,0.75,1.0,1.0,-0.0231136586565919,0.09648894588250512,0.125,0.375,0.125,0.0,0.375,0.25
319,0.16888415118294062,0.08864179090225201,0.375,0.25,1.0,1.0,0.75,1.0,1.0,0.09078933287218578,0.04070164839476341,0.75,0.375,0.75,1.0,0.5,0.875,1.0,-0.07809481831075483,-0.5408300308412501,0.375,0.125,-0.25,0.0,-0.25,-0.125
320,0.19337058619868464,0.03596020659509114,0.375,0.25,1.0,1.0,0.75,1.0,1.0,0.0801959190916633,0.04688853235862321,0.875,0.625,0.875,1.0,0.75,1.0,1.0,-0.11317466710702133,0.3039005277857296,0.5,0.375,-0.125,0.0,0.0,0.0
321,0.15599846961524833,0.07704871715777635,0.375,0.125,0.875,1.0,0.625,0.875,1.0,0.07989067003103853,0.011953504979784587,0.75,0.5,0.875,1.0,0.5,0.875,1.0,-0.0761077995842098,-0.8448578325411075,0.375,0.375,0.0,0.0,-0.125,0.0
322,0.09333857535080135,0.049929480758959144,0.625,0.25,0.875,1.0,0.5,1.0,1.0,0.11104968710882464,0.06293640320961555,0.625,0.5,0.75,1.0,0.75,0.875,1.0,0.017711111758023285,0.2605058625273706,0.0,0.25,-0.125,0.0,0.25,-0.125
323,0.1384913440267784,0.025490450020358987,0.5,0.25,0.875,1.0,0.625,0.875,1.0,0.1247294370691357,0.06040037819290263,0.5,0.5,0.875,1.0,0.875,0.875,1.0,-0.013761906957642706,1.3695296922832436,0.0,0.25,0.0,0.0,0.25,0.0
324,0.1805354561580541,0.06803599476371514,0.25,0.125,0.75,1.0,0.625,0.875,1.0,0.08679298577723712,0.04678554627833504,0.875,0.5,0.875,1.0,0.625,1.0,1.0,-0.09374247038081698,-0.31234126228596504,0.625,0.375,0.125,0.0,0.0,0.125
325,0.16009050224301033,0.06320047267642069,0.5,0.25,0.875,1.0,0.625,0.875,1.0,0.08157640839336296,0.013395226237997524,0.875,0.625,0.875,1.0,0.625,0.875,1.0,-0.07851409384964737,-0.788051802925912,0.375,0.375,0.0,0.0,0.0,0.0
326,0.1071371536608142,0.052312037260285715,0.625,0.25,0.875,1.0,0.375,0.875,1.0,0.10555742419277331,0.053034523668647124,0.75,0.5,1.0,1.0,0.625,0.875,1.0,-0.0015797294680408858,0.013811092937684233,0.125,0.25,0.125,0.0,0.25,0.0
327,0.09438905918610181,0.01767729396154639,0.625,0.25,0.75,1.0,0.5,0.75,1.0,0.11193070197310923,0.051843008551554576,0.625,0.375,0.875,1.0,0.625,1.0,1.0,0.017541642787007414,1.932745739496624,0.0,0.125,0.125,0.0,0.125,0.25
328,0.17525956100674184,0.05432628056952121,0.25,0.0,0.875,1.0,0.5,0.75,1.0,0.12243794018760652,0.02449601813619591,0.625,0.5,0.875,1.0,0.75,0.875,1.0,-0.052821620819135315,-0.5490945104395945,0.375,0.5,0.0,0.0,0.25,0.125
329,0.12056068481977894,0.022627273355347963,0.75,0.5,1.0,1.0,0.75,0.875,1.0,0.0985931808978025,0.05676955500231934,0.75,0.625,0.875,1.0,0.875,1.0,1.0,-0.02196750392197644,1.5088995086056993,0.0,0.125,-0.125,0.0,0.125,0.125
330,0.14717010005621242,0.03429978304473014,0.625,0.25,0.875,1.0,0.625,0.875,1.0,0.11401528918370812,0.059129882212875615,0.625,0.5,0.75,1.0,0.875,1.0,1.0,-0.0331548108725043,0.7239141756600822,0.0,0.25,-0.125,0.0,0.25,0.125
331,0.2131068488523895,0.07232450253770262,0.125,0.0,1.0,1.0,0.5,0.875,1.0,0.11593675222804595,0.05201142154147344,0.75,0.375,0.875,1.0,0.625,1.0,1.0,-0.09717009662434356,-0.2808602933098643,0.625,0.375,-0.125,0.0,0.125,0.125
332,0.119588146950032,0.03786346862963212,0.5,0.375,0.875,1.0,0.625,0.875,1.0,0.09587609470967792,0.04670203398313057,0.75,0.5,0.875,1.0,0.625,0.875,1.0,-0.02371205224035408,0.23343253202590497,0.25,0.125,0.0,0.0,0.0,0.0
333,0.14673207948518915,0.056352463712243325,0.625,0.125,0.75,1.0,0.5,1.0,1.0,0.09201189575261211,0.01881455518787665,0.75,0.5,0.875,1.0,0.5,0.875,1.0,-0.054720183732577046,-0.6661271939422067,0.125,0.375,0.125,0.0,0.0,-0.125
334,0.12402459184134325,0.0306926399366018,0.375,0.25,0.875,1.0,0.625,0.625,1.0,0.11924144261772192,0.05231576087100453,0.625,0.375,0.875,1.0,0.625,0.875,1.0,-0.00478314922362133,0.7045050858794513,0.25,0.125,0.0,0.0,0.0,0.25
335,0.10815291253837206,0.04466224231387419,0.625,0.25,0.875,1.0,0.5,1.0,1.0,0.11652648714181076,0.05438950302221436,0.625,0.5,0.875,1.0,0.625,1.0,1.0,0.008373574603438697,0.21779606675320085,0.0,0.25,0.0,0.0,0.125,0.0
336,0.1277612670501082,0.07096266105577986,0.5,0.25,0.875,1.0,0.625,1.0,1.0,0.11192882792424481,0.05680737302458884,0.5,0.375,0.875,1.0,0.625,0.75,1.0,-0.015832439125863393,-0.19947515807030303,0.0,0.125,0.0,0.0,0.0,-0.25
337,0.12990582074635268,0.02384203930591721,0.625,0.125,0.875,1.0,0.375,0.875,1.0,0.13932942781307028,0.0664171550866542,0.5,0.375,0.75,1.0,0.75,1.0,1.0,0.009423607066717604,1.7857161979500025,-0.125,0.25,-0.125,0.0,0.375,0.125
338,0.18700598321638123,0.09138217346869869,0.0,0.0,0.625,1.0,0.75,0.875,1.0,0.13612992524414866,0.05699960608045281,0.625,0.375,1.0,1.0,0.75,1.0,1.0,-0.050876057972232575,-0.3762502694250647,0.625,0.375,0.375,0.0,0.0,0.125
339,0.1823951334117101,0.0732425285096944,0.125,0.0,0.75,1.0,0.625,0.875,1.0,0.10706238525823206,0.016185313594487088,0.625,0.375,1.0,1.0,0.5,0.875,1.0,-0.07533274815347804,-0.7790175472663428,0.5,0.375,0.25,0.0,-0.125,0.0
340,0.15719286850759845,0.0429539479998005,0.25,0.0,0.75,1.0,0.5,0.75,1.0,0.11217433593829658,0.024177213717856014,0.75,0.5,1.0,1.0,0.625,0.875,1.0,-0.04501853256930187,-0.4371364020376356,0.5,0.5,0.25,0.0,0.125,0.125
341,0.16262475043609537,0.05847427162216018,0.5,0.125,0.875,1.0,0.625,0.875,1.0,0.08233158355048995,0.013052780908831113,0.875,0.625,1.0,1.0,0.625,1.0,1.0,-0.08029316688560542,-0.7767773664087085,0.375,0.5,0.125,0.0,0.0,0.125
342,0.11885975431551761,0.06223507792339181,0.375,0.0,0.625,1.0,0.5,0.625,1.0,0.11103432078686412,0.050469624606129776,0.75,0.375,0.875,1.0,0.625,1.0,1.0,-0.007825433528653489,-0.18904858336876673,0.375,0.375,0.25,0.0,0.125,0.375
343,0.1762392747857564,0.06154776856484339,0.375,0.125,1.0,1.0,0.5,0.875,1.0,0.13950893266285266,0.02343373823889765,0.625,0.5,0.875,1.0,0.75,0.875,1.0,-0.03673034212290374,-0.6192593365231571,0.25,0.375,-0.125,0.0,0.25,0.0
344,0.14787175893668444,0.04744933930301538,0.375,0.125,0.875,1.0,0.5,1.0,1.0,0.07712395129098909,0.020846109997149725,0.875,0.375,0.625,1.0,0.5,1.0,1.0,-0.07074780764569535,-0.5606659586127268,0.5,0.25,-0.25,0.0,0.0,0.0
345,0.16311321307847046,0.03911789753035452,0.25,0.125,1.0,1.0,0.5,0.75,1.0,0.09152024896759609,0.05549455129627816,0.625,0.375,0.875,1.0,0.625,1.0,1.0,-0.07159296411087437,0.41864861865890823,0.375,0.25,-0.125,0.0,0.125,0.25
346,0.16721910534851442,0.04595681594983912,0.5,0.0,0.625,1.0,0.375,1.0,1.0,0.08808814569030604,0.014893828092517748,0.875,0.625,0.875,1.0,0.75,0.875,1.0,-0.07913095965820838,-0.6759168844775051,0.375,0.625,0.25,0.0,0.375,-0.125
