split,model,stage,timestep_bin,field,count,residual_mse,residual_rmse,residual_cosine,score_after_mse
stage_a_validation,zero_residual_reuse,decile,9,cell,7200,78.22557614977471,8.844522381099768,0.0,78.22557614977471
stage_a_validation,zero_residual_reuse,decile,9,pos,25800,17713.61419808321,133.09250241122982,0.0,17713.61419808321
stage_a_validation,zero_residual_reuse,early,-1,atomic_numbers,2892438,5.895214237991313,2.4280062269259757,0.0,5.895214237991313
stage_a_validation,zero_residual_reuse,early,-1,cell,23976,0.16210293577462243,0.40262008863769133,0.0,0.16210293577462243
stage_a_validation,zero_residual_reuse,early,-1,pos,85914,0.0024909329530043147,0.04990924716928031,0.0,0.0024909329530043147
stage_a_validation,zero_residual_reuse,late,-1,atomic_numbers,2901124,0.5147933114464407,0.7174909835297171,0.0,0.5147933114464407
stage_a_validation,zero_residual_reuse,late,-1,cell,24048,23.715742957454832,4.869881205682006,0.0,23.715742957454832
stage_a_validation,zero_residual_reuse,late,-1,pos,86172,7325.141634383806,85.58704127602383,0.0,7325.141634383806
stage_a_validation,zero_residual_reuse,middle,-1,atomic_numbers,2892438,4.672465986725308,2.1615887644798,0.0,4.672465986725308
stage_a_validation,zero_residual_reuse,middle,-1,cell,23976,0.16997482463786448,0.41228003182044176,0.0,0.16997482463786448
stage_a_validation,zero_residual_reuse,middle,-1,pos,85914,124.53648814370916,11.15959175524397,0.0,124.53648814370916
stage_a_validation,zero_residual_reuse,overall,-1,atomic_numbers,8686000,3.690978480853746,1.9211919427412103,0.0,3.690978480853746
stage_a_validation,zero_residual_reuse,overall,-1,cell,72000,8.031640042007272,2.8340148274148587,0.0,8.031640042007272
stage_a_validation,zero_residual_reuse,overall,-1,pos,258000,2488.068785916718,49.88054516459015,0.0,2488.068785916718
