comparison,kind,field_or_block,stage,n,mean_abs_diff_mean,mean_abs_diff_median,mean_abs_diff_p95,rms_diff_mean,rms_diff_median,rms_diff_p95,relative_l2_diff_mean,relative_l2_diff_median,relative_l2_diff_p95,cosine_to_c0_mean,cosine_to_c0_median,cosine_to_c0_p95,one_minus_cosine_mean,one_minus_cosine_median,one_minus_cosine_p95,candidate_to_c0_norm_ratio_mean,candidate_to_c0_norm_ratio_median,candidate_to_c0_norm_ratio_p95,c0_rms_mean,c0_rms_median,c0_rms_p95,candidate_rms_mean,candidate_rms_median,candidate_rms_p95
TCL_vs_C0,conditional_hidden,gemnet_h1,early_0_30_high_to_mid_noise,768,0.22034068750590688,0.21992684409533952,0.24387215233721804,0.3106951904422253,0.3046137313312258,0.3700944305316906,0.24787569730026882,0.2443339590394601,0.2973054153150817,0.97210056544119,0.9727149146209365,0.9787716291228438,0.02789943455881012,0.02728508537906349,0.03693163160762587,1.0511888099567341,1.0484867313436972,1.0944032004645434,1.2567333447478564,1.2473159688304691,1.4059186704334707,1.320537716593648,1.315344202394489,1.4707224887236348
TCL_vs_C0,conditional_hidden,gemnet_h2,early_0_30_high_to_mid_noise,768,0.23413437350958954,0.2326752873396295,0.26268956200495375,0.3140706724469135,0.3114622276289616,0.36200572586879753,0.4011608490932526,0.4004789706006955,0.4797368467441851,0.9221218527938232,0.9230964163467417,0.944903235351351,0.07787814720617696,0.07690358365325833,0.10641631710472145,1.0316380037803772,1.028563778128053,1.077401385829771,0.7877673591260294,0.7773607446794357,0.8878271065868173,0.8114298423504932,0.8051216431695472,0.8992459410823304
TCL_vs_C0,conditional_hidden,gemnet_h3,early_0_30_high_to_mid_noise,768,0.3141086677095404,0.3157631064633074,0.38902877854500983,0.4126851932425966,0.41276919482688057,0.5152511672283375,0.598971510681671,0.5852577332009018,0.7575563510799049,0.8126540859831453,0.8203082712107272,0.8857540773849287,0.18734591401685471,0.1796917287892728,0.2900968938583856,0.964113900718177,0.9675316899104182,1.068222088859298,0.6892843590344166,0.685627664889854,0.7770468221869623,0.6620628656940503,0.6614360767418661,0.7207159895110273
TCL_vs_C0,conditional_hidden,gemnet_h4,early_0_30_high_to_mid_noise,768,0.4572672846073455,0.4513696327364064,0.6033734277832942,0.6865448436550875,0.7057643209285301,0.9506499705858215,0.6786323509133517,0.6799857139048173,0.8026537503343497,0.7423798704314258,0.7478623200785366,0.8405792118484601,0.2576201295685741,0.2521376799214634,0.3700549527768687,0.8568768055749896,0.8529025099407704,1.0008393122633277,1.0277110300726162,0.9953129858886333,1.5546861751197372,0.8652067571604284,0.8147558201305415,1.272830482725305
TCL_vs_C0,cfg2_score,atomic_numbers,mid_30_70,1024,1.8833286067350699,1.7751526357435465,3.024342384866651,2.3783888393865156,2.2698989164805234,3.7663676282982625,0.19575132746212748,0.1915010096877468,0.29938998982915427,0.9832285561109876,0.9855333771279893,0.9951111948512928,0.016771443889012378,0.014466622872010726,0.036150769072599294,0.9965341497028889,0.9943260759450263,1.1644130356698394,12.214462436779726,12.133874979650582,15.424662920140563,12.122631829903519,12.167212837664735,15.271686214418162
TCL_vs_C0,cfg2_score,pos,mid_30_70,1024,0.11300353561570187,0.08321555864790248,0.30202526199058266,0.14570253680544462,0.10726714298172993,0.39115189002724493,0.6513618240446999,0.37362147117377176,2.235125226517575,0.9264310339723262,0.952058994577687,0.9990997955720423,0.07356896602767378,0.047941005422313,0.24463930112053547,1.380669226676671,1.0296822668969356,3.027790664162575,0.5463550421376924,0.5753147928358995,1.0744430639222677,0.5575894650864716,0.5921012277718647,1.07477533803469
TCL_vs_C0,cfg2_score,cell,mid_30_70,1024,0.06147524936452303,0.04942513298657206,0.1381582159135075,0.08210565516143332,0.06726750087798572,0.1876150302381821,0.09171044684310004,0.07334585447515718,0.21733251755101426,0.9947429592315639,0.997839530025569,0.9997448280283778,0.005257040768436104,0.0021604699744309785,0.020525976976122608,0.9857327384463733,0.9866667346070788,1.0540401431952973,0.9507254298059906,0.9299346475362744,1.4327819718165744,0.9353420921683407,0.9235659661879232,1.407610442976286
TCL_vs_C0,conditional_hidden,gemnet_h1,mid_30_70,1024,0.18032512530569564,0.17822540742364446,0.20853133644364244,0.2414063169478868,0.23722783478047688,0.2888809710675962,0.24942475610313308,0.2458913402545338,0.293093046311548,0.9712247256689139,0.9718830684803947,0.9790366655661101,0.02877527433108618,0.028116931519605204,0.038578757173311745,1.0441182429349696,1.0421408445448694,1.08839918089757,0.9706777336535404,0.9574841111991779,1.121036800973173,1.0129700166047209,1.00530559967265,1.1628216176725221
TCL_vs_C0,conditional_hidden,gemnet_h2,mid_30_70,1024,0.208528805230566,0.2086519887811491,0.24196089664239645,0.28039494525128217,0.2801056206114199,0.3317349853322489,0.47971608824974193,0.47629391014297323,0.5701384610438879,0.8964151008009885,0.8981754994914632,0.9289847858098522,0.10358489919901145,0.1018245005085367,0.13980555970483013,1.0838729238734794,1.082725171950973,1.1297076797838301,0.5870519468526888,0.5809409943874053,0.6810268394612854,0.6355888687997635,0.6321248603346524,0.7299895162470333
TCL_vs_C0,conditional_hidden,gemnet_h3,mid_30_70,1024,0.2628629485286663,0.2596862486465959,0.3371914390586725,0.36062251885450236,0.3523144223578777,0.48118083237118164,0.6094243650185184,0.5983372529958768,0.8082363181602865,0.8257104468240231,0.8364833230106237,0.9102621794291805,0.17428955317597697,0.16351667698937628,0.30208925081868765,1.0753911207223805,1.0798028882218227,1.1668083194988543,0.593577660542481,0.5899767877241073,0.6830726353765048,0.6375280576093445,0.6298204842765107,0.7424129991221009
TCL_vs_C0,conditional_hidden,gemnet_h4,mid_30_70,1024,0.4462553847088571,0.44572510186356895,0.5934023038688856,0.6744425502440712,0.6734123250715376,0.9046100941073275,0.5327470268278194,0.5376024982444569,0.7238141920765085,0.8435968281314382,0.8537022007191764,0.9438610841338215,0.15640317186856184,0.14629779928082365,0.2860761064387031,0.9286758145666582,0.935877853946083,1.0695138568314784,1.2911599580212687,1.3242853201008118,1.5761222840564235,1.1980491044872807,1.2287731870982568,1.5329569952823092
TCL_vs_C0,cfg2_score,atomic_numbers,late_70_100_mid_to_low_noise,768,1.368696443886358,1.2942338667395856,2.1222959012289224,1.7488285102630374,1.6619079432532637,2.751633180664375,0.15866332057975907,0.14912716552152822,0.2501411444317311,0.9917655340299186,0.9928059694203071,0.9967689583390164,0.00823446597008134,0.007194030579692867,0.016558490240614177,1.0663780627140538,1.0585226302691426,1.1956298515858395,11.1689720443544,11.161639646253265,13.51594110453664,11.896727419166789,11.792359833595729,14.95344594172915
TCL_vs_C0,cfg2_score,pos,late_70_100_mid_to_low_noise,768,0.1411914945544604,0.11385457068293667,0.3457744032204909,0.18642888001185534,0.14900617734080865,0.466841579486443,0.19691547032285517,0.16602435458805875,0.4524721052709684,0.9731407670412024,0.9876308908838403,0.9993810223459096,0.026859232958797635,0.012369109116159682,0.0949988394160267,0.9591600345261254,0.9753685759605775,1.0529085492128516,0.9259391647044305,0.9346783849519713,1.1796519056635226,0.8835403564875778,0.8841529533770871,1.120960775524331
TCL_vs_C0,cfg2_score,cell,late_70_100_mid_to_low_noise,768,0.07433092300501205,0.053906858795219004,0.18045162473184367,0.10350589468040881,0.07356707724546721,0.26423813184649814,0.11117133592937138,0.0765573436049161,0.29119448071123966,0.9894859544911427,0.9977600423419631,0.9997649786123487,0.010514045508857263,0.002239957658036862,0.03400690544605673,0.9989160229258963,0.9967819710526611,1.0935643263646555,0.973200687466683,0.938053408822314,1.480834771030685,0.9704776725437912,0.9427174625469021,1.4839672114030082
TCL_vs_C0,conditional_hidden,gemnet_h1,late_70_100_mid_to_low_noise,768,0.1537027046672581,0.15321078768313967,0.16806194417297804,0.20573297515543898,0.20406795572432695,0.23421359638332997,0.23170160031821352,0.23070382276839127,0.2699637929689251,0.9763133648140686,0.976769741438352,0.9837948113077174,0.023686635185931174,0.02323025856164801,0.032921861196339615,1.0591949383908188,1.0597828993719074,1.0991604392594372,0.892240561981389,0.8780681996145074,1.0174079416228023,0.9455902983206429,0.9340499401027147,1.0963176653211262
TCL_vs_C0,conditional_hidden,gemnet_h2,late_70_100_mid_to_low_noise,768,0.1651993178287711,0.16327450087691603,0.19146188218933707,0.22001141468950244,0.21733622519924328,0.25581060924785237,0.39920708528057897,0.38866064863768646,0.49798719280190884,0.9262985688464657,0.9310038360523356,0.9495008723234938,0.07370143115353422,0.06899616394766439,0.11109785077901486,1.0653327262118426,1.0652535350453003,1.1022875639586398,0.5546004193178082,0.5552613325491187,0.617062565256153,0.5905689060433087,0.588307593398216,0.6535963162218091
TCL_vs_C0,conditional_hidden,gemnet_h3,late_70_100_mid_to_low_noise,768,0.1874593998502163,0.18531592058416263,0.22156087396916027,0.2516856270450383,0.24825127443758174,0.3016076548437012,0.4565051372669911,0.4500366919874498,0.5630818829560551,0.9047994482120103,0.9089807851247231,0.9367596915478561,0.09520055178798977,0.09101921487527681,0.13767620651630888,1.0770067152723632,1.075693215216467,1.1231210750278389,0.5536869459477995,0.5497853333769176,0.6140582365065429,0.596325040225779,0.5894351633702269,0.6752564811864754
TCL_vs_C0,conditional_hidden,gemnet_h4,late_70_100_mid_to_low_noise,768,0.31656974802202464,0.30533241901763075,0.41055932975534243,0.4839149715515834,0.4658513023762142,0.6415979561620072,0.3129365559296286,0.2989140928389739,0.4439613678319633,0.9503271166352704,0.9561097263934484,0.9739074562154891,0.049672883364729754,0.04389027360655168,0.09244229409549437,0.9967571714853897,0.9918609885342238,1.083657106026997,1.5616359757943628,1.556952870387975,1.777258198751315,1.5556171454249295,1.5531109269380845,1.803742437729787
