comparison,kind,field_or_block,sampling_progress,forward_diffusion_t,stage,n,mean_abs_diff_mean,mean_abs_diff_median,mean_abs_diff_p95,rms_diff_mean,rms_diff_median,rms_diff_p95,relative_l2_diff_mean,relative_l2_diff_median,relative_l2_diff_p95,cosine_to_c0_mean,cosine_to_c0_median,cosine_to_c0_p95,one_minus_cosine_mean,one_minus_cosine_median,one_minus_cosine_p95,candidate_to_c0_norm_ratio_mean,candidate_to_c0_norm_ratio_median,candidate_to_c0_norm_ratio_p95,c0_rms_mean,c0_rms_median,c0_rms_p95,candidate_rms_mean,candidate_rms_median,candidate_rms_p95
FT0_vs_C0,cfg2_score,atomic_numbers,0.35,0.65,mid_30_70,256,2.1578129113409186,2.0034102606577893,3.5413814610541143,2.6181135365352697,2.5011322520173205,4.226991480737323,0.2094527805437674,0.18815221228125684,0.3607536563428919,0.9825982116959617,0.9860855502900948,0.9943653506683039,0.017401788304038296,0.013914449709905186,0.04096344891765394,1.0594574918832051,1.0489835467853428,1.2225278005049087,12.805887494659636,12.743924823132353,16.803988601303843,13.47615435460921,13.565566957986876,17.288144072399206
FT0_vs_C0,cfg2_score,pos,0.35,0.65,mid_30_70,256,0.019993737342971885,0.017110269408839123,0.04642903479592254,0.026263172455618447,0.021854512308571543,0.06116001220669487,0.5101046550683876,0.506528591736328,0.8198392707737152,0.860832280151298,0.8918133707419833,0.9714683653210949,0.13916771984870202,0.10818662925801675,0.32902193571522387,0.8381570714516862,0.8555743882535294,1.153646001279117,0.05504072541605093,0.05215360771586529,0.12189420882567989,0.04627860045833283,0.04374092598699009,0.09715851590148705
FT0_vs_C0,cfg2_score,cell,0.35,0.65,mid_30_70,256,0.041505697919900636,0.03722089860174391,0.08132834005583492,0.05674017455315562,0.04774401286228266,0.12443681553435679,0.060785002559564164,0.05139840939381991,0.12303152807783,0.997722927441351,0.9989369263828187,0.9998266773680903,0.002277072558648969,0.001063073617181276,0.00713561614209321,0.9891839033737113,0.9897926046864194,1.0301467668477398,0.9821238055455845,0.9705461675909355,1.4760741880416521,0.9720810724034255,0.9658606285188944,1.4673826225379865
FT0_vs_C0,conditional_hidden,gemnet_h1,0.35,0.65,mid_30_70,256,0.1855014337492413,0.1845319509083314,0.198239440457042,0.2479407806056415,0.2462931241772841,0.27096963813706404,0.229911599302321,0.22987536896869976,0.25431299149774533,0.9742590188551101,0.9742760364191394,0.9794481066841063,0.025740981144889815,0.025723963580860654,0.031353861871092015,1.0164198902186392,1.0134341833636387,1.0586557978814697,1.0805691825357204,1.0706915221269377,1.2032342189708551,1.0986255029286378,1.0857179150594511,1.2303083398312036
FT0_vs_C0,conditional_hidden,gemnet_h2,0.35,0.65,mid_30_70,256,0.20850626505208153,0.20627389313147237,0.237507160019157,0.2763638317732856,0.27280575249585415,0.3233422757238651,0.42355045668686964,0.41990242803589684,0.4734519092716207,0.918221653185513,0.9198416549453875,0.9372291012711388,0.08177834681448692,0.0801583450546125,0.10367533121642661,1.0701744423907937,1.0693849519075291,1.1020561483282234,0.6526908367171631,0.6480114659406416,0.7120606355371467,0.698354475970374,0.6909054856174488,0.7657733440464922
FT0_vs_C0,conditional_hidden,gemnet_h3,0.35,0.65,mid_30_70,256,0.2866608627571118,0.2844044471509762,0.33722669433995095,0.38591678522195916,0.38242169704532303,0.4608584020245972,0.6353245798637381,0.6272937008363604,0.7531544220668056,0.8292892493071676,0.8318204231638057,0.880147479493244,0.17071075069283237,0.16817957683619433,0.22893029740281987,1.1327533683236526,1.1274399546242666,1.2417420341468197,0.6079404964726173,0.5996848540669409,0.6762996731914717,0.6879943389327807,0.6760242281635316,0.7921814745260662
FT0_vs_C0,conditional_hidden,gemnet_h4,0.35,0.65,mid_30_70,256,0.5019662540468133,0.49997482773783036,0.6789664055467883,0.7237727551167167,0.7169519734609822,0.9895283142037826,0.590048195246921,0.5627921599228911,0.851994036840471,0.835738014876678,0.8516612010532776,0.9179498740072832,0.16426198512332202,0.14833879894672236,0.2864645285044587,1.0517304874024516,1.0474676734044253,1.2398328796336886,1.2500035025552894,1.259661862442409,1.6583973847731446,1.3002030835109073,1.3127590121654098,1.680198877390438
FT0_vs_C0,cfg2_score,atomic_numbers,0.45,0.55,mid_30_70,256,2.0170286346516257,1.8868156446274196,3.2127050354200795,2.496746145071043,2.3508315819638064,3.9053100816330537,0.21177704482114068,0.1907680587048704,0.3530156053702844,0.9839076132839704,0.9859287688944565,0.9932201946255769,0.01609238671602975,0.014071231105543591,0.0349889887375506,1.0691411642738236,1.063297067570304,1.2408628520825438,12.052406154023904,12.056652545385425,15.421567713732387,12.812445200274801,12.789557496887195,16.04027427850037
FT0_vs_C0,cfg2_score,pos,0.45,0.55,mid_30_70,256,0.14045127814537153,0.13611591368574988,0.24661886475556197,0.17913165222427238,0.17056990969772406,0.3173623242307634,0.45765930465036697,0.44115460842297183,0.7327997497353642,0.8857577558310543,0.9084686608551948,0.9817355228795394,0.11424224416894557,0.09153133914480516,0.28479105687471107,0.8528551489398124,0.8486923202795742,1.0817502192711372,0.3950140884655957,0.3685137987351958,0.6693050162456674,0.33541246195544544,0.31254679650018025,0.6153645838310324
FT0_vs_C0,cfg2_score,cell,0.45,0.55,mid_30_70,256,0.05922764439674211,0.05214395042922762,0.12047614477988747,0.0769710379701144,0.06718860314323619,0.16488918687198834,0.0866556554407894,0.07065871362839413,0.19830100444593834,0.9958190147568315,0.9979943019176749,0.9996800229871358,0.0041809852431685494,0.002005698082325147,0.017814602213768904,0.9963518635865041,0.9905833761504335,1.0704968415144536,0.9777010757705036,0.9716878945185115,1.4762237958338735,0.9725742506545012,0.9549909805938777,1.4762077285993656
FT0_vs_C0,conditional_hidden,gemnet_h1,0.45,0.55,mid_30_70,256,0.17903726448500518,0.17816991752753975,0.19021152256534468,0.2391948911488838,0.23643073749960175,0.25953752965520427,0.24436132012651404,0.2434283736397776,0.2695622604796682,0.9715564942533371,0.9713872334499333,0.9783337138791198,0.028443505746662927,0.028612766550066726,0.03484809054465149,1.028678877106732,1.0236136400648719,1.08041507642709,0.981279322109694,0.9738598861917231,1.085499765679459,1.0097576848893401,0.9966230356113099,1.1414735979259603
FT0_vs_C0,conditional_hidden,gemnet_h2,0.45,0.55,mid_30_70,256,0.21490872078632356,0.21521191508926707,0.24418648291406864,0.2900328738887523,0.2890614285367794,0.33656360340720015,0.4798574788216381,0.47780284365980624,0.5540752540060285,0.8962591456762138,0.8979882153781429,0.9206919768862263,0.10374085432378621,0.10201178462185706,0.1336706830094187,1.0820120460034224,1.0795744626517805,1.1309346063466257,0.6053382999643107,0.6010617787992941,0.6767155963109076,0.6547738887653564,0.6508946272152749,0.725736646323756
FT0_vs_C0,conditional_hidden,gemnet_h3,0.45,0.55,mid_30_70,256,0.31196909427106595,0.30749850262216016,0.3733499960411751,0.4327144581262435,0.4223297395622555,0.5386723715496635,0.7123690816883328,0.7068518190974868,0.8781766075929645,0.7809176136152277,0.7902891668396238,0.8589387209081513,0.21908238638477223,0.2097108331603762,0.3357984439546742,1.1318581257513842,1.1261779913446692,1.2588979464378116,0.6094944629804879,0.6020218260904483,0.7028651450355414,0.6888222706979407,0.6765138579734226,0.7996954985720072
FT0_vs_C0,conditional_hidden,gemnet_h4,0.45,0.55,mid_30_70,256,0.5063247752448363,0.5058954388154847,0.6559104662719648,0.726608262392918,0.7254143962328186,0.9438303807237255,0.5983208697736779,0.5781478772603565,0.8238792329516338,0.8293711442285462,0.836062677400035,0.8988698011991514,0.17062885577145392,0.16393732259996496,0.27291818091323516,1.0437722535139375,1.036281810989939,1.2120290482208067,1.226411234335262,1.2241631282433758,1.531051070694775,1.27207350023343,1.2913986866161222,1.539144509590796
FT0_vs_C0,cfg2_score,atomic_numbers,0.55,0.44999999999999996,mid_30_70,256,1.9148624049414695,1.8546640345205865,2.9811132207787003,2.39899868736771,2.3214656578565007,3.737957628518708,0.20210824154287352,0.1901819247791521,0.31863082948243215,0.9860580498487241,0.9872930017893218,0.9938833108512942,0.013941950151275813,0.012706998210678222,0.025894294368819515,1.0778091622986812,1.0749018456347814,1.2522190974800944,12.055503435311646,12.083369742621247,14.749254084389136,12.977084893640596,12.98316444307747,16.028009368392766
FT0_vs_C0,cfg2_score,pos,0.55,0.44999999999999996,mid_30_70,256,0.18239813251767265,0.16224683334252665,0.3948603376495437,0.23857935493827567,0.21427334711010157,0.5013731988648327,0.30029110298909756,0.24796397960427224,0.7304376804572759,0.9341502393058219,0.9708435588223403,0.9990492249402211,0.06584976069417817,0.029156441177659753,0.2554746287605073,0.9569603968882443,0.9583013014787103,1.1293646226424625,0.8290935825491342,0.8406037198629203,1.064343379542207,0.787676290280459,0.7975702095281443,1.0273612578673796
FT0_vs_C0,cfg2_score,cell,0.55,0.44999999999999996,mid_30_70,256,0.06259907093024392,0.049609176400634974,0.1569823914517959,0.08335993018183196,0.06532194875991332,0.20239714616191973,0.0963002492699227,0.07243047928792717,0.2535944839869871,0.9939735364275559,0.9979347772577698,0.999751304785373,0.006026463572444055,0.002065222742230255,0.025423225249965375,0.9952433120163195,0.9912228937162897,1.0772091769672416,0.9177260615536638,0.890002739930102,1.374008422673341,0.9137137598179379,0.8900702424925979,1.3550589420511687
FT0_vs_C0,conditional_hidden,gemnet_h1,0.55,0.44999999999999996,mid_30_70,256,0.17702296609083779,0.17645854001187403,0.18827099287732582,0.23685837072602306,0.23503717975265292,0.2601449910845476,0.2585506350534596,0.2570335308543841,0.29473670053691825,0.9690498531150802,0.9690643252035417,0.9757556104676625,0.030950146884919975,0.030935674796458312,0.03797688004264774,1.0426224458982598,1.0381798498343324,1.095021771483764,0.919295439610307,0.9209599998610554,1.0168577012620652,0.9583005999045615,0.9506068189730383,1.0727751488992565
FT0_vs_C0,conditional_hidden,gemnet_h2,0.55,0.44999999999999996,mid_30_70,256,0.20532586878527487,0.2049849616059603,0.22825728150857183,0.27732581155010844,0.2759106534542006,0.31303749553460436,0.5025232117887743,0.5002194467730213,0.5817740749135253,0.8882564168283968,0.8911508114341706,0.9167110429397769,0.11174358317160316,0.10884918856582931,0.14546617275735352,1.0943399971566161,1.0910309955821016,1.1417127051377731,0.5536643349618009,0.5532703265178871,0.6113513352127442,0.6056378764520596,0.6032481646206436,0.6718751049437428
FT0_vs_C0,conditional_hidden,gemnet_h3,0.55,0.44999999999999996,mid_30_70,256,0.2954097020707651,0.29516554444723475,0.3461517394361818,0.40860478343260986,0.4068259089567512,0.49090520811716326,0.6938394436880232,0.6879739619090322,0.8697479112346277,0.7975234159849418,0.8003666678257155,0.8796663779769238,0.20247658401505808,0.19963333217428442,0.29907795844935137,1.1485396855925913,1.1463582196891262,1.2502782196691378,0.5928376028072442,0.5803288776682318,0.7033689574679169,0.6804236130262828,0.6704147631431543,0.7905806034920684
FT0_vs_C0,conditional_hidden,gemnet_h4,0.55,0.44999999999999996,mid_30_70,256,0.48470385697696505,0.47613662853081734,0.6151192328873624,0.7023586844504917,0.6990383116089118,0.8980420965035759,0.5545737839016257,0.5572147761219546,0.7230264289677719,0.8516784140781855,0.8563715361926745,0.9295876150188016,0.14832158592181457,0.14362846380732558,0.23373494454163632,1.0464843812835491,1.0405766930709375,1.177611974031674,1.2813772821695744,1.301981785530148,1.5126543760594495,1.3383258267692852,1.3569472546707546,1.6122648647536153
FT0_vs_C0,cfg2_score,atomic_numbers,0.65,0.35,mid_30_70,256,1.666578769060986,1.57844200128422,2.638586686160446,2.089998845673911,1.982867185301838,3.2383727388602885,0.17645308565317247,0.16923418572220134,0.27414764032912203,0.9885413367461282,0.989273537015895,0.9953072256896937,0.011458663253871829,0.010726462984104956,0.02070246204626397,1.0578243382408703,1.0544912866082443,1.193608094341443,11.944052663123722,11.99060848970462,14.410614088515162,12.616707394478478,12.581525271498453,15.397148595638145
FT0_vs_C0,cfg2_score,pos,0.65,0.35,mid_30_70,256,0.13120575046325836,0.09909181725233793,0.32427035410625815,0.16961518718884377,0.12244999493284908,0.4124525794158012,0.19053015834341538,0.13839016140564617,0.46115115040562726,0.9689648773921645,0.9915620574846131,0.9993816970268674,0.03103512260783551,0.008437942515386931,0.10771282531846094,0.9488128819204549,0.9520642273843165,1.0321360213232693,0.9062717721199884,0.9103291298930688,1.1699048001253105,0.8588265289053885,0.8596273223262823,1.1120758759143214
FT0_vs_C0,cfg2_score,cell,0.65,0.35,mid_30_70,256,0.05583598560790253,0.04014227042595546,0.12860677308506435,0.07850986916093176,0.05482222603750443,0.18663333162078927,0.09005338886660263,0.05993279938288906,0.23268123984643682,0.9926101824387163,0.9985979378530352,0.9998501095719752,0.007389817561283615,0.0014020621469647554,0.02551622895950184,0.9878730678540079,0.9878575248978456,1.0529612129130697,0.9253507763542101,0.9029154474023047,1.4116095745985051,0.9141266177173537,0.8972385174767741,1.4071476153277762
FT0_vs_C0,conditional_hidden,gemnet_h1,0.65,0.35,mid_30_70,256,0.17591211471956733,0.1756475307915849,0.18601980063433143,0.23543318345773698,0.23210910564401827,0.2615471056162956,0.26216322118680874,0.26061218229262273,0.2986835423857468,0.9683671053446413,0.9683966946383293,0.9772659707593321,0.03163289465535865,0.03160330536167061,0.03965480450404138,1.044888899300473,1.0378202680444613,1.1191209356583396,0.9015669903584401,0.8978233081657195,1.009206588951641,0.9423824541299789,0.9253994384911296,1.0823946762967989
FT0_vs_C0,conditional_hidden,gemnet_h2,0.65,0.35,mid_30_70,256,0.19374898531841814,0.1926720612510779,0.21537866643568973,0.2604302528209479,0.2591735016929872,0.29757330619309436,0.4878175873067053,0.4851965575015882,0.5750113475606147,0.8937788203117009,0.8958336541953617,0.9229415365224295,0.10622117968829911,0.10416634580463835,0.14243707267249575,1.0887137000861238,1.089976378362174,1.1354147306531854,0.5365143157674805,0.5331060959088207,0.6046837233827594,0.583627594618827,0.5807624844966428,0.6535196904036454
FT0_vs_C0,conditional_hidden,gemnet_h3,0.65,0.35,mid_30_70,256,0.2545097166260178,0.24888177958776736,0.30486129517300353,0.34835558664436594,0.3397478948216813,0.4324131428349959,0.6208157047078725,0.6056364981295437,0.77727522397226,0.8348491638512513,0.844401161728354,0.8872236572686172,0.16515083614874868,0.15559883827164606,0.2503587984642176,1.1286393755711954,1.1271019529737063,1.2137117352423972,0.5640380799095743,0.5567057817253316,0.6411564150857083,0.6362772533641377,0.6282712078330225,0.7300442508640299
FT0_vs_C0,conditional_hidden,gemnet_h4,0.65,0.35,mid_30_70,256,0.4310585172396793,0.4156823775992978,0.5834938497493822,0.6370454871096896,0.6089385686549651,0.8971554002479605,0.45570916805247563,0.4315836976773586,0.6430747512254621,0.8961413254655934,0.9079374356665847,0.9495402591638611,0.10385867453440652,0.09206256433341531,0.18698964481951347,1.0250721301912338,1.0198926864246491,1.1275022553315068,1.4068478130249495,1.4104924447722267,1.5838324220325544,1.4415196347203194,1.4207931848336737,1.6801132445510607
FT0_vs_C0,cfg2_score,atomic_numbers,0.75,0.25,late_70_100_mid_to_low_noise,256,1.479579900358225,1.3207582126903308,2.824785629461236,1.8455912313055354,1.7059449818061592,3.310314804659133,0.1604404427803351,0.1481246763723583,0.2903600356807842,0.9903442898801809,0.9916399584897273,0.9953925495104697,0.009655710119819139,0.008360041510272642,0.017852093697688337,1.0445469850281124,1.0306452303272646,1.2058251321175912,11.571867771875525,11.594026125658164,13.65249355994689,12.084607521911792,11.9621463584003,15.061571743675993
FT0_vs_C0,cfg2_score,pos,0.75,0.25,late_70_100_mid_to_low_noise,256,0.12236467015134259,0.10436170723082291,0.26935523975019654,0.1586299691630154,0.13486236475055832,0.3460805575638948,0.17378998004727278,0.15159878614703198,0.3807926551114006,0.9798542380338193,0.9898652241500929,0.9994166182142465,0.020145761966180734,0.01013477584990713,0.07220705151591653,0.9491654628572442,0.9509160299771036,1.0099328971441017,0.9175917445185924,0.9338196656269314,1.1328794515296705,0.8702192577724901,0.8915398760379466,1.0966360208680885
