comparison,kind,field_or_block,sampling_progress,forward_diffusion_t,stage,n,mean_abs_diff_mean,mean_abs_diff_median,mean_abs_diff_p95,rms_diff_mean,rms_diff_median,rms_diff_p95,relative_l2_diff_mean,relative_l2_diff_median,relative_l2_diff_p95,cosine_to_c0_mean,cosine_to_c0_median,cosine_to_c0_p95,one_minus_cosine_mean,one_minus_cosine_median,one_minus_cosine_p95,candidate_to_c0_norm_ratio_mean,candidate_to_c0_norm_ratio_median,candidate_to_c0_norm_ratio_p95,c0_rms_mean,c0_rms_median,c0_rms_p95,candidate_rms_mean,candidate_rms_median,candidate_rms_p95
FT0_vs_C0,cfg2_score,cell,0.75,0.25,late_70_100_mid_to_low_noise,256,0.05373165291227147,0.044170247183905706,0.11230634028712909,0.07268701605993307,0.05813381362842736,0.15831487898398006,0.08322473305060514,0.06335176597983883,0.1845306564021919,0.9915593141818793,0.9983768992111576,0.9998617715813802,0.008440685818120653,0.0016231007888424243,0.01701844712526912,0.9885961551448748,0.9891666826800414,1.0489208751686827,0.9400977792225416,0.8996548715198203,1.4048101598894474,0.9288330281301487,0.8982739813437328,1.4089525009750263
FT0_vs_C0,conditional_hidden,gemnet_h1,0.75,0.25,late_70_100_mid_to_low_noise,256,0.17042979719613363,0.16961286538613576,0.18231970080590512,0.22585513763667786,0.22224863685365043,0.251130283900494,0.2566968242493771,0.2542635540188879,0.29484880392652496,0.969370230584879,0.9699981117006071,0.9766646623400748,0.030629769415121043,0.03000188829939282,0.04002782963847126,1.0411248300127542,1.0360137689390205,1.1032281823097907,0.8833219287253267,0.8786458776263076,0.9952273096687893,0.9201953574867817,0.9063260390082735,1.0569651658112895
FT0_vs_C0,conditional_hidden,gemnet_h2,0.75,0.25,late_70_100_mid_to_low_noise,256,0.1826040479052844,0.1806012783050288,0.20166191837676506,0.2433923504338403,0.24081527358459387,0.27463006369184173,0.45824301328233774,0.450385714183849,0.5428306786700787,0.904537988377792,0.9065591432004139,0.9266342974877655,0.09546201162220805,0.09344085679958619,0.12552568268612013,1.0745572767331142,1.0718909814637632,1.1270298104525616,0.5337182876516844,0.5340567519781496,0.5895143603100103,0.5729217750770799,0.5734841829543755,0.6239899444292731
FT0_vs_C0,conditional_hidden,gemnet_h3,0.75,0.25,late_70_100_mid_to_low_noise,256,0.2280911796925733,0.2253530794318736,0.2661494681380911,0.30824706325365697,0.3036831424494899,0.36416022729703545,0.5625489498589147,0.5584669111215581,0.6731341395585032,0.8579049619215546,0.8616733345486047,0.8995417561577775,0.1420950380784454,0.13832666545139521,0.20186266650315318,1.091061154253297,1.090381795086624,1.1561857813991543,0.5503167822165624,0.5439964592907196,0.6196790931939117,0.5999933040757666,0.5955223578318061,0.6682615727761612
FT0_vs_C0,conditional_hidden,gemnet_h4,0.75,0.25,late_70_100_mid_to_low_noise,256,0.38906341858333165,0.37069180505102334,0.5305726416854226,0.5830444079397652,0.5523283172655225,0.8243178491234904,0.39738179468146784,0.38330105322829844,0.5581610837245312,0.9202418283403117,0.9285840982568314,0.958981314589794,0.07975817165968835,0.07141590174316864,0.14343020223521835,1.011422164917012,1.0030740655450368,1.1216028215068814,1.4762570979298124,1.4850288346249,1.6681955208802413,1.492910422507585,1.4904944669901075,1.7452117005867678
FT0_vs_C0,cfg2_score,atomic_numbers,0.85,0.15000000000000002,late_70_100_mid_to_low_noise,256,1.3693703672599626,1.2345968712244195,2.3365801741371373,1.7227462181329767,1.5738900045476052,2.9230552993280763,0.15470697208972328,0.14319271593414093,0.2668959524466665,0.9907227209798143,0.9917118746466188,0.995574001636093,0.009277279020185672,0.008288125353381193,0.017641119021036933,1.03326398219958,1.0261311367911918,1.1839440744503154,11.18027735760747,11.164432120175702,13.508302167337384,11.552137579661576,11.349025036242146,14.677193881411828
FT0_vs_C0,cfg2_score,pos,0.85,0.15000000000000002,late_70_100_mid_to_low_noise,256,0.14297934759996084,0.13025513527638932,0.3142751280597791,0.18597098605953577,0.16604847242154036,0.39051621515188134,0.20516842593646425,0.17751009666274778,0.41144146581570057,0.9729799523041667,0.9853563301455835,0.9992289451514841,0.02702004769583328,0.014643669854416452,0.08349574858631706,0.9462525030186153,0.9506961855437714,1.030363258471287,0.9093923300735672,0.9169336838008326,1.1415813262913614,0.8583702756989434,0.8530965625559319,1.083923674791885
FT0_vs_C0,cfg2_score,cell,0.85,0.15000000000000002,late_70_100_mid_to_low_noise,256,0.06297205450432052,0.050815114544497594,0.12953841293023693,0.08929877514846371,0.06962244048402992,0.19910410940646142,0.0982602268175432,0.07901062559013264,0.2408005256503167,0.9925159824302932,0.9976597720215067,0.9997730824500531,0.007484017569706845,0.0023402279784933144,0.025072700132002218,0.975537988678151,0.9772071859326585,1.0430993938108806,0.952657341513233,0.9254301910445953,1.437460875769565,0.9277475318995836,0.9143440711262125,1.4001600468117683
FT0_vs_C0,conditional_hidden,gemnet_h1,0.85,0.15000000000000002,late_70_100_mid_to_low_noise,256,0.16462732094053806,0.16391155998092402,0.1781155871563677,0.2170048294970521,0.2137701986748495,0.24204574346103142,0.24615107133303343,0.24485234335405642,0.2885335252806509,0.9712380446273305,0.9720358865595552,0.9794743421055903,0.02876195537266949,0.027964113440444804,0.03960950220402229,1.0325331885708926,1.0284160935828068,1.088954612305338,0.886030765941335,0.8723006654370684,1.0196485534970847,0.915563866283869,0.8971013788344286,1.0769042934555524
FT0_vs_C0,conditional_hidden,gemnet_h2,0.85,0.15000000000000002,late_70_100_mid_to_low_noise,256,0.1742687371303793,0.17255160260653515,0.19239705906133553,0.23141441672100393,0.22914768465783575,0.2640113896611758,0.4219451748444837,0.41985611435460113,0.487694961759948,0.9169509835886616,0.9178503541533006,0.9358697137065006,0.08304901641133847,0.08214964584669937,0.10792228130205536,1.0559966674404637,1.0566172616513572,1.0941735620508337,0.5500259496430845,0.5500904805948541,0.6004691050199418,0.5804703458868352,0.5784700993964432,0.6284607109857532
FT0_vs_C0,conditional_hidden,gemnet_h3,0.85,0.15000000000000002,late_70_100_mid_to_low_noise,256,0.21196706627444334,0.21097084660365345,0.2440854205660817,0.2844573050643254,0.2829417475520327,0.3332986238236475,0.5193653191074888,0.5103029022444994,0.6192637415770378,0.874336265664167,0.8794950788674927,0.9081542888401222,0.12566373433583297,0.12050492113250738,0.17559897611387631,1.064157744359004,1.0625050774220988,1.1164710899667736,0.5493356088519519,0.5456703651037677,0.6044100060709052,0.5842583860326714,0.5810610567656012,0.6380308841780344
FT0_vs_C0,conditional_hidden,gemnet_h4,0.85,0.15000000000000002,late_70_100_mid_to_low_noise,256,0.3673639815063738,0.3495046881106839,0.517006097819027,0.5589647727492685,0.5274153724878478,0.8095031645247276,0.3595941790162218,0.3426267015760949,0.4995005356013662,0.9336108116045748,0.9411716871829825,0.9622810984918772,0.06638918839542515,0.05882831281701745,0.12080062449591009,0.9937779260625484,0.9858730621319006,1.0692163198665214,1.5602845325474322,1.5601888877444288,1.7371493317046118,1.5507158905064369,1.5461683871009804,1.7965142030194277
FT0_vs_C0,cfg2_score,atomic_numbers,0.95,0.050000000000000044,late_70_100_mid_to_low_noise,256,1.3146185404692066,1.2282632462034868,2.0707837071850674,1.6593524793747094,1.5465808077263778,2.6693455366247023,0.15540498229590016,0.14679237734275796,0.23733584037518107,0.9900869727051008,0.9912620554873156,0.9955742601527823,0.009913027294899169,0.008737944512684392,0.020069057849414262,1.0177093574687786,1.0108856983685501,1.1540044100823958,10.754771003580203,10.639930969914698,13.214220030426882,10.932835813714306,10.724000900891284,14.141991941904344
FT0_vs_C0,cfg2_score,pos,0.95,0.050000000000000044,late_70_100_mid_to_low_noise,256,0.19766455771479297,0.1699464398643209,0.43767891684447563,0.2609636727127199,0.22268685726101123,0.5760466029090276,0.26632555950236936,0.24697100664233557,0.5354466785091064,0.9545868608914216,0.9728632851916194,0.9988163172550943,0.045413139108578304,0.027136714808380646,0.14033710881879496,0.9146038544695978,0.9279778732269455,1.016553260055079,0.9508334195211317,0.9579656319659412,1.22448566269459,0.8629289034674477,0.8713722817093692,1.0848512202349743
FT0_vs_C0,cfg2_score,cell,0.95,0.050000000000000044,late_70_100_mid_to_low_noise,256,0.14644825034767767,0.12749626570277744,0.2710094158020284,0.19702038818684015,0.16893991074109954,0.3773627651930589,0.20119608737354766,0.16624401250734916,0.4006956994922726,0.9770697363317054,0.9916530761233505,0.9988792704249416,0.02293026366829474,0.008346923876649481,0.07557395189968391,0.9039360642635947,0.9123230602113748,1.0123712765968378,1.026846941664274,0.998657394017605,1.5837919645356089,0.9250769292001287,0.8927668389851624,1.3893286487866048
FT0_vs_C0,conditional_hidden,gemnet_h1,0.95,0.050000000000000044,late_70_100_mid_to_low_noise,256,0.15959137656007943,0.15861097366077176,0.1723760613720893,0.20993702822759874,0.20728664580484718,0.23719597632001277,0.2324351236899822,0.23053376043059765,0.2703598816385212,0.9739432955751228,0.9745137090951086,0.9812670164768486,0.026056704424877102,0.025486290904891462,0.036497807261549636,1.023399007066281,1.0206219298633288,1.0748568415777402,0.907368991277505,0.8878211387009287,1.0273978208584158,0.9295892516431166,0.901524013324221,1.0910829690542485
FT0_vs_C0,conditional_hidden,gemnet_h2,0.95,0.050000000000000044,late_70_100_mid_to_low_noise,256,0.17005051929619625,0.16763308706459273,0.1922256963290665,0.2249963969007811,0.2218173378914288,0.2543574616874859,0.3885677397810393,0.38410762190592973,0.444940091441374,0.9278317221169731,0.9298764133040563,0.9421450296655052,0.07216827788302692,0.07012358669594365,0.09346017825512087,1.0388067594063533,1.0373147489703176,1.0716345059537002,0.5800570206586559,0.5772642976047404,0.6278964907132184,0.6023273970203367,0.6002101586343271,0.6499385458203308
FT0_vs_C0,conditional_hidden,gemnet_h3,0.95,0.050000000000000044,late_70_100_mid_to_low_noise,256,0.20630505938156413,0.2045479217057643,0.23269483238091643,0.2749814515326746,0.2720829582643016,0.3141142629054094,0.49097659935608184,0.48268576185220813,0.5763806078686302,0.8844333869036953,0.8884388010318851,0.9119227984896645,0.11556661309630467,0.11156119896811484,0.15366303220862523,1.041414595813601,1.039996207223751,1.0841497627074699,0.5614084467748844,0.556244253732417,0.612097769390499,0.5843407731183594,0.5822972434542063,0.6286515262756037
FT0_vs_C0,conditional_hidden,gemnet_h4,0.95,0.050000000000000044,late_70_100_mid_to_low_noise,256,0.3597529844529822,0.3489326133044951,0.45865805006695515,0.5519499906690348,0.5318855739189359,0.7313864199816263,0.33633898834658765,0.3280338774496331,0.4535280351608758,0.9410855461603544,0.9461760417389885,0.9660187712317714,0.05891445383964562,0.053823958261011495,0.10495197636002868,0.9723035199620748,0.9685120613035064,1.0476064870433606,1.6483662969058437,1.6478864848855515,1.8490889836182394,1.6023962002546108,1.5907163675339888,1.8352028951799495
TCL_vs_C0,cfg2_score,atomic_numbers,0.05,0.95,early_0_30_high_to_mid_noise,256,2.1045854617719773,1.9688317827137432,4.184843724708937,2.620417600809346,2.5901122191813166,4.664149344833769,0.2126504645878895,0.2118109670755765,0.33310385559953326,0.976397554906565,0.9791077834706092,0.9968012454848085,0.0236024450934351,0.020892216529390772,0.051837701386351576,0.977702210216868,0.9961696964841389,1.062380295697136,12.019860839870198,11.353646261541124,15.260320538645658,11.661649169077233,11.158267122435692,14.16635665446821
TCL_vs_C0,cfg2_score,pos,0.05,0.95,early_0_30_high_to_mid_noise,256,0.006068486854037547,0.005003364687962901,0.013930625257004673,0.007133557965100722,0.006117684914846088,0.015004908597049001,0.5280146337764595,0.504558378583728,0.8547332100719272,0.8604861556882816,0.8936824243715487,0.9819813140775633,0.13951384431171837,0.10631757562845129,0.337491867486178,0.8324728345204748,0.8066397905047559,1.1517134481241138,0.01556188608017615,0.01364337026526114,0.030374770189704595,0.011989175282478533,0.009666023673893052,0.022540814824298653
TCL_vs_C0,cfg2_score,cell,0.05,0.95,early_0_30_high_to_mid_noise,256,0.049031871688081693,0.03995692398813036,0.10421495222383076,0.0675059332097828,0.05269129053570539,0.14169002998241548,0.07496605655573571,0.05684033875247876,0.1632722635573097,0.9965079603582666,0.9987130974629327,0.9998061689595232,0.0034920396417333823,0.0012869025370673137,0.01257797305888933,0.9849990218419062,0.9940489241474217,1.024162424385468,0.9633868590496947,0.9421650845861291,1.470305036692706,0.9479697937741417,0.9209258047695323,1.41318033908247
TCL_vs_C0,conditional_hidden,gemnet_h1,0.05,0.95,early_0_30_high_to_mid_noise,256,0.23118059164901178,0.22914135752692824,0.2500889642832596,0.3282886870983792,0.32325092769040087,0.3827455775919094,0.24035730499638297,0.23833156508936404,0.28193839478019506,0.9731490991739149,0.9738027588144057,0.9792311418755213,0.02685090082608503,0.0261972411855943,0.03565459723011377,1.0418223136978537,1.0400550847198393,1.082253029445977,1.366177847601329,1.354945892305571,1.4525236383858569,1.4236220663599228,1.4129461833418238,1.5274825268236951
TCL_vs_C0,conditional_hidden,gemnet_h2,0.05,0.95,early_0_30_high_to_mid_noise,256,0.2423310822767641,0.24138363451614805,0.2667262302974777,0.32563289044818566,0.3219528195929725,0.37177420516146786,0.3735724570854062,0.3736143960247781,0.42799788035080616,0.930452421999109,0.930689860987696,0.9481602504819499,0.06954757800089094,0.06931013901230398,0.08981918270322028,1.0081510034107475,1.0058469019114338,1.030690191977607,0.8724366445969355,0.8654999827111751,0.9216214911422118,0.8796419138511842,0.8729857111799764,0.9270249879601837
TCL_vs_C0,conditional_hidden,gemnet_h3,0.05,0.95,early_0_30_high_to_mid_noise,256,0.33780024191195235,0.347142031792958,0.39720641484646324,0.43858406934535343,0.44341597533282123,0.5227512797697066,0.5874560094458432,0.5801182651399535,0.6975372389827572,0.8153542462080082,0.8173803022358105,0.8876745922816829,0.18464575379199183,0.18261969776418951,0.25977402452502074,0.9268408718446624,0.912848894009533,1.019509876625031,0.7456751519868967,0.746896530931388,0.7946147072640142,0.6900147439162289,0.6868073816377361,0.7293407593366499
TCL_vs_C0,conditional_hidden,gemnet_h4,0.05,0.95,early_0_30_high_to_mid_noise,256,0.4369028026011931,0.42943288673287355,0.5730625388181945,0.627324320771635,0.6048124226490353,0.879755967790812,0.69709162663479,0.6968481382378304,0.8053332500206546,0.7298815956929392,0.7317467631987502,0.8294281029125603,0.2701184043070608,0.2682532368012498,0.37609845566938777,0.8727741683827918,0.8729307882989721,1.0007862407679105,0.904423488929087,0.8031635038294955,1.3117742693046828,0.7738952667151474,0.7098962783138909,1.0361233724303123
TCL_vs_C0,cfg2_score,atomic_numbers,0.15,0.85,early_0_30_high_to_mid_noise,256,2.0987963467379833,1.9884165727422236,3.609191628055938,2.737453807345931,2.732535311103118,4.278307172675537,0.2216739177095815,0.2271433141378536,0.3095368183318392,0.9761194833877114,0.976536235179406,0.9957798449347026,0.02388051661228856,0.02346376482059398,0.04624761241366343,0.9719878733417391,0.9828630103684322,1.0749053317268225,12.138935298809148,11.629680713183948,16.370836975239843,11.695108738090886,11.114348889692137,15.301165574895524
TCL_vs_C0,cfg2_score,pos,0.15,0.85,early_0_30_high_to_mid_noise,256,0.0038795853628973676,0.003625064322679666,0.005938589784919814,0.004749741920087381,0.004481809770097177,0.007065153394590245,2.3167305142856773,2.3186406396059622,4.12337598128787,0.2881994961761888,0.31869766753674333,0.6811985935825214,0.7118005038238112,0.6813023324632566,1.1563293989666763,2.3077047657667857,2.3670268750483023,4.252008076957836,0.002862739786999172,0.0017517774170718002,0.007400482069610557,0.004529017683928193,0.004296818970570354,0.006602565754268834
TCL_vs_C0,cfg2_score,cell,0.15,0.85,early_0_30_high_to_mid_noise,256,0.046935985850975866,0.038808898379405335,0.10200541590650876,0.06360944562168072,0.05291970055683821,0.13605404264132157,0.07246415625557964,0.054027187602872145,0.18233492970617407,0.9968714817687426,0.998642597825076,0.9998381047715799,0.003128518231257463,0.0013574021749239717,0.011409177166405549,0.9851761959824203,0.9915112745638344,1.0325218926839823,0.9508027957877113,0.9408080941698493,1.4226893300844021,0.935914827864714,0.9399795446708226,1.4073028810044539
TCL_vs_C0,conditional_hidden,gemnet_h1,0.15,0.85,early_0_30_high_to_mid_noise,256,0.22060801176974765,0.21896705059536428,0.23958349240065918,0.31258537116224505,0.308731615216549,0.36592146847311935,0.25102170588893363,0.24577093443252646,0.2969500271990563,0.9715415787396295,0.9721097176986209,0.9782856341181083,0.0284584212603705,0.027890282301379188,0.0370499520618805,1.053911451768446,1.0513951256849725,1.0947914570505468,1.247202765199995,1.2389467278962818,1.3133265688014553,1.3143482452445903,1.30949366227872,1.4029827779923194
TCL_vs_C0,conditional_hidden,gemnet_h2,0.15,0.85,early_0_30_high_to_mid_noise,256,0.23294175720707846,0.23227623786757678,0.2587252461942145,0.31293594982712153,0.31141116529782886,0.35980206780729584,0.4010292825498284,0.4021738535433325,0.4635558924801283,0.9219673941069395,0.9220229028598426,0.9438533703729369,0.07803260589306044,0.07797709714015749,0.10309743644100064,1.0307920993127382,1.028823790298682,1.0605603282562408,0.7815894145058381,0.7760710543422651,0.8305824338206758,0.8056533456869861,0.8002837097971758,0.8551493669416935
TCL_vs_C0,conditional_hidden,gemnet_h3,0.15,0.85,early_0_30_high_to_mid_noise,256,0.3111729280010289,0.3134840826769455,0.383105188703247,0.4085626151199801,0.40795536702602875,0.5042923122750202,0.5971064170758357,0.5862595913924566,0.7309216612368692,0.8135161504868575,0.8199628465646206,0.8814150227444773,0.18648384951314242,0.1800371534353794,0.2832003151377499,0.9617345818789993,0.9654315103133022,1.0554534574383747,0.6835636880720701,0.6785067743744497,0.7389285888497332,0.6559863930087797,0.6535963790586772,0.7058582855406728
TCL_vs_C0,conditional_hidden,gemnet_h4,0.15,0.85,early_0_30_high_to_mid_noise,256,0.44917066462111127,0.44687311056586576,0.5813692372060972,0.678613379872659,0.7021307501258929,0.9297082708188977,0.6774491452292213,0.679253978738956,0.7990793083512693,0.7437377858263233,0.7454878125566261,0.8421097605493618,0.25626221417367673,0.2545121874433739,0.36215182466743356,0.8561672979776582,0.8482896048359816,1.0046268832607308,1.0162489319616075,0.9958344641698755,1.5287568677821597,0.8531663965530754,0.8125965982515397,1.2256189652907301
TCL_vs_C0,cfg2_score,atomic_numbers,0.25,0.75,early_0_30_high_to_mid_noise,256,2.2514237997586983,2.293781171550378,3.333229285805477,2.937974874255528,3.053097462902114,4.141677335464152,0.23160477276201902,0.2328770655751127,0.30578184346456916,0.9740055868113834,0.9754567109115575,0.9911725584382441,0.025994413188616575,0.024543289088442444,0.045449048635394285,0.9631066769751147,0.9606848240495361,1.1002460738413165,12.590758961145596,12.394336389587247,16.731956081116934,12.068035678145169,11.878121757039722,15.900497123818681
TCL_vs_C0,cfg2_score,pos,0.25,0.75,early_0_30_high_to_mid_noise,256,0.004465619613094641,0.004226519286021357,0.0074690922004568465,0.0056099558061273765,0.005261158106017439,0.009161028340747585,2.7556618107007145,2.514881519694029,5.21611576898939,0.2305384510141898,0.21681637335223813,0.7066891266996876,0.7694615489858102,0.7831836266477619,1.3250328185498308,2.78871554782699,2.5295033594823333,5.1485600165445575,0.002486732260520015,0.001954051804613036,0.00578797909071143,0.005637457833213568,0.005147467556014668,0.009333764500930633
TCL_vs_C0,cfg2_score,cell,0.25,0.75,early_0_30_high_to_mid_noise,256,0.05055287846203605,0.042992646495501205,0.10937161991993585,0.06898929591139619,0.05696149271778439,0.14691572342997727,0.07459449015405334,0.05883044198927688,0.1716879155868985,0.997125024584791,0.9984789327023135,0.9997709247156656,0.002874975415208999,0.0015210672976865292,0.012262237186831032,0.9817647373610604,0.9867092620844695,1.0359100161906867,0.9708242942483563,0.9474662365133029,1.5380529981280542,0.9518200097261362,0.9338964502501516,1.5079151455480821
TCL_vs_C0,conditional_hidden,gemnet_h1,0.25,0.75,early_0_30_high_to_mid_noise,256,0.2092334590989612,0.20679156856908998,0.23055936510392272,0.29121151306605164,0.28553238468237624,0.343328224795306,0.25224808101548984,0.24918811517651515,0.30180415873256405,0.9716110184100252,0.9722051838426169,0.9782162490125916,0.028388981589974823,0.027794816157383162,0.03734454490350442,1.057832664403903,1.0560420999452704,1.104443664643961,1.1568194214422454,1.149236587053203,1.2519185613335222,1.2236428381764313,1.2204400708777454,1.3280261634019912
TCL_vs_C0,conditional_hidden,gemnet_h2,0.25,0.75,early_0_30_high_to_mid_noise,256,0.22713028104492605,0.2248922848993969,0.25564778599245486,0.3036431770654332,0.29993276463386337,0.35429876306108493,0.4288808076445233,0.423747936364783,0.49912872512126005,0.9139457422754205,0.9164180498197981,0.9371075942596959,0.08605425772457947,0.08358195018020187,0.11557993979816575,1.0559709086176454,1.0558719702390866,1.0854282112463665,0.7092760182753142,0.7009785644665483,0.7627883172951433,0.7489942675133092,0.7460504768709864,0.8073451976343022
TCL_vs_C0,conditional_hidden,gemnet_h3,0.25,0.75,early_0_30_high_to_mid_noise,256,0.2933528332156398,0.2848716313020932,0.376457446102359,0.39090889526245653,0.37651008911788886,0.5144640669856945,0.6123521055233341,0.5887476234000193,0.8069065576570034,0.8090918612545701,0.8283345918520928,0.885607551438149,0.19090813874542994,0.17166540814790726,0.32700823200100204,1.0037662484308691,1.0208737239629815,1.0915661858865484,0.6386142370442833,0.6324083651376846,0.6896929591238734,0.6401874601571421,0.6380728495345372,0.6990839012560969
TCL_vs_C0,conditional_hidden,gemnet_h4,0.25,0.75,early_0_30_high_to_mid_noise,256,0.48572838659973205,0.4825021192580219,0.6465286203604637,0.7536968303209683,0.7651914227208257,0.9854540576645083,0.6613562808760443,0.6534674101505652,0.8004646977058999,0.7535202297750152,0.7615044530502049,0.8452832509538808,0.2464797702249847,0.2384955469497952,0.36669090506331353,0.8416889503645192,0.8322137351083101,0.9893463518293016,1.1624606693271546,1.1823551901771243,1.6255286912605436,0.9685586082130622,0.9544114508967216,1.3862915738017674
TCL_vs_C0,cfg2_score,atomic_numbers,0.35,0.65,mid_30_70,256,2.3383213804644782,2.3314541294121636,3.544451725167103,2.979989761326159,3.0039531751301727,4.258454532844072,0.23291378775148724,0.23027968731416593,0.31779288027152114,0.9754258388112831,0.9770536488748451,0.9898392720387954,0.024574161188716838,0.022946351125154918,0.04515415333363318,0.9481726691521628,0.9336871534303883,1.1216785204919195,12.805887494659636,12.743924823132353,16.803988601303843,12.066386506211431,11.998787517608594,15.435123533779988
TCL_vs_C0,cfg2_score,pos,0.35,0.65,mid_30_70,256,0.03822769924333837,0.035594325243090724,0.06517326743554665,0.04766523065959266,0.044443068292391266,0.08294106690280506,1.6947949867785483,0.8579471653624711,5.196847054594034,0.8873976072114969,0.9126213199548239,0.9706532794659873,0.11260239278850306,0.08737868004517607,0.29535006816878356,2.452748288665412,1.5892142083852407,6.13531726201256,0.05504072541605093,0.05215360771586529,0.12189420882567989,0.08737438763611345,0.08199788362689564,0.15246703297153763
TCL_vs_C0,cfg2_score,cell,0.35,0.65,mid_30_70,256,0.056844091732475344,0.04775270033213827,0.1151653439220455,0.07556043817522447,0.06653694222259622,0.1462379061489178,0.08212471885370545,0.06793403541637644,0.1598564622648715,0.9964067906934521,0.9980441056657734,0.9997044038106427,0.0035932093065479194,0.00195589433422666,0.012107390398380796,0.9866551694631664,0.9875478226913592,1.0473295784156835,0.9821238055455845,0.9705461675909355,1.4760741880416521,0.9661060503904945,0.9548513899957081,1.4589488616032797
TCL_vs_C0,conditional_hidden,gemnet_h1,0.35,0.65,mid_30_70,256,0.2020019060979697,0.19938637011221574,0.22238219675089105,0.27325542889004606,0.26599739579987325,0.3116499221226502,0.25367992293627156,0.24647662273358878,0.2987695910511651,0.9695298092324072,0.9708416359276184,0.9769913261073913,0.03047019076759281,0.02915836407238165,0.04020078790812326,1.0319886193609311,1.026570787851929,1.0820834112280444,1.0805691825357204,1.0706915221269377,1.2032342189708551,1.114721149580691,1.1076515472766153,1.2226459693686367
TCL_vs_C0,conditional_hidden,gemnet_h2,0.35,0.65,mid_30_70,256,0.22779309893157115,0.22681718138870577,0.25226835644871126,0.3043281195076786,0.3010646416234909,0.3474247968554112,0.4673103190447268,0.46534128733936964,0.5349823178578048,0.8993395478750197,0.9006160905297028,0.9224086987437669,0.10066045212498029,0.09938390947029718,0.12963158066930258,1.0665893322806586,1.0652854625932595,1.100583651789522,0.6526908367171631,0.6480114659406416,0.7120606355371467,0.6960020084405055,0.6931189235819171,0.7655664355515119
TCL_vs_C0,conditional_hidden,gemnet_h3,0.35,0.65,mid_30_70,256,0.2858011115636606,0.28221264946570923,0.34960550610181174,0.38733761863648153,0.38003371264085095,0.49476651437262187,0.6384822348448986,0.6199739539951081,0.8308104588877824,0.8017192013994436,0.8171705298768257,0.8735480372961498,0.1982807986005564,0.18282947012317424,0.3280192684978057,1.0403637986611023,1.0527535677180775,1.1344342718058922,0.6079404964726173,0.5996848540669409,0.6762996731914717,0.6318876235449281,0.6268520015684801,0.7171705380738832
TCL_vs_C0,conditional_hidden,gemnet_h4,0.35,0.65,mid_30_70,256,0.49888310686507376,0.5084531687489322,0.6255549921578316,0.772364815588437,0.7898193872200243,0.9519588168845963,0.6276671914954011,0.6172695659214714,0.7805225051398407,0.7805765603624005,0.7953881847828316,0.8641175069861776,0.21942343963759947,0.20461181521716842,0.35327162966759695,0.8521609990682318,0.8360852636627726,1.0144929767409394,1.2500035025552894,1.259661862442409,1.6583973847731446,1.0572243611079362,1.0581765536702696,1.4367045135494159
TCL_vs_C0,cfg2_score,atomic_numbers,0.45,0.55,mid_30_70,256,2.052374901380122,2.0005949197272486,2.989537507049156,2.5578969630126513,2.5086057290869705,3.5824947664252003,0.21442235599878254,0.20567195259698598,0.3029551909288386,0.9799529686624475,0.9823386622917886,0.9910721566884229,0.020047031337552524,0.017661337708211433,0.039301036514120424,0.9759596280650754,0.9582972121897139,1.1414807753889573,12.052406154023904,12.056652545385425,15.421567713732387,11.693663872986816,11.76700470164344,14.436371536339886
TCL_vs_C0,cfg2_score,pos,0.45,0.55,mid_30_70,256,0.14357027885597767,0.13264422192479725,0.25632269637814414,0.18402850668099396,0.1686557916088391,0.33658097892884137,0.48520577392143444,0.4489630816988753,0.8332221171210031,0.8925061173442654,0.9166169977633984,0.9867330021041367,0.10749388265573456,0.08338300223660161,0.27524279569338295,1.0543446833079801,1.017929920960651,1.4935865235377814,0.3950140884655957,0.3685137987351958,0.6693050162456674,0.4036738779796103,0.37560422066521115,0.6456665660385175
TCL_vs_C0,cfg2_score,cell,0.45,0.55,mid_30_70,256,0.07333587975780473,0.06579926941129896,0.14382669164074793,0.09600021061553234,0.0847240945089486,0.1963766682593357,0.10778246341446647,0.08561575440975813,0.25966614062420096,0.9930814650794699,0.9970426526228935,0.9995298200119482,0.006918534920530104,0.0029573473771065673,0.027633391276971342,0.9841949104207596,0.9849852705428517,1.0620207257647738,0.9777010757705036,0.9716878945185115,1.4762237958338735,0.9597998101168195,0.9519678923607615,1.434173311579272
TCL_vs_C0,conditional_hidden,gemnet_h1,0.45,0.55,mid_30_70,256,0.18508020108096163,0.18389250191807072,0.20139026326564777,0.24808190236455838,0.24474960561018835,0.2821828471741413,0.2538209505694069,0.25244582055236436,0.29295882815252705,0.970599829629087,0.9709921879516556,0.9774321713640675,0.029400170370913116,0.029007812048344295,0.037237024998735574,1.0502124188130078,1.0507328870533357,1.0933583901523798,0.981279322109694,0.9738598861917231,1.085499765679459,1.0301255996812113,1.0241424565153197,1.128719033553816
TCL_vs_C0,conditional_hidden,gemnet_h2,0.45,0.55,mid_30_70,256,0.21713688492598676,0.21651965544178015,0.24341439444577623,0.2935413066271877,0.2930822053618679,0.33705782759129466,0.4865592187582182,0.48431786799952875,0.5720716920837865,0.8931592390587022,0.8945814956198955,0.9231347466167592,0.10684076094129778,0.10541850438010447,0.14166204569696475,1.082549405187027,1.081894200406306,1.124125567617644,0.6053382999643107,0.6010617787992941,0.6767155963109076,0.6550675613088204,0.6525079188859985,0.7271547004272644
