comparison,kind,field_or_block,stage,outcome,spearman_rho,two_sided_p,n
TCL_vs_C0,conditional_hidden,gemnet_h2,mid_30_70,severe,0.11322917580973353,0.07050981225486294,256
TCL_vs_C0,conditional_hidden,gemnet_h3,early_0_30_high_to_mid_noise,initial_max_force,-0.17999542229343096,0.0038589275587562356,256
TCL_vs_C0,conditional_hidden,gemnet_h3,early_0_30_high_to_mid_noise,atomic_force_mean,-0.18164268139162276,0.003541423535258454,256
TCL_vs_C0,conditional_hidden,gemnet_h3,early_0_30_high_to_mid_noise,rmsd,-0.22092874172593152,0.0003685010800811726,256
TCL_vs_C0,conditional_hidden,gemnet_h3,early_0_30_high_to_mid_noise,relaxation_steps,-0.2886398885006195,2.6534713020010384e-06,256
TCL_vs_C0,conditional_hidden,gemnet_h3,early_0_30_high_to_mid_noise,e_hull,-0.01675941290913252,0.7895792107867883,256
TCL_vs_C0,conditional_hidden,gemnet_h3,early_0_30_high_to_mid_noise,severe,-0.05751844925022748,0.35937824376748817,256
TCL_vs_C0,conditional_hidden,gemnet_h3,late_70_100_mid_to_low_noise,initial_max_force,0.380900949874113,2.903893519168743e-10,256
TCL_vs_C0,conditional_hidden,gemnet_h3,late_70_100_mid_to_low_noise,atomic_force_mean,0.3847955767910276,1.8452131836493862e-10,256
TCL_vs_C0,conditional_hidden,gemnet_h3,late_70_100_mid_to_low_noise,rmsd,0.31633960795155425,2.3404143607634254e-07,256
TCL_vs_C0,conditional_hidden,gemnet_h3,late_70_100_mid_to_low_noise,relaxation_steps,0.3857177218604043,1.6559103743538203e-10,256
TCL_vs_C0,conditional_hidden,gemnet_h3,late_70_100_mid_to_low_noise,e_hull,0.3451605058365758,1.4215519455428697e-08,256
TCL_vs_C0,conditional_hidden,gemnet_h3,late_70_100_mid_to_low_noise,severe,0.17124064033924866,0.00601872335286484,256
TCL_vs_C0,conditional_hidden,gemnet_h3,mid_30_70,initial_max_force,0.3723635271229114,7.685664974071086e-10,256
TCL_vs_C0,conditional_hidden,gemnet_h3,mid_30_70,atomic_force_mean,0.39434009498741124,5.920248083995556e-11,256
TCL_vs_C0,conditional_hidden,gemnet_h3,mid_30_70,rmsd,0.35002330875617627,8.609013601725666e-09,256
TCL_vs_C0,conditional_hidden,gemnet_h3,mid_30_70,relaxation_steps,0.3276774806230806,8.047381847064317e-08,256
TCL_vs_C0,conditional_hidden,gemnet_h3,mid_30_70,e_hull,0.2713077935454337,1.0699338461131779e-05,256
TCL_vs_C0,conditional_hidden,gemnet_h3,mid_30_70,severe,0.17649946998498375,0.00461939955698478,256
TCL_vs_C0,conditional_hidden,gemnet_h4,early_0_30_high_to_mid_noise,initial_max_force,-0.0900928416113527,0.15061696701224242,256
TCL_vs_C0,conditional_hidden,gemnet_h4,early_0_30_high_to_mid_noise,atomic_force_mean,-0.0882209887846189,0.15931665497260408,256
TCL_vs_C0,conditional_hidden,gemnet_h4,early_0_30_high_to_mid_noise,rmsd,-0.1524551800424857,0.014620919823402955,256
TCL_vs_C0,conditional_hidden,gemnet_h4,early_0_30_high_to_mid_noise,relaxation_steps,-0.18386241607810588,0.003150952387104596,256
TCL_vs_C0,conditional_hidden,gemnet_h4,early_0_30_high_to_mid_noise,e_hull,-0.02156743533989471,0.7312748693825739,256
TCL_vs_C0,conditional_hidden,gemnet_h4,early_0_30_high_to_mid_noise,severe,-0.10254717809183413,0.10162133179727097,256
TCL_vs_C0,conditional_hidden,gemnet_h4,late_70_100_mid_to_low_noise,initial_max_force,0.21722147516594187,0.0004645190851786334,256
TCL_vs_C0,conditional_hidden,gemnet_h4,late_70_100_mid_to_low_noise,atomic_force_mean,0.21479314488441284,0.0005394786636004468,256
TCL_vs_C0,conditional_hidden,gemnet_h4,late_70_100_mid_to_low_noise,rmsd,0.1237357883196597,0.04796364215418145,256
TCL_vs_C0,conditional_hidden,gemnet_h4,late_70_100_mid_to_low_noise,relaxation_steps,0.196811874081821,0.0015530260642565579,256
TCL_vs_C0,conditional_hidden,gemnet_h4,late_70_100_mid_to_low_noise,e_hull,0.3233455882352941,1.216319624660478e-07,256
TCL_vs_C0,conditional_hidden,gemnet_h4,late_70_100_mid_to_low_noise,severe,0.23056681228019754,0.00019821702969762757,256
TCL_vs_C0,conditional_hidden,gemnet_h4,mid_30_70,initial_max_force,-0.04077878233005264,0.5159908604424359,256
TCL_vs_C0,conditional_hidden,gemnet_h4,mid_30_70,atomic_force_mean,-0.026178044174868388,0.6767732112224387,256
TCL_vs_C0,conditional_hidden,gemnet_h4,mid_30_70,rmsd,-0.06866346501335244,0.2737220269165418,256
TCL_vs_C0,conditional_hidden,gemnet_h4,mid_30_70,relaxation_steps,-0.12185217140506602,0.05149206016373136,256
TCL_vs_C0,conditional_hidden,gemnet_h4,mid_30_70,e_hull,0.1708571755550469,0.006134269664705965,256
TCL_vs_C0,conditional_hidden,gemnet_h4,mid_30_70,severe,0.04387835985660211,0.4845803062692918,256
