method,seed,pool_id,candidate_seed,energy_ev,energy_per_atom_ev,maximum_force_ev_ang,pre_relax_max_force_ev_ang,converged,relax_elapsed_seconds,steps,formula,chemical_system,pre_relax_minimum_distance_angstrom,pre_relax_short_bond,pre_relax_abnormal_cell,energy_above_hull_per_atom,rmsd_from_relaxation,novel_unique_stable,stable,comp_validity,structure_comp_validity,structure_validity,novel,novel_unique,unique,is_unique,is_novel,is_explored,energy_above_hull,self_consistent_energy_above_hull
A0_E3G,46,46,41046,-106.192138671875,-9.653830788352273,0.049111414700746536,0.1748168294864388,True,1.192629173048772,43,Eu2Zr2O7,Eu-O-Zr,2.040254851463175,False,False,0.07655480700992356,0.01650641120605946,True,True,True,True,True,True,True,True,True,True,True,0.07655480700992356,0.07655480700992356
A0_E3G,47,47,41047,-47.630104064941406,-6.804300580705915,0.025000838562846184,0.43783021395173105,True,0.7579778051003814,26,Mn2InO4,In-Mn-O,1.9143536249756892,False,False,0.30382731519070205,0.030580553663703974,False,False,True,True,True,True,True,True,True,True,True,0.30382731519070205,0.29991527109927674
A0_E3G,48,48,41048,-66.79046630859375,-7.421162923177083,0.032730717211961746,0.21122930706721701,True,1.8595421150093898,70,Eu5(ZnSi)2,Eu-Si-Zn,2.624225021426179,False,False,0.21370467837756557,0.17722840927839004,False,False,False,False,True,True,True,True,True,True,True,0.21370467837756557,0.21370467837756557
A0_E3G,49,49,41049,-153.1554412841797,-8.060812699167352,0.029241010546684265,0.09945962466596199,True,0.659662724006921,22,Sm2TiFe16,Fe-Sm-Ti,2.376423174075278,False,False,0.03354550363941655,0.007536820846780957,True,True,True,True,True,True,True,True,True,True,True,0.03354550363941655,0.03354550363941655
A0_E3G,50,50,41050,-76.37432098388672,-8.486035664876303,0.04120922461152077,0.2459413939384768,True,0.6974596229847521,24,Mn6FeB2,B-Fe-Mn,2.216255310478132,False,False,0.35005881589537147,0.02164786363055818,False,False,False,False,True,True,True,True,True,True,True,0.35005881589537147,0.35005881589537147
A0_E3G,51,51,41051,-98.48454284667969,-7.034610203334263,0.04814028739929199,0.3187062829543023,True,3.3972495609195903,119,MgMn3(FeO4)2,Fe-Mg-Mn-O,1.9429956434324083,False,False,0.223086982791326,0.10033165708441122,False,False,True,True,True,True,True,True,True,True,True,0.223086982791326,0.223086982791326
A0_E3G,52,52,41052,-35.97770690917969,-8.994426727294922,0.05897313728928566,0.06556563162842216,True,1.2122041140682995,43,Eu3Pb,Eu-Pb,3.449131730704515,False,False,0.04546654616222767,0.3822194185617812,False,True,True,True,True,False,False,True,True,False,True,0.04546654616222767,0.0
A0_E3G,53,53,41053,-107.61557006835938,-9.783233642578125,0.04550052061676979,0.4250863597433553,True,5.3635902859969065,218,Eu4B2N5,B-Eu-N,1.345433416138763,False,False,0.05359295270707243,0.25151293080691,True,True,True,True,True,True,True,True,True,True,True,0.05359295270707243,0.0267764517616218
A0_E3G,54,54,41054,-53.07157897949219,-6.633947372436523,0.023209840059280396,0.11903229904234633,True,0.23516336700413376,8,ZnFe3,Fe-Zn,2.448932388456169,False,False,0.05441889700199898,0.008027831975592562,False,True,True,True,True,False,False,True,True,False,True,0.05441889700199898,0.03788450616033234
A0_E3G,55,55,41055,-120.05339813232422,-10.004449844360352,0.04813477769494057,0.534970276036054,True,1.2681056369328871,46,Eu4GdBrO6,Br-Eu-Gd-O,2.127313092792237,False,False,0.19208938960873922,0.062442225070211084,False,False,True,True,True,True,True,True,True,True,False,0.19208938960873922,0.19208938960873922
A0_E3G,56,56,41056,-23.794498443603516,-5.948624610900879,0.002675075316801667,0.034432880606086104,True,0.25923408300150186,9,SrEu2Cd,Cd-Eu-Sr,3.409949232919084,False,False,0.03531595149515976,0.003647454514180649,True,True,True,True,True,True,True,True,True,True,True,0.03531595149515976,0.03531595149515976
A0_E3G,57,57,41057,-46.767173767089844,-7.794528961181641,0.049360983073711395,0.06454927182204612,True,0.28445213998202235,10,FeCo,Co-Fe,2.4321474853291947,False,False,0.06932105473074301,0.0012480348933122277,False,True,True,True,True,False,False,True,True,False,True,0.06932105473074301,0.0
A0_E3G,58,58,41058,-31.371784210205078,-7.8429460525512695,0.04344097897410393,0.16363141912843743,True,0.4990505219902843,18,Fe2CoRh,Co-Fe-Rh,2.444981255722538,False,False,0.07324729830319399,0.008201365883038757,False,True,True,True,True,False,False,True,True,False,True,0.07324729830319399,0.07324729830319399
A0_E3G,59,59,41059,-92.6438980102539,-9.264389801025391,0.04838796705007553,0.10947694244108587,True,0.9392141109565273,33,Eu6As2PdO,As-Eu-O-Pd,2.546693227698026,False,False,0.19880986178520033,0.044342168646508445,False,False,False,False,True,True,True,True,True,True,False,0.19880986178520033,0.19880986178520033
A0_E3G,60,60,41060,-119.00790405273438,-5.950395202636718,0.044760119169950485,0.24082542577097227,True,1.0006193830631673,33,Mn4Co7BH8,B-Co-H-Mn,1.628595961683789,False,False,0.17006149757001587,0.029909218878130875,False,False,True,True,True,True,True,True,True,True,False,0.17006149757001587,0.17006149757001587
A0_E3G,61,61,41061,-126.9097900390625,-9.064985002790179,0.02663392946124077,0.1420652714667762,True,0.8711210240144283,33,Eu8SiS4Cl,Cl-Eu-S-Si,2.8951996554516657,False,False,0.1331093864089592,0.01684897552055633,False,False,False,False,True,True,True,True,True,True,False,0.1331093864089592,0.1331093864089592
A0_E3G,62,62,41062,-46.547603607177734,-7.757933934529622,0.015693027526140213,0.02358831333171556,True,0.17479642294347286,6,SrPrEu4,Eu-Pr-Sr,3.5695256878934742,False,False,0.20701141757006702,0.0013676327944115683,False,False,True,True,True,True,True,True,True,True,True,0.20701141757006702,0.20701141757006702
A0_E3G,63,63,41063,-81.63648223876953,-6.803040186564128,0.01824694313108921,0.019894788797774992,True,0.4102739020017907,21,EuCuGe,Cu-Eu-Ge,2.4573860860038237,False,False,0.010471280302501995,0.0011376937944957348,False,True,True,True,True,False,False,True,True,False,True,0.010471280302501995,0.0006416373736159997
