display_name,architecture,license,checkpoint,independent_from_mattersim,atom_wise,batch_support,source,candidate,checkpoint_sha256,checkpoint_size_bytes,structures,atoms,representation_dimension,mapping_complete,nan_count,inf_count,repeat_max_abs,feature_norm_mean,feature_std_mean,constant_dimensions,within_element_variance_mean,coordination_ridge_mae,coordination_ridge_r2,formation_energy_ridge_mae,formation_energy_ridge_r2,elapsed_seconds_sum,structures_per_second_aggregate,atoms_per_second_aggregate,peak_vram_bytes_max,cache_bytes_per_atom_float16,full_train_cache_estimate_bytes,atom_order_preserved,probe_pass
CHGNet 0.3.0,charge-informed crystal graph network,Modified BSD,/data/dxl/envs/fn_pra_teacher/lib/python3.10/site-packages/chgnet/pretrained/0.3.0/chgnet_0.3.0_e29f68s314m37.pth.tar,True,True,True,https://github.com/CederGroupHub/chgnet,chgnet,d14ab7c0f093efe64b60a7bcd540bca10e74fb7f46c86108a079af60524659d1,4863221,1000,10266,64,True,0,0,3.5762786865234375e-06,21.7742919921875,2.4383864402770996,0,1.3301641983645303,1.8202321546438212,0.6709134431501675,0.23662090570878225,0.9060804900569022,6.538512080092914,1224.60601350524,12559.821873081637,937700352,128,71424000,True,True
MatterSim-5M,M3GNet,MIT,/data/dxl/mattersim_weights/mattersim-v1.0.0-5M.pth,False,True,True,https://github.com/microsoft/mattersim,mattersim,e3df9fa708725e3d453140646c7d1838324b347a3d1214cf1440522146f872b5,91176875,1000,10266,256,True,0,0,1.0728836059570312e-06,2.3038065433502197,0.13313329219818115,0,0.011638006519725812,1.2711092456908009,0.8298917759453317,0.11014613220839906,0.9788152472782049,5.844141228939407,1370.1119104936988,14086.899482321816,157481472,512,285696000,True,True
