phase,step,epoch,loss_train_step,loss_diffusion_train_step,loss_repa_alignment_train_step,loss_repa_weighted_train_step,loss_train_epoch,loss_diffusion_train_epoch,loss_repa_alignment_train_epoch,loss_repa_weighted_train_epoch,loss_val
V1-S,599,11,0.6032198667526245,0.3124581277370453,2.9076175689697266,0.2907617390155792,,,,,
V1-S,609,11,0.5419843196868896,0.3004850745201111,2.414992332458496,0.2414992451667785,,,,,
V1-S,611,11,,,,,0.6163501143455505,0.3391560912132263,2.771940231323242,0.2771940529346466,
V1-S,619,12,0.6060519814491272,0.3395281732082367,2.665238380432129,0.2665238380432129,,,,,
V1-S,629,12,0.5898359417915344,0.3236908912658691,2.661450147628784,0.2661450505256653,,,,,
V1-S,639,12,0.5785186290740967,0.3461173176765442,2.324012994766236,0.2324012964963913,,,,,
V1-S,649,12,0.6277061700820923,0.3769337236881256,2.5077242851257324,0.2507724165916443,,,,,
V1-S,659,12,0.601586639881134,0.3138396143913269,2.8774702548980717,0.2877469956874847,,,,,
V1-S,662,12,,,,,0.5991021990776062,0.3323241472244262,2.6677801609039307,0.2667780220508575,
V1-S,669,13,0.6931036710739136,0.3895489871501922,3.0355470180511475,0.3035547137260437,,,,,
V1-S,679,13,0.5805615186691284,0.344637393951416,2.359241247177124,0.2359241098165512,,,,,
V1-S,689,13,0.6028730273246765,0.3273351192474365,2.755379438400269,0.2755379676818847,,,,,
V1-S,699,13,0.585633397102356,0.337907075881958,2.4772634506225586,0.2477263510227203,,,,,
V1-S,709,13,0.5846261382102966,0.3116225004196167,2.7300362586975098,0.2730036079883575,,,,,
V1-S,713,13,,,,,0.6098254919052124,0.3414792120456695,2.6834633350372314,0.2683463096618652,
V1-S,719,14,0.6313297748565674,0.3635021448135376,2.678276300430298,0.2678276300430298,,,,,
V1-S,729,14,0.5735490918159485,0.3321777880191803,2.413712978363037,0.2413713037967682,,,,,
V1-S,739,14,0.5810202360153198,0.3266613483428955,2.543588638305664,0.2543588578701019,,,,,
V1-S,749,14,0.59452885389328,0.3179840445518493,2.7654478549957275,0.2765447795391083,,,,,
V1-S,749,14,,,,,,,,,0.3406451344490051
V1-S,759,14,0.635591983795166,0.3335738778114319,3.020180940628052,0.3020180761814117,,,,,
V1-S,764,14,,,,,0.6068505048751831,0.3437653481960296,2.630852222442627,0.2630852460861206,
V1-S,769,15,0.5066923499107361,0.2731583714485168,2.3353395462036133,0.2335339486598968,,,,,
V1-S,779,15,0.5898309946060181,0.3250653743743896,2.6476571559906006,0.2647657096385956,,,,,
V1-S,789,15,0.5457838773727417,0.3203851580619812,2.2539873123168945,0.2253987342119217,,,,,
V1-S,799,15,0.5634218454360962,0.2886291444301605,2.747926950454712,0.2747926712036133,,,,,
V1-S,809,15,0.6258895397186279,0.3361467123031616,2.897428512573242,0.2897428274154663,,,,,
V1-S,815,15,,,,,0.5829552412033081,0.329152375459671,2.5380282402038574,0.2538028657436371,
V1-S,819,16,0.5945954322814941,0.38602015376091,2.085752487182617,0.2085752487182617,,,,,
V1-S,829,16,0.5591152906417847,0.3238703906536102,2.3524491786956787,0.2352448850870132,,,,,
V1-S,839,16,0.5336797833442688,0.302901029586792,2.3077871799468994,0.2307787239551544,,,,,
V1-S,849,16,0.6858140826225281,0.4283414781093597,2.574725151062012,0.2574725151062011,,,,,
V1-S,859,16,0.4843338131904602,0.2833562195301056,2.009775400161743,0.2009775340557098,,,,,
V1-S,866,16,,,,,0.5931068658828735,0.3371142148971557,2.559926748275757,0.2559926509857178,
V1-S,869,17,0.6926973462104797,0.3782848417758941,3.144125699996948,0.3144125938415527,,,,,
V1-S,879,17,0.6173299551010132,0.3703120350837707,2.470179319381714,0.2470179349184036,,,,,
V1-S,889,17,0.5588899850845337,0.2966503500938415,2.6223959922790527,0.2622396051883697,,,,,
V1-S,899,17,0.5845784544944763,0.3546644747257232,2.2991397380828857,0.2299140095710754,,,,,
V1-S,909,17,0.6317201256752014,0.3359655141830444,2.95754623413086,0.2957546412944793,,,,,
V1-S,917,17,,,,,0.6001631617546082,0.3414205312728882,2.5874269008636475,0.2587427198886871,
V1-S,919,18,0.5987762212753296,0.3369608223438263,2.6181535720825195,0.2618153393268585,,,,,
V1-S,929,18,0.6691610813140869,0.3854111135005951,2.83750057220459,0.283750057220459,,,,,
V1-S,939,18,0.5536290407180786,0.334059327840805,2.195696830749512,0.2195696830749511,,,,,
V1-S,949,18,0.4804440140724182,0.2617829740047455,2.186610698699951,0.2186610400676727,,,,,
V1-S,959,18,0.5364521741867065,0.3296902179718017,2.0676188468933105,0.20676189661026,,,,,
V1-S,968,18,,,,,0.5852541327476501,0.3353950679302215,2.4985907077789307,0.2498590797185897,
V1-S,969,19,0.5953627228736877,0.3464512228965759,2.4891152381896973,0.2489115297794342,,,,,
V1-S,979,19,0.5868606567382812,0.3518824577331543,2.3497817516326904,0.2349781841039657,,,,,
V1-S,989,19,0.6583770513534546,0.3693662881851196,2.8901071548461914,0.2890107035636902,,,,,
V1-S,999,19,0.6020177602767944,0.3544521629810333,2.475656032562256,0.2475656270980835,,,,,
V1-S,999,19,,,,,,,,,0.3404189348220825
V1-S,999,19,,,,,0.5828264951705933,0.3346025943756103,2.482239246368408,0.2482239305973053,
V1-D,999,19,,,,,,,,,0.3279595375061035
V1-D,1009,19,0.539589524269104,0.3161271214485168,2.234623908996582,0.2234624028205871,,,,,
V1-D,1019,19,0.58537358045578,0.3211042881011963,2.6426925659179688,0.2642692625522613,,,,,
V1-D,1020,19,,,,,0.5764522552490234,0.3310712575912475,2.453810453414917,0.245381012558937,
V1-D,1029,20,0.5749976634979248,0.3407712876796722,2.3422632217407227,0.2342263311147689,,,,,
V1-D,1039,20,0.6183461546897888,0.3628889918327331,2.554572105407715,0.2554572224617004,,,,,
V1-D,1049,20,0.5141915678977966,0.3002098500728607,2.1398167610168457,0.2139816731214523,,,,,
V1-D,1059,20,0.6596388816833496,0.3728789687156677,2.8675992488861084,0.2867599129676819,,,,,
V1-D,1069,20,0.5890078544616699,0.3602122664451599,2.2879557609558105,0.2287955582141876,,,,,
V1-D,1071,20,,,,,0.5811994075775146,0.3386174738407135,2.425819635391236,0.2425819337368011,
V1-D,1079,21,0.6360494494438171,0.3651203513145447,2.7092902660369877,0.2709290385246277,,,,,
V1-D,1089,21,0.6089697480201721,0.3629688322544098,2.4600093364715576,0.2460009157657623,,,,,
V1-D,1099,21,0.641262412071228,0.3832720816135406,2.579902648925781,0.2579902708530426,,,,,
V1-D,1109,21,0.633673906326294,0.4024811685085296,2.311927318572998,0.2311927378177642,,,,,
V1-D,1119,21,0.6632740497589111,0.3684390187263489,2.948349952697754,0.2948349714279175,,,,,
V1-D,1122,21,,,,,0.576931357383728,0.3399579524993896,2.369734287261963,0.2369734644889831,
V1-D,1129,22,0.5087467432022095,0.2883543968200683,2.2039239406585693,0.2203924059867859,,,,,
V1-D,1139,22,0.5231504440307617,0.3054683208465576,2.176820755004883,0.2176820933818817,,,,,
V1-D,1149,22,0.4629851877689361,0.2580022513866424,2.0498299598693848,0.2049829810857772,,,,,
V1-D,1159,22,0.533068060874939,0.3252699077129364,2.077982187271118,0.2077981978654861,,,,,
V1-D,1169,22,0.586053729057312,0.3183090984821319,2.677446126937866,0.2677446007728576,,,,,
V1-D,1173,22,,,,,0.5683676600456238,0.3310791552066803,2.372885227203369,0.2372885346412658,
V1-D,1179,23,0.5136868953704834,0.2724789083003998,2.4120798110961914,0.2412079870700836,,,,,
V1-D,1189,23,0.5165838003158569,0.2958197295665741,2.2076401710510254,0.2207640260457992,,,,,
V1-D,1199,23,0.6045057773590088,0.3909873962402344,2.1351840496063232,0.2135183960199356,,,,,
V1-D,1209,23,0.5371284484863281,0.2918441295623779,2.452842950820923,0.2452843189239502,,,,,
V1-D,1219,23,0.5880005359649658,0.3477969467639923,2.4020354747772217,0.2402035444974899,,,,,
V1-D,1224,23,,,,,0.5818663835525513,0.337499737739563,2.443666458129883,0.2443666309118271,
V1-D,1229,24,0.6477079391479492,0.3601537644863128,2.875542163848877,0.2875542342662811,,,,,
V1-D,1239,24,0.6658061742782593,0.3707824647426605,2.9502370357513428,0.2950236797332763,,,,,
V1-D,1249,24,0.5927113890647888,0.3976869285106659,1.9502440690994265,0.1950244009494781,,,,,
V1-D,1249,24,,,,,,,,,0.3111652731895447
V1-D,1259,24,0.5045096278190613,0.3001756966114044,2.043339252471924,0.2043339163064956,,,,,
V1-D,1269,24,0.6391626000404358,0.3906726837158203,2.4848992824554443,0.2484899163246154,,,,,
V1-D,1275,24,,,,,0.5706347227096558,0.3358108401298523,2.348238468170166,0.2348238378763198,
V1-D,1279,25,0.6349823474884033,0.3740745186805725,2.6090784072875977,0.2609078586101532,,,,,
V1-D,1289,25,0.5426340103149414,0.3048158288002014,2.3781814575195312,0.2378181368112564,,,,,
V1-D,1299,25,0.579410195350647,0.3604442179203033,2.1896603107452397,0.2189660221338272,,,,,
V1-D,1309,25,0.5928357243537903,0.3472304940223694,2.456052303314209,0.2456052303314209,,,,,
V1-D,1319,25,0.5242927074432373,0.2972857654094696,2.270068883895874,0.2270068973302841,,,,,
V1-D,1326,25,,,,,0.5631802082061768,0.3293178677558899,2.3386237621307373,0.233862355351448,
V1-D,1329,26,0.6465134620666504,0.3493707776069641,2.971426486968994,0.2971426546573639,,,,,
V1-D,1339,26,0.5685938596725464,0.3353612720966339,2.332326650619507,0.2332326471805572,,,,,
V1-D,1349,26,0.5419467091560364,0.3389074504375458,2.030392646789551,0.2030392736196518,,,,,
V1-D,1359,26,0.5674469470977783,0.3246707320213318,2.42776107788086,0.2427761405706405,,,,,
V1-D,1369,26,0.5961036682128906,0.3437618613243103,2.5234174728393555,0.2523417472839355,,,,,
V1-D,1377,26,,,,,0.5707992315292358,0.334025502204895,2.3677375316619877,0.2367737591266632,
V1-D,1379,27,0.5617566704750061,0.3068146109580993,2.5494203567504883,0.2549419999122619,,,,,
V1-D,1389,27,0.5481356382369995,0.349353164434433,1.9878246784210205,0.1987824738025665,,,,,
V1-D,1399,27,0.5212094783782959,0.329013854265213,1.9219554662704468,0.1921955496072769,,,,,
V1-D,1409,27,0.5884871482849121,0.323805034160614,2.6468207836151123,0.2646820843219757,,,,,
V1-D,1419,27,0.6063945293426514,0.3607025742530823,2.4569191932678223,0.2456918954849243,,,,,
V1-D,1428,27,,,,,0.5747750401496887,0.3417584598064422,2.330165147781372,0.2330165356397628,
V1-D,1429,28,0.6381473541259766,0.3771714866161346,2.609758853912353,0.2609758973121643,,,,,
V1-D,1439,28,0.5210670232772827,0.3201564848423004,2.0091049671173096,0.2009105086326599,,,,,
V1-D,1449,28,0.5634423494338989,0.3570348620414734,2.064074754714966,0.2064074575901031,,,,,
V1-D,1459,28,0.563736617565155,0.3396291732788086,2.241074085235596,0.224107414484024,,,,,
V1-D,1469,28,0.5460973978042603,0.3227595686912536,2.2333784103393555,0.2233378440141677,,,,,
V1-D,1479,28,0.5469239950180054,0.3217470049858093,2.25177001953125,0.225176990032196,,,,,
V1-D,1479,28,,,,,0.5709988474845886,0.3392605483531952,2.3173835277557373,0.2317383289337158,
V1-D,1489,29,0.5463259816169739,0.3395358026027679,2.067901849746704,0.2067901790142059,,,,,
V1-D,1499,29,0.5731493234634399,0.3332786858081817,2.3987064361572266,0.2398706674575805,,,,,
V1-D,1499,29,,,,,,,,,0.32529416680336
V1-D,1509,29,0.5165873765945435,0.2766972482204437,2.3989007472991943,0.2398900836706161,,,,,
V1-D,1519,29,0.5634258985519409,0.3643085360527038,1.9911739826202397,0.1991173923015594,,,,,
V1-D,1529,29,0.6385440826416016,0.4120781421661377,2.2646589279174805,0.2264659106731414,,,,,
V1-D,1530,29,,,,,0.5627440214157104,0.3332902491092682,2.294537305831909,0.2294537425041198,
V1-D,1539,30,0.5841417908668518,0.341899573802948,2.422422409057617,0.242242231965065,,,,,
V1-D,1549,30,0.6309678554534912,0.3346957564353943,2.962721347808838,0.2962721288204193,,,,,
V1-D,1559,30,0.5989449620246887,0.3797807693481445,2.191641569137573,0.2191641628742218,,,,,
V1-D,1569,30,0.5720441937446594,0.3449810445308685,2.2706305980682373,0.2270630598068237,,,,,
V1-D,1579,30,0.5800190567970276,0.3249343335628509,2.5508475303649902,0.255084753036499,,,,,
V1-D,1581,30,,,,,0.5748966336250305,0.3351714611053467,2.397251605987549,0.239725187420845,
V1-D,1589,31,0.5434061288833618,0.2996402978897095,2.4376590251922607,0.2437659054994583,,,,,
V1-D,1599,31,0.4937444627285003,0.2855470478534698,2.081974506378174,0.2081974595785141,,,,,
V1-D,1609,31,0.6578517556190491,0.400310069322586,2.575416326522827,0.2575416564941406,,,,,
V1-D,1619,31,0.5829702019691467,0.3368850946426391,2.460850715637207,0.2460850775241851,,,,,
V1-D,1629,31,0.5546132922172546,0.3071008026599884,2.4751245975494385,0.2475124597549438,,,,,
V1-D,1632,31,,,,,0.5679057836532593,0.3341589272022247,2.337468385696411,0.2337468415498733,
V1-D,1639,32,0.5827327370643616,0.3665417730808258,2.161910057067871,0.2161909937858581,,,,,
V1-D,1649,32,0.5774288773536682,0.3229185044765472,2.5451040267944336,0.2545104026794433,,,,,
V1-D,1659,32,0.5957329273223877,0.3803606331348419,2.1537230014801025,0.2153722792863845,,,,,
V1-D,1669,32,0.5313305854797363,0.3377838730812073,1.93546724319458,0.1935467272996902,,,,,
V1-D,1679,32,0.5987953543663025,0.3497488498687744,2.490464687347412,0.2490464597940445,,,,,
V1-D,1683,32,,,,,0.569765567779541,0.3349792957305908,2.3478615283966064,0.234786182641983,
V1-D,1689,33,0.5476853847503662,0.2948977947235107,2.5278759002685547,0.2527876198291778,,,,,
V1-D,1699,33,0.6834210753440857,0.4188209772109985,2.646001100540161,0.2646000981330871,,,,,
V1-D,1709,33,0.5560358762741089,0.3157075643539428,2.403282880783081,0.2403282970190048,,,,,
V1-D,1719,33,0.5626591444015503,0.326184332370758,2.364748001098633,0.2364748120307922,,,,,
V1-D,1729,33,0.5368975400924683,0.3108970522880554,2.260004997253418,0.2260004878044128,,,,,
V1-D,1734,33,,,,,0.5723258256912231,0.3373113870620727,2.350144147872925,0.2350144535303115,
V1-D,1739,34,0.5928838849067688,0.375815600156784,2.1706831455230717,0.2170683294534683,,,,,
V1-D,1749,34,0.5890320539474487,0.3324370682239532,2.565950393676758,0.2565950453281402,,,,,
V1-D,1749,34,,,,,,,,,0.3236857056617737
V1-D,1759,34,0.6279317736625671,0.382729023694992,2.4520273208618164,0.2452027350664138,,,,,
V1-D,1769,34,0.5189012289047241,0.286259651184082,2.326416015625,0.2326416075229644,,,,,
V1-D,1779,34,0.5405985116958618,0.2932879030704498,2.473105907440185,0.2473105937242508,,,,,
V1-D,1785,34,,,,,0.5655329823493958,0.3342494964599609,2.3128347396850586,0.2312834560871124,
V1-D,1789,35,0.5604379773139954,0.347314715385437,2.131232261657715,0.2131232470273971,,,,,
V1-D,1799,35,0.4862963557243347,0.2635145783424377,2.22781753540039,0.2227817624807357,,,,,
V1-D,1809,35,0.5720561742782593,0.3568474650382995,2.1520872116088867,0.2152087241411209,,,,,
V1-D,1819,35,0.5585449934005737,0.3200040459632873,2.385408878326416,0.2385409027338028,,,,,
V1-D,1829,35,0.5762147307395935,0.3465018272399902,2.297128677368164,0.2297128736972808,,,,,
V1-D,1836,35,,,,,0.5671595931053162,0.334324300289154,2.328353881835937,0.2328353822231292,
V1-D,1839,36,0.5805796980857849,0.3332087099552154,2.473710060119629,0.2473710179328918,,,,,
V1-D,1849,36,0.6257422566413879,0.3502224087715149,2.7551984786987305,0.275519847869873,,,,,
V1-D,1859,36,0.6214067935943604,0.3738251626491546,2.475816488265991,0.2475816160440445,,,,,
V1-D,1869,36,0.6089493036270142,0.3371735215187073,2.7177579402923584,0.2717757821083069,,,,,
V1-D,1879,36,0.48788782954216,0.3085788488388061,1.7930899858474731,0.1793090105056762,,,,,
V1-D,1887,36,,,,,0.5777440667152405,0.3407829105854034,2.3696117401123047,0.2369611412286758,
V1-D,1889,37,0.4561402797698974,0.2676744759082794,1.8846577405929563,0.1884657740592956,,,,,
V1-D,1899,37,0.5697994828224182,0.3000227212905884,2.6977672576904297,0.2697767317295074,,,,,
V1-D,1909,37,0.5832406878471375,0.3323393762111664,2.5090134143829346,0.2509013414382934,,,,,
V1-D,1919,37,0.6182200908660889,0.3687478303909302,2.494722366333008,0.2494722455739975,,,,,
V1-D,1929,37,0.6189430356025696,0.3367928862571716,2.8215012550354004,0.2821501493453979,,,,,
V1-D,1938,37,,,,,0.5665445923805237,0.336132287979126,2.304123640060425,0.2304123640060424,
V1-D,1939,38,0.5325504541397095,0.3241804838180542,2.083699941635132,0.2083699852228164,,,,,
V1-D,1949,38,0.5112099051475525,0.3091636002063751,2.020463228225708,0.2020463198423385,,,,,
V1-D,1959,38,0.5905698537826538,0.3159159719944,2.7465386390686035,0.2746538817882538,,,,,
V1-D,1969,38,0.4582527279853821,0.2362570464611053,2.219956398010254,0.2219956666231155,,,,,
V1-D,1979,38,0.5521004796028137,0.3635969161987304,1.885035276412964,0.1885035336017608,,,,,
V1-D,1989,38,0.5673807859420776,0.3232118487358093,2.4416890144348145,0.2441689223051071,,,,,
V1-D,1989,38,,,,,0.5639200210571289,0.3340718448162079,2.2984814643859863,0.2298481315374374,
V1-D,1999,39,0.5813841223716736,0.3567152917385101,2.2466883659362797,0.2246688455343246,,,,,
V1-D,1999,39,,,,,,,,,0.3205101788043976
V1-D,2009,39,0.6674687266349792,0.3870338797569275,2.8043484687805176,0.2804348468780517,,,,,
V1-D,2019,39,0.6210561394691467,0.3700542151927948,2.5100185871124268,0.2510018646717071,,,,,
V1-D,2029,39,0.5162277221679688,0.3051692545413971,2.110584259033203,0.2110584378242492,,,,,
V1-D,2039,39,0.5163939595222473,0.3237829804420471,1.926109790802002,0.1926110088825225,,,,,
V1-D,2040,39,,,,,0.5728611350059509,0.3406860530376434,2.321750402450561,0.2321750372648239,
V1-D,2049,40,0.5317837595939636,0.3218728303909302,2.099109172821045,0.2099109143018722,,,,,
V1-D,2059,40,0.6145444512367249,0.3616129755973816,2.5293147563934326,0.2529314756393432,,,,,
V1-D,2069,40,0.5717460513114929,0.3341107368469238,2.3763532638549805,0.2376353144645691,,,,,
V1-D,2079,40,0.4764913916587829,0.2804679274559021,1.960234522819519,0.1960234493017196,,,,,
V1-D,2089,40,0.5498291850090027,0.355859637260437,1.9396952390670776,0.1939695328474044,,,,,
V1-D,2091,40,,,,,0.5607641339302063,0.3343749046325683,2.263892650604248,0.2263892292976379,
V1-D,2099,41,0.5107457637786865,0.3252718150615692,1.8547391891479488,0.1854739189147949,,,,,
V1-D,2109,41,0.5299557447433472,0.3166550099849701,2.133006811141968,0.2133006900548935,,,,,
V1-D,2119,41,0.5283787250518799,0.3146528601646423,2.137258768081665,0.2137258797883987,,,,,
V1-D,2129,41,0.4667642116546631,0.2802687585353851,1.864954233169556,0.1864954382181167,,,,,
V1-D,2139,41,0.5660504102706909,0.3788905739784241,1.8715983629226685,0.187159851193428,,,,,
V1-D,2142,41,,,,,0.5519222617149353,0.3309561312198639,2.2096612453460693,0.2209661304950714,
V1-D,2149,42,0.5805185437202454,0.3714418709278106,2.090766668319702,0.2090766429901123,,,,,
V1-D,2159,42,0.5821376442909241,0.3666942715644836,2.154433488845825,0.2154433727264404,,,,,
V1-D,2169,42,0.5062196850776672,0.2959838509559631,2.102358341217041,0.2102358341217041,,,,,
V1-D,2179,42,0.623996376991272,0.3396325707435608,2.8436379432678223,0.2843638062477112,,,,,
V1-D,2189,42,0.5609710812568665,0.315426230430603,2.455448627471924,0.2455448359251022,,,,,
V1-D,2193,42,,,,,0.5551419258117676,0.3301730155944824,2.2496893405914307,0.2249689698219299,
V1-D,2199,43,0.5751617550849915,0.3475570380687713,2.2760472297668457,0.2276047468185424,,,,,
V1-D,2209,43,0.5846999287605286,0.3675125241279602,2.171874523162842,0.2171874642372131,,,,,
V1-D,2219,43,0.5023292303085327,0.317139208316803,1.8518998622894287,0.1851899772882461,,,,,
V1-D,2229,43,0.5876588821411133,0.369105577468872,2.185533285140991,0.2185533195734024,,,,,
V1-D,2239,43,0.4989469945430755,0.3163984417915344,1.825485587120056,0.1825485825538635,,,,,
V1-D,2244,43,,,,,0.5655251145362854,0.3385641872882843,2.2696096897125244,0.2269609421491623,
V1-D,2249,44,0.5157139301300049,0.3055112063884735,2.10202693939209,0.2102026939392089,,,,,
V1-D,2249,44,,,,,,,,,0.3077109754085541
V1-D,2259,44,0.5320804715156555,0.3232856392860412,2.0879480838775635,0.2087948024272918,,,,,
