branch_id,outcome_kind,seed,decision_ordinal,sampling_step,decision_t_norm,candidate_action,candidate_cfg,formula,num_atoms,geometric_valid,minimum_periodic_distance_angstrom,validity_reason,chgnet_success,chgnet_mag_density,target_mag_density,property_absolute_error,normalized_property_error,oracle_objective,structure_valid,surrogate_property_eval,dft_verified,e_hull,stable,nus,novel,unique,rmsd,pre_relaxation_max_force,relaxation_steps,quality_success,evaluation_valid
816025:400:DOWN:SHORT,SHORT,816025,2.0,400.0,0.5999999642372131,DOWN,1.75,CuFe3Gd3O13,20,True,0.9770886014899028,,True,0.1167678854041317,0.1,0.0167678854041317,0.1676788540413172,0.1676788540413172,True,True,False,0.5228276204316415,False,False,True,True,1.2672926030991756,93.00635528564452,1970.0,True,True
816025:400:KEEP:SHORT,SHORT,816025,2.0,400.0,0.5999999642372131,KEEP,2.0,Cu2Fe3Gd4O11,20,True,1.0378569678198082,,True,0.1418487537028566,0.1,0.0418487537028566,0.4184875370285662,0.4184875370285662,True,True,False,0.5102107212499991,False,False,True,True,1.0649731118363948,426.5457763671875,656.0,True,True
816025:400:UP:SHORT,SHORT,816025,2.0,400.0,0.5999999642372131,UP,2.25,CuFe4GdO14,20,False,0.0677854747684385,minimum_distance_below_0.5A,False,,0.1,,,10.0,False,True,False,,False,False,False,False,,,,False,False
816025:550:DOWN:SHORT,SHORT,816025,3.0,550.0,0.4500000178813934,DOWN,1.75,Cu2Fe6GdMgO10,20,True,1.7069603278565464,,True,0.1039770717740854,0.1,0.0039770717740854,0.0397707177408543,0.0397707177408543,True,True,False,0.2900242190293021,False,False,True,True,0.6718792198161413,4.145811080932617,510.0,True,True
816025:550:KEEP:SHORT,SHORT,816025,3.0,550.0,0.4500000178813934,KEEP,2.0,CuFe6GdO12,20,True,1.397179853335175,,True,0.1099828553466489,0.1,0.0099828553466489,0.0998285534664897,0.0998285534664897,True,True,False,0.663838579839843,False,False,True,True,1.2676229274206006,20.835073471069336,906.0,True,True
816025:550:UP:SHORT,SHORT,816025,3.0,550.0,0.4500000178813934,UP,2.25,CuFe4GdO14,20,True,1.721722060870312,,True,0.1118057069350987,0.1,0.0118057069350987,0.1180570693509874,0.1180570693509874,True,True,False,0.504879332447266,False,False,True,True,1.1824650153001648,4.769607067108154,2171.0,True,True
816025:700:DOWN:SHORT,SHORT,816025,4.0,700.0,0.3000000119209289,DOWN,1.75,CuFe5Gd2MgO11,20,True,1.877932912193975,,True,0.1259504596943468,0.1,0.0259504596943468,0.2595045969434681,0.2595045969434681,True,True,False,0.23887735538084343,False,False,True,True,0.2399195707415336,1.5851144790649414,330.0,True,True
816025:700:KEEP:SHORT,SHORT,816025,4.0,700.0,0.3000000119209289,KEEP,2.0,CuFe5Gd2MgO11,20,True,1.88314081081754,,True,0.1257513815755889,0.1,0.0257513815755889,0.2575138157558895,0.2575138157558895,True,True,False,0.23889414004881182,False,False,True,True,0.24274967634550254,1.6489956378936768,308.0,True,True
816025:700:UP:SHORT,SHORT,816025,4.0,700.0,0.3000000119209289,UP,2.25,CuFe5Gd2MnO11,20,True,1.887401284956124,,True,0.1413690263179521,0.1,0.0413690263179521,0.4136902631795214,0.4136902631795214,True,True,False,0.23620057477342016,False,False,True,True,0.2529196066970258,1.73193097114563,374.0,True,True
816025:800:DOWN:SHORT,SHORT,816025,5.0,800.0,0.2000000029802322,DOWN,1.75,CuFe4Gd3MnO11,20,True,1.85615767476357,,True,0.1475385377887735,0.1,0.0475385377887734,0.4753853778877348,0.4753853778877348,True,True,False,0.2256822131933518,False,False,True,True,0.0783434420739704,1.065558671951294,137.0,True,True
816025:800:KEEP:SHORT,SHORT,816025,5.0,800.0,0.2000000029802322,KEEP,2.0,CuFe4Gd3MnO11,20,True,1.8562977059620769,,True,0.1476774744644191,0.1,0.047677474464419,0.4767747446441908,0.4767747446441908,True,True,False,0.22563185918944662,False,False,True,True,0.0779928270288073,1.0692706108093262,113.0,True,True
816025:800:UP:SHORT,SHORT,816025,5.0,800.0,0.2000000029802322,UP,2.25,CuFe4Gd3MnO11,20,True,1.8535285086950135,,True,0.1478299017943486,0.1,0.0478299017943486,0.4782990179434862,0.4782990179434862,True,True,False,0.22560973394530492,False,False,True,True,0.078125590389626,1.09893536567688,113.0,True,True
816025:900:DOWN:SHORT,SHORT,816025,6.0,900.0,0.1000000014901161,DOWN,1.75,CuFe4Gd3MnO11,20,True,1.843863558117141,,True,0.1476898756259758,0.1,0.0476898756259758,0.4768987562597587,0.4768987562597587,True,True,False,0.22515044439452403,False,False,True,False,0.07053529709351729,0.6506679058074951,119.0,True,True
816025:900:KEEP:SHORT,SHORT,816025,6.0,900.0,0.1000000014901161,KEEP,2.0,CuFe4Gd3MnO11,20,True,1.8422924330342847,,True,0.1478069315649245,0.1,0.0478069315649245,0.4780693156492455,0.4780693156492455,True,True,False,0.2250718616308518,False,False,True,False,0.07396529310003878,0.6518561840057373,123.0,True,True
816025:900:UP:SHORT,SHORT,816025,6.0,900.0,0.1000000014901161,UP,2.25,CuFe4Gd3MnO11,20,True,1.8407843633624128,,True,0.1479229182803207,0.1,0.0479229182803206,0.4792291828032069,0.4792291828032069,True,True,False,0.22507262457030563,False,False,True,False,0.07437398045682786,0.6527988314628601,123.0,True,True
