seed,G0_formula,G0_num_atoms,G0_maxF_ev_per_a,G0_atomic_force_mean_ev_per_a,G0_rmsd_a,G0_e_hull_ev_per_atom,G0_stable,G0_nus,G0_novel,G0_unique,G0_mag_density_a3,G0_mag_absolute_error_a3,G0_mag_hit,G0_valid,G0_minimum_periodic_distance_a,G0_generation_seconds,G0_end_to_end_generation_seconds,G0_mattergen_score_calls,G0_guidance_calls,G0_guidance_accepted,G0_guidance_fallbacks,G0_guidance_seconds,G0_relaxation_steps,G0_surrogate_property_eval,G0_dft_verified,G0_actual_mattersim_calls,G0_failed_mattersim_calls,G0_peak_allocated_bytes,G0_initial_mattersim_calls,G0_candidate_mattersim_calls,G0_retry_mattersim_calls,G0_failed_candidate_calls,G1_formula,G1_num_atoms,G1_maxF_ev_per_a,G1_atomic_force_mean_ev_per_a,G1_rmsd_a,G1_e_hull_ev_per_atom,G1_stable,G1_nus,G1_novel,G1_unique,G1_mag_density_a3,G1_mag_absolute_error_a3,G1_mag_hit,G1_valid,G1_minimum_periodic_distance_a,G1_generation_seconds,G1_end_to_end_generation_seconds,G1_mattergen_score_calls,G1_guidance_calls,G1_guidance_accepted,G1_guidance_fallbacks,G1_guidance_seconds,G1_relaxation_steps,G1_surrogate_property_eval,G1_dft_verified,G1_actual_mattersim_calls,G1_failed_mattersim_calls,G1_peak_allocated_bytes,G1_initial_mattersim_calls,G1_candidate_mattersim_calls,G1_retry_mattersim_calls,G1_failed_candidate_calls,G2_formula,G2_num_atoms,G2_maxF_ev_per_a,G2_atomic_force_mean_ev_per_a,G2_rmsd_a,G2_e_hull_ev_per_atom,G2_stable,G2_nus,G2_novel,G2_unique,G2_mag_density_a3,G2_mag_absolute_error_a3,G2_mag_hit,G2_valid,G2_minimum_periodic_distance_a,G2_generation_seconds,G2_end_to_end_generation_seconds,G2_mattergen_score_calls,G2_guidance_calls,G2_guidance_accepted,G2_guidance_fallbacks,G2_guidance_seconds,G2_relaxation_steps,G2_surrogate_property_eval,G2_dft_verified,G2_actual_mattersim_calls,G2_failed_mattersim_calls,G2_peak_allocated_bytes,G2_initial_mattersim_calls,G2_candidate_mattersim_calls,G2_retry_mattersim_calls,G2_failed_candidate_calls,G3_formula,G3_num_atoms,G3_maxF_ev_per_a,G3_atomic_force_mean_ev_per_a,G3_rmsd_a,G3_e_hull_ev_per_atom,G3_stable,G3_nus,G3_novel,G3_unique,G3_mag_density_a3,G3_mag_absolute_error_a3,G3_mag_hit,G3_valid,G3_minimum_periodic_distance_a,G3_generation_seconds,G3_end_to_end_generation_seconds,G3_mattergen_score_calls,G3_guidance_calls,G3_guidance_accepted,G3_guidance_fallbacks,G3_guidance_seconds,G3_relaxation_steps,G3_surrogate_property_eval,G3_dft_verified,G3_actual_mattersim_calls,G3_failed_mattersim_calls,G3_peak_allocated_bytes,G3_initial_mattersim_calls,G3_candidate_mattersim_calls,G3_retry_mattersim_calls,G3_failed_candidate_calls,G4_formula,G4_num_atoms,G4_maxF_ev_per_a,G4_atomic_force_mean_ev_per_a,G4_rmsd_a,G4_e_hull_ev_per_atom,G4_stable,G4_nus,G4_novel,G4_unique,G4_mag_density_a3,G4_mag_absolute_error_a3,G4_mag_hit,G4_valid,G4_minimum_periodic_distance_a,G4_generation_seconds,G4_end_to_end_generation_seconds,G4_mattergen_score_calls,G4_guidance_calls,G4_guidance_accepted,G4_guidance_fallbacks,G4_guidance_seconds,G4_relaxation_steps,G4_surrogate_property_eval,G4_dft_verified,G4_actual_mattersim_calls,G4_failed_mattersim_calls,G4_peak_allocated_bytes,G4_initial_mattersim_calls,G4_candidate_mattersim_calls,G4_retry_mattersim_calls,G4_failed_candidate_calls
741010,Co2Fe6,8,0.14491902470357818,0.06890733783837785,0.007612860876152281,0.02778172906738341,True,False,False,False,0.2012828211262631,0.0012828211262631006,True,True,2.4555265340709576,84.13967945298646,84.13967945298646,2000,0,0,0,0.0,27,True,False,0,0,288512512,0,0,0,0,Co2Fe6,8,0.08820307984833353,0.043660772244409105,0.0033864095147822094,0.027796034182129503,True,False,False,False,0.20124767996638074,0.001247679966380727,True,True,2.4536311556746666,84.68480944202747,84.9984467830509,2000,20,20,0,0.9153044749982655,23,True,False,20,0,374007808,20,0,0,0,Co2Fe6,8,0.13062202228795688,0.0624987041955666,0.005050127836448154,0.02779412683349669,True,False,False,False,0.20125690898486556,0.0012569089848655512,True,True,2.4518548184983513,84.70816328201909,84.85328410303919,2000,20,20,0,0.6851309586782008,26,True,False,20,0,410410496,20,0,0,0,Co2Fe6,8,0.15437568274877328,0.08406441998565702,0.0068307452656364565,0.02778935846191466,True,False,False,False,0.20130956777581563,0.0013095677758156177,True,True,2.4611435635468117,85.04127280699322,85.19204730301863,2000,20,20,0,0.6765534781152382,27,True,False,20,0,446813184,20,0,0,0,Co2Fe6,8,0.19988878642737964,0.09558955618222463,0.011260833574670712,0.027776007021484972,True,False,False,False,0.20130108396409058,0.0013010839640905658,True,True,2.4620048414623614,84.67236038803821,84.81672633904964,2000,20,20,0,0.6751656389678828,28,True,False,20,0,483215872,20,0,0,0
741011,Gd6,6,0.003871759013226417,0.0028601166926770054,0.0,0.016039486500650568,True,False,False,True,0.21058195276014283,0.010581952760142815,False,True,3.6092007691541435,82.624864212994,82.624864212994,2000,0,0,0,0.0,2,True,False,0,0,274250752,0,0,0,0,Gd6,6,0.003451629312860812,0.0025602725660189064,0.0,0.016038214934896544,True,False,False,True,0.2105828262839447,0.01058282628394469,False,True,3.6094997086706395,83.03826828300953,83.29826246201992,2000,20,20,0,0.8805881799780764,2,True,False,20,0,331068928,20,0,0,0,Gd6,6,0.004150550144583246,0.0030158669685754723,0.0,0.016039486500650568,True,False,False,True,0.21058043521521738,0.01058043521521737,False,True,3.6090044405328143,82.80168420798145,82.93823305796832,2000,20,20,0,0.6725349369226024,2,True,False,20,0,380610560,20,0,0,0,Gd6,6,0.004122005957880216,0.002993553561066332,0.0,0.016039486500650568,True,False,False,True,0.21058582035853649,0.010585820358536474,False,True,3.609115145867908,82.93931032798719,83.06737058697036,2000,20,20,0,0.6599380138795823,2,True,False,20,0,417013248,20,0,0,0,Gd6,6,0.0042918959268136965,0.003159767889092306,0.0,0.016039486500650568,True,False,False,True,0.21058414558583766,0.010584145585837645,False,True,3.6088867057504426,82.6520456050057,82.77987980202306,2000,20,20,0,0.6691906350315548,2,True,False,20,0,453415936,20,0,0,0
741012,Co6Fe6,12,0.1415772835628728,0.07634105175879699,0.021519592268791448,0.2454845847509768,False,False,True,True,0.18318217328998526,0.01681782671001475,False,True,2.397121621847232,86.16940340498695,86.16940340498695,2000,0,0,0,0.0,27,True,False,0,0,314632192,0,0,0,0,Co6Fe6,12,0.11609094961199688,0.05462901522301227,0.0222681134708484,0.24545215982421897,False,False,True,True,0.18318906284333414,0.016810937156665873,False,True,2.3963618186616964,84.80747324298136,85.13495339796646,2000,20,20,0,0.9225519971805625,36,True,False,20,0,407688192,20,0,0,0,Co6Fe6,12,0.1765155025663845,0.08505421105692894,0.022194936211355258,0.24549094257975312,False,False,True,True,0.18316001080418837,0.016839989195811644,False,True,2.399414404902978,84.54925714700948,84.68778765399475,2000,20,20,0,0.7151790970820002,27,True,False,20,0,444090880,20,0,0,0,Co6Fe6,12,0.13475645030450156,0.0733225612641971,0.021303910939150513,0.24547695535644554,False,False,True,True,0.1831841551943016,0.01681584480569842,False,True,2.3972890189225393,84.77638587902766,84.9204611669993,2000,20,20,0,0.7006745007820427,28,True,False,20,0,480493568,20,0,0,0,Co6Fe6,12,0.18176256722149392,0.09879990970972653,0.02597783644261213,0.24549348571126295,False,False,True,True,0.18317037689652713,0.016829623103472885,False,True,2.3982296962013523,84.78014418797102,85.07986897497904,2000,20,20,0,0.7078199499519542,28,True,False,20,0,516896256,20,0,0,0
741013,Fe16,16,0.09205664779927955,0.05291967517124696,0.0,-0.007830657675780728,True,False,False,True,0.21088946578127932,0.010889465781279306,False,True,2.428935204376317,85.47841155802598,85.47841155802598,2000,0,0,0,0.0,32,True,False,0,0,352374784,0,0,0,0,Fe16,16,0.024622453120525988,0.011981988937170434,0.0,-0.007858314230956509,True,False,False,True,0.21094534014514718,0.01094534014514717,False,True,2.4382807277918164,86.26671768998494,86.80804533697665,2000,20,20,0,1.3304978380911052,20,True,False,20,0,459658752,20,0,0,0,Fe16,16,0.11419968069486577,0.06022974721761182,0.0,-0.007828750327147915,True,False,False,True,0.2108776660135495,0.010877666013549475,False,True,2.428508790921243,85.15742974705063,85.5468404670246,2000,20,20,0,0.7190759759396315,33,True,False,20,0,495868928,20,0,0,0,Fe16,16,0.10272077284804423,0.05628880696623578,0.0,-0.007828750327147915,True,False,False,True,0.21087322675055806,0.010873226750558046,False,True,2.4288988288975464,84.8320983669837,84.95878511702176,2000,20,20,0,0.7033694110577926,33,True,False,20,0,532829696,20,0,0,0,Fe16,16,0.17213480296086262,0.08917472586342425,0.0,-0.007828750327147915,True,False,False,True,0.2108416727392983,0.010841672739298286,False,True,2.4203963014929437,85.49315986497095,85.62125755095622,2000,20,20,0,0.827725398063194,35,True,False,20,0,569342464,20,0,0,0
741014,Co3Fe12,15,0.10758831447264752,0.058707406964743296,0.004515565929208612,0.02092892948619962,True,False,False,True,0.20300437465099158,0.0030043746509915703,True,True,2.4592883877859397,93.84763610101072,93.84763610101072,2000,0,0,0,0.0,25,True,False,0,0,338539520,0,0,0,0,Co3Fe12,15,0.060798536102227,0.031079292017097082,0.002296909491966203,0.020934524375521235,True,False,False,True,0.20305184642968999,0.003051846429689975,True,True,2.4582404211166953,93.12072747503407,93.37515284499386,2000,20,20,0,0.9823103520902805,27,True,False,20,0,438349312,20,0,0,0,Co3Fe12,15,0.13453473826059129,0.058013582199797444,0.0061416953124231195,0.020900955039584446,True,False,False,True,0.20300715110962708,0.003007151109627071,True,True,2.459022930728585,92.61648922698805,92.74834902101429,2000,20,20,0,0.7693859158898704,27,True,False,20,0,474752000,20,0,0,0,Co3Fe12,15,0.1265016670572313,0.07541003278282428,0.007448696101393289,0.02090807580781373,True,False,False,True,0.20298424654315775,0.002984246543157737,True,True,2.456803611685294,92.77105089800898,92.90502759296214,2000,20,20,0,0.7584536790964194,27,True,False,20,0,511154688,20,0,0,0,Co3Fe12,15,0.1586748763882944,0.0896186531275176,0.010257190749478314,0.02090349817109427,True,False,False,True,0.20294565545514143,0.002945655455141416,True,True,2.460385358352689,92.7698771879659,92.89979852095712,2000,20,20,0,0.7623953910078853,28,True,False,20,0,547557376,20,0,0,0
741015,FeGd7N3O,12,0.22709106074903654,0.10897796007033002,0.020033040899654637,-0.05010044798936519,True,True,True,True,0.2243956995527339,0.02439569955273388,False,True,2.3832482266144686,168.0317694839905,168.0317694839905,2000,0,0,0,0.0,30,True,False,0,0,316529152,0,0,0,0,FeGd7N3O,12,0.19750545857527155,0.09575174302073129,0.017438177685277664,-0.05011570677842769,True,True,True,True,0.22434169766517842,0.024341697665178408,False,True,2.380715788405946,166.4292846819735,166.69080556195695,2000,20,20,0,1.1581217001075856,30,True,False,20,0,384251904,20,0,0,0,FeGd7N3O,12,0.26417791735691004,0.10566790570627815,0.019142988971396397,-0.05010807738389644,True,True,True,True,0.22438945496132856,0.02438945496132855,False,True,2.3789455821485928,95.58238718897337,95.73202887596563,2000,20,20,0,0.8162409549113363,30,True,False,20,0,422888960,20,0,0,0,FeGd7N3O,12,0.269921907645539,0.11400769562474261,0.020547379561674455,-0.05009917642360939,True,True,True,True,0.22442495194736709,0.024424951947367074,False,True,2.3772283661378917,95.99391179805389,96.1503503570566,2000,20,20,0,0.8186559580499306,30,True,False,20,0,459291648,20,0,0,0,FeGd7N3O,12,0.27613218804854534,0.12593083017472323,0.026250294854711354,-0.050162754711370994,True,True,True,True,0.2244554669554417,0.02445546695544168,False,True,2.3863091091764335,96.53627460001735,96.69606273097452,2000,20,20,0,0.7858833291102201,51,True,False,20,0,495694336,20,0,0,0
741016,Gd8O2,10,0.15274729014890118,0.07435062336610496,0.006513335585648392,0.08338218457161517,True,True,True,True,0.21797437177931273,0.017974371779312714,False,True,2.4744216684067113,87.25539570499677,87.25539570499677,2000,0,0,0,0.0,30,True,False,0,0,301516800,0,0,0,0,Gd8O2,10,0.11511578221380898,0.05752308737425562,0.004076348689919439,0.08335166699349017,True,True,True,True,0.21789449824704338,0.017894498247043367,False,True,2.4699217077095024,87.63787646300625,87.87189061497338,2000,20,20,0,0.9251888941507787,11,True,False,20,0,368295424,20,0,0,0,Gd8O2,10,0.14433182014192783,0.07160472485080263,0.006767114898953926,0.08336539990364678,True,True,True,True,0.2179616043242374,0.01796160432423738,False,True,2.4724887835889215,87.89508403697982,88.04500907799229,2000,20,20,0,0.7150544190662913,30,True,False,20,0,407876608,20,0,0,0,Gd8O2,10,0.1703259400522205,0.08094394664935739,0.007657712627065655,0.08337455517708392,True,True,True,True,0.21797862845610572,0.017978628456105705,False,True,2.47255125591959,86.90761566499714,87.09063010604586,2000,20,20,0,0.7060188509640284,32,True,False,20,0,444279296,20,0,0,0,Gd8O2,10,0.1893443683864804,0.09311434664472729,0.010975660061256226,0.08338676220833463,True,True,True,True,0.2181084893353006,0.018108489335300598,False,True,2.478488350817405,87.28272513096454,87.43769531592261,2000,20,20,0,0.7134534848155454,33,True,False,20,0,480681984,20,0,0,0
741017,Fe4Mn4O9,17,0.557734684190014,0.2352992706348406,0.10409009945995822,0.14879522551547097,False,False,True,True,0.1776505874886191,0.022349412511380923,False,True,1.979475909242524,84.75628257298376,84.75628257298376,2000,0,0,0,0.0,173,True,False,0,0,352730112,0,0,0,0,Fe4Mn4O9,17,0.45701901748702284,0.1840805082750211,0.0998306203559549,0.14879881581877896,False,False,True,True,0.17796297676721967,0.02203702323278034,False,True,1.9726759277009527,84.97315912198974,85.21543547598412,2000,20,20,0,1.3419469880172983,167,True,False,20,0,434651648,20,0,0,0,Fe4Mn4O9,17,0.58565796092848,0.2438204194656763,0.10545076687153676,0.14877458127144472,False,False,True,True,0.17755150596274694,0.022448494037253075,False,True,1.9850596190785617,84.49312311800895,84.62048231402878,2000,20,20,0,0.7168309519765899,152,True,False,20,0,471054336,20,0,0,0,Fe4Mn4O9,17,0.5505295586181681,0.2385671487287946,0.10876195735395629,0.14864533035232697,False,False,True,True,0.17764188786937754,0.02235811213062247,False,True,1.9787617601885288,84.77655304700602,84.90185934101464,2000,20,20,0,0.716558666084893,170,True,False,20,0,507457024,20,0,0,0,Fe4Mn4O9,17,0.6705664528425127,0.2899968382124174,0.1104684498671787,0.14869424823491073,False,False,True,True,0.1774197683406346,0.022580231659365402,False,True,1.9836707287376354,85.00713994499529,85.13680414797273,2000,20,20,0,0.7103300379822031,164,True,False,20,0,543848448,20,0,0,0
741018,Co3Fe6,9,0.1482939652490424,0.0617792618864894,0.004741482102025102,0.05538181931206587,True,False,False,False,0.19917178622099083,0.0008282137790091848,True,True,2.453156447553898,86.52344237000216,86.52344237000216,2000,0,0,0,0.0,26,True,False,0,0,295797248,0,0,0,0,Co3Fe6,9,0.08936384739216022,0.03507629761446916,0.001766225302193829,0.05538860099609444,True,False,False,False,0.1990530727909896,0.0009469272090104064,True,True,2.455465733191407,87.72675289300969,88.0260109140072,2000,20,20,0,1.0185537282959558,34,True,False,20,0,383227392,20,0,0,0,Co3Fe6,9,0.1403385731475666,0.06317869019262035,0.00476346480288093,0.05538181931206587,True,False,False,False,0.19916052973077142,0.0008394702692285927,True,True,2.4516938091415508,93.3137505830382,93.46274835203076,2000,20,20,0,0.7496621661121026,26,True,False,20,0,419653120,20,0,0,0,Co3Fe6,9,0.16589715262031535,0.06330237535503509,0.004944729923810328,0.055384362443575696,True,False,False,False,0.19917245363007252,0.0008275463699274899,True,True,2.452384355035817,88.5564720859984,88.84079280402511,2000,20,20,0,0.8883309020311572,26,True,False,20,0,456055808,20,0,0,0,Co3Fe6,9,0.21361396921181303,0.08829864657332645,0.009520232256124396,0.05536656052300337,True,False,False,False,0.19929012078572275,0.0007098792142772592,True,True,2.4440382882535014,267.97418376995483,268.1175168969785,2000,20,20,0,1.6713874720153399,29,True,False,20,0,492458496,20,0,0,0
741019,FeGd3,4,0.16469653915842009,0.08291997736951685,0.058244468244802755,0.11248102691894601,False,False,True,True,0.21001881291978386,0.010018812919783848,False,True,2.856703904373216,376.66885249497136,376.66885249497136,2000,0,0,0,0.0,22,True,False,0,0,259140096,0,0,0,0,FeGd3,4,0.1531373411056275,0.07793248056355784,0.032237125365596545,0.11357584503418039,False,False,True,True,0.2102132146264826,0.010213214626482586,False,True,2.843949586300838,337.24683822196675,338.5322254309431,2000,20,20,0,0.9340917660156265,18,True,False,20,0,325588992,20,0,0,0,FeGd3,4,0.17293058193584643,0.08704766671640875,0.059698589461145236,0.11249151733642648,False,False,True,True,0.20991218951683605,0.009912189516836034,True,True,2.8572742972789262,88.23850392003078,88.3667638010229,2000,20,20,0,1.0656518580508418,22,True,False,20,0,365499904,20,0,0,0,FeGd3,4,0.1670895441954119,0.08466422059744164,0.039485682777159914,0.11335268524414133,False,False,True,True,0.21001538461720978,0.010015384617209772,False,True,2.8555316505060495,85.78826549299993,85.92041039001197,2000,20,20,0,0.6994431389612146,19,True,False,20,0,401902592,20,0,0,0,FeGd3,4,0.16825697072456552,0.08490020370684771,0.05932580535093772,0.11249056366211008,False,False,True,True,0.20991419991328475,0.009914199913284738,True,True,2.8590396421424744,85.41812022100203,85.55087086901767,2000,20,20,0,0.7023496319889091,22,True,False,20,0,438305280,20,0,0,0
741020,CoFe17,18,0.09454338360969582,0.05228325644164136,0.002211988275890354,-0.002185967990451232,True,True,True,True,0.20902730356830304,0.00902730356830303,True,True,2.4510202298487354,85.20731914695352,85.20731914695352,2000,0,0,0,0.0,31,True,False,0,0,359650304,0,0,0,0,CoFe17,18,0.0244029629155908,0.013070253240123356,0.0024837818949687168,-0.00221479014756909,True,True,True,True,0.2090208808276155,0.009020880827615485,True,True,2.450662763614774,85.5971780429827,85.83914120000554,2000,20,20,0,0.9539666390046477,19,True,False,20,0,471727616,20,0,0,0,CoFe17,18,0.12994684985997199,0.05323004487517607,0.003637570405916229,-0.0022037699110235565,True,True,True,True,0.20902973597714744,0.00902973597714743,True,True,2.4524072183285863,86.01164561702171,86.20048187102657,2000,20,20,0,0.87025859602727,35,True,False,20,0,508130304,20,0,0,0,CoFe17,18,0.10737695023964035,0.05717677631392669,0.002946836770653851,-0.002192749674479799,True,True,True,True,0.20902609471094002,0.009026094710940014,True,True,2.4490953039711587,85.78484619804658,85.91147745307535,2000,20,20,0,0.714781206974294,33,True,False,20,0,544532992,20,0,0,0,CoFe17,18,0.1741555950446709,0.09726605916782077,0.0061875471189851185,-0.0021910542534726574,True,True,True,True,0.20901889081454353,0.009018890814543518,True,True,2.4457849569504564,85.40080663003027,85.5304834790295,2000,20,20,0,0.7068969180691056,35,True,False,20,0,580935680,20,0,0,0
741021,Co2Fe5,7,0.12679626956990928,0.048343041563758925,0.007934793414315128,0.03760344510602742,True,False,False,True,0.19945266252592636,0.0005473374740736503,True,True,2.4528250834433947,83.89161297195824,83.89161297195824,2000,0,0,0,0.0,6,True,False,0,0,282551808,0,0,0,0,Co2Fe5,7,0.07415157515713339,0.025489117668830195,0.005463073951072016,0.03759036614397537,True,False,False,True,0.19935705901446246,0.000642940985537549,True,True,2.4506749327135378,84.41188284294913,84.66633466194617,2000,20,20,0,0.9038635588949546,7,True,False,20,0,364777472,20,0,0,0,Co2Fe5,7,0.1757199321894184,0.06630212655453592,0.010736361472977136,0.03761434424107257,True,False,False,True,0.199513491479819,0.000486508520181006,True,True,2.452937198450826,84.27728695602855,84.40834160504164,2000,20,20,0,0.692512785026338,7,True,False,20,0,401180160,20,0,0,0,Co2Fe5,7,0.1141289564230441,0.05397018902038764,0.0077754314816566245,0.03759799553850662,True,False,False,True,0.19940370024884754,0.0005962997511524681,True,True,2.454068475761791,84.40230277302908,84.53284262900706,2000,20,20,0,0.6824433121364564,6,True,False,20,0,437582848,20,0,0,0,Co2Fe5,7,0.17541861937043657,0.07355766443427238,0.011069625684062279,0.03761870389508992,True,False,False,True,0.1995374386843498,0.00046256131565020064,True,True,2.453501503761859,83.94937701598974,84.07974986598128,2000,20,20,0,0.678536095074378,7,True,False,20,0,473985536,20,0,0,0
741022,Gd4,4,0.006062453263176551,0.004418983103160417,0.0,0.070091203623047,True,False,False,True,0.2219270276346871,0.021927027634687096,False,True,3.422894871075496,83.6242252549855,83.6242252549855,2000,0,0,0,0.0,10,True,False,0,0,258937856,0,0,0,0,Gd4,4,0.005581914471299251,0.004076067974576733,0.0,0.07008929627441418,True,False,False,True,0.22188695490733515,0.021886954907335138,False,True,3.423611590458987,84.11518064205302,84.51118294207845,2000,20,20,0,1.3041078250389546,10,True,False,20,0,326591488,20,0,0,0,Gd4,4,0.005810593166846221,0.004285053643185622,0.0,0.07008929627441418,True,False,False,True,0.22192021383687544,0.021920213836875424,False,True,3.423709560428383,83.62355836998904,83.77213593397755,2000,20,20,0,0.6942620589397848,10,True,False,20,0,365297664,20,0,0,0,Gd4,4,0.00637925827175856,0.004691472554146712,0.0,0.0700931109716798,True,False,False,True,0.2219471613923699,0.02194716139236988,False,True,3.422415437264345,83.75911150302272,83.90952475904487,2000,20,20,0,0.6697167260572314,10,True,False,20,0,401700352,20,0,0,0,Gd4,4,0.006521993347765697,0.004747115390441799,0.0,0.0700931109716798,True,False,False,True,0.22195012634511965,0.02195012634511964,False,True,3.422451264889613,83.19224792497698,83.33776959095849,2000,20,20,0,0.6696334430598654,10,True,False,20,0,438103040,20,0,0,0
741023,CoGd4,5,0.009854513480963938,0.007259771790045444,0.0013947711230706472,0.06262158028884457,True,True,True,True,0.18199608345000728,0.018003916549992727,False,True,2.6782790708961786,85.81510527798673,85.81510527798673,2000,0,0,0,0.0,9,True,False,0,0,265826304,0,0,0,0,CoGd4,5,0.00593589582000055,0.004731432268854022,0.0012026785772719986,0.06262081734939251,True,True,True,True,0.1820189772308342,0.0179810227691658,False,True,2.6789095927139606,86.43783402797999,86.69606820301851,2000,20,20,0,0.9380808380665258,9,True,False,20,0,332476416,20,0,0,0,CoGd4,5,0.00657399504773163,0.005805556289375867,0.001856727303680138,0.06262081734939251,True,True,True,True,0.18199608351086077,0.018003916489139238,False,True,2.6786563941922696,86.59205260197632,86.77285775798373,2000,20,20,0,0.716409730783198,9,True,False,20,0,372186112,20,0,0,0,CoGd4,5,0.011369901648844638,0.008502431684232582,0.0014243092322039066,0.0626223432282984,True,True,True,True,0.1819973394507854,0.018002660549214622,False,True,2.6782123567153664,86.36691575299483,86.5244007629808,2000,20,20,0,0.7191520060878247,9,True,False,20,0,408588800,20,0,0,0,CoGd4,5,0.014230998433830987,0.009881020845938745,0.0021249979712302204,0.06262310616775224,True,True,True,True,0.18199703931056735,0.018002960689432662,False,True,2.677496637404349,86.03921953804092,86.23368673207005,2000,20,20,0,0.6993076590588316,9,True,False,20,0,444991488,20,0,0,0
741024,Co5Fe3,8,0.07964783122017698,0.0516165310177702,0.0022676925695336754,0.068102639205323,True,False,False,True,0.18674323636880877,0.013256763631191243,False,True,2.418023346326167,83.51404354703845,83.51404354703845,2000,0,0,0,0.0,22,True,False,0,0,287115264,0,0,0,0,Co5Fe3,8,0.03987976754418084,0.01939581238705379,0.0007049676535164877,0.06806973744140699,True,False,False,True,0.18661147750240742,0.013388522497592592,False,True,2.418881367666104,84.1198828429915,84.36774167098338,2000,20,20,0,1.3442926739226095,15,True,False,20,0,377393664,20,0,0,0,Co5Fe3,8,0.09327388663687816,0.049888544863881536,0.0023025796851029205,0.06810502339111402,True,False,False,True,0.1866510192790989,0.013348980720901099,False,True,2.4163992083888535,83.84110870503355,83.98842094000429,2000,20,20,0,0.7023112670867704,22,True,False,20,0,413796352,20,0,0,0,Co5Fe3,8,0.09937472557355868,0.06113110886335413,0.003016499447526039,0.068102639205323,True,False,False,True,0.18678380723280033,0.01321619276719968,False,True,2.415416228920206,84.20045441295952,84.36015070794383,2000,20,20,0,0.6957651489065029,23,True,False,20,0,450199040,20,0,0,0,Co5Fe3,8,0.12843348141660374,0.0910006547617501,0.00579721649799703,0.06810740757690503,True,False,False,True,0.18686161446901936,0.01313838553098065,False,True,2.413221881091143,83.33484305499587,83.49342788395006,2000,20,20,0,0.6894570668810047,26,True,False,20,0,486601728,20,0,0,0
741025,CoFe15,16,0.03368256676540106,0.022241103476615932,0.0012613619465679934,-0.0012906005908206453,True,False,False,True,0.20904513749782502,0.009045137497825012,True,True,2.4653063118378635,87.0015948379878,87.0015948379878,2000,0,0,0,0.0,20,True,False,0,0,345857024,0,0,0,0,CoFe15,16,0.01081078452707758,0.005827175992341527,0.0008001708895393678,-0.0012991836596683015,True,False,False,True,0.20905568200097513,0.009055682000975118,True,True,2.463960065603526,86.08100257703336,86.4576091140043,2000,20,20,0,1.0659781290451065,20,True,False,20,0,447345664,20,0,0,0,CoFe15,16,0.048770953331418496,0.027959802387348204,0.002231148379144589,-0.0012810638476565828,True,False,False,True,0.2090416168821215,0.00904161688212149,True,True,2.464749350200999,84.5192534539965,84.66541940596653,2000,20,20,0,0.9771863652276807,20,True,False,20,0,483748352,20,0,0,0,CoFe15,16,0.04598651997504704,0.029261671160051787,0.0022781107636881868,-0.0012801101733401765,True,False,False,True,0.20904348126734754,0.009043481267347525,True,True,2.4629848736031117,84.32060408603866,84.46429766103392,2000,20,20,0,0.6958572111325338,20,True,False,20,0,520151040,20,0,0,0,CoFe15,16,0.06298642034443455,0.0393325767223004,0.001982881630589011,-0.0012648513842776765,True,False,False,True,0.20903126847512674,0.009031268475126725,True,True,2.4661612466611325,83.905577224039,84.05496113700792,2000,20,20,0,0.690502870711498,20,True,False,20,0,556553728,20,0,0,0
741026,Co3Fe9,12,0.10443608742387903,0.03475035912885111,0.0021888927469917497,0.026474559471029835,True,False,False,False,0.2007879180315907,0.0007879180315907008,True,True,2.4537155546614575,84.75294690101873,84.75294690101873,2000,0,0,0,0.0,35,True,False,0,0,319658496,0,0,0,0,Co3Fe9,12,0.04196070829427335,0.0152765747488669,0.0007663272931568977,0.026459936464844347,True,False,False,False,0.20075627000278415,0.0007562700027841374,True,True,2.4535874741110204,84.34008932299912,84.73025693400996,2000,20,20,0,0.9029746779706329,13,True,False,20,0,410850816,20,0,0,0,Co3Fe9,12,0.08869225117867907,0.03375171556907457,0.002032610640707866,0.026473923688151046,True,False,False,False,0.2007823296213648,0.0007823296213647912,True,True,2.453446407439662,83.96984912600601,84.11267716099974,2000,20,20,0,0.8896295839222148,35,True,False,20,0,447253504,20,0,0,0,Co3Fe9,12,0.11779235520514988,0.04682539895910035,0.0027210747780537347,0.02646820164225261,True,False,False,False,0.20076134609301063,0.0007613460930106231,True,True,2.4535347712291027,83.2453216619906,83.40062567801215,2000,20,20,0,0.6824724670150317,36,True,False,20,0,483656192,20,0,0,0,Co3Fe9,12,0.1669329081575158,0.05780596834973789,0.0055923412463345125,0.026456757550455734,True,False,False,False,0.2008122174505186,0.0008122174505185986,True,True,2.449300978561579,82.9993821529788,83.15082235896261,2000,20,20,0,0.6851972821168602,27,True,False,20,0,520058880,20,0,0,0
