method,n,maxF_mean_ev_per_a,maxF_median_ev_per_a,maxF_p95_ev_per_a,atomic_force_mean_ev_per_a,rmsd_mean_a,e_hull_mean_ev_per_atom,stable_fraction,nus_fraction,novel_fraction,unique_fraction,mag_mae_a3,mag_hit_fraction,validity_fraction,minimum_distance_min_a,relaxation_steps_mean,surrogate_property_eval,dft_verified,maxF_p75_ev_per_a,maxF_p90_ev_per_a,maxF_max_ev_per_a,high_maxF_gt_0_2_fraction,generation_seconds_mean,end_to_end_seconds_mean,mattergen_score_calls_mean,actual_mattersim_calls_mean,actual_mattersim_calls_total,failed_mattersim_calls_total,peak_allocated_gib_max,fallback_total
G0,32,0.14169022843555268,0.1171922920212784,0.376479098063522,0.06971992618180617,0.012329103149080443,0.05973664581101834,0.78125,0.1875,0.40625,0.78125,0.010471202583487726,0.53125,1.0,1.6496532045502583,27.5625,True,False,0.1845592598282243,0.2617039774106392,0.557734684190014,0.25,100.41072964905834,100.41072964905834,2000.0,0.0,0,0,0.3518948554992676,0
G1,32,0.09850048281560217,0.0651836303148014,0.3049400965555455,0.04584961758015821,0.009729724670208429,0.05976508544226278,0.78125,0.1875,0.40625,0.78125,0.010501852165496657,0.53125,1.0,1.648644198808287,24.125,True,False,0.14885265068893344,0.23071966869890229,0.45701901748702284,0.125,101.65955277390276,101.98852241943132,2000.0,20.0,640,0,0.45716428756713867,0
G2,32,0.15374424376157714,0.1324995242861931,0.37992199832917173,0.07152047242002756,0.012511010922910872,0.05973782209054501,0.78125,0.1875,0.40625,0.78125,0.010472692260431234,0.5625,1.0,1.647804342514473,27.6875,True,False,0.21842618484625248,0.27688882484557237,0.58565796092848,0.28125,91.45957056334555,91.63984835685005,2000.0,20.0,640,0,0.4914722442626953,0
G3,32,0.1514280357003877,0.12608970787117468,0.3867403284742955,0.07580463482652681,0.012267418346357882,0.05976037887995356,0.78125,0.1875,0.40625,0.78125,0.010472090683329119,0.53125,1.0,1.6494932976527334,28.125,True,False,0.1924854276714541,0.2781097396476902,0.5505295586181681,0.25,89.8695709876265,90.03129307006384,2000.0,20.0,640,0,0.5251874923706055,0
G4,32,0.18813661907241197,0.17478710720755375,0.43911288516556674,0.0954371980635973,0.014735387823214393,0.0597345850096431,0.78125,0.1875,0.40625,0.78125,0.010443995970304484,0.5625,1.0,1.651263478289802,29.4375,True,False,0.24274021421415912,0.3371325593571434,0.6705664528425127,0.3125,92.70357064037853,92.85361612390261,2000.0,20.0,640,0,0.5594649314880371,0
