method,seed,pool_id,candidate_seed,energy_ev,energy_per_atom_ev,maximum_force_ev_ang,pre_relax_max_force_ev_ang,converged,relax_elapsed_seconds,steps,formula,chemical_system,pre_relax_minimum_distance_angstrom,pre_relax_short_bond,pre_relax_abnormal_cell,energy_above_hull_per_atom,rmsd_from_relaxation,novel_unique_stable,stable,comp_validity,structure_comp_validity,structure_validity,novel,novel_unique,unique,is_unique,is_novel,is_explored,energy_above_hull,self_consistent_energy_above_hull
Q3_E3_PCR,0,0,40000,-28.966617584228516,-7.241654396057129,0.02478460967540741,0.043516871550808627,True,0.34796620602719486,13,Eu2AlCu,Al-Cu-Eu,3.0963663578861755,False,False,0.11234841913370097,0.005714208658810234,False,False,True,True,True,False,False,True,True,False,True,0.11234841913370097,0.1089734227412027
Q3_E3_PCR,1,1,40001,-121.10234832763672,-6.727908240424262,0.04131203144788742,0.3466608312713276,True,3.0688129770569503,80,LiMn7(O2F3)2,F-Li-Mn-O,2.0410851197960214,False,False,0.30002454300914927,0.04296980868726997,False,False,False,False,True,True,True,True,True,True,True,0.30002454300914927,0.30002454300914927
Q3_E3_PCR,2,2,40002,-35.008087158203125,-8.752021789550781,0.008926734328269958,0.023440721540773146,True,0.7947260809596628,18,Eu3Ho,Eu-Ho,3.5789705245059253,False,False,0.13094321058773417,0.0024682301112228587,False,False,True,True,True,False,False,True,True,False,True,0.13094321058773417,0.13094321058773417
Q3_E3_PCR,3,3,40003,-113.41984558105469,-7.561323038736979,0.04857742041349411,0.2798311324513445,True,2.079787509981543,57,Tm2Fe9Co4,Co-Fe-Tm,2.345013589523855,False,False,0.1432195062735655,0.057439033608729255,False,False,True,True,True,True,True,True,True,True,True,0.1432195062735655,0.1350551460883853
Q3_E3_PCR,4,4,40004,-81.99226379394531,-9.110251532660591,0.02577916346490383,0.04779169778821362,True,0.5521063869819045,14,Eu6Bi2Pt,Bi-Eu-Pt,3.1050930952038516,False,False,0.08018206304762288,0.002597292969209366,True,True,True,True,True,True,True,True,True,True,True,0.08018206304762288,0.08018206304762288
Q3_E3_PCR,5,5,40005,-59.351783752441406,-6.594642639160156,0.0479910746216774,0.08522490737267961,True,0.45326148997992277,10,Co4Pt5,Co-Pt,2.562041558179553,False,False,0.031417650308767975,0.004602158633625579,False,True,True,True,True,False,False,True,True,False,True,0.031417650308767975,0.0
Q3_E3_PCR,6,6,40006,-54.18641662597656,-6.02071295844184,0.04815572872757912,0.06402722556590038,True,0.8045878680422902,20,Eu2MnH6,Eu-H-Mn,1.6871367230169976,False,False,0.027814136877552187,0.007977705911797296,False,True,True,True,True,False,False,True,True,False,True,0.027814136877552187,0.0
Q3_E3_PCR,7,7,40007,-18.029052734375,-6.009684244791667,0.033145129680633545,0.04660638767651299,True,0.6601224930491298,19,ZnFe2,Fe-Zn,2.576885653528756,False,False,0.08611880409305428,0.005820086746535706,False,True,True,True,True,False,False,True,True,False,True,0.08611880409305428,0.06407294963749965
Q3_E3_PCR,8,8,40008,-27.196475982666016,-6.799118995666504,0.04618498310446739,0.07275018681593107,True,0.4118248400045559,9,CrGaCo2,Co-Cr-Ga,2.4738425194380715,False,False,0.0734904828465135,0.00323547130309448,False,True,True,True,True,False,False,True,True,False,True,0.0734904828465135,0.0734904828465135
Q3_E3_PCR,9,9,40009,-70.57123565673828,-7.841248406304254,0.04432995989918709,0.04948522575715606,True,0.6817106240196154,16,Fe4Rh5,Fe-Rh,2.6108729546810756,False,False,0.06128581828155255,0.002706681156898175,False,True,True,True,True,False,False,True,True,False,True,0.06128581828155255,0.01623298917828997
