atomic_numbers_unchanged,batch_size,config,converged,elapsed_seconds,family,finished_at,generation_summary,initial_energy_ev,initial_energy_per_atom_ev,initial_max_force_ev_ang,initial_stress_frobenius_ev_ang3,input_hash,input_path,method,output_dir,output_hash,output_path,pid,precision,rank,relax_steps,relaxed_energy_ev,relaxed_energy_per_atom_ev,relaxed_max_force_ev_ang,seed,started_at,status,task_id,generation_success,generation_elapsed_seconds,generation_composition_valid,generation_structure_valid,initial_state_hash,minimum_distance_angstrom,energy_above_hull_per_atom,rmsd_from_relaxation,stable,comp_validity,structure_validity,novel,unique,chgnet_mag_density,target_error,hit_0.01,hit_0.02,hit_0.05,metastable_le_0_2,nus,msun_le_0_2
True,1,C0_B1,True,3.038908848015126,quality,2026-07-27T14:29:32+08:00,/data/dxl/results/spg_fastgate/quality_generation/C0/B1/seed_24064/summary.json,-88.61499786376953,-6.329642704554966,0.6578298486765234,0.03200113509766,7f24b50e929c55e738754c55be1c97156a8bb3b193c1e22d31ae4e5e7872d648,/data/dxl/results/spg_fastgate/quality_generation/C0/B1/seed_24064/generated_crystals.extxyz,C0,/data/dxl/results/spg_fastgate/relaxed/quality/C0_B1/seed_24064,a156d2aeebe5108cb424a691c365cd250f900d93033a854111a82ad09c74af98,/data/dxl/results/spg_fastgate/relaxed/quality/C0_B1/seed_24064/relaxed_structure.extxyz,1455378,FP32,0,63,-88.80564880371094,-6.343260628836496,0.0292479526251554,24064,2026-07-27T14:29:29+08:00,success,quality_C0_B1_24064,True,63.13455626304494,True,True,058ca6e033e19070f7f3d4fdb56791bb3e269af0618db2abf778a5c0b3fa61d9,1.942282167764444,0.3515460633105931,0.0472881828335192,False,True,True,True,True,0.1424223521217586,0.0424223521217586,False,False,True,False,False,False
True,1,C0_B1,True,2.8687467889976688,quality,2026-07-27T14:29:32+08:00,/data/dxl/results/spg_fastgate/quality_generation/C0/B1/seed_24065/summary.json,-147.41537475585938,-8.189743041992188,0.3847744370283964,0.006769977617676,a31b8ee943c095afd2778b78a2b567a220722986fdb0fe38b64516bcf05689a1,/data/dxl/results/spg_fastgate/quality_generation/C0/B1/seed_24065/generated_crystals.extxyz,C0,/data/dxl/results/spg_fastgate/relaxed/quality/C0_B1/seed_24065,82eeaef17bc9deea5edf972bae6ecca8aa45e1fb4207dea493c43e6c5a2c6bfd,/data/dxl/results/spg_fastgate/relaxed/quality/C0_B1/seed_24065/relaxed_structure.extxyz,1455379,FP32,1,51,-147.4530792236328,-8.191837734646267,0.044742003083229,24065,2026-07-27T14:29:29+08:00,success,quality_C0_B1_24065,True,64.04698091896717,True,True,fc44869ed0a5739076a4e79700302449cbe1a6d4aca40b638434e2b977f80a02,1.8641636683052365,0.207818957427861,0.0236895658354493,False,True,True,True,True,0.1793972175190299,0.0793972175190299,False,False,False,False,False,False
True,1,C0_B1,True,1.1761458719847724,quality,2026-07-27T14:29:31+08:00,/data/dxl/results/spg_fastgate/quality_generation/C0/B1/seed_24066/summary.json,-64.31343078613281,-7.145936754014757,0.0908308028878025,0.0032501463367591,a847f40a41b7ad22b31a0775f86c0b4ca8f68bfa940b31bed36c8642d64a7d42,/data/dxl/results/spg_fastgate/quality_generation/C0/B1/seed_24066/generated_crystals.extxyz,C0,/data/dxl/results/spg_fastgate/relaxed/quality/C0_B1/seed_24066,aec87f3c3c8554fdd4bb39690e952f2ae7d4e41e29e53a8f1171beed3491c83d,/data/dxl/results/spg_fastgate/relaxed/quality/C0_B1/seed_24066/relaxed_structure.extxyz,1455380,FP32,2,20,-64.3171615600586,-7.1463512844509545,0.0466883331537246,24066,2026-07-27T14:29:29+08:00,success,quality_C0_B1_24066,True,61.20629460300552,True,True,d5c6b2d2be7ac577012fbf766d6fa45d14fd8ba9ce1f5c62df398386371fa4da,2.7664905010619094,0.0934088147572325,0.0075289903112791,True,True,True,True,True,0.1191615033609253,0.0191615033609253,False,True,True,True,True,True
True,1,C0_B1,True,1.6188547389465384,quality,2026-07-27T14:29:31+08:00,/data/dxl/results/spg_fastgate/quality_generation/C0/B1/seed_24067/summary.json,-72.47454071044922,-6.039545059204102,0.0933707829126275,0.0087704839144804,f2d0e0f77a95a15b3f2f6ed34e3fc85cf0d83c8accecb594653e43176d8bf87f,/data/dxl/results/spg_fastgate/quality_generation/C0/B1/seed_24067/generated_crystals.extxyz,C0,/data/dxl/results/spg_fastgate/relaxed/quality/C0_B1/seed_24067,0b84e033463fd6a9d108d341e8b41d91d1e90f754c105bf40c5bec1a78b062fc,/data/dxl/results/spg_fastgate/relaxed/quality/C0_B1/seed_24067/relaxed_structure.extxyz,1455381,FP32,3,33,-72.4967041015625,-6.041392008463542,0.0464084669947624,24067,2026-07-27T14:29:29+08:00,success,quality_C0_B1_24067,True,68.04182857298292,True,True,106a5c4cfbef61f46605be75011c0ad359082ed3cc207b50a9c829bb56e621af,2.6950648030267845,0.0169639373673966,0.0125318359224298,True,True,True,True,True,0.1070520496076301,0.0070520496076301,True,True,True,True,True,True
True,1,C0_B1,True,0.8271079669939354,quality,2026-07-27T14:29:30+08:00,/data/dxl/results/spg_fastgate/quality_generation/C0/B1/seed_24068/summary.json,-35.53306579589844,-7.106613159179688,0.0477867903997172,0.0337799204571281,e3e6cf07d82a5165559a75aeacdbaf8a977e3620c7f4a593edb41c4facc37c75,/data/dxl/results/spg_fastgate/quality_generation/C0/B1/seed_24068/generated_crystals.extxyz,C0,/data/dxl/results/spg_fastgate/relaxed/quality/C0_B1/seed_24068,07aed402aee8f25b40bb8134d2ea0e1a9b835dabe51f16883362d98d2d0fe001,/data/dxl/results/spg_fastgate/relaxed/quality/C0_B1/seed_24068/relaxed_structure.extxyz,1455382,FP32,4,2,-35.54866409301758,-7.109732818603516,0.0334205403923988,24068,2026-07-27T14:29:29+08:00,success,quality_C0_B1_24068,True,60.51700507698115,True,True,f7201367bee1e78aac01a465f14a41a72fa70e9c1ea9d0647c32f34270989562,1.8737034535725796,0.0176969743633037,0.0017254167242801,True,True,True,False,True,0.0969132878758424,0.0030867121241575,True,True,True,True,False,False
True,1,C0_B1,True,1.0787225179956297,quality,2026-07-27T14:29:31+08:00,/data/dxl/results/spg_fastgate/quality_generation/C0/B1/seed_24069/summary.json,-127.4304656982422,-7.964404106140137,0.1325938146755769,0.0019800261593693,52c7ef5acf82c463b5aa7e0427ac2efca387c5d8f01f68dba0d43f9587bdbb1f,/data/dxl/results/spg_fastgate/quality_generation/C0/B1/seed_24069/generated_crystals.extxyz,C0,/data/dxl/results/spg_fastgate/relaxed/quality/C0_B1/seed_24069,75be73a2f5454a003dc99f3129fcab771014b0a4ceee25ec1c213da5945ca4a0,/data/dxl/results/spg_fastgate/relaxed/quality/C0_B1/seed_24069/relaxed_structure.extxyz,1455383,FP32,5,15,-127.4553680419922,-7.965960502624512,0.0401359349489212,24069,2026-07-27T14:29:29+08:00,success,quality_C0_B1_24069,True,63.842145715956576,True,True,fc700f0a30bc7ce6253285c8e96b6bf1bb37151aea2c9b5fc15f841d7626038b,2.531664412261862,0.0681162523657903,0.0318443003603697,True,True,True,True,True,0.1274580907302921,0.0274580907302921,False,False,True,True,True,True
True,1,C0_B1,True,1.2877950090332888,quality,2026-07-27T14:29:31+08:00,/data/dxl/results/spg_fastgate/quality_generation/C0/B1/seed_24070/summary.json,-83.6043930053711,-9.289377000596788,0.4855635125159037,0.0060782091128737,e2a452fda7c713ad1fdfa19642967636f499f9a740ac155a637d4016510a1b10,/data/dxl/results/spg_fastgate/quality_generation/C0/B1/seed_24070/generated_crystals.extxyz,C0,/data/dxl/results/spg_fastgate/relaxed/quality/C0_B1/seed_24070,fc788f1ecbef987292a277c4834cc45019ea7619915ed812fe087cfe96a73ce4,/data/dxl/results/spg_fastgate/relaxed/quality/C0_B1/seed_24070/relaxed_structure.extxyz,1455384,FP32,6,25,-83.6388168334961,-9.293201870388454,0.0338140353560447,24070,2026-07-27T14:29:29+08:00,success,quality_C0_B1_24070,True,61.22370032803156,False,True,20809b65de265d21292aae325b3488b8294733aeaa01af85ccb1fd0515d95656,2.2395789573607154,0.1905255999429247,0.031135904757142,False,False,True,True,True,0.1585860372202144,0.0585860372202144,False,False,False,True,False,True
True,1,C0_B1,True,0.957833666994702,quality,2026-07-27T14:29:30+08:00,/data/dxl/results/spg_fastgate/quality_generation/C0/B1/seed_24071/summary.json,-26.53519058227539,-6.633797645568848,0.0533088201053694,0.004521192172703,1f59493e09e4e03a5b92e557148e352cc7b4ed789a51209bed99f2873cef5da0,/data/dxl/results/spg_fastgate/quality_generation/C0/B1/seed_24071/generated_crystals.extxyz,C0,/data/dxl/results/spg_fastgate/relaxed/quality/C0_B1/seed_24071,91772c540e7918c9c011aba895100fdd92caa18134cd8dfe865154dbf83e22d7,/data/dxl/results/spg_fastgate/relaxed/quality/C0_B1/seed_24071/relaxed_structure.extxyz,1455385,FP32,7,6,-26.53813362121582,-6.634533405303955,0.0356129258871078,24071,2026-07-27T14:29:30+08:00,success,quality_C0_B1_24071,True,60.064721083967015,True,True,67078552246419914801440b7f0dfcecfd5206a0114b2f72f3748c8af8eb8744,3.304998315888805,0.0450204308657173,0.002760138052242,True,True,True,False,True,0.1141531853147848,0.0141531853147848,False,True,True,True,False,False
True,1,C0_B1,True,1.5509890029788949,quality,2026-07-27T14:29:30+08:00,/data/dxl/results/spg_fastgate/quality_generation/C0/B1/seed_24072/summary.json,-31.22223472595215,-7.805558681488037,0.1488506268659218,0.032907547013294,06905f3b45775bf22e75843f6c5b61e2227c61c98fb80612717024df7da4a605,/data/dxl/results/spg_fastgate/quality_generation/C0/B1/seed_24072/generated_crystals.extxyz,C0,/data/dxl/results/spg_fastgate/relaxed/quality/C0_B1/seed_24072,b419b52fdd8754c9033c9b2560778c59e0faa490142f61057739d6de1a505400,/data/dxl/results/spg_fastgate/relaxed/quality/C0_B1/seed_24072/relaxed_structure.extxyz,1455386,FP32,8,22,-31.24182510375977,-7.810456275939941,0.0476579666137695,24072,2026-07-27T14:29:29+08:00,success,quality_C0_B1_24072,True,62.5157360000303,True,True,10dfa665a663d6a663d113e09b5d25d492fb5e5a50debb46c5fa2d4d9b4fe9f3,2.5378608904230875,0.2093838428318761,0.0078267922242652,False,True,True,False,True,0.1190797545466196,0.0190797545466196,False,True,True,False,False,False
True,1,C0_B1,True,2.714098295022268,quality,2026-07-27T14:29:32+08:00,/data/dxl/results/spg_fastgate/quality_generation/C0/B1/seed_24073/summary.json,-77.28823852539062,-7.728823852539063,0.3410425285271322,0.0080821853214291,2de760ad1de1f7660ae72925190c6d0602952dbc847acd936c15324eac63799a,/data/dxl/results/spg_fastgate/quality_generation/C0/B1/seed_24073/generated_crystals.extxyz,C0,/data/dxl/results/spg_fastgate/relaxed/quality/C0_B1/seed_24073,748f8fc8b662caec18a4f9a16b91f5b7ff4656645ae7fc74d6c328e31cdaf628,/data/dxl/results/spg_fastgate/relaxed/quality/C0_B1/seed_24073/relaxed_structure.extxyz,1455387,FP32,9,61,-77.31852722167969,-7.731852722167969,0.0495275631546974,24073,2026-07-27T14:29:29+08:00,success,quality_C0_B1_24073,True,66.19928656500997,True,True,b0bd38c7a878f657a11baa5862db194ddb2c8d4f42849d543de17bab2c300c7e,2.294937973017504,0.1434300076568888,0.0466187802516403,False,True,True,True,True,0.1814327381340689,0.0814327381340689,False,False,False,True,False,True
