method,n,maxF_mean_ev_per_a,maxF_median_ev_per_a,maxF_p95_ev_per_a,atomic_force_mean_ev_per_a,rmsd_mean_a,e_hull_mean_ev_per_atom,stable_fraction,nus_fraction,novel_fraction,unique_fraction,mag_mae_a3,mag_hit_fraction,validity_fraction,minimum_distance_min_a,relaxation_steps_mean,surrogate_property_eval,dft_verified
B0,16,0.3040278919209802,0.11939571693570097,1.098017064566559,0.14846897873045153,0.1162991787726576,0.09202097199282488,0.75,0.3125,0.5625,1.0,0.009940478768842183,0.5,1.0,1.7649342025419879,74.9375,True,False
F0,16,0.25339196873973335,0.07197551108134889,0.984593740503082,0.12300703754078407,0.11445332600548308,0.09283012691788889,0.75,0.3125,0.5625,1.0,0.00988884871935787,0.5,1.0,1.7668429901625078,64.4375,True,False
