method,n,generation_success_count,generation_success_rate,mattersim_success_count,mattersim_success_rate,technical_rerun_count,technical_invalid_count,dft_verified,e_hull_mean_ev_per_atom,e_hull_median_ev_per_atom,e_hull_p95_ev_per_atom,e_hull_max_ev_per_atom,rmsd_mean_angstrom,rmsd_median_angstrom,rmsd_p95_angstrom,rmsd_max_angstrom,atomic_force_mean_ev_per_angstrom,atomic_force_median_ev_per_angstrom,atomic_force_p95_ev_per_angstrom,atomic_force_max_ev_per_angstrom,stable_count,stable_rate,stable_exact_ci95_low,stable_exact_ci95_high,nus_count,nus_rate,nus_exact_ci95_low,nus_exact_ci95_high,novel_count,novel_rate,novel_exact_ci95_low,novel_exact_ci95_high,unique_count,unique_rate,unique_exact_ci95_low,unique_exact_ci95_high,composition_validity_count,composition_validity_rate,composition_validity_exact_ci95_low,composition_validity_exact_ci95_high,structure_validity_count,structure_validity_rate,structure_validity_exact_ci95_low,structure_validity_exact_ci95_high,max_force_mean_ev_per_angstrom,max_force_median_ev_per_angstrom,max_force_p95_ev_per_angstrom,max_force_p99_ev_per_angstrom,max_force_max_ev_per_angstrom,max_force_gt1_count,max_force_gt2_count,final_max_force_gt0p05_count,final_max_force_max_ev_per_angstrom,relaxation_steps_mean,relaxation_steps_median,relaxation_steps_p95,relaxation_steps_max,relaxation_steps_gt200_count,relaxation_steps_gt400_count,rmsd_gt0p5_count,generation_seconds_mean,max_force_gt1_exact_ci95_low,max_force_gt1_exact_ci95_high,max_force_gt2_exact_ci95_low,max_force_gt2_exact_ci95_high
C0,32,32,1.0,32,1.0,0,0,False,0.07875841196383646,0.07142854407792054,0.16902009971702378,0.23114351808683864,0.025716690621839438,0.012711905506597952,0.0845923980842652,0.15434109119199355,0.11759218915531398,0.07590881970879276,0.35147568930574197,0.6243292530008555,19,0.59375,0.40644924657647635,0.7630158994482569,12,0.375,0.21100031642399283,0.5630775449030734,21,0.65625,0.4680689637197313,0.8142809082834338,32,1.0,0.8911188393206471,1.0,30,0.9375,0.7919305701049926,0.9923392636535436,32,1.0,0.8911188393206471,1.0,0.2493188560729683,0.14608989565996283,0.9214429382545751,1.070078044766052,1.1313411621692024,1,0,0,0.04971994972817551,32.5625,25.5,68.85,167,0,0,0,117.72271081859071,0.0007908685979525573,0.16217099418151154,0.0,0.10888116067935288
GBSA-TCL,32,32,1.0,32,1.0,0,0,False,0.10841914491566343,0.05477595189086948,0.3257423659213055,1.1943698726831045,0.10726491366347904,0.02373765256768648,0.5373711853603662,1.3931742308975659,0.12657961103979543,0.056023257755593726,0.42706955412746145,0.8996756979100736,24,0.75,0.5659506250777572,0.8853839948974118,18,0.5625,0.37662573159009394,0.7363618755890153,26,0.8125,0.63560769013591,0.9279238345415024,32,1.0,0.8911188393206471,1.0,26,0.8125,0.63560769013591,0.9279238345415024,32,1.0,0.8911188393206471,1.0,0.2518095904952063,0.10791555969171554,0.9679715219818563,1.688151316668652,1.9744332694421727,2,0,2,0.0522241920242573,65.625,31.0,250.09999999999977,658,2,2,3,116.08622043794458,0.007660736346456386,0.20806942989500743,0.0,0.10888116067935288
