method,quality_weighted,steps,batch_size,learning_rate,trainable_params,trainable_parameter_count,all_losses_finite,zero_init_passed,frozen_parameters_unchanged,frozen_parameters_with_gradient,adapter_parameters_with_gradient,replay_fraction,anchor_lambda,first_20_train_loss_mean,last_20_train_loss_mean,validation_loss_step_1,validation_loss_step_200,best_recorded_validation_loss,adapter_state_l2,trained_up_projection_l2,elapsed_seconds,peak_cuda_memory_mb
M1,False,200,16,0.0003,134272,12,True,True,True,0,12,0.5,0.05,0.28003343269228936,0.28214708492159846,0.3187224715948105,0.3411314040422439,0.2326335534453392,32.923273897529995,1.4773707035481562,17.105993326054886,1199.6474609375
M2,True,200,16,0.0003,134272,12,True,True,True,0,12,0.5,0.05,0.2761174708604813,0.2844680316746235,0.3204979598522186,0.314638003706932,0.2328973859548568,32.92417864572742,1.4801573255958462,16.80158579000272,1199.6474609375
