method,seed,formula,num_atoms,relaxation_steps,e_hull,stable,nus,novel,unique,rmsd,force_mean,force_max,streak_mean,streak_p95,streak_max,periodic_exact_calls
V3_AnchorK16,69024,EuO7SeW,10,496,0.12119589949999643,0.0,0.0,1.0,1.0,0.39930732091231125,0.31311997348246445,0.5972134447598428,14.152173913043478,16.0,16,37
V3_AnchorK16,69025,Co4Fe4,8,12,0.0681488456152346,1.0,0.0,0.0,1.0,0.0027493413227638415,0.0742130498266758,0.11268671303270186,4.948979591836735,16.0,16,12
V3_AnchorK16,69026,EuLi2,3,4,0.0667893344078232,1.0,0.0,0.0,1.0,0.0010150588490317675,0.010692093848583868,0.015968831787068833,15.666666666666666,16.0,16,41
V3_AnchorK16,69027,H2Eu2GeO6,11,67,0.07208382320667273,1.0,1.0,1.0,1.0,0.06355425153193942,0.3344693014290416,0.8635252012173964,8.869565217391305,16.0,16,28
V3_AnchorK16,69028,Eu2NiSm,4,16,0.22280828190917923,0.0,0.0,1.0,1.0,0.0041817349691347224,0.022535205537693476,0.04496927155689094,15.30232558139535,16.0,16,40
V3_AnchorK16,69029,Co3FeNi,5,26,0.09273480776367382,1.0,1.0,1.0,1.0,0.01934172963020808,0.07438840427802557,0.16151171660004113,8.053333333333333,16.0,16,27
V3_AnchorK16,69030,Co3Fe4,7,8,0.06635613320033507,1.0,0.0,0.0,1.0,0.0015376315216714316,0.022154881998548707,0.03992110525968187,4.483333333333333,16.0,16,8
V3_AnchorK16,69031,Co4Fe3Mn,8,17,0.10156839953247143,0.0,0.0,1.0,1.0,0.006761792684938095,0.08455855610223159,0.1448401803380533,3.810126582278481,16.0,16,8
V3_AnchorK16,69032,AsEu4KO2,8,60,0.26552652654134334,0.0,0.0,1.0,1.0,0.0969428568240757,0.04001007066346174,0.0619532193387543,9.4375,16.0,16,28
V3_AnchorK16,69033,Fe4Li2O8,14,224,0.23688267690820553,0.0,0.0,1.0,1.0,0.208000968664992,0.3520952253103479,0.661984168028486,8.857142857142858,16.0,16,25
V3_AnchorK16,69034,Eu5FeO8Sr,15,58,0.04318500646006029,1.0,1.0,1.0,1.0,0.04107915645347773,0.22525247941383367,0.41956353939236174,6.134831460674158,16.0,16,21
V3_AnchorK16,69035,HFe3Zn,5,6,0.04750356474218709,1.0,0.0,0.0,1.0,0.0011495156095652902,0.00801502360662242,0.011266071591677376,12.72549019607843,16.0,16,33
V3_AnchorK16,69036,F5Fe5Li2O6,18,117,0.19496465293113552,0.0,0.0,1.0,1.0,0.10497842120942487,0.5068209557829095,1.212694298555325,3.742857142857143,16.0,16,13
V3_AnchorK16,69037,Fe2NiRh,4,18,0.06154014943505981,1.0,0.0,0.0,1.0,0.004966985311642715,0.019240844469187106,0.029131865197391672,15.69047619047619,16.0,16,41
V3_AnchorK16,69038,Co5Fe3,8,29,0.06806687641845777,1.0,0.0,0.0,1.0,0.009732404184294283,0.08756733234097352,0.1481829312883282,7.125,16.0,16,23
V3_AnchorK16,69039,CoFe5,6,8,0.0038954492613942904,1.0,0.0,0.0,1.0,0.0010486040728230979,0.015139963963361302,0.031221920042069803,14.555555555555555,16.0,16,38
V3_AnchorK16,69040,H3EuRh,5,2,0.021683726867187225,1.0,0.0,0.0,1.0,0.0006144706734866501,0.0021065992821537945,0.003696115608649167,15.69047619047619,16.0,16,38
V3_AnchorK16,69041,Eu2Ni2,4,12,0.11106997804443353,0.0,0.0,0.0,1.0,0.0025275166494495003,0.014118302797823555,0.02324237794111007,15.69047619047619,16.0,16,41
V3_AnchorK16,69042,Eu3OPb,5,29,0.16826757492578182,0.0,0.0,1.0,1.0,0.09401921957919507,0.05937194281546156,0.11713750662883943,15.69047619047619,16.0,16,41
V3_AnchorK16,69043,EuFeMnO6Si,10,162,0.11335794970820778,0.0,0.0,1.0,1.0,0.31515871887941516,0.5688099816354357,1.2335948053553139,14.217391304347826,16.0,16,34
V3_AnchorK16,69044,Fe9Pt3,12,14,0.0675748179117841,1.0,0.0,0.0,1.0,0.0025988141822590846,0.016723990383569084,0.03234243048648632,6.9480519480519485,16.0,16,22
V3_AnchorK16,69045,Eu3Ni3Pt3,9,20,0.15300190713541895,0.0,0.0,1.0,1.0,0.013530317314662386,0.06603529863880148,0.13404333215781566,8.5,16.0,16,29
V3_AnchorK16,69046,EuNdPd2,4,9,0.057289916840820965,1.0,1.0,1.0,1.0,0.0013511380896020612,0.0050792030512993944,0.007641884037971264,15.69047619047619,16.0,16,41
V3_AnchorK16,69047,Fe7LiO8,16,83,0.17721395897949233,0.0,0.0,1.0,1.0,0.07930523316555901,0.39820372947389937,0.8011344659324348,8.857142857142858,16.0,16,24
V3_AnchorK16,69048,Co2F12Fe3Li2,19,64,0.12206058340768866,0.0,0.0,1.0,1.0,0.04528574898948005,0.19481881703768775,0.5174366810741189,3.817073170731707,16.0,16,9
V3_AnchorK16,69049,B2EuFe9,12,38,0.13859260901529957,0.0,0.0,1.0,1.0,0.00727892459913272,0.1002264086555626,0.19666747752025754,6.709302325581396,16.0,16,24
V3_AnchorK16,69050,Co3Ir,4,7,0.0359843016430661,1.0,0.0,0.0,1.0,0.001767224401184598,0.016711929394730065,0.029406530821579412,15.69047619047619,16.0,16,40
V3_AnchorK16,69051,CoFe2Zn,4,15,0.08839389433660294,1.0,0.0,0.0,1.0,0.000492276403669694,0.010637293866318112,0.011621177112100133,15.69047619047619,16.0,16,41
V3_AnchorK16,69052,Eu6Pt6Sn2,14,46,0.21475601109654185,0.0,0.0,1.0,1.0,0.03848475014388844,0.16331395163348597,0.25947525215411293,8.352112676056338,16.0,16,26
V3_AnchorK16,69053,Fe4MgO7,12,52,0.30959081315104164,0.0,0.0,1.0,1.0,0.037542992811397446,0.43473706311840593,0.7911219447536444,9.984126984126984,16.0,16,29
V3_AnchorK16,69054,Fe3PdPt2,6,7,0.04986298146158763,1.0,1.0,1.0,1.0,0.016854547088208664,0.09272765828898932,0.17206728008489877,14.555555555555555,16.0,16,38
V3_AnchorK16,69055,Eu3O6Zn,10,45,0.15427375499673346,0.0,0.0,1.0,1.0,0.030417664924165935,0.24177983980385548,0.33321812940657425,10.576271186440678,16.0,16,32
V3_AnchorK16,69056,Co2Eu4N4,10,26,0.017942989324222225,1.0,0.0,0.0,1.0,0.004345638684734077,0.1583554706204932,0.27616606108043057,7.129032258064516,16.0,16,21
V3_AnchorK16,69057,H5CoEu3Ni3,12,143,0.21137536171564708,0.0,0.0,1.0,1.0,0.40267028700033275,0.19481446088639542,0.5433767952024074,7.121951219512195,16.0,16,23
V3_AnchorK16,69058,EuMn2N2,5,34,0.08007347104296336,1.0,1.0,1.0,1.0,0.04707193198421127,0.31726731390970453,0.5581169420015553,15.69047619047619,16.0,16,41
V3_AnchorK16,69059,Dy2Fe10,12,12,0.004084699031576378,1.0,0.0,0.0,1.0,0.0026546301232764466,0.030804803251289013,0.057106098312253835,5.541666666666667,16.0,16,18
V3_AnchorK16,69060,Eu2Ni6Zn4,12,62,0.0662513461165366,1.0,1.0,1.0,1.0,0.030236663711879667,0.09588012365815647,0.1458104675733224,5.130434782608695,16.0,16,14
V3_AnchorK16,69061,Eu3GeIn4Pt,9,32,0.038223147455514805,1.0,1.0,1.0,1.0,0.009382342028399363,0.03456364018897244,0.079200126483923,5.946808510638298,16.0,16,15
V3_AnchorK16,69062,Eu5Li3,8,21,0.09772818921508808,1.0,1.0,1.0,1.0,0.00525696582285698,0.014455040562376169,0.045222888586946765,9.553846153846154,16.0,16,29
V3_AnchorK16,69063,Eu,1,6,0.03602664153320312,1.0,0.0,0.0,1.0,0.0,0.0,0.0,4.084507042253521,16.0,16,7
