method,baseline,seed,metric,value,baseline_value,paired_delta
V1_Fallback50,C0,66001,stable,0.0,0.0,0.0
V1_Fallback50,C0,66001,nus,0.0,0.0,0.0
V1_Fallback50,C0,66001,novel,1.0,0.0,1.0
V1_Fallback50,C0,66001,unique,1.0,1.0,0.0
V1_Fallback50,C0,66001,rmsd,0.02195976589103584,0.0035222316446459974,0.018437534246389845
V1_Fallback50,C0,66001,pre_relaxation_max_force,0.25339895486831665,0.06486776471138,0.18853119015693665
V1_Fallback50,C0,66002,e_hull,0.029683157016599182,0.0528609518457035,-0.023177794829104315
V1_Fallback50,C0,66002,stable,1.0,1.0,0.0
V1_Fallback50,C0,66002,nus,0.0,1.0,-1.0
V1_Fallback50,C0,66002,novel,0.0,1.0,-1.0
V1_Fallback50,C0,66002,unique,1.0,1.0,0.0
V1_Fallback50,C0,66002,rmsd,0.005455338870989873,0.010446443283248653,-0.004991104412258781
V1_Fallback50,C0,66002,pre_relaxation_max_force,0.08875732868909836,0.1796080768108368,-0.09085074812173843
V1_Fallback50,C0,66003,e_hull,0.060280807508139134,0.06473446656575632,-0.0044536590576171875
V1_Fallback50,C0,66003,stable,1.0,1.0,0.0
V1_Fallback50,C0,66003,nus,0.0,0.0,0.0
V1_Fallback50,C0,66003,novel,0.0,0.0,0.0
V1_Fallback50,C0,66003,unique,1.0,1.0,0.0
V1_Fallback50,C0,66003,rmsd,0.0012897742062946695,0.01902357026178954,-0.017733796055494872
V1_Fallback50,C0,66003,pre_relaxation_max_force,0.00736460043117404,0.19106890261173248,-0.18370430218055844
V1_Fallback50,C0,66004,e_hull,0.104077005694581,0.08512573607421814,0.018951269620362865
V1_Fallback50,C0,66004,stable,0.0,1.0,-1.0
V1_Fallback50,C0,66004,nus,0.0,0.0,0.0
V1_Fallback50,C0,66004,novel,1.0,0.0,1.0
V1_Fallback50,C0,66004,unique,1.0,1.0,0.0
V1_Fallback50,C0,66004,rmsd,0.03886337318178638,0.0031285800226544653,0.03573479315913191
V1_Fallback50,C0,66004,pre_relaxation_max_force,0.372529536485672,0.026729576289653778,0.3457999601960182
V1_Fallback50,C0,66005,e_hull,0.0080548800468776,0.09540641652343851,-0.08735153647656091
V1_Fallback50,C0,66005,stable,1.0,1.0,0.0
V1_Fallback50,C0,66005,nus,1.0,1.0,0.0
V1_Fallback50,C0,66005,novel,1.0,1.0,0.0
V1_Fallback50,C0,66005,unique,1.0,1.0,0.0
V1_Fallback50,C0,66005,rmsd,0.027727294509785515,0.017384258439675143,0.010343036070110372
V1_Fallback50,C0,66005,pre_relaxation_max_force,0.4242754578590393,0.4353450834751129,-0.011069625616073608
V1_Fallback50,C0,66006,e_hull,0.13687564836588528,0.1302857588395181,0.0065898895263671875
V1_Fallback50,C0,66006,stable,0.0,0.0,0.0
V1_Fallback50,C0,66006,nus,0.0,0.0,0.0
V1_Fallback50,C0,66006,novel,0.0,1.0,-1.0
V1_Fallback50,C0,66006,unique,1.0,1.0,0.0
V1_Fallback50,C0,66006,rmsd,0.0017797349053510975,0.04274771320840315,-0.04096797830305205
V1_Fallback50,C0,66006,pre_relaxation_max_force,0.0032819171901792288,0.1961318701505661,-0.19284995296038687
V1_Fallback50,C0,66007,e_hull,0.04760656156835896,0.019368444494140213,0.02823811707421875
V1_Fallback50,C0,66007,stable,1.0,1.0,0.0
V1_Fallback50,C0,66007,nus,0.0,1.0,-1.0
V1_Fallback50,C0,66007,novel,0.0,1.0,-1.0
V1_Fallback50,C0,66007,unique,1.0,1.0,0.0
V1_Fallback50,C0,66007,rmsd,0.42957150185617815,0.016402973781026252,0.4131685280751519
V1_Fallback50,C0,66007,pre_relaxation_max_force,0.18405430018901825,0.27419838309288025,-0.090144082903862
V1_Fallback50,C0,66008,e_hull,0.01489530833398689,0.13694291954817395,-0.12204761121418706
V1_Fallback50,C0,66008,stable,1.0,0.0,1.0
V1_Fallback50,C0,66008,nus,1.0,0.0,1.0
V1_Fallback50,C0,66008,novel,1.0,1.0,0.0
V1_Fallback50,C0,66008,unique,1.0,1.0,0.0
V1_Fallback50,C0,66008,rmsd,0.013155823316318736,0.019954706581080846,-0.00679888326476211
V1_Fallback50,C0,66008,pre_relaxation_max_force,0.1787966936826706,0.01768186315894127,0.16111483052372932
V1_Fallback50,C0,66009,e_hull,0.14458752922345042,0.1372725946991631,0.007314934524287331
V1_Fallback50,C0,66009,stable,0.0,0.0,0.0
V1_Fallback50,C0,66009,nus,0.0,0.0,0.0
V1_Fallback50,C0,66009,novel,1.0,1.0,0.0
V1_Fallback50,C0,66009,unique,1.0,1.0,0.0
V1_Fallback50,C0,66009,rmsd,0.0009946018977846928,0.002688311011536217,-0.001693709113751524
V1_Fallback50,C0,66009,pre_relaxation_max_force,0.025212030857801437,0.012551995925605297,0.01266003493219614
V1_Fallback50,C0,66010,e_hull,0.06081412427246047,0.08972824764647669,-0.02891412337401622
V1_Fallback50,C0,66010,stable,1.0,1.0,0.0
V1_Fallback50,C0,66010,nus,1.0,1.0,0.0
V1_Fallback50,C0,66010,novel,1.0,1.0,0.0
V1_Fallback50,C0,66010,unique,1.0,1.0,0.0
V1_Fallback50,C0,66010,rmsd,0.017027524557324373,0.03918226156820912,-0.02215473701088475
V1_Fallback50,C0,66010,pre_relaxation_max_force,0.11343523859977722,0.5393255949020386,-0.42589035630226135
V1_Fallback50,C0,66011,e_hull,0.33038891423828165,0.0735760049837264,0.25681290925455524
V1_Fallback50,C0,66011,stable,0.0,1.0,-1.0
V1_Fallback50,C0,66011,nus,0.0,0.0,0.0
V1_Fallback50,C0,66011,novel,1.0,0.0,1.0
V1_Fallback50,C0,66011,unique,1.0,1.0,0.0
V1_Fallback50,C0,66011,rmsd,0.05888361343424454,0.03771899848541041,0.021164614948834128
V1_Fallback50,C0,66011,pre_relaxation_max_force,0.2692982256412506,0.08670055866241455,0.18259766697883606
V1_Fallback50,C0,66012,e_hull,0.11592252185816143,0.016319407325846136,0.0996031145323153
V1_Fallback50,C0,66012,stable,0.0,1.0,-1.0
V1_Fallback50,C0,66012,nus,0.0,0.0,0.0
V1_Fallback50,C0,66012,novel,0.0,0.0,0.0
V1_Fallback50,C0,66012,unique,1.0,1.0,0.0
V1_Fallback50,C0,66012,rmsd,0.0031578617971545673,0.011413591930987559,-0.008255730133832991
V1_Fallback50,C0,66012,pre_relaxation_max_force,0.0411091186106205,0.18651503324508667,-0.14540591463446617
V1_Fallback50,C0,66013,e_hull,0.24079298210351752,0.03256703177018139,0.20822595033333613
V1_Fallback50,C0,66013,stable,0.0,1.0,-1.0
V1_Fallback50,C0,66013,nus,0.0,1.0,-1.0
V1_Fallback50,C0,66013,novel,1.0,1.0,0.0
V1_Fallback50,C0,66013,unique,1.0,1.0,0.0
V1_Fallback50,C0,66013,rmsd,0.000973432249465229,0.01866451794313051,-0.01769108569366528
V1_Fallback50,C0,66013,pre_relaxation_max_force,0.02709014154970646,0.20572948455810547,-0.178639343008399
V1_Fallback50,C0,66014,e_hull,0.13256427852830122,0.09412120915446032,0.0384430693738409
V1_Fallback50,C0,66014,stable,0.0,1.0,-1.0
V1_Fallback50,C0,66014,nus,0.0,0.0,0.0
V1_Fallback50,C0,66014,novel,0.0,0.0,0.0
V1_Fallback50,C0,66014,unique,1.0,1.0,0.0
V1_Fallback50,C0,66014,rmsd,0.0008149740554458102,0.02842938757441892,-0.02761441351897311
V1_Fallback50,C0,66014,pre_relaxation_max_force,0.017979374155402184,0.1350584179162979,-0.11707904376089573
V1_Fallback50,C0,66015,e_hull,0.24230952183594923,0.18939731268945792,0.05291220914649131
V1_Fallback50,C0,66015,stable,0.0,0.0,0.0
V1_Fallback50,C0,66015,nus,0.0,0.0,0.0
V1_Fallback50,C0,66015,novel,1.0,1.0,0.0
V1_Fallback50,C0,66015,unique,1.0,1.0,0.0
V1_Fallback50,C0,66015,rmsd,0.08896841003742584,0.06345824646255768,0.025510163574868155
V1_Fallback50,C0,66015,pre_relaxation_max_force,0.7128332853317261,0.7133902907371521,-0.0005570054054260254
V1_Fallback50,C0,66016,e_hull,0.03241278376953183,0.15729937334472766,-0.12488658957519583
V1_Fallback50,C0,66016,stable,1.0,0.0,1.0
V1_Fallback50,C0,66016,nus,0.0,0.0,0.0
V1_Fallback50,C0,66016,novel,0.0,1.0,-1.0
V1_Fallback50,C0,66016,unique,1.0,1.0,0.0
V1_Fallback50,C0,66016,rmsd,0.0013750929562696248,0.007932072627698038,-0.006556979671428413
V1_Fallback50,C0,66016,pre_relaxation_max_force,0.008327842690050602,0.10670347511768341,-0.09837563242763281
V1_Fallback50,C0,66017,e_hull,0.03959037351953221,0.09621305265722668,-0.056622679137694476
V1_Fallback50,C0,66017,stable,1.0,1.0,0.0
V1_Fallback50,C0,66017,nus,0.0,0.0,0.0
V1_Fallback50,C0,66017,novel,0.0,0.0,0.0
V1_Fallback50,C0,66017,unique,1.0,1.0,0.0
V1_Fallback50,C0,66017,rmsd,0.020535359880065395,0.011919940269266871,0.008615419610798524
V1_Fallback50,C0,66017,pre_relaxation_max_force,0.5155215263366699,0.10473877191543579,0.41078275442123413
V1_Fallback50,C0,66018,e_hull,0.05819598219482458,0.07832854286254953,-0.020132560667724952
V1_Fallback50,C0,66018,stable,1.0,1.0,0.0
V1_Fallback50,C0,66018,nus,0.0,1.0,-1.0
V1_Fallback50,C0,66018,novel,0.0,1.0,-1.0
V1_Fallback50,C0,66018,unique,1.0,1.0,0.0
V1_Fallback50,C0,66018,rmsd,0.015822764296686623,0.06349003905359059,-0.047667274756903966
V1_Fallback50,C0,66018,pre_relaxation_max_force,0.10662665218114853,0.5261548161506653,-0.41952816396951675
V1_Fallback50,C0,66019,e_hull,0.08984124262586768,0.07191692803168337,0.01792431459418431
V1_Fallback50,C0,66019,stable,1.0,1.0,0.0
V1_Fallback50,C0,66019,nus,1.0,1.0,0.0
V1_Fallback50,C0,66019,novel,1.0,1.0,0.0
V1_Fallback50,C0,66019,unique,1.0,1.0,0.0
V1_Fallback50,C0,66019,rmsd,0.0016896327586936924,0.02660172307774319,-0.0249120903190495
V1_Fallback50,C0,66019,pre_relaxation_max_force,0.0743708685040474,0.13562794029712677,-0.061257071793079376
V1_Fallback50,C0,66020,e_hull,0.3024877151562517,0.0252873313346349,0.2772003838216168
V1_Fallback50,C0,66020,stable,0.0,1.0,-1.0
V1_Fallback50,C0,66020,nus,0.0,0.0,0.0
V1_Fallback50,C0,66020,novel,1.0,0.0,1.0
V1_Fallback50,C0,66020,unique,1.0,1.0,0.0
V1_Fallback50,C0,66020,rmsd,0.04108416990109648,0.0385008437577353,0.002583326143361181
V1_Fallback50,C0,66020,pre_relaxation_max_force,0.3174276351928711,0.18868914246559143,0.12873849272727966
V1_Fallback50,C0,66021,e_hull,-0.007852274293618677,0.08626203099826313,-0.0941143052918818
V1_Fallback50,C0,66021,stable,1.0,1.0,0.0
V1_Fallback50,C0,66021,nus,0.0,1.0,-1.0
V1_Fallback50,C0,66021,novel,0.0,1.0,-1.0
V1_Fallback50,C0,66021,unique,1.0,1.0,0.0
V1_Fallback50,C0,66021,rmsd,0.0,0.0013882816889527957,-0.0013882816889527957
V1_Fallback50,C0,66021,pre_relaxation_max_force,0.025221776217222214,0.044425513595342636,-0.019203737378120422
V1_Fallback50,C0,66022,e_hull,0.12822108822916256,0.1017222315761721,0.026498856652990455
V1_Fallback50,C0,66022,stable,0.0,0.0,0.0
V1_Fallback50,C0,66022,nus,0.0,0.0,0.0
V1_Fallback50,C0,66022,novel,1.0,1.0,0.0
V1_Fallback50,C0,66022,unique,1.0,1.0,0.0
V1_Fallback50,C0,66022,rmsd,0.013100180329035626,0.01674020105035375,-0.0036400207213181223
V1_Fallback50,C0,66022,pre_relaxation_max_force,0.28854477405548096,0.49430763721466064,-0.2057628631591797
V1_Fallback50,C0,66023,e_hull,0.31216454419201867,0.21476277866277016,0.09740176552924851
V1_Fallback50,C0,66023,stable,0.0,0.0,0.0
V1_Fallback50,C0,66023,nus,0.0,0.0,0.0
V1_Fallback50,C0,66023,novel,1.0,1.0,0.0
V1_Fallback50,C0,66023,unique,1.0,1.0,0.0
V1_Fallback50,C0,66023,rmsd,0.033974987897635485,0.07078580000628742,-0.03681081210865194
V1_Fallback50,C0,66023,pre_relaxation_max_force,0.5275970697402954,0.9744464755058289,-0.44684940576553345
V1_Fallback50,C0,66024,e_hull,0.11159048539173533,0.33597802941545574,-0.2243875440237204
V1_Fallback50,C0,66024,stable,0.0,0.0,0.0
V1_Fallback50,C0,66024,nus,0.0,0.0,0.0
V1_Fallback50,C0,66024,novel,1.0,1.0,0.0
V1_Fallback50,C0,66024,unique,1.0,1.0,0.0
V1_Fallback50,C0,66024,rmsd,0.05516013239821064,0.041574723014532605,0.013585409383678033
V1_Fallback50,C0,66024,pre_relaxation_max_force,0.3739449083805084,2.1948370933532715,-1.820892184972763
V1_Fallback50,C0,66025,e_hull,0.05989648037434847,0.06922536733235685,-0.009328886958008376
V1_Fallback50,C0,66025,stable,1.0,1.0,0.0
V1_Fallback50,C0,66025,nus,0.0,0.0,0.0
V1_Fallback50,C0,66025,novel,0.0,1.0,-1.0
V1_Fallback50,C0,66025,unique,1.0,0.0,1.0
V1_Fallback50,C0,66025,rmsd,0.011464709026468126,0.0075603252030827075,0.003904383823385419
V1_Fallback50,C0,66025,pre_relaxation_max_force,0.1481233835220337,0.08212977647781372,0.06599360704421997
V1_Fallback50,C0,66026,e_hull,0.1322247851928715,0.18742570648315482,-0.05520092129028331
V1_Fallback50,C0,66026,stable,0.0,0.0,0.0
V1_Fallback50,C0,66026,nus,0.0,0.0,0.0
V1_Fallback50,C0,66026,novel,1.0,1.0,0.0
V1_Fallback50,C0,66026,unique,1.0,1.0,0.0
V1_Fallback50,C0,66026,rmsd,0.006971126850776831,0.09500283367851967,-0.08803170682774283
V1_Fallback50,C0,66026,pre_relaxation_max_force,0.10394911468029022,0.19217972457408905,-0.08823060989379883
V1_Fallback50,C0,66027,e_hull,0.1330417776802575,0.06572572238240593,0.06731605529785156
V1_Fallback50,C0,66027,stable,0.0,1.0,-1.0
V1_Fallback50,C0,66027,nus,0.0,0.0,0.0
V1_Fallback50,C0,66027,novel,1.0,0.0,1.0
V1_Fallback50,C0,66027,unique,1.0,1.0,0.0
V1_Fallback50,C0,66027,rmsd,0.0006668930513461216,0.0018125374652153165,-0.001145644413869195
V1_Fallback50,C0,66027,pre_relaxation_max_force,0.006790134124457836,0.007033356465399265,-0.00024322234094142914
V1_Fallback50,C0,66028,e_hull,0.2272502435955257,0.16236471618431203,0.06488552741121367
V1_Fallback50,C0,66028,stable,0.0,0.0,0.0
V1_Fallback50,C0,66028,nus,0.0,0.0,0.0
V1_Fallback50,C0,66028,novel,1.0,1.0,0.0
V1_Fallback50,C0,66028,unique,1.0,1.0,0.0
V1_Fallback50,C0,66028,rmsd,0.04216998090140605,0.0776549752130083,-0.03548499431160226
V1_Fallback50,C0,66028,pre_relaxation_max_force,1.2612392902374268,1.1421735286712646,0.11906576156616211
V1_Fallback50,C0,66029,e_hull,0.14014310404125752,0.24195182992057163,-0.10180872587931411
V1_Fallback50,C0,66029,stable,0.0,0.0,0.0
V1_Fallback50,C0,66029,nus,0.0,0.0,0.0
V1_Fallback50,C0,66029,novel,1.0,1.0,0.0
V1_Fallback50,C0,66029,unique,1.0,1.0,0.0
V1_Fallback50,C0,66029,rmsd,0.04031608179641234,0.5344201059082652,-0.49410402411185284
V1_Fallback50,C0,66029,pre_relaxation_max_force,0.26541993021965027,1.4740676879882812,-1.208647757768631
V1_Fallback50,C0,66030,e_hull,0.05646942976273195,0.15314545648437594,-0.09667602672164399
V1_Fallback50,C0,66030,stable,1.0,0.0,1.0
V1_Fallback50,C0,66030,nus,1.0,0.0,1.0
V1_Fallback50,C0,66030,novel,1.0,1.0,0.0
V1_Fallback50,C0,66030,unique,1.0,1.0,0.0
V1_Fallback50,C0,66030,rmsd,0.025984341859970554,0.048927149553967236,-0.022942807693996682
V1_Fallback50,C0,66030,pre_relaxation_max_force,0.27970319986343384,0.37344929575920105,-0.09374609589576721
V1_Fallback50,C0,66031,e_hull,0.07370595762802878,0.06598950258137659,0.007716455046652193
V1_Fallback50,C0,66031,stable,1.0,1.0,0.0
V1_Fallback50,C0,66031,nus,0.0,0.0,0.0
V1_Fallback50,C0,66031,novel,0.0,0.0,0.0
V1_Fallback50,C0,66031,unique,1.0,1.0,0.0
V1_Fallback50,C0,66031,rmsd,0.02135522494586111,0.023889248290807748,-0.002534023344946637
V1_Fallback50,C0,66031,pre_relaxation_max_force,0.19719332456588745,0.21390792727470398,-0.01671460270881653
V1_Fallback50,C0,66032,e_hull,0.07862517473795627,0.07573546360026029,0.0028897111376959828
V1_Fallback50,C0,66032,stable,1.0,1.0,0.0
V1_Fallback50,C0,66032,nus,1.0,1.0,0.0
V1_Fallback50,C0,66032,novel,1.0,1.0,0.0
V1_Fallback50,C0,66032,unique,1.0,1.0,0.0
V1_Fallback50,C0,66032,rmsd,0.010725472057088473,0.0008035186485025328,0.00992195340858594
V1_Fallback50,C0,66032,pre_relaxation_max_force,0.1413644552230835,0.026226738467812538,0.11513771675527096
V1_Fallback50,C0,66033,e_hull,0.10405074590375918,0.10595062552148349,-0.0018998796177243094
V1_Fallback50,C0,66033,stable,0.0,0.0,0.0
V1_Fallback50,C0,66033,nus,0.0,0.0,0.0
V1_Fallback50,C0,66033,novel,1.0,1.0,0.0
V1_Fallback50,C0,66033,unique,1.0,1.0,0.0
V1_Fallback50,C0,66033,rmsd,0.005361716386515165,0.057692771065473894,-0.05233105467895873
V1_Fallback50,C0,66033,pre_relaxation_max_force,0.07309041917324066,0.12126755714416504,-0.04817713797092438
V1_Fallback50,C0,66034,e_hull,0.10206833641817958,0.033317012910160315,0.06875132350801927
V1_Fallback50,C0,66034,stable,0.0,1.0,-1.0
V1_Fallback50,C0,66034,nus,0.0,1.0,-1.0
V1_Fallback50,C0,66034,novel,1.0,1.0,0.0
V1_Fallback50,C0,66034,unique,1.0,1.0,0.0
V1_Fallback50,C0,66034,rmsd,0.36974958863575674,0.07211340280901993,0.2976361858267368
V1_Fallback50,C0,66034,pre_relaxation_max_force,0.5755005478858948,0.6077642440795898,-0.03226369619369507
V1_Fallback50,C0,66035,e_hull,0.07708534440645387,0.13311116281249546,-0.056025818406041594
V1_Fallback50,C0,66035,stable,1.0,0.0,1.0
V1_Fallback50,C0,66035,nus,1.0,0.0,1.0
V1_Fallback50,C0,66035,novel,1.0,1.0,0.0
V1_Fallback50,C0,66035,unique,1.0,1.0,0.0
V1_Fallback50,C0,66035,rmsd,0.07503906246209259,0.5987360133149833,-0.5236969508528907
V1_Fallback50,C0,66035,pre_relaxation_max_force,1.015760064125061,0.7868689298629761,0.22889113426208496
V1_Fallback50,C0,66036,e_hull,0.03294879274169915,0.009373737678222582,0.02357505506347657
V1_Fallback50,C0,66036,stable,1.0,1.0,0.0
V1_Fallback50,C0,66036,nus,1.0,1.0,0.0
V1_Fallback50,C0,66036,novel,1.0,1.0,0.0
V1_Fallback50,C0,66036,unique,1.0,1.0,0.0
V1_Fallback50,C0,66036,rmsd,0.004144504499510508,0.029910411394448673,-0.025765906894938163
V1_Fallback50,C0,66036,pre_relaxation_max_force,0.12495706230401993,0.035139817744493484,0.08981724455952644
V1_Fallback50,C0,66037,e_hull,0.08620301099380967,0.07711136446720523,0.009091646526604436
V1_Fallback50,C0,66037,stable,1.0,1.0,0.0
V1_Fallback50,C0,66037,nus,1.0,1.0,0.0
V1_Fallback50,C0,66037,novel,1.0,1.0,0.0
V1_Fallback50,C0,66037,unique,1.0,1.0,0.0
V1_Fallback50,C0,66037,rmsd,0.004008836582303426,0.02754346422715552,-0.023534627644852094
V1_Fallback50,C0,66037,pre_relaxation_max_force,0.09578205645084381,0.17779125273227692,-0.0820091962814331
V1_Fallback50,C0,66038,e_hull,0.1584322505920408,0.07212748288574211,0.08630476770629869
V1_Fallback50,C0,66038,stable,0.0,1.0,-1.0
V1_Fallback50,C0,66038,nus,0.0,1.0,-1.0
V1_Fallback50,C0,66038,novel,1.0,1.0,0.0
V1_Fallback50,C0,66038,unique,1.0,1.0,0.0
V1_Fallback50,C0,66038,rmsd,0.165287345613895,0.013817141520431444,0.15147020409346354
V1_Fallback50,C0,66038,pre_relaxation_max_force,0.8334293365478516,0.21643872559070587,0.6169906109571457
V1_Fallback50,C0,66039,e_hull,0.18526931993326912,0.1263515681901044,0.058917751743164715
V1_Fallback50,C0,66039,stable,0.0,0.0,0.0
V1_Fallback50,C0,66039,nus,0.0,0.0,0.0
V1_Fallback50,C0,66039,novel,1.0,1.0,0.0
V1_Fallback50,C0,66039,unique,1.0,1.0,0.0
V1_Fallback50,C0,66039,rmsd,0.056793835993338,0.11725361391740349,-0.06045977792406549
V1_Fallback50,C0,66039,pre_relaxation_max_force,0.4458279609680176,0.19697979092597961,0.24884817004203796
V1_Fallback50,C0,66040,e_hull,0.05788831043945386,0.06972102452026441,-0.011832714080810547
V1_Fallback50,C0,66040,stable,1.0,1.0,0.0
V1_Fallback50,C0,66040,nus,0.0,0.0,0.0
V1_Fallback50,C0,66040,novel,0.0,0.0,0.0
V1_Fallback50,C0,66040,unique,1.0,1.0,0.0
V1_Fallback50,C0,66040,rmsd,0.010728655879859739,0.004223342965979895,0.006505312913879844
V1_Fallback50,C0,66040,pre_relaxation_max_force,0.1816319227218628,0.12719938158988953,0.05443254113197327
V1_Fallback50,C0,66041,e_hull,0.1627729924348973,0.20127325643066385,-0.03850026399576656
V1_Fallback50,C0,66041,stable,0.0,0.0,0.0
V1_Fallback50,C0,66041,nus,0.0,0.0,0.0
V1_Fallback50,C0,66041,novel,1.0,1.0,0.0
V1_Fallback50,C0,66041,unique,1.0,1.0,0.0
V1_Fallback50,C0,66041,rmsd,0.0011832833340846237,0.00367933469414861,-0.0024960513600639864
V1_Fallback50,C0,66041,pre_relaxation_max_force,0.03719265013933182,0.16281259059906006,-0.12561994045972824
V1_Fallback50,C0,66042,e_hull,0.10288524032442048,0.05316562097460853,0.04971961934981195
V1_Fallback50,C0,66042,stable,0.0,1.0,-1.0
V1_Fallback50,C0,66042,nus,0.0,1.0,-1.0
V1_Fallback50,C0,66042,novel,1.0,1.0,0.0
V1_Fallback50,C0,66042,unique,1.0,1.0,0.0
V1_Fallback50,C0,66042,rmsd,0.03004475123155519,0.004600982073525802,0.025443769158029386
V1_Fallback50,C0,66042,pre_relaxation_max_force,0.07853619009256363,0.07873105257749557,-0.0001948624849319458
V1_Fallback50,C0,66043,e_hull,0.14593326791211148,0.3366130872851585,-0.190679819373047
V1_Fallback50,C0,66043,stable,0.0,0.0,0.0
V1_Fallback50,C0,66043,nus,0.0,0.0,0.0
V1_Fallback50,C0,66043,novel,1.0,1.0,0.0
V1_Fallback50,C0,66043,unique,1.0,1.0,0.0
V1_Fallback50,C0,66043,rmsd,0.0021935106696822164,0.041054931116515446,-0.03886142044683323
V1_Fallback50,C0,66043,pre_relaxation_max_force,0.05338947847485542,0.27401530742645264,-0.2206258289515972
V1_Fallback50,C0,66044,e_hull,0.16927473888790168,0.006641542519522758,0.16263319636837892
V1_Fallback50,C0,66044,stable,0.0,1.0,-1.0
V1_Fallback50,C0,66044,nus,0.0,0.0,0.0
V1_Fallback50,C0,66044,novel,1.0,0.0,1.0
V1_Fallback50,C0,66044,unique,1.0,1.0,0.0
V1_Fallback50,C0,66044,rmsd,0.053825167073508685,0.005596797762519429,0.048228369310989255
V1_Fallback50,C0,66044,pre_relaxation_max_force,0.8302117586135864,0.3058345317840576,0.5243772268295288
V1_Fallback50,C0,66045,e_hull,0.05350784619574611,0.0646851368652337,-0.011177290669487583
V1_Fallback50,C0,66045,stable,1.0,1.0,0.0
V1_Fallback50,C0,66045,nus,0.0,0.0,0.0
V1_Fallback50,C0,66045,novel,0.0,0.0,0.0
V1_Fallback50,C0,66045,unique,1.0,1.0,0.0
V1_Fallback50,C0,66045,rmsd,0.0010275087101122517,0.011315298905239269,-0.010287790195127017
V1_Fallback50,C0,66045,pre_relaxation_max_force,0.011456379666924477,0.07513455301523209,-0.06367817334830761
V1_Fallback50,C0,66046,e_hull,-0.005883701803385932,0.0773813441927107,-0.08326504599609663
V1_Fallback50,C0,66046,stable,1.0,1.0,0.0
V1_Fallback50,C0,66046,nus,0.0,1.0,-1.0
V1_Fallback50,C0,66046,novel,0.0,1.0,-1.0
V1_Fallback50,C0,66046,unique,1.0,1.0,0.0
V1_Fallback50,C0,66046,rmsd,0.012496924394385834,0.02237374563723642,-0.009876821242850586
V1_Fallback50,C0,66046,pre_relaxation_max_force,0.1413271278142929,0.359048992395401,-0.2177218645811081
V1_Fallback50,C0,66047,e_hull,0.05519714478190174,0.08834077427625875,-0.03314362949435701
V1_Fallback50,C0,66047,stable,1.0,1.0,0.0
V1_Fallback50,C0,66047,nus,1.0,1.0,0.0
V1_Fallback50,C0,66047,novel,1.0,1.0,0.0
V1_Fallback50,C0,66047,unique,1.0,1.0,0.0
V1_Fallback50,C0,66047,rmsd,1.1547551840964452,0.017021520640506157,1.137733663455939
V1_Fallback50,C0,66047,pre_relaxation_max_force,0.15049852430820465,0.06353714317083359,0.08696138113737106
V1_Fallback50,C0,66048,e_hull,0.08891881051171957,-0.0921076482285148,0.18102645874023438
V1_Fallback50,C0,66048,stable,1.0,1.0,0.0
V1_Fallback50,C0,66048,nus,0.0,0.0,0.0
V1_Fallback50,C0,66048,novel,0.0,0.0,0.0
V1_Fallback50,C0,66048,unique,1.0,1.0,0.0
V1_Fallback50,C0,66048,rmsd,0.003240148027962249,0.013130477248735931,-0.009890329220773682
V1_Fallback50,C0,66048,pre_relaxation_max_force,0.038450609892606735,0.3303970992565155,-0.29194648936390877
V1_Fallback50,C0,66049,e_hull,0.051586172802734254,0.04487961424837117,0.006706558554363085
V1_Fallback50,C0,66049,stable,1.0,1.0,0.0
V1_Fallback50,C0,66049,nus,1.0,1.0,0.0
V1_Fallback50,C0,66049,novel,1.0,1.0,0.0
V1_Fallback50,C0,66049,unique,1.0,1.0,0.0
V1_Fallback50,C0,66049,rmsd,0.03464973335376867,0.04262583770596151,-0.007976104352192842
V1_Fallback50,C0,66049,pre_relaxation_max_force,0.7159450650215149,0.09271132200956345,0.6232337430119514
V1_Fallback50,C0,66050,e_hull,0.15954465544433738,0.07429239160907031,0.08525226383526707
V1_Fallback50,C0,66050,stable,0.0,1.0,-1.0
V1_Fallback50,C0,66050,nus,0.0,0.0,0.0
V1_Fallback50,C0,66050,novel,1.0,0.0,1.0
V1_Fallback50,C0,66050,unique,1.0,1.0,0.0
V1_Fallback50,C0,66050,rmsd,0.011732108383471747,0.000610075872345238,0.01112203251112651
V1_Fallback50,C0,66050,pre_relaxation_max_force,0.15292170643806458,0.00513295317068696,0.14778875326737761
V1_Fallback50,C0,66051,e_hull,0.12975318465494734,0.2332457410205082,-0.10349255636556087
V1_Fallback50,C0,66051,stable,0.0,0.0,0.0
V1_Fallback50,C0,66051,nus,0.0,0.0,0.0
V1_Fallback50,C0,66051,novel,1.0,1.0,0.0
V1_Fallback50,C0,66051,unique,1.0,1.0,0.0
V1_Fallback50,C0,66051,rmsd,0.07943350783380562,0.0015553345038659932,0.07787817332993963
V1_Fallback50,C0,66051,pre_relaxation_max_force,0.31032657623291016,0.09069780260324478,0.21962877362966537
V1_Fallback50,C0,66052,e_hull,0.06873383498290941,0.09363211411135097,-0.02489827912844156
V1_Fallback50,C0,66052,stable,1.0,1.0,0.0
V1_Fallback50,C0,66052,nus,1.0,1.0,0.0
V1_Fallback50,C0,66052,novel,1.0,1.0,0.0
V1_Fallback50,C0,66052,unique,1.0,1.0,0.0
V1_Fallback50,C0,66052,rmsd,0.22757742351873145,0.05687523199274943,0.170702191525982
