method,n,n_input,pre_relaxation_max_force_max,pre_relaxation_max_force_mean,pre_relaxation_max_force_median,pre_relaxation_max_force_p95,relaxation_batch_error,relaxation_failures,relaxation_mode,relaxation_seconds,relaxation_seconds_per_structure,relaxation_steps_max,relaxation_steps_mean,relaxation_success_rate,avg_energy_above_hull_per_atom,avg_rmsd_from_relaxation,frac_novel_structures,frac_novel_unique_stable_structures,frac_stable_structures,frac_unique_structures,source_summary
B0_C0,16,16,3.366518974304199,0.49401790311094373,0.25165271759033203,1.741100400686264,,[],batch,29.349610314005986,1.8343506446253741,653,93.3125,1.0,0.12366424429291395,0.08891314160902569,0.6875,0.1875,0.5,1.0,/mnt/lis-wam-data/dxl/mattergen_v1/experiments/corrector_residual_distillation_v2/relaxation/stage_b_quality/B0_C0/quality_summary.json
B1_V1_Global50,16,16,0.9038615226745605,0.31798972049728036,0.19685643911361694,0.8806582689285278,,[],batch,15.910801046993583,0.994425065437099,192,49.625,1.0,0.1028805151180412,0.03975138083277152,0.625,0.1875,0.5,1.0,/mnt/lis-wam-data/dxl/mattergen_v1/experiments/corrector_residual_distillation_v2/relaxation/stage_b_quality/B1_V1_Global50/quality_summary.json
B2_V2_Global50,16,16,1.4175207614898682,0.30085411114851013,0.2422810047864914,0.780497595667839,,[],batch,21.10097067593597,1.318810667245998,339,48.0,1.0,0.1601504736456527,0.06553813080072038,0.875,0.3125,0.4375,1.0,/mnt/lis-wam-data/dxl/mattergen_v1/experiments/corrector_residual_distillation_v2/relaxation/stage_b_quality/B2_V2_Global50/quality_summary.json
B3_V2_Global75_Late20,16,16,1.0827157497406006,0.3021237124921754,0.14142236858606339,0.8531021624803543,,[],batch,26.774191678967327,1.673386979935458,453,73.0625,1.0,0.13211107472351108,0.06437013856004556,0.75,0.3125,0.5,1.0,/mnt/lis-wam-data/dxl/mattergen_v1/experiments/corrector_residual_distillation_v2/relaxation/stage_b_quality/B3_V2_Global75_Late20/quality_summary.json
B3_V2_Global75_Late30,16,16,1.0826566219329834,0.32656063191825524,0.14234914630651474,0.8602333217859268,,[],batch,27.035040918039158,1.6896900573774474,445,78.875,1.0,0.13922217190990388,0.07236242475269392,0.75,0.25,0.4375,1.0,/mnt/lis-wam-data/dxl/mattergen_v1/experiments/corrector_residual_distillation_v2/relaxation/stage_b_quality/B3_V2_Global75_Late30/quality_summary.json
B3_V2_Global75_Late40,16,16,1.3455368280410767,0.3049228294985369,0.1660957783460617,0.9492909610271454,,[],batch,25.69932810915634,1.6062080068222713,426,65.3125,1.0,0.1397327845470714,0.06415255740532845,0.6875,0.3125,0.625,1.0,/mnt/lis-wam-data/dxl/mattergen_v1/experiments/corrector_residual_distillation_v2/relaxation/stage_b_quality/B3_V2_Global75_Late40/quality_summary.json
B4_V2_Field75_Late30,16,16,2.800969123840332,0.5000520346220583,0.19512242078781128,1.6961031258106232,,[],batch,22.754505038959906,1.422156564934994,354,59.0625,1.0,0.1260997272638577,0.056555900820717604,0.75,0.375,0.5625,1.0,/mnt/lis-wam-data/dxl/mattergen_v1/experiments/corrector_residual_distillation_v2/relaxation/stage_b_quality/B4_V2_Field75_Late30/quality_summary.json
B4a_V2_Atomic75_Late30,16,16,1.6166821718215942,0.41700264252722263,0.19512216746807098,1.1747090220451355,,[],batch,23.954057262977585,1.497128578936099,373,66.875,1.0,0.12668823337332918,0.05443177344907782,0.75,0.375,0.5625,1.0,/mnt/lis-wam-data/dxl/mattergen_v1/experiments/corrector_residual_distillation_v2/relaxation/stage_b_quality/B4a_V2_Atomic75_Late30/quality_summary.json
B5_V2_EarlyReuse20_Field75_Late30,16,16,0.9796831011772156,0.3716603868815582,0.16131040453910828,0.9353781491518021,,[],batch,17.192565465113148,1.0745353415695718,385,77.0625,1.0,0.11729129437574753,0.058715692652254584,0.75,0.25,0.4375,1.0,/mnt/lis-wam-data/dxl/mattergen_v1/experiments/corrector_residual_distillation_v2/relaxation/stage_b_quality/B5_V2_EarlyReuse20_Field75_Late30/quality_summary.json
