method,seed,success,formula,num_atoms,guidance_schedule,coverage_target,checkpoint_sha256,adapter_checkpoint_sha256,timing_includes_teacher_recording,failure_return_code,failure_log_path,run_summary_path,structure_path,elapsed_seconds,time_per_sample,samples_per_hour,mattergen_score_calls,saved_score_calls,adapter_calls,adapter_accept_calls,adapter_acceptance_overall,adapter_acceptance_eligible,fallback_calls,adapter_coverage,second_forward_avoidance,forward_reduction,peak_allocated_bytes,adapter_seconds,exact_fallback_seconds,dagger_teacher_seconds,dagger_teacher_calls,late_exact_calls,early_reuse_calls,field_risk_fallback_calls
C0,66040,True,Fe3Co5,8,constant,0.0,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,,False,0,,/mnt/lis-wam-data/dxl/mattergen_v1/experiments/corrector_residual_distillation_v2/generation/C0/66040/run_summary.json,/mnt/lis-wam-data/dxl/mattergen_v1/experiments/corrector_residual_distillation_v2/generation/C0/66040/generated_crystals.extxyz,121.93171400600113,121.93171400600113,29.524722336166114,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,286829056.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C0,66041,True,EuGdGe,6,constant,0.0,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,,False,0,,/mnt/lis-wam-data/dxl/mattergen_v1/experiments/corrector_residual_distillation_v2/generation/C0/66041/run_summary.json,/mnt/lis-wam-data/dxl/mattergen_v1/experiments/corrector_residual_distillation_v2/generation/C0/66041/generated_crystals.extxyz,112.75376548990607,112.75376548990607,31.92798027062146,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,273198592.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C0,66042,True,Eu2Pt3,5,constant,0.0,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,,False,0,,/mnt/lis-wam-data/dxl/mattergen_v1/experiments/corrector_residual_distillation_v2/generation/C0/66042/run_summary.json,/mnt/lis-wam-data/dxl/mattergen_v1/experiments/corrector_residual_distillation_v2/generation/C0/66042/generated_crystals.extxyz,119.22538653202355,119.22538653202355,30.19491154287893,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,264430592.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C0,66043,True,Eu3SeN,10,constant,0.0,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,,False,0,,/mnt/lis-wam-data/dxl/mattergen_v1/experiments/corrector_residual_distillation_v2/generation/C0/66043/run_summary.json,/mnt/lis-wam-data/dxl/mattergen_v1/experiments/corrector_residual_distillation_v2/generation/C0/66043/generated_crystals.extxyz,112.43037594202906,112.43037594202906,32.01981644049842,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,303191040.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C0,66044,True,Gd2Si2O7,11,constant,0.0,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,,False,0,,/mnt/lis-wam-data/dxl/mattergen_v1/experiments/corrector_residual_distillation_v2/generation/C0/66044/run_summary.json,/mnt/lis-wam-data/dxl/mattergen_v1/experiments/corrector_residual_distillation_v2/generation/C0/66044/generated_crystals.extxyz,122.67279801797122,122.67279801797122,29.346359243168237,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,309688320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C0,66045,True,MnCo2,6,constant,0.0,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,,False,0,,/mnt/lis-wam-data/dxl/mattergen_v1/experiments/corrector_residual_distillation_v2/generation/C0/66045/run_summary.json,/mnt/lis-wam-data/dxl/mattergen_v1/experiments/corrector_residual_distillation_v2/generation/C0/66045/generated_crystals.extxyz,123.42903996584937,123.42903996584937,29.166555949848238,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,273187840.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C0,66046,True,Eu3Mn2CuS6,12,constant,0.0,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,,False,0,,/mnt/lis-wam-data/dxl/mattergen_v1/experiments/corrector_residual_distillation_v2/generation/C0/66046/run_summary.json,/mnt/lis-wam-data/dxl/mattergen_v1/experiments/corrector_residual_distillation_v2/generation/C0/66046/generated_crystals.extxyz,116.08270560321398,116.08270560321398,31.01237157846127,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,316062720.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C0,66047,True,LiEu2,12,constant,0.0,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,,False,0,,/mnt/lis-wam-data/dxl/mattergen_v1/experiments/corrector_residual_distillation_v2/generation/C0/66047/run_summary.json,/mnt/lis-wam-data/dxl/mattergen_v1/experiments/corrector_residual_distillation_v2/generation/C0/66047/generated_crystals.extxyz,114.00065844296478,114.00065844296478,31.578764975301453,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,317941760.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C0,66048,True,Eu3TaO6,10,constant,0.0,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,,False,0,,/mnt/lis-wam-data/dxl/mattergen_v1/experiments/corrector_residual_distillation_v2/generation/C0/66048/run_summary.json,/mnt/lis-wam-data/dxl/mattergen_v1/experiments/corrector_residual_distillation_v2/generation/C0/66048/generated_crystals.extxyz,114.8920367360115,114.8920367360115,31.333764308415503,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,302017024.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C0,66049,True,Eu2SiPt,12,constant,0.0,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,,False,0,,/mnt/lis-wam-data/dxl/mattergen_v1/experiments/corrector_residual_distillation_v2/generation/C0/66049/run_summary.json,/mnt/lis-wam-data/dxl/mattergen_v1/experiments/corrector_residual_distillation_v2/generation/C0/66049/generated_crystals.extxyz,122.40484711201862,122.40484711201862,29.410600028816386,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,316279808.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C0,66050,True,Mn2CoNi,4,constant,0.0,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,,False,0,,/mnt/lis-wam-data/dxl/mattergen_v1/experiments/corrector_residual_distillation_v2/generation/C0/66050/run_summary.json,/mnt/lis-wam-data/dxl/mattergen_v1/experiments/corrector_residual_distillation_v2/generation/C0/66050/generated_crystals.extxyz,117.13677397905849,117.13677397905849,30.733303280518907,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,257396224.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C0,66051,True,Fe5Ge,6,constant,0.0,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,,False,0,,/mnt/lis-wam-data/dxl/mattergen_v1/experiments/corrector_residual_distillation_v2/generation/C0/66051/run_summary.json,/mnt/lis-wam-data/dxl/mattergen_v1/experiments/corrector_residual_distillation_v2/generation/C0/66051/generated_crystals.extxyz,118.37653628294356,118.37653628294356,30.411432138842795,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,273374720.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C0,66052,True,Gd5TaO10,16,constant,0.0,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,,False,0,,/mnt/lis-wam-data/dxl/mattergen_v1/experiments/corrector_residual_distillation_v2/generation/C0/66052/run_summary.json,/mnt/lis-wam-data/dxl/mattergen_v1/experiments/corrector_residual_distillation_v2/generation/C0/66052/generated_crystals.extxyz,114.1556729990989,114.1556729990989,31.535883460022326,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345503744.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C0,66053,True,Mn4Fe8GeB3,16,constant,0.0,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,,False,0,,/mnt/lis-wam-data/dxl/mattergen_v1/experiments/corrector_residual_distillation_v2/generation/C0/66053/run_summary.json,/mnt/lis-wam-data/dxl/mattergen_v1/experiments/corrector_residual_distillation_v2/generation/C0/66053/generated_crystals.extxyz,113.71067651500925,113.71067651500925,31.65929629769477,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,344749568.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C0,66054,True,Fe2CoNi,4,constant,0.0,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,,False,0,,/mnt/lis-wam-data/dxl/mattergen_v1/experiments/corrector_residual_distillation_v2/generation/C0/66054/run_summary.json,/mnt/lis-wam-data/dxl/mattergen_v1/experiments/corrector_residual_distillation_v2/generation/C0/66054/generated_crystals.extxyz,115.20214254385792,115.20214254385792,31.24941880859087,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,257134592.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C0,66055,True,MnFe4Re,6,constant,0.0,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,,False,0,,/mnt/lis-wam-data/dxl/mattergen_v1/experiments/corrector_residual_distillation_v2/generation/C0/66055/run_summary.json,/mnt/lis-wam-data/dxl/mattergen_v1/experiments/corrector_residual_distillation_v2/generation/C0/66055/generated_crystals.extxyz,112.87880615098402,112.87880615098402,31.892612287064104,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,273266176.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C0,66056,True,Gd3Se2O4F,10,constant,0.0,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,,False,0,,/mnt/lis-wam-data/dxl/mattergen_v1/experiments/corrector_residual_distillation_v2/generation/C0/66056/run_summary.json,/mnt/lis-wam-data/dxl/mattergen_v1/experiments/corrector_residual_distillation_v2/generation/C0/66056/generated_crystals.extxyz,113.6363853099756,113.6363853099756,31.679993957744916,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,303696384.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C0,66057,True,SmGdP2,4,constant,0.0,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,,False,0,,/mnt/lis-wam-data/dxl/mattergen_v1/experiments/corrector_residual_distillation_v2/generation/C0/66057/run_summary.json,/mnt/lis-wam-data/dxl/mattergen_v1/experiments/corrector_residual_distillation_v2/generation/C0/66057/generated_crystals.extxyz,112.23058147309348,112.23058147309348,32.07681857073043,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,259194880.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C0,66058,True,Eu3S4,7,constant,0.0,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,,False,0,,/mnt/lis-wam-data/dxl/mattergen_v1/experiments/corrector_residual_distillation_v2/generation/C0/66058/run_summary.json,/mnt/lis-wam-data/dxl/mattergen_v1/experiments/corrector_residual_distillation_v2/generation/C0/66058/generated_crystals.extxyz,120.08294823300093,120.08294823300093,29.97927726603448,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,280897536.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C0,66059,True,Fe11H9,20,constant,0.0,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,,False,0,,/mnt/lis-wam-data/dxl/mattergen_v1/experiments/corrector_residual_distillation_v2/generation/C0/66059/run_summary.json,/mnt/lis-wam-data/dxl/mattergen_v1/experiments/corrector_residual_distillation_v2/generation/C0/66059/generated_crystals.extxyz,114.08153616008349,114.08153616008349,31.55637731725794,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,377216000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C0,66060,True,BaMn3(FeO3)3,16,constant,0.0,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,,False,0,,/mnt/lis-wam-data/dxl/mattergen_v1/experiments/corrector_residual_distillation_v2/generation/C0/66060/run_summary.json,/mnt/lis-wam-data/dxl/mattergen_v1/experiments/corrector_residual_distillation_v2/generation/C0/66060/generated_crystals.extxyz,113.30402637901716,113.30402637901716,31.772922066842685,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,343976448.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C0,66061,True,EuCr(CoH4)2,12,constant,0.0,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,,False,0,,/mnt/lis-wam-data/dxl/mattergen_v1/experiments/corrector_residual_distillation_v2/generation/C0/66061/run_summary.json,/mnt/lis-wam-data/dxl/mattergen_v1/experiments/corrector_residual_distillation_v2/generation/C0/66061/generated_crystals.extxyz,119.56012446596287,119.56012446596287,30.110373471757892,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,317587968.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C0,66062,True,Mn3Fe5As4,12,constant,0.0,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,,False,0,,/mnt/lis-wam-data/dxl/mattergen_v1/experiments/corrector_residual_distillation_v2/generation/C0/66062/run_summary.json,/mnt/lis-wam-data/dxl/mattergen_v1/experiments/corrector_residual_distillation_v2/generation/C0/66062/generated_crystals.extxyz,115.39274645107798,115.39274645107798,31.19780151455412,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,317990912.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C0,66063,True,Eu3Si,8,constant,0.0,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,,False,0,,/mnt/lis-wam-data/dxl/mattergen_v1/experiments/corrector_residual_distillation_v2/generation/C0/66063/run_summary.json,/mnt/lis-wam-data/dxl/mattergen_v1/experiments/corrector_residual_distillation_v2/generation/C0/66063/generated_crystals.extxyz,113.08290766295977,113.08290766295977,31.8350498267138,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,286883840.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
V1_Fallback50,66000,True,Fe5Co6Ge,12,constant,0.5,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,fae136412448be0b82267dd1a40d0168cf4847130d41cfa4295c8def715108c4,False,0,,/mnt/lis-wam-data/dxl/mattergen_v1/experiments/corrector_residual_distillation_v2/generation/V1_Fallback50/66000/run_summary.json,/mnt/lis-wam-data/dxl/mattergen_v1/experiments/corrector_residual_distillation_v2/generation/V1_Fallback50/66000/generated_crystals.extxyz,98.48351025208831,98.48351025208831,36.55434286191747,1587.0,413.0,1000.0,413.0,0.413,0.413,587.0,0.413,0.413,0.2065,315772416.0,4.461240607546642,31.662778606871143,0.0,0.0,0.0,0.0,0.0
V1_Fallback50,66001,True,Sm3Fe5,8,constant,0.5,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,fae136412448be0b82267dd1a40d0168cf4847130d41cfa4295c8def715108c4,False,0,,/mnt/lis-wam-data/dxl/mattergen_v1/experiments/corrector_residual_distillation_v2/generation/V1_Fallback50/66001/run_summary.json,/mnt/lis-wam-data/dxl/mattergen_v1/experiments/corrector_residual_distillation_v2/generation/V1_Fallback50/66001/generated_crystals.extxyz,85.88701686193235,85.88701686193235,41.915531957375805,1346.0,654.0,1000.0,654.0,0.654,0.654,346.0,0.654,0.654,0.327,287067648.0,4.472956055542454,18.516155547462404,0.0,0.0,0.0,0.0,0.0
V1_Fallback50,66002,True,FeNi3,12,constant,0.5,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,fae136412448be0b82267dd1a40d0168cf4847130d41cfa4295c8def715108c4,False,0,,/mnt/lis-wam-data/dxl/mattergen_v1/experiments/corrector_residual_distillation_v2/generation/V1_Fallback50/66002/run_summary.json,/mnt/lis-wam-data/dxl/mattergen_v1/experiments/corrector_residual_distillation_v2/generation/V1_Fallback50/66002/generated_crystals.extxyz,96.71961787994951,96.71961787994951,37.22099072463663,1556.0,444.0,1000.0,444.0,0.444,0.444,556.0,0.444,0.444,0.222,318069760.0,4.516788310138509,30.010650482727215,0.0,0.0,0.0,0.0,0.0
V1_Fallback50,66003,True,Fe2Rh,6,constant,0.5,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,fae136412448be0b82267dd1a40d0168cf4847130d41cfa4295c8def715108c4,False,0,,/mnt/lis-wam-data/dxl/mattergen_v1/experiments/corrector_residual_distillation_v2/generation/V1_Fallback50/66003/run_summary.json,/mnt/lis-wam-data/dxl/mattergen_v1/experiments/corrector_residual_distillation_v2/generation/V1_Fallback50/66003/generated_crystals.extxyz,81.48103882279247,81.48103882279247,44.18205820656501,1313.0,687.0,1000.0,687.0,0.687,0.687,313.0,0.687,0.687,0.3435,271984640.0,4.292887919349596,16.456641546450555,0.0,0.0,0.0,0.0,0.0
V1_Fallback50,66004,True,FeNi3O4,8,constant,0.5,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,fae136412448be0b82267dd1a40d0168cf4847130d41cfa4295c8def715108c4,False,0,,/mnt/lis-wam-data/dxl/mattergen_v1/experiments/corrector_residual_distillation_v2/generation/V1_Fallback50/66004/run_summary.json,/mnt/lis-wam-data/dxl/mattergen_v1/experiments/corrector_residual_distillation_v2/generation/V1_Fallback50/66004/generated_crystals.extxyz,87.0257196740713,87.0257196740713,41.36708105928591,1387.0,613.0,1000.0,613.0,0.613,0.613,387.0,0.613,0.613,0.3065,286352384.0,4.437094402033836,20.771913293749094,0.0,0.0,0.0,0.0,0.0
V1_Fallback50,66005,True,BaEu2Fe3O8,14,constant,0.5,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,fae136412448be0b82267dd1a40d0168cf4847130d41cfa4295c8def715108c4,False,0,,/mnt/lis-wam-data/dxl/mattergen_v1/experiments/corrector_residual_distillation_v2/generation/V1_Fallback50/66005/run_summary.json,/mnt/lis-wam-data/dxl/mattergen_v1/experiments/corrector_residual_distillation_v2/generation/V1_Fallback50/66005/generated_crystals.extxyz,101.03480844409205,101.03480844409205,35.63128445967285,1655.0,345.0,1000.0,345.0,0.345,0.345,655.0,0.345,0.345,0.1725,333224960.0,4.370799203403294,35.07298241276294,0.0,0.0,0.0,0.0,0.0
V1_Fallback50,66006,True,Eu2AlAu,4,constant,0.5,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,fae136412448be0b82267dd1a40d0168cf4847130d41cfa4295c8def715108c4,False,0,,/mnt/lis-wam-data/dxl/mattergen_v1/experiments/corrector_residual_distillation_v2/generation/V1_Fallback50/66006/run_summary.json,/mnt/lis-wam-data/dxl/mattergen_v1/experiments/corrector_residual_distillation_v2/generation/V1_Fallback50/66006/generated_crystals.extxyz,83.89827658701688,83.89827658701688,42.90910548402247,1268.0,732.0,1000.0,732.0,0.732,0.732,268.0,0.732,0.732,0.366,260455936.0,4.649754857644439,15.594929343322292,0.0,0.0,0.0,0.0,0.0
V1_Fallback50,66007,True,ZnFe3H,10,constant,0.5,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,fae136412448be0b82267dd1a40d0168cf4847130d41cfa4295c8def715108c4,False,0,,/mnt/lis-wam-data/dxl/mattergen_v1/experiments/corrector_residual_distillation_v2/generation/V1_Fallback50/66007/run_summary.json,/mnt/lis-wam-data/dxl/mattergen_v1/experiments/corrector_residual_distillation_v2/generation/V1_Fallback50/66007/generated_crystals.extxyz,90.43514416902326,90.43514416902326,39.807533156265016,1440.0,560.0,1000.0,560.0,0.56,0.56,440.0,0.56,0.56,0.28,303143424.0,4.475477802567184,23.82872072258033,0.0,0.0,0.0,0.0,0.0
V1_Fallback50,66008,True,CaEuGdTaO6,10,constant,0.5,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,fae136412448be0b82267dd1a40d0168cf4847130d41cfa4295c8def715108c4,False,0,,/mnt/lis-wam-data/dxl/mattergen_v1/experiments/corrector_residual_distillation_v2/generation/V1_Fallback50/66008/run_summary.json,/mnt/lis-wam-data/dxl/mattergen_v1/experiments/corrector_residual_distillation_v2/generation/V1_Fallback50/66008/generated_crystals.extxyz,99.22721275407821,99.22721275407821,36.280370072695014,1477.0,523.0,1000.0,523.0,0.523,0.523,477.0,0.523,0.523,0.2615,300048384.0,5.16637564310804,27.4653179240413,0.0,0.0,0.0,0.0,0.0
V1_Fallback50,66009,True,Fe4CoRe,6,constant,0.5,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,fae136412448be0b82267dd1a40d0168cf4847130d41cfa4295c8def715108c4,False,0,,/mnt/lis-wam-data/dxl/mattergen_v1/experiments/corrector_residual_distillation_v2/generation/V1_Fallback50/66009/run_summary.json,/mnt/lis-wam-data/dxl/mattergen_v1/experiments/corrector_residual_distillation_v2/generation/V1_Fallback50/66009/generated_crystals.extxyz,82.34769367892295,82.34769367892295,43.717071349157,1311.0,689.0,1000.0,689.0,0.689,0.689,311.0,0.689,0.689,0.3445,273393152.0,4.405066494364291,16.53517410205677,0.0,0.0,0.0,0.0,0.0
V1_Fallback50,66010,True,Eu4Cu3Au5,12,constant,0.5,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,fae136412448be0b82267dd1a40d0168cf4847130d41cfa4295c8def715108c4,False,0,,/mnt/lis-wam-data/dxl/mattergen_v1/experiments/corrector_residual_distillation_v2/generation/V1_Fallback50/66010/run_summary.json,/mnt/lis-wam-data/dxl/mattergen_v1/experiments/corrector_residual_distillation_v2/generation/V1_Fallback50/66010/generated_crystals.extxyz,93.37812138092704,93.37812138092704,38.55292810308474,1506.0,494.0,1000.0,494.0,0.494,0.494,506.0,0.494,0.494,0.247,315836416.0,4.3067964820656925,26.740347117185593,0.0,0.0,0.0,0.0,0.0
V1_Fallback50,66011,True,Fe5Ge,12,constant,0.5,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,fae136412448be0b82267dd1a40d0168cf4847130d41cfa4295c8def715108c4,False,0,,/mnt/lis-wam-data/dxl/mattergen_v1/experiments/corrector_residual_distillation_v2/generation/V1_Fallback50/66011/run_summary.json,/mnt/lis-wam-data/dxl/mattergen_v1/experiments/corrector_residual_distillation_v2/generation/V1_Fallback50/66011/generated_crystals.extxyz,99.22235508891754,99.22235508891754,36.282146264053914,1575.0,425.0,1000.0,425.0,0.425,0.425,575.0,0.425,0.425,0.2125,314885120.0,4.424199296161532,30.772044131997973,0.0,0.0,0.0,0.0,0.0
V1_Fallback50,66012,True,NaEu3,8,constant,0.5,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,fae136412448be0b82267dd1a40d0168cf4847130d41cfa4295c8def715108c4,False,0,,/mnt/lis-wam-data/dxl/mattergen_v1/experiments/corrector_residual_distillation_v2/generation/V1_Fallback50/66012/run_summary.json,/mnt/lis-wam-data/dxl/mattergen_v1/experiments/corrector_residual_distillation_v2/generation/V1_Fallback50/66012/generated_crystals.extxyz,87.51508936099708,87.51508936099708,41.13576328706139,1439.0,561.0,1000.0,561.0,0.561,0.561,439.0,0.561,0.561,0.2805,287668736.0,4.2934313712175936,23.005499445367604,0.0,0.0,0.0,0.0,0.0
V1_Fallback50,66013,True,Eu3GeP,5,constant,0.5,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,fae136412448be0b82267dd1a40d0168cf4847130d41cfa4295c8def715108c4,False,0,,/mnt/lis-wam-data/dxl/mattergen_v1/experiments/corrector_residual_distillation_v2/generation/V1_Fallback50/66013/run_summary.json,/mnt/lis-wam-data/dxl/mattergen_v1/experiments/corrector_residual_distillation_v2/generation/V1_Fallback50/66013/generated_crystals.extxyz,79.3400203329511,79.3400203329511,45.3743266625414,1282.0,718.0,1000.0,718.0,0.718,0.718,282.0,0.718,0.718,0.359,264625664.0,4.264397743158042,14.73194863833487,0.0,0.0,0.0,0.0,0.0
V1_Fallback50,66014,True,Mn2FeCo,4,constant,0.5,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,fae136412448be0b82267dd1a40d0168cf4847130d41cfa4295c8def715108c4,False,0,,/mnt/lis-wam-data/dxl/mattergen_v1/experiments/corrector_residual_distillation_v2/generation/V1_Fallback50/66014/run_summary.json,/mnt/lis-wam-data/dxl/mattergen_v1/experiments/corrector_residual_distillation_v2/generation/V1_Fallback50/66014/generated_crystals.extxyz,85.5269096698612,85.5269096698612,42.09201541241473,1253.0,747.0,1000.0,747.0,0.747,0.747,253.0,0.747,0.747,0.3735,257783296.0,4.93954566353932,14.3721456869971,0.0,0.0,0.0,0.0,0.0
V1_Fallback50,66015,True,CrFe2PO6,10,constant,0.5,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,fae136412448be0b82267dd1a40d0168cf4847130d41cfa4295c8def715108c4,False,0,,/mnt/lis-wam-data/dxl/mattergen_v1/experiments/corrector_residual_distillation_v2/generation/V1_Fallback50/66015/run_summary.json,/mnt/lis-wam-data/dxl/mattergen_v1/experiments/corrector_residual_distillation_v2/generation/V1_Fallback50/66015/generated_crystals.extxyz,91.70355255994946,91.70355255994946,39.25693061505516,1370.0,630.0,1000.0,630.0,0.63,0.63,370.0,0.63,0.63,0.315,304078848.0,4.967158701270819,21.12314340658486,0.0,0.0,0.0,0.0,0.0
V1_Fallback50,66016,True,Eu2MgAg,4,constant,0.5,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,fae136412448be0b82267dd1a40d0168cf4847130d41cfa4295c8def715108c4,False,0,,/mnt/lis-wam-data/dxl/mattergen_v1/experiments/corrector_residual_distillation_v2/generation/V1_Fallback50/66016/run_summary.json,/mnt/lis-wam-data/dxl/mattergen_v1/experiments/corrector_residual_distillation_v2/generation/V1_Fallback50/66016/generated_crystals.extxyz,78.38080908497795,78.38080908497795,45.92961009240152,1255.0,745.0,1000.0,745.0,0.745,0.745,255.0,0.745,0.745,0.3725,257906688.0,4.323810452828184,13.389282734831795,0.0,0.0,0.0,0.0,0.0
