method,baseline,n_paired,time_per_sample_mean,time_per_sample_median,time_per_sample_std,samples_per_hour_from_mean_time,paired_time_delta_mean,paired_time_delta_median,paired_time_delta_std,paired_time_delta_bootstrap95_low,paired_time_delta_bootstrap95_high,paired_speedup_mean,paired_speedup_median,paired_speedup_std,paired_speedup_bootstrap95_low,paired_speedup_bootstrap95_high,logical_score_calls_mean,second_forward_calls_mean,adapter_calls_mean,fallback_calls_mean,adapter_acceptance_overall_mean,second_forward_avoidance_mean,forward_reduction_mean,peak_allocated_bytes_mean,bootstrap_samples,bootstrap_seed
C0,C0,64,116.02911421163299,114.44022786046844,3.4329129177831095,31.02669553637829,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,2000.0,1000.0,0.0,0.0,0.0,0.0,0.0,301996032.0,10000,20260905
V1_Fallback50,C0,64,93.5780120173331,92.25082319660578,10.214628935357453,38.470575751632616,-22.451102194299892,-24.74405486951582,10.701048928806053,-24.91972798771376,-19.77439904160665,1.2536501597325236,1.2754408063756397,0.1334291175121135,1.221271792773056,1.2858233576686322,1472.921875,472.921875,1000.0,472.921875,0.5270781250000001,0.5270781250000001,0.26353906250000003,301158648.0,10000,20260905
V2_Frozen_Atomic75_Late30,C0,64,87.0612258100482,85.02701064606663,6.524358360370303,41.350210343403006,-28.967888401584787,-29.41723858844489,7.201074671575619,-30.689926219829704,-27.195905693977785,1.3395999109742354,1.3465059163258157,0.10185932159134653,1.3147504116284185,1.3639872144244085,1394.140625,394.140625,700.0,394.140625,0.6058593750000001,0.6058593750000001,0.30292968750000004,300834312.0,10000,20260905
