method,n,maxF_mean_ev_per_a,maxF_median_ev_per_a,maxF_p95_ev_per_a,atomic_force_mean_ev_per_a,rmsd_mean_a,e_hull_mean_ev_per_atom,stable_fraction,nus_fraction,novel_fraction,unique_fraction,mag_mae_a3,mag_hit_fraction,validity_fraction,minimum_distance_min_a,relaxation_steps_mean,surrogate_property_eval,dft_verified,maxF_p75_ev_per_a,maxF_p90_ev_per_a,maxF_max_ev_per_a,high_maxF_gt_0_2_fraction,generation_seconds_mean,end_to_end_seconds_mean,mattergen_score_calls_mean,actual_mattersim_calls_mean,actual_mattersim_calls_total,failed_mattersim_calls_total,peak_allocated_gib_max,fallback_total
C0,32,0.214179111061563,0.12231723432305636,0.7550204133395327,0.10367375776566887,0.09064298202226866,0.03306087941181221,0.875,0.34375,0.46875,0.75,0.00789990501206664,0.75,1.0,1.6553448488476874,62.65625,True,False,0.22157599086373148,0.509006266319732,0.9362372130882756,0.25,84.55636092574969,84.55636092574969,2000.0,0.0,0,0,0.34871959686279297,0
F0,32,0.16364968049584014,0.07447512218874969,0.6739345011852643,0.07739429116887613,0.08892386974185157,0.03303818891695692,0.875,0.34375,0.46875,0.75,0.00788560727406169,0.75,1.0,1.6596424537536718,57.0625,True,False,0.16394439537366423,0.3897926128088664,0.9271205863801528,0.25,85.05567699524727,85.3786244604944,2000.0,20.0,640,0,0.4326777458190918,0
POST,32,0.04327507908902397,0.00027183020740449205,0.20718271567561306,0.01682176083353661,0.08369571575584292,0.033033544532497044,0.875,0.34375,0.46875,0.75,0.007933327810693929,0.75,1.0,1.651959439922844,52.78125,True,False,0.005571489150238483,0.12028063600806818,0.7429282447521292,0.0625,85.22612977533754,85.38156319449809,2000.0,20.0,640,0,0.46283817291259766,0
