trial,selector,energy_above_hull_per_atom,rmsd_from_relaxation,stable,novel_unique_stable,comp_validity,structure_validity,novel,unique,converged,ehull_change_vs_first,rmsd_relative_change_vs_first,stable_change_vs_first,nus_change_vs_first
0,baseline_first,0.13694945637766007,0.04961599203339115,0.40625,0.28125,0.890625,1.0,0.765625,0.984375,1.0,0.0,0.0,0.0,0.0
0,oracle_min_ehull,0.060056683613414645,0.022353614672779958,0.84375,0.4375,1.0,1.0,0.578125,0.921875,1.0,-0.07689277276424542,-0.5494675455095978,0.4375,0.15625
0,oracle_min_rmsd,0.09598025891258562,0.005744701753932514,0.609375,0.203125,1.0,1.0,0.53125,0.96875,1.0,-0.04096919746507445,-0.8842167309671773,0.203125,-0.078125
0,oracle_stable_quality,0.060056683613414645,0.022353614672779958,0.84375,0.4375,1.0,1.0,0.578125,0.921875,1.0,-0.07689277276424542,-0.5494675455095978,0.4375,0.15625
0,oracle_nus_quality,0.06834630619450348,0.019099146730040328,0.84375,0.625,1.0,1.0,0.78125,0.953125,1.0,-0.06860315018315659,-0.6150606700116615,0.4375,0.34375
1,baseline_first,0.1480020879830134,0.07785674869337054,0.328125,0.15625,0.84375,1.0,0.765625,0.96875,1.0,0.0,0.0,0.0,0.0
1,oracle_min_ehull,0.059681713811477556,0.026265795621290527,0.828125,0.40625,1.0,1.0,0.515625,0.921875,1.0,-0.08832037417153585,-0.6626394492180092,0.5,0.25
1,oracle_min_rmsd,0.10090293936771805,0.007479766466853959,0.578125,0.25,1.0,1.0,0.59375,0.921875,1.0,-0.04709914861529535,-0.9039291186392573,0.25,0.09375
1,oracle_stable_quality,0.059681713811477556,0.026265795621290527,0.828125,0.40625,1.0,1.0,0.515625,0.921875,1.0,-0.08832037417153585,-0.6626394492180092,0.5,0.25
1,oracle_nus_quality,0.07073682996840874,0.05436610095898613,0.828125,0.625,1.0,1.0,0.8125,0.96875,1.0,-0.07726525801460465,-0.3017162690276153,0.5,0.46875
2,baseline_first,0.15101151674684926,0.0599144175352878,0.359375,0.234375,0.828125,1.0,0.8125,0.953125,1.0,0.0,0.0,0.0,0.0
2,oracle_min_ehull,0.056522016146149996,0.04357416498463007,0.90625,0.4375,1.0,1.0,0.546875,0.9375,1.0,-0.09448950060069927,-0.2727265526871526,0.546875,0.203125
2,oracle_min_rmsd,0.11707099594220333,0.005610825927351689,0.53125,0.1875,1.0,1.0,0.578125,0.921875,1.0,-0.033940520804645935,-0.9063526583723012,0.171875,-0.046875
2,oracle_stable_quality,0.056522016146149996,0.04357416498463007,0.90625,0.4375,1.0,1.0,0.546875,0.9375,1.0,-0.09448950060069927,-0.2727265526871526,0.546875,0.203125
2,oracle_nus_quality,0.06345269970937766,0.04702884679680996,0.90625,0.671875,1.0,1.0,0.78125,0.96875,1.0,-0.0875588170374716,-0.2150662773428219,0.546875,0.4375
3,baseline_first,0.138833389242723,0.0419878052294847,0.453125,0.234375,0.796875,1.0,0.734375,0.9375,1.0,0.0,0.0,0.0,0.0
3,oracle_min_ehull,0.05419158489124416,0.04287441594445039,0.890625,0.484375,0.984375,1.0,0.609375,0.9375,1.0,-0.08464180435147885,0.02111590996766588,0.4375,0.25
3,oracle_min_rmsd,0.09348798223895365,0.0052946478359921,0.65625,0.234375,0.984375,1.0,0.5,0.921875,1.0,-0.045345407003769364,-0.8739003430387905,0.203125,0.0
3,oracle_stable_quality,0.05419158489124416,0.04287441594445039,0.890625,0.484375,0.984375,1.0,0.609375,0.9375,1.0,-0.08464180435147885,0.02111590996766588,0.4375,0.25
3,oracle_nus_quality,0.061448567477536756,0.044578650831193334,0.890625,0.671875,0.984375,1.0,0.796875,0.96875,1.0,-0.07738482176518625,0.061704716108602176,0.4375,0.4375
4,baseline_first,0.12860696805921842,0.029394318425092505,0.515625,0.28125,0.84375,1.0,0.6875,0.96875,1.0,0.0,0.0,0.0,0.0
4,oracle_min_ehull,0.05808711106223849,0.021917527080345584,0.84375,0.40625,1.0,1.0,0.515625,0.921875,1.0,-0.07051985699697993,-0.2543617864044212,0.328125,0.125
4,oracle_min_rmsd,0.0984424869802559,0.007571138190458281,0.609375,0.25,1.0,1.0,0.53125,0.890625,1.0,-0.030164481078962524,-0.7424285169342397,0.09375,-0.03125
4,oracle_stable_quality,0.05808711106223849,0.021917527080345584,0.84375,0.40625,1.0,1.0,0.515625,0.921875,1.0,-0.07051985699697993,-0.2543617864044212,0.328125,0.125
4,oracle_nus_quality,0.06523415068983016,0.023241099619812265,0.84375,0.5625,1.0,1.0,0.734375,0.96875,1.0,-0.06337281736938827,-0.20933361053976796,0.328125,0.28125
5,baseline_first,0.14730158275543764,0.0961493593757096,0.40625,0.21875,0.75,1.0,0.78125,0.96875,1.0,0.0,0.0,0.0,0.0
5,oracle_min_ehull,0.058433790837361145,0.02249753440183784,0.84375,0.390625,1.0,1.0,0.515625,0.90625,1.0,-0.0888677919180765,-0.7660147238846665,0.4375,0.171875
5,oracle_min_rmsd,0.10245904458949567,0.005988822904939489,0.59375,0.203125,1.0,1.0,0.515625,0.9375,1.0,-0.04484253816594197,-0.9377133353375992,0.1875,-0.015625
5,oracle_stable_quality,0.058433790837361145,0.02249753440183784,0.84375,0.390625,1.0,1.0,0.515625,0.90625,1.0,-0.0888677919180765,-0.7660147238846665,0.4375,0.171875
5,oracle_nus_quality,0.07146498096879574,0.028601220112150813,0.84375,0.5625,1.0,1.0,0.71875,0.96875,1.0,-0.07583660178664191,-0.7025334303020183,0.4375,0.34375
6,baseline_first,0.14905890986511638,0.056744831029563646,0.375,0.203125,0.796875,1.0,0.75,0.9375,1.0,0.0,0.0,0.0,0.0
6,oracle_min_ehull,0.05910083502188475,0.04434966942096156,0.890625,0.515625,1.0,1.0,0.609375,0.921875,1.0,-0.08995807484323164,-0.21843684056692847,0.515625,0.3125
6,oracle_min_rmsd,0.10374383674495062,0.006601176164599792,0.59375,0.265625,1.0,1.0,0.609375,0.90625,1.0,-0.045315073120165764,-0.8836691193747563,0.21875,0.0625
6,oracle_stable_quality,0.05910083502188475,0.04434966942096156,0.890625,0.515625,1.0,1.0,0.609375,0.921875,1.0,-0.08995807484323164,-0.21843684056692847,0.515625,0.3125
6,oracle_nus_quality,0.065578379076816,0.04862952154338471,0.890625,0.65625,1.0,1.0,0.765625,0.984375,1.0,-0.08348053078830038,-0.14301407439121494,0.515625,0.453125
7,baseline_first,0.15049161175599143,0.08085812267426466,0.40625,0.1875,0.859375,1.0,0.703125,0.9375,1.0,0.0,0.0,0.0,0.0
7,oracle_min_ehull,0.0540302325630635,0.044643914212731145,0.875,0.46875,1.0,1.0,0.578125,0.9375,1.0,-0.09646137919292794,-0.4478734759576566,0.46875,0.28125
7,oracle_min_rmsd,0.08936228131019772,0.006855038811089232,0.625,0.296875,1.0,1.0,0.59375,0.921875,1.0,-0.06112933044579372,-0.9152213953976569,0.21875,0.109375
7,oracle_stable_quality,0.0540302325630635,0.044643914212731145,0.875,0.46875,1.0,1.0,0.578125,0.9375,1.0,-0.09646137919292794,-0.4478734759576566,0.46875,0.28125
7,oracle_nus_quality,0.06556877891433358,0.06629311269381659,0.875,0.609375,1.0,1.0,0.75,0.9375,1.0,-0.08492283284165786,-0.180130449467927,0.46875,0.421875
8,baseline_first,0.14760868943018673,0.06848881539779252,0.375,0.21875,0.8125,1.0,0.75,0.9375,1.0,0.0,0.0,0.0,0.0
8,oracle_min_ehull,0.057114690648833344,0.039682398483367944,0.890625,0.40625,1.0,1.0,0.5,0.9375,1.0,-0.09049399878135339,-0.42060030892800404,0.515625,0.1875
8,oracle_min_rmsd,0.1049752144907359,0.006690635955319487,0.578125,0.21875,1.0,1.0,0.53125,0.9375,1.0,-0.04263347493945084,-0.9023105317786656,0.203125,0.0
8,oracle_stable_quality,0.057114690648833344,0.039682398483367944,0.890625,0.40625,1.0,1.0,0.5,0.9375,1.0,-0.09049399878135339,-0.42060030892800404,0.515625,0.1875
8,oracle_nus_quality,0.06487024166569999,0.0632766965504077,0.890625,0.609375,1.0,1.0,0.734375,0.984375,1.0,-0.08273844776448674,-0.07610175204684311,0.515625,0.390625
9,baseline_first,0.1341385714846087,0.05747817250931028,0.453125,0.21875,0.890625,1.0,0.703125,0.953125,1.0,0.0,0.0,0.0,0.0
9,oracle_min_ehull,0.06397244491350301,0.040444508005132725,0.828125,0.484375,1.0,1.0,0.65625,0.9375,1.0,-0.07016612657110569,-0.2963501405932566,0.375,0.265625
9,oracle_min_rmsd,0.1037755012659433,0.00763607852773019,0.5625,0.21875,1.0,1.0,0.578125,0.90625,1.0,-0.030363070218665397,-0.8671482026243388,0.109375,0.0
9,oracle_stable_quality,0.06397244491350301,0.040444508005132725,0.828125,0.484375,1.0,1.0,0.65625,0.9375,1.0,-0.07016612657110569,-0.2963501405932566,0.375,0.265625
9,oracle_nus_quality,0.07027042368840178,0.043040504123442125,0.828125,0.625,1.0,1.0,0.796875,0.953125,1.0,-0.06386814779620692,-0.25118523703114526,0.375,0.40625
10,baseline_first,0.14738595132457977,0.06228134651153271,0.421875,0.21875,0.8125,1.0,0.75,0.953125,1.0,0.0,0.0,0.0,0.0
10,oracle_min_ehull,0.0645608072567084,0.04548103554561608,0.796875,0.453125,1.0,1.0,0.625,0.9375,1.0,-0.08282514406787136,-0.2697486792904469,0.375,0.234375
10,oracle_min_rmsd,0.11047872436701059,0.006584581651263991,0.53125,0.125,1.0,1.0,0.5,0.875,1.0,-0.03690722695756918,-0.8942768257259063,0.109375,-0.09375
10,oracle_stable_quality,0.0645608072567084,0.04548103554561608,0.796875,0.453125,1.0,1.0,0.625,0.9375,1.0,-0.08282514406787136,-0.2697486792904469,0.375,0.234375
10,oracle_nus_quality,0.07236438304602943,0.0581019761545128,0.796875,0.625,1.0,1.0,0.828125,1.0,1.0,-0.07502156827855033,-0.06710468850004736,0.375,0.40625
11,baseline_first,0.14765999677491665,0.05687158735961349,0.421875,0.234375,0.796875,1.0,0.78125,0.96875,1.0,0.0,0.0,0.0,0.0
11,oracle_min_ehull,0.06126164334030321,0.02716530945690247,0.859375,0.4375,1.0,1.0,0.546875,0.921875,1.0,-0.08639835343461344,-0.5223395245655916,0.4375,0.203125
11,oracle_min_rmsd,0.09723986607215196,0.0067497238307348455,0.640625,0.25,1.0,1.0,0.5,0.90625,1.0,-0.05042013070276469,-0.881316415734018,0.21875,0.015625
11,oracle_stable_quality,0.06126164334030321,0.02716530945690247,0.859375,0.4375,1.0,1.0,0.546875,0.921875,1.0,-0.08639835343461344,-0.5223395245655916,0.4375,0.203125
11,oracle_nus_quality,0.07395131230287814,0.07041453136939543,0.859375,0.59375,1.0,1.0,0.734375,0.984375,1.0,-0.0737086844720385,0.23813198538219904,0.4375,0.359375
12,baseline_first,0.14636529576392573,0.08756369890949896,0.40625,0.3125,0.890625,1.0,0.828125,0.953125,1.0,0.0,0.0,0.0,0.0
12,oracle_min_ehull,0.06485937826518595,0.019580430371497582,0.84375,0.453125,1.0,1.0,0.5625,0.921875,1.0,-0.08150591749873978,-0.7763864407814152,0.4375,0.140625
12,oracle_min_rmsd,0.09923264964868012,0.006089013141955272,0.65625,0.234375,1.0,1.0,0.5,0.890625,1.0,-0.04713264611524562,-0.9304619012469021,0.25,-0.078125
12,oracle_stable_quality,0.06485937826518595,0.019580430371497582,0.84375,0.453125,1.0,1.0,0.5625,0.921875,1.0,-0.08150591749873978,-0.7763864407814152,0.4375,0.140625
12,oracle_nus_quality,0.074127607693185,0.041278105995956944,0.84375,0.625,1.0,1.0,0.765625,0.96875,1.0,-0.07223768807074074,-0.5285933953221902,0.4375,0.3125
13,baseline_first,0.13567350864050445,0.033625947451799455,0.390625,0.203125,0.859375,1.0,0.75,0.9375,1.0,0.0,0.0,0.0,0.0
13,oracle_min_ehull,0.059328366724639335,0.06022762960594687,0.859375,0.390625,1.0,1.0,0.546875,0.921875,1.0,-0.07634514191586511,0.7911058028113302,0.46875,0.1875
13,oracle_min_rmsd,0.09501842201251484,0.005591994098022485,0.65625,0.25,1.0,1.0,0.515625,0.953125,1.0,-0.04065508662798961,-0.8337000286448959,0.265625,0.046875
13,oracle_stable_quality,0.059328366724639335,0.06022762960594687,0.859375,0.390625,1.0,1.0,0.546875,0.921875,1.0,-0.07634514191586511,0.7911058028113302,0.46875,0.1875
13,oracle_nus_quality,0.06417512812002858,0.06200401925356801,0.859375,0.578125,1.0,1.0,0.71875,0.984375,1.0,-0.07149838052047587,0.8439337461776093,0.46875,0.375
14,baseline_first,0.1588435581030632,0.055389060815206954,0.375,0.234375,0.859375,1.0,0.765625,0.9375,1.0,0.0,0.0,0.0,0.0
14,oracle_min_ehull,0.062175199614978055,0.041109517166718026,0.84375,0.40625,1.0,1.0,0.5625,0.9375,1.0,-0.09666835848808514,-0.2578044010554609,0.46875,0.171875
14,oracle_min_rmsd,0.10603372404884477,0.005833645166737417,0.578125,0.1875,1.0,1.0,0.53125,0.9375,1.0,-0.05280983405421842,-0.8946787491811776,0.203125,-0.046875
14,oracle_stable_quality,0.062175199614978055,0.041109517166718026,0.84375,0.40625,1.0,1.0,0.5625,0.9375,1.0,-0.09666835848808514,-0.2578044010554609,0.46875,0.171875
14,oracle_nus_quality,0.0686224976110513,0.04461978870554678,0.84375,0.625,1.0,1.0,0.78125,0.984375,1.0,-0.0902210604920119,-0.19442958503285346,0.46875,0.390625
15,baseline_first,0.1298442524418688,0.10058679143694405,0.484375,0.28125,0.84375,1.0,0.765625,1.0,1.0,0.0,0.0,0.0,0.0
15,oracle_min_ehull,0.05601792946851128,0.03717846865775783,0.875,0.4375,1.0,1.0,0.5625,0.90625,1.0,-0.07382632297335753,-0.630384187360581,0.390625,0.15625
15,oracle_min_rmsd,0.09300977719554723,0.007561948305313961,0.640625,0.25,1.0,1.0,0.5,0.9375,1.0,-0.03683447524632158,-0.924821657025869,0.15625,-0.03125
15,oracle_stable_quality,0.05601792946851128,0.03717846865775783,0.875,0.4375,1.0,1.0,0.5625,0.90625,1.0,-0.07382632297335753,-0.630384187360581,0.390625,0.15625
15,oracle_nus_quality,0.06304155552082662,0.04022793015061303,0.875,0.578125,1.0,1.0,0.703125,0.9375,1.0,-0.0668026969210422,-0.6000674683431855,0.390625,0.296875
16,baseline_first,0.14960350318373267,0.046132658442686145,0.375,0.234375,0.84375,1.0,0.8125,0.953125,1.0,0.0,0.0,0.0,0.0
16,oracle_min_ehull,0.054938877289535115,0.03206514295129768,0.9375,0.53125,1.0,1.0,0.59375,0.921875,1.0,-0.09466462589419755,-0.3049361551289209,0.5625,0.296875
16,oracle_min_rmsd,0.10260773294947911,0.0067592500636837,0.59375,0.25,1.0,1.0,0.59375,0.90625,1.0,-0.04699577023425355,-0.8534823205109414,0.21875,0.015625
16,oracle_stable_quality,0.054938877289535115,0.03206514295129768,0.9375,0.53125,1.0,1.0,0.59375,0.921875,1.0,-0.09466462589419755,-0.3049361551289209,0.5625,0.296875
16,oracle_nus_quality,0.061501137834483244,0.05228052991543163,0.9375,0.65625,1.0,1.0,0.71875,0.953125,1.0,-0.08810236534924942,0.13326505951057266,0.5625,0.421875
17,baseline_first,0.13170775752923225,0.09060839910437953,0.40625,0.203125,0.84375,1.0,0.75,0.953125,1.0,0.0,0.0,0.0,0.0
17,oracle_min_ehull,0.06344198663184755,0.03060975642401187,0.828125,0.375,1.0,1.0,0.53125,0.921875,1.0,-0.0682657708973847,-0.6621752869869173,0.421875,0.171875
17,oracle_min_rmsd,0.10704593976422204,0.0057565436681467986,0.5625,0.203125,1.0,1.0,0.546875,0.921875,1.0,-0.02466181776501021,-0.9364678801849777,0.15625,0.0
17,oracle_stable_quality,0.06344198663184755,0.03060975642401187,0.828125,0.375,1.0,1.0,0.53125,0.921875,1.0,-0.0682657708973847,-0.6621752869869173,0.421875,0.171875
17,oracle_nus_quality,0.07495574013645884,0.048833469796194934,0.828125,0.640625,1.0,1.0,0.8125,0.96875,1.0,-0.05675201739277341,-0.4610491932437797,0.421875,0.4375
18,baseline_first,0.1540824248067379,0.04652703285375691,0.390625,0.25,0.84375,1.0,0.796875,0.984375,1.0,0.0,0.0,0.0,0.0
18,oracle_min_ehull,0.061419454431369536,0.017145470053074444,0.859375,0.4375,1.0,1.0,0.53125,0.890625,1.0,-0.09266297037536836,-0.6314944452407736,0.46875,0.1875
18,oracle_min_rmsd,0.10304893344999981,0.006041582031680629,0.625,0.25,1.0,1.0,0.578125,0.859375,1.0,-0.051033491356738084,-0.8701489937974244,0.234375,0.0
18,oracle_stable_quality,0.061419454431369536,0.017145470053074444,0.859375,0.4375,1.0,1.0,0.53125,0.890625,1.0,-0.09266297037536836,-0.6314944452407736,0.46875,0.1875
18,oracle_nus_quality,0.07273685080667706,0.02115576551902201,0.859375,0.625,1.0,1.0,0.75,0.90625,1.0,-0.08134557400006083,-0.54530164032771,0.46875,0.375
19,baseline_first,0.14937149937915145,0.05143219242824279,0.390625,0.171875,0.875,1.0,0.671875,0.953125,1.0,0.0,0.0,0.0,0.0
19,oracle_min_ehull,0.05934354465320761,0.02688725458766528,0.859375,0.4375,1.0,1.0,0.546875,0.921875,1.0,-0.09002795472594384,-0.4772290793324072,0.46875,0.265625
19,oracle_min_rmsd,0.10484393829915349,0.005968521108801779,0.609375,0.265625,1.0,1.0,0.5625,0.921875,1.0,-0.04452756107999796,-0.8839535935177381,0.21875,0.09375
19,oracle_stable_quality,0.05934354465320761,0.02688725458766528,0.859375,0.4375,1.0,1.0,0.546875,0.921875,1.0,-0.09002795472594384,-0.4772290793324072,0.46875,0.265625
19,oracle_nus_quality,0.06445826459655417,0.03911372270968558,0.859375,0.609375,1.0,1.0,0.75,0.9375,1.0,-0.08491323478259728,-0.23950893665953876,0.46875,0.4375
20,baseline_first,0.14675825021338457,0.046378514734353976,0.453125,0.25,0.890625,1.0,0.734375,0.953125,1.0,0.0,0.0,0.0,0.0
20,oracle_min_ehull,0.06075804733642558,0.019928140001044085,0.8125,0.390625,1.0,1.0,0.578125,0.90625,1.0,-0.08600020287695899,-0.5703152609524447,0.359375,0.140625
20,oracle_min_rmsd,0.11216574479314209,0.006327372597286545,0.546875,0.171875,1.0,1.0,0.546875,0.90625,1.0,-0.034592505420242475,-0.8635710385826636,0.09375,-0.078125
20,oracle_stable_quality,0.06075804733642558,0.019928140001044085,0.8125,0.390625,1.0,1.0,0.578125,0.90625,1.0,-0.08600020287695899,-0.5703152609524447,0.359375,0.140625
20,oracle_nus_quality,0.0667999858362861,0.024917217588623558,0.8125,0.546875,1.0,1.0,0.734375,0.9375,1.0,-0.07995826437709846,-0.4627422259780428,0.359375,0.296875
21,baseline_first,0.15186123239945215,0.08936696006136449,0.453125,0.296875,0.890625,1.0,0.765625,0.984375,1.0,0.0,0.0,0.0,0.0
21,oracle_min_ehull,0.06021218277568064,0.026747028641332896,0.890625,0.515625,1.0,1.0,0.609375,0.921875,1.0,-0.09164904962377152,-0.700705622939766,0.4375,0.21875
21,oracle_min_rmsd,0.10752974616324724,0.0052073896575678975,0.53125,0.21875,1.0,1.0,0.5625,0.9375,1.0,-0.044331486236204906,-0.9417302585430656,0.078125,-0.078125
21,oracle_stable_quality,0.06021218277568064,0.026747028641332896,0.890625,0.515625,1.0,1.0,0.609375,0.921875,1.0,-0.09164904962377152,-0.700705622939766,0.4375,0.21875
21,oracle_nus_quality,0.06602192420470765,0.027770728941095675,0.890625,0.65625,1.0,1.0,0.78125,0.9375,1.0,-0.0858393081947445,-0.6892506031085013,0.4375,0.359375
22,baseline_first,0.15330462915956306,0.06833000529763388,0.390625,0.234375,0.8125,1.0,0.75,0.984375,1.0,0.0,0.0,0.0,0.0
22,oracle_min_ehull,0.06209709254598803,0.05186549056299423,0.8125,0.40625,1.0,1.0,0.5625,0.921875,1.0,-0.09120753661357503,-0.24095585333153458,0.421875,0.171875
22,oracle_min_rmsd,0.09293559592741617,0.00818221577075776,0.578125,0.21875,1.0,1.0,0.5625,0.890625,1.0,-0.06036903323214689,-0.8802544250491798,0.1875,-0.015625
22,oracle_stable_quality,0.06209709254598803,0.05186549056299423,0.8125,0.40625,1.0,1.0,0.5625,0.921875,1.0,-0.09120753661357503,-0.24095585333153458,0.421875,0.171875
22,oracle_nus_quality,0.07401419396509776,0.05246767752792189,0.8125,0.625,1.0,1.0,0.828125,0.9375,1.0,-0.0792904351944653,-0.23214293194649094,0.421875,0.390625
23,baseline_first,0.13304685234110405,0.050721755261285875,0.46875,0.28125,0.9375,1.0,0.765625,0.953125,1.0,0.0,0.0,0.0,0.0
23,oracle_min_ehull,0.05996674245513632,0.029118834157850167,0.890625,0.515625,1.0,1.0,0.609375,0.96875,1.0,-0.07308010988596773,-0.42591036118823855,0.421875,0.234375
23,oracle_min_rmsd,0.10434866383976826,0.007623280646203121,0.59375,0.28125,1.0,1.0,0.59375,0.953125,1.0,-0.028698188501335792,-0.8497039267089066,0.125,0.0
23,oracle_stable_quality,0.05996674245513632,0.029118834157850167,0.890625,0.515625,1.0,1.0,0.609375,0.96875,1.0,-0.07308010988596773,-0.42591036118823855,0.421875,0.234375
23,oracle_nus_quality,0.06595110946693955,0.05158882149622114,0.890625,0.65625,1.0,1.0,0.765625,0.96875,1.0,-0.0670957428741645,0.017094562884677256,0.421875,0.375
24,baseline_first,0.13989336898361227,0.048102993021973475,0.375,0.1875,0.84375,1.0,0.703125,0.953125,1.0,0.0,0.0,0.0,0.0
24,oracle_min_ehull,0.05984166978483956,0.05261735512959875,0.828125,0.484375,1.0,1.0,0.640625,0.953125,1.0,-0.0800516991987727,0.09384784239024624,0.453125,0.296875
24,oracle_min_rmsd,0.0961860895851278,0.006840865952309981,0.59375,0.25,1.0,1.0,0.578125,0.9375,1.0,-0.04370727939848447,-0.8577871038256378,0.21875,0.0625
24,oracle_stable_quality,0.05984166978483956,0.05261735512959875,0.828125,0.484375,1.0,1.0,0.640625,0.953125,1.0,-0.0800516991987727,0.09384784239024624,0.453125,0.296875
24,oracle_nus_quality,0.06669762307581115,0.04642044234927416,0.828125,0.640625,1.0,1.0,0.828125,0.953125,1.0,-0.07319574590780112,-0.03497808695460447,0.453125,0.453125
25,baseline_first,0.14862149642695754,0.05791213606257048,0.375,0.203125,0.8125,1.0,0.78125,0.984375,1.0,0.0,0.0,0.0,0.0
25,oracle_min_ehull,0.05992243151597139,0.022690697935047206,0.84375,0.484375,1.0,1.0,0.625,0.96875,1.0,-0.08869906491098616,-0.6081875151258225,0.46875,0.28125
25,oracle_min_rmsd,0.09568845695866823,0.005404565798559498,0.59375,0.25,1.0,1.0,0.5625,0.90625,1.0,-0.05293303946828931,-0.9066764556444576,0.21875,0.046875
25,oracle_stable_quality,0.05992243151597139,0.022690697935047206,0.84375,0.484375,1.0,1.0,0.625,0.96875,1.0,-0.08869906491098616,-0.6081875151258225,0.46875,0.28125
25,oracle_nus_quality,0.06983840081312981,0.027411709199811538,0.84375,0.640625,1.0,1.0,0.8125,0.984375,1.0,-0.07878309561382774,-0.5266672745381921,0.46875,0.4375
26,baseline_first,0.13201129799182731,0.05742211735641155,0.4375,0.328125,0.84375,1.0,0.859375,0.9375,1.0,0.0,0.0,0.0,0.0
26,oracle_min_ehull,0.06047117060637676,0.022852849557389792,0.828125,0.359375,1.0,1.0,0.515625,0.90625,1.0,-0.07154012738545056,-0.6020200819913144,0.390625,0.03125
26,oracle_min_rmsd,0.09283022237344722,0.006116147646879317,0.65625,0.296875,1.0,1.0,0.59375,0.9375,1.0,-0.03918107561838009,-0.8934879463096564,0.21875,-0.03125
26,oracle_stable_quality,0.06047117060637676,0.022852849557389792,0.828125,0.359375,1.0,1.0,0.515625,0.90625,1.0,-0.07154012738545056,-0.6020200819913144,0.390625,0.03125
26,oracle_nus_quality,0.06880828050122101,0.019705379588098492,0.828125,0.546875,1.0,1.0,0.734375,0.953125,1.0,-0.0632030174906063,-0.6568329331050301,0.390625,0.21875
27,baseline_first,0.14097550234049938,0.052838379801288846,0.5,0.265625,0.828125,1.0,0.765625,0.984375,1.0,0.0,0.0,0.0,0.0
27,oracle_min_ehull,0.06428268095998178,0.029517461871770935,0.828125,0.4375,1.0,1.0,0.546875,0.921875,1.0,-0.0766928213805176,-0.44136322910016745,0.328125,0.171875
27,oracle_min_rmsd,0.095428339664161,0.007999503473553934,0.625,0.28125,1.0,1.0,0.578125,0.953125,1.0,-0.045547162676338376,-0.8486043004414983,0.125,0.015625
27,oracle_stable_quality,0.06428268095998178,0.029517461871770935,0.828125,0.4375,1.0,1.0,0.546875,0.921875,1.0,-0.0766928213805176,-0.44136322910016745,0.328125,0.171875
27,oracle_nus_quality,0.07379485818104528,0.050513611311932965,0.828125,0.640625,1.0,1.0,0.8125,0.953125,1.0,-0.0671806441594541,-0.04399772472393593,0.328125,0.375
28,baseline_first,0.11430779558658674,0.05555186599371055,0.5625,0.34375,0.875,1.0,0.71875,0.9375,1.0,0.0,0.0,0.0,0.0
28,oracle_min_ehull,0.05888998661354926,0.0449471655983701,0.921875,0.46875,1.0,1.0,0.546875,0.890625,1.0,-0.05541780897303748,-0.19089728500823155,0.359375,0.125
28,oracle_min_rmsd,0.09312938409983329,0.00784641865385603,0.609375,0.25,1.0,1.0,0.546875,0.90625,1.0,-0.02117841148675345,-0.8587550838572302,0.046875,-0.09375
28,oracle_stable_quality,0.05888998661354926,0.0449471655983701,0.921875,0.46875,1.0,1.0,0.546875,0.890625,1.0,-0.05541780897303748,-0.19089728500823155,0.359375,0.125
28,oracle_nus_quality,0.065659714919194,0.04935881753466084,0.921875,0.65625,1.0,1.0,0.734375,0.953125,1.0,-0.048648080667392735,-0.1114822760364318,0.359375,0.3125
29,baseline_first,0.14142911021464663,0.06925207259552288,0.359375,0.203125,0.828125,1.0,0.78125,0.953125,1.0,0.0,0.0,0.0,0.0
29,oracle_min_ehull,0.05860525628402587,0.01658073303614006,0.890625,0.515625,1.0,1.0,0.609375,0.921875,1.0,-0.08282385393062076,-0.7605741977863635,0.53125,0.3125
29,oracle_min_rmsd,0.10619837937678483,0.005760117824401669,0.640625,0.3125,1.0,1.0,0.578125,0.90625,1.0,-0.035230730837861796,-0.9168238926501955,0.28125,0.109375
29,oracle_stable_quality,0.05860525628402587,0.01658073303614006,0.890625,0.515625,1.0,1.0,0.609375,0.921875,1.0,-0.08282385393062076,-0.7605741977863635,0.53125,0.3125
29,oracle_nus_quality,0.06443878095963607,0.017868284145790572,0.890625,0.59375,1.0,1.0,0.71875,0.953125,1.0,-0.07699032925501056,-0.7419819584295626,0.53125,0.390625
30,baseline_first,0.14409941272929658,0.05073666442257507,0.390625,0.21875,0.8125,1.0,0.765625,0.9375,1.0,0.0,0.0,0.0,0.0
30,oracle_min_ehull,0.057855608730560205,0.05415829651694916,0.84375,0.421875,0.984375,1.0,0.53125,0.90625,1.0,-0.08624380399873638,0.06743904301386516,0.453125,0.203125
30,oracle_min_rmsd,0.09715551227062322,0.006717328103382958,0.65625,0.265625,0.984375,1.0,0.5,0.953125,1.0,-0.04694390045867336,-0.8676040654262225,0.265625,0.046875
30,oracle_stable_quality,0.057855608730560205,0.05415829651694916,0.84375,0.421875,0.984375,1.0,0.53125,0.90625,1.0,-0.08624380399873638,0.06743904301386516,0.453125,0.203125
30,oracle_nus_quality,0.06894188976801635,0.0682897927887439,0.84375,0.5625,0.984375,1.0,0.734375,0.921875,1.0,-0.07515752296128023,0.3459653598820076,0.453125,0.34375
31,baseline_first,0.13723761287673092,0.053880927420549785,0.421875,0.265625,0.859375,1.0,0.796875,0.96875,1.0,0.0,0.0,0.0,0.0
31,oracle_min_ehull,0.057618081691730855,0.028008187138155338,0.890625,0.453125,0.984375,1.0,0.53125,0.921875,1.0,-0.07961953118500006,-0.4801836479252355,0.46875,0.1875
