seed,gate_confidence,gate_on,c0_max_force,e3g_max_force,force_gain,spearman_rho,spearman_p
40185,0.789686451939909,True,0.3927392806526482,0.2262501360718746,0.16648914458077357,0.37542200732433045,5.440778131205153e-10
40186,0.8314796902368402,True,0.2186719857967839,0.1174266427773993,0.1012453430193846,0.37542200732433045,5.440778131205153e-10
40187,0.7941595314386232,True,0.165928725341804,0.1153786869522027,0.0505500383896013,0.37542200732433045,5.440778131205153e-10
40188,0.8483293988459899,True,0.0697060698185726,0.0702111171307173,-0.0005050473121447074,0.37542200732433045,5.440778131205153e-10
40189,0.3953533795319972,False,0.0921662097700588,0.092166219062304,-9.292245209402417e-09,0.37542200732433045,5.440778131205153e-10
40190,0.4622766706187678,False,0.4573207831119989,0.4573210408582715,-2.5774627260277683e-07,0.37542200732433045,5.440778131205153e-10
40191,0.7023286930770842,True,0.0954920106289924,0.2123324539631785,-0.11684044333418611,0.37542200732433045,5.440778131205153e-10
40192,0.9823778946514616,True,0.0648762672325729,0.0324083179644348,0.032467949268138105,0.37542200732433045,5.440778131205153e-10
40193,0.9321595827419744,True,0.0041981822169357,0.0036553918264313,0.0005427903905044001,0.37542200732433045,5.440778131205153e-10
40194,0.2636730218794926,False,0.112708508662042,0.1127085535401802,-4.4878138191761785e-08,0.37542200732433045,5.440778131205153e-10
40195,0.6726234590655628,True,0.043688945778222,0.083810438614067,-0.040121492835845006,0.37542200732433045,5.440778131205153e-10
40196,0.2599117960662462,False,0.1845670181405621,0.1845673621388004,-3.4399823831132714e-07,0.37542200732433045,5.440778131205153e-10
40197,0.9965414850995647,True,0.3685688970531899,0.3812639168520069,-0.012695019798816987,0.37542200732433045,5.440778131205153e-10
40198,0.8269780106248525,True,0.5252779318975317,0.5417144048693858,-0.016436472971854132,0.37542200732433045,5.440778131205153e-10
40199,0.7457017362561487,True,0.0703834206130864,0.0593538869327896,0.011029533680296806,0.37542200732433045,5.440778131205153e-10
40200,0.395123813541137,False,0.0259918880034669,0.0259916786279258,2.0937554110270207e-07,0.37542200732433045,5.440778131205153e-10
40201,0.9469903861580504,True,0.4369864363771631,0.3598938188890174,0.07709261748814572,0.37542200732433045,5.440778131205153e-10
