atomic_numbers_unchanged,converged,elapsed_seconds,finished_at,frozen_a0_relax_reused,initial_energy_ev,initial_energy_per_atom_ev,initial_max_force_ev_ang,initial_stress_frobenius_ev_ang3,input_hash,input_path,method,output_dir,output_path,pid,rank,relax_steps,relaxed_energy_ev,relaxed_energy_per_atom_ev,relaxed_max_force_ev_ang,seed,started_at,status,task_id,energy_above_hull_per_atom,rmsd_from_relaxation,stable,comp_validity,structure_validity,novel,unique,minimum_distance_angstrom,chgnet_energy_per_atom_ev
True,True,1.0609757310012355,2026-07-26T23:40:00+08:00,False,-68.9503402709961,-8.618792533874512,0.17396790485433017,0.008603620414949652,e8fe0f74044407eeca530d0fdd6b16f25b02671ce0f5679b552fa45ca822c163,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/pos_3/20000.extxyz,pos_3,/data/dxl/results/rp_qtfg/phase0/offline_relax/pos_3/20000,/data/dxl/results/rp_qtfg/phase0/offline_relax/pos_3/20000/relaxed_structure.extxyz,901755,0,36,-68.97465515136719,-8.621831893920898,0.024202639237046242,20000,2026-07-26T23:39:59+08:00,success,pos_3_20000,0.06418093322564467,0.024901322477560807,True,True,True,True,True,2.4897528122624264,-8.711326599121094
True,True,1.107448217982892,2026-07-26T23:40:01+08:00,False,-106.65412902832031,-8.88784408569336,0.2457733645712712,0.014029033699936378,b6041b1c9c4c2bb546b909b15c948021ae40142879b24ce9215ea6f527ab01e5,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/pos_3/20001.extxyz,pos_3,/data/dxl/results/rp_qtfg/phase0/offline_relax/pos_3/20001,/data/dxl/results/rp_qtfg/phase0/offline_relax/pos_3/20001/relaxed_structure.extxyz,901756,1,37,-106.71683502197266,-8.893069585164389,0.04194603115320206,20001,2026-07-26T23:40:00+08:00,success,pos_3_20001,0.15848756264730035,0.031236937899023348,False,False,True,True,True,2.3599974705067104,-8.967092514038086
True,True,0.12204449402634054,2026-07-26T23:39:59+08:00,False,-24.128761291503906,-6.032190322875977,0.042438479538028824,0.0016247729048732462,c567862b616e9c047bd559db8e0c630f7b7132d19ca8b5d5c1eb21e13197c371,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/pos_3/20002.extxyz,pos_3,/data/dxl/results/rp_qtfg/phase0/offline_relax/pos_3/20002,/data/dxl/results/rp_qtfg/phase0/offline_relax/pos_3/20002/relaxed_structure.extxyz,901757,2,3,-24.12930679321289,-6.032326698303223,0.03587173670530319,20002,2026-07-26T23:39:59+08:00,success,pos_3_20002,0.011141360842528591,0.0016555550199038043,True,True,True,False,True,3.2612610091639818,-6.004022598266602
True,True,2.474886073032394,2026-07-26T23:40:03+08:00,False,-57.87146759033203,-6.430163065592448,0.2747579398388652,0.024488501663781637,de34bb48b0c8e677a881e31a96fcddb17a2f1b2af07aaeff53e4186dd11b81c8,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/pos_3/20003.extxyz,pos_3,/data/dxl/results/rp_qtfg/phase0/offline_relax/pos_3/20003,/data/dxl/results/rp_qtfg/phase0/offline_relax/pos_3/20003/relaxed_structure.extxyz,901758,3,75,-57.963829040527344,-6.440425448947483,0.02502681128680706,20003,2026-07-26T23:40:00+08:00,success,pos_3_20003,0.14964822395785582,0.1004096652976207,False,True,True,True,True,2.3570588254288327,-6.466598033905029
True,True,1.1434444470214657,2026-07-26T23:40:00+08:00,False,-28.7447509765625,-7.186187744140625,0.14607903324810817,0.025940445396075262,79fe53f27e0aeaef5e1639d97b4798727013c2ab83bccc91a611690a1c9c14d0,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/pos_3/20004.extxyz,pos_3,/data/dxl/results/rp_qtfg/phase0/offline_relax/pos_3/20004,/data/dxl/results/rp_qtfg/phase0/offline_relax/pos_3/20004/relaxed_structure.extxyz,901759,4,42,-28.965068817138672,-7.241267204284668,0.03522789105772972,20004,2026-07-26T23:39:59+08:00,success,pos_3_20004,0.07824974533508922,1.1707817604348598,True,True,True,False,True,2.3473591593926404,-7.158541202545166
True,True,0.6273928160080686,2026-07-26T23:39:58+08:00,False,-61.872501373291016,-6.874722374810113,0.08527922619834916,0.011652793573967868,334c1efb59b5d5146c9cebf932005bceef45b3c4dd198b5d3631b38c794007af,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/pos_3/20005.extxyz,pos_3,/data/dxl/results/rp_qtfg/phase0/offline_relax/pos_3/20005,/data/dxl/results/rp_qtfg/phase0/offline_relax/pos_3/20005/relaxed_structure.extxyz,901760,5,21,-61.89344787597656,-6.8770497639973955,0.03339524567127228,20005,2026-07-26T23:39:58+08:00,success,pos_3_20005,0.03593286030421883,0.012287053807350404,True,True,True,False,True,2.746277390062992,-6.879863739013672
True,True,0.3346943029901013,2026-07-26T23:39:57+08:00,False,-95.91143798828125,-6.850816999162946,0.06287688197115765,0.004865144865616843,72ed157b735774d8d6379483330099ad08b51086d9d6cafee4a58ee3a8442f31,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/pos_3/20006.extxyz,pos_3,/data/dxl/results/rp_qtfg/phase0/offline_relax/pos_3/20006,/data/dxl/results/rp_qtfg/phase0/offline_relax/pos_3/20006/relaxed_structure.extxyz,901761,6,10,-95.91249084472656,-6.850892203194754,0.046076253056526184,20006,2026-07-26T23:39:57+08:00,success,pos_3_20006,0.17716176953307716,0.000818823654203886,False,True,True,True,True,2.136192828276205,-7.828418731689453
True,True,1.6403138159657829,2026-07-26T23:40:04+08:00,False,-101.37100219726562,-8.447583516438803,0.3611339958232954,0.021185670833204797,b206e93a249c4e9a627e804994712a8f0fafe7e1aa42df8664beaf51ae9358f8,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/pos_3/20007.extxyz,pos_3,/data/dxl/results/rp_qtfg/phase0/offline_relax/pos_3/20007,/data/dxl/results/rp_qtfg/phase0/offline_relax/pos_3/20007/relaxed_structure.extxyz,901762,7,56,-101.42408752441406,-8.452007293701172,0.03764333948493004,20007,2026-07-26T23:40:02+08:00,success,pos_3_20007,0.08551584020577252,0.036674813454218205,True,True,True,True,True,2.18563609977814,-8.789586067199707
True,True,0.45737106597516686,2026-07-26T23:39:57+08:00,False,-26.36334991455078,-6.590837478637695,0.04637625173546637,0.0038137501847936425,160c8f9d338babdabf81c648d52ced16d02fb20092d6cece1cd55ab4f2811644,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/pos_3/20008.extxyz,pos_3,/data/dxl/results/rp_qtfg/phase0/offline_relax/pos_3/20008,/data/dxl/results/rp_qtfg/phase0/offline_relax/pos_3/20008/relaxed_structure.extxyz,901763,8,15,-26.37725830078125,-6.5943145751953125,0.015523416921496391,20008,2026-07-26T23:39:57+08:00,success,pos_3_20008,0.15599876150859338,0.0034147312940751187,False,True,True,True,True,3.096963196164541,-6.673094272613525
True,True,0.35498577798716724,2026-07-26T23:40:12+08:00,False,-34.01374053955078,-8.503435134887695,0.02971888415208089,0.0033471819077007968,abd0be4c4c0a1371a94d7fd7d9a4b1f0ca42e43545dace9066f6ed29ef544993,/data/dxl/results/rp_qtfg/phase0/offline_probe/structures/pos_3/20009.extxyz,pos_3,/data/dxl/results/rp_qtfg/phase0/offline_relax/pos_3/20009,/data/dxl/results/rp_qtfg/phase0/offline_relax/pos_3/20009/relaxed_structure.extxyz,901764,9,12,-34.02540588378906,-8.506351470947266,0.004185240715742111,20009,2026-07-26T23:40:12+08:00,success,pos_3_20009,0.046061027050431136,0.005317621062485599,True,True,True,True,True,3.3590500386378115,-8.49595832824707
