seed,C0_e_hull,C0_stable,C0_nus,C0_novel,C0_unique,C0_validity,C0_mag_mae,C0_mag_hit,C0_maxf,C0_atomic_force,C0_rmsd,C0_runtime,A_OLD_e_hull,delta_A_OLD_minus_C0_e_hull,A_OLD_stable,delta_A_OLD_minus_C0_stable,A_OLD_nus,delta_A_OLD_minus_C0_nus,A_OLD_novel,delta_A_OLD_minus_C0_novel,A_OLD_unique,delta_A_OLD_minus_C0_unique,A_OLD_validity,delta_A_OLD_minus_C0_validity,A_OLD_mag_mae,delta_A_OLD_minus_C0_mag_mae,A_OLD_mag_hit,delta_A_OLD_minus_C0_mag_hit,A_OLD_maxf,delta_A_OLD_minus_C0_maxf,A_OLD_atomic_force,delta_A_OLD_minus_C0_atomic_force,A_OLD_rmsd,delta_A_OLD_minus_C0_rmsd,A_OLD_runtime,delta_A_OLD_minus_C0_runtime,A_NORM_e_hull,delta_A_NORM_minus_C0_e_hull,A_NORM_stable,delta_A_NORM_minus_C0_stable,A_NORM_nus,delta_A_NORM_minus_C0_nus,A_NORM_novel,delta_A_NORM_minus_C0_novel,A_NORM_unique,delta_A_NORM_minus_C0_unique,A_NORM_validity,delta_A_NORM_minus_C0_validity,A_NORM_mag_mae,delta_A_NORM_minus_C0_mag_mae,A_NORM_mag_hit,delta_A_NORM_minus_C0_mag_hit,A_NORM_maxf,delta_A_NORM_minus_C0_maxf,A_NORM_atomic_force,delta_A_NORM_minus_C0_atomic_force,A_NORM_rmsd,delta_A_NORM_minus_C0_rmsd,A_NORM_runtime,delta_A_NORM_minus_C0_runtime,A_ROBUST_e_hull,delta_A_ROBUST_minus_C0_e_hull,A_ROBUST_stable,delta_A_ROBUST_minus_C0_stable,A_ROBUST_nus,delta_A_ROBUST_minus_C0_nus,A_ROBUST_novel,delta_A_ROBUST_minus_C0_novel,A_ROBUST_unique,delta_A_ROBUST_minus_C0_unique,A_ROBUST_validity,delta_A_ROBUST_minus_C0_validity,A_ROBUST_mag_mae,delta_A_ROBUST_minus_C0_mag_mae,A_ROBUST_mag_hit,delta_A_ROBUST_minus_C0_mag_hit,A_ROBUST_maxf,delta_A_ROBUST_minus_C0_maxf,A_ROBUST_atomic_force,delta_A_ROBUST_minus_C0_atomic_force,A_ROBUST_rmsd,delta_A_ROBUST_minus_C0_rmsd,A_ROBUST_runtime,delta_A_ROBUST_minus_C0_runtime
813022,0.0271088138632809,True,False,False,True,True,0.03351424637544803,False,0.0054048747736279695,0.002777427124963307,0.000586635154855695,86.30839530500816,0.17776492916015485,0.15065611529687395,False,-1.0,False,0.0,True,1.0,True,0.0,True,0.0,0.05560474489974221,0.022090498524294178,False,0.0,0.005318014089244217,-8.686068438375216e-05,0.003066193461704594,0.00028876633674128696,0.0014477105932827672,0.0008610754384270722,87.19928907899885,0.8908937739906833,0.08479302972677871,0.05768421586349781,True,0.0,False,0.0,False,0.0,True,0.0,True,0.0,0.05007512432133601,0.01656087794588798,False,0.0,0.014793656878233318,0.009388782104605349,0.006570786115483683,0.003793358990520376,0.0020456237235142905,0.0014589885686585955,86.7512400879641,0.44284478295594454,0.027109576802733848,7.629394529473643e-07,True,0.0,False,0.0,False,0.0,True,0.0,True,0.0,0.03353205917274618,1.7812797298150107e-05,False,0.0,0.005400265649095422,-4.609124532547505e-06,0.002771009089997583,-6.418034965724115e-06,0.0005849425263798549,-1.6926284758400243e-06,86.73560306796571,0.4272077629575506
813023,0.05427313895751951,True,True,True,True,True,0.027764559369619968,False,0.22721005411989895,0.1637574995734009,0.02577213054116756,87.09580707800342,0.04256292314209009,-0.011710215815429414,True,0.0,False,-1.0,False,-1.0,True,0.0,True,0.0,0.05790291854919655,0.03013835917957658,False,0.0,0.20067575867024648,-0.026534295449652467,0.08444342231599669,-0.07931407725740422,0.0119482534163293,-0.01382387712483826,87.14953212800901,0.05372505000559613,0.08018825896932036,0.025915120011800852,True,0.0,True,0.0,True,0.0,True,0.0,True,0.0,0.036298417266810074,0.008533857897190106,False,0.0,0.4765934768832835,0.24938342276338457,0.19167239001949865,0.02791489044609774,0.055482206115761594,0.029710075574594035,87.07793834595941,-0.01786873204400763,0.11401476610839811,0.05974162715087861,False,-1.0,False,-1.0,True,0.0,True,0.0,True,0.0,0.0002107911742391666,-0.0275537681953808,True,1.0,0.290751358675216,0.06354130455531706,0.16944555857137641,0.005688058997975504,0.035071542003990784,0.009299411462823225,87.67166533001,0.5758582520065829
813024,0.22978109923047274,False,False,True,True,True,0.02138649169014195,False,0.767195283974561,0.270663218693188,0.03936001878664426,84.31611906597391,-0.08179826480729169,-0.31157936403776443,True,1.0,True,1.0,True,0.0,True,0.0,True,0.0,0.05514898385198508,0.03376249216184313,False,0.0,0.3457691226771601,-0.42142616129740096,0.16404031391198315,-0.10662290478120484,0.0168829604729389,-0.02247705831370536,84.48033721896354,0.16421815298963338,0.13190957911198797,-0.09787152011848477,False,0.0,False,0.0,True,0.0,True,0.0,True,0.0,0.004639765399803292,-0.01674672629033866,True,1.0,0.7895210945507305,0.022325810576169447,0.4512128950032161,0.1805496763100281,0.05580414055271971,0.016444121766075452,84.54772500699619,0.2316059410222806,0.11388197410155865,-0.1158991251289141,False,0.0,False,0.0,True,0.0,True,0.0,True,0.0,0.06437816944815083,0.042991677758008884,False,0.0,0.24727680290361667,-0.5199184810709444,0.10944220611161518,-0.16122101258157281,0.18110397228570135,0.1417439534990571,84.54610224498902,0.22998317901510745
813025,0.07538084308349635,True,True,True,True,True,0.0014730308399009545,True,0.15567169091349045,0.07138555017045366,0.01857956714767689,85.33851764799329,0.062178645264891585,-0.013202197818604766,True,0.0,True,0.0,True,0.0,True,0.0,True,0.0,0.01583194061174463,0.014358909771843675,False,-1.0,0.18761590580459378,0.03194421489110333,0.08397196302179069,0.012586412851337034,0.01949586398753854,0.0009162968398616494,85.27430335897952,-0.06421428901376203,0.06417976995385999,-0.011201073129636363,True,0.0,True,0.0,True,0.0,True,0.0,True,0.0,0.024749836471387718,0.023276805631486763,False,-1.0,0.18803149690333557,0.032359805989845114,0.07431234483406127,0.0029267946636076098,0.02016951411454108,0.0015899469668641912,85.16194673901191,-0.1765709089813754,0.07044324919189471,-0.004937593891601644,True,0.0,True,0.0,True,0.0,True,0.0,True,0.0,0.02247176497740315,0.020998734137502195,False,-1.0,0.11972807175168111,-0.03594361916180934,0.058131314210653554,-0.013254235959800104,0.005545251287035037,-0.013034315860641852,85.41627414198592,0.07775649399263784
813026,0.05342103212929139,True,False,False,True,True,0.0036820601043034834,True,0.011607887992697035,0.00916802013489384,0.0009813179021017826,84.01911075104726,0.3104572677148436,0.2570362355855522,False,-1.0,False,0.0,True,1.0,True,0.0,True,0.0,0.052353859768576816,0.04867179966427333,False,-1.0,0.21254160394444213,0.20093371595174508,0.11792186668518878,0.10875384655029494,0.06748961591486122,0.06650829801275944,84.01696557202376,-0.002145179023500532,0.021227322210937594,-0.0321937099183538,True,0.0,False,0.0,False,0.0,True,0.0,True,0.0,0.04635073117483687,0.04266867107053339,False,-1.0,0.004654805287506664,-0.006953082705190371,0.0028763790767662345,-0.006291641058127606,0.001113677201088088,0.0001323592989863054,84.25198380200891,0.23287305096164346,0.07014946515429532,0.01672843302500393,True,0.0,False,0.0,False,0.0,True,0.0,True,0.0,0.04777084598668713,0.044088785882383644,False,-1.0,0.004551738978555339,-0.007056149014141696,0.00308281057054236,-0.00608520956435148,0.0011272615959148373,0.0001459436938130547,84.20321189903188,0.18410114798462018
813027,0.15814027494336358,False,False,True,True,True,0.0031305754987756007,True,0.38064673936357973,0.2041660154443811,0.043236804513510536,85.74672585201915,0.12229818484373389,-0.035842090099629687,False,0.0,False,0.0,True,0.0,True,0.0,True,0.0,0.04165223947240265,0.03852166397362705,False,-1.0,0.5481484951977986,0.1675017558342189,0.3164117566488341,0.11224574120445299,0.24743011925220926,0.20419331473869873,85.67863609699998,-0.06808975501917303,0.0845358032382828,-0.07360447170508078,True,1.0,True,1.0,True,0.0,True,0.0,True,0.0,0.08374455670181596,0.08061398120304036,False,-1.0,0.08399036536274504,-0.29665637400083467,0.0325809686824748,-0.17158504676190628,0.007272217208493462,-0.03596458730501707,85.84858303400688,0.1018571819877252,0.06773701434277779,-0.09040326060058579,True,1.0,True,1.0,True,0.0,True,0.0,True,0.0,0.03331760012962248,0.03018702463084688,False,-1.0,0.16448523545921864,-0.2161615039043611,0.0880423913031481,-0.11612362414123299,0.04359505047201134,0.0003582459585008066,86.31609708501492,0.5693712329957634
813028,0.03621545327907505,True,False,False,True,True,0.016128345530873917,False,0.17667034139340904,0.09098526333794064,0.009159720548568293,88.07872612896608,0.07082085840710484,0.03460540512802979,True,0.0,True,1.0,True,1.0,True,0.0,True,0.0,0.020951086456470813,0.004822740925596897,False,0.0,0.4643447652050213,0.2876744238116123,0.16292810459342408,0.07194284125548343,0.023917919311807305,0.014758198763239012,87.51713875599671,-0.5615873729693703,0.16611996587455646,0.12990451259548141,False,-1.0,False,0.0,True,1.0,True,0.0,True,0.0,0.007167975247255348,-0.008960370283618568,True,1.0,0.7261787441580384,0.5495084027646293,0.32575115742664973,0.23476589408870907,0.33548409422797326,0.326324373679405,88.19446316699032,0.11573703802423552,0.06356623862954258,0.027350785350467532,True,0.0,True,1.0,True,1.0,True,0.0,True,0.0,0.019032720888127103,0.002904375357253186,False,0.0,0.2982101690619228,0.12153982766851379,0.11482869084201369,0.023843427504073048,0.019890489464282513,0.01073076891571422,88.17180756398011,0.0930814350140281
813029,0.14847765957170633,False,False,True,True,True,0.017149653222631123,False,0.27706798030907975,0.16269176810347422,0.02633809445566803,85.52609135501552,0.11467790192801441,-0.03379975764369192,False,0.0,False,0.0,True,0.0,True,0.0,True,0.0,0.003678221379137356,-0.013471431843493767,True,1.0,0.02316061475475986,-0.2539073655543199,0.014280801759326913,-0.1484109663441473,0.0022074132053586503,-0.02413068125030938,85.45345995598473,-0.07263139903079718,0.2083379909064238,0.059860331334717465,False,0.0,False,0.0,True,0.0,True,0.0,True,0.0,0.0007593238441663264,-0.016390329378464796,True,1.0,0.19893097132740442,-0.07813700898167533,0.09418998000906566,-0.06850178809440856,1.1973545967808028,1.1710165023251349,85.7746002220083,0.24850886699277908,0.049716418449893496,-0.09876124112181284,True,1.0,False,0.0,False,-1.0,True,0.0,True,0.0,0.07431366537456652,0.057164012151935395,False,0.0,0.33694833577868016,0.05988035546960041,0.193510893859754,0.03081912575627979,0.022843329606238194,-0.0034947648494298364,86.0924433330074,0.5663519779918715
813030,0.07794611383897987,True,True,True,True,True,0.008467104038950624,True,0.32623535483712446,0.10213784355218147,0.01506578091091174,86.46253683703253,0.2708645364371751,0.19291842259819525,False,-1.0,False,-1.0,True,0.0,True,0.0,True,0.0,0.027857072586082943,0.01938996854713232,False,-1.0,0.2617358349865278,-0.06449951985059665,0.18320315798428244,0.08106531443210097,0.2769394169169556,0.26187363600604385,86.19532299501589,-0.2672138420166448,0.04062496920735725,-0.037321144631622616,True,0.0,True,0.0,True,0.0,True,0.0,True,0.0,0.013531516234252194,0.005064412195301571,False,-1.0,0.15899186049841735,-0.1672434943387071,0.09841826316011311,-0.003719580392068364,0.015032018782070167,-3.376212884157251e-05,86.30658401199616,-0.15595282503636554,0.04522132546875035,-0.03272478837022952,True,0.0,False,-1.0,False,-1.0,True,0.0,True,0.0,0.04350211746485061,0.035035013425899986,False,-1.0,0.1521368754266463,-0.17409847941047815,0.0914841378525401,-0.010653705699641372,0.008303785283391879,-0.0067619956275198605,86.86721950001083,0.4046826629783027
813031,0.007387544416504355,True,False,False,True,True,0.054984371475811006,False,0.02958959570414236,0.020656999567999292,0.001440400073421301,83.31853139802115,0.04964466859130834,0.042257124174803984,True,0.0,True,1.0,True,1.0,True,0.0,True,0.0,0.023804820410425725,-0.03117955106538528,False,0.0,0.2150293655144799,0.18543976981033755,0.1365885000045064,0.1159315004365071,0.025049178318327463,0.02360877824490616,83.30469510500552,-0.013836293015629053,0.15616703852756508,0.14877949411106073,False,-1.0,False,0.0,False,0.0,True,0.0,True,0.0,0.024573000713847687,-0.03041137076196332,False,0.0,0.012298062998899462,-0.017291532705242897,0.011027735244750918,-0.009629264323248374,0.0006859658080413365,-0.0007544342653799645,83.4936617059866,0.17513030796544626,0.1368532006665042,0.12946565624999984,False,-1.0,False,0.0,False,0.0,True,0.0,True,0.0,0.01873565025410763,-0.036248721221703376,False,0.0,0.010647712564316337,-0.018941883139826022,0.008156901597083332,-0.01250009797091596,0.0009442634505762124,-0.0004961366228450887,83.74185624101665,0.42332484299549833
