config,seed,task_id,energy_ev,energy_per_atom_ev,maximum_force_ev_ang,converged,relax_elapsed_seconds,steps,formula,chemical_system,input_hash,output_hash,energy_above_hull_per_atom,rmsd_from_relaxation,novel_unique_stable,stable,comp_validity,structure_comp_validity,structure_validity,novel,novel_unique,unique,is_unique,is_novel,is_explored,energy_above_hull,self_consistent_energy_above_hull
G1,14000,G1_seed_14000,-185.96046447753906,-9.298023223876953,0.049118898808956146,True,2.582016210013535,82,SrEu7O12,Eu-O-Sr,fd2da93dbde0ca0f42b7af1d4dd816a9d4b5d393b23c4b84856d13e737bfa2c8,6b2e2af04db121dec55eef15d385e08984aadf85ae13051ca13555f6a37e7188,0.14863472329700045,0.03887595192549598,False,False,False,False,True,True,True,True,True,True,True,0.14863472329700045,0.14863472329700045
G1,14001,G1_seed_14001,-59.239009857177734,-7.404876232147217,0.039592184126377106,True,0.8419019849970937,21,FeCo3,Co-Fe,3d0a4a2b81135376faeea22e0031bf9571dd73bc51ea857a9d0e697aff62e831,c45779717519318c968f0b3a0fe2acd7475151db4abba0c8646286ece6330b2a,0.08623476507088412,0.01694215955190031,False,True,True,True,True,False,False,True,True,False,True,0.08623476507088412,0.048605097595883606
G1,14002,G1_seed_14002,-64.12274932861328,-8.01534366607666,0.04492330551147461,True,0.7230317019857466,25,Eu2SiSn,Eu-Si-Sn,7ee1c40e2cbc2a8f5da8fe129a0d509fdefc47d4944e19ab4afc559c9f397e1d,0928c90d3492fa07f7893ba0f5ab655b6050ec049091fcb6a2ff0884bbc1cc2a,0.1733654867120613,0.03962519889451931,False,False,True,True,True,True,True,True,True,True,False,0.1733654867120613,0.1733654867120613
G1,14003,G1_seed_14003,-75.74993896484375,-7.574993896484375,0.048520538955926895,True,0.5492543680011295,19,Eu2ZnPtO6,Eu-O-Pt-Zn,5dc1b4808e8d8b9b782122d07df2b7a9822b4b3f225b24f3e7f234a9d00ac327,162e2ece352cdf5ce703be83b318052557c623042a5143f9ac2a9b6dc1327944,0.13513977831564716,0.003528789572442988,False,False,True,True,True,False,False,True,True,False,True,0.13513977831564716,0.13513977831564716
G1,14004,G1_seed_14004,-43.25144958496094,-8.650289916992188,0.04493052139878273,True,0.8146383480052464,29,Mn2Fe3,Fe-Mn,afcf0a919f331d252fc04fb301611ddeb2b90be2a312f12ae32df190e222be73,c7d0c9b8a55e3a93820cb05f6c34f04b9e745886757c7e316adc63b0296e8acc,0.10695404982562096,0.03198986430247622,False,False,True,True,True,False,False,True,True,False,True,0.10695404982562096,0.10695404982562096
G1,14005,G1_seed_14005,-29.099376678466797,-7.274844169616699,0.037815291434526443,True,0.40175176598131657,12,Fe2SiNi,Fe-Ni-Si,55bb5a2d681d50d2db1c9fde3ec8e80fceb3b0b7f7349b73c00b5e6f18887586,b60051d8afbb6874747d0332b670893d2a5760d0e6746a6a55dbc2a73726f637,0.14178057214372686,0.0037805566268117397,False,False,False,False,True,False,False,True,True,False,True,0.14178057214372686,0.14178057214372686
G1,14006,G1_seed_14006,-38.06022262573242,-6.34337043762207,0.04734287038445473,True,0.7244525740388781,25,FeHRh,Fe-H-Rh,821c309f3b70f1c7ec2c139f7419f1cae4f9f28ff69b0607b478b4dbeda2977e,6b47f5483c2254fadfac15e9963a2dec79e5c2b4f20ccb4594196e0d501d5299,0.10618473943474793,0.04584418217870308,False,False,True,True,True,True,True,True,True,True,True,0.10618473943474793,0.10618473943474793
G1,14007,G1_seed_14007,-86.57188415527344,-9.619098239474827,0.04228759557008743,True,0.08284366899169981,3,Eu2Pt,Eu-Pt,a877c3b869de4f3afdbb90343adeee6e5832ebaf9166f86345bebc8dc2de9909,2b5b2bd7df5036ff4fc5dcb5c0ffb1db34f9cd446afaf0f421fd7db256b45401,0.02430366849522514,0.0031665746613240824,True,True,True,True,True,True,True,True,True,True,True,0.02430366849522514,0.0
G1,14008,G1_seed_14008,-172.87908935546875,-9.604393853081596,0.04523148015141487,False,15.382202195003629,500,Eu2GdPdO5,Eu-Gd-O-Pd,d5e633a1b8b25dd37c957a1b8a1709cf6b212a82b0cd3c6fbe1928ab12e32ccd,315b380012d110f5394b2d5fed5e1522ed02646a5a16db41252d91408556aa53,0.20592250401299772,0.8202554201982862,False,False,True,True,True,True,True,True,True,True,False,0.20592250401299772,0.20592250401299772
G1,14009,G1_seed_14009,-55.977806091308594,-6.997225761413574,0.029521385207772255,True,1.4245066599687561,50,MnFeCO,C-Fe-Mn-O,14cbba181fb02af967c28e27374fbff08948c5e5b48c86f7e019cf680e9a4025,d077201a2437f0e1a29bf526624420ea3dcaab9f6f5f8f90b5d18faab5904b16,0.7685509742312604,0.06544251976695842,False,False,True,True,True,True,True,True,True,True,True,0.7685509742312604,0.7685509742312604
G1,14010,G1_seed_14010,-78.00679016113281,-7.800679016113281,0.027800260111689568,True,0.973856808966957,33,Eu3AlH,Al-Eu-H,623c879ecbc2ecb1b9f01bb3f00ab5d1f80d8e4b4967b2ea4a72ff882273051f,e83af80dce0fa05d5715fcfd9915f7005dcda4957ac71127c1ab88fea0520a99,0.11296593205348238,0.04841482280123563,False,False,False,False,True,True,True,True,True,True,True,0.11296593205348238,0.11296593205348238
G1,14011,G1_seed_14011,-40.80864334106445,-8.161728668212891,0.03270765766501427,True,0.4824048970476724,16,Eu2FeNi2,Eu-Fe-Ni,c3b8de7fc7d6c67b86e7093751c68de2e39e9a3e3ebe2684180549cc5a8f694f,0a41bd416ff56070f37e445f452903751ac25396ddebaef16054d5943f29a934,0.13275386744411755,0.01666120460491906,False,False,True,True,True,True,True,True,True,True,False,0.13275386744411755,0.13275386744411755
G1,14012,G1_seed_14012,-36.490482330322266,-6.081747055053711,0.048716530203819275,True,0.7051148299942724,25,Eu2InCu3,Cu-Eu-In,44ebf564bdf00552a8713fc4d225b83094d2edd434ee4684a965b96d64ec30cd,975608111933bbc8b793087e132e03463709747911c7686cdc49bacc68f7f39f,0.11939835201604776,0.010183513173958537,False,False,True,True,True,True,True,True,True,True,True,0.11939835201604776,0.11915964203382412
G1,14013,G1_seed_14013,-89.27020263671875,-7.4391835530598955,0.048675764352083206,True,0.9733466129982844,34,Pr3Fe7BC,B-C-Fe-Pr,04e9cca05e72ea0b753e55084c8299cd5c316dc5b16e774620cddb8ebb525ced,43a81fd0c73d22860df60a5f8e72732e4b1d8ac92386e43c624e5e93d5ad4afd,0.1494571191788019,0.019514507272868076,False,False,False,False,True,True,True,True,True,True,True,0.1494571191788019,0.1494571191788019
