method,seed,formula,num_atoms,energy_ev_atom,energy_total_ev,mean_force_ev_a,maxF_ev_a,evaluator,surrogate_property_eval,dft_verified
C0,740208,Fe4,4,-8.355440139770508,-33.42176055908203,0.004099831064943053,0.0070769523406942,CHGNet_0.3.0,True,False
C0,740209,Eu6Gd2N2,10,-11.05700969696045,-110.57009696960449,0.16275645265411814,0.5382879600810532,CHGNet_0.3.0,True,False
C0,740210,Co2Fe8,10,-8.076191902160645,-80.76191902160645,0.05390855253072076,0.12430950609476803,CHGNet_0.3.0,True,False
C0,740211,CoFe5,6,-8.137288093566895,-48.82372856140137,0.03403664870226071,0.05425025552951136,CHGNet_0.3.0,True,False
C0,740212,Co2Fe6,8,-8.026288032531738,-64.2103042602539,0.05337443374294539,0.06905256433778287,CHGNet_0.3.0,True,False
C0,740213,Co2Fe8,10,-8.09613037109375,-80.9613037109375,0.04393018489743059,0.09163132963725883,CHGNet_0.3.0,True,False
C0,740214,Co2Gd2,4,-10.719670295715332,-42.87868118286133,0.0029621597413173693,0.004063643964214934,CHGNet_0.3.0,True,False
C0,740215,HFeNi,3,-5.865105628967285,-17.595316886901855,0.01704480345618933,0.0247157943784291,CHGNet_0.3.0,True,False
C0,740216,Co13Gd5,18,-9.071694374084473,-163.2904987335205,0.11728631695638755,0.3135267238993809,CHGNet_0.3.0,True,False
C0,740217,Co5Fe3,8,-7.518016338348389,-60.14413070678711,0.0351706754571416,0.07040413885665125,CHGNet_0.3.0,True,False
C0,740218,HGd3,4,-11.51948356628418,-46.07793426513672,0.07332323152349766,0.08826982104911683,CHGNet_0.3.0,True,False
C0,740219,Co4Fe11,15,-7.954702377319336,-119.32053565979004,0.09245190135541449,0.19249709268251924,CHGNet_0.3.0,True,False
C0,740220,Co2Fe10,12,-8.133184432983398,-97.59821319580078,0.049995054016004535,0.09002131398057749,CHGNet_0.3.0,True,False
C0,740221,Co4Fe5,9,-7.7693939208984375,-69.92454528808594,0.047020610874686404,0.09146653864912103,CHGNet_0.3.0,True,False
C0,740222,Fe10,10,-8.356138229370117,-83.56138229370117,0.05798147552057496,0.09168283070139664,CHGNet_0.3.0,True,False
C0,740223,Co4Fe8,12,-7.915301322937012,-94.98361587524414,0.03987933661478151,0.06511978060289997,CHGNet_0.3.0,True,False
C0,740224,Co3Fe9,12,-8.033447265625,-96.4013671875,0.028913058363591832,0.048968087708953834,CHGNet_0.3.0,True,False
C0,740225,HCo5Fe14,20,-7.784764766693115,-155.6952953338623,0.1241565518965819,0.4100648348507532,CHGNet_0.3.0,True,False
C0,740226,Co3Fe8,11,-7.894538879394531,-86.83992767333984,0.16696555773211783,0.27853821703718085,CHGNet_0.3.0,True,False
C0,740227,Co2Fe8,10,-8.096074104309082,-80.96074104309082,0.023239617511711864,0.034580452165058506,CHGNet_0.3.0,True,False
C0,740228,CoGd3,4,-12.331369400024414,-49.325477600097656,0.31916456071400506,0.6355156136612096,CHGNet_0.3.0,True,False
C0,740229,Co5Fe5,10,-7.701098442077637,-77.01098442077637,0.028931916907880318,0.05679052247210857,CHGNet_0.3.0,True,False
C0,740230,Co3Fe9,12,-8.021119117736816,-96.2534294128418,0.03642856591694467,0.07248443793858385,CHGNet_0.3.0,True,False
C0,740231,H2CoFe9,12,-7.430985450744629,-89.17182540893555,0.16107528774516325,0.2862211026148916,CHGNet_0.3.0,True,False
C0,740232,CoFe7,8,-8.194140434265137,-65.5531234741211,0.023861756626663684,0.07339437206479936,CHGNet_0.3.0,True,False
C0,740233,Gd4N,5,-13.755538940429688,-68.77769470214844,0.11286653066980201,0.25603241365290474,CHGNet_0.3.0,True,False
C0,740234,Fe19Gd,20,-8.661288261413574,-173.22576522827148,0.08188799650419519,0.2838143873804465,CHGNet_0.3.0,True,False
C0,740235,CoFe5,6,-8.1334228515625,-48.800537109375,0.029036925972489327,0.05098502464624821,CHGNet_0.3.0,True,False
C0,740236,FFe10O7,18,-7.721251964569092,-138.98253536224365,0.4720304326295061,0.8068806059730358,CHGNet_0.3.0,True,False
C0,740237,EuGd3,4,-13.029519081115723,-52.11807632446289,0.0043345270111802845,0.006905037699628971,CHGNet_0.3.0,True,False
C0,740238,Gd4N,5,-13.438581466674805,-67.19290733337402,0.26512732064441036,0.3784723622438352,CHGNet_0.3.0,True,False
C0,740239,Co2Fe9,11,-8.119038581848145,-89.30942440032959,0.04149985844424597,0.07661910964605934,CHGNet_0.3.0,True,False
C0,740240,Co2Fe4,6,-7.908481597900391,-47.450889587402344,0.025629574541125615,0.05840985891813931,CHGNet_0.3.0,True,False
C0,740241,Co3Fe13,16,-8.107169151306152,-129.71470642089844,0.04487858121030358,0.10921648965913786,CHGNet_0.3.0,True,False
C0,740242,Co3Fe3,6,-7.692435264587402,-46.154611587524414,0.031816150976918006,0.056240412673173076,CHGNet_0.3.0,True,False
C0,740243,Co2Fe10,12,-8.13443660736084,-97.61323928833008,0.058690318549185765,0.10488255903616732,CHGNet_0.3.0,True,False
C0,740244,Co5Fe7,12,-7.800467491149902,-93.60560989379883,0.03958494347695791,0.08900505231205381,CHGNet_0.3.0,True,False
C0,740245,Co3Fe5,8,-7.853034973144531,-62.82427978515625,0.06264956265453686,0.10055191590743899,CHGNet_0.3.0,True,False
C0,740246,CoFe8,9,-8.210041999816895,-73.89037799835205,0.03599932545898714,0.0777403211173289,CHGNet_0.3.0,True,False
C0,740247,Co5Fe7,12,-7.810420989990234,-93.72505187988281,0.0377463530830805,0.07179348242107603,CHGNet_0.3.0,True,False
C0,740248,Fe15,15,-8.356169700622559,-125.34254550933838,0.012304490746946627,0.023807786610387287,CHGNet_0.3.0,True,False
C0,740249,CoFe5,6,-8.139076232910156,-48.83445739746094,0.026797195976961122,0.05892449551812338,CHGNet_0.3.0,True,False
C0,740250,Co3Fe9,12,-8.028382301330566,-96.3405876159668,0.03557021176137058,0.07050383609661554,CHGNet_0.3.0,True,False
C0,740251,Fe8Ir2,10,-8.458657264709473,-84.58657264709473,0.03796558347862842,0.06965922350493134,CHGNet_0.3.0,True,False
C0,740252,Co2Fe11,13,-8.151647567749023,-105.9714183807373,0.07723057215489779,0.12446369144231846,CHGNet_0.3.0,True,False
C0,740253,H2Fe16,18,-7.808213710784912,-140.54784679412842,0.17359901035783695,0.39954069361174993,CHGNet_0.3.0,True,False
C0,740254,Co2Fe8,10,-8.097121238708496,-80.97121238708496,0.030941816236524384,0.07756651687948887,CHGNet_0.3.0,True,False
C0,740255,Gd9,9,-14.045320510864258,-126.40788459777832,0.014692288901121977,0.026068490973156194,CHGNet_0.3.0,True,False
F0,740000,Fe2Gd2,4,-11.226571083068848,-44.90628433227539,0.13219983246898073,0.24598921470280494,CHGNet_0.3.0,True,False
F0,740001,CoFe8,9,-8.210766792297363,-73.89690113067627,0.05250725558936946,0.09829743152951487,CHGNet_0.3.0,True,False
F0,740002,C6Fe13Gd,20,-8.912837028503418,-178.25674057006836,0.2439804467229169,0.7189038160881155,CHGNet_0.3.0,True,False
F0,740003,Fe2Gd6N2,10,-12.396138191223145,-123.96138191223145,0.29443330344284774,0.43505911554403937,CHGNet_0.3.0,True,False
F0,740004,CoFe4Mn,6,-8.249635696411133,-49.4978141784668,0.11461478061263956,0.18120348761007904,CHGNet_0.3.0,True,False
F0,740005,H2EuGd,4,-7.954836845397949,-31.819347381591797,0.37655706210846895,0.7337440353041276,CHGNet_0.3.0,True,False
F0,740006,Gd6,6,-14.045082092285156,-84.27049255371094,0.006811481835867227,0.010644965063535728,CHGNet_0.3.0,True,False
F0,740007,Co3Fe,4,-7.336258888244629,-29.345035552978516,0.06447535439715064,0.1267553171519857,CHGNet_0.3.0,True,False
F0,740008,CoFe7,8,-8.192052841186523,-65.53642272949219,0.03154609643950759,0.06301645135184551,CHGNet_0.3.0,True,False
F0,740009,Co3Fe7,10,-7.964914798736572,-79.64914798736572,0.04621512465861001,0.07130433579622004,CHGNet_0.3.0,True,False
F0,740010,Co5Fe9,14,-7.880352973937988,-110.32494163513184,0.06061456937801962,0.09837913312104168,CHGNet_0.3.0,True,False
F0,740011,Fe4,4,-8.356596946716309,-33.426387786865234,0.0034439734771357007,0.00384096637581116,CHGNet_0.3.0,True,False
F0,740012,Co4Fe3,7,-7.575305461883545,-53.027138233184814,0.03798766550566956,0.0682297944800131,CHGNet_0.3.0,True,False
F0,740013,Eu2GdN,4,-11.455204010009766,-45.82081604003906,0.04205310908912441,0.07220628835105346,CHGNet_0.3.0,True,False
F0,740014,Co5Fe7,12,-7.802010536193848,-93.62412643432617,0.06353323939575996,0.1130897282679015,CHGNet_0.3.0,True,False
F0,740015,HGdO,3,-9.842020034790039,-29.526060104370117,0.010142904041466871,0.015079324013976289,CHGNet_0.3.0,True,False
F0,740016,Gd7Ge,8,-12.941170692443848,-103.52936553955078,0.0073186538941093105,0.013340248642904035,CHGNet_0.3.0,True,False
F0,740017,H2Fe16,18,-7.813188076019287,-140.63738536834717,0.06117423355207184,0.12827240202093068,CHGNet_0.3.0,True,False
F0,740018,Co8Gd12,20,-11.438956260681152,-228.77912521362305,0.17247972161128597,0.2720718901689735,CHGNet_0.3.0,True,False
F0,740019,Fe6,6,-8.355270385742188,-50.131622314453125,0.02269087163364028,0.04108960036331087,CHGNet_0.3.0,True,False
F0,740020,EuGd3,4,-13.026289939880371,-52.105159759521484,0.017903909855797748,0.024010959815331814,CHGNet_0.3.0,True,False
F0,740021,Fe14,14,-8.356366157531738,-116.98912620544434,0.013833459723241846,0.03334504975216683,CHGNet_0.3.0,True,False
F0,740022,Co3Fe7,10,-7.957523822784424,-79.57523822784424,0.055047422886722285,0.07603150063890729,CHGNet_0.3.0,True,False
F0,740023,CoFe5,6,-8.137801170349121,-48.82680702209473,0.04933656070427985,0.08504172334874183,CHGNet_0.3.0,True,False
F0,740024,Co2Fe6,8,-8.033783912658691,-64.27027130126953,0.03747971083484801,0.06952187086010136,CHGNet_0.3.0,True,False
F0,740025,Co2Fe2,4,-7.681645393371582,-30.726581573486328,0.008637787788287018,0.009462375460653462,CHGNet_0.3.0,True,False
F0,740026,CoFe3,4,-8.016633987426758,-32.06653594970703,0.036172071193002225,0.06970563971766396,CHGNet_0.3.0,True,False
F0,740027,Co2Fe3,5,-7.843357086181641,-39.2167854309082,0.035336620846211246,0.044870463626992894,CHGNet_0.3.0,True,False
F0,740028,Eu3Gd8,11,-12.937799453735352,-142.31579399108887,0.05047827633533914,0.08672475057476436,CHGNet_0.3.0,True,False
F0,740029,Fe17Gd2O,20,-8.918478965759277,-178.36957931518555,0.27202752612292525,1.0797181145122345,CHGNet_0.3.0,True,False
F0,740030,Co3Fe6,9,-7.908885478973389,-71.1799693107605,0.068465751649883,0.09455249450491084,CHGNet_0.3.0,True,False
F0,740031,Co5Fe7,12,-7.802330017089844,-93.62796020507812,0.06516630130322916,0.10091977541665476,CHGNet_0.3.0,True,False
F0,740032,Co5Fe3,8,-7.375161170959473,-59.00128936767578,0.122020292206352,0.2614462257706524,CHGNet_0.3.0,True,False
F0,740033,Co6Fe10,16,-7.8594255447387695,-125.75080871582031,0.0408713714671487,0.0764410243810943,CHGNet_0.3.0,True,False
F0,740034,Co6Fe6,12,-7.701353073120117,-92.4162368774414,0.040244348192604536,0.08455390207211151,CHGNet_0.3.0,True,False
F0,740035,C2Fe14,16,-8.421297073364258,-134.74075317382812,0.16901229561891162,0.24076742191334985,CHGNet_0.3.0,True,False
F0,740036,CoFe3,4,-8.040082931518555,-32.16033172607422,0.00043693786404605935,0.0006831680074368776,CHGNet_0.3.0,True,False
F0,740037,Co2Fe4,6,-7.912539482116699,-47.475236892700195,0.08607187709401813,0.11731026025202282,CHGNet_0.3.0,True,False
F0,740038,Fe6,6,-8.35584545135498,-50.13507270812988,0.004039840658982577,0.00650956484781244,CHGNet_0.3.0,True,False
F0,740039,C4FGd8,13,-12.300765991210938,-159.9099578857422,0.11162238636461558,0.18055605481271259,CHGNet_0.3.0,True,False
F0,740040,Fe6,6,-8.355530738830566,-50.1331844329834,0.012234854863184335,0.030384761557775496,CHGNet_0.3.0,True,False
F0,740041,Gd10,10,-14.02331829071045,-140.2331829071045,0.09942132779935998,0.17221891359706026,CHGNet_0.3.0,True,False
F0,740042,Co2Fe10,12,-8.135278701782227,-97.62334442138672,0.03983685261059894,0.0743726372661973,CHGNet_0.3.0,True,False
F0,740043,CoFe8,9,-8.210257530212402,-73.89231777191162,0.03540972185178431,0.06872243390616363,CHGNet_0.3.0,True,False
F0,740044,Co3Fe5,8,-7.859499931335449,-62.875999450683594,0.049200532925270185,0.06793676781064642,CHGNet_0.3.0,True,False
F0,740045,CoFe5,6,-8.133898735046387,-48.80339241027832,0.03675417979002384,0.0587847550650104,CHGNet_0.3.0,True,False
F0,740046,Co4Fe5,9,-7.769794464111328,-69.92815017700195,0.06229737118816846,0.12470231414700492,CHGNet_0.3.0,True,False
F0,740047,Fe4Gd4O8,16,-10.38895320892334,-166.22325134277344,0.10150917225853764,0.21817617259181615,CHGNet_0.3.0,True,False
F0,740048,Co2Fe16,18,-8.091479301452637,-145.64662742614746,0.1107887887847829,0.24119155120912097,CHGNet_0.3.0,True,False
F0,740049,Co5Fe11,16,-7.940133094787598,-127.04212951660156,0.06031330742840946,0.1005920186672562,CHGNet_0.3.0,True,False
F0,740050,H2Fe4,6,-6.720991611480713,-40.32594966888428,0.04457374886106208,0.06829290081150384,CHGNet_0.3.0,True,False
F0,740051,Gd4Ge,5,-12.535120964050293,-62.675604820251465,0.2534824950034875,0.3253180519255564,CHGNet_0.3.0,True,False
F0,740052,Co2Fe8,10,-8.095257759094238,-80.95257759094238,0.023218145827171126,0.0474533537993046,CHGNet_0.3.0,True,False
F0,740053,Co7Fe13,20,-7.894673824310303,-157.89347648620605,0.05178093993254794,0.0996708759790779,CHGNet_0.3.0,True,False
F0,740054,Co2Fe4,6,-7.912541389465332,-47.47524833679199,0.029379140671657183,0.05968091162218287,CHGNet_0.3.0,True,False
F0,740055,Co2Fe4,6,-7.921760559082031,-47.53056335449219,0.043252357429768074,0.062306000999167395,CHGNet_0.3.0,True,False
F0,740056,Co3Fe9,12,-8.023503303527832,-96.28203964233398,0.04511699176906828,0.08438750693205588,CHGNet_0.3.0,True,False
F0,740057,Co4Fe8,12,-7.908222675323486,-94.89867210388184,0.05099029087807359,0.09332089008754038,CHGNet_0.3.0,True,False
F0,740058,Co2Fe7,9,-8.059589385986328,-72.53630447387695,0.06498056840593217,0.08666918810047507,CHGNet_0.3.0,True,False
F0,740059,Fe4Gd6,10,-11.77877140045166,-117.7877140045166,0.22891985808523155,0.3862143284974366,CHGNet_0.3.0,True,False
F0,740060,Co4Fe8,12,-7.923565864562988,-95.08279037475586,0.03657840219464931,0.06286296783172825,CHGNet_0.3.0,True,False
F0,740061,Co2Gd2,4,-10.72006893157959,-42.88027572631836,0.0010199099886265169,0.0016268319990867914,CHGNet_0.3.0,True,False
F0,740062,Co4Fe11,15,-8.002117156982422,-120.03175735473633,0.07114462965978209,0.12362285278015309,CHGNet_0.3.0,True,False
F0,740063,Gd2NO2,5,-11.932682037353516,-59.66341018676758,0.3913794511445993,0.9657994674470924,CHGNet_0.3.0,True,False
F0,740064,Co5Fe7,12,-7.806312084197998,-93.67574501037598,0.04488803537548706,0.08716231855409594,CHGNet_0.3.0,True,False
F0,740065,Co4Fe14,18,-8.06164264678955,-145.1095676422119,0.05986106997343769,0.0913961066323924,CHGNet_0.3.0,True,False
F0,740066,Co3Fe4,7,-7.787919044494629,-54.5154333114624,0.0647887350659699,0.15393917311048255,CHGNet_0.3.0,True,False
F0,740067,Co3Fe8,11,-8.002548217773438,-88.02803039550781,0.03626453518813647,0.050737438485785775,CHGNet_0.3.0,True,False
F0,740068,Co4Fe6,10,-7.832446098327637,-78.32446098327637,0.03906811091869809,0.06566955354803677,CHGNet_0.3.0,True,False
F0,740069,H2CoFe5,8,-6.962362766265869,-55.69890213012695,0.3614927483960084,0.5480618199678496,CHGNet_0.3.0,True,False
F0,740070,Co2Fe5,7,-7.971975803375244,-55.80383062362671,0.07554030222609634,0.13852512599002118,CHGNet_0.3.0,True,False
F0,740071,H3Fe12,15,-7.365118026733398,-110.47677040100098,0.1530059123131462,0.30584487369445973,CHGNet_0.3.0,True,False
F0,740072,Co2Fe8,10,-8.072639465332031,-80.72639465332031,0.1257434133028229,0.2035199922340032,CHGNet_0.3.0,True,False
F0,740073,Fe15,15,-8.29263973236084,-124.3895959854126,0.06065734959384277,0.13328751858807408,CHGNet_0.3.0,True,False
F0,740074,HFe17Gd2,20,-8.768797874450684,-175.37595748901367,0.1032581468135951,0.34919314529226864,CHGNet_0.3.0,True,False
F0,740075,CGd5,6,-13.273018836975098,-79.63811302185059,0.310333351477662,0.8183930845528965,CHGNet_0.3.0,True,False
F0,740076,Co2Fe9,11,-8.115629196166992,-89.27192115783691,0.04543412618966483,0.08375055577978645,CHGNet_0.3.0,True,False
F0,740077,Ga2Gd6O,9,-11.54415225982666,-103.89737033843994,0.21638917328223453,0.46511281752768285,CHGNet_0.3.0,True,False
F0,740078,CoGd6O5,12,-12.33051872253418,-147.96622467041016,0.2522135106514027,0.6886972392862004,CHGNet_0.3.0,True,False
F0,740079,Co2Fe6,8,-8.023720741271973,-64.18976593017578,0.02481687612940077,0.048705455732033026,CHGNet_0.3.0,True,False
F0,740080,CoFe8,9,-8.20882797241211,-73.87945175170898,0.05462676866520532,0.07258905426969903,CHGNet_0.3.0,True,False
F0,740081,Gd4,4,-14.04637622833252,-56.18550491333008,0.02282307045400417,0.03233240896782215,CHGNet_0.3.0,True,False
F0,740082,Co2Gd2,4,-10.718786239624023,-42.875144958496094,0.0024719020534853323,0.0039512755423492165,CHGNet_0.3.0,True,False
F0,740083,Fe14,14,-8.356202125549316,-116.98682975769043,0.0014882952859986503,0.003861575041186854,CHGNet_0.3.0,True,False
F0,740084,Co3Fe15,18,-8.0363187789917,-144.6537380218506,0.12540600017411827,0.19579920681076232,CHGNet_0.3.0,True,False
F0,740085,C2HFe15,18,-7.995950698852539,-143.9271125793457,0.36709270585732345,0.8961008764621712,CHGNet_0.3.0,True,False
F0,740086,Co2Fe4,6,-7.930694580078125,-47.58416748046875,0.020524065274045666,0.032306354297784924,CHGNet_0.3.0,True,False
F0,740087,Gd8N2,10,-13.745877265930176,-137.45877265930176,0.12803299396564977,0.2276997976888902,CHGNet_0.3.0,True,False
F0,740088,Co4Fe6,10,-7.8271284103393555,-78.27128410339355,0.05389833597940137,0.09751554597345587,CHGNet_0.3.0,True,False
F0,740089,HFe14Ge3,18,-7.528461456298828,-135.5123062133789,0.1813081703419535,0.5945923594270649,CHGNet_0.3.0,True,False
F0,740090,Gd3Zn,4,-10.980571746826172,-43.92228698730469,0.02749807945152788,0.050989628778470644,CHGNet_0.3.0,True,False
F0,740091,Co5Fe7,12,-7.791624546051025,-93.4994945526123,0.05539602086418608,0.09437159480154188,CHGNet_0.3.0,True,False
F0,740092,CGd2,3,-12.682714462280273,-38.04814338684082,0.04391979510065014,0.06583969527251686,CHGNet_0.3.0,True,False
F0,740093,Co3Fe7,10,-7.961193561553955,-79.61193561553955,0.027992995043607926,0.06318947481042227,CHGNet_0.3.0,True,False
F0,740094,Eu3N,4,-10.385403633117676,-41.5416145324707,0.03384790023155052,0.06623075291979084,CHGNet_0.3.0,True,False
F0,740095,Gd4,4,-14.045857429504395,-56.18342971801758,0.009459469237604722,0.012961338122182572,CHGNet_0.3.0,True,False
F0,740096,Gd3,3,-13.895827293395996,-41.68748188018799,0.2431193364095323,0.3643472716529341,CHGNet_0.3.0,True,False
F0,740097,Gd4,4,-14.046552658081055,-56.18621063232422,0.01100402273662085,0.015802067057425054,CHGNet_0.3.0,True,False
F0,740098,Co2Fe6,8,-8.026041030883789,-64.20832824707031,0.04587749153935293,0.07337855315054063,CHGNet_0.3.0,True,False
F0,740099,Gd12,12,-14.045032501220703,-168.54039001464844,0.018314703765348026,0.03141521961733853,CHGNet_0.3.0,True,False
F0,740100,Co6Fe4,10,-7.550904750823975,-75.50904750823975,0.04869860964138776,0.10212733600508447,CHGNet_0.3.0,True,False
F0,740101,Co3Fe6,9,-7.908212184906006,-71.17390966415405,0.057940258182161614,0.11201532773901399,CHGNet_0.3.0,True,False
F0,740102,Co2Fe6,8,-8.040125846862793,-64.32100677490234,0.001388211142169377,0.002354089967826201,CHGNet_0.3.0,True,False
F0,740103,Co4Fe8,12,-7.9189534187316895,-95.02744102478027,0.03870203132485597,0.07215277737866478,CHGNet_0.3.0,True,False
F0,740104,Gd6N4,10,-13.238195419311523,-132.38195419311523,0.21022510804515843,0.29694394910886285,CHGNet_0.3.0,True,False
F0,740105,Co2Fe5,7,-7.9750542640686035,-55.825379848480225,0.05102115906114561,0.07434952722180647,CHGNet_0.3.0,True,False
F0,740106,Co3Fe4,7,-7.7800774574279785,-54.46054220199585,0.029049268843382495,0.06037435752948164,CHGNet_0.3.0,True,False
F0,740107,Co3Fe8,11,-7.724186420440674,-84.96605062484741,0.3851670275019908,1.4162636111241655,CHGNet_0.3.0,True,False
F0,740108,Fe6Gd3,9,-10.212514877319336,-91.91263389587402,0.11457526032976711,0.18109562842134902,CHGNet_0.3.0,True,False
F0,740109,CoFe14,15,-8.268754005432129,-124.03131008148193,0.03440647589175398,0.05714877440162304,CHGNet_0.3.0,True,False
F0,740110,Co2Fe8,10,-8.097036361694336,-80.97036361694336,0.04371458660890605,0.09313425899854531,CHGNet_0.3.0,True,False
F0,740111,Gd4,4,-14.04676628112793,-56.18706512451172,0.007622467605983637,0.010085791863853319,CHGNet_0.3.0,True,False
F0,740112,F3Fe8O7,18,-7.601551055908203,-136.82791900634766,0.3644454034242482,0.8642203444351244,CHGNet_0.3.0,True,False
F0,740113,Gd4,4,-14.046342849731445,-56.18537139892578,0.007820238969448492,0.011937459590039046,CHGNet_0.3.0,True,False
F0,740114,Co4Fe12,16,-8.02480697631836,-128.39691162109375,0.03549636482659642,0.1012777365198443,CHGNet_0.3.0,True,False
F0,740115,Co4Fe4,8,-7.684652328491211,-61.47721862792969,0.03947703873545655,0.07599272339246915,CHGNet_0.3.0,True,False
F0,740116,Co4Fe4,8,-7.694143772125244,-61.55315017700195,0.031104905890425805,0.09611472168532603,CHGNet_0.3.0,True,False
F0,740117,Co3Fe9,12,-8.021313667297363,-96.25576400756836,0.05175087410523869,0.09876933824648544,CHGNet_0.3.0,True,False
F0,740118,Gd3Li,4,-10.876884460449219,-43.507537841796875,0.07421954131267518,0.13622658444626431,CHGNet_0.3.0,True,False
F0,740119,Co3Fe3,6,-7.705820083618164,-46.234920501708984,0.050640253191021965,0.08789020661099031,CHGNet_0.3.0,True,False
F0,740120,Fe4,4,-8.35644245147705,-33.4257698059082,0.007640992861398325,0.009439608304314943,CHGNet_0.3.0,True,False
F0,740121,Co5Fe5,10,-7.6899003982543945,-76.89900398254395,0.03608868249874906,0.05693707190950589,CHGNet_0.3.0,True,False
F0,740122,F2Fe9O7,18,-7.710888862609863,-138.79599952697754,0.27564186512010336,0.7195304577440107,CHGNet_0.3.0,True,False
F0,740123,Co2Fe11,13,-8.155071258544922,-106.01592636108398,0.05191715747668475,0.10529431032313709,CHGNet_0.3.0,True,False
F0,740124,Eu3Gd5OSn2,11,-11.26673412322998,-123.93407535552979,0.16682774221569138,0.3132575033993567,CHGNet_0.3.0,True,False
F0,740125,CFe17Gd2,20,-9.036296844482422,-180.72593688964844,0.23038824073261338,1.1493942761520533,CHGNet_0.3.0,True,False
F0,740126,Co3Fe3,6,-7.677396297454834,-46.064377784729004,0.058796614011969096,0.113796562472605,CHGNet_0.3.0,True,False
F0,740127,Co3Fe13,16,-8.109224319458008,-129.74758911132812,0.01970586750278866,0.03635867192467628,CHGNet_0.3.0,True,False
F0,740128,Gd9N6,15,-13.208870887756348,-198.13306331634521,0.2530924638900551,0.4230416942818416,CHGNet_0.3.0,True,False
F0,740129,Co5Fe7,12,-7.806666851043701,-93.68000221252441,0.05001338717745093,0.09957974948082832,CHGNet_0.3.0,True,False
F0,740130,Co2Fe4,6,-7.904329776763916,-47.425978660583496,0.0614871595213703,0.09705992682660583,CHGNet_0.3.0,True,False
F0,740131,Gd8,8,-14.001119613647461,-112.00895690917969,0.009329429416558614,0.01581980277876061,CHGNet_0.3.0,True,False
F0,740132,Co3Fe3,6,-7.679973602294922,-46.07984161376953,0.05274654905240492,0.09486613776926296,CHGNet_0.3.0,True,False
F0,740133,Co4Fe3,7,-7.607851505279541,-53.25496053695679,0.0736827610740041,0.14719139077625895,CHGNet_0.3.0,True,False
F0,740134,CoFe7,8,-8.191948890686035,-65.53559112548828,0.042255216152561385,0.08570344490018904,CHGNet_0.3.0,True,False
F0,740135,H3Fe13,16,-7.4256672859191895,-118.81067657470703,0.21764083112977764,0.5428714399898902,CHGNet_0.3.0,True,False
F0,740136,Gd15,15,-14.046987533569336,-210.70481300354004,0.021237770141868687,0.03049425832545198,CHGNet_0.3.0,True,False
F0,740137,Co6Fe8Gd4,18,-9.216257095336914,-165.89262771606445,0.11216913663139289,0.46258501405313296,CHGNet_0.3.0,True,False
F0,740138,CH2Fe7,10,-7.383852005004883,-73.83852005004883,0.12345927712815823,0.3355827404404528,CHGNet_0.3.0,True,False
F0,740139,Gd8N3,11,-13.63055419921875,-149.93609619140625,0.17774410434296814,0.3012245532340602,CHGNet_0.3.0,True,False
F0,740140,HCo2Fe7,10,-7.599742889404297,-75.99742889404297,0.06626787633523819,0.13898947360968691,CHGNet_0.3.0,True,False
F0,740141,Co5Fe11,16,-7.938291072845459,-127.01265716552734,0.042090858940990704,0.06375533036517887,CHGNet_0.3.0,True,False
F0,740142,Fe6,6,-8.355489730834961,-50.132938385009766,0.003844751003867622,0.005817506916283218,CHGNet_0.3.0,True,False
F0,740143,Co5Fe7,12,-7.808428764343262,-93.70114517211914,0.04008995077124493,0.07105863594650189,CHGNet_0.3.0,True,False
F0,740144,CoFe15,16,-8.274057388305664,-132.38491821289062,0.002003200900111563,0.0033622818537152924,CHGNet_0.3.0,True,False
F0,740145,Fe12,12,-8.356433868408203,-100.27720642089844,0.0026682978835910194,0.004560444088058177,CHGNet_0.3.0,True,False
F0,740146,Co2Fe10,12,-8.13612174987793,-97.63346099853516,0.025694929311329346,0.05605551063178717,CHGNet_0.3.0,True,False
F0,740147,Co4Fe6,10,-7.829977989196777,-78.29977989196777,0.03130744432016884,0.06278261607475057,CHGNet_0.3.0,True,False
F0,740148,Fe17N3,20,-8.44594669342041,-168.9189338684082,0.16720879651942758,0.3472865886992719,CHGNet_0.3.0,True,False
F0,740149,CoGd2,3,-11.915962219238281,-35.747886657714844,0.003722773024722336,0.004952201097288343,CHGNet_0.3.0,True,False
F0,740150,Co5Fe7,12,-7.803933143615723,-93.64719772338867,0.056752155474112935,0.10820841628882447,CHGNet_0.3.0,True,False
F0,740151,Fe10O8,18,-7.923954486846924,-142.63118076324463,0.11994011605591555,0.2744223671228793,CHGNet_0.3.0,True,False
F0,740152,Co4Fe8,12,-7.915173530578613,-94.98208236694336,0.05351861112617365,0.09804496952004692,CHGNet_0.3.0,True,False
F0,740153,Co3Fe7,10,-7.959838390350342,-79.59838390350342,0.05102936590077434,0.09011849983302567,CHGNet_0.3.0,True,False
F0,740154,CFeGd3,5,-11.830992698669434,-59.15496349334717,0.009363917386227171,0.01178582464954563,CHGNet_0.3.0,True,False
F0,740155,Fe3,3,-8.356697082519531,-25.070091247558594,0.0034973589125763672,0.0037802663917512773,CHGNet_0.3.0,True,False
F0,740156,HCo6Fe5,12,-7.28101921081543,-87.37223052978516,0.14811283555390162,0.2516819266540645,CHGNet_0.3.0,True,False
F0,740157,Co4Fe8,12,-7.917441368103027,-95.00929641723633,0.06093619588754654,0.09515380933471757,CHGNet_0.3.0,True,False
