method,seed,formula,num_atoms,energy_ev_atom,energy_total_ev,mean_force_ev_a,maxF_ev_a,evaluator,surrogate_property_eval,dft_verified
C0,740190,Co4Fe8,12,-7.914033889770508,-94.9684066772461,0.03344163141322002,0.06286931944610198,CHGNet_0.3.0,True,False
C0,740191,Co4Fe8,12,-7.908199787139893,-94.89839744567871,0.05859118693745464,0.10171955472333168,CHGNet_0.3.0,True,False
C0,740192,Co4Fe8,12,-7.915545463562012,-94.98654556274414,0.045957000940222446,0.10237634421457392,CHGNet_0.3.0,True,False
C0,740193,Co6Fe10,16,-7.863585472106934,-125.81736755371094,0.06004951961718824,0.14102486924815913,CHGNet_0.3.0,True,False
C0,740194,Gd2NSn,4,-11.325845718383789,-45.303382873535156,0.04077928325903637,0.07708060397546339,CHGNet_0.3.0,True,False
C0,740195,Gd4,4,-14.046131134033203,-56.18452453613281,0.012823677450542375,0.019445604561015663,CHGNet_0.3.0,True,False
C0,740196,Co2Fe10O2,14,-7.665550708770752,-107.31770992279053,0.8607085499605246,1.893125493963163,CHGNet_0.3.0,True,False
C0,740197,Gd3N,4,-13.589895248413086,-54.359580993652344,0.005781680111899883,0.010002536582663023,CHGNet_0.3.0,True,False
C0,740198,AgGd10,11,-13.047011375427246,-143.5171251296997,0.09996879227540778,0.1322539223851304,CHGNet_0.3.0,True,False
C0,740199,Co11Eu3Fe4,18,-7.765786647796631,-139.78415966033936,0.13580881891717145,0.31161614674284643,CHGNet_0.3.0,True,False
C0,740200,CoFe5,6,-8.132248878479004,-48.79349327087402,0.04961949650092732,0.07570970264700959,CHGNet_0.3.0,True,False
C0,740201,Co3Fe9,12,-8.02642822265625,-96.317138671875,0.03677674666911742,0.09799843777292454,CHGNet_0.3.0,True,False
C0,740202,Co5Fe15,20,-8.025229454040527,-160.50458908081055,0.07104817914316194,0.14932913379958557,CHGNet_0.3.0,True,False
C0,740203,CFe3Gd,5,-9.763290405273438,-48.81645202636719,0.008160637196294476,0.012580189008125565,CHGNet_0.3.0,True,False
C0,740204,ClFe4Gd4Tl,10,-9.865438461303711,-98.65438461303711,0.08422750939420778,0.2442319649049298,CHGNet_0.3.0,True,False
C0,740205,Co2Fe6,8,-8.01693058013916,-64.13544464111328,0.02957611266114982,0.06325094417529353,CHGNet_0.3.0,True,False
C0,740206,Gd4O,5,-13.569046974182129,-67.84523487091064,0.019833137576746436,0.03063321134175752,CHGNet_0.3.0,True,False
C0,740207,Co3Fe16,19,-8.149771690368652,-154.8456621170044,0.06271415403060566,0.14975407596883217,CHGNet_0.3.0,True,False
