split,model,stage,timestep_bin,field,count,residual_mse,residual_rmse,residual_cosine,score_after_mse
stage_c_test,lightweight_adapter,decile,9,pos,87300,14586.038170631644,120.77267145605269,0.37674466320155614,14586.038170631644
stage_c_test,lightweight_adapter,early,-1,atomic_numbers,9787203,5.572258013494847,2.360563071280843,0.28325090371981976,5.572258013494847
stage_c_test,lightweight_adapter,early,-1,cell,95904,0.011988591752804376,0.10949242783318112,0.9702753858411486,0.011988591752804376
stage_c_test,lightweight_adapter,early,-1,pos,290709,0.03328739101516046,0.18244832423226162,-0.005589715073411722,0.03328739101516046
stage_c_test,lightweight_adapter,late,-1,atomic_numbers,9816594,0.7653536032466118,0.8748449023950542,0.14201080484203435,0.7653536032466118
stage_c_test,lightweight_adapter,late,-1,cell,96192,21.920854239921944,4.681971191701413,0.24051977761857585,21.920854239921944
stage_c_test,lightweight_adapter,late,-1,pos,291582,6028.429098479197,77.64295910434633,0.3778889987442468,6028.429098479197
stage_c_test,lightweight_adapter,middle,-1,atomic_numbers,9787203,5.062175598808736,2.249927909691494,0.29601907208489714,5.062175598808736
stage_c_test,lightweight_adapter,middle,-1,cell,95904,0.049368128302408,0.22218939736721913,0.8817398122505865,0.049368128302408
stage_c_test,lightweight_adapter,middle,-1,pos,290709,93.83906459871989,9.68705654978435,0.4386744589967889,93.83906459871989
stage_c_test,lightweight_adapter,overall,-1,atomic_numbers,29391000,3.7968944963814613,1.9485621612823802,0.2820846839193167,3.7968944963814613
stage_c_test,lightweight_adapter,overall,-1,cell,288000,7.341997103912313,2.709611984014005,0.266127126821956,7.341997103912313
stage_c_test,lightweight_adapter,overall,-1,pos,873000,2044.7548121046389,45.21896518170931,0.37869581920785955,2044.7548121046389
stage_c_test,linear_residual,decile,0,atomic_numbers,2939100,5.147938737507469,2.2689069477410193,0.09286662351546679,5.147938737507469
stage_c_test,linear_residual,decile,0,cell,28800,0.047699302002591946,0.21840169871727635,0.9279800754391577,0.047699302002591946
stage_c_test,linear_residual,decile,0,pos,87300,3.871427915033469,1.9675944488215729,-0.0036503166685066574,3.871427915033469
stage_c_test,linear_residual,decile,1,atomic_numbers,2939100,6.294875273899054,2.5089590020363133,0.11222219819270843,6.294875273899054
stage_c_test,linear_residual,decile,1,cell,28800,0.045487909498131356,0.2132789476205548,0.9259442133694524,0.045487909498131356
stage_c_test,linear_residual,decile,1,pos,87300,3.8547900551209335,1.9633619266760098,0.005611348231234252,3.8547900551209335
stage_c_test,linear_residual,decile,2,atomic_numbers,2939100,6.405934591777132,2.5309947830402835,0.12264095637699354,6.405934591777132
stage_c_test,linear_residual,decile,2,cell,28800,0.04847614888339497,0.22017299762549214,0.9199351964303265,0.04847614888339497
stage_c_test,linear_residual,decile,2,pos,87300,3.8646838697453134,1.965879922514423,-0.00516133312499416,3.8646838697453134
stage_c_test,linear_residual,decile,3,atomic_numbers,2939100,6.253112381763827,2.5006223988766934,0.12967751267140434,6.253112381763827
stage_c_test,linear_residual,decile,3,cell,28800,0.04355348423880868,0.20869471540699988,0.9174078540385113,0.04355348423880868
stage_c_test,linear_residual,decile,3,pos,87300,4.231192095757623,2.0569861681007056,0.04298071332260388,4.231192095757623
stage_c_test,linear_residual,decile,4,atomic_numbers,2939100,6.28951814432726,2.5078911747377037,0.14947622954018044,6.28951814432726
stage_c_test,linear_residual,decile,4,cell,28800,0.051260683858983816,0.22640822392082804,0.8982734448687916,0.051260683858983816
stage_c_test,linear_residual,decile,4,pos,87300,19.618675289285143,4.429297380994546,0.43754749106005386,19.618675289285143
stage_c_test,linear_residual,decile,5,atomic_numbers,2939100,5.636493889804534,2.374130133291883,0.15369137205384306,5.636493889804534
stage_c_test,linear_residual,decile,5,cell,28800,0.06801959835851448,0.2608056716379352,0.8477979337447912,0.06801959835851448
stage_c_test,linear_residual,decile,5,pos,87300,104.25027376078795,10.210302334445732,0.5409591346833661,104.25027376078795
stage_c_test,linear_residual,decile,6,atomic_numbers,2939100,2.8077968447619925,1.6756481864526314,0.10752575497897923,2.8077968447619925
stage_c_test,linear_residual,decile,6,cell,28800,0.06511727623801562,0.2551808696552616,0.88062375453402,0.06511727623801562
stage_c_test,linear_residual,decile,6,pos,87300,366.6029062253203,19.146877192516808,0.40993325239465855,366.6029062253203
stage_c_test,linear_residual,decile,7,atomic_numbers,2939100,1.3168605860578113,1.147545461434017,0.07271431724429575,1.3168605860578113
stage_c_test,linear_residual,decile,7,cell,28800,0.12561198493532882,0.3544178112557675,0.8823645724957452,0.12561198493532882
stage_c_test,linear_residual,decile,7,pos,87300,1240.493206905614,35.220636094562714,0.3709527041107726,1240.493206905614
stage_c_test,linear_residual,decile,8,atomic_numbers,2939100,0.47703990384374073,0.690680753925966,0.04214858824092129,0.47703990384374073
stage_c_test,linear_residual,decile,8,cell,28800,0.5675172502038509,0.7533374079413891,0.8224148800895841,0.5675172502038509
stage_c_test,linear_residual,decile,8,pos,87300,4217.246258131029,64.94032844181672,0.35679467779194757,4217.246258131029
stage_c_test,linear_residual,decile,9,atomic_numbers,2939100,0.11165464744900137,0.3341476431893563,0.020514238276390928,0.11165464744900137
stage_c_test,linear_residual,decile,9,cell,28800,74.67999713675688,8.641758914524107,0.1605894319082502,74.67999713675688
stage_c_test,linear_residual,decile,9,pos,87300,14748.905368397856,121.4450714043096,0.36268710204070054,14748.905368397856
stage_c_test,linear_residual,early,-1,atomic_numbers,9787203,5.985905678079208,2.446611059829332,0.10936465618153407,5.985905678079208
stage_c_test,linear_residual,early,-1,cell,95904,0.047320344308029574,0.21753239829512655,0.9236610831022815,0.047320344308029574
stage_c_test,linear_residual,early,-1,pos,290709,3.8640670832103083,1.9657230433635122,-0.0013948920287427818,3.8640670832103083
stage_c_test,linear_residual,late,-1,atomic_numbers,9816594,0.790887749770997,0.8893186997758435,0.05883096825113582,0.790887749770997
stage_c_test,linear_residual,late,-1,cell,96192,22.573536451626513,4.751161589719562,0.19189011285324803,22.573536451626513
stage_c_test,linear_residual,late,-1,pos,291582,6104.154123567891,78.12908628396912,0.36221989382536623,6104.154123567891
stage_c_test,linear_residual,middle,-1,atomic_numbers,9787203,5.455433636322201,2.3356869731028174,0.14117667600011008,5.455433636322201
stage_c_test,linear_residual,middle,-1,cell,95904,0.056922606605471965,0.23858459004192195,0.8758621974668576,0.056922606605471965
stage_c_test,linear_residual,middle,-1,pos,290709,93.75275271522698,9.682600514078176,0.44545947554651655,93.75275271522698
stage_c_test,linear_residual,overall,-1,atomic_numbers,29391000,4.0741225001191825,2.018445565309895,0.11099613009453434,4.0741225001191825
stage_c_test,linear_residual,overall,-1,cell,288000,7.57427407749745,2.7521399087796117,0.2007387266268908,7.57427407749745
stage_c_test,linear_residual,overall,-1,pos,873000,2071.293878264555,45.511469744060726,0.3627005572295518,2071.293878264555
stage_c_test,zero_residual_reuse,decile,0,atomic_numbers,2939100,5.187494024612763,2.277607083017781,0.0,5.187494024612763
stage_c_test,zero_residual_reuse,decile,0,cell,28800,0.19738823267643865,0.44428395500674867,0.0,0.19738823267643865
stage_c_test,zero_residual_reuse,decile,0,pos,87300,9.917675782548915e-06,0.0031492341581008097,0.0,9.917675782548915e-06
stage_c_test,zero_residual_reuse,decile,1,atomic_numbers,2939100,6.3746833278891835,2.524813523389239,0.0,6.3746833278891835
stage_c_test,zero_residual_reuse,decile,1,cell,28800,0.18826455279149942,0.43389463328266625,0.0,0.18826455279149942
stage_c_test,zero_residual_reuse,decile,1,pos,87300,2.1602325160036518e-05,0.004647830156109033,0.0,2.1602325160036518e-05
stage_c_test,zero_residual_reuse,decile,2,atomic_numbers,2939100,6.499283818825782,2.5493692982433482,0.0,6.499283818825782
stage_c_test,zero_residual_reuse,decile,2,cell,28800,0.17518029395945228,0.4185454502911867,0.0,0.17518029395945228
stage_c_test,zero_residual_reuse,decile,2,pos,87300,0.0008244309144678126,0.028712905016173695,0.0,0.0008244309144678126
stage_c_test,zero_residual_reuse,decile,3,atomic_numbers,2939100,6.350422213448181,2.5200044074263404,0.0,6.350422213448181
stage_c_test,zero_residual_reuse,decile,3,cell,28800,0.1762675268284511,0.41984226422366183,0.0,0.1762675268284511
stage_c_test,zero_residual_reuse,decile,3,pos,87300,0.4713214855855571,0.6865285759424418,0.0,0.4713214855855571
stage_c_test,zero_residual_reuse,decile,4,atomic_numbers,2939100,6.4006911516288545,2.5299587252816704,0.0,6.4006911516288545
stage_c_test,zero_residual_reuse,decile,4,cell,28800,0.18454516403174948,0.4295872018947369,0.0,0.18454516403174948
stage_c_test,zero_residual_reuse,decile,4,pos,87300,24.239526041844456,4.923365316716246,0.0,24.239526041844456
stage_c_test,zero_residual_reuse,decile,5,atomic_numbers,2939100,5.736919145028924,2.3951866618342974,0.0,5.736919145028924
stage_c_test,zero_residual_reuse,decile,5,cell,28800,0.21817594745726737,0.4670930822194516,0.0,0.21817594745726737
stage_c_test,zero_residual_reuse,decile,5,pos,87300,135.06698862984692,11.621832412741414,0.0,135.06698862984692
stage_c_test,zero_residual_reuse,decile,6,atomic_numbers,2939100,2.840632904606035,1.6854177240690318,0.0,2.840632904606035
stage_c_test,zero_residual_reuse,decile,6,cell,28800,0.28968603221788525,0.5382248900022046,0.0,0.28968603221788525
stage_c_test,zero_residual_reuse,decile,6,pos,87300,437.9845032962655,20.928079302608385,0.0,437.9845032962655
stage_c_test,zero_residual_reuse,decile,7,atomic_numbers,2939100,1.3138949592823859,1.1462525722031711,0.0,1.3138949592823859
stage_c_test,zero_residual_reuse,decile,7,cell,28800,0.40867277878488595,0.6392751980054333,0.0,0.40867277878488595
stage_c_test,zero_residual_reuse,decile,7,pos,87300,1438.164889236791,37.92314450618238,0.0,1438.164889236791
stage_c_test,zero_residual_reuse,decile,8,atomic_numbers,2939100,0.45706507808916913,0.6760658829501524,0.0,0.45706507808916913
stage_c_test,zero_residual_reuse,decile,8,cell,28800,0.9315760752118271,0.9651818871134223,0.0,0.9315760752118271
stage_c_test,zero_residual_reuse,decile,8,pos,87300,4831.830100917052,69.51136670298644,0.0,4831.830100917052
stage_c_test,zero_residual_reuse,decile,9,atomic_numbers,2939100,0.08703406128020787,0.2950153577022862,0.0,0.08703406128020787
stage_c_test,zero_residual_reuse,decile,9,cell,28800,76.11326195048323,8.724291487019633,0.0,76.11326195048323
stage_c_test,zero_residual_reuse,decile,9,pos,87300,16982.718715335806,130.31776055218185,0.0,16982.718715335806
stage_c_test,zero_residual_reuse,early,-1,atomic_numbers,9787203,6.058311666523293,2.4613637818338217,0.0,6.058311666523293
stage_c_test,zero_residual_reuse,early,-1,cell,95904,0.18616032781189773,0.43146300862518644,0.0,0.18616032781189773
stage_c_test,zero_residual_reuse,early,-1,pos,290709,0.0027047564608545854,0.05200727315342139,0.0,0.0027047564608545854
stage_c_test,zero_residual_reuse,late,-1,atomic_numbers,9816594,0.7786264067292983,0.8823980999125611,0.0,0.7786264067292983
stage_c_test,zero_residual_reuse,late,-1,cell,96192,23.223698636796232,4.819097284429547,0.0,23.223698636796232
