seed,c0_max_force,a0_max_force,c0_rmsd,a0_rmsd,c0_ehull,a0_ehull,c0_stable,a0_stable,c0_nus,a0_nus,c0_composition_valid,a0_composition_valid,c0_structure_valid,a0_structure_valid,c0_novel,a0_novel,c0_unique,a0_unique,c0_relaxation_converged,a0_relaxation_converged,c0_generation_elapsed_seconds,a0_generation_elapsed_seconds,c0_physical_forwards,a0_physical_forwards
20127,0.0370988063514232,0.0485162436962127,0.0018376661443839,0.0269117625259998,0.0238257507395998,0.1283959167853812,True,False,True,False,True,True,True,True,True,True,True,True,True,True,188.1272427699878,189.97549023799365,2000,2000
20128,0.0405225493013858,0.0494211800396442,0.010635768443519,0.0029679069444035,0.0883093718586316,0.1077445529142622,True,False,True,False,True,True,True,True,True,False,True,True,True,True,190.5101502379985,166.754116030992,2000,2000
20129,0.0349433906376361,0.0490201190114021,0.042826261421727,0.3340018340786497,0.2802706850271086,0.2777565706267744,False,False,False,False,True,True,True,True,True,True,True,True,True,True,229.64725017599997,231.8287843959988,2000,2000
20130,0.0391746312379837,0.0177090335637331,0.0040179114879213,0.0159062842593939,0.1164520344948645,0.0299242094306055,False,True,False,True,True,True,True,True,False,True,True,True,True,True,217.38453484798083,224.5586039450136,2000,2000
20131,0.0245010275393724,0.0385663621127605,0.0021275693279928,0.0140497965668615,0.2057785779312269,0.0255199353778481,False,True,False,False,True,False,True,True,True,False,True,True,True,True,210.8726519619813,214.0655007219757,2000,2000
20132,0.0083475299179553,0.03842443972826,0.0012644870341291,0.0418903006875028,0.075311995885464,0.2135799231920696,True,False,False,False,True,True,True,True,False,True,True,True,True,True,183.12161297595597,188.51607962703565,2000,2000
20133,0.0335354246199131,0.035667460411787,0.6312730844282308,0.0263056237710935,0.1513578111137121,0.1378310745690267,False,False,False,False,True,True,True,True,True,True,True,True,True,True,202.3475188779994,204.24286451295484,2000,2000
20134,0.0385830588638782,0.0511189959943294,0.4727872768246728,0.5657526923473918,0.150583375892058,0.152452343692528,False,False,False,False,True,False,True,True,True,True,True,True,True,True,196.73080509796276,210.0650869670208,2000,2000
20135,0.0376960523426532,0.0535720214247703,0.0236500473732697,0.7383857025600674,0.26328735636055,0.2450740929251571,False,False,False,False,True,True,True,True,True,True,True,True,True,True,214.9337057209923,214.44374868198065,2000,2000
20136,0.0104300212115049,0.0203084629029035,0.0019026640697518,0.0022945533935018,0.0824825308446985,-0.0055402101544252,True,True,True,True,True,True,True,True,True,True,True,True,True,True,189.23775778902927,186.48410547699316,2000,2000
20137,0.0367092154920101,0.0471846908330917,0.0014062492810256,0.002047002521325,0.0120637740155862,0.0131583686175371,True,True,False,True,True,True,True,True,False,True,True,True,True,True,230.99710599001264,231.84090975899016,2000,2000
20138,0.0499887019395828,0.0444536209106445,0.0245251833002585,0.2094101224045425,0.2509845782658999,0.2257056301602862,False,False,False,False,True,True,True,True,True,True,True,True,True,True,214.3740134619875,219.4406378309941,2000,2000
20139,0.0484656542539596,0.0464434623718261,0.0838672621727258,0.0313943349113867,0.3230832030777328,0.1771634863458135,False,False,False,False,False,True,True,True,True,True,True,True,True,True,205.59927214804335,211.2492445189855,2000,2000
20140,0.0188149139285087,0.0027401361148804,0.0034203560800493,0.0003426315958729,0.0083207839129695,0.1398607442069099,True,False,False,False,True,True,True,True,False,False,True,True,True,True,183.04554429196287,190.14387944800544,2000,2000
20141,0.0444426350295543,0.0458930507302284,0.0427053055049344,0.009265665353914,0.1728259401950858,0.197472345386549,False,False,False,False,True,True,True,True,False,True,True,True,True,True,202.72467967798,205.4733148419764,2000,2000
20142,0.043610081076622,0.0387419797480106,0.0032552267721176,0.0725413053983532,0.1989277325971006,0.1286355088396469,False,False,False,False,True,False,True,True,True,True,True,True,True,True,197.7431388469995,210.5111267120228,2000,2000
20143,0.0299692954868078,0.0409010984003543,0.0115208326766157,0.0027060951025875,0.0235416549400664,0.0613881292835287,True,True,True,True,True,True,True,True,True,True,True,True,True,True,213.5320877719787,214.928650034999,2000,2000
20144,0.0218037366867065,0.0518071539700031,0.1114624222121843,0.002929971419289,0.0959970385759456,0.1556801649019004,True,False,False,False,True,True,True,True,False,True,True,True,True,True,192.65980149101236,186.99834694201127,2000,2000
20145,0.0411846898496151,0.0381289310753345,0.0621585095192208,0.0353245416616525,0.2567010492568737,0.1590430231881097,False,False,False,False,False,True,True,True,True,True,True,True,True,True,228.1834997049882,231.0318297710037,2000,2000
20146,0.0404242351651191,0.0270332936197519,0.0019328459568987,0.0372373747609354,0.0454561718459469,0.1436479089421336,True,False,False,False,True,True,True,True,False,True,True,True,True,True,218.8578944680048,223.469925849,2000,2000
20147,0.0144007476046681,0.0295955017209053,0.0901664769305488,0.0014070698122605,0.063709950252532,0.0990468110831317,True,True,True,True,True,True,True,True,True,True,True,True,True,True,210.79038889496587,212.71124032797525,2000,2000
20148,0.0241353381425142,0.0234815552830696,0.007834904637984,0.8095531453598837,0.0737146933415839,0.0888394228200493,True,True,False,False,True,True,True,True,False,False,False,True,True,True,183.50937584304484,189.14398454199545,2000,2000
20149,0.04897366091609,0.0485935099422931,0.0305477168682629,0.0084443264054393,0.1794414453085107,0.0683514897791104,False,True,False,False,False,True,True,True,True,False,True,True,True,True,202.60777030797908,206.2150767869898,2000,2000
20150,0.0462330840528011,0.0434183292090892,0.1477973894354957,0.0214007076523906,0.2077227862735018,0.2158880885148466,False,False,False,False,True,True,True,True,True,True,True,True,True,True,179.44913837802596,209.0253388659912,2000,2000
20151,0.0486765727400779,0.0367908962070941,0.0671285521301333,0.0491241163158265,0.2098050754331417,0.2399110732004548,False,False,False,False,False,False,True,True,True,True,True,True,True,True,214.17678097600583,214.90890016197227,2000,2000
20152,0.0477626770734787,0.0221544038504362,0.0193941973581207,0.0778269976390295,0.2531857286354286,0.1756718561334667,False,False,False,False,True,True,True,True,True,True,True,True,True,True,187.5985631819931,184.91250493802363,2000,2000
20153,0.0470085889101028,0.0493862219154834,0.0549898396880943,0.8989865329744828,0.2155089406170471,-0.0497150363618956,False,True,False,True,True,False,True,True,True,True,True,True,True,True,231.4928355999873,233.18584544101031,2000,2000
20154,0.0489364899694919,0.0468218475580215,0.0094776015539295,0.0305997426234563,0.3431370200859867,0.2110188157115864,False,False,False,False,True,True,True,True,True,True,True,True,True,True,216.79304891603533,222.02599403297063,2000,2000
20155,0.0045545501634478,0.0044960398226976,0.000794499920118,0.0015795116638311,0.0935372614864658,0.0234294041034228,True,True,True,False,True,True,True,True,True,False,True,True,True,True,209.6061277579865,212.86425670201425,2000,2000
20156,0.0502419620752334,0.0217586010694503,0.0670393597093103,0.0083426875679576,0.4141048684030961,0.2071312521688959,False,False,False,False,True,True,True,True,True,True,True,True,True,True,184.75264552701265,186.84715167898685,2000,2000
20157,0.0470096506178379,0.0491565950214862,0.0332296649070371,0.0363661952633486,0.073806252809935,-0.0303003319574592,True,True,True,True,True,True,True,True,True,True,True,True,True,True,201.31591204198776,204.30958313698648,2000,2000
20158,0.0068513583391904,0.047034814953804,0.0015551782667861,0.0107838022488472,0.1008965926741325,0.1171558594694435,False,False,False,False,True,True,True,True,True,False,True,True,True,True,198.74734761496077,209.512990164978,2000,2000
20159,0.0490586943924427,0.0346230342984199,0.0016114051450429,0.0066600026433223,0.1174620455531556,0.0288209374556345,False,True,False,True,True,True,True,True,False,True,True,True,True,True,212.57254289800767,216.63060153200055,2000,2000
20160,0.0402400381863117,0.0458865314722061,0.0233294006294287,0.5577387278564454,0.1267324905361153,0.0756555336537196,False,True,False,True,True,False,True,True,True,True,True,True,True,True,203.93403847300212,198.71215129696063,2000,2000
20161,0.0037967860698699,0.0038014664314687,0.0022560928783184,0.0022772809552945,0.1027702977661517,0.0949955851014845,False,True,False,False,True,True,True,True,True,False,True,False,True,True,210.02968629199316,209.493871008046,2000,2000
20162,0.0046878810971975,0.010949614457786,0.0008277778110467,0.0091209778910405,0.0783685532265519,0.0820189458485645,True,True,False,False,True,True,True,True,False,False,True,True,True,True,204.61094953498105,200.17555358598477,2000,2000
20163,0.0504325926303863,0.0496341325342655,0.1703843277976453,0.0802798188316151,0.2346996106466221,0.3629848539498486,False,False,False,False,True,False,True,True,False,True,True,True,True,True,186.4275824310025,217.76426887803245,2000,2000
20164,0.0407839342951774,0.0138359079137444,0.0469178051615511,0.0020696189954986,0.0612930227211085,0.0960015909262725,True,True,True,False,True,True,True,True,True,False,True,True,True,True,200.07466457301047,205.4289537530276,2000,2000
20165,0.0354603976011276,0.0379084981977939,0.0164702371029906,0.0286082224632361,0.1926757168836221,0.2881505725610331,False,False,False,False,True,True,True,True,True,True,True,True,True,True,223.7326453319984,223.7988022330101,2000,2000
20166,0.0461824797093868,0.0493862815201282,0.0305263259356949,0.0252046534319088,0.1205348750211996,0.091727898799645,False,True,False,True,True,True,True,True,False,True,True,True,True,True,197.65724213799692,200.46710595901823,2000,2000
20167,0.0295827873051166,0.0269400794059038,0.0013459797557676,0.079305807030351,0.0721937518423434,0.0593649204738078,True,True,False,True,True,True,True,True,False,True,True,True,True,True,199.29818292398704,202.71416453103305,2000,2000
20168,0.0027489808853715,0.0444143116474151,0.000363209465598,0.1306186907579761,0.1411425067221383,0.0835056543197563,False,True,False,True,True,True,True,True,True,True,True,True,True,True,204.7052474290249,208.272354642977,2000,2000
20169,0.0480944290757179,0.0442400276660919,0.1134044947976839,0.0161347991713761,0.1486765603371296,0.1710298418648026,False,False,False,False,True,True,True,True,True,True,True,True,True,True,212.59858790499857,217.8825643180171,2000,2000
20170,0.0417679026722908,0.0372175090014934,0.0267040807949346,0.0069336744237022,0.069389443474372,0.0919789437082725,True,True,False,True,True,True,True,True,False,True,True,True,True,True,199.8421463840059,196.7814074220369,2000,2000
20171,0.0403070896863937,0.0798958092927932,0.0279178051417834,0.3538806554580023,0.4201768696596879,0.1973285208130679,False,False,False,False,True,True,True,True,True,True,True,True,True,False,205.30454720498528,217.80397932004416,2000,2000
20172,0.0304989982396364,0.0470236539840698,0.0145756248084102,0.0174014317642729,0.2038051997588219,0.1926868590794725,False,False,False,False,False,True,True,True,True,True,True,True,True,True,198.15341287001505,204.02569495298667,2000,2000
20173,0.0505307875573635,0.0503697842359542,0.3590379945901937,0.3026151424275205,0.1610033594918203,0.1984227586518141,False,False,False,False,True,True,True,True,True,True,True,True,True,True,214.3517741539981,223.67500426701736,2000,2000
20174,0.0480055287480354,0.0240022130310535,0.0185779922904876,0.0024411765460243,0.0680710722384114,0.0369220337266753,True,True,True,False,True,True,True,True,True,False,True,True,True,True,199.00734519399705,200.79302303300935,2000,2000
20175,0.0360180027782917,0.0461561158299446,0.0155087568551363,0.0495134939542203,0.0400822655928703,0.1921737345760448,True,False,True,False,True,True,True,True,True,True,True,True,True,True,198.0285734810168,201.5829327389947,2000,2000
20176,0.046211153268814,0.025683494284749,0.0258213604806537,0.0039736239121331,0.1249992132524475,0.0441504868082915,False,True,False,True,False,True,True,True,True,True,True,True,True,True,201.56087786704305,207.4085181489936,2000,2000
20177,0.0500953420996665,0.1628598272800445,0.0749648965592229,0.5515780015592325,0.3520713937435733,0.5242648671429482,False,False,False,False,True,True,True,True,True,True,True,True,True,False,200.31557313998928,210.876715669001,2000,2000
20178,0.0491777323186397,0.0409272909164428,0.0023296291584744,0.0251117149141189,0.1517650393322487,0.1440758551418479,False,False,False,False,True,True,True,True,True,True,True,True,True,True,203.3688192110276,199.2347632999881,2000,2000
20179,0.0408960580825805,0.0382172353565692,0.0396359342001466,0.0497292259874436,0.104642725510117,0.2499237840076835,False,False,False,False,True,False,True,True,True,True,True,True,True,True,205.87740728998324,216.4586690749857,2000,2000
20180,0.0489514134824276,0.0414745099842548,0.0286739529953478,0.1364191544055153,0.1659250992402583,0.0477983760920324,False,True,False,False,False,True,True,True,True,False,True,True,True,True,198.9941720989882,204.300150635012,2000,2000
20181,0.0371662490069866,0.0486649274826049,0.0363683474416342,0.0412622109330916,0.1676636220515437,0.4375042916028331,False,False,False,False,True,True,True,True,True,True,True,True,True,True,219.4976421209867,224.1512444050168,2000,2000
20182,0.0427796579897403,0.0437951534986496,0.0099853120085116,0.0247889456129596,0.3090574193053186,0.1147987098156644,False,False,False,False,False,True,True,True,True,True,True,True,True,True,198.532242152025,200.8838074450032,2000,2000
20183,0.0034192739985883,0.0039602904580533,0.0007847223696706,0.0012109664381171,0.1913946736496807,0.0192010449801944,False,True,False,False,False,True,True,True,False,False,True,True,True,True,200.12071871198717,203.19927275495135,2000,2000
20184,0.0439300611615181,0.0487266853451728,0.0346318585806993,0.0048020727131017,0.0683671042862457,0.0690751935739495,True,True,True,True,False,True,True,True,True,True,True,True,True,True,192.07285859499825,207.38885249302257,2000,2000
20185,0.046787042170763,0.0405145063996315,0.0516943711899304,0.0111208825641699,0.1964020409942541,0.0544042473136219,False,True,False,False,True,True,True,True,True,False,True,True,True,True,211.36618381401055,218.0611223660526,2000,2000
20186,0.046476773917675,0.0384124666452407,0.0016749980018728,0.0039408683110611,0.0794070326348848,0.0647529393788381,True,True,False,False,True,True,True,True,False,False,True,False,True,True,204.27514615800465,176.22016216395423,2000,2000
20187,0.0319629348814487,0.0492331348359584,0.0012831081549344,0.0468580905489489,0.0180814000805344,0.060737328461534,True,True,False,True,True,False,True,True,False,True,True,True,True,True,205.2227138919989,216.0586942859809,2000,2000
20188,0.0387143269181251,0.0220810323953628,0.011304130241102,0.0552145840357906,0.0716747244421789,0.0383367609981846,True,True,True,True,True,True,True,True,True,True,True,True,True,True,201.75418918998912,204.5144253899925,2000,2000
20189,0.0329876244068145,0.0152188213542103,0.0023839146180679,0.0014167328097871,0.1905819604124206,0.0851042548328475,False,True,False,True,False,True,True,True,True,True,True,True,True,True,224.29764068702931,218.56780573003925,2000,2000
20190,0.0504691787064075,0.0356931500136852,0.0032335951233721,0.0021705468224691,0.044869975490263,0.1262019735054593,True,False,False,False,True,True,True,True,False,True,True,True,True,True,199.3697631729883,200.735058995022,2000,2000
20191,0.0479776598513126,0.021001948043704,0.0036204903461525,0.0156997341769547,0.0329340226098073,0.1792094543834315,True,False,False,False,True,True,True,True,False,True,False,True,True,True,200.303679345001,201.9857241740101,2000,2000
20192,0.015837050974369,0.0152220865711569,0.0017864965771857,0.0019204979264737,0.0520092645987988,0.0519923578605174,True,True,False,False,True,True,True,True,False,False,True,True,True,True,209.43247183598575,206.612153708993,2000,2000
20193,0.0461775213479995,0.045225016772747,0.0599656524093053,0.0926449756476094,0.4426744286804549,0.4400084346649944,False,False,False,False,True,True,True,True,True,True,True,True,True,True,227.3626811139984,228.35143635602435,2000,2000
20194,0.0026378212496638,0.0155786490067839,0.0005259324306697,0.0600635380780816,0.0513001114038615,0.2052207547272004,True,False,False,False,False,True,True,True,False,True,True,True,True,True,201.10408883396303,183.0273918469902,2000,2000
20195,0.0280462801456451,0.0459940582513809,0.0055953887088374,0.0145568015483583,0.0713299298820251,0.0659813997356764,True,True,True,False,True,True,True,True,True,False,True,True,True,True,198.56277424201835,203.33188650698867,2000,2000
20196,0.0326108001172542,0.044938039034605,0.0261817090175073,0.2885240377378563,0.3238283179421604,0.116893388131011,False,False,False,False,True,True,True,True,True,True,True,True,True,True,225.7347692149924,229.85398216499016,2000,2000
20197,0.0341842360794544,0.0325316600501537,0.001559005789119,0.0015514539000791,0.0209599311259243,0.0209423199402163,True,True,True,True,True,True,True,True,True,True,True,True,True,True,194.33701047400243,197.8346484269714,2000,2000
20198,0.0433578789234161,0.0474610701203346,0.04398182887449,0.0118155841856207,0.2063319612889973,0.2111907099560834,False,False,False,False,True,True,True,True,True,True,True,True,True,True,188.870386036986,194.2892416520044,2000,2000
20199,0.0432289540767669,0.0336106233298778,0.0358213689482614,0.0024141073765268,0.1203707957083199,0.0672995834661893,False,True,False,False,False,True,True,True,True,False,True,True,True,True,218.54038715100612,218.76913787802917,2000,2000
20200,0.0495687425136566,0.0327525660395622,0.1164040109104518,0.041123768463778,0.1642158752703224,0.1534224668885446,False,False,False,False,False,True,True,True,True,True,True,True,True,True,207.8089256879757,208.9605070820544,2000,2000
20201,0.0495100989937782,0.0204030107706785,0.0031699529749716,0.0171847891203672,0.0034701700614743,0.1724721206877841,True,False,False,False,True,True,True,True,False,True,True,True,True,True,227.53474001999712,229.07523607002804,2000,2000
20202,0.0483353026211261,0.0326286666095256,0.0685742688440449,0.0264054208934715,0.1183133999994456,0.1199876676749465,False,False,False,False,False,True,True,True,True,True,True,True,True,True,199.18232897901908,199.53837588900933,2000,2000
20203,0.0384716503322124,0.0437382347881794,0.0045914397851768,0.05420613158836,0.1754851026937025,0.0666443194588994,False,True,False,True,True,True,True,True,True,True,True,True,True,True,199.2291358669754,202.80656480800823,2000,2000
20204,0.0448471829295158,0.0486916191875934,0.0289473685881143,0.2332307466118142,0.219046660528221,0.2428167518447015,False,False,False,False,True,True,True,True,True,True,True,True,True,True,222.51192183600503,228.46724958095,2000,2000
20205,0.0049333646893501,0.0339889079332351,0.0155924475655721,0.0030624212382605,0.0424271063659666,0.0088593996115911,True,True,False,False,True,True,True,True,False,False,True,True,True,True,194.7351885579992,198.9939027450164,2000,2000
20206,0.0469432808458805,0.0460255332291126,0.0072619297949669,0.0163962949602506,0.177536893185108,0.0465182457657036,False,True,False,False,True,True,True,True,True,False,True,True,True,True,191.6141658659908,193.7434470159933,2000,2000
20207,0.0466171614825725,0.0440738759934902,0.0062977686163867,0.0092104988560935,0.1947122607835396,0.1474917074713886,False,False,False,False,True,True,True,True,True,True,True,True,True,True,216.3835103780148,217.65648091497133,2000,2000
20208,0.0519017353653907,0.0391757115721702,0.2673266760781008,0.0758470257290773,0.1640166866425669,0.5539969012392323,False,False,False,False,False,True,True,True,True,True,True,True,True,True,209.70192799600773,212.4682845880161,2000,2000
20209,0.0339560359716415,0.013555321842432,0.0153209269832369,0.0111403734002807,0.2156334175867762,0.2029475536223177,False,False,False,False,False,True,True,True,False,True,True,True,True,True,226.88571981398852,228.74323783098956,2000,2000
20210,0.0388112142682075,0.0403419025242328,0.0283886997313953,0.0172511297970078,0.1048850398985816,0.0262374037826109,False,True,False,True,True,True,True,True,False,True,True,True,True,True,196.92025785101575,196.62340790999588,2000,2000
20211,0.0214784815907478,0.0329636819660663,0.0298316445907287,0.0417097740264895,0.2012932095119186,0.2631365447032951,False,False,False,False,False,True,True,True,True,True,True,True,True,True,192.7036926550209,201.24656097899424,2000,2000
20212,0.0363007150590419,0.0466502197086811,0.0295179029324351,0.0092624136968624,0.181671582285773,0.1345360230536822,False,False,False,False,True,True,True,True,True,True,True,True,True,True,225.5361154059647,230.22036595502868,2000,2000
20213,0.047930359840393,0.0275501646101474,0.0094814190614511,0.0087112625319416,0.2210842512690352,0.1865070158493491,False,False,False,False,True,True,True,True,True,True,True,True,True,True,192.52213022997603,195.4994404870085,2000,2000
20214,0.0327823050320148,0.0391152016818523,0.0017051776264072,0.0017138586418535,0.0206880144185674,0.0207366212911264,True,True,False,False,True,True,True,True,True,True,False,False,True,True,191.34356499800924,195.2737268169876,2000,2000
20215,0.0502555556595325,0.0362053290009498,0.0733697578887333,0.1267275273383831,0.1406583797144129,0.23151570212028,False,False,False,False,True,True,True,True,True,True,True,True,True,True,208.07792778598375,216.25645412300943,2000,2000
20216,0.0474538244307041,0.0492442063987255,0.048509898109214,0.059233971552394,0.0816096661706478,0.1720388862671811,True,False,True,False,True,True,True,True,True,True,True,True,True,True,207.38130440702665,213.6547945010243,2000,2000
20217,0.0319935008883476,0.0495377331972122,0.2480684905080631,0.1599325181067153,0.1924105135908398,0.229499888467787,False,False,False,False,False,False,True,True,True,True,True,True,True,True,222.70536708994769,224.33102395496095,2000,2000
20218,0.0385151430964469,0.04548841714859,0.0110254282532953,0.0573962806323931,0.2018139895228845,0.1142494820077981,False,False,False,False,True,True,True,True,True,True,True,True,True,True,201.7042601779685,198.3064741420094,2000,2000
20219,0.0437027812004089,0.0317763499915599,0.0187485404632192,0.0163151092873253,0.3399716768207437,0.2482956679227452,False,False,False,False,True,True,True,True,True,True,True,True,True,True,198.26700961898317,200.0661738840281,2000,2000
20220,0.0452726520597934,0.0310428813099861,0.0119949724553306,0.0161259678300604,0.0280470477834438,0.0230269859211977,True,True,True,True,True,True,True,True,True,True,True,True,True,True,225.72354116803035,228.8081636460265,2000,2000
20221,0.0493403449654579,0.0491995811462402,0.0635218611331886,0.073137483272001,0.3965781900585217,0.2728934344743923,False,False,False,False,False,False,True,True,True,True,True,True,True,True,193.3625153080211,193.68019382102648,2000,2000
20222,0.0265720561146736,0.0516836158931255,0.0019829050215548,0.007944476571054,0.1240079815664376,0.0390553047780333,False,True,False,False,False,True,True,True,True,False,True,True,True,True,191.76203556900143,195.71848123305244,2000,2000
20223,0.0492075495421886,0.0385768637061119,0.0209550634594988,0.0203976278645208,0.0581762511189278,0.0490969125744165,True,True,False,True,True,True,True,True,False,True,True,True,True,True,216.53956820699383,217.4543843899737,2000,2000
20224,0.0487749762833118,0.0436324998736381,0.0582491466842653,0.1085831342334766,0.2285558538811454,0.2063805341277067,False,False,False,False,True,False,True,True,False,True,True,True,True,True,213.0716747319675,224.11207664804533,2000,2000
20225,0.0487719178199768,0.0501490719616413,0.0033721948515273,0.0494034918753498,0.1012839876918292,0.3502694237177781,False,False,False,False,True,True,True,True,False,True,True,True,True,True,217.19006195198745,199.55154580902308,2000,2000
20226,0.0475958921015262,0.0474738590419292,0.281843884459173,0.078355806941164,0.2032150729308419,0.2900127796343987,False,False,False,False,True,True,True,True,True,True,True,True,True,True,237.4783164060209,240.22786113602345,2000,2000
20227,0.0422010347247123,0.0347770266234874,0.0551608489750478,0.5935696156376689,0.0934791656975786,0.1225953781856183,True,False,True,False,True,True,True,True,True,True,True,True,True,True,201.00317542400444,206.95065635599892,2000,2000
20228,0.0507563166320323,0.0501974746584892,0.1372521390865086,0.1438862618890883,0.2964056164144448,0.2907457293051081,False,False,False,False,True,True,True,True,True,True,True,True,True,True,190.6604047990404,197.7595609659911,2000,2000
20229,0.0484503060579299,0.0486194267868995,0.0732248680660109,0.0242394666645763,0.1133322190095089,0.0840553683210343,False,True,False,True,False,True,True,True,True,True,True,True,True,True,208.889268325991,206.9859966300428,2000,2000
20230,0.0487628467381,0.0492078587412834,0.0043983187614167,0.0648557822650193,0.0074984071799519,0.3633612974312052,True,False,False,False,True,False,True,True,False,True,True,True,True,True,194.8565319509944,200.18477045500185,2000,2000
20231,0.0498936474323272,0.0227711666375398,0.0125267394937196,0.0209252450703426,0.0968153863514773,0.0168793429064084,True,True,True,True,True,True,True,True,True,True,True,True,True,True,217.17395288299304,223.80690741399303,2000,2000
20232,0.0485191196203231,0.0440008752048015,0.0016626125330268,0.0114211591184277,0.0131525523255469,0.2751617240564705,True,False,False,False,True,True,True,True,False,True,True,True,True,True,224.4759319549776,226.05415174399968,2000,2000
20233,0.0316740460693836,0.0286339521408081,0.002708097539164,0.0136048420735855,0.0742046091075501,0.0463479101185448,True,True,True,True,True,True,True,True,True,True,True,True,True,True,222.9817623720155,219.15546334796815,2000,2000
20234,0.0471601150929927,0.0354220122098922,0.0114030984586902,0.0059742262749107,0.0775739466915936,0.0842066497374665,True,True,False,True,True,True,True,True,False,True,True,True,True,True,236.7339475199697,239.0967584970058,2000,2000
20235,0.0503437370061874,0.0488193482160568,0.0803139705994283,0.0607967828983605,0.3751379841035778,0.2067443351597884,False,False,False,False,True,True,True,True,True,True,True,True,True,True,201.94735140999543,206.54445946100168,2000,2000
20236,0.049251738935709,0.0454800315201282,0.0567716749689911,0.007787476747696,0.1726932222995767,0.1043943720789926,False,False,False,False,True,True,True,True,False,True,False,True,True,True,195.8764854420442,199.3384546580492,2000,2000
20237,0.0164496451616287,0.0268970970064401,0.0014639458506966,0.0003070619948223,0.0180017183371781,0.1900754281982237,True,False,False,False,True,True,True,True,False,True,False,True,True,True,207.40681561396923,207.38460112403845,2000,2000
20238,0.0497708655893802,0.0424857549369335,0.0039171728421053,0.0306000999989857,0.030575518926442,0.0323156322001345,True,True,False,True,False,False,True,True,False,True,True,True,True,True,194.1619183970033,194.0596561540151,2000,2000
20239,0.0412717089056968,0.0414376892149448,0.0018994805286405,0.0489110103883739,0.0413074649935474,0.1159829179236791,True,False,True,False,True,True,True,True,True,True,True,True,True,True,221.285200282,222.51145197096048,2000,2000
20240,0.0465486869215965,0.0514649301767349,0.0161457644046659,0.1092011078654915,0.2019314913539371,0.0129525660187859,False,True,False,True,True,False,True,True,True,True,False,True,True,True,223.5141636529588,225.49193765199743,2000,2000
20241,0.0466710403561592,0.0418611802160739,0.089226641464279,0.3021179655831135,0.239473571264531,0.1784672430956053,False,False,False,False,False,False,True,True,True,True,True,True,True,True,220.6175049059675,218.91500571701908,2000,2000
20242,0.0394876077771186,0.048704020678997,0.0238841059787951,0.0875077768326968,0.1712847240146491,0.3280190907951716,False,False,False,False,True,True,True,True,False,True,False,True,True,True,234.2190722869709,235.8526680539944,2000,2000
20243,0.043971762061119,0.0478407926857471,0.0417579657991438,0.0604344907191246,0.2591928764527189,0.0979017704250626,False,True,False,True,True,True,True,True,True,True,True,True,True,True,202.3929074490443,204.35537833801936,2000,2000
20244,0.0141450464725494,0.0264145620167255,0.0019623649257508,0.0039453096629256,0.085170525470021,0.0888733257860057,True,True,False,True,True,True,True,True,False,True,True,True,True,True,194.57034625997767,199.06860529800176,2000,2000
20245,0.0446639880537986,0.0506936162710189,0.2415229386792786,0.088581692835479,0.224451250484476,0.326835327181131,False,False,False,False,True,True,True,True,True,True,True,True,True,True,201.4306880419608,202.7261237749481,2000,2000
20246,0.0489986687898635,0.0200427360832691,0.0111898039794511,0.0088480836902421,0.0821280159123301,0.1009892697751029,True,False,False,False,True,True,True,True,False,True,True,True,True,True,195.19690192997223,199.50348618999124,2000,2000
20247,0.0477588437497615,0.1994694620370865,0.0657218505476367,0.2753873465303687,0.2464927714857516,0.2185573621350709,False,False,False,False,True,True,True,True,True,True,True,True,True,False,213.77246341004505,218.54800957802215,2000,2000
20248,0.0480169095098972,0.0427766852080822,0.0691030132007413,0.0361354127843596,0.1951606400138601,0.1437848650769488,False,False,False,False,True,True,True,True,True,True,True,True,True,True,221.89075120602504,227.50726350396872,2000,2000
20249,0.047256663441658,0.0408431440591812,0.0497422183961808,0.0992180622748884,0.3043029365098846,0.426855947234781,False,False,False,False,True,True,True,True,True,True,True,True,True,True,224.773393312993,216.9584416510188,2000,2000
20250,0.04782535135746,0.049387902021408,0.0297233427091185,0.1830364562627143,0.2919913980677382,0.2031794629689205,False,False,False,False,True,False,True,True,True,True,True,True,True,True,236.5397217450081,235.30373664101356,2000,2000
20251,0.0075311381369829,0.0419618487358093,0.0016283663391956,0.0037829712147,0.122727109553562,0.3269027184404622,False,False,False,False,True,True,True,True,False,True,True,True,True,True,203.7022408140474,207.47067120304564,2000,2000
20252,0.0307438224554061,0.0571932233870029,0.0066743066872327,1.125124931420517,0.078737383187744,0.0697486662879391,True,True,False,False,False,True,True,True,False,False,True,True,True,True,194.33442193001972,198.71586240502077,2000,2000
20253,0.0485193766653537,0.011423235759139,0.0153894224981087,0.0077466220338492,0.0888175824003223,0.0354620437656176,True,True,True,True,True,True,True,True,True,True,True,True,True,True,207.03057536599223,192.6103174349992,2000,2000
20254,0.0041807289235293,0.0141957886517047,0.0013998157233767,0.0019566935242137,0.1016757287170904,0.0597320072091012,False,True,False,False,True,True,True,True,False,False,False,True,True,True,193.3429280089913,199.90464512701143,2000,2000
20255,0.0502249188721179,0.0465020649135112,0.3478588110027154,0.0169502279528269,0.1106084124891406,-0.0103733645832413,False,True,False,True,False,False,True,True,True,True,True,True,True,True,219.10279093903955,222.09752339601985,2000,2000
