method,n,maxF_mean_ev_per_a,maxF_median_ev_per_a,maxF_p95_ev_per_a,atomic_force_mean_ev_per_a,rmsd_mean_a,e_hull_mean_ev_per_atom,stable_fraction,nus_fraction,novel_fraction,unique_fraction,mag_mae_a3,mag_hit_fraction,validity_fraction,minimum_distance_min_a,relaxation_steps_mean,surrogate_property_eval,dft_verified,maxF_p75_ev_per_a,maxF_p90_ev_per_a,maxF_max_ev_per_a,high_maxF_gt_0_2_fraction,generation_seconds_mean,end_to_end_seconds_mean,mattergen_score_calls_mean,actual_mattersim_calls_mean,actual_mattersim_calls_total,failed_mattersim_calls_total,peak_allocated_gib_max,fallback_total
T0,32,0.2771384390608932,0.08402660787326575,0.6126747595236246,0.10001593945263723,0.014602136647696443,0.07689125473002928,0.75,0.125,0.375,0.71875,0.00920765098764155,0.625,1.0,1.6448001580048421,26.4375,True,False,0.18326562486443643,0.397570590348705,4.37352189593753,0.21875,84.49223986574907,84.49223986574907,2000.0,0.0,0,0,0.3499445915222168,0
T1,32,0.23150218242651582,0.035327301924017174,0.5644309839716146,0.0769081405504407,0.012924186782502338,0.07686946297561911,0.75,0.125,0.375,0.71875,0.009233885603586086,0.625,1.0,1.6564421724373537,22.5625,True,False,0.13282310752970247,0.3696950396476635,4.134179528480029,0.1875,85.01291311828027,85.31104013625554,2000.0,20.0,640,0,0.4481329917907715,0
T2,32,0.06083426118570098,0.02936995727199308,0.3018809691918183,0.030281546928468066,0.0051759449857109174,0.07686021260115325,0.75,0.125,0.375,0.71875,0.009425633172912347,0.625,1.0,1.615532621518216,19.71875,True,False,0.05771373161414941,0.09389009727011137,0.35478658008110864,0.09375,84.57101071365469,84.71428831612502,2000.0,20.0,640,0,0.48203563690185547,0
