method,run_kind,base_model_root,base_checkpoint_sha256,data_root,train_structures,validation_structures,training_seed,steps,effective_batch_size,optimizer,learning_rate,weight_decay,total_params,trainable_params,trainable_ratio,frozen_params,trainable_tensor_count,trainable_parameter_names_sha256,old_clean_cell_tcl_present,atomic_c0_anchor_present,teacher_frozen,teacher_eval,teacher_optimizer_params,all_losses_and_gradients_finite,nonfinite_count,gradient_diagnostic_interval,base_gradient_l2_mean,maximum_balanced_auxiliary_over_base,maximum_raw_configured_auxiliary_over_base,preclip_gradient_l2_mean,preclip_gradient_l2_median,preclip_gradient_l2_max,gradient_clip_threshold,gradient_clipping_count,gradient_clipping_fraction,first_50_base_loss_mean,last_50_base_loss_mean,elapsed_seconds,peak_cuda_memory_mb,checkpoint_sha256
GBSA-TCL,short_diagnostic,/mnt/lis-wam-data/dxl/mattergen_v1/checkpoints/official/hf_mattergen/checkpoints/dft_mag_density,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,/mnt/lis-wam-data/dxl/mattergen_v1/experiments/global_transformer_adapter_p0/data/cache,1024,128,20260917,50,16,AdamW,0.0001,0.0001,48760443,4250213,0.08716518428677934,44510230,22,db909a719dfd38e187c637f420ed616c0a26f0595d8c2fd317fb200ee9ed64df,False,False,True,True,0,True,0,25,0.3609322747384478,0.14553513843640667,0.14553513843640667,0.22655566588044165,0.19000604003667831,0.6455872058868408,1.0,0,0.0,0.26728835701942444,0.26728835701942444,17.4977500801906,4156.35009765625,1a551be09b47ac48a8b89fa24398349c40b6964fb861d6d7b6c50abaeefc0cca
