method,seed,success,formula,num_atoms,elapsed_seconds,sampling_steps,corrector_steps_per_time,guidance_scale,target_dft_mag_density,base_checkpoint_sha256,finetuned_checkpoint_sha256,dft_verified
C0,82039,True,Mn2FeSn,4,114.52313657989725,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,,False
FT0,82039,True,Eu2PAu,4,116.08835064480081,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,1cd254568463ae4d7774193fa0a0e97925cdad3b6c505c1e5f5dd4e7968f6960,False
TCL,82039,True,Eu3Mg,4,111.61193810799159,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,8dd9879f11edea7f25f587ae72f928a6f3ab2e5c81fc9400c13642364ad90443,False
C0,82040,True,EuMnAsN,4,112.21616470790468,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,,False
FT0,82040,True,MnAs,4,114.0173476440832,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,1cd254568463ae4d7774193fa0a0e97925cdad3b6c505c1e5f5dd4e7968f6960,False
TCL,82040,True,Eu,4,114.42023296002299,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,8dd9879f11edea7f25f587ae72f928a6f3ab2e5c81fc9400c13642364ad90443,False
C0,82041,True,EuO,10,114.04751738789491,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,,False
FT0,82041,True,Mn3C2,10,113.65543243498541,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,1cd254568463ae4d7774193fa0a0e97925cdad3b6c505c1e5f5dd4e7968f6960,False
TCL,82041,True,Mn5AlPC3,10,121.38072844198905,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,8dd9879f11edea7f25f587ae72f928a6f3ab2e5c81fc9400c13642364ad90443,False
C0,82042,True,Gd2ZnFe2,5,113.34378949203528,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,,False
FT0,82042,True,Pt2Pb2Au,5,117.21954985195771,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,1cd254568463ae4d7774193fa0a0e97925cdad3b6c505c1e5f5dd4e7968f6960,False
TCL,82042,True,Eu(GePt)2,5,112.43531451607123,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,8dd9879f11edea7f25f587ae72f928a6f3ab2e5c81fc9400c13642364ad90443,False
C0,82043,True,EuNiAsH,4,113.85292590595782,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,,False
FT0,82043,True,Eu2GeAu,4,122.90377486101352,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,1cd254568463ae4d7774193fa0a0e97925cdad3b6c505c1e5f5dd4e7968f6960,False
TCL,82043,True,Eu2InAu,4,114.17253438802436,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,8dd9879f11edea7f25f587ae72f928a6f3ab2e5c81fc9400c13642364ad90443,False
C0,82044,True,Eu2YMg,4,111.84518866194412,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,,False
FT0,82044,True,Eu2PbAu,4,115.96294833696447,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,1cd254568463ae4d7774193fa0a0e97925cdad3b6c505c1e5f5dd4e7968f6960,False
TCL,82044,True,EuYMgAl,4,112.45939388102852,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,8dd9879f11edea7f25f587ae72f928a6f3ab2e5c81fc9400c13642364ad90443,False
C0,82045,True,Li2Eu3RhO6,12,120.23503847699612,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,,False
FT0,82045,True,Mn2C,12,124.02320333290845,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,1cd254568463ae4d7774193fa0a0e97925cdad3b6c505c1e5f5dd4e7968f6960,False
TCL,82045,True,Eu4Pd3Pt5,12,114.37606641510502,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,8dd9879f11edea7f25f587ae72f928a6f3ab2e5c81fc9400c13642364ad90443,False
C0,82046,True,EuInNi2,8,117.77032181504183,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,,False
FT0,82046,True,EuMn3C4,8,113.38242894317955,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,1cd254568463ae4d7774193fa0a0e97925cdad3b6c505c1e5f5dd4e7968f6960,False
TCL,82046,True,Eu2InNi,8,114.3002502520103,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,8dd9879f11edea7f25f587ae72f928a6f3ab2e5c81fc9400c13642364ad90443,False
C0,82047,True,SmFe5,18,114.02368522598408,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,,False
FT0,82047,True,Mn11FeC6,18,116.13926071184687,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,1cd254568463ae4d7774193fa0a0e97925cdad3b6c505c1e5f5dd4e7968f6960,False
TCL,82047,True,Ti2Mn7P8C,18,115.3222321299836,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,8dd9879f11edea7f25f587ae72f928a6f3ab2e5c81fc9400c13642364ad90443,False
C0,82048,True,Li2Eu4Cu3,9,121.8816413988825,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,,False
FT0,82048,True,Mn2C,9,112.86572924698703,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,1cd254568463ae4d7774193fa0a0e97925cdad3b6c505c1e5f5dd4e7968f6960,False
TCL,82048,True,Eu4Zn2Ir3,9,115.64087541704066,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,8dd9879f11edea7f25f587ae72f928a6f3ab2e5c81fc9400c13642364ad90443,False
C0,82049,True,Mn3Fe8Si5,16,114.68127319193445,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,,False
FT0,82049,True,Mn9C7,16,121.51373920287006,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,1cd254568463ae4d7774193fa0a0e97925cdad3b6c505c1e5f5dd4e7968f6960,False
TCL,82049,True,Mn5Fe3,16,115.67332500801422,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,8dd9879f11edea7f25f587ae72f928a6f3ab2e5c81fc9400c13642364ad90443,False
C0,82050,True,Eu3Ir,8,111.74068694096059,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,,False
FT0,82050,True,Mn5C3,8,114.74054310587235,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,1cd254568463ae4d7774193fa0a0e97925cdad3b6c505c1e5f5dd4e7968f6960,False
TCL,82050,True,Eu2GeIr,8,122.72604487696663,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,8dd9879f11edea7f25f587ae72f928a6f3ab2e5c81fc9400c13642364ad90443,False
C0,82051,True,Mn7O8,15,112.65076652402058,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,,False
FT0,82051,True,Mn2C,15,117.85394432302564,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,1cd254568463ae4d7774193fa0a0e97925cdad3b6c505c1e5f5dd4e7968f6960,False
TCL,82051,True,Mn4Fe,15,112.87284631491639,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,8dd9879f11edea7f25f587ae72f928a6f3ab2e5c81fc9400c13642364ad90443,False
C0,82052,True,Tb(Mn2Al)2,7,112.29672918398865,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,,False
FT0,82052,True,Mn2Tl2As2N,7,113.97587427683175,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,1cd254568463ae4d7774193fa0a0e97925cdad3b6c505c1e5f5dd4e7968f6960,False
TCL,82052,True,Mn4Al3,7,117.98745363205671,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,8dd9879f11edea7f25f587ae72f928a6f3ab2e5c81fc9400c13642364ad90443,False
C0,82053,True,EuSeO3,10,114.18547599902377,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,,False
FT0,82053,True,Mn3As2,10,115.70416443096474,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,1cd254568463ae4d7774193fa0a0e97925cdad3b6c505c1e5f5dd4e7968f6960,False
TCL,82053,True,Eu(SiRh)2,10,115.6964690820314,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,8dd9879f11edea7f25f587ae72f928a6f3ab2e5c81fc9400c13642364ad90443,False
C0,82054,True,CaEuCo4,6,114.12738135410473,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,,False
FT0,82054,True,MnPtAu,6,114.37340985797346,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,1cd254568463ae4d7774193fa0a0e97925cdad3b6c505c1e5f5dd4e7968f6960,False
TCL,82054,True,Eu2Ru,6,115.60112652904354,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,8dd9879f11edea7f25f587ae72f928a6f3ab2e5c81fc9400c13642364ad90443,False
C0,82055,True,GdMnFeCo9,12,112.23831039201468,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,,False
FT0,82055,True,Mn2C,12,120.47496768506244,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,1cd254568463ae4d7774193fa0a0e97925cdad3b6c505c1e5f5dd4e7968f6960,False
TCL,82055,True,GdMn3C2,12,117.02814408694394,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,8dd9879f11edea7f25f587ae72f928a6f3ab2e5c81fc9400c13642364ad90443,False
C0,82056,True,SrEu3Fe2O7,13,113.21987012308091,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,,False
FT0,82056,True,Mn,13,113.12496588006616,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,1cd254568463ae4d7774193fa0a0e97925cdad3b6c505c1e5f5dd4e7968f6960,False
TCL,82056,True,Mn10Fe3,13,113.1103535569273,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,8dd9879f11edea7f25f587ae72f928a6f3ab2e5c81fc9400c13642364ad90443,False
C0,82057,True,MnFe3N,5,122.09604117297567,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,,False
FT0,82057,True,Eu2Mn2Ir,5,121.43498563021421,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,1cd254568463ae4d7774193fa0a0e97925cdad3b6c505c1e5f5dd4e7968f6960,False
TCL,82057,True,Fe2HPd2,5,121.6910745750647,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,8dd9879f11edea7f25f587ae72f928a6f3ab2e5c81fc9400c13642364ad90443,False
C0,82058,True,PrEu2In,4,114.66127869603224,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,,False
FT0,82058,True,Eu3Au,4,115.44376063812524,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,1cd254568463ae4d7774193fa0a0e97925cdad3b6c505c1e5f5dd4e7968f6960,False
TCL,82058,True,PrEu2Mg,4,116.78778626699932,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,8dd9879f11edea7f25f587ae72f928a6f3ab2e5c81fc9400c13642364ad90443,False
C0,82059,True,GdCo13(B2H)2,20,114.86605723691173,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,,False
FT0,82059,True,Mn4C,20,115.69115055701695,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,1cd254568463ae4d7774193fa0a0e97925cdad3b6c505c1e5f5dd4e7968f6960,False
TCL,82059,True,Mn5Co11B4,20,114.17213056399487,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,8dd9879f11edea7f25f587ae72f928a6f3ab2e5c81fc9400c13642364ad90443,False
C0,82060,True,EuFe2GeN,10,112.66407583886757,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,,False
FT0,82060,True,Mn3C2,10,115.78624971490353,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,1cd254568463ae4d7774193fa0a0e97925cdad3b6c505c1e5f5dd4e7968f6960,False
TCL,82060,True,Eu6PdPt3,10,114.8522658299189,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,8dd9879f11edea7f25f587ae72f928a6f3ab2e5c81fc9400c13642364ad90443,False
C0,82061,True,CaGd2F8,11,114.8978952311445,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,,False
FT0,82061,True,Mn7As4,11,115.47630910598673,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,1cd254568463ae4d7774193fa0a0e97925cdad3b6c505c1e5f5dd4e7968f6960,False
TCL,82061,True,Gd3Si3Ni4C,11,114.17270025610924,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,8dd9879f11edea7f25f587ae72f928a6f3ab2e5c81fc9400c13642364ad90443,False
C0,82062,True,Fe6Rh,7,119.86674979398958,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,,False
FT0,82062,True,Mn4C3,7,113.42571676010266,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,1cd254568463ae4d7774193fa0a0e97925cdad3b6c505c1e5f5dd4e7968f6960,False
TCL,82062,True,Fe4Si3,7,112.3461030870676,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,8dd9879f11edea7f25f587ae72f928a6f3ab2e5c81fc9400c13642364ad90443,False
C0,82063,True,Fe4Co2Ni3,9,115.06789554515854,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,,False
FT0,82063,True,Mn8Fe,9,116.01438469998538,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,1cd254568463ae4d7774193fa0a0e97925cdad3b6c505c1e5f5dd4e7968f6960,False
TCL,82063,True,Eu3FeSn2Ge3,9,115.52403384400532,1000,1,2.0,0.1,01dd3e86805165412e0810e2a77a4756f8e1020f3ff2707c74af0a3f88a1bb8e,8dd9879f11edea7f25f587ae72f928a6f3ab2e5c81fc9400c13642364ad90443,False
